record_id,rho,L
denovo_pdb/5cwp_A,0.05494994438264739,229
denovo_pdb/5cwq_A,-0.005562354022627413,233
denovo_pdb/5d2w_A,0.09588431590656285,250
denovo_pdb/5d2x_A,-0.19021134593993325,250
denovo_pdb/5d30_A,0.08164627363737487,250
denovo_pdb/5di5_A,-0.056958505191704714,191
denovo_pdb/5dra_A,-0.10215892398724837,190
denovo_pdb/5hrz_A,-0.4118571288721909,122
denovo_pdb/5iep_A,-0.10746467971716164,121
denovo_pdb/5l33_A,0.3620382822163292,106
denovo_pdb/5le4_A,-0.040948038333552476,313
denovo_pdb/5le9_A,-0.06231223224671029,315
denovo_pdb/5lea_A,-0.20545356547897353,316
denovo_pdb/5lw2_A,0.30673349212353795,155
denovo_pdb/5oos_A,0.3180503319777296,161
denovo_pdb/5oou_A,0.4080134187681024,165
denovo_pdb/5op3_A,-0.2407922688962162,157
denovo_pdb/5orm_A,0.020689655172413793,350
denovo_pdb/5trv_A,-0.28437917927010986,118
denovo_pdb/5vjs_A,-0.06340378197997774,196
denovo_pdb/5vjt_A,0.041156840934371525,196
denovo_pdb/5vju_A,-0.020689655172413793,196
denovo_pdb/5vnv_A,-0.34508844356380475,120
denovo_pdb/5xg5_A,0.05494994438264739,145
denovo_pdb/5ys7_A,-0.27430478309232476,315
denovo_pdb/6ais_O,-0.23381535038932147,244
denovo_pdb/6f0s_A,-0.14883203559510566,251
denovo_pdb/6fpb_A,0.08304577830311978,160
denovo_pdb/6g6m_A,-0.04961067853170189,320
denovo_pdb/6g6p_A,0.2925472747497219,318
denovo_pdb/6i37_A,0.04850372707731105,251
denovo_pdb/6i38_A,-0.1114571746384872,251
denovo_pdb/6i39_A,0.05139043381535039,251
denovo_pdb/6i3a_A,0.15530092431175738,251
denovo_pdb/6ics_O,-0.40516186700818085,242
denovo_pdb/6idc_A,-0.14773612284098414,251
denovo_pdb/6iei_A,-0.2422691879866518,250
denovo_pdb/6qsd_A,0.26476805147706495,250
denovo_pdb/6qse_A,-0.14773612284098414,251
denovo_pdb/6qsg_A,0.20983534119852393,251
denovo_pdb/6rej_A,0.07853170189098999,250
denovo_pdb/6rek_A,0.3290688639786378,251
denovo_pdb/6rem_A,0.2805339265850945,251
denovo_pdb/6reo_A,-0.12214929433689801,251
denovo_pdb/6rlh_A,0.05494994438264739,248
denovo_pdb/6rli_A,-0.18400267106851487,250
denovo_pdb/6sa6_A,-0.04382647385984427,395
denovo_pdb/6tjg_A,0.296551724137931,320
denovo_pdb/6w3w_A,0.12518107177451604,107
denovo_pdb/6w90_A,-0.12815663668133562,130
denovo_pdb/6wvs_A,-0.189321468298109,182
denovo_pdb/6xi6_A,0.0424916573971079,269
denovo_pdb/6y7p_A,0.18378017690760975,319
denovo_pdb/7a8s_A,0.1753253987932161,190
denovo_pdb/7awy_A,0.27875417130144603,311
denovo_pdb/7awz_A,0.11101223581757509,313
denovo_pdb/7bid_A,-0.023139392734130043,286
denovo_pdb/7dmf_A,0.010012237240729346,189
denovo_pdb/7f1h_A,0.0020022246941045607,189
denovo_pdb/7f1i_A,-0.034709089101195065,191
denovo_pdb/7f1j_A,0.16173526140155728,190
denovo_pdb/7f1k_A,0.07586206896551724,193
denovo_pdb/7f1l_A,0.20756395995550608,194
denovo_pdb/7hiy_A,-0.07299432920328919,126
denovo_pdb/7hiz_A,0.32932800103267806,126
denovo_pdb/7hj0_A,-0.13905885056568537,126
denovo_pdb/7hj1_A,0.025586828504086105,126
denovo_pdb/7hj2_A,0.19267994334381364,126
denovo_pdb/7hj3_A,-0.22491657397107895,126
denovo_pdb/7hj4_A,-0.2100578601181406,126
denovo_pdb/7hj5_A,0.0064516129032258064,126
denovo_pdb/7hj6_A,-0.27611525368322487,126
denovo_pdb/7hj7_A,0.0905551234883743,126
denovo_pdb/7hj8_A,0.06252781641228551,126
denovo_pdb/7hj9_A,0.17732784624136197,126
denovo_pdb/7hja_A,-0.016019579585166952,126
denovo_pdb/7hjb_A,-0.21003448789441115,126
denovo_pdb/7hjc_A,-0.27411280623507894,126
denovo_pdb/7hjd_A,0.20380465138906845,126
denovo_pdb/7hje_A,0.034037819799777526,126
denovo_pdb/7hjf_A,0.07254116779503585,126
denovo_pdb/7hjg_A,-0.12639074634227102,126
denovo_pdb/7hjh_A,-0.0731924360400445,126
denovo_pdb/7hji_A,0.05050055617352613,126
denovo_pdb/7hjj_A,-0.182000223620369,126
denovo_pdb/7hjk_A,-0.12525027808676306,126
denovo_pdb/7hjl_A,-0.09588431590656285,126
denovo_pdb/7hjm_A,0.18001780596988956,126
denovo_pdb/7hjn_A,-0.19688542825361513,126
denovo_pdb/7hjo_A,-0.02202692192960456,126
denovo_pdb/7hjp_A,-0.06652575411062388,126
denovo_pdb/7hjq_A,-0.20803204044626528,126
denovo_pdb/7hjr_A,0.19510567296996661,126
denovo_pdb/7hjs_A,-0.3348164627363737,126
denovo_pdb/7hjt_A,-0.12326176514142348,126
denovo_pdb/7hju_A,-0.1375013914393497,126
denovo_pdb/7hjv_A,-0.05606852854808434,126
denovo_pdb/7hjw_A,-0.17552836484983317,126
denovo_pdb/7hjx_A,-0.3414905450500556,126
denovo_pdb/7hjy_A,-0.1403781979977753,126
denovo_pdb/7hjz_A,-0.2812639143954764,126
denovo_pdb/7hk0_A,0.06874304783092325,126
denovo_pdb/7hk1_A,0.09010011123470522,126
denovo_pdb/7hk2_A,-0.002892745955016767,126
denovo_pdb/7hk3_A,0.22091212458286985,126
denovo_pdb/7hk4_A,0.01268075639599555,126
denovo_pdb/7jrq_A,0.21982423097423542,127
denovo_pdb/7mcc_A,-0.28097886540600664,190
denovo_pdb/7ocm_A,0.1221357063403782,174
denovo_pdb/7p12_A,0.09098998887652948,184
denovo_pdb/7qnl_AAA,-0.20605251956504045,240
denovo_pdb/7rmx_A,-0.3103448275862069,229
denovo_pdb/7smj_A,-0.001557285873192436,174
denovo_pdb/7sq3_A,-0.3704115684093437,146
denovo_pdb/7tal_A,0.21680582099297965,196
denovo_pdb/7udo_A,0.013125695216907676,172
denovo_pdb/7uek_A,-0.3512791991101224,228
denovo_pdb/7vql_A,-0.020696562853371635,115
denovo_pdb/7vqv_A,-0.11258204541797885,115
denovo_pdb/7vu4_A,-0.30596351447292724,117
denovo_pdb/8ah9_A,0.045171340682184896,115
denovo_pdb/8bl3_A,0.02469410456062291,141
denovo_pdb/8bl9_A,0.16642563235701224,116
denovo_pdb/8bu0_A,0.2929712328977732,136
denovo_pdb/8ch0_A,0.12651752449808737,136
denovo_pdb/8chy_A,-0.09015026437593096,272
denovo_pdb/8cig_A,-0.11419033487617922,136
denovo_pdb/8ckr_A,-0.20242744826309716,136
denovo_pdb/8cmq_A,-0.11265727566053246,136
denovo_pdb/8cqq_A,0.07497219132369298,272
denovo_pdb/8cux_B,-0.07764182424916574,119
denovo_pdb/8d9o_A,0.07675194660734148,194
denovo_pdb/8d9p_A,0.11635150166852058,195
denovo_pdb/8eov_A,-0.0424916573971079,139
denovo_pdb/8eoz_B,-0.15555803693018033,227
denovo_pdb/8fjf_A,-0.49899888765294764,127
denovo_pdb/8fjg_A,-0.024249165739710785,104
denovo_pdb/8g9j_A,0.03492769744160178,201
denovo_pdb/8j1w_A,-0.16262513904338155,175
denovo_pdb/8j1x_A,-0.07274749721913237,174
denovo_pdb/8j98_A,0.09454949944382647,184
denovo_pdb/8ju8_A,-0.09635069219402,139
denovo_pdb/8k7o_A,-0.04338153503893215,233
denovo_pdb/8k7z_A,-0.5991101223581757,172
denovo_pdb/8k8f_A,0.4231838940414937,179
denovo_pdb/8k8g_A,-0.4874304783092325,209
denovo_pdb/8k8i_A,-0.0502892758333684,211
denovo_pdb/8ka7_A,0.060734149054505006,115
denovo_pdb/8kc0_A,-0.026921793469516685,115
denovo_pdb/8kc4_A,0.18131256952169075,151
denovo_pdb/8kc8_A,0.22313681868743046,227
denovo_pdb/8kcj_A,0.008231368186874304,179
denovo_pdb/8kdq_A,0.08075639599555061,233
denovo_pdb/8oys_A,-0.17757009785410616,190
denovo_pdb/8oyw_A,-0.32769744160177977,178
denovo_pdb/8pf0_A,0.03027268137068299,153
denovo_pdb/8q52_A,-0.4451612903225806,320
denovo_pdb/8qkd_A,-0.0006674082313681868,281
denovo_pdb/8qzn_A,0.21290322580645163,346
denovo_pdb/8r8o_A,0.3699666295884316,262
denovo_pdb/8sjf_A,0.22847608453837595,107
denovo_pdb/8tnm_A,-0.08721771107479787,136
denovo_pdb/8vc8_A,-0.03314794215795328,197
denovo_pdb/8vei_A,0.14126807563959956,117
denovo_pdb/8vez_A,-0.14660734149054505,115
denovo_pdb/8w97_A,-0.5470522803114571,135
denovo_pdb/8xyr_A,0.0896551724137931,165
denovo_pdb/8xyu_A,0.14269816183266143,169
denovo_pdb/8xyw_A,0.07235086208364268,105
denovo_pdb/8y33_A,0.231642195320958,184
denovo_pdb/9bk7_A,-0.35999555234444625,102
denovo_pdb/9cte_A,0.13017356797575452,110
denovo_pdb/9d01_A,-0.019799777530589546,369
denovo_pdb/9db8_A,-0.028698553948832032,107
denovo_pdb/9db9_A,0.09611747751100172,107
denovo_pdb/9dba_A,-0.03982202447163515,107
denovo_pdb/9dbb_A,0.15665331941013877,107
denovo_pdb/9dbc_A,0.03048170004399823,109
denovo_pdb/9dbu_A,0.05006118620364673,106
denovo_pdb/9dbv_A,-0.2207142076178558,107
denovo_pdb/9dbw_A,-0.14083880385292613,107
denovo_pdb/9dcx_A,-0.17152391546162402,257
denovo_pdb/9dd2_A,-0.13637374860956616,258
denovo_pdb/9de4_A,0.021581933607794365,106
denovo_pdb/9ded_A,-0.05584603438717924,114
denovo_pdb/9dw2_A,-0.06986316652420033,126
denovo_pdb/9fw5_A,-0.26921793469516686,197
denovo_pdb/9fw7_A,-0.33348164627363736,199
denovo_pdb/9fwa_A,-0.11190211345939934,202
denovo_pdb/9gvf_A,0.2322839039849208,211
denovo_pdb/9h10_A,0.0910001118101845,208
denovo_pdb/9h3c_A,-0.06562847608453837,212
denovo_pdb/9hag_A,0.21292691198617741,112
denovo_pdb/9hnh_A,0.10479474978630048,151
denovo_pdb/9jl8_A,0.1295060112169045,166
denovo_pdb/9jl9_A,-0.1096774193548387,165
denovo_pdb/9jla_A,0.09322505341923547,166
denovo_pdb/9jwq_A,-0.2015797097800175,286
denovo_pdb/9jwt_A,0.08743047830923248,292
denovo_pdb/9kgz_A,0.1875417130144605,125
denovo_pdb/9lm8_A,-0.3917686318131257,381
denovo_pdb/9lni_A,0.009121245828698554,212
denovo_pdb/9mxx_A,0.09611747751100172,149
denovo_pdb/9n0j_A,-0.09878740744186287,126
denovo_pdb/9qdp_A,-0.267215487247021,206
denovo_pdb/9qrf_A,-0.03225806451612903,202
denovo_pdb/9quc_A,-0.46785317018909905,171
denovo_pdb/9qud_A,-0.12815663668133562,170
denovo_pdb/9qui_A,-0.010011123470522802,170
denovo_pdb/9qul_A,-0.07831794463859398,169
denovo_pdb/9quo_A,-0.3815774859522406,170
denovo_pdb/9r00_A,-0.012904661332495602,129
denovo_pdb/9r0z_A,-0.00957150955102477,100
denovo_pdb/9r17_A,-0.17643786959774158,105
denovo_pdb/9r1j_A,-0.02736373748609566,132
denovo_pdb/9r1l_A,-0.015129602941546565,133
denovo_pdb/9r1m_A,0.06275033533190218,129
denovo_pdb/9r1n_A,-0.001557285873192436,132
denovo_pdb/9r2k_A,-0.48209121245828696,177
denovo_pdb/9r7f_A,-0.19421579532814237,202
denovo_pdb/9raa_A,0.21201334816462733,208
denovo_pdb/9raq_A,0.10790966803897184,208
denovo_pdb/9rar_A,0.10878754171301447,208
denovo_pdb/9rb0_A,-0.05139043381535039,208
denovo_pdb/9rbe_A,0.04850372707731105,208
denovo_pdb/9tas_A,-0.02469410456062291,126
denovo_pdb/9tau_A,-0.4295884315906563,120
denovo_pdb/9vp8_A,-0.2681352981380926,129
denovo_pdb/9vvn_A,-0.027589275952231974,167
denovo_pdb/9xzo_A,0.07297808477687166,120
foldbench100/7qp5_A,0.24449388209121245,245
foldbench100/7qsj_A,0.16929922135706338,373
foldbench100/7tjb_A,-0.30240321175906043,227
foldbench100/7tlh_A,0.033592880978865404,136
foldbench100/7uba_A,-0.36952169076751945,213
foldbench100/7uk8_A,0.10255839822024472,394
foldbench100/7ur2_A,-0.06651835372636263,195
foldbench100/7urp_A,-0.26298809818982416,160
foldbench100/7uvg_A,0.4091667619044726,183
foldbench100/7uww_A,0.27875417130144603,635
foldbench100/7v3o_A,0.16395995550611792,328
foldbench100/7w15_A,0.41490545050055616,302
foldbench100/7wz5_A,0.18386202067782462,161
foldbench100/7wzm_A,0.1621802002224694,492
foldbench100/7x3h_A,0.10656284760845385,290
foldbench100/7x4p_A,0.059844271412680755,307
foldbench100/7xcd_A,0.04293659621802002,178
foldbench100/7xg9_A,0.15194660734149054,288
foldbench100/7xjr_A,0.2867630700778643,337
foldbench100/7xlz_A,-0.13058954393770855,266
foldbench100/7xq4_A,0.20088987764182425,514
foldbench100/7xrx_A,0.08921023359288098,398
foldbench100/7xz3_A,0.05050055617352613,325
foldbench100/7y3h_A,0.17775305895439378,413
foldbench100/7y4h_A,-0.07185761957730812,338
foldbench100/7y54_A,-0.08344459485625288,100
foldbench100/7y5j_A,0.20961282227890723,102
foldbench100/7y5m_A,-0.1688730681269683,170
foldbench100/7y5r_A,-0.07475803806411245,105
foldbench100/7y8h_A,-0.04962171907451838,100
foldbench100/7yd4_A,-0.05784848183532511,185
foldbench100/7ykm_A,0.10212481985543932,105
foldbench100/7ylr_A,-0.06295884315906564,330
foldbench100/7yug_A,-0.1102826646500602,118
foldbench100/7yyg_A,-0.01757508342602892,365
foldbench100/7z65_A,-0.1385984427141268,283
foldbench100/7znz_A,-0.23025583982202447,761
foldbench100/7zoi_A,-0.26941045606229147,151
foldbench100/7zs2_A,0.0024471635150166847,316
foldbench100/7zu3_A,0.29346979823382235,132
foldbench100/7zv1_A,0.2505284251791387,136
foldbench100/8add_A,-0.03493158326210016,213
foldbench100/8ah9_A,0.13772388560025478,120
foldbench100/8ak2_A,-0.18131256952169075,297
foldbench100/8akh_A,0.2600667408231368,374
foldbench100/8amo_A,0.5510567296996662,399
foldbench100/8arl_A,-0.20815371509039604,246
foldbench100/8au6_A,-0.11857619577308119,321
foldbench100/8axj_A,0.030707610907101064,162
foldbench100/8azb_A,0.2040044493882091,521
foldbench100/8b2e_A,0.21067853170189096,143
foldbench100/8b4u_A,-0.36151279199110126,277
foldbench100/8b61_A,0.28142380422691876,238
foldbench100/8b6a_A,0.009566184649610678,214
foldbench100/8baq_A,0.22358175750834258,208
foldbench100/8bau_A,0.05295361029541298,189
foldbench100/8bfy_A,0.2186874304783092,426
foldbench100/8bgb_A,0.16086327833438482,131
foldbench100/8bke_A,0.26273637374860953,638
foldbench100/8bsb_A,-0.058064516129032254,177
foldbench100/8bux_A,0.08120133481646273,334
foldbench100/8c4d_A,0.046496106785317015,330
foldbench100/8c4y_A,0.19154616240266964,314
foldbench100/8cba_A,0.07231060229415638,214
foldbench100/8ci9_A,-0.12861593553843778,312
foldbench100/8cih_A,0.030036711722188036,214
foldbench100/8cpk_A,0.2289210233592881,384
foldbench100/8d2z_A,-0.17908787541713014,327
foldbench100/8daj_A,0.12258064516129033,302
foldbench100/8dez_A,-0.09588431590656285,173
foldbench100/8dge_A,-0.13058954393770855,738
foldbench100/8dhj_A,0.1604004449388209,249
foldbench100/8dmu_A,-0.20667408231368187,489
foldbench100/8dp9_A,-0.1114571746384872,148
foldbench100/8dqd_A,0.08164627363737487,377
foldbench100/8dx0_A,-0.327992887514978,154
foldbench100/8e0r_A,-0.11635150166852058,468
foldbench100/8e5h_A,-0.02736373748609566,372
foldbench100/8gmy_A,-0.2578420467185762,236
foldbench100/8q8i_A,0.038042269187986644,282
foldbench100/8ycm_A,0.2631813125695217,229
