record_id,dataset,L,arm,n_chain_breaks,has_chain_break,max_degree,mean_degree,n_contacts,n_triangle_violations,n_scored_pairs,max_implied_diameter,contact_excess,unsat_frac,noncontact_violation,bond_err,rg,contact_excess_per_contact
denovo_pdb/8d05_A,denovo_pdb,60,random_0,0,False,5.0,1.6,48.0,0.0,1437.0,41.26675680458264,0.009064674377441406,0.0,0.01755380630493164,0.00018642716167960316,9.13332462310791,0.00018884738286336264
denovo_pdb/8d05_A,denovo_pdb,60,random_1,0,False,4.0,1.6,48.0,0.0,1437.0,45.075456057608534,0.0006399154663085938,0.0,0.0017008781433105469,3.0069028071011417e-05,9.326526641845703,1.333157221476237e-05
denovo_pdb/8d05_A,denovo_pdb,60,random_2,0,False,6.0,1.6,48.0,0.0,1437.0,41.26675680458264,0.0005750656127929688,0.0,0.0013418197631835938,1.7901598766911775e-05,9.41202163696289,1.1980533599853516e-05
denovo_pdb/8d05_A,denovo_pdb,60,decoy,0,False,3.0,0.36666666666666664,11.0,0.0,1474.0,125.0581403711523,0.0,0.0,1.430511474609375e-06,1.0910680714459886e-07,10.087372779846191,0.0
denovo_pdb/7kuw_A,denovo_pdb,62,gt,0,False,3.0,0.41935483870967744,13.0,0.0,1583.0,125.0581403711523,0.0,0.0,0.0,9.380402588021752e-08,10.40090274810791,0.0
denovo_pdb/7kuw_A,denovo_pdb,62,random_0,0,False,3.0,0.41935483870967744,13.0,0.0,1583.0,79.35374933484158,0.0,0.0,9.5367431640625e-07,6.253601725347835e-08,9.830368995666504,0.0
denovo_pdb/7kuw_A,denovo_pdb,62,random_1,0,False,3.0,0.41935483870967744,13.0,0.0,1583.0,86.34221286219118,0.0,0.0,4.76837158203125e-07,3.1268008626739174e-08,10.379097938537598,0.0
denovo_pdb/7kuw_A,denovo_pdb,62,random_2,0,False,2.0,0.41935483870967744,13.0,0.0,1583.0,68.55658655446608,0.0,0.0,3.337860107421875e-06,1.9933355588364066e-07,9.772716522216797,0.0
denovo_pdb/7kuw_A,denovo_pdb,62,decoy,0,False,4.0,0.41935483870967744,13.0,0.0,1583.0,151.71903514233364,0.0,0.0,1.9073486328125e-06,1.32889041992712e-07,10.338687896728516,0.0
cameo_hard/8raj_A,cameo_hard,62,gt,0,False,4.0,0.41935483870967744,13.0,0.0,1583.0,151.71903514233364,0.0,0.0,0.0,7.03530176338063e-08,10.014898300170898,0.0
cameo_hard/8raj_A,cameo_hard,62,random_0,0,False,2.0,0.41935483870967744,13.0,0.0,1583.0,77.13493221897754,0.0,0.0,2.384185791015625e-06,1.0552953000342313e-07,9.918200492858887,0.0
cameo_hard/8raj_A,cameo_hard,62,random_1,0,False,2.0,0.41935483870967744,13.0,0.0,1583.0,75.54505008181569,0.0,0.0,4.76837158203125e-07,1.0552953000342313e-07,10.431098937988281,0.0
cameo_hard/8raj_A,cameo_hard,62,random_2,0,False,2.0,0.41935483870967744,13.0,0.0,1583.0,75.54505008181569,0.0,0.0,4.76837158203125e-07,1.0552953000342313e-07,9.760303497314453,0.0
cameo_hard/8raj_A,cameo_hard,62,decoy,0,False,2.0,0.41935483870967744,13.0,0.0,1583.0,73.95516794465382,0.0,0.0,8.58306884765625e-06,2.8922909223183524e-07,9.988727569580078,0.0
denovo_pdb/2p05_A,denovo_pdb,63,gt,0,False,8.0,1.746031746031746,55.0,0.0,1598.0,62.529070185576145,0.0,0.0,3.814697265625e-06,1.7304573418641667e-07,9.708146095275879,0.0
denovo_pdb/2p05_A,denovo_pdb,63,random_0,0,False,6.0,1.746031746031746,55.0,0.0,1598.0,43.48557392044668,0.0027971267700195312,0.0,0.005176067352294922,4.569176599034108e-05,9.144171714782715,5.085685036399148e-05
denovo_pdb/2p05_A,denovo_pdb,63,random_1,0,False,5.0,1.746031746031746,55.0,0.0,1598.0,45.075456057608534,1.5284290313720703,0.0,3.888988971710205,0.025595329701900482,9.44310474395752,0.02778961875221946
denovo_pdb/2p05_A,denovo_pdb,63,random_2,0,False,5.0,1.746031746031746,55.0,0.0,1598.0,39.67687466742079,0.2886676788330078,0.0,0.4373455047607422,0.006505431607365608,9.087127685546875,0.0052485032515092326
denovo_pdb/2p05_A,denovo_pdb,63,decoy,0,False,6.0,1.746031746031746,55.0,0.0,1598.0,52.692854563660326,0.0,0.0,4.76837158203125e-07,5.3836451741062774e-08,10.068918228149414,0.0
denovo_pdb/7ur7_A,denovo_pdb,63,gt,0,False,6.0,1.9047619047619047,60.0,0.0,1593.0,52.692854563660326,1.9073486328125e-06,0.0,9.5367431640625e-07,1.3074566140858224e-07,9.669129371643066,3.178914388020833e-08
denovo_pdb/7ur7_A,denovo_pdb,63,random_0,0,False,7.0,1.9047619047619047,60.0,0.0,1593.0,41.26675680458264,0.00018215179443359375,0.0,0.00030231475830078125,3.891606411343673e-06,9.29702377319336,3.0358632405598956e-06
denovo_pdb/7ur7_A,denovo_pdb,63,random_1,0,False,5.0,1.9047619047619047,60.0,0.0,1593.0,41.26675680458264,0.03357982635498047,0.0,0.0651850700378418,0.0007278919219970703,9.143387794494629,0.0005596637725830078
denovo_pdb/7ur7_A,denovo_pdb,63,random_2,0,False,6.0,1.9047619047619047,60.0,0.0,1593.0,39.67687466742079,0.9924955368041992,0.0,2.539431571960449,0.03119940496981144,9.342949867248535,0.016541592280069985
denovo_pdb/7ur7_A,denovo_pdb,63,decoy,0,False,4.0,1.3015873015873016,41.0,0.0,1612.0,75.54505008181569,7.62939453125e-05,0.0,0.00017690658569335938,2.8494864636741113e-06,9.565370559692383,1.8608279344512195e-06
denovo_pdb/9lns_A,denovo_pdb,64,gt,0,False,4.0,1.28125,41.0,0.0,1670.0,75.54505008181569,0.0,0.0,1.430511474609375e-06,9.082613416921959e-08,9.659411430358887,0.0
denovo_pdb/9lns_A,denovo_pdb,64,random_0,0,False,4.0,1.28125,41.0,0.0,1670.0,54.91167167952436,7.62939453125e-06,0.0,1.9550323486328125e-05,4.162864399859245e-07,9.420097351074219,1.8608279344512196e-07
denovo_pdb/9lns_A,denovo_pdb,64,random_1,0,False,4.0,1.28125,41.0,0.0,1670.0,50.474037447796285,1.9073486328125e-06,0.0,4.76837158203125e-06,1.8165226833843917e-07,9.661364555358887,4.652069836128049e-08
denovo_pdb/9lns_A,denovo_pdb,64,random_2,0,False,4.0,1.28125,41.0,0.0,1670.0,52.692854563660326,9.5367431640625e-07,0.0,2.86102294921875e-06,2.0814321999296226e-07,9.9495267868042,2.3260349180640245e-08
denovo_pdb/9lns_A,denovo_pdb,64,decoy,0,False,8.0,1.28125,41.0,0.0,1670.0,77.13493221897754,0.0,0.0,3.814697265625e-06,1.7029898913278885e-07,10.06230354309082,0.0
foldbench100/7xi5_A,foldbench100,65,gt,0,False,8.0,1.2923076923076924,42.0,0.0,1728.0,80.94363147200343,9.5367431640625e-07,0.0,2.86102294921875e-06,1.601874828338623e-07,10.171869277954102,2.270653134300595e-08
foldbench100/7xi5_A,foldbench100,65,random_0,0,False,4.0,1.2923076923076924,42.0,0.0,1728.0,48.884155310634426,0.0,0.0,3.814697265625e-06,1.825392246246338e-07,9.619179725646973,0.0
foldbench100/7xi5_A,foldbench100,65,random_1,0,False,3.0,1.2923076923076924,42.0,0.0,1728.0,45.075456057608534,0.000335693359375,0.0,0.0005979537963867188,5.446374416351318e-06,9.461028099060059,7.992699032738096e-06
foldbench100/7xi5_A,foldbench100,65,random_2,0,False,5.0,1.2923076923076924,42.0,0.0,1728.0,45.07545605760854,8.58306884765625e-06,0.0,1.5735626220703125e-05,3.3527612686157227e-07,9.805876731872559,2.0435878208705356e-07
foldbench100/7xi5_A,foldbench100,65,decoy,0,False,6.0,1.2923076923076924,42.0,0.0,1728.0,58.09143595384807,3.814697265625e-06,0.0,1.5735626220703125e-05,3.2782554626464844e-07,10.163586616516113,9.08261253720238e-08
denovo_pdb/8d03_A,denovo_pdb,65,gt,0,False,6.0,1.353846153846154,44.0,0.0,1726.0,58.09143595384807,9.5367431640625e-07,0.0,2.86102294921875e-06,1.7508864402770996e-07,9.999670028686523,2.1674416281960228e-08
denovo_pdb/8d03_A,denovo_pdb,65,random_0,0,False,5.0,1.353846153846154,44.0,0.0,1726.0,52.69285456366032,1.049041748046875e-05,0.0,1.33514404296875e-05,3.166496753692627e-07,9.213404655456543,2.384185791015625e-07
denovo_pdb/8d03_A,denovo_pdb,65,random_1,0,False,4.0,1.353846153846154,44.0,0.0,1726.0,48.884155310634426,1.9073486328125e-06,0.0,1.430511474609375e-06,1.1175870895385742e-07,9.494088172912598,4.3348832563920456e-08
denovo_pdb/8d03_A,denovo_pdb,65,random_2,0,False,4.0,1.353846153846154,44.0,0.0,1726.0,47.294273173472575,0.013239860534667969,0.0,0.028844356536865234,0.0003310665488243103,9.604646682739258,0.0003009059212424538
denovo_pdb/8d03_A,denovo_pdb,65,decoy,0,False,9.0,1.2923076923076924,42.0,0.0,1728.0,98.39724559997103,0.0,0.0,3.814697265625e-06,1.7881393432617188e-07,10.371103286743164,0.0
foldbench100/8b6e_A,foldbench100,66,gt,0,False,9.0,1.3333333333333333,44.0,0.0,1786.0,98.39724559997103,0.0,0.0,9.059906005859375e-06,2.1641071157318947e-07,10.361859321594238,0.0
foldbench100/8b6e_A,foldbench100,66,random_0,0,False,4.0,1.3333333333333333,44.0,0.0,1786.0,47.294273173472575,0.43008899688720703,0.0,0.8836216926574707,0.007750166580080986,9.458955764770508,0.009774749929254705
foldbench100/8b6e_A,foldbench100,66,random_1,0,False,4.0,1.3333333333333333,44.0,0.0,1786.0,48.884155310634426,2.86102294921875e-06,0.0,4.291534423828125e-06,1.577230648308614e-07,9.568151473999023,6.502324884588068e-08
foldbench100/8b6e_A,foldbench100,66,random_2,0,False,5.0,1.3333333333333333,44.0,0.0,1786.0,48.88415531063443,2.044811248779297,0.0,6.869859218597412,0.06824757158756256,9.960190773010254,0.0464729829268022
foldbench100/8b6e_A,foldbench100,66,decoy,0,False,6.0,1.3333333333333333,44.0,0.0,1786.0,67.9276515757639,9.5367431640625e-07,0.0,4.76837158203125e-06,1.7239497651644342e-07,10.542190551757812,2.1674416281960228e-08
denovo_pdb/1uw1_A,denovo_pdb,67,gt,0,False,9.0,1.671641791044776,56.0,0.0,1835.0,67.9276515757639,2.86102294921875e-06,0.0,1.0967254638671875e-05,3.323410737721133e-07,10.549773216247559,5.108969552176339e-08
denovo_pdb/1uw1_A,denovo_pdb,67,random_0,0,False,6.0,1.671641791044776,56.0,0.0,1835.0,43.48557392044668,0.02487659454345703,0.0,0.060217857360839844,0.0005484060966409743,9.677955627441406,0.0004442249025617327
denovo_pdb/1uw1_A,denovo_pdb,67,random_1,0,False,5.0,1.671641791044776,56.0,0.0,1835.0,47.294273173472575,0.03474903106689453,0.0,0.056285858154296875,0.0004177129885647446,9.339787483215332,0.000620518411908831
denovo_pdb/1uw1_A,denovo_pdb,67,random_2,0,False,7.0,1.671641791044776,56.0,0.0,1835.0,43.48557392044668,3.331244468688965,0.0,10.653564453125,0.12568853795528412,9.496968269348145,0.0594865083694458
denovo_pdb/1uw1_A,denovo_pdb,67,decoy,0,False,7.0,1.5522388059701493,52.0,0.0,1839.0,62.529070185576145,1.9073486328125e-06,0.0,4.291534423828125e-06,2.239689820271451e-07,10.022249221801758,3.6679781400240387e-08
denovo_pdb/2avp_A,denovo_pdb,68,gt,0,False,7.0,1.5294117647058822,52.0,0.0,1901.0,65.70883445989986,1.0136165618896484,0.0,2.467843532562256,0.02091849409043789,9.791646957397461,0.019492626190185547
denovo_pdb/2avp_A,denovo_pdb,68,random_0,0,False,5.0,1.5294117647058822,52.0,0.0,1901.0,48.884155310634426,4.76837158203125e-06,0.0,1.1920928955078125e-05,1.8148278968510567e-07,9.810818672180176,9.169945350060097e-08
denovo_pdb/2avp_A,denovo_pdb,68,random_1,0,False,5.0,1.5294117647058822,52.0,0.0,1901.0,48.88415531063443,0.0,0.0,9.059906005859375e-06,2.846788902388653e-07,9.596522331237793,0.0
denovo_pdb/2avp_A,denovo_pdb,68,random_2,0,False,5.0,1.5294117647058822,52.0,0.0,1901.0,52.69285456366032,1.9073486328125e-06,0.0,3.814697265625e-06,1.9571673703921988e-07,9.648050308227539,3.6679781400240387e-08
denovo_pdb/2avp_A,denovo_pdb,68,decoy,0,False,5.0,1.5294117647058822,52.0,0.0,1901.0,60.31025306971211,2.86102294921875e-06,0.0,1.2874603271484375e-05,2.953543400963099e-07,10.281913757324219,5.501967210036058e-08
denovo_pdb/6mrr_A,denovo_pdb,68,gt,0,False,6.0,1.588235294117647,54.0,0.0,1899.0,60.31025306971211,0.0002040863037109375,0.0,0.0002961158752441406,3.686591753648827e-06,9.697001457214355,3.7793759946469906e-06
denovo_pdb/6mrr_A,denovo_pdb,68,random_0,0,False,5.0,1.588235294117647,54.0,0.0,1899.0,47.294273173472575,4.251553535461426,0.03703703731298447,14.893577575683594,0.17124821245670319,9.42635440826416,0.07873247287891529
denovo_pdb/6mrr_A,denovo_pdb,68,random_1,0,False,5.0,1.588235294117647,54.0,0.0,1899.0,52.692854563660326,0.07082653045654297,0.0,0.14296913146972656,0.001890460029244423,9.479778289794922,0.0013116024158619068
denovo_pdb/6mrr_A,denovo_pdb,68,random_2,0,False,6.0,1.588235294117647,54.0,0.0,1899.0,56.50155381668622,0.3781442642211914,0.0,1.0133748054504395,0.013194557279348373,9.935720443725586,0.007002671559651692
denovo_pdb/6mrr_A,denovo_pdb,68,decoy,0,False,6.0,1.588235294117647,54.0,0.0,1899.0,66.33776943860204,9.5367431640625e-07,0.0,2.384185791015625e-06,1.7080733982766105e-07,10.352683067321777,1.766063548900463e-08
denovo_pdb/9v4l_A,denovo_pdb,68,gt,0,False,6.0,1.7058823529411764,58.0,0.0,1895.0,66.33776943860204,0.0,0.0,6.198883056640625e-06,2.2774311503326317e-07,10.056093215942383,0.0
