record_id,selected,mean,oracle,worst
denovo_pdb/3v45_A,0.5658914728682171,0.6012700047592984,0.704,0.4390243902439024
denovo_pdb/3ww9_A,0.8663366336633663,0.8347906600044316,0.8872549019607843,0.7397260273972602
denovo_pdb/3wwa_A,0.795,0.8215440096804894,0.8676470588235294,0.7142857142857143
denovo_pdb/4a29_A,0.4395604395604395,0.526750639376879,0.588477366255144,0.4395604395604395
denovo_pdb/4db6_A,0.8,0.7636761772101127,0.8106508875739645,0.7272727272727273
denovo_pdb/4dui_A,0.8981481481481481,0.8844314055256984,0.93,0.8017241379310345
denovo_pdb/4etj_A,0.59375,0.6227980059091305,0.7142857142857143,0.5390625
denovo_pdb/4gvw_A,0.6153846153846154,0.6184513557362125,0.7134831460674157,0.4885057471264368
denovo_pdb/4hxt_A,0.8225806451612904,0.8127423973474681,0.8497109826589595,0.7708333333333334
denovo_pdb/4j8y_A,0.8584905660377359,0.8808893165484286,0.9411764705882352,0.8290598290598291
denovo_pdb/4lny_A,0.4192139737991266,0.5141938398078755,0.6437768240343348,0.404
denovo_pdb/4ndj_A,0.2058823529411764,0.10470762030807323,0.2058823529411764,0.0496688741721854
denovo_pdb/4nez_A,0.4538461538461538,0.4139991182712845,0.5460992907801419,0.2087912087912088
denovo_pdb/4oxw_A,0.8,0.7673034204336621,0.83,0.6052631578947368
denovo_pdb/4pjr_A,0.7364341085271318,0.7431482512880333,0.7933884297520661,0.696
denovo_pdb/4pjs_A,0.6639344262295082,0.6749413175177724,0.7217391304347827,0.624113475177305
denovo_pdb/4pq8_A,0.8442622950819673,0.8173006039959521,0.8652173913043478,0.765625
denovo_pdb/4psj_A,0.7480314960629921,0.7405701068885685,0.7869565217391304,0.6920152091254753
denovo_pdb/4r5c_A,0.8459119496855346,0.8340086758486396,0.87,0.8006329113924051
denovo_pdb/4r6f_A,0.7699386503067485,0.7574422328281804,0.804416403785489,0.7159763313609467
denovo_pdb/4u3h_A,0.7866666666666666,0.7889171699568889,0.8529411764705882,0.7402597402597403
denovo_pdb/4uos_A,0.4754098360655737,0.47145445316569407,0.7619047619047619,0.0413793103448275
denovo_pdb/4yxx_A,0.5257142857142857,0.4835491161237045,0.5754189944134078,0.4010695187165775
denovo_pdb/4yxz_A,0.0284552845528455,0.34257506055833625,0.5161290322580645,0.0284552845528455
denovo_pdb/5cwb_A,0.3149171270718232,0.4958659560065789,0.7244897959183674,0.1951219512195122
denovo_pdb/5cwc_A,0.3529411764705882,0.38457741569417153,0.6347305389221557,0.0461538461538461
denovo_pdb/5cwd_A,0.5298507462686567,0.37878095264292266,0.5416666666666666,0.2016129032258064
denovo_pdb/5cwg_A,0.4486486486486487,0.38884224136087064,0.588957055214724,0.1046511627906976
denovo_pdb/5cwh_A,0.5416666666666666,0.6741051162001656,0.7863247863247863,0.46875
denovo_pdb/5cwi_A,0.4031007751937984,0.24979828407545046,0.6318681318681318,0.03
denovo_pdb/5cwj_A,0.7116564417177914,0.6899088083566892,0.8076923076923077,0.5379310344827586
denovo_pdb/5cwk_A,0.75,0.7174361843636817,0.8928571428571429,0.4724409448818897
denovo_pdb/5cwm_A,0.3641025641025641,0.4668143588079353,0.7380952380952381,0.06
denovo_pdb/5cwn_A,0.6129032258064516,0.6567433567439466,0.7960526315789473,0.3832335329341317
denovo_pdb/5cwp_A,0.2684210526315789,0.22233874501064924,0.5414012738853503,0.087719298245614
denovo_pdb/5cwq_A,0.6190476190476191,0.6761477786387159,0.8,0.3962264150943396
denovo_pdb/5d2w_A,0.5352112676056338,0.5983999563146564,0.6708860759493671,0.4325396825396825
denovo_pdb/5d2x_A,0.6300813008130082,0.6018514114944509,0.6956521739130435,0.4978540772532189
denovo_pdb/5d30_A,0.5102040816326531,0.5910179568568242,0.680952380952381,0.3964285714285714
denovo_pdb/5di5_A,0.7919463087248322,0.7935116551120328,0.9343065693430656,0.6853146853146853
denovo_pdb/5dra_A,0.8098159509202454,0.8430359620341061,0.8947368421052632,0.7797619047619048
denovo_pdb/5hrz_A,0.9166666666666666,0.9063530633342689,0.9433962264150944,0.868421052631579
denovo_pdb/5iep_A,0.797979797979798,0.7114026290968727,0.8118811881188119,0.5545454545454546
denovo_pdb/5l33_A,0.7272727272727273,0.742539576315878,0.8083333333333333,0.5511811023622047
denovo_pdb/5le4_A,0.8601694915254238,0.8471645251066445,0.8760683760683761,0.7950819672131147
denovo_pdb/5le9_A,0.8305084745762712,0.8326901114294006,0.8727272727272727,0.7935222672064778
denovo_pdb/5lea_A,0.8471615720524017,0.8439497001976105,0.8705357142857143,0.8041666666666667
denovo_pdb/5lw2_A,0.853448275862069,0.8585936150872193,0.9230769230769232,0.8166666666666667
denovo_pdb/5oos_A,0.8125,0.8761872677646682,0.9065420560747663,0.8125
denovo_pdb/5oou_A,0.8521739130434782,0.8561263977374105,0.9009009009009008,0.8103448275862069
denovo_pdb/5op3_A,0.8807339449541285,0.8506232486058606,0.8921568627450981,0.8070175438596491
denovo_pdb/5orm_A,0.6851851851851852,0.6889581605669595,0.724907063197026,0.6296296296296297
denovo_pdb/5trv_A,0.7017543859649122,0.6764263590127739,0.743801652892562,0.5952380952380952
denovo_pdb/5vjs_A,0.4379084967320261,0.3661563448787681,0.7391304347826086,0.0392156862745098
denovo_pdb/5vjt_A,0.2210526315789473,0.3025157210494781,0.782608695652174,0.0930232558139534
denovo_pdb/5vju_A,0.3943661971830985,0.24369258600527616,0.6233766233766234,0.0
denovo_pdb/5vnv_A,0.75,0.6546441651924211,0.7924528301886793,0.5615384615384615
denovo_pdb/5xg5_A,0.6979166666666666,0.7364514199463144,0.8011363636363636,0.6735751295336787
denovo_pdb/5ys7_A,0.415929203539823,0.4274022554953145,0.543778801843318,0.3049645390070922
denovo_pdb/6ais_O,0.2678571428571428,0.3105345466589604,0.5398773006134969,0.1287128712871287
denovo_pdb/6f0s_A,0.7659574468085106,0.7808446490117544,0.84688995215311,0.6761363636363636
denovo_pdb/6fpb_A,0.8899082568807339,0.8748761740706626,0.9252336448598132,0.8278688524590164
denovo_pdb/6g6m_A,0.7591036414565826,0.7616828375096532,0.8053097345132744,0.6502732240437158
denovo_pdb/6g6p_A,0.6676384839650146,0.6756879792027896,0.6987951807228916,0.6505681818181818
denovo_pdb/6i37_A,0.8217821782178217,0.7756062975685717,0.8284313725490197,0.6326530612244898
denovo_pdb/6i38_A,0.5833333333333334,0.7751745401918751,0.8260869565217391,0.5833333333333334
denovo_pdb/6i39_A,0.8019323671497585,0.7871431187194919,0.8497409326424871,0.7424242424242424
denovo_pdb/6i3a_A,0.8019323671497585,0.7570823284943556,0.8031088082901554,0.6391752577319587
denovo_pdb/6ics_O,0.2566844919786096,0.3468334033091437,0.5341614906832298,0.0962566844919786
denovo_pdb/6idc_A,0.3223684210526316,0.30388872494628105,0.5170068027210885,0.1658767772511848
denovo_pdb/6iei_A,0.3986928104575163,0.3173667714072331,0.4685714285714286,0.1673151750972762
denovo_pdb/6qsd_A,0.7925531914893617,0.8320037789100745,0.873015873015873,0.7411167512690355
denovo_pdb/6qse_A,0.7972350230414746,0.8045498765589402,0.8512820512820513,0.7554347826086957
denovo_pdb/6qsg_A,0.8018867924528302,0.8248250261153866,0.8629441624365483,0.7142857142857143
denovo_pdb/6rej_A,0.8361581920903954,0.8575749763439421,0.9132653061224488,0.8235294117647058
denovo_pdb/6rek_A,0.8387096774193549,0.8225686674639844,0.8768472906403941,0.6871794871794872
denovo_pdb/6rem_A,0.8208955223880597,0.8284410155980152,0.8773584905660378,0.745945945945946
denovo_pdb/6reo_A,0.7477064220183486,0.8075988610531677,0.8613861386138614,0.7150537634408602
denovo_pdb/6rlh_A,0.8263157894736842,0.8324237208282009,0.8846153846153846,0.7272727272727273
denovo_pdb/6rli_A,0.819047619047619,0.8141124704802885,0.864321608040201,0.7647058823529411
denovo_pdb/6sa6_A,0.7581120943952803,0.7605015177283064,0.810126582278481,0.673352435530086
denovo_pdb/6tjg_A,0.8584070796460177,0.8629348013656198,0.8871473354231975,0.8418230563002681
denovo_pdb/6w3w_A,0.6666666666666666,0.6650148957968453,0.7714285714285715,0.4594594594594595
denovo_pdb/6w90_A,0.5422535211267606,0.5965646841512615,0.7107438016528925,0.5263157894736842
denovo_pdb/6wvs_A,0.803921568627451,0.595551079097403,0.803921568627451,0.3270440251572327
denovo_pdb/6xi6_A,0.1436781609195402,0.23053867683798,0.3924731182795699,0.1149825783972125
denovo_pdb/6y7p_A,0.7665706051873199,0.7674579106349688,0.8023255813953488,0.698005698005698
denovo_pdb/7a8s_A,0.6502242152466368,0.5987648074414165,0.6756756756756757,0.4786729857819905
denovo_pdb/7awy_A,0.7341772151898734,0.7358353245951447,0.7667560321715817,0.7092391304347826
denovo_pdb/7awz_A,0.7176781002638523,0.7383317497336329,0.7787610619469026,0.7057220708446866
denovo_pdb/7bid_A,0.8793103448275862,0.870785014367414,0.9139344262295082,0.8295454545454546
denovo_pdb/7dmf_A,0.0818713450292397,0.2603574473772864,0.5061728395061729,0.0818713450292397
denovo_pdb/7f1h_A,0.3974358974358974,0.2668851996271089,0.4224137931034483,0.0985221674876847
denovo_pdb/7f1i_A,0.1853658536585365,0.26881817313869305,0.4220183486238532,0.08
denovo_pdb/7f1j_A,0.4253393665158371,0.284861482479495,0.4941634241245136,0.1513761467889908
denovo_pdb/7f1k_A,0.2081632653061224,0.2820538086371132,0.4103585657370518,0.0516431924882629
denovo_pdb/7f1l_A,0.1974248927038626,0.2593214684933793,0.4203539823008849,0.173728813559322
denovo_pdb/7hiy_A,0.6288659793814433,0.7682053725417783,0.896551724137931,0.6235294117647059
denovo_pdb/7hiz_A,0.7469879518072289,0.7342053118571078,0.8604651162790697,0.574468085106383
denovo_pdb/7hj0_A,0.7613636363636364,0.7671611309707874,0.8974358974358975,0.4210526315789473
denovo_pdb/7hj1_A,0.8414634146341463,0.7633561539144724,0.8804347826086957,0.5172413793103449
denovo_pdb/7hj2_A,0.7634408602150538,0.7415360193657331,0.8481012658227848,0.5111111111111111
denovo_pdb/7hj3_A,0.6938775510204082,0.7167547848771748,0.875,0.4222222222222222
denovo_pdb/7hj4_A,0.8048780487804879,0.7749556027247994,0.8823529411764706,0.5196078431372549
denovo_pdb/7hj5_A,0.7307692307692307,0.7533807956400558,0.8904109589041096,0.5316455696202531
denovo_pdb/7hj6_A,0.8656716417910447,0.7601562918079272,0.9272727272727272,0.4857142857142857
denovo_pdb/7hj7_A,0.8571428571428571,0.7406379536247009,0.8850574712643678,0.2808988764044944
denovo_pdb/7hj8_A,0.8243243243243243,0.7160903123185264,0.8409090909090909,0.5172413793103449
denovo_pdb/7hj9_A,0.6630434782608695,0.7507198083083817,0.8602150537634409,0.5119047619047619
denovo_pdb/7hja_A,0.8641975308641975,0.7425164111632027,0.8641975308641975,0.3917525773195876
denovo_pdb/7hjb_A,0.825,0.7616678737334975,0.9411764705882352,0.573170731707317
denovo_pdb/7hjc_A,0.8148148148148148,0.7610999743257507,0.8840579710144928,0.5180722891566265
denovo_pdb/7hjd_A,0.6875,0.7408114334304412,0.8589743589743589,0.6086956521739131
denovo_pdb/7hje_A,0.8045977011494253,0.763902087220791,0.8850574712643678,0.3829787234042553
denovo_pdb/7hjf_A,0.8072289156626506,0.7267207042248155,0.8627450980392157,0.1649484536082474
denovo_pdb/7hjg_A,0.8,0.8064357626243791,0.9294117647058824,0.391304347826087
denovo_pdb/7hjh_A,0.7894736842105263,0.7798168498191266,0.8928571428571429,0.53125
denovo_pdb/7hji_A,0.5454545454545454,0.7390166045936891,0.8656716417910447,0.3333333333333333
denovo_pdb/7hjj_A,0.7682926829268293,0.753424699460089,0.8888888888888888,0.3766233766233766
denovo_pdb/7hjk_A,0.8131868131868132,0.7577572259733668,0.8974358974358975,0.1481481481481481
denovo_pdb/7hjl_A,0.78125,0.729318134500848,0.8695652173913043,0.5242718446601942
denovo_pdb/7hjm_A,0.9423076923076924,0.76241176876395,0.9433962264150944,0.4897959183673469
denovo_pdb/7hjn_A,0.7012987012987013,0.7635837649510709,0.8591549295774648,0.5306122448979592
denovo_pdb/7hjo_A,0.8409090909090909,0.73980772713461,0.8918918918918919,0.3
denovo_pdb/7hjp_A,0.7142857142857143,0.7586848656089372,0.8717948717948718,0.4946236559139785
denovo_pdb/7hjq_A,0.8,0.7604530396761926,0.875,0.5934065934065934
denovo_pdb/7hjr_A,0.7252747252747253,0.7295133248227963,0.8888888888888888,0.2962962962962963
denovo_pdb/7hjs_A,0.7951807228915663,0.7451493621323294,0.8676470588235294,0.5555555555555556
denovo_pdb/7hjt_A,0.8625,0.7454938217469478,0.8831168831168831,0.3956043956043956
denovo_pdb/7hju_A,0.8555555555555555,0.7617295059195855,0.9090909090909092,0.4
denovo_pdb/7hjv_A,0.8229166666666666,0.7396045801916475,0.8539325842696629,0.4621848739495798
denovo_pdb/7hjw_A,0.9054054054054054,0.7934528467252352,0.9054054054054054,0.5913978494623656
denovo_pdb/7hjx_A,0.8152173913043478,0.7253804103603355,0.8690476190476191,0.3775510204081632
denovo_pdb/7hjy_A,0.8625,0.7629554612619097,0.8888888888888888,0.5483870967741935
denovo_pdb/7hjz_A,0.896551724137931,0.7737244983466779,0.9615384615384616,0.4246575342465753
denovo_pdb/7hk0_A,0.8695652173913043,0.8169861250138193,0.9186046511627908,0.6161616161616161
denovo_pdb/7hk1_A,0.7682926829268293,0.7849241383971088,0.8985507246376812,0.5727272727272728
denovo_pdb/7hk2_A,0.7662337662337663,0.7587573819587061,0.9264705882352942,0.4677419354838709
denovo_pdb/7hk3_A,0.8554216867469879,0.7345442010087838,0.8596491228070176,0.5487804878048781
denovo_pdb/7hk4_A,0.8260869565217391,0.7169103280392181,0.8791208791208791,0.2261904761904762
denovo_pdb/7jrq_A,0.5588235294117647,0.6399401085569184,0.7380952380952381,0.45
denovo_pdb/7mcc_A,0.3793103448275862,0.4000014035167192,0.6624203821656051,0.2267441860465116
denovo_pdb/7ocm_A,0.7409638554216867,0.7312633430449793,0.7931034482758621,0.6593406593406593
denovo_pdb/7p12_A,0.78125,0.6003914202798392,0.7897435897435897,0.3070175438596491
denovo_pdb/7qnl_AAA,0.934640522875817,0.9097796230237492,0.9430379746835444,0.8719512195121951
denovo_pdb/7rmx_A,0.3088235294117647,0.3406391390163704,0.626984126984127,0.0780487804878048
denovo_pdb/7smj_A,0.3333333333333333,0.3962682508879266,0.5892857142857143,0.2753623188405797
denovo_pdb/7sq3_A,0.1058823529411764,0.09701594964289886,0.1666666666666666,0.0413223140495867
denovo_pdb/7tal_A,0.8617886178861789,0.8681909964306949,0.9212598425196852,0.8344827586206897
denovo_pdb/7udo_A,0.2727272727272727,0.4340300144435751,0.6617647058823529,0.1614906832298136
denovo_pdb/7uek_A,0.4962406015037593,0.5653002849520514,0.7658730158730159,0.4338235294117647
denovo_pdb/7vql_A,0.7849462365591398,0.7402182103464725,0.7956989247311828,0.6568627450980392
denovo_pdb/7vqv_A,0.801980198019802,0.7720874017653485,0.8369565217391305,0.6538461538461539
denovo_pdb/7vu4_A,0.8058252427184466,0.7644942618619269,0.8645833333333334,0.6788990825688074
denovo_pdb/8ah9_A,0.7433628318584071,0.8239960263901035,0.9026548672566372,0.6666666666666666
denovo_pdb/8bl3_A,0.7466666666666667,0.6611992558061374,0.7770700636942676,0.4971098265895953
denovo_pdb/8bl9_A,0.7070707070707071,0.6584789907031287,0.7938144329896907,0.5444444444444444
denovo_pdb/8bu0_A,0.928,0.936018061047351,0.957983193277311,0.91869918699187
denovo_pdb/8ch0_A,0.935483870967742,0.9281773374140787,0.950413223140496,0.890625
denovo_pdb/8chy_A,0.9418604651162792,0.9197417518262169,0.9431818181818182,0.849624060150376
denovo_pdb/8cig_A,0.9344262295081968,0.9327773276962253,0.9745762711864406,0.905511811023622
denovo_pdb/8ckr_A,0.9274193548387096,0.9519531953416236,0.9831932773109244,0.9274193548387096
denovo_pdb/8cmq_A,0.925,0.9181977021493085,0.9421487603305784,0.8854961832061069
denovo_pdb/8cqq_A,0.8981818181818182,0.9118718948628695,0.937984496124031,0.8848920863309353
denovo_pdb/8cux_B,0.108695652173913,0.16528296105084098,0.4318181818181818,0.0158730158730158
denovo_pdb/8d9o_A,0.490566037735849,0.30918584355060147,0.7425149700598802,0.0769230769230769
denovo_pdb/8d9p_A,0.4883720930232558,0.25458683150208866,0.6530612244897959,0.0198675496688741
denovo_pdb/8eov_A,0.6838235294117647,0.408459378575159,0.6901408450704225,0.0944881889763779
denovo_pdb/8eoz_B,0.0495867768595041,0.05782655119332133,0.1259259259259259,0.0275590551181102
denovo_pdb/8fjf_A,0.75,0.529492407490996,0.75,0.375
denovo_pdb/8fjg_A,0.6071428571428571,0.6181092635336364,0.8043478260869565,0.3047619047619048
denovo_pdb/8g9j_A,0.4414414414414414,0.48986119857059823,0.6973684210526315,0.141025641025641
denovo_pdb/8j1w_A,0.1521739130434782,0.08486426892661227,0.1933333333333333,0.02
denovo_pdb/8j1x_A,0.0638297872340425,0.09345520784101789,0.1981132075471698,0.0306748466257668
denovo_pdb/8j98_A,0.1088435374149659,0.09718587597609599,0.2650602409638554,0.0252100840336134
denovo_pdb/8ju8_A,0.62,0.5722442466028069,0.6741573033707865,0.3853211009174312
denovo_pdb/8k7o_A,0.592391304347826,0.5646711783366475,0.6421052631578947,0.4761904761904761
denovo_pdb/8k7z_A,0.1690140845070422,0.11045119226075244,0.217391304347826,0.0267857142857142
denovo_pdb/8k8f_A,0.2954545454545454,0.3750465495432571,0.5392156862745098,0.1969696969696969
denovo_pdb/8k8g_A,0.1333333333333333,0.1400280705368973,0.313953488372093,0.072
denovo_pdb/8k8i_A,0.3529411764705882,0.2963501749916794,0.4,0.2
denovo_pdb/8ka7_A,0.0895522388059701,0.23159896018378437,0.4693877551020408,0.0769230769230769
denovo_pdb/8kc0_A,0.3076923076923077,0.3267847945869641,0.6238532110091743,0.1351351351351351
denovo_pdb/8kc4_A,0.4576271186440678,0.3852667668068955,0.6220472440944882,0.1048387096774193
denovo_pdb/8kc8_A,0.4972375690607735,0.5610436006412947,0.6901408450704225,0.430939226519337
denovo_pdb/8kcj_A,0.423728813559322,0.36419367151169557,0.5403225806451613,0.1944444444444444
denovo_pdb/8kdq_A,0.621301775147929,0.5569711540334042,0.6338797814207651,0.4464285714285714
denovo_pdb/8oys_A,0.5407407407407407,0.5713772447635088,0.6614173228346457,0.4782608695652174
denovo_pdb/8oyw_A,0.1794871794871795,0.16702493151500092,0.2884615384615384,0.0337078651685393
denovo_pdb/8pf0_A,0.5973154362416108,0.6237408407439441,0.6938775510204082,0.5897435897435898
denovo_pdb/8q52_A,0.676595744680851,0.6252825487463072,0.676595744680851,0.5538461538461539
denovo_pdb/8qkd_A,0.1100478468899521,0.179734120485486,0.4121212121212121,0.0466321243523316
denovo_pdb/8qzn_A,0.7620817843866171,0.7938508860691046,0.85,0.7304964539007093
denovo_pdb/8r8o_A,0.5210727969348659,0.3905832650212984,0.6822742474916388,0.1551724137931034
denovo_pdb/8sjf_A,0.3709677419354839,0.4525373260443569,0.6933333333333334,0.2203389830508474
denovo_pdb/8tnm_A,0.5490196078431373,0.2206189216506231,0.5490196078431373,0.0864197530864197
denovo_pdb/8vc8_A,0.2635658914728682,0.12105690560129255,0.2635658914728682,0.0421686746987951
denovo_pdb/8vei_A,0.4489795918367347,0.24538456080717289,0.4489795918367347,0.0825688073394495
denovo_pdb/8vez_A,0.7777777777777778,0.7458781353171671,0.8297872340425532,0.638095238095238
denovo_pdb/8w97_A,0.3793103448275862,0.26728685210195496,0.4390243902439024,0.1322314049586777
denovo_pdb/8xyr_A,0.5786516853932584,0.5436349198211742,0.6318681318681318,0.4444444444444444
denovo_pdb/8xyu_A,0.5333333333333333,0.5578823334588869,0.6684491978609626,0.441025641025641
denovo_pdb/8xyw_A,0.7884615384615384,0.7606142960635671,0.7941176470588235,0.7184466019417476
denovo_pdb/8y33_A,0.0786516853932584,0.10183353487327662,0.2690058479532163,0.031055900621118
denovo_pdb/9bk7_A,0.6052631578947368,0.4544102702545764,0.6744186046511628,0.2280701754385964
denovo_pdb/9cte_A,0.6091954022988506,0.6091316845379764,0.7209302325581395,0.4835164835164835
denovo_pdb/9d01_A,0.1888111888111888,0.12137667122551409,0.3,0.0153061224489795
denovo_pdb/9db8_A,0.5344827586206896,0.4927133178730905,0.6388888888888888,0.238095238095238
denovo_pdb/9db9_A,0.5362318840579711,0.4873292448638572,0.6582278481012658,0.2884615384615384
denovo_pdb/9dba_A,0.5,0.4688170998768561,0.631578947368421,0.1343283582089552
denovo_pdb/9dbb_A,0.5616438356164384,0.4801951320232648,0.65625,0.2419354838709677
denovo_pdb/9dbc_A,0.5294117647058824,0.45177650839171163,0.6470588235294118,0.1842105263157894
denovo_pdb/9dbu_A,0.3370786516853932,0.3149101507817251,0.6049382716049383,0.1029411764705882
denovo_pdb/9dbv_A,0.4489795918367347,0.31051313631860183,0.569620253164557,0.1285714285714285
denovo_pdb/9dbw_A,0.325,0.3416608811135969,0.7076923076923077,0.0119047619047619
denovo_pdb/9dcx_A,0.2863436123348017,0.2287470761441171,0.2959183673469387,0.15625
denovo_pdb/9dd2_A,0.2242152466367713,0.2307254804620863,0.3415637860082304,0.1612903225806451
denovo_pdb/9de4_A,0.425531914893617,0.32380897619513477,0.6538461538461539,0.04
denovo_pdb/9ded_A,0.2945736434108527,0.5585224178647563,0.8032786885245902,0.2945736434108527
denovo_pdb/9dw2_A,0.8695652173913043,0.7658090613892578,0.8732394366197183,0.4395604395604395
denovo_pdb/9fw5_A,0.1490683229813664,0.14375220487682946,0.3013698630136986,0.0483870967741935
denovo_pdb/9fw7_A,0.096,0.13625908218940574,0.4552845528455284,0.0496894409937888
denovo_pdb/9fwa_A,0.1134751773049645,0.09445164623301895,0.2076502732240437,0.0384615384615384
denovo_pdb/9gvf_A,0.4743589743589743,0.45613410333288035,0.5806451612903226,0.3374233128834356
denovo_pdb/9h10_A,0.5035460992907801,0.44583183616024435,0.5197368421052632,0.3674698795180723
denovo_pdb/9h3c_A,0.4794520547945205,0.4441516454364551,0.5428571428571428,0.3291925465838509
denovo_pdb/9hag_A,0.5578947368421052,0.5528441059462245,0.6129032258064516,0.4742268041237113
denovo_pdb/9hnh_A,0.4405594405594406,0.5984802690868387,0.7142857142857143,0.4375
denovo_pdb/9jl8_A,0.6201923076923077,0.6754282473992715,0.7248677248677249,0.5942028985507246
denovo_pdb/9jl9_A,0.6436170212765957,0.6694614012165256,0.7542857142857143,0.5775401069518716
denovo_pdb/9jla_A,0.7277777777777777,0.6493990773945271,0.7315789473684211,0.5513513513513514
denovo_pdb/9jwq_A,0.7089552238805971,0.6547356169864756,0.71484375,0.608843537414966
denovo_pdb/9jwt_A,0.6868327402135231,0.6627941420622299,0.7132352941176471,0.5978260869565217
denovo_pdb/9kgz_A,0.6111111111111112,0.48196406180839996,0.7294117647058823,0.2063492063492063
denovo_pdb/9lm8_A,0.2275862068965517,0.2170421191549322,0.3807947019867549,0.0674698795180722
denovo_pdb/9lni_A,0.2625698324022346,0.2188046909795822,0.4314720812182741,0.0339805825242718
