geometry,threshold,subset,stem,cluster
original,fine,all,proteina-c3e5153f32785fe2e951,proteina-c3e5153f32785fe2e951
original,fine,all,proteina-8b9a94bc4a6f6be2b0f5,proteina-8b9a94bc4a6f6be2b0f5
original,fine,all,proteina-43c3de7aa5b89f606d4d,proteina-43c3de7aa5b89f606d4d
original,fine,all,proteina-f28b65c29dd4bfb685ce,proteina-f28b65c29dd4bfb685ce
original,fine,all,proteina-ab9820e2386ddf13e595,proteina-ab9820e2386ddf13e595
original,fine,all,proteina-1cce2986c96559765b64,proteina-1cce2986c96559765b64
original,fine,all,proteina-75312bf2a62edf2e15d2,proteina-75312bf2a62edf2e15d2
original,fine,all,proteina-dd31f48467fe87cd60a8,proteina-dd31f48467fe87cd60a8
original,fine,all,proteina-8761b378b2bfd6c8643c,proteina-8761b378b2bfd6c8643c
original,fine,all,proteina-e6175819d160523a49c4,proteina-e6175819d160523a49c4
original,fine,all,proteina-77bb9a38bc819a307e2a,proteina-77bb9a38bc819a307e2a
original,fine,all,proteina-d23326fddd0bfb01b3f1,proteina-d23326fddd0bfb01b3f1
original,fine,all,proteina-9d18acfd186228104ee7,proteina-9d18acfd186228104ee7
original,fine,all,proteina-26d316a95bf5f359f75a,proteina-26d316a95bf5f359f75a
original,fine,all,proteina-da75a8a6e0b09ea496d1,proteina-da75a8a6e0b09ea496d1
original,fine,all,proteina-e6b68b5c06ce6ffb81ad,proteina-e6b68b5c06ce6ffb81ad
original,fine,all,proteina-74b68f378cc39b6dcbc9,proteina-74b68f378cc39b6dcbc9
original,fine,all,proteina-6d91413628fdeda4c093,proteina-6d91413628fdeda4c093
original,fine,all,proteina-aa154245193205651c5f,proteina-aa154245193205651c5f
original,fine,all,proteina-4a98b133e0946ccb851c,proteina-4a98b133e0946ccb851c
original,fine,all,proteina-bd9b5e60530f3c5c3ba6,proteina-bd9b5e60530f3c5c3ba6
original,fine,all,proteina-eb5b0b3a9963cbf95e54,proteina-eb5b0b3a9963cbf95e54
original,fine,all,proteina-3d659758e2f4dd4c800b,proteina-3d659758e2f4dd4c800b
original,fine,all,proteina-f16e89f9f9769d746ca2,proteina-f16e89f9f9769d746ca2
original,fine,all,proteina-b69f41dc1359e6a8199a,proteina-b69f41dc1359e6a8199a
original,fine,all,proteina-a36fdcd4d2ca11e8e7c7,proteina-a36fdcd4d2ca11e8e7c7
original,fine,all,proteina-1f6b3b05ec70f851b4c2,proteina-1f6b3b05ec70f851b4c2
original,fine,all,proteina-58a770b314d6a1179f37,proteina-58a770b314d6a1179f37
original,fine,all,proteina-d7879c124186294b21f7,proteina-7a98ae955f565d155e49
original,fine,all,proteina-7d7ed4cb5345ad659d54,proteina-7a98ae955f565d155e49
original,fine,all,proteina-7a98ae955f565d155e49,proteina-7a98ae955f565d155e49
original,fine,all,proteina-f24bbe72a31f8d5291c3,proteina-f24bbe72a31f8d5291c3
original,fine,all,proteina-0834fea34fad817a14ef,proteina-0834fea34fad817a14ef
original,fine,all,proteina-53ed2049e5837853deb4,proteina-53ed2049e5837853deb4
original,fine,all,proteina-39d43c63d65e95c7ab9c,proteina-39d43c63d65e95c7ab9c
original,fine,all,proteina-62d714aabf4362e58ca8,proteina-62d714aabf4362e58ca8
original,fine,all,proteina-ef422147d5c2ad5ad038,proteina-ef422147d5c2ad5ad038
original,fine,all,proteina-096ebccf2d202dbd87ed,proteina-096ebccf2d202dbd87ed
original,fine,all,proteina-c8d2cf66443423188e61,proteina-c8d2cf66443423188e61
original,fine,all,proteina-ba99a615617184b8c3c9,proteina-ba99a615617184b8c3c9
original,fine,all,proteina-e6034c4fa51f5e49e83e,proteina-e6034c4fa51f5e49e83e
original,fine,all,proteina-4b75e11ca42e5a983c73,proteina-4b75e11ca42e5a983c73
original,fine,all,proteina-a95b6ff991f38d120d73,proteina-a95b6ff991f38d120d73
original,fine,all,proteina-19b13a20a464d39c409d,proteina-19b13a20a464d39c409d
original,fine,all,proteina-ab4fa9cd6961327d5752,proteina-ab4fa9cd6961327d5752
original,fine,all,proteina-ab0948188f17d403a814,proteina-ab0948188f17d403a814
original,fine,all,proteina-0e9d34690c2e07517ed9,proteina-0e9d34690c2e07517ed9
original,fine,all,proteina-7a31f85c28dacd25b53b,proteina-7a31f85c28dacd25b53b
original,fine,all,proteina-478809f27b6ea47130f5,proteina-478809f27b6ea47130f5
original,fine,all,proteina-cdeab6c8299c0158affc,proteina-cdeab6c8299c0158affc
original,fine,all,proteina-ef146b6deef00822117c,proteina-ef146b6deef00822117c
original,fine,all,proteina-66adef1eb43703bd3c43,proteina-66adef1eb43703bd3c43
original,fine,all,proteina-ef8272e830e09601f81c,proteina-ef8272e830e09601f81c
original,fine,all,proteina-8d254038922388e768e3,proteina-8d254038922388e768e3
original,fine,all,proteina-0942050d28dc2d276dac,proteina-0942050d28dc2d276dac
original,fine,all,proteina-cc52fcf8bb01d8bf6ee7,proteina-0942050d28dc2d276dac
original,fine,all,proteina-29f1acdf0a30495e84b5,proteina-0942050d28dc2d276dac
original,fine,all,proteina-856d4ef2cf38cdfffa7b,proteina-856d4ef2cf38cdfffa7b
original,fine,all,proteina-c00e0751b385dae414e8,proteina-c00e0751b385dae414e8
original,fine,all,proteina-c89d759f5ce5a15efa95,proteina-c89d759f5ce5a15efa95
original,fine,all,proteina-66c45a3d75a676c7cdfa,proteina-66c45a3d75a676c7cdfa
original,fine,all,proteina-4130a96a65caf1975d9b,proteina-4130a96a65caf1975d9b
original,fine,all,proteina-526a637ea1542b914751,proteina-526a637ea1542b914751
original,fine,all,proteina-b459b748963d9ae7ad6e,proteina-b459b748963d9ae7ad6e
original,fine,all,proteina-368b4f3a79a8939c76a8,proteina-368b4f3a79a8939c76a8
original,fine,all,proteina-be1285df2a2a8d512d40,proteina-be1285df2a2a8d512d40
original,fine,all,proteina-7eae12eb16c7ee8d95ff,proteina-7eae12eb16c7ee8d95ff
original,fine,all,proteina-7ceb95f0201e77c91e60,proteina-7ceb95f0201e77c91e60
original,fine,all,proteina-5bef726af635e3b7a387,proteina-5bef726af635e3b7a387
original,fine,all,proteina-5f45dfe0aee0cdefded4,proteina-5f45dfe0aee0cdefded4
original,fine,all,proteina-ab926b29c4842c586d6d,proteina-ab926b29c4842c586d6d
original,fine,all,proteina-e896528d728cd85c8f72,proteina-e896528d728cd85c8f72
original,fine,all,proteina-38f0b6de513f9f5a592f,proteina-38f0b6de513f9f5a592f
original,fine,all,proteina-b5d8c63e178333dbe4f1,proteina-b5d8c63e178333dbe4f1
original,fine,all,proteina-b52c8133909c6e1feb6f,proteina-b52c8133909c6e1feb6f
original,fine,all,proteina-362e516ca2de4fb0c87e,proteina-362e516ca2de4fb0c87e
original,fine,all,proteina-3a3610746491c871830c,proteina-3a3610746491c871830c
original,fine,all,proteina-b23f7249bcd52faae842,proteina-b23f7249bcd52faae842
original,fine,all,proteina-687f9a99a22290a0d5bb,proteina-687f9a99a22290a0d5bb
original,fine,all,proteina-347c434673294007957c,proteina-347c434673294007957c
original,fine,all,proteina-e97500436a26aea830ef,proteina-e97500436a26aea830ef
original,fine,all,proteina-717a51a613e33c21af10,proteina-717a51a613e33c21af10
original,fine,all,proteina-b4d93712ed67932d207a,proteina-b4d93712ed67932d207a
original,fine,all,proteina-f5b95554973a9f94527b,proteina-f5b95554973a9f94527b
original,fine,all,proteina-9657fffff04b63a0b668,proteina-9657fffff04b63a0b668
original,fine,all,proteina-56714520535b8b1be14f,proteina-56714520535b8b1be14f
original,fine,all,proteina-02de71e6e84509d22335,proteina-02de71e6e84509d22335
original,fine,all,proteina-e228875495432985c4f2,proteina-e228875495432985c4f2
original,fine,all,proteina-78a955fd254788223218,proteina-78a955fd254788223218
original,fine,all,proteina-6056eb8cf77542493b60,proteina-6056eb8cf77542493b60
original,fine,all,proteina-86d95540b16e4078a1d1,proteina-86d95540b16e4078a1d1
original,fine,all,proteina-9679ede8befc382d6d45,proteina-9679ede8befc382d6d45
original,fine,all,proteina-530e51cca95e2d47d943,proteina-530e51cca95e2d47d943
original,fine,all,proteina-6364d1d395d462972130,proteina-6364d1d395d462972130
original,fine,all,proteina-baec2ec42c855d1ce6de,proteina-baec2ec42c855d1ce6de
original,fine,all,proteina-fbc5eb9bcebd4a159154,proteina-fbc5eb9bcebd4a159154
original,fine,all,proteina-785d9e0eea19a48cc8c8,proteina-785d9e0eea19a48cc8c8
original,fine,all,proteina-bc16aa6a76172616a229,proteina-bc16aa6a76172616a229
original,fine,all,proteina-0b25fe4628743050c2c3,proteina-0b25fe4628743050c2c3
original,fine,all,proteina-07f1657eca5b7ea5ec3e,proteina-07f1657eca5b7ea5ec3e
original,fine,all,proteina-93c33902b2cc1e0dd2cf,proteina-93c33902b2cc1e0dd2cf
original,fine,all,proteina-c8a3624f8eef546fbc64,proteina-c8a3624f8eef546fbc64
original,fine,all,proteina-724f5995540b7d19d874,proteina-724f5995540b7d19d874
original,fine,all,proteina-56cb5acfe260635dc935,proteina-56cb5acfe260635dc935
original,fine,all,proteina-08527c05ea95b408d7f4,proteina-08527c05ea95b408d7f4
original,fine,all,proteina-aab8d2e68e23b5368c4a,proteina-aab8d2e68e23b5368c4a
original,fine,all,proteina-e1071e2f065c89dc71fc,proteina-e1071e2f065c89dc71fc
original,fine,all,proteina-6ece35186ff5614fc287,proteina-6ece35186ff5614fc287
original,fine,all,proteina-b5946cfddc2a339dc4b3,proteina-b5946cfddc2a339dc4b3
original,fine,all,proteina-af4afdc224f060d65c6d,proteina-af4afdc224f060d65c6d
original,fine,all,proteina-fec069a51aebf4a59001,proteina-fec069a51aebf4a59001
original,fine,all,proteina-6e9b5e36a0a85db043a7,proteina-6e9b5e36a0a85db043a7
original,fine,all,proteina-dda2a9a8bc480f1cfa3d,proteina-dda2a9a8bc480f1cfa3d
original,fine,all,proteina-8e4f6748d8ede2af9918,proteina-8e4f6748d8ede2af9918
original,fine,all,proteina-a3180617a92d49fe33dd,proteina-a3180617a92d49fe33dd
original,fine,all,proteina-94b1e48b7418cd3affa9,proteina-94b1e48b7418cd3affa9
original,fine,all,proteina-951e96fc323a5038f591,proteina-951e96fc323a5038f591
original,fine,all,proteina-fa192f84224d9bda4b57,proteina-fa192f84224d9bda4b57
original,fine,all,proteina-4f0c3bd94cd0a518e98b,proteina-4f0c3bd94cd0a518e98b
original,fine,all,proteina-1fb7b50e5de676d3e023,proteina-1fb7b50e5de676d3e023
original,fine,all,proteina-3bd2e841cae0ba9bccba,proteina-3bd2e841cae0ba9bccba
original,fine,all,proteina-fc97f87c2a702f30c016,proteina-fc97f87c2a702f30c016
original,fine,all,proteina-8fb6497b78691c407878,proteina-8fb6497b78691c407878
original,fine,all,proteina-effb4933f6970c364ffb,proteina-effb4933f6970c364ffb
original,fine,all,proteina-1afbae793f3fc3604686,proteina-1afbae793f3fc3604686
original,fine,all,proteina-97e25cd51f22e784f456,proteina-97e25cd51f22e784f456
original,fine,all,proteina-5960e233ff3f6654a0d1,proteina-5960e233ff3f6654a0d1
original,fine,all,proteina-85370a8e9be66635e6c9,proteina-85370a8e9be66635e6c9
original,fine,all,proteina-337a173a55a097091007,proteina-337a173a55a097091007
original,fine,all,proteina-d24622a7e784f4d4401e,proteina-d24622a7e784f4d4401e
original,fine,all,proteina-1f833b5bce1514acda8e,proteina-1f833b5bce1514acda8e
original,fine,all,proteina-d213c2b13d786e29713e,proteina-d213c2b13d786e29713e
original,fine,all,proteina-4a5afc2d82fd0194306f,proteina-4a5afc2d82fd0194306f
original,fine,all,proteina-cdeded989358d3405cee,proteina-cdeded989358d3405cee
original,fine,all,proteina-a9228191e7325f684e4b,proteina-a9228191e7325f684e4b
original,fine,all,proteina-64bb3b4fa3d2c604da6f,proteina-64bb3b4fa3d2c604da6f
original,fine,all,proteina-79e4dfc7cf24368fffc0,proteina-79e4dfc7cf24368fffc0
original,fine,all,proteina-229a5c4d03853e71f902,proteina-229a5c4d03853e71f902
original,fine,all,proteina-047c583be95ae5901842,proteina-047c583be95ae5901842
original,fine,all,proteina-42697016be454a87eae7,proteina-42697016be454a87eae7
original,fine,all,proteina-d5f4c2123e67ac74864c,proteina-d5f4c2123e67ac74864c
original,fine,all,proteina-59936a908a3d447049a7,proteina-59936a908a3d447049a7
original,fine,all,proteina-690801ff6e22916ca075,proteina-690801ff6e22916ca075
original,fine,all,proteina-ef9563806c856a997ff6,proteina-ef9563806c856a997ff6
original,fine,all,proteina-1eab720cf4de5580afc0,proteina-1eab720cf4de5580afc0
original,fine,all,proteina-7b6458a701e8322ea9d8,proteina-7b6458a701e8322ea9d8
original,fine,all,proteina-6d98994b4b85072e555b,proteina-6d98994b4b85072e555b
original,fine,all,proteina-e636be71c14ee0fe4257,proteina-e636be71c14ee0fe4257
original,fine,all,proteina-84592994dcff5a6a33cc,proteina-84592994dcff5a6a33cc
original,fine,all,proteina-2ac84ae0621950d869cb,proteina-2ac84ae0621950d869cb
original,fine,all,proteina-69cb0f55fa27a92f91ae,proteina-69cb0f55fa27a92f91ae
original,fine,all,proteina-bc36eaa4d5f1cd0393fd,proteina-bc36eaa4d5f1cd0393fd
original,fine,all,proteina-24432b322891ba3bcc93,proteina-24432b322891ba3bcc93
original,fine,all,proteina-f27a632c9742791f247d,proteina-f27a632c9742791f247d
original,fine,all,proteina-14bb4e0e062c1f3a47a5,proteina-14bb4e0e062c1f3a47a5
original,fine,all,proteina-cee0493db4be91156860,proteina-cee0493db4be91156860
original,fine,all,proteina-ad925a790874252c85de,proteina-ad925a790874252c85de
original,fine,all,proteina-06d565335a5699041b67,proteina-06d565335a5699041b67
original,fine,all,proteina-b3dbe18f5ad78483ee53,proteina-b3dbe18f5ad78483ee53
original,fine,all,proteina-93eaf0bd9600ee6d478c,proteina-93eaf0bd9600ee6d478c
original,fine,all,proteina-e0f0e013a1643a79392a,proteina-e0f0e013a1643a79392a
original,fine,all,proteina-710dc82988dc2f5ab0fb,proteina-710dc82988dc2f5ab0fb
original,fine,all,proteina-9a1bb83e5b3b9d28faa6,proteina-9a1bb83e5b3b9d28faa6
original,fine,all,proteina-3e2c15fb14bd1b522147,proteina-3e2c15fb14bd1b522147
original,fine,all,proteina-4bf8ed2e1abe917379ca,proteina-4bf8ed2e1abe917379ca
original,fine,all,proteina-dc436147ae1c7bb102fc,proteina-dc436147ae1c7bb102fc
original,fine,all,proteina-952036c8f750fff1109c,proteina-952036c8f750fff1109c
original,fine,all,proteina-7fd9d40657e9ee528987,proteina-7fd9d40657e9ee528987
original,fine,all,proteina-b3c3c9e94c9afa3c80e8,proteina-b3c3c9e94c9afa3c80e8
original,fine,all,proteina-deb71edd0809ee057cc1,proteina-deb71edd0809ee057cc1
original,fine,all,proteina-34e023a70425fbeb2c51,proteina-34e023a70425fbeb2c51
original,fine,all,proteina-8de1fd18ec5232421c1f,proteina-8de1fd18ec5232421c1f
original,fine,all,proteina-8ac85891efe516e712fb,proteina-8ac85891efe516e712fb
original,fine,all,proteina-2d888115068f4b03bc4d,proteina-2d888115068f4b03bc4d
original,fine,all,proteina-821dbb91ef8e666208ce,proteina-821dbb91ef8e666208ce
original,fine,all,proteina-60aee881a3c3c8bb51fd,proteina-60aee881a3c3c8bb51fd
original,fine,all,proteina-b452c57654c833b4162a,proteina-b452c57654c833b4162a
original,fine,all,proteina-2ed0a80091160e7d4353,proteina-2ed0a80091160e7d4353
original,fine,all,proteina-f345af890faf0c006d79,proteina-f345af890faf0c006d79
original,fine,all,proteina-16cc2cf9a594e056abce,proteina-16cc2cf9a594e056abce
original,fine,all,proteina-97ffd90f0d206a53ad72,proteina-97ffd90f0d206a53ad72
original,fine,all,proteina-afb48f80c3a0890e36a2,proteina-afb48f80c3a0890e36a2
original,fine,all,proteina-fe1d69eeeb2a0ae72818,proteina-fe1d69eeeb2a0ae72818
original,fine,all,proteina-1ee7e18e726207741373,proteina-1ee7e18e726207741373
original,fine,all,proteina-4614eb47b733de46f739,proteina-4614eb47b733de46f739
original,fine,all,proteina-503cf51570014173a98e,proteina-503cf51570014173a98e
original,fine,all,proteina-6a571390d90db16bf40a,proteina-6a571390d90db16bf40a
original,fine,all,proteina-9c560c49dd6f8a0d469e,proteina-9c560c49dd6f8a0d469e
original,fine,all,proteina-c46ef21c05534858f93d,proteina-c46ef21c05534858f93d
original,fine,all,proteina-e58e2472c11784caf10b,proteina-e58e2472c11784caf10b
original,fine,all,proteina-ac8376f7c78675d24ce9,proteina-ac8376f7c78675d24ce9
original,fine,all,proteina-834b0af66d9e8ab8e602,proteina-834b0af66d9e8ab8e602
original,fine,all,proteina-74cb2b378942dc7aa099,proteina-74cb2b378942dc7aa099
original,fine,all,proteina-d1a4fdc281d15f8ec7b4,proteina-d1a4fdc281d15f8ec7b4
original,fine,all,proteina-c85a9fda3babfd68f5e1,proteina-c85a9fda3babfd68f5e1
original,fine,all,proteina-c11d17d8a861b694420e,proteina-c11d17d8a861b694420e
original,fine,all,proteina-060dc58516c6018c459c,proteina-060dc58516c6018c459c
original,fine,all,proteina-04613d8c49746a1140e6,proteina-04613d8c49746a1140e6
original,fine,all,proteina-4813ee0c47c1aa604bea,proteina-0059d3f5c363564a9757
original,fine,all,proteina-750c490871fecdfa4b7c,proteina-0059d3f5c363564a9757
original,fine,all,proteina-732effa5dc48b37ce342,proteina-0059d3f5c363564a9757
original,fine,all,proteina-270340b6487299b58ba7,proteina-0059d3f5c363564a9757
original,fine,all,proteina-cb05c16b58337200daf3,proteina-0059d3f5c363564a9757
original,fine,all,proteina-7764eeb877ae74e0493f,proteina-0059d3f5c363564a9757
original,fine,all,proteina-94c9a2c4bb989d6e3515,proteina-0059d3f5c363564a9757
original,fine,all,proteina-0089e82f96349558165f,proteina-0059d3f5c363564a9757
original,fine,all,proteina-0059d3f5c363564a9757,proteina-0059d3f5c363564a9757
original,fine,all,proteina-32c3fa4b1710b581f386,proteina-0059d3f5c363564a9757
original,fine,all,proteina-5ebb8b255eb7bac8447c,proteina-0059d3f5c363564a9757
original,fine,all,proteina-e9bfda959248a4904af8,proteina-0059d3f5c363564a9757
original,fine,all,proteina-d0ac93ad77cce53cd435,proteina-0059d3f5c363564a9757
original,fine,all,proteina-507de805a5bfb7bd3812,proteina-507de805a5bfb7bd3812
original,fine,all,proteina-fdae39c0b90f7d2eee64,proteina-fdae39c0b90f7d2eee64
original,fine,all,proteina-8f3cb61c8893cd94ea23,proteina-8f3cb61c8893cd94ea23
original,fine,all,proteina-dd5ab5a61d14941b08ee,proteina-dd5ab5a61d14941b08ee
original,fine,all,proteina-0396b02d1498a4450fc6,proteina-0396b02d1498a4450fc6
original,fine,all,proteina-8389e848db7dc4157b20,proteina-8389e848db7dc4157b20
original,fine,all,proteina-16280e4569a0253b7c6f,proteina-16280e4569a0253b7c6f
original,fine,all,proteina-c1424b3955d686c8028e,proteina-c1424b3955d686c8028e
original,fine,all,proteina-ea89c99390f4bc8a0c4f,proteina-ea89c99390f4bc8a0c4f
original,fine,all,proteina-8a352688b50d20d181a7,proteina-8a352688b50d20d181a7
original,fine,all,proteina-3b69803b62f8f867eb3b,proteina-1c2ebb844b75cdace1ee
original,fine,all,proteina-e06f1fcb64cc5ec31e55,proteina-1c2ebb844b75cdace1ee
original,fine,all,proteina-1c2ebb844b75cdace1ee,proteina-1c2ebb844b75cdace1ee
original,fine,all,proteina-c961dd10e17e0bb69f00,proteina-c961dd10e17e0bb69f00
original,fine,all,proteina-2306d67f9af79796420f,proteina-2306d67f9af79796420f
original,fine,all,proteina-acc398b47cbf50d719f3,proteina-acc398b47cbf50d719f3
original,fine,all,proteina-3eaa705d7cd07dd71e57,proteina-3eaa705d7cd07dd71e57
original,fine,all,proteina-194fdb33b23e2913ce22,proteina-194fdb33b23e2913ce22
original,fine,all,proteina-adbc63857c74a6f8b33a,proteina-adbc63857c74a6f8b33a
original,fine,all,proteina-9e9a6f17c21dfb93a196,proteina-9e9a6f17c21dfb93a196
original,fine,all,proteina-b00ecf8fad85bbd90aec,proteina-b00ecf8fad85bbd90aec
original,fine,all,proteina-baa33a748870f0606c9c,proteina-baa33a748870f0606c9c
original,fine,all,proteina-6fb507b0cbb751244842,proteina-6fb507b0cbb751244842
original,fine,all,proteina-2469cc3a185e498d5ed7,proteina-2469cc3a185e498d5ed7
original,fine,all,proteina-9e89c0b1eb3550fb64ac,proteina-9e89c0b1eb3550fb64ac
original,fine,all,proteina-370f17fba1aec39df9fc,proteina-370f17fba1aec39df9fc
original,fine,all,proteina-826259dbc0f15ea42b49,proteina-826259dbc0f15ea42b49
original,fine,all,proteina-1b0486ad4dcf2bfc09e8,proteina-1b0486ad4dcf2bfc09e8
original,fine,all,proteina-3303c6fc29c633343dbf,proteina-3303c6fc29c633343dbf
original,fine,all,proteina-e52936d481dac45cedd9,proteina-e52936d481dac45cedd9
original,fine,all,proteina-6c702669958850108777,proteina-6c702669958850108777
original,fine,all,proteina-0c286f4b637bac00c431,proteina-0c286f4b637bac00c431
original,fine,all,proteina-ac366c46ad66835a98da,proteina-ac366c46ad66835a98da
original,fine,all,proteina-79a1ad6b3baaf3693ccb,proteina-79a1ad6b3baaf3693ccb
original,fine,all,proteina-44ffecabed4b1c0642cb,proteina-44ffecabed4b1c0642cb
original,fine,all,proteina-8671a2ead6c70feb0ac7,proteina-8671a2ead6c70feb0ac7
original,fine,all,proteina-c987395673c763dc4286,proteina-c987395673c763dc4286
original,fine,all,proteina-5d7d38fbcac660aa1503,proteina-5d7d38fbcac660aa1503
original,fine,all,proteina-06795d05cf5e2648c358,proteina-06795d05cf5e2648c358
original,fine,all,proteina-b5c8889c364a42fdc2fd,proteina-b5c8889c364a42fdc2fd
original,fine,all,proteina-6ce31e5a4671b107f5f7,proteina-6ce31e5a4671b107f5f7
original,fine,all,proteina-a8ede6bd48f32b97df30,proteina-a8ede6bd48f32b97df30
original,fine,all,proteina-be976019546f2340638c,proteina-be976019546f2340638c
original,fine,all,proteina-b720c2cefa475f98f9f5,proteina-b720c2cefa475f98f9f5
original,fine,all,proteina-70bf375a8cb07c6fc2e7,proteina-70bf375a8cb07c6fc2e7
original,fine,all,proteina-e4c748407635b8a450d0,proteina-e4c748407635b8a450d0
original,fine,all,proteina-83602b638e4b1383b47f,proteina-83602b638e4b1383b47f
original,fine,all,proteina-99268035f84b30899140,proteina-99268035f84b30899140
original,fine,all,proteina-c11aea616b41355e08e5,proteina-c11aea616b41355e08e5
original,fine,all,proteina-3fc23171d8ada4efe7b6,proteina-3fc23171d8ada4efe7b6
original,fine,all,proteina-fa75b27015bae39c0afa,proteina-fa75b27015bae39c0afa
original,fine,all,proteina-760df3117ab3490ff72c,proteina-760df3117ab3490ff72c
original,fine,all,proteina-0f1d4c74fe3b9c675a5b,proteina-0f1d4c74fe3b9c675a5b
original,fine,all,proteina-30ccec627af3220e743e,proteina-30ccec627af3220e743e
original,fine,all,proteina-553ebaa3305dcdbfc468,proteina-553ebaa3305dcdbfc468
original,fine,all,proteina-bff14b34016c20510525,proteina-bff14b34016c20510525
original,fine,all,proteina-29e88ce66ef4211bbb2b,proteina-29e88ce66ef4211bbb2b
original,fine,all,proteina-82195a5a80bb7aee571e,proteina-29e88ce66ef4211bbb2b
original,fine,all,proteina-41044fe654b436bfce18,proteina-29e88ce66ef4211bbb2b
original,fine,all,proteina-c83698a3675d5e692102,proteina-c83698a3675d5e692102
original,fine,all,proteina-f4523d8ccb32b1bbbf73,proteina-f4523d8ccb32b1bbbf73
original,fine,all,proteina-9cc18c60c92e67fc28b7,proteina-9cc18c60c92e67fc28b7
original,fine,all,proteina-53c98799266529b67fe5,proteina-53c98799266529b67fe5
