stem,length,condition,quality_pass,sequence_excluded,structure_excluded,fine_cluster,selected
proteina-e8d5434364e44da5a6ab,74,1.x.x.x,True,False,False,proteina-64f8bc794ba9f184446c,True
proteina-a36fdcd4d2ca11e8e7c7,74,1.x.x.x,True,False,False,proteina-a36fdcd4d2ca11e8e7c7,True
proteina-1f6b3b05ec70f851b4c2,74,1.x.x.x,True,False,False,proteina-1f6b3b05ec70f851b4c2,True
proteina-58a770b314d6a1179f37,74,1.x.x.x,True,True,False,,False
proteina-d7879c124186294b21f7,74,1.x.x.x,False,True,False,,False
proteina-f24bbe72a31f8d5291c3,74,1.x.x.x,True,False,False,proteina-f24bbe72a31f8d5291c3,True
proteina-076dfb477eca9887bac0,74,1.x.x.x,True,False,True,,False
proteina-83663b92235cfabddf41,74,1.x.x.x,True,False,False,proteina-64f8bc794ba9f184446c,False
proteina-0834fea34fad817a14ef,74,1.x.x.x,True,True,False,,False
proteina-dc646150f701dc40fda1,74,1.x.x.x,True,False,True,,False
proteina-53ed2049e5837853deb4,74,1.x.x.x,True,False,False,proteina-53ed2049e5837853deb4,True
proteina-ad624d2a8a122a9c84ac,74,1.x.x.x,True,False,True,,False
proteina-64f8bc794ba9f184446c,77,1.x.x.x,True,False,False,proteina-64f8bc794ba9f184446c,True
proteina-7d7ed4cb5345ad659d54,77,1.x.x.x,True,False,False,proteina-7a98ae955f565d155e49,True
proteina-39d43c63d65e95c7ab9c,77,1.x.x.x,True,False,False,proteina-39d43c63d65e95c7ab9c,True
proteina-62d714aabf4362e58ca8,77,1.x.x.x,True,True,False,,False
proteina-ef422147d5c2ad5ad038,77,1.x.x.x,True,False,False,proteina-ef422147d5c2ad5ad038,True
proteina-096ebccf2d202dbd87ed,78,unconditional,True,False,False,proteina-096ebccf2d202dbd87ed,True
proteina-c8d2cf66443423188e61,78,unconditional,True,False,False,proteina-c8d2cf66443423188e61,True
proteina-ba99a615617184b8c3c9,78,unconditional,True,False,False,proteina-ba99a615617184b8c3c9,True
proteina-e6034c4fa51f5e49e83e,78,unconditional,True,False,False,proteina-e6034c4fa51f5e49e83e,True
proteina-4b75e11ca42e5a983c73,78,unconditional,True,True,False,,False
proteina-a95b6ff991f38d120d73,78,unconditional,True,False,False,proteina-a95b6ff991f38d120d73,True
proteina-19b13a20a464d39c409d,78,unconditional,False,False,False,,False
proteina-ab4fa9cd6961327d5752,78,unconditional,True,False,False,proteina-ab4fa9cd6961327d5752,True
proteina-ab0948188f17d403a814,78,unconditional,True,False,False,proteina-ab0948188f17d403a814,True
proteina-0e9d34690c2e07517ed9,78,unconditional,True,False,False,proteina-0e9d34690c2e07517ed9,True
proteina-7a31f85c28dacd25b53b,78,1.x.x.x,True,False,False,proteina-7a31f85c28dacd25b53b,True
proteina-478809f27b6ea47130f5,78,1.x.x.x,False,False,False,,False
proteina-cdeab6c8299c0158affc,78,1.x.x.x,True,False,False,proteina-cdeab6c8299c0158affc,True
proteina-ef146b6deef00822117c,78,1.x.x.x,True,False,False,proteina-ef146b6deef00822117c,True
proteina-13619b07ff52cd26b8ec,78,1.x.x.x,True,False,True,,False
proteina-66adef1eb43703bd3c43,78,1.x.x.x,False,False,False,,False
proteina-ef8272e830e09601f81c,78,1.x.x.x,True,False,False,proteina-ef8272e830e09601f81c,True
proteina-8d254038922388e768e3,78,1.x.x.x,True,False,False,proteina-29f1acdf0a30495e84b5,True
proteina-a6f7edeffb4c0ceece5f,78,1.x.x.x,True,False,False,proteina-64f8bc794ba9f184446c,True
proteina-0942050d28dc2d276dac,81,1.x.x.x,True,True,False,,False
proteina-856d4ef2cf38cdfffa7b,81,1.x.x.x,True,False,False,proteina-856d4ef2cf38cdfffa7b,True
proteina-cc52fcf8bb01d8bf6ee7,81,1.x.x.x,True,False,False,proteina-cc52fcf8bb01d8bf6ee7,True
proteina-c00e0751b385dae414e8,81,1.x.x.x,False,True,False,,False
proteina-c89d759f5ce5a15efa95,81,1.x.x.x,True,False,False,proteina-64f8bc794ba9f184446c,True
proteina-66c45a3d75a676c7cdfa,81,1.x.x.x,True,False,False,proteina-66c45a3d75a676c7cdfa,True
proteina-4130a96a65caf1975d9b,81,1.x.x.x,True,False,False,proteina-4130a96a65caf1975d9b,True
proteina-526a637ea1542b914751,82,2.x.x.x,True,False,False,proteina-526a637ea1542b914751,True
proteina-b459b748963d9ae7ad6e,82,2.x.x.x,True,False,False,proteina-b459b748963d9ae7ad6e,True
proteina-368b4f3a79a8939c76a8,82,2.x.x.x,True,False,False,proteina-368b4f3a79a8939c76a8,True
proteina-be1285df2a2a8d512d40,82,2.x.x.x,True,False,False,proteina-7eae12eb16c7ee8d95ff,True
proteina-7eae12eb16c7ee8d95ff,82,2.x.x.x,True,False,False,proteina-7eae12eb16c7ee8d95ff,True
proteina-7ceb95f0201e77c91e60,82,2.x.x.x,True,False,False,proteina-7ceb95f0201e77c91e60,True
proteina-5bef726af635e3b7a387,82,2.x.x.x,False,False,False,,False
proteina-5f45dfe0aee0cdefded4,82,2.x.x.x,True,True,False,,False
proteina-ab926b29c4842c586d6d,82,2.x.x.x,True,False,False,proteina-ab926b29c4842c586d6d,True
proteina-e896528d728cd85c8f72,82,2.x.x.x,False,False,False,,False
proteina-38f0b6de513f9f5a592f,82,2.x.x.x,True,False,False,proteina-38f0b6de513f9f5a592f,True
proteina-b5d8c63e178333dbe4f1,82,2.x.x.x,True,True,False,,False
proteina-b52c8133909c6e1feb6f,83,unconditional,True,False,False,proteina-b52c8133909c6e1feb6f,True
proteina-362e516ca2de4fb0c87e,83,unconditional,True,False,False,proteina-362e516ca2de4fb0c87e,True
proteina-3a3610746491c871830c,83,unconditional,True,False,False,proteina-3a3610746491c871830c,True
proteina-b23f7249bcd52faae842,83,unconditional,True,True,False,,False
proteina-687f9a99a22290a0d5bb,83,unconditional,True,True,False,,False
proteina-347c434673294007957c,84,unconditional,False,False,False,,False
proteina-e97500436a26aea830ef,84,unconditional,True,True,False,,False
proteina-7a98ae955f565d155e49,84,unconditional,True,False,False,proteina-7a98ae955f565d155e49,True
proteina-717a51a613e33c21af10,84,unconditional,True,False,False,proteina-717a51a613e33c21af10,True
proteina-b4d93712ed67932d207a,84,unconditional,True,False,False,proteina-b4d93712ed67932d207a,True
proteina-f5b95554973a9f94527b,84,unconditional,True,False,False,proteina-f5b95554973a9f94527b,True
proteina-9657fffff04b63a0b668,84,unconditional,False,False,False,,False
proteina-56714520535b8b1be14f,84,unconditional,True,False,False,proteina-56714520535b8b1be14f,True
proteina-02de71e6e84509d22335,84,unconditional,True,True,False,,False
proteina-e228875495432985c4f2,86,1.x.x.x,True,False,False,proteina-e228875495432985c4f2,True
proteina-78a955fd254788223218,86,1.x.x.x,True,False,False,proteina-78a955fd254788223218,True
proteina-29f1acdf0a30495e84b5,86,1.x.x.x,True,False,False,proteina-29f1acdf0a30495e84b5,True
proteina-6056eb8cf77542493b60,86,1.x.x.x,True,False,False,proteina-6056eb8cf77542493b60,True
proteina-86d95540b16e4078a1d1,86,1.x.x.x,True,True,False,,False
proteina-9679ede8befc382d6d45,86,1.x.x.x,True,True,False,,False
proteina-530e51cca95e2d47d943,86,1.x.x.x,True,True,False,,False
proteina-6364d1d395d462972130,86,1.x.x.x,False,False,False,,False
proteina-baec2ec42c855d1ce6de,87,1.x.x.x,True,False,False,proteina-baec2ec42c855d1ce6de,True
proteina-fbc5eb9bcebd4a159154,87,1.x.x.x,True,True,False,,False
proteina-785d9e0eea19a48cc8c8,87,1.x.x.x,True,False,False,proteina-785d9e0eea19a48cc8c8,True
proteina-bc16aa6a76172616a229,87,1.x.x.x,True,False,False,proteina-bc16aa6a76172616a229,True
proteina-0b25fe4628743050c2c3,87,1.x.x.x,True,False,False,proteina-0b25fe4628743050c2c3,True
proteina-07f1657eca5b7ea5ec3e,87,1.x.x.x,True,False,False,proteina-07f1657eca5b7ea5ec3e,True
proteina-93c33902b2cc1e0dd2cf,87,1.x.x.x,True,False,False,proteina-93c33902b2cc1e0dd2cf,True
proteina-c8a3624f8eef546fbc64,87,2.x.x.x,True,False,False,proteina-c8a3624f8eef546fbc64,True
proteina-724f5995540b7d19d874,87,2.x.x.x,True,False,False,proteina-724f5995540b7d19d874,True
proteina-56cb5acfe260635dc935,87,2.x.x.x,False,False,False,,False
proteina-08527c05ea95b408d7f4,87,2.x.x.x,False,True,False,,False
proteina-aab8d2e68e23b5368c4a,87,2.x.x.x,True,False,False,proteina-aab8d2e68e23b5368c4a,True
proteina-e1071e2f065c89dc71fc,87,2.x.x.x,False,False,False,,False
proteina-6ece35186ff5614fc287,87,2.x.x.x,True,True,False,,False
proteina-b5946cfddc2a339dc4b3,87,2.x.x.x,False,False,False,,False
proteina-af4afdc224f060d65c6d,87,2.x.x.x,True,False,False,proteina-af4afdc224f060d65c6d,True
proteina-fec069a51aebf4a59001,89,unconditional,True,False,False,proteina-fec069a51aebf4a59001,True
proteina-6e9b5e36a0a85db043a7,89,unconditional,True,True,False,,False
proteina-dda2a9a8bc480f1cfa3d,89,unconditional,True,True,False,,False
proteina-8e4f6748d8ede2af9918,89,unconditional,True,False,False,proteina-8e4f6748d8ede2af9918,True
proteina-a3180617a92d49fe33dd,89,unconditional,True,False,False,proteina-a3180617a92d49fe33dd,True
proteina-94b1e48b7418cd3affa9,89,unconditional,True,True,False,,False
proteina-951e96fc323a5038f591,89,unconditional,True,False,False,proteina-951e96fc323a5038f591,True
proteina-fa192f84224d9bda4b57,89,unconditional,True,False,False,proteina-fa192f84224d9bda4b57,True
proteina-4f0c3bd94cd0a518e98b,89,unconditional,True,False,False,proteina-4f0c3bd94cd0a518e98b,True
proteina-1fb7b50e5de676d3e023,89,unconditional,True,True,False,,False
proteina-3bd2e841cae0ba9bccba,89,unconditional,False,True,False,,False
proteina-fc97f87c2a702f30c016,89,unconditional,True,True,False,,False
proteina-8fb6497b78691c407878,92,1.x.x.x,True,False,False,proteina-8fb6497b78691c407878,True
proteina-effb4933f6970c364ffb,92,1.x.x.x,True,False,False,proteina-effb4933f6970c364ffb,True
proteina-1afbae793f3fc3604686,92,1.x.x.x,True,False,False,proteina-1afbae793f3fc3604686,True
proteina-97e25cd51f22e784f456,92,1.x.x.x,True,False,False,proteina-97e25cd51f22e784f456,True
proteina-5960e233ff3f6654a0d1,92,1.x.x.x,True,False,False,proteina-5960e233ff3f6654a0d1,True
proteina-85370a8e9be66635e6c9,92,1.x.x.x,True,False,False,proteina-85370a8e9be66635e6c9,True
proteina-337a173a55a097091007,96,unconditional,True,False,False,proteina-337a173a55a097091007,True
proteina-d24622a7e784f4d4401e,96,unconditional,True,False,False,proteina-d24622a7e784f4d4401e,True
proteina-1f833b5bce1514acda8e,96,unconditional,True,True,False,,False
proteina-d213c2b13d786e29713e,96,unconditional,True,False,False,proteina-d213c2b13d786e29713e,True
proteina-4a5afc2d82fd0194306f,96,unconditional,True,False,False,proteina-4a5afc2d82fd0194306f,True
proteina-cdeded989358d3405cee,96,unconditional,False,False,False,,False
proteina-a9228191e7325f684e4b,96,unconditional,True,False,False,proteina-a9228191e7325f684e4b,True
proteina-64bb3b4fa3d2c604da6f,96,unconditional,True,True,False,,False
proteina-79e4dfc7cf24368fffc0,96,unconditional,False,True,False,,False
proteina-229a5c4d03853e71f902,96,unconditional,True,True,False,,False
proteina-047c583be95ae5901842,96,unconditional,True,False,False,proteina-047c583be95ae5901842,True
proteina-42697016be454a87eae7,96,unconditional,True,True,False,,False
proteina-d5f4c2123e67ac74864c,96,unconditional,False,True,False,,False
proteina-59936a908a3d447049a7,96,unconditional,True,False,False,proteina-59936a908a3d447049a7,True
proteina-690801ff6e22916ca075,96,unconditional,False,False,False,,False
proteina-ef9563806c856a997ff6,96,unconditional,True,False,False,proteina-ef9563806c856a997ff6,True
proteina-1eab720cf4de5580afc0,100,2.x.x.x,False,False,False,,False
proteina-7b6458a701e8322ea9d8,100,2.x.x.x,True,True,False,,False
proteina-6d98994b4b85072e555b,100,2.x.x.x,True,True,False,,False
proteina-e636be71c14ee0fe4257,100,2.x.x.x,True,False,False,proteina-e636be71c14ee0fe4257,True
proteina-84592994dcff5a6a33cc,100,2.x.x.x,True,False,False,proteina-84592994dcff5a6a33cc,True
proteina-2ac84ae0621950d869cb,100,2.x.x.x,True,False,False,proteina-2ac84ae0621950d869cb,True
proteina-69cb0f55fa27a92f91ae,100,2.x.x.x,False,False,False,,False
proteina-bc36eaa4d5f1cd0393fd,100,2.x.x.x,True,False,False,proteina-bc36eaa4d5f1cd0393fd,True
proteina-24432b322891ba3bcc93,100,2.x.x.x,False,False,False,,False
proteina-f27a632c9742791f247d,100,2.x.x.x,True,False,False,proteina-f27a632c9742791f247d,True
proteina-14bb4e0e062c1f3a47a5,100,2.x.x.x,True,False,False,proteina-14bb4e0e062c1f3a47a5,True
proteina-cee0493db4be91156860,100,2.x.x.x,True,True,False,,False
proteina-ad925a790874252c85de,101,3.x.x.x,True,False,False,proteina-ad925a790874252c85de,True
proteina-06d565335a5699041b67,101,3.x.x.x,True,False,False,proteina-06d565335a5699041b67,True
proteina-b3dbe18f5ad78483ee53,101,3.x.x.x,True,True,False,,False
proteina-93eaf0bd9600ee6d478c,101,3.x.x.x,True,True,False,,False
proteina-e0f0e013a1643a79392a,101,3.x.x.x,False,False,False,,False
proteina-710dc82988dc2f5ab0fb,101,3.x.x.x,False,True,False,,False
proteina-9a1bb83e5b3b9d28faa6,101,3.x.x.x,True,False,False,proteina-9a1bb83e5b3b9d28faa6,True
proteina-3e2c15fb14bd1b522147,101,3.x.x.x,False,False,False,,False
proteina-4bf8ed2e1abe917379ca,101,3.x.x.x,True,False,False,proteina-4bf8ed2e1abe917379ca,True
proteina-dc436147ae1c7bb102fc,101,3.x.x.x,True,True,False,,False
proteina-952036c8f750fff1109c,101,3.x.x.x,True,True,False,,False
proteina-7fd9d40657e9ee528987,101,3.x.x.x,True,True,False,,False
proteina-b3c3c9e94c9afa3c80e8,101,3.x.x.x,True,False,False,proteina-b3c3c9e94c9afa3c80e8,True
proteina-deb71edd0809ee057cc1,101,3.x.x.x,False,False,False,,False
proteina-34e023a70425fbeb2c51,101,3.x.x.x,False,False,False,,False
proteina-8de1fd18ec5232421c1f,101,3.x.x.x,True,False,False,proteina-8de1fd18ec5232421c1f,True
proteina-8ac85891efe516e712fb,101,3.x.x.x,True,False,False,proteina-8ac85891efe516e712fb,True
proteina-2d888115068f4b03bc4d,101,3.x.x.x,True,True,False,,False
proteina-821dbb91ef8e666208ce,101,3.x.x.x,True,False,False,proteina-821dbb91ef8e666208ce,True
proteina-60aee881a3c3c8bb51fd,101,3.x.x.x,True,False,False,proteina-60aee881a3c3c8bb51fd,True
proteina-b452c57654c833b4162a,101,3.x.x.x,True,False,False,proteina-b452c57654c833b4162a,True
proteina-2ed0a80091160e7d4353,101,3.x.x.x,True,False,False,proteina-2ed0a80091160e7d4353,True
proteina-f345af890faf0c006d79,101,3.x.x.x,False,False,False,,False
proteina-16cc2cf9a594e056abce,101,3.x.x.x,True,False,False,proteina-16cc2cf9a594e056abce,True
proteina-97ffd90f0d206a53ad72,103,2.x.x.x,True,True,False,,False
proteina-afb48f80c3a0890e36a2,103,2.x.x.x,False,False,False,,False
proteina-fe1d69eeeb2a0ae72818,103,2.x.x.x,True,False,False,proteina-fe1d69eeeb2a0ae72818,True
proteina-1ee7e18e726207741373,103,2.x.x.x,True,False,False,proteina-1ee7e18e726207741373,True
proteina-4614eb47b733de46f739,103,2.x.x.x,False,True,False,,False
proteina-503cf51570014173a98e,103,2.x.x.x,True,False,False,proteina-503cf51570014173a98e,True
proteina-6a571390d90db16bf40a,103,2.x.x.x,False,False,False,,False
proteina-9c560c49dd6f8a0d469e,103,2.x.x.x,True,False,False,proteina-9c560c49dd6f8a0d469e,True
proteina-c46ef21c05534858f93d,103,2.x.x.x,False,False,False,,False
proteina-e58e2472c11784caf10b,103,2.x.x.x,False,False,False,,False
proteina-ac8376f7c78675d24ce9,103,2.x.x.x,True,True,False,,False
proteina-834b0af66d9e8ab8e602,103,2.x.x.x,False,False,False,,False
proteina-74cb2b378942dc7aa099,103,2.x.x.x,True,False,False,proteina-74cb2b378942dc7aa099,True
proteina-d1a4fdc281d15f8ec7b4,103,2.x.x.x,False,False,False,,False
proteina-c85a9fda3babfd68f5e1,103,2.x.x.x,True,False,False,proteina-c85a9fda3babfd68f5e1,True
proteina-c11d17d8a861b694420e,103,2.x.x.x,True,False,False,proteina-c11d17d8a861b694420e,True
proteina-060dc58516c6018c459c,103,2.x.x.x,False,False,False,,False
proteina-04613d8c49746a1140e6,103,2.x.x.x,False,True,False,,False
proteina-4813ee0c47c1aa604bea,107,1.x.x.x,True,False,False,proteina-0089e82f96349558165f,True
proteina-507de805a5bfb7bd3812,107,1.x.x.x,True,False,False,proteina-507de805a5bfb7bd3812,True
proteina-fdae39c0b90f7d2eee64,107,1.x.x.x,True,False,False,proteina-fdae39c0b90f7d2eee64,True
proteina-750c490871fecdfa4b7c,107,1.x.x.x,True,True,False,,False
proteina-8f3cb61c8893cd94ea23,107,1.x.x.x,False,False,False,,False
proteina-732effa5dc48b37ce342,107,1.x.x.x,True,True,False,,False
proteina-dd5ab5a61d14941b08ee,107,1.x.x.x,True,False,False,proteina-dd5ab5a61d14941b08ee,True
proteina-270340b6487299b58ba7,107,1.x.x.x,True,False,False,proteina-0089e82f96349558165f,True
proteina-0396b02d1498a4450fc6,107,1.x.x.x,True,False,False,proteina-0396b02d1498a4450fc6,True
proteina-8389e848db7dc4157b20,107,1.x.x.x,False,False,False,,False
proteina-16280e4569a0253b7c6f,107,1.x.x.x,True,False,False,proteina-16280e4569a0253b7c6f,True
proteina-cb05c16b58337200daf3,107,1.x.x.x,True,False,False,proteina-0089e82f96349558165f,True
proteina-c1424b3955d686c8028e,107,1.x.x.x,True,False,False,proteina-c1424b3955d686c8028e,True
proteina-ea89c99390f4bc8a0c4f,107,1.x.x.x,False,False,False,,False
proteina-8a352688b50d20d181a7,107,1.x.x.x,True,False,False,proteina-8a352688b50d20d181a7,True
proteina-3b69803b62f8f867eb3b,111,1.x.x.x,True,False,True,,False
proteina-c961dd10e17e0bb69f00,111,1.x.x.x,True,False,False,proteina-c961dd10e17e0bb69f00,True
proteina-2306d67f9af79796420f,111,1.x.x.x,True,True,False,,False
proteina-acc398b47cbf50d719f3,111,1.x.x.x,False,False,False,,False
proteina-3eaa705d7cd07dd71e57,111,1.x.x.x,True,False,False,proteina-3eaa705d7cd07dd71e57,True
proteina-194fdb33b23e2913ce22,111,1.x.x.x,True,True,False,,False
proteina-adbc63857c74a6f8b33a,113,1.x.x.x,True,False,False,proteina-adbc63857c74a6f8b33a,True
proteina-7764eeb877ae74e0493f,113,1.x.x.x,True,False,False,proteina-0089e82f96349558165f,False
proteina-94c9a2c4bb989d6e3515,113,1.x.x.x,True,False,False,proteina-0089e82f96349558165f,True
proteina-9e9a6f17c21dfb93a196,113,1.x.x.x,True,False,False,proteina-9e9a6f17c21dfb93a196,True
proteina-b00ecf8fad85bbd90aec,113,1.x.x.x,True,True,False,,False
proteina-baa33a748870f0606c9c,113,1.x.x.x,True,True,False,,False
proteina-6fb507b0cbb751244842,113,1.x.x.x,True,False,False,proteina-6fb507b0cbb751244842,True
proteina-e06f1fcb64cc5ec31e55,113,1.x.x.x,True,True,False,,False
proteina-2469cc3a185e498d5ed7,113,1.x.x.x,True,False,False,proteina-2469cc3a185e498d5ed7,True
proteina-9e89c0b1eb3550fb64ac,113,2.x.x.x,True,False,False,proteina-9e89c0b1eb3550fb64ac,True
proteina-370f17fba1aec39df9fc,113,2.x.x.x,True,False,False,proteina-370f17fba1aec39df9fc,True
proteina-826259dbc0f15ea42b49,113,2.x.x.x,True,False,False,proteina-826259dbc0f15ea42b49,True
proteina-1b0486ad4dcf2bfc09e8,113,2.x.x.x,True,False,False,proteina-1b0486ad4dcf2bfc09e8,True
proteina-3303c6fc29c633343dbf,113,2.x.x.x,True,False,False,proteina-3303c6fc29c633343dbf,True
proteina-e52936d481dac45cedd9,113,2.x.x.x,False,False,False,,False
proteina-6c702669958850108777,113,2.x.x.x,True,False,False,proteina-6c702669958850108777,True
proteina-0c286f4b637bac00c431,113,2.x.x.x,True,False,False,proteina-0c286f4b637bac00c431,True
proteina-ac366c46ad66835a98da,113,2.x.x.x,False,True,False,,False
proteina-79a1ad6b3baaf3693ccb,113,2.x.x.x,True,True,False,,False
proteina-44ffecabed4b1c0642cb,113,2.x.x.x,True,False,False,proteina-44ffecabed4b1c0642cb,True
proteina-8671a2ead6c70feb0ac7,113,2.x.x.x,True,False,False,proteina-8671a2ead6c70feb0ac7,True
proteina-c987395673c763dc4286,113,2.x.x.x,True,True,False,,False
proteina-5d7d38fbcac660aa1503,113,2.x.x.x,True,False,False,proteina-5d7d38fbcac660aa1503,True
proteina-06795d05cf5e2648c358,113,2.x.x.x,True,False,False,proteina-06795d05cf5e2648c358,True
proteina-b5c8889c364a42fdc2fd,116,unconditional,True,False,False,proteina-b5c8889c364a42fdc2fd,True
proteina-6ce31e5a4671b107f5f7,116,unconditional,True,False,False,proteina-6ce31e5a4671b107f5f7,True
proteina-a8ede6bd48f32b97df30,116,unconditional,False,True,False,,False
proteina-be976019546f2340638c,116,unconditional,True,True,False,,False
proteina-b720c2cefa475f98f9f5,116,unconditional,True,False,False,proteina-b720c2cefa475f98f9f5,True
