query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm
proteina-3b69803b62f8f867eb3b,legacy__denovo_pdb__2wqh_A,8.190E-01,8.698E-01,0.937,0.962,8.158E-01,proteina-3b69803b62f8f867eb3b,0.819
proteina-4167b26f790e0d009793,legacy__denovo_pdb__7bid_A,8.241E-01,9.323E-01,0.861,0.948,8.752E-01,proteina-4167b26f790e0d009793,0.8241
proteina-4a1245a8a713ff2fa1d3,legacy__denovo_pdb__4hxt_A,8.099E-01,8.571E-01,0.954,0.923,8.218E-01,proteina-4a1245a8a713ff2fa1d3,0.8099
proteina-c3fba396bf3becd3ded4,legacy__denovo_pdb__7bid_A,9.379E-01,9.058E-01,1.000,0.944,9.149E-01,proteina-c3fba396bf3becd3ded4,0.9058
proteina-9b7e77c3346a32876593,legacy__denovo_pdb__5hrz_A,8.032E-01,8.032E-01,1.000,0.934,7.718E-01,proteina-9b7e77c3346a32876593,0.8032
proteina-411157d86a320ca597f8,legacy__denovo_pdb__4hxt_A,8.210E-01,9.125E-01,0.946,0.992,8.528E-01,proteina-411157d86a320ca597f8,0.821
proteina-0ec99dfccce07ae10934,legacy__denovo_pdb__6tjg_A,8.917E-01,9.432E-01,1.000,0.981,9.096E-01,proteina-0ec99dfccce07ae10934,0.8917
proteina-0ec99dfccce07ae10934,legacy__denovo_pdb__7awz_A,8.564E-01,9.253E-01,0.985,0.968,8.825E-01,proteina-0ec99dfccce07ae10934,0.8564
proteina-0ec99dfccce07ae10934,legacy__denovo_pdb__6g6m_A,8.652E-01,9.140E-01,1.000,0.978,8.763E-01,proteina-0ec99dfccce07ae10934,0.8652
proteina-0ec99dfccce07ae10934,legacy__denovo_pdb__6y7p_A,8.631E-01,9.145E-01,1.000,0.981,8.750E-01,proteina-0ec99dfccce07ae10934,0.8631
proteina-0ec99dfccce07ae10934,legacy__denovo_pdb__7awy_A,8.428E-01,9.158E-01,0.979,0.968,8.690E-01,proteina-0ec99dfccce07ae10934,0.8428
proteina-0ec99dfccce07ae10934,legacy__denovo_pdb__7ax0_A,8.483E-01,9.054E-01,0.982,0.946,8.687E-01,proteina-0ec99dfccce07ae10934,0.8483
proteina-0ec99dfccce07ae10934,legacy__denovo_pdb__7ax2_A,8.361E-01,9.085E-01,0.982,0.958,8.619E-01,proteina-0ec99dfccce07ae10934,0.8361
proteina-0ec99dfccce07ae10934,legacy__denovo_pdb__6g6p_A,8.455E-01,8.982E-01,1.000,0.984,8.570E-01,proteina-0ec99dfccce07ae10934,0.8455
proteina-8803948176ca13090eb3,legacy__denovo_pdb__7bid_A,8.921E-01,9.105E-01,0.935,0.941,8.969E-01,proteina-8803948176ca13090eb3,0.8921
proteina-3b420df2dfe8b928e92b,legacy__denovo_pdb__7bid_A,8.928E-01,9.452E-01,0.934,0.965,9.156E-01,proteina-3b420df2dfe8b928e92b,0.8928
proteina-b3a86882a80c54d610ab,foldbench__8b4u-assembly1__A,8.333E-01,8.014E-01,0.977,0.974,7.996E-01,proteina-b3a86882a80c54d610ab,0.8014
proteina-b3a86882a80c54d610ab,legacy__foldbench100__8b4u_A,8.333E-01,8.014E-01,0.977,0.974,7.996E-01,proteina-b3a86882a80c54d610ab,0.8014
proteina-a5b08034dacb7c67b12b,legacy__denovo_pdb__7bid_A,8.851E-01,9.279E-01,0.927,0.944,9.030E-01,proteina-a5b08034dacb7c67b12b,0.8851
proteina-5ebb8b255eb7bac8447c,legacy__denovo_pdb__9n0j_A,8.127E-01,8.246E-01,0.961,0.984,7.935E-01,proteina-5ebb8b255eb7bac8447c,0.8127
proteina-5ebb8b255eb7bac8447c,legacy__denovo_pdb__9tas_A,8.023E-01,8.139E-01,0.961,0.984,7.792E-01,proteina-5ebb8b255eb7bac8447c,0.8023
proteina-6df77dfc4e1efd2d911c,legacy__denovo_pdb__7bid_A,9.193E-01,9.002E-01,0.996,0.916,9.061E-01,proteina-6df77dfc4e1efd2d911c,0.9002
proteina-ad624d2a8a122a9c84ac,legacy__denovo_pdb__5j0i_A,8.818E-01,8.930E-01,0.959,1.000,8.531E-01,proteina-ad624d2a8a122a9c84ac,0.8818
proteina-ad624d2a8a122a9c84ac,legacy__denovo_pdb__6n9h_A,8.505E-01,8.407E-01,0.986,1.000,7.886E-01,proteina-ad624d2a8a122a9c84ac,0.8407
proteina-ad624d2a8a122a9c84ac,legacy__denovo_pdb__6naf_A,8.311E-01,8.311E-01,0.986,1.000,7.726E-01,proteina-ad624d2a8a122a9c84ac,0.8311
proteina-35db03e92b7fdee3cc3c,legacy__denovo_pdb__4hxt_A,8.292E-01,8.417E-01,0.952,0.939,8.171E-01,proteina-35db03e92b7fdee3cc3c,0.8292
proteina-d20990d4c50ac864a73f,legacy__denovo_pdb__2fo7_A,8.508E-01,8.853E-01,0.972,0.985,8.395E-01,proteina-d20990d4c50ac864a73f,0.8508
proteina-d20990d4c50ac864a73f,legacy__denovo_pdb__8ckr_A,8.359E-01,8.694E-01,0.972,0.985,8.215E-01,proteina-d20990d4c50ac864a73f,0.8359
proteina-d20990d4c50ac864a73f,legacy__denovo_pdb__8cig_A,8.348E-01,8.683E-01,0.972,0.985,8.205E-01,proteina-d20990d4c50ac864a73f,0.8348
proteina-d20990d4c50ac864a73f,legacy__denovo_pdb__8bu0_A,8.286E-01,8.616E-01,0.972,0.985,8.114E-01,proteina-d20990d4c50ac864a73f,0.8286
proteina-d20990d4c50ac864a73f,legacy__denovo_pdb__2hyz_A,8.178E-01,8.502E-01,0.972,0.985,7.981E-01,proteina-d20990d4c50ac864a73f,0.8178
proteina-4f7fbde5ac110d13b3c1,foldbench__8ak2-assembly1__A,8.983E-01,9.101E-01,0.997,1.000,8.904E-01,proteina-4f7fbde5ac110d13b3c1,0.8983
proteina-4f7fbde5ac110d13b3c1,legacy__foldbench100__8ak2_A,8.983E-01,9.101E-01,0.997,1.000,8.904E-01,proteina-4f7fbde5ac110d13b3c1,0.8983
proteina-13619b07ff52cd26b8ec,legacy__denovo_pdb__5j0i_A,8.690E-01,9.248E-01,0.987,1.000,8.696E-01,proteina-13619b07ff52cd26b8ec,0.869
proteina-13619b07ff52cd26b8ec,legacy__denovo_pdb__6n9h_A,8.194E-01,8.486E-01,0.974,0.960,7.889E-01,proteina-13619b07ff52cd26b8ec,0.8194
proteina-13619b07ff52cd26b8ec,legacy__denovo_pdb__6naf_A,8.132E-01,8.520E-01,0.974,0.973,7.851E-01,proteina-13619b07ff52cd26b8ec,0.8132
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6rlh_A,8.274E-01,9.156E-01,0.964,1.000,8.562E-01,proteina-1fcd9147228ec608c364,0.8274
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6rli_A,8.297E-01,9.114E-01,0.964,0.992,8.560E-01,proteina-1fcd9147228ec608c364,0.8297
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6qsg_A,8.309E-01,9.094E-01,0.964,0.988,8.559E-01,proteina-1fcd9147228ec608c364,0.8309
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6qse_A,8.295E-01,9.078E-01,0.964,0.988,8.543E-01,proteina-1fcd9147228ec608c364,0.8295
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__3ww9_A,8.275E-01,9.054E-01,0.964,0.988,8.514E-01,proteina-1fcd9147228ec608c364,0.8275
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6rej_A,8.258E-01,9.070E-01,0.960,0.992,8.513E-01,proteina-1fcd9147228ec608c364,0.8258
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6f0s_A,8.266E-01,9.046E-01,0.964,0.988,8.512E-01,proteina-1fcd9147228ec608c364,0.8266
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__3wwa_A,8.267E-01,9.046E-01,0.964,0.988,8.508E-01,proteina-1fcd9147228ec608c364,0.8267
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6rem_A,8.262E-01,9.039E-01,0.964,0.988,8.500E-01,proteina-1fcd9147228ec608c364,0.8262
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6reo_A,8.255E-01,9.032E-01,0.964,0.988,8.491E-01,proteina-1fcd9147228ec608c364,0.8255
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6qsd_A,8.232E-01,9.041E-01,0.957,0.988,8.487E-01,proteina-1fcd9147228ec608c364,0.8232
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6qsh_A,8.159E-01,9.098E-01,0.964,0.996,8.475E-01,proteina-1fcd9147228ec608c364,0.8159
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6rek_A,8.231E-01,9.004E-01,0.964,0.988,8.463E-01,proteina-1fcd9147228ec608c364,0.8231
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6i38_A,8.035E-01,8.789E-01,0.942,0.964,8.262E-01,proteina-1fcd9147228ec608c364,0.8035
proteina-1fcd9147228ec608c364,legacy__denovo_pdb__6i37_A,8.053E-01,8.804E-01,0.953,0.976,8.258E-01,proteina-1fcd9147228ec608c364,0.8053
proteina-edd385cd1764f80a4c7b,legacy__denovo_pdb__6i38_A,8.054E-01,8.435E-01,0.996,1.000,8.001E-01,proteina-edd385cd1764f80a4c7b,0.8054
proteina-0ca35fb13211716fc33c,legacy__denovo_pdb__5di5_A,8.544E-01,8.932E-01,0.950,0.984,8.627E-01,proteina-0ca35fb13211716fc33c,0.8544
proteina-0ca35fb13211716fc33c,legacy__denovo_pdb__5dra_A,8.500E-01,8.927E-01,0.955,0.968,8.576E-01,proteina-0ca35fb13211716fc33c,0.85
proteina-1c2ebb844b75cdace1ee,legacy__denovo_pdb__2wqh_A,8.161E-01,9.122E-01,0.872,0.981,8.421E-01,proteina-1c2ebb844b75cdace1ee,0.8161
proteina-1c2ebb844b75cdace1ee,legacy__denovo_pdb__5hrz_A,8.766E-01,8.439E-01,1.000,0.951,8.261E-01,proteina-1c2ebb844b75cdace1ee,0.8439
proteina-6c0c1a46f0d328c2e396,legacy__denovo_pdb__7bid_A,8.048E-01,8.419E-01,1.000,0.983,8.081E-01,proteina-6c0c1a46f0d328c2e396,0.8048
proteina-7226c8c2a780750f9d5b,legacy__denovo_pdb__6tjg_A,8.323E-01,9.577E-01,0.962,0.994,8.908E-01,proteina-7226c8c2a780750f9d5b,0.8323
proteina-7226c8c2a780750f9d5b,legacy__denovo_pdb__6g6m_A,8.004E-01,9.192E-01,0.967,0.997,8.522E-01,proteina-7226c8c2a780750f9d5b,0.8004
proteina-076dfb477eca9887bac0,legacy__denovo_pdb__5j0i_A,8.012E-01,8.115E-01,0.946,0.877,7.798E-01,proteina-076dfb477eca9887bac0,0.8012
proteina-3583ead6f1520c7fd22e,legacy__denovo_pdb__7bid_A,8.820E-01,9.422E-01,0.958,1.000,9.050E-01,proteina-3583ead6f1520c7fd22e,0.882
proteina-dc646150f701dc40fda1,legacy__denovo_pdb__5j0i_A,8.519E-01,8.628E-01,0.919,1.000,8.285E-01,proteina-dc646150f701dc40fda1,0.8519
proteina-dc646150f701dc40fda1,legacy__denovo_pdb__6n9h_A,8.239E-01,8.143E-01,0.959,1.000,7.677E-01,proteina-dc646150f701dc40fda1,0.8143
proteina-dc646150f701dc40fda1,legacy__denovo_pdb__6naf_A,8.098E-01,8.098E-01,0.932,1.000,7.570E-01,proteina-dc646150f701dc40fda1,0.8098
proteina-dafac5ba76ad980e24e6,legacy__denovo_pdb__7bid_A,8.934E-01,8.964E-01,0.944,0.937,8.900E-01,proteina-dafac5ba76ad980e24e6,0.8934
proteina-2ddb55d7fac5b0e46c42,legacy__denovo_pdb__6tjg_A,8.883E-01,9.403E-01,0.920,0.988,9.106E-01,proteina-2ddb55d7fac5b0e46c42,0.8883
proteina-2ddb55d7fac5b0e46c42,legacy__denovo_pdb__7awz_A,8.287E-01,8.959E-01,0.870,0.952,8.560E-01,proteina-2ddb55d7fac5b0e46c42,0.8287
proteina-2ddb55d7fac5b0e46c42,legacy__denovo_pdb__6g6m_A,8.419E-01,8.898E-01,0.912,0.981,8.548E-01,proteina-2ddb55d7fac5b0e46c42,0.8419
proteina-2ddb55d7fac5b0e46c42,legacy__denovo_pdb__6y7p_A,8.392E-01,8.897E-01,0.909,0.981,8.537E-01,proteina-2ddb55d7fac5b0e46c42,0.8392
proteina-2ddb55d7fac5b0e46c42,legacy__denovo_pdb__7awy_A,8.211E-01,8.931E-01,0.867,0.955,8.503E-01,proteina-2ddb55d7fac5b0e46c42,0.8211
proteina-2ddb55d7fac5b0e46c42,legacy__denovo_pdb__7ax0_A,8.270E-01,8.832E-01,0.870,0.934,8.497E-01,proteina-2ddb55d7fac5b0e46c42,0.827
proteina-2ddb55d7fac5b0e46c42,legacy__denovo_pdb__6g6p_A,8.242E-01,8.758E-01,0.920,0.987,8.366E-01,proteina-2ddb55d7fac5b0e46c42,0.8242
proteina-2ddb55d7fac5b0e46c42,legacy__denovo_pdb__7ax2_A,8.010E-01,8.701E-01,0.956,0.987,8.252E-01,proteina-2ddb55d7fac5b0e46c42,0.801
proteina-8834167288fee840e3b5,legacy__denovo_pdb__4r5c_A,8.596E-01,8.486E-01,0.927,0.957,8.456E-01,proteina-8834167288fee840e3b5,0.8486
proteina-e87051ba80f4e9b22eed,legacy__denovo_pdb__7bid_A,8.480E-01,8.508E-01,0.937,0.934,8.363E-01,proteina-e87051ba80f4e9b22eed,0.848
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6i39_A,8.657E-01,9.148E-01,0.989,1.000,8.754E-01,proteina-f85b01ef1e8345c61c8a,0.8657
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6i3a_A,8.385E-01,8.861E-01,0.962,0.972,8.483E-01,proteina-f85b01ef1e8345c61c8a,0.8385
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6i38_A,8.266E-01,8.736E-01,0.944,0.952,8.365E-01,proteina-f85b01ef1e8345c61c8a,0.8266
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6qsg_A,8.140E-01,8.605E-01,0.940,0.936,8.248E-01,proteina-f85b01ef1e8345c61c8a,0.814
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6qse_A,8.124E-01,8.587E-01,0.940,0.936,8.229E-01,proteina-f85b01ef1e8345c61c8a,0.8124
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6rli_A,8.105E-01,8.600E-01,0.925,0.936,8.226E-01,proteina-f85b01ef1e8345c61c8a,0.8105
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6reo_A,8.124E-01,8.582E-01,0.940,0.936,8.226E-01,proteina-f85b01ef1e8345c61c8a,0.8124
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6qsd_A,8.100E-01,8.592E-01,0.940,0.940,8.213E-01,proteina-f85b01ef1e8345c61c8a,0.81
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6i37_A,8.118E-01,8.578E-01,0.925,0.940,8.206E-01,proteina-f85b01ef1e8345c61c8a,0.8118
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6rlh_A,8.035E-01,8.589E-01,0.917,0.935,8.183E-01,proteina-f85b01ef1e8345c61c8a,0.8035
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6f0s_A,8.085E-01,8.544E-01,0.940,0.936,8.182E-01,proteina-f85b01ef1e8345c61c8a,0.8085
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6rej_A,8.063E-01,8.551E-01,0.940,0.936,8.175E-01,proteina-f85b01ef1e8345c61c8a,0.8063
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6rem_A,8.081E-01,8.539E-01,0.940,0.936,8.172E-01,proteina-f85b01ef1e8345c61c8a,0.8081
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__6rek_A,8.073E-01,8.532E-01,0.936,0.932,8.172E-01,proteina-f85b01ef1e8345c61c8a,0.8073
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__3wwa_A,8.079E-01,8.537E-01,0.940,0.936,8.171E-01,proteina-f85b01ef1e8345c61c8a,0.8079
proteina-f85b01ef1e8345c61c8a,legacy__denovo_pdb__3ww9_A,8.070E-01,8.527E-01,0.940,0.936,8.158E-01,proteina-f85b01ef1e8345c61c8a,0.807
proteina-c0793cd1dbdc81a45d07,legacy__denovo_pdb__5di5_A,9.095E-01,8.955E-01,0.973,0.990,8.944E-01,proteina-c0793cd1dbdc81a45d07,0.8955
proteina-c0793cd1dbdc81a45d07,legacy__denovo_pdb__5dra_A,8.979E-01,8.888E-01,0.989,0.989,8.815E-01,proteina-c0793cd1dbdc81a45d07,0.8888
proteina-d2fbec3e841155397946,legacy__denovo_pdb__4hxt_A,8.220E-01,9.138E-01,0.935,0.996,8.541E-01,proteina-d2fbec3e841155397946,0.822
proteina-e11730cb43e029f550c2,legacy__denovo_pdb__6g6m_A,8.496E-01,8.984E-01,0.938,0.938,8.657E-01,proteina-e11730cb43e029f550c2,0.8496
proteina-e11730cb43e029f550c2,legacy__denovo_pdb__6y7p_A,8.464E-01,8.976E-01,0.938,0.940,8.629E-01,proteina-e11730cb43e029f550c2,0.8464
proteina-e11730cb43e029f550c2,legacy__denovo_pdb__7awz_A,8.398E-01,9.065E-01,0.968,0.965,8.614E-01,proteina-e11730cb43e029f550c2,0.8398
proteina-e11730cb43e029f550c2,legacy__denovo_pdb__7ax0_A,8.368E-01,8.924E-01,0.973,0.950,8.532E-01,proteina-e11730cb43e029f550c2,0.8368
proteina-e11730cb43e029f550c2,legacy__denovo_pdb__6tjg_A,8.383E-01,8.862E-01,0.944,0.938,8.522E-01,proteina-e11730cb43e029f550c2,0.8383
