query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm,reference_split
proteina-f1cedd423fcc14958da5,A0A6N7FGK9,4.125E-01,4.366E-01,0.820,0.929,4.096E-01,proteina-f1cedd423fcc14958da5,0.4125,train
proteina-c797ab2ab2272ea39fde,A0A2T9WN01,5.619E-01,6.113E-01,0.878,0.993,5.663E-01,proteina-c797ab2ab2272ea39fde,0.5619,train
proteina-ccb31ee78534160a14e1,A0A6U5W3J9,5.865E-01,6.296E-01,0.710,0.768,5.960E-01,proteina-ccb31ee78534160a14e1,0.5865,train
proteina-d24c91e4f1486872a96b,K0N4N2,4.636E-01,4.621E-01,1.000,0.840,4.377E-01,proteina-d24c91e4f1486872a96b,0.4621,train
proteina-d5aa20f583cd213d1be0,A0A178IKV9,7.369E-01,7.544E-01,1.000,0.866,7.299E-01,proteina-d5aa20f583cd213d1be0,0.7369,train
proteina-dd18a5d243daa6cde904,A0A7H2BBI1,5.280E-01,5.796E-01,0.898,0.920,5.275E-01,proteina-dd18a5d243daa6cde904,0.528,train
proteina-e3faf485c81842eac899,A0A5M4ANZ7,3.706E-01,3.523E-01,0.953,0.833,3.392E-01,proteina-e3faf485c81842eac899,0.3523,train
proteina-e9368cf98771071d1d56,A0A7R9GE62,4.847E-01,5.230E-01,0.959,0.887,4.865E-01,proteina-e9368cf98771071d1d56,0.4847,train
proteina-f04c94c8e64126911d69,A0A2D6WWC6,8.846E-01,8.057E-01,1.000,0.914,7.937E-01,proteina-f04c94c8e64126911d69,0.8057,train
proteina-f07418e58b23b9f75916,A0A1Y1Q4A5,5.365E-01,5.329E-01,0.953,0.900,5.105E-01,proteina-f07418e58b23b9f75916,0.5329,train
proteina-f5fd4b075da8872c4d29,A0A2Z6UA77,7.256E-01,7.372E-01,0.944,0.926,7.177E-01,proteina-f5fd4b075da8872c4d29,0.7256,train
proteina-5316fce4f4324873fc59,E1ZS62,8.303E-01,7.802E-01,0.992,0.845,7.952E-01,proteina-5316fce4f4324873fc59,0.7802,train
proteina-5d43bdf55ee2637438b8,A0A0E3P6J2,4.392E-01,4.762E-01,0.922,0.993,4.311E-01,proteina-5d43bdf55ee2637438b8,0.4392,train
proteina-627391eb4469b8c17706,A0A818JBZ5,8.783E-01,9.089E-01,0.910,0.984,8.876E-01,proteina-627391eb4469b8c17706,0.8783,train
proteina-69a9c095e22cbffccd2b,A0A1D6HM87,5.094E-01,4.416E-01,0.865,0.895,4.503E-01,proteina-69a9c095e22cbffccd2b,0.4416,train
proteina-7329bec2d717f63633c1,A0A225D8K6,4.748E-01,4.737E-01,1.000,0.906,4.560E-01,proteina-7329bec2d717f63633c1,0.4737,train
proteina-773ccd020ff944d57631,A0A1X7H4R1,4.861E-01,6.176E-01,0.794,0.842,5.336E-01,proteina-773ccd020ff944d57631,0.4861,train
proteina-8199a74be41c989929cd,A0A7V5SQJ2,8.488E-01,7.780E-01,0.993,0.955,7.960E-01,proteina-8199a74be41c989929cd,0.778,train
proteina-857b3e84f6d362b4c434,A0A662PKA3,5.550E-01,6.110E-01,0.995,0.922,5.558E-01,proteina-857b3e84f6d362b4c434,0.555,train
proteina-8989159dc89e8016ef67,A0A534IYG9,4.604E-01,5.469E-01,0.791,0.995,4.733E-01,proteina-8989159dc89e8016ef67,0.4604,train
proteina-8aaa283212987eef999b,X1QJJ9,3.480E-01,4.117E-01,0.978,0.931,3.591E-01,proteina-8aaa283212987eef999b,0.348,train
proteina-64bb3b4fa3d2c604da6f,A0A2K4ICM4,7.176E-01,7.662E-01,0.990,0.955,6.962E-01,proteina-64bb3b4fa3d2c604da6f,0.7176,train
proteina-691ad06e3a646f93b3ea,A0A836Q2G0,7.222E-01,7.397E-01,0.870,0.815,7.167E-01,proteina-691ad06e3a646f93b3ea,0.7222,train
proteina-6d57ac1e7c6bfa485f49,A0A831JZD4,5.822E-01,5.803E-01,0.702,1.000,5.609E-01,proteina-6d57ac1e7c6bfa485f49,0.5803,train
proteina-7246618b17430c60ae31,A0A818JBZ5,8.596E-01,7.732E-01,0.945,0.934,8.008E-01,proteina-7246618b17430c60ae31,0.7732,train
proteina-7736fec1ccf134b74862,A0A537UM76,6.607E-01,5.870E-01,0.957,0.803,6.034E-01,proteina-7736fec1ccf134b74862,0.587,train
proteina-7f41b24892cff431a49b,A0A2X1BDB8,5.094E-01,4.969E-01,0.934,0.880,4.827E-01,proteina-7f41b24892cff431a49b,0.4969,train
proteina-875b4be0569a26f17b9d,A0A7J7Q4G6,5.320E-01,4.894E-01,0.961,0.977,4.910E-01,proteina-875b4be0569a26f17b9d,0.4894,train
proteina-8cf02317b8280be79a74,A0A1K1MNJ6,8.147E-01,7.646E-01,0.988,0.879,7.723E-01,proteina-8cf02317b8280be79a74,0.7646,train
proteina-94898462a605bbc43640,A0A524DRE3,4.823E-01,4.972E-01,0.932,0.904,4.521E-01,proteina-94898462a605bbc43640,0.4823,train
proteina-951e96fc323a5038f591,A0A553I2Z7,7.919E-01,8.854E-01,0.888,0.987,8.116E-01,proteina-951e96fc323a5038f591,0.7919,train
proteina-ec3cd21bb1803fab3589,A0A443SNN3,6.455E-01,7.515E-01,0.882,0.957,6.813E-01,proteina-ec3cd21bb1803fab3589,0.6455,train
proteina-f2f5194f9797cf1acd42,A0A850MK62,8.936E-01,8.810E-01,1.000,0.969,8.424E-01,proteina-f2f5194f9797cf1acd42,0.881,train
proteina-f73ad589dcec210e0a72,A0A2W5Y416,5.862E-01,7.100E-01,0.972,0.983,6.300E-01,proteina-f73ad589dcec210e0a72,0.5862,train
proteina-fc286319d841808beb79,A0A257ETF2,5.430E-01,6.199E-01,0.950,0.960,5.592E-01,proteina-fc286319d841808beb79,0.543,train
proteina-06d565335a5699041b67,A0A1T4LY10,7.184E-01,7.063E-01,0.871,0.942,6.684E-01,proteina-06d565335a5699041b67,0.7063,train
proteina-0afc2659289e7f714418,A0A061SLA5,5.139E-01,5.234E-01,0.713,0.805,5.053E-01,proteina-0afc2659289e7f714418,0.5139,train
proteina-1553aa8634f7fbf04f61,A0A843FBQ7,6.457E-01,7.213E-01,0.919,0.941,6.648E-01,proteina-1553aa8634f7fbf04f61,0.6457,train
proteina-1d0306773df3215091e0,A0A835SLL2,7.570E-01,7.215E-01,0.956,0.994,7.290E-01,proteina-1d0306773df3215091e0,0.7215,train
proteina-22cd8225b10c25b89bde,A0A7S1YC92,3.925E-01,3.988E-01,0.905,1.000,3.635E-01,proteina-22cd8225b10c25b89bde,0.3925,train
proteina-27f08801161c1df8bc7b,A0A7V9B377,5.533E-01,6.005E-01,0.972,0.939,5.499E-01,proteina-27f08801161c1df8bc7b,0.5533,train
proteina-b3e30cce32346422c4c3,A0A3A4PLL4,8.841E-01,8.567E-01,0.994,0.988,8.527E-01,proteina-b3e30cce32346422c4c3,0.8567,train
proteina-bdd4a701f6843855c76c,A0A7X8FLJ7,7.827E-01,7.516E-01,0.901,0.883,7.619E-01,proteina-bdd4a701f6843855c76c,0.7516,train
proteina-c58ba324d41c2e4eb7a2,A0A832YGJ8,6.065E-01,6.065E-01,0.797,0.885,5.709E-01,proteina-c58ba324d41c2e4eb7a2,0.6065,train
proteina-caa678019d42fb0f5ecb,A0A0G4J463,4.024E-01,4.685E-01,0.952,0.968,4.117E-01,proteina-caa678019d42fb0f5ecb,0.4024,train
proteina-d3a60eba0b8a389db2a5,A0A5J4UEG0,7.821E-01,7.892E-01,0.973,0.988,7.744E-01,proteina-d3a60eba0b8a389db2a5,0.7821,train
proteina-dc9f5525b0193f42aea7,A0A1C3EM28,4.556E-01,5.298E-01,0.967,0.934,4.662E-01,proteina-dc9f5525b0193f42aea7,0.4556,train
proteina-e09fa768ac3141b2c884,A0A1F5LIK0,6.022E-01,5.930E-01,0.952,1.000,5.744E-01,proteina-e09fa768ac3141b2c884,0.593,train
proteina-e5f1dda9f05f166d0167,A0A1G5CV75,6.128E-01,6.089E-01,0.989,0.916,5.893E-01,proteina-e5f1dda9f05f166d0167,0.6089,train
proteina-ea13290648629a0a3064,A0A2P6WDQ8,5.954E-01,5.417E-01,0.844,0.847,5.380E-01,proteina-ea13290648629a0a3064,0.5417,train
proteina-ed55e2ff2b30fcefa37b,A0A5C7PW48,3.285E-01,4.602E-01,0.765,0.979,3.696E-01,proteina-ed55e2ff2b30fcefa37b,0.3285,train
proteina-5dcaaa5085b761c8b81b,A0A6C1QRR9,6.630E-01,6.040E-01,0.973,0.890,5.981E-01,proteina-5dcaaa5085b761c8b81b,0.604,train
proteina-61abd8c0801aab8af3ae,A0A6M0RQG3,4.815E-01,6.414E-01,0.929,0.986,5.280E-01,proteina-61abd8c0801aab8af3ae,0.4815,train
proteina-65d65ffb0d28b2e378a7,A0A7J3QYZ0,5.244E-01,5.616E-01,0.866,0.696,5.201E-01,proteina-65d65ffb0d28b2e378a7,0.5244,train
proteina-6a8faf5e5ad040989470,E5WKI4,5.055E-01,5.153E-01,0.997,0.986,4.898E-01,proteina-6a8faf5e5ad040989470,0.5055,train
proteina-7101dba1dd7fea1d289c,C5LRG4,4.646E-01,4.823E-01,0.941,0.981,4.481E-01,proteina-7101dba1dd7fea1d289c,0.4646,train
proteina-7930427e22516f34827f,A0A6P4BV06,6.104E-01,7.600E-01,0.794,0.981,6.645E-01,proteina-7930427e22516f34827f,0.6104,train
proteina-82176ff7a3e85a489b96,A0A7W4EMH4,4.130E-01,4.211E-01,0.971,0.683,3.969E-01,proteina-82176ff7a3e85a489b96,0.413,train
proteina-875c8c117196961feb3e,A0A6M5YDD1,8.055E-01,7.674E-01,0.984,0.970,7.792E-01,proteina-875c8c117196961feb3e,0.7674,train
proteina-91727539b78183eae3e3,A0A2Z5ABR0,5.423E-01,6.234E-01,0.950,0.910,5.577E-01,proteina-91727539b78183eae3e3,0.5423,train
proteina-96c89e233d823447ed26,A0A6A6L5P7,8.178E-01,8.277E-01,0.930,0.926,8.057E-01,proteina-96c89e233d823447ed26,0.8178,train
proteina-60955b52ab6cab261f5f,A0A2M6YGH9,6.631E-01,6.770E-01,0.956,0.980,6.339E-01,proteina-60955b52ab6cab261f5f,0.6631,train
proteina-6419098713c101ba409e,A0A538S281,3.887E-01,5.630E-01,0.648,0.864,4.495E-01,proteina-6419098713c101ba409e,0.3887,train
proteina-69b08efe7f9293bacecb,A0A6P2AVB5,5.240E-01,5.599E-01,0.795,0.996,5.212E-01,proteina-69b08efe7f9293bacecb,0.524,train
proteina-7334bf4ba2cc345db127,A0A7Z9H4N6,4.651E-01,4.790E-01,0.856,0.742,4.458E-01,proteina-7334bf4ba2cc345db127,0.4651,train
proteina-764f1cf6044417ebba67,A0A645CIK7,8.346E-01,8.712E-01,0.964,0.986,8.329E-01,proteina-764f1cf6044417ebba67,0.8346,train
proteina-799713269853289b06ed,A0A2H0VPG1,4.515E-01,5.399E-01,0.974,0.965,4.743E-01,proteina-799713269853289b06ed,0.4515,train
proteina-80c1bcbd245082e3cf9b,A0A1M6BXX1,5.984E-01,7.193E-01,0.738,0.983,6.177E-01,proteina-80c1bcbd245082e3cf9b,0.5984,train
proteina-858a112134d33d90120e,A0A4Z0A0R8,5.824E-01,6.406E-01,0.757,0.794,5.823E-01,proteina-858a112134d33d90120e,0.5824,train
proteina-86191ae710640a9c6f88,A0A0A0RIA5,3.412E-01,3.836E-01,0.886,0.782,3.391E-01,proteina-86191ae710640a9c6f88,0.3412,train
proteina-8976186b4e25f8948ff6,A0A5N6VC62,7.079E-01,6.903E-01,0.883,0.937,6.823E-01,proteina-8976186b4e25f8948ff6,0.6903,train
proteina-a4cf50a80afab4a8aa48,A0A7C4NEH2,4.900E-01,4.997E-01,0.958,0.791,4.802E-01,proteina-a4cf50a80afab4a8aa48,0.49,train
proteina-ad656315df08adac468e,A0A2U2BRH3,7.201E-01,7.372E-01,1.000,0.986,7.143E-01,proteina-ad656315df08adac468e,0.7201,train
proteina-b67e345d1abcf2c41ddb,A0A7H0G6Z7,7.259E-01,6.962E-01,0.983,0.907,6.831E-01,proteina-b67e345d1abcf2c41ddb,0.6962,train
proteina-bb3ce2906a7617dfd1f1,A0A0G0ADL0,4.839E-01,4.715E-01,0.924,0.954,4.579E-01,proteina-bb3ce2906a7617dfd1f1,0.4715,train
proteina-c1424b3955d686c8028e,A0A4S5J2I1,6.542E-01,7.050E-01,0.963,1.000,6.356E-01,proteina-c1424b3955d686c8028e,0.6542,train
proteina-c1e6edc31e5cddc79908,X1D1F0,5.375E-01,5.975E-01,0.870,0.920,5.272E-01,proteina-c1e6edc31e5cddc79908,0.5375,train
proteina-c61f31f8439d712743d4,A0A840ULA0,6.906E-01,7.256E-01,0.952,0.879,6.936E-01,proteina-c61f31f8439d712743d4,0.6906,train
proteina-cfe86fb56af99654c9f8,A0A7X7XQK4,7.108E-01,6.779E-01,0.975,1.000,6.463E-01,proteina-cfe86fb56af99654c9f8,0.6779,train
proteina-d0ac93ad77cce53cd435,A0A7T5EXW8,8.526E-01,8.308E-01,0.993,1.000,8.161E-01,proteina-d0ac93ad77cce53cd435,0.8308,train
proteina-d327bd8ad777c901de8e,A0A431LHI6,7.279E-01,7.637E-01,0.850,0.862,7.362E-01,proteina-d327bd8ad777c901de8e,0.7279,train
proteina-3e42efcf996e2f7f0ef2,A0A150U0X3,5.869E-01,6.433E-01,0.984,0.973,5.945E-01,proteina-3e42efcf996e2f7f0ef2,0.5869,train
proteina-463a9713fd469e199e9d,A0A0E3P6J2,5.310E-01,5.545E-01,1.000,0.983,5.163E-01,proteina-463a9713fd469e199e9d,0.531,train
proteina-4b818330c2cb0ad9fc3c,E1ZS62,5.827E-01,6.914E-01,0.916,0.966,6.195E-01,proteina-4b818330c2cb0ad9fc3c,0.5827,train
proteina-530af321f51088c62298,A0A497PUM5,5.437E-01,5.814E-01,0.900,0.996,5.455E-01,proteina-530af321f51088c62298,0.5437,train
proteina-57a498f983c2150f972d,A0A4R8QHZ9,4.726E-01,5.530E-01,0.946,0.947,4.934E-01,proteina-57a498f983c2150f972d,0.4726,train
proteina-6064148a4936bfbd5b8d,A0A3A0G9R2,7.034E-01,7.364E-01,0.972,0.985,7.068E-01,proteina-6064148a4936bfbd5b8d,0.7034,train
proteina-6a2ceebd7da564257be0,A0A2D5EX85,5.803E-01,5.856E-01,0.970,0.952,5.681E-01,proteina-6a2ceebd7da564257be0,0.5803,train
proteina-736ce9b7778ad701022d,A0A1Q3SUU3,4.101E-01,5.016E-01,0.969,1.000,4.321E-01,proteina-736ce9b7778ad701022d,0.4101,train
proteina-76841970a5881bfc6001,A0A7C3QRD2,6.231E-01,7.184E-01,0.952,1.000,6.526E-01,proteina-76841970a5881bfc6001,0.6231,train
proteina-819cead63f0b5c46dec3,A0A7S1HSY0,6.511E-01,7.219E-01,0.796,0.847,6.704E-01,proteina-819cead63f0b5c46dec3,0.6511,train
proteina-50e507c6577860c53b7f,A0A1H7PCE1,5.799E-01,7.158E-01,0.730,0.955,6.153E-01,proteina-50e507c6577860c53b7f,0.5799,train
proteina-565a0348bd86f9e0ab94,A0A7H0G6Z7,7.395E-01,8.622E-01,0.955,1.000,7.834E-01,proteina-565a0348bd86f9e0ab94,0.7395,train
proteina-5c9f20116829d9d09328,A0A4P1QVY0,5.885E-01,5.691E-01,0.939,0.790,5.558E-01,proteina-5c9f20116829d9d09328,0.5691,train
proteina-64731de25a64a3b379e8,A0A6B2L6I1,7.093E-01,7.058E-01,0.927,0.922,6.903E-01,proteina-64731de25a64a3b379e8,0.7058,train
proteina-6c578826609dee274ca9,G0QMN0,7.492E-01,7.576E-01,0.939,0.967,7.284E-01,proteina-6c578826609dee274ca9,0.7492,train
proteina-7226c8c2a780750f9d5b,A0A7C1PKV4,8.303E-01,9.407E-01,0.967,0.982,8.807E-01,proteina-7226c8c2a780750f9d5b,0.8303,train
proteina-7863826f1f4da65bfa1a,A0A7R9ZTE0,4.471E-01,4.235E-01,0.982,0.855,4.105E-01,proteina-7863826f1f4da65bfa1a,0.4235,train
proteina-809e49864f314ce2ded4,A0A2A2L5G6,7.930E-01,7.443E-01,0.981,0.972,7.520E-01,proteina-809e49864f314ce2ded4,0.7443,train
proteina-877466406edc7f28010d,A0A2D5AEQ2,5.440E-01,5.609E-01,1.000,0.998,5.370E-01,proteina-877466406edc7f28010d,0.544,train
proteina-8d09eecd6dfbb165bd4a,D4XGL8,7.776E-01,7.937E-01,0.987,0.883,7.771E-01,proteina-8d09eecd6dfbb165bd4a,0.7776,train
proteina-d0f53351a06473e9cdca,S3CPI2,7.322E-01,7.152E-01,0.988,0.920,7.032E-01,proteina-d0f53351a06473e9cdca,0.7152,train
proteina-d6df21bc035713ad2c04,A0A2N5X0Y8,5.495E-01,6.035E-01,0.990,0.882,5.393E-01,proteina-d6df21bc035713ad2c04,0.5495,train
proteina-db0c33ea3bbbfbf6e525,Q1AW29,5.148E-01,5.095E-01,0.873,0.940,4.806E-01,proteina-db0c33ea3bbbfbf6e525,0.5095,train
proteina-dcdaef160a543b1a9286,A0A838VR00,5.997E-01,6.722E-01,0.986,0.981,6.145E-01,proteina-dcdaef160a543b1a9286,0.5997,train
proteina-e46c330d9371c455058c,A0A4R8QHZ9,7.623E-01,7.287E-01,0.955,0.940,7.274E-01,proteina-e46c330d9371c455058c,0.7287,train
proteina-e9f45592030e80cc31fd,A0A7S2LNA3,7.070E-01,6.542E-01,0.980,0.848,6.633E-01,proteina-e9f45592030e80cc31fd,0.6542,train
proteina-efc90a1a25bafeb4a49e,A0A0H5DNF0,5.673E-01,5.369E-01,0.922,0.901,5.264E-01,proteina-efc90a1a25bafeb4a49e,0.5369,train
proteina-f851cda84ee4dc07cafb,A0A6A5QJB8,4.498E-01,5.968E-01,0.915,0.892,5.010E-01,proteina-f851cda84ee4dc07cafb,0.4498,train
proteina-fef382629be50c9e0ad4,A0A0F0GTX6,4.707E-01,5.016E-01,0.985,0.929,4.615E-01,proteina-fef382629be50c9e0ad4,0.4707,train
proteina-03d69e956def70ade31e,A0A0N4WTI6,7.223E-01,7.122E-01,0.961,0.933,6.904E-01,proteina-03d69e956def70ade31e,0.7122,train
proteina-13a17f9f0a004d12912e,A0A7S7RQK2,5.015E-01,5.545E-01,0.997,0.959,5.078E-01,proteina-13a17f9f0a004d12912e,0.5015,train
proteina-19c7445e7756c57c4f2d,A0A498DND6,6.393E-01,6.684E-01,0.821,0.874,6.341E-01,proteina-19c7445e7756c57c4f2d,0.6393,train
proteina-1e307d8e510a194f1ad3,A0A816HBH1,8.671E-01,8.671E-01,0.911,0.964,8.610E-01,proteina-1e307d8e510a194f1ad3,0.8671,train
proteina-25f376ff3cffec7057b8,A0A358ZYC8,5.563E-01,5.245E-01,0.973,0.987,5.230E-01,proteina-25f376ff3cffec7057b8,0.5245,train
proteina-2ce919e5584d74395a61,A0A2E2C766,7.585E-01,7.856E-01,0.990,0.829,7.641E-01,proteina-2ce919e5584d74395a61,0.7585,train
proteina-37b331034a40865dce08,A0A7S1LN34,7.441E-01,7.689E-01,0.907,1.000,7.362E-01,proteina-37b331034a40865dce08,0.7441,train
proteina-3c4ae8102f4384bf1679,A0A496XR81,6.498E-01,6.735E-01,0.973,0.930,6.351E-01,proteina-3c4ae8102f4384bf1679,0.6498,train
proteina-41e2407ccb28a3614435,A0A0F2TM17,7.539E-01,7.114E-01,0.988,0.907,6.989E-01,proteina-41e2407ccb28a3614435,0.7114,train
proteina-44d35a926fc4f8981974,A0A544UPK9,7.313E-01,7.313E-01,0.947,0.963,7.040E-01,proteina-44d35a926fc4f8981974,0.7313,train
proteina-4a6126b67f5ef51c5bbf,A0A6B3W0J2,8.180E-01,7.748E-01,0.862,0.970,7.896E-01,proteina-4a6126b67f5ef51c5bbf,0.7748,train
proteina-df0e7d78d1e772757859,A0A1J4J6Q6,6.135E-01,6.394E-01,0.996,0.788,6.089E-01,proteina-df0e7d78d1e772757859,0.6135,train
proteina-e9b395c7e12d2df210ee,A0A853PJM8,4.340E-01,4.095E-01,0.747,0.915,4.067E-01,proteina-e9b395c7e12d2df210ee,0.4095,train
proteina-ef46fd07ac54ac698d2e,A0A818JBZ5,8.162E-01,9.008E-01,0.896,0.942,8.513E-01,proteina-ef46fd07ac54ac698d2e,0.8162,train
proteina-f584b28e55ce1075cd18,A0A7X8HZD0,6.510E-01,6.396E-01,0.767,0.808,6.315E-01,proteina-f584b28e55ce1075cd18,0.6396,train
proteina-f7874212cb5bd292222a,A0A7S2VZD1,6.988E-01,6.949E-01,0.930,0.987,6.715E-01,proteina-f7874212cb5bd292222a,0.6949,train
proteina-fd52d7274669cc66ef60,A0A2H9N711,5.983E-01,6.607E-01,0.861,0.966,5.837E-01,proteina-fd52d7274669cc66ef60,0.5983,train
proteina-02d6d1d5975cf52058f2,A0A2E0ZBW8,6.215E-01,6.682E-01,0.952,0.878,6.255E-01,proteina-02d6d1d5975cf52058f2,0.6215,train
proteina-09795d931c6f69dd592a,A0A5K3FX27,7.810E-01,7.043E-01,0.953,0.964,7.145E-01,proteina-09795d931c6f69dd592a,0.7043,train
proteina-0e1d1d991e927c0aeb05,A0A3N5UME0,6.892E-01,6.843E-01,0.992,0.996,6.740E-01,proteina-0e1d1d991e927c0aeb05,0.6843,train
proteina-1508d7d207156db34f35,A0A7W1BB72,5.071E-01,5.438E-01,0.952,0.916,5.065E-01,proteina-1508d7d207156db34f35,0.5071,train
proteina-4175ec45528e2d9abd99,A0A7J6CVI5,8.652E-01,9.109E-01,0.930,0.971,8.758E-01,proteina-4175ec45528e2d9abd99,0.8652,train
proteina-4813ee0c47c1aa604bea,A0A7Z0SDH6,8.193E-01,8.053E-01,0.963,0.908,7.859E-01,proteina-4813ee0c47c1aa604bea,0.8053,train
proteina-49e2d9c4dac2dff2835b,A0A060UTM6,4.572E-01,5.470E-01,0.839,0.772,4.838E-01,proteina-49e2d9c4dac2dff2835b,0.4572,train
proteina-4fb12b3a2cd9b947948a,A0A5C7TAJ3,4.629E-01,4.301E-01,0.985,0.817,4.175E-01,proteina-4fb12b3a2cd9b947948a,0.4301,train
proteina-51b22022c3563122a55f,A0A379UYH3,7.322E-01,7.208E-01,0.986,0.976,7.037E-01,proteina-51b22022c3563122a55f,0.7208,train
proteina-5571a977730fa06a53c6,A0A6J2KR30,6.628E-01,6.946E-01,0.945,0.948,6.540E-01,proteina-5571a977730fa06a53c6,0.6628,train
proteina-5da9e0942e19cc57684e,A0A2V8Q062,5.623E-01,5.584E-01,0.730,0.873,5.465E-01,proteina-5da9e0942e19cc57684e,0.5584,train
proteina-69cb0f55fa27a92f91ae,A0A0A0BP12,7.011E-01,7.202E-01,0.950,0.979,6.752E-01,proteina-69cb0f55fa27a92f91ae,0.7011,train
proteina-69ff0a11ed897efb0543,A0A090WPU3,5.037E-01,5.246E-01,0.948,0.832,4.940E-01,proteina-69ff0a11ed897efb0543,0.5037,train
proteina-710dc82988dc2f5ab0fb,A0A7C7P1C0,6.502E-01,6.194E-01,0.842,0.879,5.938E-01,proteina-710dc82988dc2f5ab0fb,0.6194,train
proteina-e44a1720a085087d00f3,A0A7K3ZMF7,4.747E-01,5.073E-01,0.857,0.893,4.452E-01,proteina-e44a1720a085087d00f3,0.4747,train
proteina-e65ba2a3c9cba72e92d5,A0A401ISH4,4.801E-01,5.432E-01,0.830,0.921,4.779E-01,proteina-e65ba2a3c9cba72e92d5,0.4801,train
proteina-ebb6e6f611019630cbf1,A0A0X8WVZ5,6.934E-01,7.575E-01,0.805,0.897,7.105E-01,proteina-ebb6e6f611019630cbf1,0.6934,train
proteina-ef8272e830e09601f81c,A0A831VL47,9.196E-01,7.729E-01,1.000,0.926,8.166E-01,proteina-ef8272e830e09601f81c,0.7729,train
proteina-f0cfad6b44b5acb4fc6c,A0A7Y3J5U3,6.663E-01,7.651E-01,1.000,0.979,6.978E-01,proteina-f0cfad6b44b5acb4fc6c,0.6663,train
proteina-f8ecad162c25e89d6ce2,A0A0S4N8E7,7.047E-01,6.954E-01,0.984,0.992,6.494E-01,proteina-f8ecad162c25e89d6ce2,0.6954,train
proteina-fbcd294ab174d6b95a74,A0A2M6YXN9,8.300E-01,8.222E-01,0.990,1.000,8.013E-01,proteina-fbcd294ab174d6b95a74,0.8222,train
proteina-ff6fd00f28ce20b2f2ed,A0A0C2INA2,5.579E-01,5.705E-01,1.000,0.921,5.525E-01,proteina-ff6fd00f28ce20b2f2ed,0.5579,train
proteina-0129893da960493c68ad,A0A4Q4UUZ0,7.674E-01,8.188E-01,0.979,0.985,7.542E-01,proteina-0129893da960493c68ad,0.7674,train
