query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__8cmq_A,0.410,0.269,0.904,465,136,2.102E-14,0.904,True,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__2fo7_A,0.410,0.269,0.904,465,136,2.102E-14,0.904,True,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__2hyz_A,0.410,0.269,0.904,465,136,2.102E-14,0.904,True,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__8bu0_A,0.410,0.269,0.904,465,136,2.102E-14,0.904,True,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__8ch0_A,0.410,0.269,0.904,465,136,2.102E-14,0.904,True,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__8cig_A,0.410,0.269,0.904,465,136,2.102E-14,0.904,True,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__8cqq_A,0.410,0.269,0.452,465,272,2.102E-14,0.452,False,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__8chy_A,0.410,0.269,0.452,465,272,2.102E-14,0.452,False,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__2wqh_A,0.419,0.226,0.981,465,104,2.634E-13,0.981,True,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__2avp_A,0.500,0.129,0.882,465,68,1.765E-11,0.882,True,True
proteina-d14fbd1e7bcfef9524b5,reference1::foldbench_all__8YE5_A,0.354,0.133,0.457,465,129,2.035E-05,0.457,False,True
proteina-d14fbd1e7bcfef9524b5,reference1::foldbench_all__8YE5_B,0.354,0.133,0.457,465,129,2.035E-05,0.457,False,True
proteina-d14fbd1e7bcfef9524b5,reference1::foldbench_all__8GJI_A,0.281,0.295,0.799,465,174,1.428E-04,0.799,False,True
proteina-d14fbd1e7bcfef9524b5,reference0::denovo_pdb__5cwn_A,0.302,0.288,0.681,465,207,7.894E-01,0.681,True,False
proteina-229a5c4d03853e71f902,reference1::foldbench_all__8TAC_A,0.562,0.490,0.686,96,70,8.884E-07,0.686,True,True
proteina-750c490871fecdfa4b7c,reference1::foldbench_all__8OYY_A,0.365,0.561,0.260,107,242,2.753E+00,0.561,True,False
proteina-ecb3d31cab17987d0090,reference0::denovo_pdb__6veh_A,0.402,0.300,0.778,497,180,1.551E-16,0.778,True,True
proteina-b30e83f8edbb4888b28d,reference1::foldbench_all__8BRY_A,0.266,0.294,0.321,500,418,1.843E-06,0.321,False,True
proteina-b30e83f8edbb4888b28d,reference1::foldbench_all__8BRY_B,0.266,0.294,0.321,500,418,1.843E-06,0.321,False,True
proteina-b30e83f8edbb4888b28d,reference0::denovo_pdb__5cwp_A,0.293,0.286,0.590,500,229,1.575E-04,0.59,False,True
proteina-b30e83f8edbb4888b28d,reference1::foldbench_all__8WBV_A,0.243,0.226,0.294,500,391,3.626E-04,0.294,False,True
proteina-0d5ac86ed5593b78840a,reference1::foldbench_all__8OYY_A,0.319,0.564,0.756,289,242,3.266E-01,0.756,True,False
proteina-0d5ac86ed5593b78840a,reference0::denovo_pdb__9r2k_A,0.311,0.353,0.559,289,177,9.493E+00,0.559,True,False
proteina-9aee41390c7923e1870b,reference1::foldbench_all__8G4K_A,0.333,0.182,0.548,325,104,3.356E+01,0.548,True,False
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6qsd_A,0.317,0.829,0.940,369,250,1.511E-31,0.94,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6qse_A,0.317,0.829,0.936,369,251,1.511E-31,0.936,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6qsg_A,0.317,0.829,0.936,369,251,1.511E-31,0.936,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6rej_A,0.317,0.829,0.940,369,250,2.043E-31,0.94,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6rek_A,0.317,0.829,0.936,369,251,2.043E-31,0.936,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6rem_A,0.317,0.829,0.936,369,251,2.043E-31,0.936,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6qsh_A,0.320,0.829,0.943,369,246,2.761E-31,0.943,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__3ww9_A,0.317,0.829,0.936,369,251,5.042E-31,0.936,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__3wwa_A,0.317,0.829,0.936,369,251,5.042E-31,0.936,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6rlh_A,0.384,0.602,0.782,369,248,1.680E-30,0.782,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6rli_A,0.384,0.602,0.776,369,250,1.680E-30,0.776,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6reo_A,0.384,0.602,0.773,369,251,1.680E-30,0.773,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6f0s_A,0.307,0.829,0.936,369,251,1.376E-29,0.936,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6i37_A,0.297,0.829,0.936,369,251,1.228E-27,0.936,False,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6i38_A,0.297,0.829,0.936,369,251,1.228E-27,0.936,False,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6i39_A,0.351,0.602,0.773,369,251,3.008E-27,0.773,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6i3a_A,0.351,0.602,0.773,369,251,3.008E-27,0.773,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__5f53_A,0.402,0.236,0.952,369,84,2.544E-11,0.952,True,True
proteina-97217a821ecfcbc979c3,reference0::denovo_pdb__6tjg_A,0.245,0.943,0.938,369,320,1.278E-08,0.938,False,True
proteina-97217a821ecfcbc979c3,reference1::foldbench_all__8SUC_A,0.260,0.244,0.311,369,283,1.795E-04,0.311,False,True
proteina-57b38049455596090a53,reference1::foldbench_all__8WEV_A,0.325,0.502,0.397,404,491,2.850E-18,0.502,True,True
proteina-57b38049455596090a53,reference1::foldbench_all__8BIQ_A,0.263,0.668,0.467,404,570,1.683E-10,0.668,False,True
proteina-57b38049455596090a53,reference1::foldbench_all__8BIT_A,0.263,0.668,0.467,404,570,1.683E-10,0.668,False,True
proteina-ffa38d4789384de8c328,reference1::foldbench_all__8TTO_A,0.333,0.065,0.566,462,53,6.651E+01,0.566,True,False
proteina-ffa38d4789384de8c328,reference1::foldbench_all__8TTO_B,0.333,0.065,0.566,462,53,6.651E+01,0.566,True,False
proteina-1d74131edce50ab2e1a9,reference1::foldbench_all__8GJI_A,0.379,0.906,0.690,128,174,2.396E-02,0.906,True,False
proteina-ad6ddd67b787d684efb6,reference0::denovo_pdb__8gl3_A,0.403,0.809,0.614,141,189,3.298E-04,0.809,True,True
proteina-ad6ddd67b787d684efb6,reference0::denovo_pdb__6egc_A,0.314,0.766,0.837,141,147,3.408E+00,0.766,True,False
proteina-2d888115068f4b03bc4d,reference1::foldbench_all__8PFI_B,0.380,0.693,0.082,101,807,1.453E-03,0.693,True,False
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__8cqq_A,0.413,0.680,0.882,384,272,2.582E-37,0.882,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__8chy_A,0.413,0.680,0.882,384,272,2.582E-37,0.882,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__8ckr_A,0.453,0.362,0.971,384,136,4.092E-20,0.971,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__8cmq_A,0.453,0.362,0.971,384,136,4.092E-20,0.971,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__2fo7_A,0.453,0.362,0.971,384,136,4.092E-20,0.971,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__2hyz_A,0.453,0.362,0.971,384,136,4.092E-20,0.971,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__8bu0_A,0.453,0.362,0.971,384,136,4.092E-20,0.971,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__8ch0_A,0.453,0.362,0.971,384,136,4.092E-20,0.971,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__8cig_A,0.453,0.362,0.971,384,136,4.092E-20,0.971,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__2wqh_A,0.447,0.273,0.962,384,104,7.355E-15,0.962,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__2avp_A,0.484,0.167,0.853,384,68,7.846E-09,0.853,True,True
proteina-c1facc5cd8f248a9769f,reference0::denovo_pdb__7dgw_A,0.400,0.138,0.638,384,94,6.252E-01,0.638,True,False
proteina-4e415ea20771f4d49a5e,reference0::denovo_pdb__9dcx_A,0.354,0.262,0.482,423,257,1.343E-05,0.482,False,True
proteina-4e415ea20771f4d49a5e,reference0::denovo_pdb__8g9j_A,0.316,0.466,0.970,423,201,7.165E-05,0.97,True,True
proteina-4e415ea20771f4d49a5e,reference0::denovo_pdb__7sq5_A,0.396,0.279,0.871,423,140,6.201E-03,0.871,True,False
proteina-4e415ea20771f4d49a5e,reference0::denovo_pdb__7sq3_A,0.356,0.303,0.966,423,146,2.496E-02,0.966,True,False
proteina-4e415ea20771f4d49a5e,reference0::denovo_pdb__7sq4_A,0.531,0.073,0.646,423,48,2.415E+02,0.646,True,False
proteina-f3141b298c28dbfbb4c2,reference1::foldbench_all__8GAD_A,0.337,0.235,0.590,324,105,1.912E+01,0.59,True,False
proteina-f3141b298c28dbfbb4c2,reference1::foldbench_all__8GAD_B,0.337,0.235,0.590,324,105,1.912E+01,0.59,True,False
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__8ckr_A,0.500,0.786,0.676,117,136,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__8cmq_A,0.500,0.786,0.676,117,136,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__2fo7_A,0.500,0.786,0.676,117,136,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__2hyz_A,0.500,0.786,0.676,117,136,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__8bu0_A,0.500,0.786,0.676,117,136,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__8ch0_A,0.500,0.786,0.676,117,136,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__8cig_A,0.500,0.786,0.676,117,136,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__8cqq_A,0.500,0.786,0.338,117,272,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__8chy_A,0.500,0.786,0.338,117,272,2.141E-24,0.786,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__2wqh_A,0.522,0.752,0.846,117,104,2.682E-23,0.846,True,True
proteina-1c2ebb844b75cdace1ee,reference0::denovo_pdb__2avp_A,0.568,0.496,0.853,117,68,5.465E-17,0.853,True,True
proteina-1c2ebb844b75cdace1ee,reference1::foldbench_all__8YE5_A,0.282,0.846,0.767,117,129,2.431E-06,0.846,False,True
proteina-1c2ebb844b75cdace1ee,reference1::foldbench_all__8YE5_B,0.282,0.846,0.767,117,129,2.431E-06,0.846,False,True
proteina-e513cefd36665834ba37,reference0::denovo_pdb__9hnh_A,0.300,0.835,0.980,164,151,3.102E-02,0.98,True,False
proteina-e513cefd36665834ba37,reference1::foldbench_all__7ZDY_A,0.337,0.524,0.091,164,801,5.809E+00,0.524,True,False
proteina-e513cefd36665834ba37,reference0::denovo_pdb__8xyw_A,0.339,0.220,0.505,164,105,1.838E+01,0.505,True,False
proteina-60618b49e6306d3113ac,reference0::denovo_pdb__7p12_A,0.321,0.549,0.500,193,184,2.307E+01,0.5,True,False
proteina-a302817265128709a36e,reference1::foldbench_all__8G4K_A,0.302,0.223,0.788,345,104,1.559E+01,0.788,True,False
proteina-a202c58448681a6cf242,reference0::denovo_pdb__8gl3_A,0.410,0.275,0.608,375,189,5.630E-04,0.608,True,True
proteina-a202c58448681a6cf242,reference1::foldbench_all__8OYY_A,0.333,0.368,0.537,375,242,1.138E-01,0.537,True,False
proteina-a202c58448681a6cf242,reference0::denovo_pdb__6mrr_A,0.338,0.173,0.750,375,68,2.275E+01,0.75,True,False
proteina-a202c58448681a6cf242,reference0::denovo_pdb__9lns_A,0.338,0.176,0.953,375,64,1.210E+02,0.953,True,False
proteina-68e382adc529bb88f785,reference0::denovo_pdb__8cqq_A,0.349,0.835,1.000,407,272,6.143E-30,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__8chy_A,0.349,0.835,1.000,407,272,6.143E-30,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__8ckr_A,0.409,0.359,1.000,407,136,3.689E-15,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__8cmq_A,0.409,0.359,1.000,407,136,3.689E-15,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__2fo7_A,0.409,0.359,1.000,407,136,3.689E-15,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__2hyz_A,0.409,0.359,1.000,407,136,3.689E-15,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__8bu0_A,0.409,0.359,1.000,407,136,3.689E-15,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__8ch0_A,0.409,0.359,1.000,407,136,3.689E-15,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__8cig_A,0.409,0.359,1.000,407,136,3.689E-15,1.0,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__2wqh_A,0.455,0.248,0.875,407,104,3.155E-11,0.875,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__2avp_A,0.428,0.172,0.941,407,68,8.727E-09,0.941,True,True
proteina-68e382adc529bb88f785,reference0::denovo_pdb__4pjr_A,0.317,0.393,0.874,407,175,1.360E-02,0.874,True,False
proteina-68e382adc529bb88f785,reference0::denovo_pdb__4pjs_A,0.318,0.383,0.851,407,175,5.478E-02,0.851,True,False
proteina-68e382adc529bb88f785,reference1::foldbench_all__8G4K_A,0.358,0.179,0.731,407,104,2.206E-01,0.731,True,False
proteina-2e2c62b28f267df3c4e0,reference0::denovo_pdb__9vvn_A,0.302,0.175,0.509,416,167,1.472E+01,0.509,True,False
proteina-2e2c62b28f267df3c4e0,reference1::foldbench_all__8G4K_A,0.300,0.248,0.692,416,104,5.908E+01,0.692,True,False
proteina-bb3ce2906a7617dfd1f1,reference0::denovo_pdb__2wqh_A,0.325,0.172,0.731,447,104,1.421E-01,0.731,True,False
proteina-bb3ce2906a7617dfd1f1,reference0::denovo_pdb__2avp_A,0.350,0.134,0.691,447,68,8.459E+01,0.691,True,False
proteina-a16b289d97d162227d8f,reference0::denovo_pdb__8vc8_A,0.301,0.269,0.619,484,197,1.006E+01,0.619,True,False
proteina-a16b289d97d162227d8f,reference1::foldbench_all__8VC8_A,0.301,0.269,0.598,484,204,1.006E+01,0.598,True,False
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6qsh_A,0.378,0.512,0.943,500,246,4.860E-38,0.943,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6qsd_A,0.356,0.538,0.944,500,250,1.586E-37,0.944,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6qse_A,0.356,0.538,0.940,500,251,1.586E-37,0.94,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6qsg_A,0.356,0.538,0.940,500,251,1.586E-37,0.94,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6f0s_A,0.349,0.538,0.940,500,251,4.070E-36,0.94,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6i37_A,0.355,0.538,0.988,500,251,5.464E-36,0.988,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6i38_A,0.355,0.538,0.988,500,251,5.464E-36,0.988,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6rej_A,0.345,0.538,0.944,500,250,1.321E-35,0.944,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6rek_A,0.345,0.538,0.940,500,251,1.321E-35,0.94,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6rem_A,0.345,0.538,0.940,500,251,1.321E-35,0.94,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__3ww9_A,0.334,0.538,0.940,500,251,3.192E-35,0.94,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__3wwa_A,0.334,0.538,0.940,500,251,3.192E-35,0.94,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6i39_A,0.347,0.558,0.992,500,251,5.745E-35,0.992,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6rlh_A,0.346,0.512,0.948,500,248,8.051E-34,0.948,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6rli_A,0.346,0.512,0.940,500,250,8.051E-34,0.94,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6reo_A,0.346,0.512,0.936,500,251,8.051E-34,0.936,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6i3a_A,0.341,0.562,1.000,500,251,3.479E-33,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__8cqq_A,0.460,0.312,0.588,500,272,1.184E-30,0.588,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__8chy_A,0.460,0.312,0.588,500,272,1.184E-30,0.588,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__8ckr_A,0.474,0.264,1.000,500,136,3.886E-27,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__8cmq_A,0.474,0.264,1.000,500,136,3.886E-27,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__2fo7_A,0.474,0.264,1.000,500,136,3.886E-27,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__2hyz_A,0.474,0.264,1.000,500,136,3.886E-27,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__8bu0_A,0.474,0.264,1.000,500,136,3.886E-27,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__8ch0_A,0.474,0.264,1.000,500,136,3.886E-27,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__8cig_A,0.474,0.264,1.000,500,136,3.886E-27,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__2wqh_A,0.431,0.264,0.981,500,104,5.105E-25,0.981,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__5hrz_A,0.586,0.150,0.615,500,122,8.675E-23,0.615,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__2avp_A,0.544,0.136,1.000,500,68,4.061E-18,1.0,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__5f53_A,0.453,0.172,0.952,500,84,7.513E-14,0.952,True,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6tjg_A,0.320,0.402,0.556,500,320,1.323E-09,0.556,True,True
proteina-3bab7636b59a94dcdeee,reference1::foldbench_all__8YE5_A,0.366,0.120,0.465,500,129,5.184E-05,0.465,False,True
proteina-3bab7636b59a94dcdeee,reference1::foldbench_all__8YE5_B,0.366,0.120,0.465,500,129,5.184E-05,0.465,False,True
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__4d8h_A,0.333,0.126,0.532,500,124,1.135E+00,0.532,True,False
proteina-3bab7636b59a94dcdeee,reference0::denovo_pdb__6egc_A,0.333,0.156,0.524,500,147,2.664E+03,0.524,True,False
proteina-980ac6ad4c39fdf61323,reference1::foldbench_all__8G4K_A,0.360,0.277,0.721,242,104,1.763E+01,0.721,True,False
