dataset,stem,L,eval_set,is_viral,exp199_stratum,exp199_best_identity,#232 m2-p06 (decontaminated),#199 cooldown (contaminated),delta
foldbench_monomer,8axs_A,578,eval-test,0,id_70_100,0.953,0.5415512465373962,0.5304709141274239,0.011080332409972304
foldbench_monomer,8hnq_A,286,eval-test,0,id_50_70,0.57,0.7516339869281046,0.7745098039215687,-0.022875816993464082
foldbench_monomer,8hvd_A,614,eval-test,0,id_50_70,0.551,0.6483825597749648,0.70042194092827,-0.0520393811533052
foldbench_monomer,7xhz_A,231,eval-test,0,id_70_100,0.716,0.5560538116591929,0.5515695067264574,0.004484304932735439
foldbench_monomer,8hw8_A,356,eval-test,0,id_70_100,0.812,0.6988950276243094,0.7900552486187845,-0.09116022099447507
foldbench_monomer,8hxs_A,100,eval-test,0,id_30_50,0.423,0.7368421052631579,0.7719298245614035,-0.03508771929824561
foldbench_monomer,8ii8_A,226,eval-test,0,id_70_100,0.881,0.3333333333333333,0.3333333333333333,0.0
foldbench_monomer,8ikx_A,390,eval-test,0,id_70_100,0.746,0.7058823529411765,0.8094117647058824,-0.10352941176470587
foldbench_monomer,8ini_A,99,eval-test,1,no_homolog,,0.0975609756097561,0.0853658536585365,0.012195121951219606
foldbench_monomer,8iqc_A,254,eval-test,1,id_30_50,0.351,0.5411255411255411,0.5324675324675324,0.008658008658008698
foldbench_monomer,8irq_A,165,eval-test,0,id_50_70,0.661,0.1194029850746268,0.6417910447761194,-0.5223880597014926
foldbench_monomer,8iym_A,163,eval-test,0,id_50_70,0.699,0.7839506172839507,0.7901234567901234,-0.006172839506172756
foldbench_monomer,8j2n_A,320,eval-test,0,id_70_100,0.744,0.5930232558139535,0.7364341085271318,-0.14341085271317822
foldbench_monomer,8j2x_A,341,eval-test,0,id_70_100,0.946,0.6277056277056277,0.6926406926406926,-0.06493506493506496
foldbench_monomer,8jb3_A,455,eval-test,0,id_50_70,0.52,0.3857142857142857,0.5023809523809524,-0.1166666666666667
foldbench_monomer,7wr2_A,161,eval-test,0,id_70_100,0.903,0.6470588235294118,0.6323529411764706,0.014705882352941235
foldbench_monomer,8j8y_A,141,eval-test,0,id_50_70,0.603,0.3854166666666667,0.3541666666666667,0.03125
foldbench_monomer,8j9r_A,74,eval-test,0,id_50_70,0.575,0.0784313725490196,0.4901960784313725,-0.41176470588235287
foldbench_monomer,8jdg_A,471,eval-test,0,id_50_70,0.626,0.6716791979949874,0.7944862155388471,-0.1228070175438597
foldbench_monomer,8jh8_A,248,eval-test,0,id_50_70,0.602,0.7091633466135459,0.7370517928286853,-0.027888446215139417
foldbench_monomer,8jiy_A,241,eval-test,0,id_30_50,0.403,0.5163934426229508,0.5491803278688525,-0.032786885245901676
foldbench_monomer,8jmy_A,129,eval-test,0,id_70_100,0.753,0.680672268907563,0.6890756302521008,-0.008403361344537785
foldbench_monomer,8jn0_A,89,eval-test,0,id_50_70,0.601,0.7938144329896907,0.7938144329896907,0.0
foldbench_monomer,8jup_A,327,eval-test,0,id_70_100,0.945,0.6260869565217392,0.7478260869565218,-0.12173913043478257
foldbench_monomer,8jv2_A,361,eval-test,0,id_70_100,0.82,0.6522842639593909,0.6700507614213198,-0.017766497461928932
foldbench_monomer,8jws_A,127,eval-test,0,id_70_100,1.0,0.4166666666666667,0.6574074074074074,-0.24074074074074076
foldbench_monomer,8cjd_A,663,eval-test,0,id_50_70,0.57,0.255050505050505,0.3547979797979798,-0.09974747474747475
foldbench_monomer,8k2g_A,516,eval-test,0,id_50_70,0.533,0.5905383360522023,0.6835236541598695,-0.09298531810766719
foldbench_monomer,8k2k_A,542,eval-test,0,id_50_70,0.607,0.6952526799387443,0.7595712098009189,-0.06431852986217457
foldbench_monomer,8k2m_A,581,eval-test,0,id_50_70,0.615,0.4833597464342313,0.6513470681458003,-0.16798732171156905
foldbench_monomer,8k4m_A,137,eval-test,0,id_70_100,0.814,0.0504201680672268,0.1176470588235294,-0.06722689075630259
foldbench_monomer,8k5j_A,427,eval-test,0,id_50_70,0.54,0.5170940170940171,0.594017094017094,-0.07692307692307687
foldbench_monomer,8k7x_A,856,eval-test,0,id_70_100,0.971,0.4544235924932976,0.5737265415549598,-0.11930294906166222
foldbench_monomer,8kg4_A,265,eval-test,0,id_70_100,0.945,0.7185185185185186,0.7222222222222222,-0.0037037037037036535
foldbench_monomer,8xrh_A,408,eval-test,1,id_30_50,0.435,0.4730077120822622,0.5501285347043702,-0.07712082262210795
foldbench_monomer,8khv_A,614,eval-test,0,id_50_70,0.598,0.6876876876876877,0.7372372372372372,-0.04954954954954949
foldbench_monomer,8kih_A,332,eval-test,0,id_70_100,0.724,0.5543859649122806,0.624561403508772,-0.07017543859649134
foldbench_monomer,8ok3_A,125,eval-test,0,id_70_100,0.915,0.5565217391304348,0.5478260869565217,0.008695652173913104
foldbench_monomer,8oqh_A,91,eval-test,0,id_70_100,0.86,0.7183098591549296,0.7464788732394366,-0.028169014084507005
foldbench_monomer,8ork_A,460,eval-test,0,id_50_70,0.696,0.4211822660098522,0.4334975369458128,-0.012315270935960576
foldbench_monomer,8os2_A,146,eval-test,0,id_70_100,0.946,0.1944444444444444,0.5370370370370371,-0.34259259259259267
foldbench_monomer,8owf_A,575,eval-test,0,id_70_100,0.722,0.5821812596006144,0.6804915514592934,-0.09831029185867901
foldbench_monomer,8osz_A,263,eval-test,0,id_50_70,0.699,0.5404411764705882,0.7169117647058824,-0.17647058823529416
foldbench_monomer,8ou1_A,148,eval-test,0,id_30_50,0.345,0.0694444444444444,0.1458333333333333,-0.07638888888888888
foldbench_monomer,8ovq_A,232,eval-test,0,id_20_30,0.228,0.615819209039548,0.6384180790960452,-0.02259887005649719
foldbench_monomer,8ovu_A,99,eval-test,0,id_50_70,0.539,0.8271604938271605,0.8271604938271605,0.0
foldbench_monomer,8ow8_A,446,eval-test,0,id_30_50,0.371,0.2269807280513918,0.2505353319057816,-0.02355460385438979
foldbench_monomer,8oxk_A,99,eval-test,0,id_50_70,0.563,0.3263157894736842,0.3157894736842105,0.010526315789473717
foldbench_monomer,8oxl_A,92,eval-test,0,id_70_100,0.778,0.2346938775510204,0.2653061224489796,-0.030612244897959218
foldbench_monomer,8p0e_A,190,eval-test,1,id_30_50,0.363,0.6688741721854304,0.6887417218543046,-0.019867549668874163
foldbench_monomer,8p2a_A,89,eval-test,0,id_70_100,0.727,0.6382978723404256,0.7446808510638298,-0.10638297872340419
foldbench_monomer,8p5p_A,116,eval-test,0,id_70_100,1.0,0.1,0.625,-0.525
foldbench_monomer,8p5n_A,144,eval-test,0,id_50_70,0.569,0.7037037037037037,0.7333333333333333,-0.02962962962962956
foldbench_monomer,7wu8_A,96,eval-test,0,id_30_50,0.479,0.5740740740740741,0.6481481481481481,-0.07407407407407407
foldbench_monomer,8pak_A,361,eval-test,0,id_70_100,0.71,0.6762177650429799,0.7220630372492837,-0.045845272206303744
foldbench_monomer,8paq_A,166,eval-test,0,id_70_100,0.871,0.238095238095238,0.2666666666666666,-0.02857142857142861
foldbench_monomer,8pb5_A,322,eval-test,0,id_50_70,0.518,0.4454022988505747,0.6724137931034483,-0.2270114942528736
foldbench_monomer,8por_A,179,eval-test,0,id_50_70,0.531,0.1824324324324324,0.6283783783783784,-0.445945945945946
foldbench_monomer,8ptd_A,343,eval-test,0,id_50_70,0.561,0.7429245283018868,0.7688679245283019,-0.02594339622641506
foldbench_monomer,8pu2_A,75,eval-test,0,id_50_70,0.698,0.2553191489361702,0.1276595744680851,0.1276595744680851
foldbench_monomer,8pvs_A,731,eval-test,0,id_70_100,0.99,0.6256517205422315,0.6976016684045881,-0.07194994786235664
foldbench_monomer,8pw2_A,72,eval-test,1,id_50_70,0.505,0.7916666666666666,0.8333333333333334,-0.04166666666666674
foldbench_monomer,8pxc_A,457,eval-test,0,id_50_70,0.651,0.2373540856031128,0.2879377431906614,-0.0505836575875486
foldbench_monomer,8pxu_A,655,eval-test,0,id_30_50,0.455,0.6096605744125326,0.7284595300261096,-0.118798955613577
foldbench_monomer,8q1v_A,93,eval-test,0,id_50_70,0.553,0.7291666666666666,0.7291666666666666,0.0
foldbench_monomer,8qb1_A,88,eval-test,0,id_70_100,0.926,0.7631578947368421,0.7631578947368421,0.0
foldbench_monomer,8qd8_A,431,eval-test,0,id_50_70,0.664,0.5677966101694916,0.5783898305084746,-0.010593220338983023
foldbench_monomer,8qjp_A,254,eval-test,0,id_50_70,0.6,0.6724890829694323,0.7467248908296943,-0.07423580786026196
foldbench_monomer,8qlc_A,627,eval-test,0,id_50_70,0.62,0.6370597243491577,0.6814701378254211,-0.0444104134762634
foldbench_monomer,8qoh_A,278,eval-test,0,id_70_100,0.992,0.3195488721804511,0.3421052631578947,-0.022556390977443608
foldbench_monomer,8qpj_A,300,eval-test,0,id_70_100,0.82,0.4013605442176871,0.5340136054421769,-0.13265306122448983
foldbench_monomer,8qq1_A,221,eval-test,0,id_70_100,0.772,0.7663934426229508,0.7581967213114754,0.008196721311475419
foldbench_monomer,8qle_A,283,eval-test,0,id_70_100,0.713,0.2583333333333333,0.3916666666666666,-0.1333333333333333
foldbench_monomer,8qx6_A,165,eval-test,0,id_50_70,0.674,0.5911602209944752,0.6187845303867403,-0.027624309392265123
foldbench_monomer,8r2c_A,169,eval-test,0,id_70_100,0.998,0.5869565217391305,0.6141304347826086,-0.02717391304347816
foldbench_monomer,8r5n_A,165,eval-test,0,id_70_100,1.0,0.1243243243243243,0.772972972972973,-0.6486486486486487
foldbench_monomer,8ra0_A,499,eval-test,0,id_50_70,0.554,0.7414141414141414,0.7474747474747475,-0.0060606060606061
foldbench_monomer,8rcw_A,229,eval-test,0,id_50_70,0.653,0.7142857142857143,0.729064039408867,-0.014778325123152691
foldbench_monomer,8rdd_A,170,eval-test,0,id_70_100,0.996,0.5897435897435898,0.6217948717948718,-0.03205128205128205
foldbench_monomer,8re3_A,445,eval-test,0,id_50_70,0.654,0.3254901960784314,0.5745098039215686,-0.2490196078431372
foldbench_monomer,8rom_A,202,eval-test,0,id_70_100,0.969,0.6722222222222223,0.8055555555555556,-0.1333333333333333
foldbench_monomer,8an4_A,196,eval-test,0,id_50_70,0.546,0.6976744186046512,0.6918604651162791,0.005813953488372103
foldbench_monomer,8qnf_A,537,eval-test,0,id_30_50,0.375,0.7468354430379747,0.7510548523206751,-0.0042194092827004814
foldbench_monomer,8s5b_A,396,eval-test,0,id_70_100,0.803,0.7616707616707616,0.7641277641277642,-0.002457002457002533
foldbench_monomer,8s9l_A,270,eval-test,0,id_50_70,0.657,0.5349794238683128,0.6131687242798354,-0.07818930041152261
foldbench_monomer,8sot_A,116,eval-test,0,id_70_100,0.765,0.8089887640449438,0.7865168539325843,0.022471910112359494
foldbench_monomer,8spc_A,415,eval-test,0,id_30_50,0.435,0.6758409785932722,0.7431192660550459,-0.06727828746177367
foldbench_monomer,8suc_A,283,eval-test,0,id_50_70,0.616,0.7174721189591078,0.724907063197026,-0.0074349442379182396
foldbench_monomer,8sv7_A,276,eval-test,0,id_70_100,1.0,0.506993006993007,0.6258741258741258,-0.11888111888111885
foldbench_monomer,8sx0_A,111,eval-test,0,no_homolog,,0.4380952380952381,0.4571428571428571,-0.01904761904761898
foldbench_monomer,8sxs_A,126,eval-test,0,id_70_100,1.0,0.7383177570093458,0.7476635514018691,-0.009345794392523366
foldbench_monomer,8gm7_A,170,eval-test,0,no_homolog,,0.2419354838709677,0.2688172043010752,-0.026881720430107503
foldbench_monomer,8t27_A,509,eval-test,0,id_50_70,0.527,0.6167471819645732,0.6876006441223832,-0.07085346215780997
foldbench_monomer,8t2j_A,345,eval-test,0,id_70_100,0.955,0.6573033707865169,0.7134831460674157,-0.05617977528089879
foldbench_monomer,8t41_A,867,eval-test,0,id_50_70,0.506,0.5771195097037793,0.7037793667007151,-0.12665985699693572
foldbench_monomer,8t4c_A,147,eval-test,0,id_70_100,0.805,0.74375,0.775,-0.03125
foldbench_monomer,8t5t_A,208,eval-test,0,id_30_50,0.317,0.6581632653061225,0.6326530612244898,0.025510204081632626
foldbench_monomer,8t8k_A,184,eval-test,0,id_50_70,0.627,0.2459016393442623,0.3551912568306011,-0.10928961748633881
foldbench_monomer,8t93_A,249,eval-test,1,id_30_50,0.43,0.5164319248826291,0.676056338028169,-0.15962441314553988
foldbench_monomer,8t9n_A,135,eval-test,0,id_30_50,0.485,0.2571428571428571,0.3214285714285714,-0.06428571428571428
foldbench_monomer,8te9_A,336,eval-test,0,id_50_70,0.677,0.7528409090909091,0.7727272727272727,-0.019886363636363646
foldbench_monomer,8tfo_A,416,eval-test,0,id_30_50,0.406,0.6624685138539043,0.6851385390428212,-0.02267002518891692
foldbench_monomer,8tfs_A,186,eval-test,0,id_30_50,0.484,0.6271186440677966,0.6440677966101694,-0.016949152542372836
foldbench_monomer,8hic_A,414,eval-test,0,id_50_70,0.696,0.6722338204592901,0.6951983298538622,-0.022964509394572064
foldbench_monomer,8ti5_A,134,eval-test,0,id_70_100,0.708,0.4871794871794871,0.6410256410256411,-0.15384615384615397
foldbench_monomer,8tjg_A,260,eval-test,0,id_70_100,0.723,0.5900383141762452,0.6436781609195402,-0.05363984674329503
foldbench_monomer,8tru_A,408,eval-test,0,id_70_100,0.813,0.4598214285714285,0.5848214285714286,-0.1250000000000001
foldbench_monomer,8tse_A,428,eval-test,0,id_70_100,0.82,0.4085106382978723,0.5361702127659574,-0.12765957446808512
foldbench_monomer,8tuk_A,322,eval-test,0,id_50_70,0.559,0.6655629139072847,0.7218543046357616,-0.05629139072847689
foldbench_monomer,8tw1_A,286,eval-test,1,id_70_100,0.8,0.5183823529411765,0.5404411764705882,-0.022058823529411686
foldbench_monomer,8tyh_A,538,eval-test,0,id_30_50,0.423,0.6797583081570997,0.7673716012084593,-0.08761329305135956
foldbench_monomer,8u0i_A,90,eval-test,0,id_70_100,0.837,0.810126582278481,0.8227848101265823,-0.012658227848101333
foldbench_monomer,8u0x_A,186,eval-test,0,id_70_100,0.992,0.0789473684210526,0.0921052631578947,-0.013157894736842105
foldbench_monomer,8u2f_A,149,eval-test,0,id_70_100,0.903,0.6896551724137931,0.6896551724137931,0.0
foldbench_monomer,8ubs_A,151,eval-test,0,id_50_70,0.608,0.7962962962962963,0.7962962962962963,0.0
foldbench_monomer,8uds_A,167,eval-test,0,id_50_70,0.556,0.6792452830188679,0.6981132075471698,-0.018867924528301883
foldbench_monomer,8tls_A,116,eval-test,0,id_70_100,0.716,0.5833333333333334,0.7857142857142857,-0.20238095238095233
foldbench_monomer,8ujw_A,264,eval-test,0,id_30_50,0.41,0.5,0.5192307692307693,-0.019230769230769273
foldbench_monomer,8uk7_A,138,eval-test,0,id_70_100,0.986,0.4411764705882353,0.4705882352941176,-0.029411764705882304
foldbench_monomer,8upi_A,523,eval-test,0,id_70_100,0.73,0.7078260869565217,0.7269565217391304,-0.019130434782608674
foldbench_monomer,8ux2_A,246,eval-test,0,no_homolog,,0.1527777777777778,0.3333333333333333,-0.18055555555555552
foldbench_monomer,8v3m_A,524,eval-test,0,id_70_100,0.835,0.3666121112929623,0.6808510638297872,-0.31423895253682493
foldbench_monomer,8v6t_A,172,eval-test,0,id_50_70,0.61,0.4698795180722891,0.5,-0.030120481927710885
foldbench_monomer,8vcw_A,327,eval-test,0,id_50_70,0.687,0.5378590078328982,0.6657963446475196,-0.12793733681462138
foldbench_monomer,8vh7_A,552,eval-test,0,id_50_70,0.609,0.6046875,0.615625,-0.010937499999999933
foldbench_monomer,8vpo_A,472,eval-test,0,id_30_50,0.477,0.6751968503937008,0.687007874015748,-0.011811023622047223
foldbench_monomer,8vqk_A,440,eval-test,0,id_70_100,0.948,0.7161125319693095,0.7084398976982097,0.007672634271099765
foldbench_monomer,8w6v_A,536,eval-test,0,id_50_70,0.61,0.0715474209650582,0.6372712146422629,-0.5657237936772047
foldbench_monomer,8w7p_A,274,eval-test,0,id_20_30,0.235,0.5379061371841155,0.5667870036101083,-0.028880866425992746
foldbench_monomer,8wac_A,127,eval-test,0,id_50_70,0.516,0.6666666666666666,0.6991869918699187,-0.0325203252032521
foldbench_monomer,8wae_A,118,eval-test,0,id_70_100,0.926,0.7157894736842105,0.7473684210526316,-0.03157894736842104
foldbench_monomer,8wc1_A,178,eval-test,0,id_30_50,0.334,0.6575342465753424,0.6506849315068494,0.006849315068493067
foldbench_monomer,8wcf_A,160,eval-test,0,id_50_70,0.632,0.5652173913043478,0.5838509316770186,-0.018633540372670843
foldbench_monomer,8whj_A,264,eval-test,0,id_70_100,0.755,0.7045454545454546,0.7318181818181818,-0.027272727272727226
foldbench_monomer,8whn_A,161,eval-test,0,id_70_100,0.89,0.5514018691588785,0.6448598130841121,-0.09345794392523366
foldbench_monomer,8wik_A,373,eval-test,0,id_70_100,0.914,0.646551724137931,0.7040229885057471,-0.05747126436781602
foldbench_monomer,8wj5_A,140,eval-test,0,id_30_50,0.431,0.1515151515151515,0.2121212121212121,-0.06060606060606061
foldbench_monomer,8kbl_A,104,eval-test,0,id_50_70,0.67,0.7619047619047619,0.7857142857142857,-0.023809523809523836
foldbench_monomer,8wnj_A,920,eval-test,0,id_50_70,0.504,0.2614035087719298,0.7017543859649122,-0.44035087719298244
foldbench_monomer,8wrx_A,88,eval-test,1,id_70_100,0.947,0.3846153846153846,0.4487179487179487,-0.0641025641025641
foldbench_monomer,8wt3_A,135,eval-test,0,id_50_70,0.69,0.646551724137931,0.6551724137931034,-0.008620689655172376
foldbench_monomer,8wim_A,620,eval-test,1,id_70_100,0.797,0.5204513399153737,0.4936530324400564,0.026798307475317307
foldbench_monomer,8x7c_A,353,eval-test,0,id_50_70,0.669,0.5503685503685504,0.7911547911547911,-0.24078624078624078
foldbench_monomer,8xf9_A,283,eval-test,0,id_70_100,0.942,0.652014652014652,0.684981684981685,-0.03296703296703296
foldbench_monomer,8xif_A,224,eval-test,1,no_homolog,,0.4506437768240343,0.4549356223175965,-0.0042918454935622075
foldbench_monomer,8xjg_A,153,eval-test,0,id_70_100,0.827,0.8623853211009175,0.8807339449541285,-0.01834862385321101
foldbench_monomer,8xpk_A,269,eval-test,0,id_50_70,0.616,0.7318611987381703,0.8012618296529969,-0.06940063091482651
foldbench_monomer,8y9p_A,256,eval-test,0,id_30_50,0.474,0.54,0.755,-0.21499999999999997
foldbench_monomer,8ye0_A,290,eval-test,0,id_70_100,0.979,0.3251533742331288,0.3834355828220859,-0.05828220858895711
foldbench_monomer,8wqn_A,173,eval-test,0,no_homolog,,0.0943396226415094,0.0943396226415094,0.0
foldbench_monomer,8yxk_A,201,eval-test,0,id_30_50,0.467,0.6666666666666666,0.6893939393939394,-0.022727272727272818
foldbench_monomer,8z4q_A,473,eval-test,0,id_70_100,0.801,0.0990825688073394,0.0954128440366972,0.003669724770642202
foldbench_monomer,8hel_A,76,eval-test,1,id_50_70,0.617,0.375,0.4,-0.025000000000000022
foldbench_monomer,8zqf_A,214,eval-test,0,id_50_70,0.577,0.5165876777251185,0.5687203791469194,-0.05213270142180093
foldbench_monomer,9aue_A,415,eval-test,0,id_30_50,0.371,0.5844875346260388,0.6620498614958449,-0.07756232686980613
foldbench_monomer,9azz_A,186,eval-test,0,id_70_100,0.824,0.6971428571428572,0.7028571428571428,-0.005714285714285672
foldbench_monomer,9b1u_A,310,eval-test,0,id_50_70,0.672,0.6303630363036303,0.6435643564356436,-0.01320132013201325
foldbench_monomer,9b8e_A,233,eval-test,0,id_20_30,0.229,0.3333333333333333,0.379746835443038,-0.046413502109704685
foldbench_monomer,9bks_A,80,eval-test,0,id_70_100,0.97,0.3513513513513513,0.918918918918919,-0.5675675675675677
foldbench_monomer,9bjx_A,368,eval-test,0,id_70_100,0.876,0.5571428571428572,0.680952380952381,-0.12380952380952381
foldbench_monomer,9cfj_A,276,eval-test,0,id_30_50,0.472,0.5294117647058824,0.5919117647058824,-0.0625
foldbench_monomer,9crn_A,379,eval-test,0,id_70_100,0.781,0.6683544303797468,0.6784810126582278,-0.010126582278480956
foldbench_monomer,9d91_A,320,eval-test,0,id_70_100,0.738,0.4041811846689895,0.6585365853658537,-0.2543554006968642
foldbench_monomer,9etn_A,586,eval-test,0,id_70_100,0.949,0.711864406779661,0.7442218798151001,-0.03235747303543912
foldbench_monomer,9evq_A,226,eval-test,0,id_70_100,0.772,0.5586854460093896,0.5774647887323944,-0.018779342723004744
foldbench_monomer,9fce_A,229,eval-test,0,id_50_70,0.663,0.7360406091370558,0.700507614213198,0.035532994923857864
foldbench_monomer,9fgp_A,140,eval-test,0,id_70_100,0.885,0.2619047619047619,0.25,0.011904761904761918
foldbench_monomer,9f9u_A,170,eval-test,0,id_50_70,0.674,0.3440860215053763,0.4946236559139785,-0.15053763440860218
foldbench_monomer,9fow_A,146,eval-test,0,id_70_100,0.853,0.218978102189781,0.1751824817518248,0.043795620437956206
foldbench_monomer,9fym_A,330,eval-test,0,id_50_70,0.637,0.6029776674937966,0.6253101736972705,-0.022332506203473934
foldbench_monomer,9gso_A,177,eval-test,0,no_homolog,,0.2435897435897435,0.2179487179487179,0.025641025641025605
foldbench_monomer,9ijc_A,321,eval-test,0,id_50_70,0.667,0.6684636118598383,0.6846361185983828,-0.016172506738544534
foldbench_monomer,9iuh_A,411,eval-test,0,id_70_100,0.986,0.6673960612691466,0.7592997811816192,-0.09190371991247259
foldbench_monomer,9j0v_A,286,eval-test,0,id_70_100,0.939,0.7232142857142857,0.7410714285714286,-0.017857142857142905
foldbench_monomer,9jq9_A,179,eval-test,0,id_30_50,0.35,0.5340909090909091,0.6079545454545454,-0.07386363636363635
foldbench_monomer,7pv5_A,81,eval-val,0,id_70_100,0.795,0.75,0.75,0.0
foldbench_monomer,7qp5_A,245,eval-val,0,id_70_100,0.981,0.4315352697095436,0.5643153526970954,-0.13278008298755184
foldbench_monomer,7qsj_A,373,eval-val,0,id_70_100,1.0,0.659942363112392,0.7118155619596542,-0.05187319884726227
foldbench_monomer,7t9r_A,38,eval-val,0,id_70_100,0.809,0.1666666666666666,0.75,-0.5833333333333334
foldbench_monomer,7tlh_A,136,eval-val,0,id_70_100,0.878,0.3421052631578947,0.5,-0.1578947368421053
foldbench_monomer,7tjb_A,227,eval-val,0,id_50_70,0.612,0.6965174129353234,0.7313432835820896,-0.03482587064676612
foldbench_monomer,7uba_A,213,eval-val,0,id_30_50,0.463,0.235576923076923,0.3028846153846153,-0.06730769230769232
foldbench_monomer,7uk8_A,394,eval-val,0,id_70_100,0.998,0.5171102661596958,0.5722433460076045,-0.05513307984790872
