geometry,threshold,subset,stem,cluster
original,fine,all,proteina-9a35e736478bdd318640,proteina-9a35e736478bdd318640
original,fine,all,proteina-f0d84e1f113e9631f430,proteina-f0d84e1f113e9631f430
original,fine,all,proteina-0cbb70109235edc57627,proteina-0cbb70109235edc57627
original,fine,all,proteina-f1bc8902dca7f7abdc5a,proteina-f1bc8902dca7f7abdc5a
original,fine,all,proteina-a6d508be309c05d738a1,proteina-a6d508be309c05d738a1
original,fine,all,proteina-6e1f0a16c599cb4a2add,proteina-6e1f0a16c599cb4a2add
original,fine,all,proteina-527619658c03e2bb1f1d,proteina-527619658c03e2bb1f1d
original,fine,all,proteina-5f9062f6b88bb6802d78,proteina-5f9062f6b88bb6802d78
original,fine,all,proteina-39af924ccc85aa1425c4,proteina-39af924ccc85aa1425c4
original,fine,all,proteina-42c3d74a0a7245b29cdc,proteina-42c3d74a0a7245b29cdc
original,fine,all,proteina-6dce2b58b5d5ed4ad0fb,proteina-6dce2b58b5d5ed4ad0fb
original,fine,all,proteina-46148482192ad766e4c2,proteina-46148482192ad766e4c2
original,fine,all,proteina-8f4c8cdc3b6416d0556f,proteina-8f4c8cdc3b6416d0556f
original,fine,all,proteina-08623e82f6c38a7ff069,proteina-08623e82f6c38a7ff069
original,fine,all,proteina-7b16499663910551cbef,proteina-7b16499663910551cbef
original,fine,all,proteina-a048de82e5e5e92c5a36,proteina-a048de82e5e5e92c5a36
original,fine,all,proteina-97af2369b2eb3ae5aabb,proteina-97af2369b2eb3ae5aabb
original,fine,all,proteina-487c782e6c3ecf697e5a,proteina-487c782e6c3ecf697e5a
original,fine,all,proteina-757e084542e810238a1d,proteina-757e084542e810238a1d
original,fine,all,proteina-db56d2109e70db100204,proteina-db56d2109e70db100204
original,fine,all,proteina-bbe0247d6974306c914c,proteina-bbe0247d6974306c914c
original,fine,all,proteina-6e505ebcd86333f157eb,proteina-6e505ebcd86333f157eb
original,fine,all,proteina-0f828a76f46c346dafc0,proteina-0f828a76f46c346dafc0
original,fine,all,proteina-8daf0a137dbc708eb6f0,proteina-8daf0a137dbc708eb6f0
original,fine,all,proteina-ee52c585bf6e885d9b56,proteina-ee52c585bf6e885d9b56
original,fine,all,proteina-f05a526024931fde7825,proteina-f05a526024931fde7825
original,fine,all,proteina-7f6e8d40118524eded61,proteina-7f6e8d40118524eded61
original,fine,all,proteina-6fee0f24aae8ca057c5d,proteina-6fee0f24aae8ca057c5d
original,fine,all,proteina-27dc9adcce15b3bc61d6,proteina-27dc9adcce15b3bc61d6
original,fine,all,proteina-1c1f932ebc86e3916f5c,proteina-1c1f932ebc86e3916f5c
original,fine,all,proteina-204fe8b6de0380fbda58,proteina-204fe8b6de0380fbda58
original,fine,all,proteina-c620100f9995791508a9,proteina-c620100f9995791508a9
original,fine,all,proteina-a63fcefa4c2d91649c98,proteina-a63fcefa4c2d91649c98
original,fine,all,proteina-8a19722f1d4242a2f136,proteina-8a19722f1d4242a2f136
original,fine,all,proteina-3bef2f5b935ce994f0ea,proteina-3bef2f5b935ce994f0ea
original,fine,all,proteina-8eab5c77f3584284662d,proteina-8eab5c77f3584284662d
original,fine,all,proteina-08b72c228b824849fa88,proteina-08b72c228b824849fa88
original,fine,all,proteina-adeafa1b8a1263f9f707,proteina-adeafa1b8a1263f9f707
original,fine,all,proteina-7bd1f6f210d46df9a286,proteina-7bd1f6f210d46df9a286
original,fine,all,proteina-9f7a8045063353ac6813,proteina-9f7a8045063353ac6813
original,fine,all,proteina-5dbfe95d80268b6e97e4,proteina-5dbfe95d80268b6e97e4
original,fine,all,proteina-95b17d1b8ab1f8cd5610,proteina-95b17d1b8ab1f8cd5610
original,fine,all,proteina-9ea00cebeec271a31f40,proteina-9ea00cebeec271a31f40
original,fine,all,proteina-3135c1ce87b39beb0350,proteina-3135c1ce87b39beb0350
original,fine,all,proteina-857e180c008884749f15,proteina-857e180c008884749f15
original,fine,all,proteina-533ac95d66e2f2d8df9b,proteina-533ac95d66e2f2d8df9b
original,fine,all,proteina-2c38d189900329477ce8,proteina-2c38d189900329477ce8
original,fine,all,proteina-daf1f36564a0b520d0a1,proteina-daf1f36564a0b520d0a1
original,fine,all,proteina-6088961eee1c4bbd62c0,proteina-6088961eee1c4bbd62c0
original,fine,all,proteina-50c7b115375132b1d6b6,proteina-50c7b115375132b1d6b6
original,fine,all,proteina-115beb2d456d38fbbcc8,proteina-115beb2d456d38fbbcc8
original,fine,all,proteina-a373a1c62a885386a711,proteina-a373a1c62a885386a711
original,fine,all,proteina-352789b72604e82f65b4,proteina-352789b72604e82f65b4
original,fine,all,proteina-6b9ee1bfa262bc6338ef,proteina-6b9ee1bfa262bc6338ef
original,fine,all,proteina-c6409dfa345b05f5d5d9,proteina-c6409dfa345b05f5d5d9
original,fine,all,proteina-f5a3936a518e71b4947e,proteina-f5a3936a518e71b4947e
original,fine,all,proteina-319d9d655dbabb0511ff,proteina-319d9d655dbabb0511ff
original,fine,all,proteina-7833ba24eda0990a02eb,proteina-7833ba24eda0990a02eb
original,fine,all,proteina-4bbf142c1b2bacc02600,proteina-4bbf142c1b2bacc02600
original,fine,all,proteina-bf926d2c6888d7a9d19b,proteina-bf926d2c6888d7a9d19b
original,fine,all,proteina-5d882c2c3846504e3bba,proteina-5d882c2c3846504e3bba
original,fine,all,proteina-8537e2c0331e2f9953f7,proteina-8537e2c0331e2f9953f7
original,fine,all,proteina-e99035589d19de4ecb95,proteina-e99035589d19de4ecb95
original,fine,all,proteina-1e0fb0d4c115131831b5,proteina-1e0fb0d4c115131831b5
original,fine,all,proteina-7291d296898ff8dbfc24,proteina-7291d296898ff8dbfc24
original,fine,all,proteina-614e28c3079353155128,proteina-614e28c3079353155128
original,fine,all,proteina-c416bd9d55fe40acda31,proteina-c416bd9d55fe40acda31
original,fine,all,proteina-f9c349460293bbbe836e,proteina-f9c349460293bbbe836e
original,fine,all,proteina-6695f96944090be48f16,proteina-6695f96944090be48f16
original,fine,all,proteina-0e55cc4493c0ae15c330,proteina-0e55cc4493c0ae15c330
original,fine,all,proteina-3025f21bb5b363bb7835,proteina-3025f21bb5b363bb7835
original,fine,all,proteina-97b43890e6250b8a584b,proteina-97b43890e6250b8a584b
original,fine,all,proteina-6ff5f07253e0a35e15e4,proteina-6ff5f07253e0a35e15e4
original,fine,all,proteina-351f4b0d3e2ce0554d40,proteina-351f4b0d3e2ce0554d40
original,fine,all,proteina-5a3bda0628601d593ee8,proteina-5a3bda0628601d593ee8
original,fine,all,proteina-cbfe929ddafc728b75f0,proteina-cbfe929ddafc728b75f0
original,fine,all,proteina-135917511679828d7e71,proteina-135917511679828d7e71
original,fine,all,proteina-a5cd1f724791d37063f9,proteina-a5cd1f724791d37063f9
original,fine,all,proteina-bb0a86c9b8759820a787,proteina-bb0a86c9b8759820a787
original,fine,all,proteina-f9f1da4c6c63395f449d,proteina-f9f1da4c6c63395f449d
original,fine,all,proteina-946b81051cbba3b5f703,proteina-946b81051cbba3b5f703
original,fine,all,proteina-dbd85452b3c300629d17,proteina-dbd85452b3c300629d17
original,fine,all,proteina-171210a29768f1e4d93e,proteina-171210a29768f1e4d93e
original,fine,all,proteina-3d1436f1835d3622222f,proteina-3d1436f1835d3622222f
original,fine,all,proteina-6b5431d6a23b5648f12d,proteina-6b5431d6a23b5648f12d
original,fine,all,proteina-8f283ceab8ef2fd378c8,proteina-8f283ceab8ef2fd378c8
original,fine,all,proteina-534d049152c7816958a1,proteina-534d049152c7816958a1
original,fine,all,proteina-367f5e37b2fec3ebf6dd,proteina-367f5e37b2fec3ebf6dd
original,fine,all,proteina-5b2bcac56161c71d94cb,proteina-5b2bcac56161c71d94cb
original,fine,all,proteina-6d70f8e72623a6cc4136,proteina-6d70f8e72623a6cc4136
original,fine,all,proteina-5708fbb76a46a27888af,proteina-5708fbb76a46a27888af
original,fine,all,proteina-726b69e40e7e20c1766e,proteina-726b69e40e7e20c1766e
original,fine,all,proteina-dc07e3a6a4ac404ef3fb,proteina-dc07e3a6a4ac404ef3fb
original,fine,all,proteina-8109e29a0833a4e66c8d,proteina-8109e29a0833a4e66c8d
original,fine,all,proteina-1bb5140063c1dd1f0a1a,proteina-1bb5140063c1dd1f0a1a
original,fine,all,proteina-4cf11ff8e0061630e406,proteina-4cf11ff8e0061630e406
original,fine,all,proteina-5bddec688225908f52cc,proteina-5bddec688225908f52cc
original,fine,all,proteina-833e2015ef9308a92cfd,proteina-833e2015ef9308a92cfd
original,fine,quality_pass,proteina-215583f1945db6f6dbfe,proteina-215583f1945db6f6dbfe
original,fine,quality_pass,proteina-0ad9b6897347c8251eaf,proteina-05efa835bc8aa6296099
original,fine,quality_pass,proteina-dbe6a3bb3fe03ad61a61,proteina-05efa835bc8aa6296099
original,fine,quality_pass,proteina-05efa835bc8aa6296099,proteina-05efa835bc8aa6296099
original,fine,quality_pass,proteina-13493a8cd8df39d64e7d,proteina-05efa835bc8aa6296099
original,fine,quality_pass,proteina-70791b852d1236e1a0d1,proteina-70791b852d1236e1a0d1
original,fine,quality_pass,proteina-a81dbf596dce0d01f55f,proteina-a81dbf596dce0d01f55f
original,fine,quality_pass,proteina-cac28b7490b76225f9ee,proteina-a81dbf596dce0d01f55f
original,fine,quality_pass,proteina-fa8062f75af335e9ecf1,proteina-fa8062f75af335e9ecf1
original,fine,quality_pass,proteina-276b5488628433a2a539,proteina-276b5488628433a2a539
original,fine,quality_pass,proteina-196b47be5f54394618a0,proteina-196b47be5f54394618a0
original,fine,quality_pass,proteina-c47b28aae69757c46b68,proteina-c47b28aae69757c46b68
original,fine,quality_pass,proteina-ae2d335f6f1b2af6d22e,proteina-576af52de547319d7f5b
original,fine,quality_pass,proteina-576af52de547319d7f5b,proteina-576af52de547319d7f5b
original,fine,quality_pass,proteina-d8b38fab9d70b86c27c8,proteina-576af52de547319d7f5b
original,fine,quality_pass,proteina-5ed86f32a250b3c9459d,proteina-5ed86f32a250b3c9459d
original,fine,quality_pass,proteina-c337ed2496379b3a507b,proteina-c337ed2496379b3a507b
original,fine,quality_pass,proteina-b973158da8600beb120e,proteina-b973158da8600beb120e
original,fine,quality_pass,proteina-2bffd6308ea6421552b3,proteina-2bffd6308ea6421552b3
original,fine,quality_pass,proteina-d909ed39640b232ffeab,proteina-d909ed39640b232ffeab
original,fine,quality_pass,proteina-57083b0489e240b352cb,proteina-57083b0489e240b352cb
original,fine,quality_pass,proteina-8a2cb45828c7f54a286f,proteina-8a2cb45828c7f54a286f
original,fine,quality_pass,proteina-97f80220aedc30db37fd,proteina-8a2cb45828c7f54a286f
original,fine,quality_pass,proteina-9b4701bcd77f96ae84ed,proteina-8a2cb45828c7f54a286f
original,fine,quality_pass,proteina-cfc40e241f03e7e656b9,proteina-cfc40e241f03e7e656b9
original,fine,quality_pass,proteina-902a7b7c464bf3c315f7,proteina-902a7b7c464bf3c315f7
original,fine,quality_pass,proteina-2a4a9abfb2af9f5d3ce5,proteina-2a4a9abfb2af9f5d3ce5
original,fine,quality_pass,proteina-af7d027679bf8dba3c04,proteina-af7d027679bf8dba3c04
original,fine,quality_pass,proteina-2f58b143cc41192eb256,proteina-2f58b143cc41192eb256
original,fine,quality_pass,proteina-8d666fc85f33fc1f3b19,proteina-8d666fc85f33fc1f3b19
original,fine,quality_pass,proteina-9f8f92f73c26a8508671,proteina-9f8f92f73c26a8508671
original,fine,quality_pass,proteina-bc3b7b3a34cd11f1c78d,proteina-48e986922343cf2640cb
original,fine,quality_pass,proteina-48e986922343cf2640cb,proteina-48e986922343cf2640cb
original,fine,quality_pass,proteina-3387cafc657a0a340fe8,proteina-3387cafc657a0a340fe8
original,fine,quality_pass,proteina-9d40fd11d91026e054d4,proteina-9d40fd11d91026e054d4
original,fine,quality_pass,proteina-0fb6d5c4cc1232112180,proteina-0fb6d5c4cc1232112180
original,fine,quality_pass,proteina-bd6762cea62cae9fffa7,proteina-9999df4f752306d927f9
original,fine,quality_pass,proteina-9999df4f752306d927f9,proteina-9999df4f752306d927f9
original,fine,quality_pass,proteina-e636365f0a7a57553a0f,proteina-e636365f0a7a57553a0f
original,fine,quality_pass,proteina-5577c9fab50dd1266bf2,proteina-5577c9fab50dd1266bf2
original,fine,quality_pass,proteina-a85a76c978eac08e2687,proteina-a85a76c978eac08e2687
original,fine,quality_pass,proteina-b55cbb9d584613aaa5da,proteina-b55cbb9d584613aaa5da
original,fine,quality_pass,proteina-7308efa9234e569bd022,proteina-7308efa9234e569bd022
original,fine,quality_pass,proteina-6648e52b3c80e35a1af7,proteina-6648e52b3c80e35a1af7
original,fine,quality_pass,proteina-76eec2ffec8854fd5cca,proteina-76eec2ffec8854fd5cca
original,fine,quality_pass,proteina-07892e951ee9425b73e6,proteina-07892e951ee9425b73e6
original,fine,quality_pass,proteina-a57ec9536230be57026f,proteina-a57ec9536230be57026f
original,fine,quality_pass,proteina-fcacbecfcb0d7acb4612,proteina-fcacbecfcb0d7acb4612
original,fine,quality_pass,proteina-4a330c07c2b73a0fa141,proteina-4a330c07c2b73a0fa141
original,fine,quality_pass,proteina-b1364757cc8f7d62c40f,proteina-b1364757cc8f7d62c40f
original,fine,quality_pass,proteina-4fe420ca8229df130ca9,proteina-4fe420ca8229df130ca9
original,fine,quality_pass,proteina-20b5a2ad6be031dacf24,proteina-20b5a2ad6be031dacf24
original,fine,quality_pass,proteina-938b23882ed36cdd4619,proteina-938b23882ed36cdd4619
original,fine,quality_pass,proteina-59c8c355e6342e92d3c9,proteina-59c8c355e6342e92d3c9
original,fine,quality_pass,proteina-e7ec643a44e20b03dada,proteina-e7ec643a44e20b03dada
original,fine,quality_pass,proteina-bdd78217c35974467af3,proteina-bdd78217c35974467af3
original,fine,quality_pass,proteina-cbf8c8d4a53c859d4ea7,proteina-cbf8c8d4a53c859d4ea7
original,fine,quality_pass,proteina-696132d886d3c9b52251,proteina-696132d886d3c9b52251
original,fine,quality_pass,proteina-a6688467907748128858,proteina-a6688467907748128858
original,fine,quality_pass,proteina-57caf028f21c28a7ae89,proteina-57caf028f21c28a7ae89
original,fine,quality_pass,proteina-15b208095e1495863a32,proteina-15b208095e1495863a32
