stem,length,condition,quality_pass,sequence_excluded,structure_excluded,fine_cluster,selected
proteina-8d666fc85f33fc1f3b19,100,1.x.x.x,True,False,False,proteina-8d666fc85f33fc1f3b19,True
proteina-666c48866efe82a999be,100,1.x.x.x,False,False,False,,False
proteina-7089d909c2af8a353b88,100,1.x.x.x,False,True,False,,False
proteina-9f8f92f73c26a8508671,100,1.x.x.x,True,False,False,proteina-9f8f92f73c26a8508671,True
proteina-04088de99a0727dd554f,100,1.x.x.x,False,True,False,,False
proteina-dbe6a3bb3fe03ad61a61,100,1.x.x.x,True,False,False,proteina-5708fbb76a46a27888af,True
proteina-439d3b24029848b1f19a,100,2.x.x.x,False,False,False,,False
proteina-bc3b7b3a34cd11f1c78d,100,2.x.x.x,True,True,False,,False
proteina-3387cafc657a0a340fe8,100,2.x.x.x,True,False,False,proteina-3387cafc657a0a340fe8,True
proteina-9d40fd11d91026e054d4,100,2.x.x.x,True,False,False,proteina-9d40fd11d91026e054d4,True
proteina-0fb6d5c4cc1232112180,100,2.x.x.x,True,False,False,proteina-0fb6d5c4cc1232112180,True
proteina-bd6762cea62cae9fffa7,100,2.x.x.x,True,False,False,proteina-bd6762cea62cae9fffa7,True
proteina-e636365f0a7a57553a0f,100,2.x.x.x,True,False,False,proteina-e636365f0a7a57553a0f,True
proteina-5577c9fab50dd1266bf2,100,2.x.x.x,True,False,False,proteina-5577c9fab50dd1266bf2,True
proteina-a85a76c978eac08e2687,100,2.x.x.x,True,False,False,proteina-a85a76c978eac08e2687,True
proteina-b55cbb9d584613aaa5da,100,2.x.x.x,True,False,False,proteina-b55cbb9d584613aaa5da,True
proteina-7308efa9234e569bd022,100,2.x.x.x,True,False,False,proteina-7308efa9234e569bd022,True
proteina-6648e52b3c80e35a1af7,100,2.x.x.x,True,False,False,proteina-6648e52b3c80e35a1af7,True
proteina-76eec2ffec8854fd5cca,100,2.x.x.x,True,False,False,proteina-76eec2ffec8854fd5cca,True
proteina-b745fe0c1378aae3777e,100,2.x.x.x,False,False,False,,False
proteina-07892e951ee9425b73e6,100,2.x.x.x,True,False,False,proteina-07892e951ee9425b73e6,True
proteina-a57ec9536230be57026f,100,2.x.x.x,True,False,False,proteina-a57ec9536230be57026f,True
proteina-fcacbecfcb0d7acb4612,100,2.x.x.x,True,False,False,proteina-fcacbecfcb0d7acb4612,True
proteina-5d61ea52251aa80193af,100,2.x.x.x,False,True,False,,False
proteina-4a330c07c2b73a0fa141,100,2.x.x.x,True,False,False,proteina-4a330c07c2b73a0fa141,True
proteina-b1364757cc8f7d62c40f,100,2.x.x.x,True,False,False,proteina-b1364757cc8f7d62c40f,True
proteina-fd1ba8c2633583bfd2d7,100,2.x.x.x,False,False,False,,False
proteina-4fe420ca8229df130ca9,100,2.x.x.x,True,False,False,proteina-4fe420ca8229df130ca9,True
proteina-20b5a2ad6be031dacf24,100,2.x.x.x,True,False,False,proteina-20b5a2ad6be031dacf24,True
proteina-938b23882ed36cdd4619,100,2.x.x.x,True,False,False,proteina-938b23882ed36cdd4619,True
proteina-48e986922343cf2640cb,100,2.x.x.x,True,True,False,,False
proteina-59c8c355e6342e92d3c9,100,2.x.x.x,True,False,False,proteina-59c8c355e6342e92d3c9,True
proteina-e7ec643a44e20b03dada,100,2.x.x.x,True,False,False,proteina-e7ec643a44e20b03dada,True
proteina-368f172190a7c1817756,100,2.x.x.x,False,False,False,,False
proteina-bdd78217c35974467af3,100,2.x.x.x,True,False,False,proteina-bdd78217c35974467af3,True
proteina-cbf8c8d4a53c859d4ea7,100,2.x.x.x,True,False,False,proteina-cbf8c8d4a53c859d4ea7,True
proteina-696132d886d3c9b52251,100,2.x.x.x,True,False,False,proteina-696132d886d3c9b52251,True
proteina-a6688467907748128858,100,2.x.x.x,True,False,False,proteina-a6688467907748128858,True
proteina-57caf028f21c28a7ae89,100,1.x.x.x,True,False,False,proteina-57caf028f21c28a7ae89,True
proteina-15b208095e1495863a32,100,1.x.x.x,True,False,False,proteina-15b208095e1495863a32,True
proteina-cac28b7490b76225f9ee,100,1.x.x.x,True,False,False,proteina-a81dbf596dce0d01f55f,True
proteina-30d7dcd290fe036f22e5,100,1.x.x.x,True,True,False,,False
proteina-8b7919e8c8f9b7d17c50,100,1.x.x.x,True,False,False,proteina-8b7919e8c8f9b7d17c50,True
proteina-fdd3f353d7eaa44bc450,100,1.x.x.x,False,False,False,,False
proteina-63872c28075090970779,100,1.x.x.x,True,False,False,proteina-63872c28075090970779,True
proteina-576af52de547319d7f5b,100,1.x.x.x,True,False,False,proteina-576af52de547319d7f5b,True
proteina-0308f70be3294a172aee,100,1.x.x.x,True,True,False,,False
proteina-9c35e34baaadfb7002bd,100,1.x.x.x,True,True,False,,False
proteina-cb7f8d6e27dea5ebb4b5,100,1.x.x.x,True,False,False,proteina-cb7f8d6e27dea5ebb4b5,True
proteina-c491358b572851294e3b,100,1.x.x.x,True,False,False,proteina-c491358b572851294e3b,True
proteina-de62eb9742b582f05cd3,100,1.x.x.x,True,False,False,proteina-de62eb9742b582f05cd3,True
proteina-4dee0293e78269033ee5,100,1.x.x.x,True,False,False,proteina-4dee0293e78269033ee5,True
proteina-283c6dbb528c15b81ac8,100,1.x.x.x,True,True,False,,False
proteina-3999e7d2ac1e6c3fc3ab,100,1.x.x.x,True,True,True,,False
proteina-4327ed5e9c7b24485dac,100,1.x.x.x,True,False,False,proteina-4327ed5e9c7b24485dac,True
proteina-56e1183848fcaee780f5,100,1.x.x.x,True,False,False,proteina-56e1183848fcaee780f5,True
proteina-d8b38fab9d70b86c27c8,100,1.x.x.x,True,False,False,proteina-576af52de547319d7f5b,True
proteina-d823593e023cb4b416b1,100,1.x.x.x,False,False,False,,False
proteina-23942e9049d9a2f5d2b9,100,1.x.x.x,True,False,False,proteina-23942e9049d9a2f5d2b9,True
proteina-b6c8a48db01785426392,100,1.x.x.x,True,True,False,,False
proteina-d89333c3647549e005cf,100,1.x.x.x,True,True,False,,False
proteina-c16703e46ba34b697f0d,100,1.x.x.x,True,False,False,proteina-c16703e46ba34b697f0d,True
proteina-d00a9f8ac4dfba66d730,100,1.x.x.x,True,False,False,proteina-d00a9f8ac4dfba66d730,True
proteina-82c7891ef0055f77f08f,100,1.x.x.x,False,False,False,,False
proteina-8df24564c46d78764ec7,100,1.x.x.x,True,True,False,,False
proteina-74043e9ef3c7eaaf763c,100,1.x.x.x,True,False,False,proteina-74043e9ef3c7eaaf763c,True
proteina-ff3044fa8af037fbd832,100,1.x.x.x,False,True,False,,False
proteina-7d99ef59120e8d03530c,100,1.x.x.x,True,False,False,proteina-7d99ef59120e8d03530c,True
proteina-e58d1260d2adc966095b,100,1.x.x.x,True,False,False,proteina-e58d1260d2adc966095b,True
proteina-05efa835bc8aa6296099,100,1.x.x.x,True,True,False,,False
proteina-1818fb7ec7de4f4c0a0b,100,3.x.x.x,True,True,False,,False
proteina-14ea71f49b3164e4c4e4,100,3.x.x.x,True,False,False,proteina-14ea71f49b3164e4c4e4,True
proteina-df9c3cc5385203d4b1e8,100,3.x.x.x,True,False,False,proteina-df9c3cc5385203d4b1e8,True
proteina-b7937ca5b6432774e4db,100,3.x.x.x,True,False,False,proteina-b7937ca5b6432774e4db,True
proteina-dd5ca6766dc9e91257b9,100,3.x.x.x,True,False,False,proteina-dd5ca6766dc9e91257b9,True
proteina-6752940ae12eca3b8e99,100,3.x.x.x,True,False,False,proteina-6752940ae12eca3b8e99,True
proteina-04381f0811f1c9f569de,100,3.x.x.x,True,True,False,,False
proteina-73283c1f66154e8d7cf2,100,3.x.x.x,True,False,False,proteina-73283c1f66154e8d7cf2,True
proteina-549cdf4fe29fd7485fcc,100,3.x.x.x,True,False,False,proteina-549cdf4fe29fd7485fcc,True
proteina-766661e0858752e7610a,100,3.x.x.x,True,False,False,proteina-766661e0858752e7610a,True
proteina-cb54aeea8d253aaa8a65,100,3.x.x.x,True,True,False,,False
proteina-4ae0e2eae11b2b4c5a3b,100,3.x.x.x,True,False,False,proteina-4ae0e2eae11b2b4c5a3b,True
proteina-1d90d7b7ad5593e8d5d8,100,3.x.x.x,True,True,False,,False
proteina-30b018bee2cb5953c283,100,3.x.x.x,False,True,False,,False
proteina-75e3c21bbeb6f05a8cbd,100,3.x.x.x,True,False,False,proteina-75e3c21bbeb6f05a8cbd,True
proteina-3b5951fa585e2c11f1da,100,3.x.x.x,True,False,False,proteina-3b5951fa585e2c11f1da,True
proteina-05e1d3d5bf4adb5fadee,100,3.x.x.x,True,False,False,proteina-05e1d3d5bf4adb5fadee,True
proteina-dfe92b3705ef3c76824e,100,3.x.x.x,True,True,False,,False
proteina-9e404ea2814d25680980,100,3.x.x.x,False,False,False,,False
proteina-07482b5e78e3e7104b68,100,3.x.x.x,True,False,False,proteina-07482b5e78e3e7104b68,True
proteina-b68efba87ae9c567b037,100,3.x.x.x,True,True,False,,False
proteina-0641665dd2d1a5180fb6,100,3.x.x.x,True,False,False,proteina-0641665dd2d1a5180fb6,True
proteina-14d4e7a8a48e2f4a19bc,100,3.x.x.x,True,False,False,proteina-14d4e7a8a48e2f4a19bc,True
proteina-273f2546c68dda95c9ab,100,3.x.x.x,True,False,False,proteina-273f2546c68dda95c9ab,True
proteina-39038d37f5d1276122ce,100,3.x.x.x,False,False,False,,False
proteina-459d812f0d42c9e53002,100,3.x.x.x,True,False,False,proteina-459d812f0d42c9e53002,True
proteina-fea18553d67cca6b8ad2,100,3.x.x.x,True,False,False,proteina-fea18553d67cca6b8ad2,True
proteina-020472ebe33aa67481e1,100,3.x.x.x,True,True,False,,False
proteina-52021e7e05ea5f00faea,100,3.x.x.x,True,True,False,,False
proteina-48aa893a8c79ee79e4d5,100,3.x.x.x,True,True,False,,False
proteina-c45f5382ee92e527936a,100,3.x.x.x,True,False,False,proteina-c45f5382ee92e527936a,True
proteina-8fd6f6afd68a7595bf88,100,3.x.x.x,True,False,False,proteina-8fd6f6afd68a7595bf88,True
proteina-4ffc09e1cf28c45fe0df,100,unconditional,True,False,False,proteina-4ffc09e1cf28c45fe0df,True
proteina-44dd382d304e94c1599e,100,unconditional,True,False,False,proteina-44dd382d304e94c1599e,True
proteina-4551affa95444c8367f7,100,unconditional,True,False,False,proteina-4551affa95444c8367f7,True
proteina-e292cca4b4ef1405301b,100,unconditional,True,True,False,,False
proteina-3558c0f101cfa9093a8e,100,unconditional,True,True,False,,False
proteina-196fab2d1334b4ef9bbd,100,unconditional,True,True,False,,False
proteina-a5c67f4246fa4a78ad68,100,unconditional,False,False,False,,False
proteina-36d58e1890b9e5f044de,100,unconditional,True,False,False,proteina-36d58e1890b9e5f044de,True
proteina-4463b00f7215feaebc78,100,unconditional,True,True,False,,False
proteina-286a7718a4f8cc02fe06,100,unconditional,False,False,False,,False
proteina-65603b8ccdf828c66fe9,100,unconditional,True,False,False,proteina-65603b8ccdf828c66fe9,True
proteina-1bb6dc4c717410f68fb6,100,unconditional,True,False,False,proteina-1bb6dc4c717410f68fb6,True
proteina-feb0e91be4e869c51ef9,100,unconditional,False,True,False,,False
proteina-86f4e1afcfb175e8a15f,100,unconditional,True,False,False,proteina-86f4e1afcfb175e8a15f,True
proteina-5ae40b0808eedb9648a2,100,unconditional,True,True,False,,False
proteina-f800ee5280504b544e90,100,unconditional,True,True,False,,False
proteina-f24b8d0b29282868106c,100,unconditional,False,False,False,,False
proteina-d7062f078b3879994d47,100,unconditional,True,False,False,proteina-d7062f078b3879994d47,True
proteina-87e2f6b424b514e1d25f,100,unconditional,False,False,False,,False
proteina-9624a89ffa2f046ce541,100,unconditional,True,False,False,proteina-9624a89ffa2f046ce541,True
proteina-25b37f4890317a940404,100,unconditional,True,False,False,proteina-25b37f4890317a940404,True
proteina-af6d60413d4df42ce80f,100,unconditional,True,True,False,,False
proteina-4416552306f90e4b026d,100,unconditional,True,False,False,proteina-4416552306f90e4b026d,True
proteina-9a35e736478bdd318640,100,unconditional,True,True,False,,False
proteina-f0d84e1f113e9631f430,100,unconditional,False,True,False,,False
proteina-0cbb70109235edc57627,100,unconditional,True,False,False,proteina-0cbb70109235edc57627,True
proteina-f1bc8902dca7f7abdc5a,100,unconditional,True,False,False,proteina-f1bc8902dca7f7abdc5a,True
proteina-a6d508be309c05d738a1,100,unconditional,True,False,False,proteina-a6d508be309c05d738a1,True
proteina-c4c9867eec02dd6ecf3d,100,unconditional,True,True,True,,False
proteina-6e1f0a16c599cb4a2add,100,unconditional,True,False,False,proteina-6e1f0a16c599cb4a2add,True
proteina-527619658c03e2bb1f1d,100,unconditional,False,False,False,,False
proteina-5f9062f6b88bb6802d78,100,unconditional,False,False,False,,False
proteina-39af924ccc85aa1425c4,100,3.x.x.x,True,False,False,proteina-39af924ccc85aa1425c4,True
proteina-42c3d74a0a7245b29cdc,100,3.x.x.x,True,True,False,,False
proteina-6dce2b58b5d5ed4ad0fb,100,3.x.x.x,False,False,False,,False
proteina-46148482192ad766e4c2,100,3.x.x.x,True,False,False,proteina-46148482192ad766e4c2,True
proteina-8f4c8cdc3b6416d0556f,100,3.x.x.x,True,False,False,proteina-8f4c8cdc3b6416d0556f,True
proteina-08623e82f6c38a7ff069,100,3.x.x.x,True,True,False,,False
proteina-7b16499663910551cbef,100,3.x.x.x,False,False,False,,False
proteina-a048de82e5e5e92c5a36,100,3.x.x.x,False,True,False,,False
proteina-97af2369b2eb3ae5aabb,100,3.x.x.x,True,False,False,proteina-97af2369b2eb3ae5aabb,True
proteina-487c782e6c3ecf697e5a,100,3.x.x.x,False,False,False,,False
proteina-757e084542e810238a1d,100,3.x.x.x,True,False,False,proteina-757e084542e810238a1d,True
proteina-db56d2109e70db100204,100,3.x.x.x,False,False,False,,False
proteina-bbe0247d6974306c914c,100,3.x.x.x,False,False,False,,False
proteina-6e505ebcd86333f157eb,100,3.x.x.x,True,False,False,proteina-6e505ebcd86333f157eb,True
proteina-0f828a76f46c346dafc0,100,3.x.x.x,True,True,False,,False
proteina-8daf0a137dbc708eb6f0,100,3.x.x.x,True,False,False,proteina-8daf0a137dbc708eb6f0,True
proteina-ee52c585bf6e885d9b56,100,3.x.x.x,False,False,False,,False
proteina-f05a526024931fde7825,100,3.x.x.x,False,False,False,,False
proteina-7f6e8d40118524eded61,100,3.x.x.x,False,False,False,,False
proteina-6fee0f24aae8ca057c5d,100,3.x.x.x,True,False,False,proteina-6fee0f24aae8ca057c5d,True
proteina-27dc9adcce15b3bc61d6,100,3.x.x.x,False,False,False,,False
proteina-1c1f932ebc86e3916f5c,100,3.x.x.x,True,False,False,proteina-1c1f932ebc86e3916f5c,True
proteina-204fe8b6de0380fbda58,100,3.x.x.x,True,True,False,,False
proteina-c620100f9995791508a9,100,3.x.x.x,True,False,False,proteina-c620100f9995791508a9,True
proteina-a63fcefa4c2d91649c98,100,3.x.x.x,True,False,False,proteina-a63fcefa4c2d91649c98,True
proteina-8a19722f1d4242a2f136,100,3.x.x.x,True,True,False,,False
proteina-3bef2f5b935ce994f0ea,100,3.x.x.x,False,False,False,,False
proteina-8eab5c77f3584284662d,100,3.x.x.x,True,False,False,proteina-8eab5c77f3584284662d,True
proteina-08b72c228b824849fa88,100,3.x.x.x,True,True,False,,False
proteina-adeafa1b8a1263f9f707,100,3.x.x.x,True,False,False,proteina-adeafa1b8a1263f9f707,True
proteina-7bd1f6f210d46df9a286,100,3.x.x.x,True,False,False,proteina-7bd1f6f210d46df9a286,True
proteina-9f7a8045063353ac6813,100,3.x.x.x,True,False,False,proteina-9f7a8045063353ac6813,True
proteina-5dbfe95d80268b6e97e4,100,2.x.x.x,False,False,False,,False
proteina-95b17d1b8ab1f8cd5610,100,2.x.x.x,True,False,False,proteina-95b17d1b8ab1f8cd5610,True
proteina-9ea00cebeec271a31f40,100,2.x.x.x,True,False,False,proteina-9ea00cebeec271a31f40,True
proteina-3135c1ce87b39beb0350,100,2.x.x.x,True,False,False,proteina-3135c1ce87b39beb0350,True
proteina-857e180c008884749f15,100,2.x.x.x,True,False,False,proteina-857e180c008884749f15,True
proteina-533ac95d66e2f2d8df9b,100,2.x.x.x,True,False,False,proteina-533ac95d66e2f2d8df9b,True
proteina-9999df4f752306d927f9,100,2.x.x.x,True,True,False,,False
proteina-2c38d189900329477ce8,100,2.x.x.x,True,False,False,proteina-2c38d189900329477ce8,True
proteina-daf1f36564a0b520d0a1,100,2.x.x.x,True,False,False,proteina-daf1f36564a0b520d0a1,True
proteina-6088961eee1c4bbd62c0,100,2.x.x.x,True,False,False,proteina-6088961eee1c4bbd62c0,True
proteina-50c7b115375132b1d6b6,100,2.x.x.x,True,False,False,proteina-50c7b115375132b1d6b6,True
proteina-115beb2d456d38fbbcc8,100,2.x.x.x,True,True,False,,False
proteina-a373a1c62a885386a711,100,2.x.x.x,True,False,False,proteina-a373a1c62a885386a711,True
proteina-352789b72604e82f65b4,100,2.x.x.x,False,True,False,,False
proteina-6b9ee1bfa262bc6338ef,100,2.x.x.x,True,False,False,proteina-6b9ee1bfa262bc6338ef,True
proteina-c6409dfa345b05f5d5d9,100,2.x.x.x,True,False,False,proteina-c6409dfa345b05f5d5d9,True
proteina-f5a3936a518e71b4947e,100,2.x.x.x,True,False,False,proteina-f5a3936a518e71b4947e,True
proteina-319d9d655dbabb0511ff,100,2.x.x.x,True,False,False,proteina-319d9d655dbabb0511ff,True
proteina-7833ba24eda0990a02eb,100,2.x.x.x,True,False,False,proteina-7833ba24eda0990a02eb,True
proteina-4bbf142c1b2bacc02600,100,2.x.x.x,True,False,False,proteina-4bbf142c1b2bacc02600,True
proteina-bf926d2c6888d7a9d19b,100,2.x.x.x,False,False,False,,False
proteina-5d882c2c3846504e3bba,100,2.x.x.x,False,False,False,,False
proteina-8537e2c0331e2f9953f7,100,2.x.x.x,True,False,False,proteina-8537e2c0331e2f9953f7,True
proteina-e99035589d19de4ecb95,100,2.x.x.x,False,False,False,,False
proteina-1e0fb0d4c115131831b5,100,2.x.x.x,True,False,False,proteina-1e0fb0d4c115131831b5,True
proteina-7291d296898ff8dbfc24,100,2.x.x.x,True,False,False,proteina-7291d296898ff8dbfc24,True
proteina-614e28c3079353155128,100,2.x.x.x,True,False,False,proteina-614e28c3079353155128,True
proteina-c416bd9d55fe40acda31,100,2.x.x.x,True,False,False,proteina-c416bd9d55fe40acda31,True
proteina-f9c349460293bbbe836e,100,2.x.x.x,False,True,False,,False
proteina-6695f96944090be48f16,100,2.x.x.x,False,False,False,,False
proteina-0e55cc4493c0ae15c330,100,2.x.x.x,False,False,False,,False
proteina-3025f21bb5b363bb7835,100,2.x.x.x,True,False,False,proteina-3025f21bb5b363bb7835,True
proteina-97b43890e6250b8a584b,100,unconditional,True,False,False,proteina-97b43890e6250b8a584b,True
proteina-6ff5f07253e0a35e15e4,100,unconditional,True,True,False,,False
proteina-351f4b0d3e2ce0554d40,100,unconditional,True,True,False,,False
proteina-5a3bda0628601d593ee8,100,unconditional,False,False,False,,False
proteina-cbfe929ddafc728b75f0,100,unconditional,True,False,False,proteina-cbfe929ddafc728b75f0,True
proteina-135917511679828d7e71,100,unconditional,True,False,False,proteina-135917511679828d7e71,True
proteina-a5cd1f724791d37063f9,100,unconditional,True,True,False,,False
proteina-bb0a86c9b8759820a787,100,unconditional,False,False,False,,False
proteina-f9f1da4c6c63395f449d,100,unconditional,True,False,False,proteina-f9f1da4c6c63395f449d,True
proteina-946b81051cbba3b5f703,100,unconditional,True,True,False,,False
proteina-dbd85452b3c300629d17,100,unconditional,False,False,False,,False
proteina-171210a29768f1e4d93e,100,unconditional,True,False,False,proteina-171210a29768f1e4d93e,True
proteina-3d1436f1835d3622222f,100,unconditional,True,False,False,proteina-3d1436f1835d3622222f,True
proteina-6b5431d6a23b5648f12d,100,unconditional,True,True,False,,False
proteina-8f283ceab8ef2fd378c8,100,unconditional,True,True,False,,False
proteina-97f80220aedc30db37fd,100,unconditional,True,False,False,proteina-97f80220aedc30db37fd,True
proteina-534d049152c7816958a1,100,unconditional,True,False,False,proteina-534d049152c7816958a1,True
proteina-367f5e37b2fec3ebf6dd,100,unconditional,True,True,False,,False
proteina-5b2bcac56161c71d94cb,100,unconditional,True,True,False,,False
proteina-6d70f8e72623a6cc4136,100,unconditional,True,False,False,proteina-6d70f8e72623a6cc4136,True
proteina-9538f6a8bc69c75641d0,100,unconditional,True,False,False,proteina-9538f6a8bc69c75641d0,True
proteina-5708fbb76a46a27888af,100,unconditional,True,False,False,proteina-5708fbb76a46a27888af,True
proteina-726b69e40e7e20c1766e,100,unconditional,False,False,False,,False
proteina-dc07e3a6a4ac404ef3fb,100,unconditional,True,True,False,,False
proteina-9b4701bcd77f96ae84ed,100,unconditional,True,True,False,,False
proteina-8109e29a0833a4e66c8d,100,unconditional,True,False,False,proteina-8109e29a0833a4e66c8d,True
proteina-1bb5140063c1dd1f0a1a,100,unconditional,True,False,False,proteina-1bb5140063c1dd1f0a1a,True
proteina-4cf11ff8e0061630e406,100,unconditional,True,False,False,proteina-4cf11ff8e0061630e406,True
proteina-5bddec688225908f52cc,100,unconditional,True,False,False,proteina-5bddec688225908f52cc,True
proteina-833e2015ef9308a92cfd,100,unconditional,True,True,False,,False
proteina-7b2c89173a94dc2fe651,100,unconditional,True,True,True,,False
proteina-13493a8cd8df39d64e7d,100,unconditional,True,True,False,,False
