query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm,reference_split
proteina-a048de82e5e5e92c5a36,A0A4Q9L6N9,5.792E-01,6.252E-01,0.810,0.912,5.521E-01,proteina-a048de82e5e5e92c5a36,0.5792,train
proteina-e7ec643a44e20b03dada,U1RE88,7.079E-01,6.683E-01,0.990,1.000,6.435E-01,proteina-e7ec643a44e20b03dada,0.6683,train
proteina-1bb6dc4c717410f68fb6,A0A370MVJ6,6.423E-01,7.543E-01,0.820,0.940,6.527E-01,proteina-1bb6dc4c717410f68fb6,0.6423,train
proteina-56e1183848fcaee780f5,A0A813EDA3,6.576E-01,6.134E-01,0.920,0.835,5.814E-01,proteina-56e1183848fcaee780f5,0.6134,train
proteina-7b16499663910551cbef,A0A7X5WGX4,4.506E-01,4.480E-01,0.810,0.663,4.169E-01,proteina-7b16499663910551cbef,0.448,train
proteina-c416bd9d55fe40acda31,A0A6V8QDE8,6.716E-01,7.075E-01,0.930,0.936,6.409E-01,proteina-c416bd9d55fe40acda31,0.6716,train
proteina-3558c0f101cfa9093a8e,A0A7S2N8Q3,7.242E-01,6.997E-01,1.000,0.933,6.730E-01,proteina-3558c0f101cfa9093a8e,0.6997,train
proteina-576af52de547319d7f5b,R5A5X1,8.279E-01,8.353E-01,0.970,0.980,7.858E-01,proteina-576af52de547319d7f5b,0.8279,train
proteina-833e2015ef9308a92cfd,A0A287Y191,7.932E-01,8.148E-01,0.950,1.000,7.628E-01,proteina-833e2015ef9308a92cfd,0.7932,train
proteina-cb7f8d6e27dea5ebb4b5,A0A5J4QD09,6.610E-01,6.389E-01,0.880,0.827,6.110E-01,proteina-cb7f8d6e27dea5ebb4b5,0.6389,train
proteina-05e1d3d5bf4adb5fadee,A0A482RW69,8.286E-01,8.212E-01,1.000,0.960,7.856E-01,proteina-05e1d3d5bf4adb5fadee,0.8212,train
proteina-48e986922343cf2640cb,A0A4Q4XIQ4,7.916E-01,7.644E-01,0.950,0.904,7.416E-01,proteina-48e986922343cf2640cb,0.7644,train
proteina-13493a8cd8df39d64e7d,A0A497FL23,8.887E-01,7.991E-01,0.990,0.946,8.197E-01,proteina-13493a8cd8df39d64e7d,0.7991,train
proteina-48aa893a8c79ee79e4d5,A0A081DAX2,7.146E-01,7.204E-01,0.960,0.990,6.590E-01,proteina-48aa893a8c79ee79e4d5,0.7146,train
proteina-9538f6a8bc69c75641d0,A0A7Y9ZN28,7.445E-01,7.510E-01,0.980,0.980,7.021E-01,proteina-9538f6a8bc69c75641d0,0.7445,train
proteina-daf1f36564a0b520d0a1,A0A497S7C5,7.292E-01,7.292E-01,0.990,1.000,6.817E-01,proteina-daf1f36564a0b520d0a1,0.7292,train
proteina-30d7dcd290fe036f22e5,A0A160MH60,7.811E-01,7.880E-01,0.960,0.990,7.410E-01,proteina-30d7dcd290fe036f22e5,0.7811,train
proteina-7089d909c2af8a353b88,K0YYY9,7.814E-01,8.190E-01,1.000,0.947,7.697E-01,proteina-7089d909c2af8a353b88,0.7814,train
proteina-8eab5c77f3584284662d,E1QZ73,6.871E-01,6.996E-01,0.840,0.837,6.589E-01,proteina-8eab5c77f3584284662d,0.6871,train
proteina-c6409dfa345b05f5d5d9,A0A6N8X7S6,9.002E-01,9.002E-01,0.960,0.970,8.790E-01,proteina-c6409dfa345b05f5d5d9,0.9002,train
proteina-15b208095e1495863a32,A0A542ZH11,8.314E-01,8.096E-01,0.990,0.932,7.823E-01,proteina-15b208095e1495863a32,0.8096,train
proteina-4327ed5e9c7b24485dac,A0A512NB40,7.857E-01,8.319E-01,0.930,1.000,7.799E-01,proteina-4327ed5e9c7b24485dac,0.7857,train
proteina-4dee0293e78269033ee5,A0A7D5N3S0,8.552E-01,8.395E-01,1.000,0.912,8.219E-01,proteina-4dee0293e78269033ee5,0.8395,train
proteina-8a19722f1d4242a2f136,A6LAB9,6.048E-01,7.156E-01,0.980,0.976,6.137E-01,proteina-8a19722f1d4242a2f136,0.6048,train
proteina-c337ed2496379b3a507b,A0A412K146,6.404E-01,6.768E-01,0.960,1.000,5.896E-01,proteina-c337ed2496379b3a507b,0.6404,train
proteina-04381f0811f1c9f569de,A0A2W5V8T8,5.967E-01,5.874E-01,1.000,0.892,5.389E-01,proteina-04381f0811f1c9f569de,0.5874,train
proteina-4bbf142c1b2bacc02600,A0A086ZGE6,5.247E-01,5.290E-01,0.880,0.869,4.850E-01,proteina-4bbf142c1b2bacc02600,0.5247,train
proteina-8537e2c0331e2f9953f7,A0A6C0C1T9,6.235E-01,6.603E-01,0.870,0.989,5.823E-01,proteina-8537e2c0331e2f9953f7,0.6235,train
proteina-bd6762cea62cae9fffa7,A0A6M0G7K2,8.234E-01,8.308E-01,1.000,1.000,7.881E-01,proteina-bd6762cea62cae9fffa7,0.8234,train
proteina-14ea71f49b3164e4c4e4,A0A2W4FU77,7.926E-01,7.855E-01,0.990,0.950,7.570E-01,proteina-14ea71f49b3164e4c4e4,0.7855,train
proteina-533ac95d66e2f2d8df9b,A0A2D8SP17,7.200E-01,6.846E-01,0.960,1.000,6.608E-01,proteina-533ac95d66e2f2d8df9b,0.6846,train
proteina-9624a89ffa2f046ce541,A0A2V7KN03,6.829E-01,6.775E-01,0.950,0.950,6.179E-01,proteina-9624a89ffa2f046ce541,0.6775,train
proteina-b68efba87ae9c567b037,A0A660ZAV8,6.833E-01,7.889E-01,1.000,0.976,6.970E-01,proteina-b68efba87ae9c567b037,0.6833,train
proteina-0308f70be3294a172aee,A0A3R6N579,8.090E-01,8.162E-01,0.950,0.960,7.697E-01,proteina-0308f70be3294a172aee,0.809,train
proteina-3b5951fa585e2c11f1da,D8FU90,4.628E-01,4.713E-01,0.950,0.898,4.469E-01,proteina-3b5951fa585e2c11f1da,0.4628,train
proteina-7d99ef59120e8d03530c,A0A535WCX6,7.204E-01,7.871E-01,0.810,0.934,7.320E-01,proteina-7d99ef59120e8d03530c,0.7204,train
proteina-a6d508be309c05d738a1,A0A2K8TIV7,6.169E-01,6.123E-01,0.880,0.901,5.503E-01,proteina-a6d508be309c05d738a1,0.6123,train
proteina-dc07e3a6a4ac404ef3fb,A0A7V6TJK8,8.075E-01,8.373E-01,0.990,0.979,7.808E-01,proteina-dc07e3a6a4ac404ef3fb,0.8075,train
proteina-204fe8b6de0380fbda58,W4VG19,6.527E-01,7.362E-01,0.840,0.989,6.508E-01,proteina-204fe8b6de0380fbda58,0.6527,train
proteina-5b2bcac56161c71d94cb,A0A6J4XQ29,6.257E-01,7.033E-01,1.000,0.954,6.186E-01,proteina-5b2bcac56161c71d94cb,0.6257,train
proteina-8a2cb45828c7f54a286f,S7WQS8,8.840E-01,8.922E-01,0.990,0.990,8.535E-01,proteina-8a2cb45828c7f54a286f,0.884,train
proteina-b7937ca5b6432774e4db,A0A7C6MM20,7.282E-01,8.146E-01,0.970,0.989,7.279E-01,proteina-b7937ca5b6432774e4db,0.7282,train
proteina-1e0fb0d4c115131831b5,A0A1F6VHY4,6.770E-01,7.134E-01,0.920,1.000,6.491E-01,proteina-1e0fb0d4c115131831b5,0.677,train
proteina-6d70f8e72623a6cc4136,M3HMI6,6.834E-01,6.281E-01,1.000,0.991,6.020E-01,proteina-6d70f8e72623a6cc4136,0.6281,train
proteina-ae2d335f6f1b2af6d22e,A0A098BX91,8.556E-01,8.242E-01,0.980,0.962,8.213E-01,proteina-ae2d335f6f1b2af6d22e,0.8242,train
proteina-f05a526024931fde7825,M5PX15,6.120E-01,6.027E-01,1.000,0.980,5.489E-01,proteina-f05a526024931fde7825,0.6027,train
proteina-196fab2d1334b4ef9bbd,A0A7W8D0R8,5.935E-01,7.329E-01,0.830,0.936,6.159E-01,proteina-196fab2d1334b4ef9bbd,0.5935,train
proteina-4a330c07c2b73a0fa141,A0A3C1MZQ0,6.988E-01,6.816E-01,0.990,0.932,6.418E-01,proteina-4a330c07c2b73a0fa141,0.6816,train
proteina-6752940ae12eca3b8e99,A0A832W5Q0,6.727E-01,7.506E-01,0.900,0.955,6.644E-01,proteina-6752940ae12eca3b8e99,0.6727,train
proteina-a63fcefa4c2d91649c98,A0A1D7XNB5,5.137E-01,4.989E-01,1.000,0.827,4.513E-01,proteina-a63fcefa4c2d91649c98,0.4989,train
proteina-dbe6a3bb3fe03ad61a61,A0A1M7R4A0,8.541E-01,8.783E-01,0.970,0.990,8.317E-01,proteina-dbe6a3bb3fe03ad61a61,0.8541,train
proteina-351f4b0d3e2ce0554d40,F2I406,7.069E-01,7.069E-01,0.920,0.900,6.700E-01,proteina-351f4b0d3e2ce0554d40,0.7069,train
proteina-14d4e7a8a48e2f4a19bc,A0A4V2WB29,5.908E-01,6.890E-01,0.850,1.000,5.925E-01,proteina-14d4e7a8a48e2f4a19bc,0.5908,train
proteina-534d049152c7816958a1,A0A249PTU6,6.895E-01,7.407E-01,0.850,0.989,6.694E-01,proteina-534d049152c7816958a1,0.6895,train
proteina-63872c28075090970779,A0A1X9MBA4,5.389E-01,6.110E-01,0.990,0.907,5.322E-01,proteina-63872c28075090970779,0.5389,train
proteina-9f8f92f73c26a8508671,K1XFJ2,6.579E-01,7.642E-01,0.890,0.952,6.637E-01,proteina-9f8f92f73c26a8508671,0.6579,train
proteina-ee52c585bf6e885d9b56,A0A431NRP4,7.546E-01,7.408E-01,0.870,0.853,7.241E-01,proteina-ee52c585bf6e885d9b56,0.7408,train
proteina-52021e7e05ea5f00faea,A0A3D8HXK7,6.108E-01,6.652E-01,0.990,0.900,5.827E-01,proteina-52021e7e05ea5f00faea,0.6108,train
proteina-7f6e8d40118524eded61,A0A1B9XXG2,5.601E-01,6.126E-01,0.830,0.833,5.464E-01,proteina-7f6e8d40118524eded61,0.5601,train
proteina-cb54aeea8d253aaa8a65,A0A833X4M2,5.280E-01,5.195E-01,0.970,0.882,4.836E-01,proteina-cb54aeea8d253aaa8a65,0.5195,train
proteina-0cbb70109235edc57627,A5W7Y2,6.457E-01,6.399E-01,0.820,0.713,6.188E-01,proteina-0cbb70109235edc57627,0.6399,train
proteina-4463b00f7215feaebc78,A0A0K8RJH2,6.108E-01,6.268E-01,0.950,0.918,5.776E-01,proteina-4463b00f7215feaebc78,0.6108,train
proteina-75e3c21bbeb6f05a8cbd,A0A318M9K4,5.196E-01,5.553E-01,0.840,0.989,4.893E-01,proteina-75e3c21bbeb6f05a8cbd,0.5196,train
proteina-9e404ea2814d25680980,A0A6N9XU72,6.960E-01,7.022E-01,0.840,0.859,6.604E-01,proteina-9e404ea2814d25680980,0.696,train
proteina-e99035589d19de4ecb95,A0A7J2SAJ3,6.976E-01,7.100E-01,0.890,0.918,6.661E-01,proteina-e99035589d19de4ecb95,0.6976,train
proteina-2f58b143cc41192eb256,E2NP16,6.326E-01,6.274E-01,0.810,0.980,5.850E-01,proteina-2f58b143cc41192eb256,0.6274,train
proteina-5d61ea52251aa80193af,A0A0M8XR96,6.721E-01,7.028E-01,0.830,0.947,6.467E-01,proteina-5d61ea52251aa80193af,0.6721,train
proteina-a5c67f4246fa4a78ad68,A0A287Y191,6.429E-01,6.613E-01,0.850,0.938,6.299E-01,proteina-a5c67f4246fa4a78ad68,0.6429,train
proteina-e636365f0a7a57553a0f,A0A842QTF8,8.455E-01,7.958E-01,1.000,0.953,7.821E-01,proteina-e636365f0a7a57553a0f,0.7958,train
proteina-46148482192ad766e4c2,A0A3E3E0R9,7.152E-01,7.747E-01,0.980,1.000,6.935E-01,proteina-46148482192ad766e4c2,0.7152,train
proteina-82c7891ef0055f77f08f,A0A3M0XJ17,6.872E-01,7.123E-01,1.000,0.927,6.625E-01,proteina-82c7891ef0055f77f08f,0.6872,train
proteina-a81dbf596dce0d01f55f,A0A2U1PZA4,9.426E-01,9.337E-01,0.990,0.980,9.212E-01,proteina-a81dbf596dce0d01f55f,0.9337,train
proteina-d909ed39640b232ffeab,A0A497MUV6,8.032E-01,8.339E-01,0.960,0.948,7.883E-01,proteina-d909ed39640b232ffeab,0.8032,train
proteina-25b37f4890317a940404,W1PW60,6.619E-01,6.264E-01,1.000,0.897,5.930E-01,proteina-25b37f4890317a940404,0.6264,train
proteina-57083b0489e240b352cb,M1J9W3,5.453E-01,6.180E-01,0.880,0.885,5.556E-01,proteina-57083b0489e240b352cb,0.5453,train
proteina-857e180c008884749f15,A0A7W1MAP1,7.396E-01,7.153E-01,0.990,0.913,6.802E-01,proteina-857e180c008884749f15,0.7153,train
proteina-d823593e023cb4b416b1,A0A101I2U0,5.580E-01,6.749E-01,0.780,0.938,5.745E-01,proteina-d823593e023cb4b416b1,0.558,train
proteina-0a4986de98417fc38457,A0A6C1WCH6,6.784E-01,6.524E-01,1.000,0.971,6.107E-01,proteina-0a4986de98417fc38457,0.6524,train
proteina-368f172190a7c1817756,A0A2E0XG14,7.204E-01,7.651E-01,1.000,0.978,6.856E-01,proteina-368f172190a7c1817756,0.7204,train
proteina-7833ba24eda0990a02eb,A0A0C1GEL1,6.359E-01,6.900E-01,0.960,0.923,6.224E-01,proteina-7833ba24eda0990a02eb,0.6359,train
proteina-b55cbb9d584613aaa5da,A0A135T5G0,6.915E-01,6.915E-01,0.990,0.980,6.440E-01,proteina-b55cbb9d584613aaa5da,0.6915,train
proteina-1818fb7ec7de4f4c0a0b,A0A1V4SQ93,6.922E-01,7.284E-01,0.920,1.000,6.542E-01,proteina-1818fb7ec7de4f4c0a0b,0.6922,train
proteina-549cdf4fe29fd7485fcc,A0A1Z4HT80,6.189E-01,7.209E-01,0.850,0.976,6.320E-01,proteina-549cdf4fe29fd7485fcc,0.6189,train
proteina-95b17d1b8ab1f8cd5610,A0A0S4KLF9,7.122E-01,7.697E-01,0.920,0.978,7.180E-01,proteina-95b17d1b8ab1f8cd5610,0.7122,train
proteina-d00a9f8ac4dfba66d730,A0A1Z9AKR0,7.888E-01,7.637E-01,1.000,1.000,7.155E-01,proteina-d00a9f8ac4dfba66d730,0.7637,train
proteina-27dc9adcce15b3bc61d6,A0A840XWU7,7.185E-01,7.313E-01,0.900,0.918,6.830E-01,proteina-27dc9adcce15b3bc61d6,0.7185,train
proteina-5d882c2c3846504e3bba,A0A3Q2CG49,6.497E-01,5.222E-01,0.900,0.738,5.441E-01,proteina-5d882c2c3846504e3bba,0.5222,train
proteina-9ea00cebeec271a31f40,A0A1V6C718,6.606E-01,6.962E-01,0.960,0.926,6.328E-01,proteina-9ea00cebeec271a31f40,0.6606,train
proteina-fd1ba8c2633583bfd2d7,A0A2Z6QUP0,7.371E-01,7.436E-01,1.000,0.980,6.989E-01,proteina-fd1ba8c2633583bfd2d7,0.7371,train
proteina-39af924ccc85aa1425c4,D6LEA3,6.479E-01,7.155E-01,0.980,0.944,6.366E-01,proteina-39af924ccc85aa1425c4,0.6479,train
proteina-614e28c3079353155128,A0A524QLP6,9.109E-01,9.197E-01,0.990,1.000,9.002E-01,proteina-614e28c3079353155128,0.9109,train
proteina-9c35e34baaadfb7002bd,X1BVF4,8.078E-01,8.464E-01,0.990,0.989,7.934E-01,proteina-9c35e34baaadfb7002bd,0.8078,train
proteina-36d58e1890b9e5f044de,A0A817YGG9,6.211E-01,6.428E-01,0.860,0.906,5.871E-01,proteina-36d58e1890b9e5f044de,0.6211,train
proteina-6b5431d6a23b5648f12d,A0A2G9DX70,6.098E-01,6.002E-01,0.850,0.902,5.506E-01,proteina-6b5431d6a23b5648f12d,0.6002,train
proteina-97af2369b2eb3ae5aabb,A0A0M3IPD0,5.734E-01,5.779E-01,0.880,1.000,5.186E-01,proteina-97af2369b2eb3ae5aabb,0.5734,train
proteina-dbd85452b3c300629d17,A0A3R7DVS4,8.522E-01,8.366E-01,0.980,0.941,8.183E-01,proteina-dbd85452b3c300629d17,0.8366,train
proteina-3135c1ce87b39beb0350,A0A3S3NL15,7.593E-01,7.200E-01,0.910,0.896,7.099E-01,proteina-3135c1ce87b39beb0350,0.72,train
proteina-6648e52b3c80e35a1af7,A0A6B2RUF5,6.591E-01,7.211E-01,0.980,1.000,6.465E-01,proteina-6648e52b3c80e35a1af7,0.6591,train
proteina-9999df4f752306d927f9,A0A6M1HWL6,7.726E-01,7.333E-01,0.890,0.934,7.167E-01,proteina-9999df4f752306d927f9,0.7333,train
proteina-f0d84e1f113e9631f430,A0A7X2UKU1,7.189E-01,7.189E-01,0.910,0.910,6.668E-01,proteina-f0d84e1f113e9631f430,0.7189,train
proteina-3bef2f5b935ce994f0ea,A0A1V5FPU0,6.216E-01,6.165E-01,0.980,1.000,5.736E-01,proteina-3bef2f5b935ce994f0ea,0.6165,train
proteina-6b9ee1bfa262bc6338ef,A4EA35,5.476E-01,5.826E-01,0.680,0.785,5.280E-01,proteina-6b9ee1bfa262bc6338ef,0.5476,train
proteina-5f9062f6b88bb6802d78,A0A2T5Q1R9,6.629E-01,7.017E-01,0.980,1.000,6.180E-01,proteina-5f9062f6b88bb6802d78,0.6629,train
proteina-af7d027679bf8dba3c04,A0A7G8W0G8,6.451E-01,6.293E-01,0.830,0.806,5.924E-01,proteina-af7d027679bf8dba3c04,0.6293,train
proteina-fa8062f75af335e9ecf1,A0A7M2XH56,6.520E-01,6.356E-01,0.950,1.000,6.044E-01,proteina-fa8062f75af335e9ecf1,0.6356,train
proteina-115beb2d456d38fbbcc8,Q6TMR2,7.694E-01,7.442E-01,1.000,1.000,7.064E-01,proteina-115beb2d456d38fbbcc8,0.7442,train
proteina-73283c1f66154e8d7cf2,A0A2W4FU77,7.857E-01,7.789E-01,1.000,0.970,7.417E-01,proteina-73283c1f66154e8d7cf2,0.7789,train
proteina-c4c9867eec02dd6ecf3d,A0A6G9XUB2,8.569E-01,8.278E-01,1.000,0.952,7.978E-01,proteina-c4c9867eec02dd6ecf3d,0.8278,train
proteina-215583f1945db6f6dbfe,Q2SBU7,7.647E-01,7.843E-01,0.990,1.000,7.158E-01,proteina-215583f1945db6f6dbfe,0.7647,train
proteina-4fe420ca8229df130ca9,A0A7S1A9P2,7.883E-01,7.557E-01,1.000,0.962,7.233E-01,proteina-4fe420ca8229df130ca9,0.7557,train
proteina-9d40fd11d91026e054d4,N1NLD8,7.104E-01,5.757E-01,0.970,0.961,6.086E-01,proteina-9d40fd11d91026e054d4,0.5757,train
proteina-db56d2109e70db100204,A0A6A5RG73,6.902E-01,6.792E-01,1.000,0.971,6.288E-01,proteina-db56d2109e70db100204,0.6792,train
proteina-c45f5382ee92e527936a,A0A7V5Y005,6.826E-01,7.375E-01,0.920,0.967,6.518E-01,proteina-c45f5382ee92e527936a,0.6826,train
proteina-07482b5e78e3e7104b68,A0A1A9GIA2,6.782E-01,8.492E-01,0.750,0.949,7.461E-01,proteina-07482b5e78e3e7104b68,0.6782,train
proteina-319d9d655dbabb0511ff,A0A524CHX1,7.552E-01,8.382E-01,0.950,1.000,7.578E-01,proteina-319d9d655dbabb0511ff,0.7552,train
proteina-8109e29a0833a4e66c8d,A0A816R5L2,7.709E-01,7.847E-01,0.980,1.000,7.394E-01,proteina-8109e29a0833a4e66c8d,0.7709,train
proteina-cfc40e241f03e7e656b9,A0A1A2PB33,7.412E-01,7.930E-01,0.990,0.882,7.423E-01,proteina-cfc40e241f03e7e656b9,0.7412,train
proteina-171210a29768f1e4d93e,A0A644U9J9,7.212E-01,7.406E-01,0.860,0.938,6.889E-01,proteina-171210a29768f1e4d93e,0.7212,train
proteina-4ae0e2eae11b2b4c5a3b,A0A7V5E9N9,6.100E-01,6.250E-01,1.000,0.990,5.624E-01,proteina-4ae0e2eae11b2b4c5a3b,0.61,train
proteina-8d666fc85f33fc1f3b19,A0A157SHJ2,7.171E-01,6.978E-01,0.800,0.777,6.815E-01,proteina-8d666fc85f33fc1f3b19,0.6978,train
proteina-d89333c3647549e005cf,A0A1H7QVG7,7.745E-01,8.455E-01,0.830,0.912,7.871E-01,proteina-d89333c3647549e005cf,0.7745,train
