eval_set,stem,L,metric,n_predictions,oracle_best,oracle_cut,mean_prediction,median_prediction,confidence_top,confidence_cut,confidence_effective_cut,confidence_score,top_zero_confidence,top_l_confidence
eval-denovo,8k84_A,177,tm_score,57,0.9843326478092754,40,0.9652059598839666,0.9788263962791266,0.9789600237224463,177,177,0.9568338394165039,0.7432086738848949,0.9789600237224463
eval-denovo,8k84_A,177,rmsd,57,0.365434757687234,40,0.7031483317471353,0.427694436258691,0.4236249629098839,177,177,0.9568338394165039,4.087003293147587,0.4236249629098839
eval-denovo,8ka7_A,124,gdt_ts,42,0.9608695652173913,100,0.7081262939958592,0.6934782608695652,0.9565217391304348,10,10,0.9274954199790955,0.9173913043478261,0.48695652173913045
eval-denovo,8ka7_A,124,lddt,42,0.8943858632676709,0,0.6894782412771984,0.672857280803399,0.8692352259559676,10,10,0.9274954199790955,0.8567941290073386,0.5402877558903051
eval-denovo,8ka7_A,124,tm_score,42,0.9684404846582126,100,0.8013231921112393,0.8257648773397224,0.9640316595902535,10,10,0.9274954199790955,0.9371382315971887,0.6527482405429599
eval-denovo,8ka7_A,124,rmsd,42,0.423006048340503,100,1.7378517728857432,1.4921611132701054,0.47432269862670534,10,10,0.9274954199790955,0.7745866125021654,2.737757946146918
eval-denovo,8kac_A,129,gdt_ts,42,0.9669421487603306,90,0.9298504525777254,0.9328512396694215,0.9524793388429752,0,0,0.9409123063087463,0.9524793388429752,0.9194214876033058
eval-denovo,8kac_A,129,lddt,42,0.9030911520607681,60,0.8733371598041383,0.872768673512449,0.8893040512027008,0,0,0.9409123063087463,0.8893040512027008,0.8557233788155859
eval-denovo,8kac_A,129,tm_score,42,0.9707850014913815,90,0.9518049264796647,0.9540707948755527,0.9607609985156632,0,0,0.9409123063087463,0.9607609985156632,0.9446444639338889
eval-denovo,8kac_A,129,rmsd,42,0.44369613815282655,90,0.5910417922909547,0.5861010575858411,0.6233737647427091,0,0,0.9409123063087463,0.6233737647427091,0.6094346997505736
eval-denovo,8kcj_A,181,gdt_ts,60,0.8617318435754191,140,0.8162476722532589,0.8142458100558659,0.8240223463687151,40,40,0.9441466927528381,0.8407821229050279,0.8128491620111732
eval-denovo,8kcj_A,181,lddt,60,0.8749249107510642,50,0.8632523227607671,0.8660498978786215,0.862231609570232,40,40,0.9441466927528381,0.8609465107098723,0.8680027547027325
eval-denovo,8kcj_A,181,tm_score,60,0.9432547786118096,140,0.9361779828019527,0.9382043217060781,0.9389086921956192,40,40,0.9441466927528381,0.9374801677150763,0.9375957901248865
eval-denovo,8kcj_A,181,rmsd,60,1.2734599576600725,0,1.5391731624789784,1.583829902376925,1.5572078839207733,40,40,0.9441466927528381,1.2734599576600725,1.569950933236649
eval-denovo,8oys_A,190,gdt_ts,60,0.9321808510638298,140,0.8378102836879433,0.8377659574468086,0.8710106382978724,10,10,0.7900636196136475,0.8430851063829787,0.8191489361702129
eval-denovo,8oys_A,190,lddt,60,0.8319144621477508,140,0.7741667362516618,0.7726200937608105,0.7962690513775841,10,10,0.7900636196136475,0.7725733724069649,0.7564147424758739
eval-denovo,8oys_A,190,tm_score,60,0.9660673073530947,140,0.9281208290733755,0.9279215319653672,0.9409768754249044,10,10,0.7900636196136475,0.9260422589710893,0.9201329906844034
eval-denovo,8oys_A,190,rmsd,60,0.5775394580135302,140,1.0782086025921034,1.1305328860654633,1.0748361270278557,10,10,0.7900636196136475,1.1700258246548991,1.190738432083789
eval-denovo,8oyy_A,242,gdt_ts,78,0.9474248927038627,0,0.9266397050731815,0.9281115879828326,0.9248927038626609,30,30,0.6381663680076599,0.9474248927038627,0.9045064377682404
eval-denovo,8oyy_A,242,lddt,78,0.89239104431404,0,0.8758598517200282,0.8759045045805716,0.8655852014466444,30,30,0.6381663680076599,0.8849157765863132,0.8759002828555748
eval-denovo,8oyy_A,242,tm_score,78,0.9741450436875553,0,0.9695037126248945,0.970209447409336,0.9711888182733004,30,30,0.6381663680076599,0.9741450436875553,0.9635822551763308
eval-denovo,8oyy_A,242,rmsd,78,0.5830693917416369,140,0.6523914963678127,0.642388683307715,0.6063519658591355,30,30,0.6381663680076599,0.6014325094334232,0.7640417916845108
eval-denovo,8qkd_A,284,gdt_ts,90,0.9715302491103203,60,0.9500790826413602,0.9555160142348754,0.9555160142348754,0,0,0.9539151787757874,0.9555160142348754,0.9501779359430605
eval-denovo,8qkd_A,284,lddt,90,0.9198992422623646,100,0.9030714110040282,0.9057649424437175,0.9080818499098713,0,0,0.9539151787757874,0.9080818499098713,0.8987662793054894
eval-denovo,8qkd_A,284,tm_score,90,0.9883042809182491,20,0.9832672584688207,0.9845075411526891,0.9858839395847999,0,0,0.9539151787757874,0.9858839395847999,0.9828772037801741
eval-denovo,8qkd_A,284,rmsd,90,0.4142464088688671,20,0.4901768550816736,0.4783317371264044,0.460083709025239,0,0,0.9539151787757874,0.460083709025239,0.5041386988033465
eval-denovo,8qup_A,124,gdt_ts,42,0.8728070175438596,10,0.7831558061821219,0.8157894736842104,0.7828947368421053,40,40,0.9063988924026489,0.7346491228070176,0.8157894736842104
eval-denovo,8qup_A,124,lddt,42,0.8126137905340335,10,0.7651355427484194,0.7790758978468546,0.7641715346169257,40,40,0.9063988924026489,0.7538363665759857,0.7835238336250588
eval-denovo,8qup_A,124,tm_score,42,0.9284611551553044,0,0.8758468787301157,0.8990223881276942,0.875797846425664,40,40,0.9063988924026489,0.8545960240254177,0.9028081228176346
eval-denovo,8qup_A,124,rmsd,42,0.7804533876484272,0,1.0236958480871847,0.9235714128152428,1.0209499055924844,40,40,0.9063988924026489,1.1813030873343595,0.8922094448893755
eval-denovo,8vc8_A,204,gdt_ts,66,0.9708121827411167,190,0.9406437471158283,0.9454314720812182,0.9517766497461929,160,160,0.9566153883934021,0.934010152284264,0.9467005076142132
eval-denovo,8vc8_A,204,lddt,66,0.8546296422883157,190,0.8337064222140884,0.8357379298794867,0.8280772569741133,160,160,0.9566153883934021,0.8255907745520914,0.8457056483310661
eval-denovo,8vc8_A,204,tm_score,66,0.9793844019755965,190,0.9697234364812735,0.9719085022587357,0.9721113579924604,160,160,0.9566153883934021,0.9698979223432137,0.9725277161343778
eval-denovo,8vc8_A,204,rmsd,66,0.49589500916607115,190,0.6190584330505792,0.6041559157410025,0.6135122307954064,160,160,0.9566153883934021,0.6207087925416686,0.6032659096298612
eval-val,7qp5_A,245,gdt_ts,78,0.7302904564315353,160,0.5058250877752952,0.5995850622406639,0.7230290456431535,170,170,0.9425235390663147,0.054979253112033194,0.6151452282157677
eval-val,7qp5_A,245,lddt,78,0.7487829274651372,160,0.6038855991380186,0.6478517007092274,0.7225886002202702,170,170,0.9425235390663147,0.29080385313193335,0.6577685141340031
eval-val,7qp5_A,245,tm_score,78,0.9014909781066441,160,0.7647535796590997,0.8303391260453727,0.8941367218548385,170,170,0.9425235390663147,0.3616952354513931,0.8398109752907579
eval-val,7qp5_A,245,rmsd,78,1.2886729406370416,170,3.25932557601456,1.924287418325417,1.2886729406370416,170,170,0.9425235390663147,9.52037446420567,1.8576311327589616
eval-val,7qsj_A,373,gdt_ts,117,0.9132947976878613,320,0.6938515883602588,0.7167630057803468,0.8338150289017341,320,320,0.7254310250282288,0.3583815028901734,0.8533236994219653
eval-val,7qsj_A,373,lddt,117,0.8507641622967707,320,0.7214427470895639,0.7409444809296961,0.8264241471618734,320,320,0.7254310250282288,0.45209963362880834,0.802095799899323
eval-val,7qsj_A,373,tm_score,117,0.9666982640936607,320,0.8894071906310312,0.9089875757560342,0.9503551152869226,320,320,0.7254310250282288,0.7034091011725974,0.9389742323509962
eval-val,7qsj_A,373,rmsd,117,0.9295089679179732,320,2.3349116855380836,2.3176498786233233,2.008939544196327,320,320,0.7254310250282288,4.004518704061008,1.621482779264051
eval-val,7t9r_A,38,gdt_ts,15,0.15789473684210525,10,0.13201754385964912,0.13157894736842105,0.1118421052631579,0,0,0.372384250164032,0.1118421052631579,0.14473684210526316
eval-val,7t9r_A,38,lddt,15,0.35654132643919423,38,0.3307561368930299,0.33393913021219956,0.2924847057618962,0,0,0.372384250164032,0.2924847057618962,0.3299395909591215
eval-val,7t9r_A,38,tm_score,15,0.29256351434004707,20,0.24171048663294456,0.2344031886229781,0.2619326952412142,0,0,0.372384250164032,0.2619326952412142,0.2546927911968951
eval-val,7t9r_A,38,rmsd,15,5.5032462770620345,20,6.024798302732317,6.038700269767313,6.2094660302052676,0,0,0.372384250164032,6.2094660302052676,6.118164957471589
eval-val,7tjb_A,227,gdt_ts,72,0.8896396396396395,120,0.7544263013013013,0.7939189189189189,0.8277027027027026,70,70,0.9244099259376526,0.48986486486486486,0.7511261261261262
eval-val,7tjb_A,227,lddt,72,0.8227652419982654,80,0.7552075367941491,0.7753764433906694,0.7982679311967747,70,70,0.9244099259376526,0.571345161662715,0.7727146252734339
eval-val,7tjb_A,227,tm_score,72,0.9525197543411502,130,0.8972623086444773,0.9173008811144012,0.9337692870453576,70,70,0.9244099259376526,0.737284228767979,0.9164845285199078
eval-val,7tjb_A,227,rmsd,72,0.8589853084169431,130,1.6452652182438883,1.5143235166480382,1.1236258349689572,70,70,0.9244099259376526,3.2383722818101353,1.461446112848534
eval-val,7tlh_A,136,gdt_ts,45,0.6189516129032258,50,0.3996415770609319,0.44556451612903225,0.5705645161290323,70,70,0.8516919612884521,0.05040322580645161,0.4254032258064516
eval-val,7tlh_A,136,lddt,45,0.6853436360081181,70,0.5332094195455646,0.5496355631072544,0.661493415862613,70,70,0.8516919612884521,0.2837989090492276,0.5227646634437095
eval-val,7tlh_A,136,tm_score,45,0.7683934894217835,70,0.6364488462897593,0.6643240412102034,0.7683934894217835,70,70,0.8516919612884521,0.29362970303972735,0.6557773503907749
eval-val,7tlh_A,136,rmsd,45,2.563425039965655,50,4.180594978413311,3.1651640491229056,2.7476649524307852,70,70,0.8516919612884521,9.423303733969632,3.1897259476966457
eval-val,7uba_A,213,gdt_ts,69,0.18850267379679145,190,0.10489808571650004,0.10427807486631016,0.09759358288770054,90,90,0.6481648683547974,0.030748663101604276,0.08556149732620322
eval-val,7uba_A,213,lddt,69,0.3942780429594272,180,0.3408657110244741,0.34873423116263214,0.3417107057620184,90,90,0.6481648683547974,0.2585748380497784,0.373263723150358
eval-val,7uba_A,213,tm_score,69,0.47376502916656743,50,0.39394071644030504,0.40335059680408475,0.4072692402953277,90,90,0.6481648683547974,0.2871359908924327,0.3623661139358224
eval-val,7uba_A,213,rmsd,69,6.370898449480149,170,8.562971654413635,8.224758511594214,7.9065789238147435,90,90,0.6481648683547974,10.114595554689515,7.659674534782204
eval-val,7uk8_A,394,gdt_ts,123,0.6279373368146214,200,0.494311065826063,0.5607049608355091,0.3322454308093995,40,39,0.6490572094917297,0.005221932114882507,0.5580939947780679
eval-val,7uk8_A,394,lddt,123,0.6132265476173164,390,0.5509087361221308,0.5917231375514418,0.4667722163246906,40,39,0.6490572094917297,0.21383221603385344,0.5990296944755478
eval-val,7uk8_A,394,tm_score,123,0.8761757158910672,230,0.7898665217735514,0.8475575814035011,0.6752582540173834,40,39,0.6490572094917297,0.26099034127902637,0.8457101108769568
eval-val,7uk8_A,394,rmsd,123,2.0907776590700107,220,3.750501306562964,2.4501978236973447,6.096675141758268,40,39,0.6490572094917297,15.197485340506761,2.4003656004190908
eval-val,7ur2_A,195,gdt_ts,63,0.678125,190,0.4466517857142857,0.475,0.4078125,140,140,0.8734081387519836,0.1875,0.5625
eval-val,7ur2_A,195,lddt,63,0.7909007765005469,195,0.6231946874655749,0.6646320140595019,0.680716828362893,140,140,0.8734081387519836,0.3803799114107921,0.7909007765005469
eval-val,7ur2_A,195,tm_score,63,0.8802264710125017,160,0.7334450706047866,0.7786384528781947,0.7804493842577713,140,140,0.8734081387519836,0.5389883931132216,0.8777950690353468
eval-val,7ur2_A,195,rmsd,63,2.761454080572535,120,4.344616578037531,3.966914212093465,4.471848186490758,140,140,0.8734081387519836,6.202468620215983,3.796489904829791
eval-val,7urp_A,160,gdt_ts,51,0.925,40,0.3911764705882353,0.365625,0.925,40,40,0.7120431661605835,0.0578125,0.3609375
eval-val,7urp_A,160,lddt,51,0.8908263149761441,40,0.489783707336399,0.4581723618381657,0.8908263149761441,40,40,0.7120431661605835,0.28516945469296295,0.4512678919816878
eval-val,7urp_A,160,tm_score,51,0.9607935365055583,40,0.6430211732460491,0.625529674898599,0.9607935365055583,40,40,0.7120431661605835,0.2855778987128025,0.612971357208586
eval-val,7urp_A,160,rmsd,51,2.16483817815194,30,5.952502701240434,6.361841836965492,2.1784145814235947,40,40,0.7120431661605835,10.124256161617843,6.619489211512566
eval-val,7uvg_A,183,gdt_ts,60,0.2936746987951807,150,0.18752510040160641,0.1852409638554217,0.21234939759036142,30,28,0.6235334277153015,0.055722891566265066,0.22289156626506024
eval-val,7uvg_A,183,lddt,60,0.3970871306939303,130,0.33694719294320596,0.329057565102133,0.35346268631514965,30,28,0.6235334277153015,0.26428046788266635,0.3416315951658315
eval-val,7uvg_A,183,tm_score,60,0.6206681202670876,80,0.5491612691429869,0.5548660733014278,0.5677739753127231,30,28,0.6235334277153015,0.4468790078006837,0.5539388071219782
eval-val,7uvg_A,183,rmsd,60,6.420253139319354,30,8.04463158831363,7.9061099382919116,6.789243236193812,30,28,0.6235334277153015,8.951310181352206,8.994315500166458
eval-val,7uww_A,635,gdt_ts,195,0.10455974842767296,320,0.017811643283341397,0.010220125786163521,0.0015723270440251573,620,620,0.3139945864677429,0.005110062893081761,0.008254716981132075
eval-val,7uww_A,635,lddt,195,0.42808205857270243,390,0.3848125638165731,0.3946675444371297,0.38486361333498,620,620,0.3139945864677429,0.24274016081869926,0.4061007640298222
eval-val,7uww_A,635,tm_score,195,0.49715436674873104,360,0.3314860128477243,0.32339900860704657,0.3038338685749299,620,620,0.3139945864677429,0.2457812284321174,0.3046840601511572
eval-val,7uww_A,635,rmsd,195,9.853601626642554,340,18.176125018994778,16.00818706478568,35.185596536077846,620,620,0.3139945864677429,16.80988730892784,23.15765345446818
eval-val,7v3o_A,328,gdt_ts,102,0.5884476534296028,180,0.44474233736816027,0.48465703971119134,0.5415162454873647,300,300,0.8949635028839111,0.02527075812274368,0.5433212996389892
eval-val,7v3o_A,328,lddt,102,0.5666491540184398,328,0.5035391281337865,0.5154504333557817,0.5515195421411351,300,300,0.8949635028839111,0.2209352192883357,0.566453919067435
eval-val,7v3o_A,328,tm_score,102,0.8464697525095748,328,0.7585758487776404,0.7846612005911956,0.8353712575107656,300,300,0.8949635028839111,0.2509857976280028,0.8399147005539364
eval-val,7v3o_A,328,rmsd,102,3.5454789739631223,260,4.905550141419293,4.419429746600056,3.7669787952578773,300,300,0.8949635028839111,12.352209165494354,3.648240133093807
eval-val,7w15_A,302,gdt_ts,96,0.6352040816326531,130,0.5182203089569161,0.5522959183673468,0.5816326530612245,230,230,0.849317729473114,0.04336734693877551,0.6020408163265305
eval-val,7w15_A,302,lddt,96,0.7517104073114594,280,0.6696028627923822,0.6854080041322886,0.7306744259225908,230,230,0.849317729473114,0.3121248434064466,0.726617836525236
eval-val,7w15_A,302,tm_score,96,0.8542026054818259,130,0.785613042132573,0.8117154996554266,0.8453697890659553,230,230,0.849317729473114,0.3871456238894916,0.8449764384396629
eval-val,7w15_A,302,rmsd,96,1.84032144583314,130,2.7364493094272846,2.3181454969738717,2.0449238294832073,230,230,0.849317729473114,10.11005703245787,2.079932000969067
eval-val,7wz5_A,161,gdt_ts,54,0.16459627329192544,0,0.06475730388773866,0.05434782608695652,0.05434782608695652,90,90,0.4462544918060303,0.16459627329192544,0.021739130434782608
eval-val,7wz5_A,161,lddt,54,0.3659845998430502,20,0.32622398441485617,0.3267081297393853,0.3251462191140574,90,90,0.4462544918060303,0.36000793420248256,0.3249597870338656
eval-val,7wz5_A,161,tm_score,54,0.4228828542559383,70,0.35264427026797013,0.34616592019538933,0.3650175628843811,90,90,0.4462544918060303,0.3810185984641364,0.33221133093321703
eval-val,7wz5_A,161,rmsd,54,7.8783091851511795,150,9.976230145657409,10.091651044595887,8.155609361509475,90,90,0.4462544918060303,8.792798066119579,10.508486215052864
eval-val,7wzm_A,492,gdt_ts,153,0.8406113537117904,300,0.686199589005908,0.7647379912663755,0.5584061135371179,90,90,0.8875185251235962,0.026746724890829694,0.8067685589519651
eval-val,7wzm_A,492,lddt,153,0.7882330339686556,460,0.7118764692249708,0.7594932407707509,0.6663558449297939,90,90,0.8875185251235962,0.24084720378056812,0.7859384638305436
eval-val,7wzm_A,492,tm_score,153,0.9490688199321176,460,0.8754161594483146,0.9278596384784026,0.8411993594358717,90,90,0.8875185251235962,0.2765491903847268,0.9396808575006872
eval-val,7wzm_A,492,rmsd,153,1.222140243779977,460,2.442751787163277,1.629342822144088,2.5894096826462105,90,90,0.8875185251235962,13.420346528229292,1.396886273860144
eval-val,7x3h_A,290,gdt_ts,90,0.4384057971014492,20,0.23452093397745571,0.23369565217391303,0.20833333333333334,150,150,0.875272810459137,0.016304347826086956,0.22282608695652176
eval-val,7x3h_A,290,lddt,90,0.7569313361095975,240,0.6812080195441218,0.7193137259671518,0.7109867576087802,150,150,0.875272810459137,0.27220788413637426,0.7454494483147817
eval-val,7x3h_A,290,tm_score,90,0.72315979272217,20,0.5664014755563809,0.5716567607367982,0.5583364375295257,150,150,0.875272810459137,0.2523329282784682,0.5660945896047017
eval-val,7x3h_A,290,rmsd,90,3.029882547306845,20,4.842028668542218,4.458707815657576,4.699251318375877,150,150,0.875272810459137,14.086149506924265,4.492015663271398
eval-val,7x4p_A,307,gdt_ts,96,0.5608766233766234,110,0.3811045725108225,0.4468344155844156,0.48295454545454547,300,300,0.6615035533905029,0.03977272727272727,0.4659090909090909
eval-val,7x4p_A,307,lddt,96,0.6156729166097248,200,0.5528012486870825,0.5807202694946293,0.5891007344529088,300,300,0.6615035533905029,0.282039580803486,0.5851756478686809
eval-val,7x4p_A,307,tm_score,96,0.82391045562695,290,0.6817678400138013,0.7491219127901811,0.7664949922368736,300,300,0.6615035533905029,0.3311530252415607,0.7724501441306542
eval-val,7x4p_A,307,rmsd,96,2.459203496638616,210,4.366284148951936,3.298261663634237,3.1853237824628424,300,300,0.6615035533905029,9.761254865626801,3.3131921063399354
eval-val,7x8l_A,514,gdt_ts,159,0.6487279843444227,514,0.3514658641952516,0.3747553816046967,0.62573385518591,514,514,0.8949801921844482,0.021526418786692758,0.62573385518591
eval-val,7x8l_A,514,lddt,159,0.7017473451626722,514,0.5615843649015396,0.5722135481252677,0.7017473451626722,514,514,0.8949801921844482,0.25126795256239715,0.7017473451626722
eval-val,7x8l_A,514,tm_score,159,0.8971055292961475,514,0.7296731030465474,0.7836584114159519,0.8952217187740382,514,514,0.8949801921844482,0.35677581977785605,0.8952217187740382
eval-val,7x8l_A,514,rmsd,159,2.082389797432048,514,5.699542137611015,4.842368454386911,2.0966809268174926,514,514,0.8949801921844482,12.275012242633773,2.0966809268174926
eval-val,7xcd_A,178,gdt_ts,57,0.12921348314606743,20,0.056179775280898875,0.04915730337078651,0.0351123595505618,150,150,0.6186560392379761,0.08848314606741572,0.04073033707865169
eval-val,7xcd_A,178,lddt,57,0.42873809153146036,20,0.3523698296214597,0.3493030532003356,0.33946776882098095,150,150,0.6186560392379761,0.3493030532003356,0.3341699479425736
eval-val,7xcd_A,178,tm_score,57,0.4691350794176001,20,0.3592459269283255,0.3558675041560427,0.3307251127815988,150,150,0.6186560392379761,0.3871820262115556,0.3366878289744018
eval-val,7xcd_A,178,rmsd,57,7.1644879757983215,40,9.288904806106032,9.453141143512022,9.132583209869853,150,150,0.6186560392379761,9.548894078633946,9.820492557026961
eval-val,7xg9_A,288,gdt_ts,90,0.44337979094076657,250,0.32217382888114593,0.33405923344947736,0.3902439024390244,240,240,0.7582117915153503,0.37369337979094075,0.21689895470383275
eval-val,7xg9_A,288,lddt,90,0.5908370607727556,90,0.5279272641992051,0.5279735670775052,0.5483125362263367,240,240,0.7582117915153503,0.5324112249696519,0.4817063834906331
