dataset,stem,predictor,range,cut,value,protein_class
foldbench_monomer,8ra0_A,#232 m2-p06 (decontaminated),all,R,0.7414141414141414,natural
foldbench_monomer,8rcw_A,#232 m2-p06 (decontaminated),all,R,0.7142857142857143,natural
foldbench_monomer,8rdd_A,#232 m2-p06 (decontaminated),all,R,0.5897435897435898,natural
foldbench_monomer,8re3_A,#232 m2-p06 (decontaminated),all,R,0.3254901960784314,natural
foldbench_monomer,8rom_A,#232 m2-p06 (decontaminated),all,R,0.6722222222222223,natural
foldbench_monomer,8an4_A,#232 m2-p06 (decontaminated),all,R,0.6976744186046512,natural
foldbench_monomer,8qnf_A,#232 m2-p06 (decontaminated),all,R,0.7468354430379747,natural
foldbench_monomer,8s5b_A,#232 m2-p06 (decontaminated),all,R,0.7616707616707616,natural
foldbench_monomer,8s9l_A,#232 m2-p06 (decontaminated),all,R,0.5349794238683128,natural
foldbench_monomer,8sot_A,#232 m2-p06 (decontaminated),all,R,0.8089887640449438,natural
foldbench_monomer,8spc_A,#232 m2-p06 (decontaminated),all,R,0.6758409785932722,natural
foldbench_monomer,8suc_A,#232 m2-p06 (decontaminated),all,R,0.7174721189591078,natural
foldbench_monomer,8sv7_A,#232 m2-p06 (decontaminated),all,R,0.506993006993007,natural
foldbench_monomer,8sx0_A,#232 m2-p06 (decontaminated),all,R,0.4380952380952381,natural
foldbench_monomer,8sxs_A,#232 m2-p06 (decontaminated),all,R,0.7383177570093458,natural
foldbench_monomer,8gm7_A,#232 m2-p06 (decontaminated),all,R,0.2419354838709677,natural
foldbench_monomer,8t27_A,#232 m2-p06 (decontaminated),all,R,0.6167471819645732,natural
foldbench_monomer,8t2j_A,#232 m2-p06 (decontaminated),all,R,0.6573033707865169,natural
foldbench_monomer,8t41_A,#232 m2-p06 (decontaminated),all,R,0.5771195097037793,natural
foldbench_monomer,8t4c_A,#232 m2-p06 (decontaminated),all,R,0.74375,natural
foldbench_monomer,8t5t_A,#232 m2-p06 (decontaminated),all,R,0.6581632653061225,natural
foldbench_monomer,8t8k_A,#232 m2-p06 (decontaminated),all,R,0.2459016393442623,natural
foldbench_monomer,8t93_A,#232 m2-p06 (decontaminated),all,R,0.5164319248826291,natural
foldbench_monomer,8t9n_A,#232 m2-p06 (decontaminated),all,R,0.2571428571428571,natural
foldbench_monomer,8te9_A,#232 m2-p06 (decontaminated),all,R,0.7528409090909091,natural
foldbench_monomer,8tfo_A,#232 m2-p06 (decontaminated),all,R,0.6624685138539043,natural
foldbench_monomer,8tfs_A,#232 m2-p06 (decontaminated),all,R,0.6271186440677966,natural
foldbench_monomer,8hic_A,#232 m2-p06 (decontaminated),all,R,0.6722338204592901,natural
foldbench_monomer,8ti5_A,#232 m2-p06 (decontaminated),all,R,0.4871794871794871,natural
foldbench_monomer,8tjg_A,#232 m2-p06 (decontaminated),all,R,0.5900383141762452,natural
foldbench_monomer,8tru_A,#232 m2-p06 (decontaminated),all,R,0.4598214285714285,natural
foldbench_monomer,8tse_A,#232 m2-p06 (decontaminated),all,R,0.4085106382978723,natural
foldbench_monomer,8tuk_A,#232 m2-p06 (decontaminated),all,R,0.6655629139072847,natural
foldbench_monomer,8tw1_A,#232 m2-p06 (decontaminated),all,R,0.5183823529411765,natural
foldbench_monomer,8tyh_A,#232 m2-p06 (decontaminated),all,R,0.6797583081570997,natural
foldbench_monomer,8u0i_A,#232 m2-p06 (decontaminated),all,R,0.810126582278481,natural
foldbench_monomer,8u0x_A,#232 m2-p06 (decontaminated),all,R,0.0789473684210526,natural
foldbench_monomer,8u2f_A,#232 m2-p06 (decontaminated),all,R,0.6896551724137931,natural
foldbench_monomer,8ubs_A,#232 m2-p06 (decontaminated),all,R,0.7962962962962963,natural
foldbench_monomer,8uds_A,#232 m2-p06 (decontaminated),all,R,0.6792452830188679,natural
foldbench_monomer,8tls_A,#232 m2-p06 (decontaminated),all,R,0.5833333333333334,natural
foldbench_monomer,8ujw_A,#232 m2-p06 (decontaminated),all,R,0.5,natural
foldbench_monomer,8uk7_A,#232 m2-p06 (decontaminated),all,R,0.4411764705882353,natural
foldbench_monomer,8upi_A,#232 m2-p06 (decontaminated),all,R,0.7078260869565217,natural
foldbench_monomer,8ux2_A,#232 m2-p06 (decontaminated),all,R,0.1527777777777778,natural
foldbench_monomer,8v3m_A,#232 m2-p06 (decontaminated),all,R,0.3666121112929623,natural
foldbench_monomer,8v6t_A,#232 m2-p06 (decontaminated),all,R,0.4698795180722891,natural
foldbench_monomer,8vcw_A,#232 m2-p06 (decontaminated),all,R,0.5378590078328982,natural
foldbench_monomer,8vh7_A,#232 m2-p06 (decontaminated),all,R,0.6046875,natural
foldbench_monomer,8vpo_A,#232 m2-p06 (decontaminated),all,R,0.6751968503937008,natural
foldbench_monomer,8vqk_A,#232 m2-p06 (decontaminated),all,R,0.7161125319693095,natural
foldbench_monomer,8w6v_A,#232 m2-p06 (decontaminated),all,R,0.0715474209650582,natural
foldbench_monomer,8w7p_A,#232 m2-p06 (decontaminated),all,R,0.5379061371841155,natural
foldbench_monomer,8wac_A,#232 m2-p06 (decontaminated),all,R,0.6666666666666666,natural
foldbench_monomer,8wae_A,#232 m2-p06 (decontaminated),all,R,0.7157894736842105,natural
foldbench_monomer,8wc1_A,#232 m2-p06 (decontaminated),all,R,0.6575342465753424,natural
foldbench_monomer,8wcf_A,#232 m2-p06 (decontaminated),all,R,0.5652173913043478,natural
foldbench_monomer,8whj_A,#232 m2-p06 (decontaminated),all,R,0.7045454545454546,natural
foldbench_monomer,8whn_A,#232 m2-p06 (decontaminated),all,R,0.5514018691588785,natural
foldbench_monomer,8wik_A,#232 m2-p06 (decontaminated),all,R,0.646551724137931,natural
foldbench_monomer,8wj5_A,#232 m2-p06 (decontaminated),all,R,0.1515151515151515,natural
foldbench_monomer,8kbl_A,#232 m2-p06 (decontaminated),all,R,0.7619047619047619,natural
foldbench_monomer,8wnj_A,#232 m2-p06 (decontaminated),all,R,0.2614035087719298,natural
foldbench_monomer,8wrx_A,#232 m2-p06 (decontaminated),all,R,0.3846153846153846,natural
foldbench_monomer,8wt3_A,#232 m2-p06 (decontaminated),all,R,0.646551724137931,natural
foldbench_monomer,8wim_A,#232 m2-p06 (decontaminated),all,R,0.5204513399153737,natural
foldbench_monomer,8x7c_A,#232 m2-p06 (decontaminated),all,R,0.5503685503685504,natural
foldbench_monomer,8xf9_A,#232 m2-p06 (decontaminated),all,R,0.652014652014652,natural
foldbench_monomer,8xif_A,#232 m2-p06 (decontaminated),all,R,0.4506437768240343,natural
foldbench_monomer,8xjg_A,#232 m2-p06 (decontaminated),all,R,0.8623853211009175,natural
foldbench_monomer,8xpk_A,#232 m2-p06 (decontaminated),all,R,0.7318611987381703,natural
foldbench_monomer,8y9p_A,#232 m2-p06 (decontaminated),all,R,0.54,natural
foldbench_monomer,8ye0_A,#232 m2-p06 (decontaminated),all,R,0.3251533742331288,natural
foldbench_monomer,8wqn_A,#232 m2-p06 (decontaminated),all,R,0.0943396226415094,natural
foldbench_monomer,8yxk_A,#232 m2-p06 (decontaminated),all,R,0.6666666666666666,natural
foldbench_monomer,8z4q_A,#232 m2-p06 (decontaminated),all,R,0.0990825688073394,natural
foldbench_monomer,8hel_A,#232 m2-p06 (decontaminated),all,R,0.375,natural
foldbench_monomer,8zqf_A,#232 m2-p06 (decontaminated),all,R,0.5165876777251185,natural
foldbench_monomer,9aue_A,#232 m2-p06 (decontaminated),all,R,0.5844875346260388,natural
foldbench_monomer,9azz_A,#232 m2-p06 (decontaminated),all,R,0.6971428571428572,natural
foldbench_monomer,9b1u_A,#232 m2-p06 (decontaminated),all,R,0.6303630363036303,natural
foldbench_monomer,9b8e_A,#232 m2-p06 (decontaminated),all,R,0.3333333333333333,natural
foldbench_monomer,9bks_A,#232 m2-p06 (decontaminated),all,R,0.3513513513513513,natural
foldbench_monomer,9bjx_A,#232 m2-p06 (decontaminated),all,R,0.5571428571428572,natural
foldbench_monomer,9cfj_A,#232 m2-p06 (decontaminated),all,R,0.5294117647058824,natural
foldbench_monomer,9crn_A,#232 m2-p06 (decontaminated),all,R,0.6683544303797468,natural
foldbench_monomer,9d91_A,#232 m2-p06 (decontaminated),all,R,0.4041811846689895,natural
foldbench_monomer,9etn_A,#232 m2-p06 (decontaminated),all,R,0.711864406779661,natural
foldbench_monomer,9evq_A,#232 m2-p06 (decontaminated),all,R,0.5586854460093896,natural
foldbench_monomer,9fce_A,#232 m2-p06 (decontaminated),all,R,0.7360406091370558,natural
foldbench_monomer,9fgp_A,#232 m2-p06 (decontaminated),all,R,0.2619047619047619,natural
foldbench_monomer,9f9u_A,#232 m2-p06 (decontaminated),all,R,0.3440860215053763,natural
foldbench_monomer,9fow_A,#232 m2-p06 (decontaminated),all,R,0.218978102189781,natural
foldbench_monomer,9fym_A,#232 m2-p06 (decontaminated),all,R,0.6029776674937966,natural
foldbench_monomer,9gso_A,#232 m2-p06 (decontaminated),all,R,0.2435897435897435,natural
foldbench_monomer,9ijc_A,#232 m2-p06 (decontaminated),all,R,0.6684636118598383,natural
foldbench_monomer,9iuh_A,#232 m2-p06 (decontaminated),all,R,0.6673960612691466,natural
foldbench_monomer,9j0v_A,#232 m2-p06 (decontaminated),all,R,0.7232142857142857,natural
foldbench_monomer,9jq9_A,#232 m2-p06 (decontaminated),all,R,0.5340909090909091,natural
foldbench_monomer,7pv5_A,#232 m2-p06 (decontaminated),all,R,0.75,natural
foldbench_monomer,7qp5_A,#232 m2-p06 (decontaminated),all,R,0.4315352697095436,natural
foldbench_monomer,7qsj_A,#232 m2-p06 (decontaminated),all,R,0.659942363112392,natural
foldbench_monomer,7t9r_A,#232 m2-p06 (decontaminated),all,R,0.1666666666666666,natural
foldbench_monomer,7tlh_A,#232 m2-p06 (decontaminated),all,R,0.3421052631578947,natural
foldbench_monomer,7tjb_A,#232 m2-p06 (decontaminated),all,R,0.6965174129353234,natural
foldbench_monomer,7uba_A,#232 m2-p06 (decontaminated),all,R,0.235576923076923,natural
foldbench_monomer,7uk8_A,#232 m2-p06 (decontaminated),all,R,0.5171102661596958,natural
foldbench_monomer,7ur2_A,#232 m2-p06 (decontaminated),all,R,0.3795620437956204,natural
foldbench_monomer,7urp_A,#232 m2-p06 (decontaminated),all,R,0.4477611940298507,natural
foldbench_monomer,7uvg_A,#232 m2-p06 (decontaminated),all,R,0.4213483146067415,natural
foldbench_monomer,7uww_A,#232 m2-p06 (decontaminated),all,R,0.404040404040404,natural
foldbench_monomer,7v3o_A,#232 m2-p06 (decontaminated),all,R,0.3823529411764705,natural
foldbench_monomer,7w15_A,#232 m2-p06 (decontaminated),all,R,0.6732673267326733,natural
foldbench_monomer,7y3h_A,#232 m2-p06 (decontaminated),all,R,0.6153846153846154,natural
foldbench_monomer,7wz5_A,#232 m2-p06 (decontaminated),all,R,0.0353982300884955,natural
foldbench_monomer,7wzm_A,#232 m2-p06 (decontaminated),all,R,0.6973684210526315,natural
foldbench_monomer,7x4p_A,#232 m2-p06 (decontaminated),all,R,0.4984984984984985,natural
foldbench_monomer,7x3h_A,#232 m2-p06 (decontaminated),all,R,0.6418918918918919,natural
foldbench_monomer,7x8l_A,#232 m2-p06 (decontaminated),all,R,0.5327586206896552,natural
foldbench_monomer,7xcd_A,#232 m2-p06 (decontaminated),all,R,0.1621621621621621,natural
foldbench_monomer,7xg9_A,#232 m2-p06 (decontaminated),all,R,0.4232365145228215,natural
foldbench_monomer,7xi5_A,#232 m2-p06 (decontaminated),all,R,0.7857142857142857,natural
foldbench_monomer,7xp9_A,#232 m2-p06 (decontaminated),all,R,0.4222222222222222,natural
foldbench_monomer,8ycm_A,#232 m2-p06 (decontaminated),all,R,0.4744897959183674,natural
foldbench_monomer,7xq4_A,#232 m2-p06 (decontaminated),all,R,0.5021186440677966,natural
foldbench_monomer,7xrx_A,#232 m2-p06 (decontaminated),all,R,0.5025252525252525,natural
foldbench_monomer,7xjr_A,#232 m2-p06 (decontaminated),all,R,0.5677966101694916,natural
foldbench_monomer,7xyr_A,#232 m2-p06 (decontaminated),all,R,0.6803394625176803,natural
foldbench_monomer,7xz3_A,#232 m2-p06 (decontaminated),all,R,0.1424050632911392,natural
foldbench_monomer,7y4h_A,#232 m2-p06 (decontaminated),all,R,0.584375,natural
foldbench_monomer,7y54_A,#232 m2-p06 (decontaminated),all,R,0.819047619047619,natural
foldbench_monomer,7y5m_A,#232 m2-p06 (decontaminated),all,R,0.5405405405405406,natural
foldbench_monomer,7y5r_A,#232 m2-p06 (decontaminated),all,R,0.7628865979381443,natural
foldbench_monomer,7y8h_A,#232 m2-p06 (decontaminated),all,R,0.7469879518072289,natural
foldbench_monomer,7y8i_A,#232 m2-p06 (decontaminated),all,R,0.8072289156626506,natural
foldbench_monomer,7y5j_A,#232 m2-p06 (decontaminated),all,R,0.7692307692307693,natural
foldbench_monomer,7yd4_A,#232 m2-p06 (decontaminated),all,R,0.1830985915492957,natural
foldbench_monomer,7yhr_A,#232 m2-p06 (decontaminated),all,R,0.3902439024390244,natural
foldbench_monomer,7ykm_A,#232 m2-p06 (decontaminated),all,R,0.7454545454545455,natural
foldbench_monomer,7ylr_A,#232 m2-p06 (decontaminated),all,R,0.7225274725274725,natural
foldbench_monomer,8gmy_A,#232 m2-p06 (decontaminated),all,R,0.3425196850393701,natural
foldbench_monomer,7yug_A,#232 m2-p06 (decontaminated),all,R,0.3297872340425531,natural
foldbench_monomer,7yyg_A,#232 m2-p06 (decontaminated),all,R,0.2443438914027149,natural
foldbench_monomer,7z65_A,#232 m2-p06 (decontaminated),all,R,0.553125,natural
foldbench_monomer,7znz_A,#232 m2-p06 (decontaminated),all,R,0.4699570815450644,natural
foldbench_monomer,7zoi_A,#232 m2-p06 (decontaminated),all,R,0.6545454545454545,natural
foldbench_monomer,7zs2_A,#232 m2-p06 (decontaminated),all,R,0.7040358744394619,natural
foldbench_monomer,7zu3_A,#232 m2-p06 (decontaminated),all,R,0.4130434782608695,natural
foldbench_monomer,7zv1_A,#232 m2-p06 (decontaminated),all,R,0.4414414414414414,natural
foldbench_monomer,8adc_A,#232 m2-p06 (decontaminated),all,R,0.3117647058823529,natural
foldbench_monomer,8add_A,#232 m2-p06 (decontaminated),all,R,0.1857142857142857,natural
foldbench_monomer,8akh_A,#232 m2-p06 (decontaminated),all,R,0.6292834890965732,natural
foldbench_monomer,8ak2_A,#232 m2-p06 (decontaminated),all,R,0.697452229299363,natural
foldbench_monomer,8arl_A,#232 m2-p06 (decontaminated),all,R,0.0538461538461538,natural
foldbench_monomer,8q8i_A,#232 m2-p06 (decontaminated),all,R,0.5186170212765957,natural
foldbench_monomer,8au6_A,#232 m2-p06 (decontaminated),all,R,0.5,natural
foldbench_monomer,8axj_A,#232 m2-p06 (decontaminated),all,R,0.7482517482517482,natural
foldbench_monomer,8azb_A,#232 m2-p06 (decontaminated),all,R,0.7563884156729132,natural
foldbench_monomer,8b2e_A,#232 m2-p06 (decontaminated),all,R,0.5923076923076923,natural
foldbench_monomer,8b2g_A,#232 m2-p06 (decontaminated),all,R,0.7288135593220338,natural
foldbench_monomer,8b2s_A,#232 m2-p06 (decontaminated),all,R,0.6720430107526881,natural
foldbench_monomer,8b4u_A,#232 m2-p06 (decontaminated),all,R,0.8424908424908425,natural
foldbench_monomer,8b5w_A,#232 m2-p06 (decontaminated),all,R,0.1513513513513513,natural
foldbench_monomer,8b61_A,#232 m2-p06 (decontaminated),all,R,0.4150943396226415,natural
foldbench_monomer,8b6a_A,#232 m2-p06 (decontaminated),all,R,0.6,natural
foldbench_monomer,8b6e_A,#232 m2-p06 (decontaminated),all,R,0.7954545454545454,natural
foldbench_monomer,8baq_A,#232 m2-p06 (decontaminated),all,R,0.4736842105263157,natural
foldbench_monomer,8bau_A,#232 m2-p06 (decontaminated),all,R,0.6602870813397129,natural
foldbench_monomer,8bfy_A,#232 m2-p06 (decontaminated),all,R,0.6211699164345403,natural
foldbench_monomer,8bgb_A,#232 m2-p06 (decontaminated),all,R,0.801980198019802,natural
foldbench_monomer,8bke_A,#232 m2-p06 (decontaminated),all,R,0.6376518218623481,natural
foldbench_monomer,8bsb_A,#232 m2-p06 (decontaminated),all,R,0.6782608695652174,natural
foldbench_monomer,8bux_A,#232 m2-p06 (decontaminated),all,R,0.0916666666666666,natural
foldbench_monomer,8c4d_A,#232 m2-p06 (decontaminated),all,R,0.5851528384279476,natural
foldbench_monomer,7xlz_A,#232 m2-p06 (decontaminated),all,R,0.6528301886792452,natural
foldbench_monomer,8c4y_A,#232 m2-p06 (decontaminated),all,R,0.7238605898123325,natural
