4pyia_4pyja	afdb|01106_14_AF-Q4SR47-F1	0.563	149	208	233	0.688	0.639	2.095E-42	163
4pyia_4pyja	esm_atlas|00738_546_389f21ec7a9d827e43a9f381a6495cbf	0.694	108	208	141	0.519	0.766	1.005E-38	153
4pyia_4pyja	esm_atlas|01062_19108_518a66ae99007bd0d1f2df447dbd30a7	0.437	192	208	219	0.885	0.877	1.883E-38	152
4pyia_4pyja	esm_atlas|01239_18698_5f1d5ac9ee07f84f17c9170d72d29425	0.411	204	208	295	0.952	0.692	3.169E-37	148
4pyia_4pyja	esm_atlas|02342_2264_b3a3693e9c58ed1d1955e96ec646c729	0.649	107	208	195	0.514	0.549	2.292E-34	140
4pyia_4pyja	esm_atlas|00904_16130_456a3541789ff5dc381f1fa3a4508049	0.363	211	208	278	0.976	0.759	1.077E-30	129
4pyia_4pyja	esm_atlas|02561_4815_c46f2f18d963bf3d7e80a5d5dffa3541	0.455	147	208	154	0.702	0.955	1.173E-28	123
4pyia_4pyja	esm_atlas|00799_10759_3d5867dccdb8121cf53e623a1ad13f13	0.462	143	208	149	0.688	0.960	2.193E-28	123
2hdma_2n54b	afdb|01526_113_AF-W5PV16-F1	0.445	57	75	69	0.747	0.826	4.753E-05	49
2hdma_2n54b	afdb|01297_410_AF-A0A3B4ENX1-F1	0.407	62	75	204	0.787	0.304	1.700E-04	47
2hdma_2n54b	afdb|00439_1204_AF-P16619-F1	0.424	56	75	93	0.720	0.602	8.369E-04	45
2hdma_2n54b	afdb|00152_1408_AF-P28292-F1	0.393	62	75	125	0.787	0.496	8.369E-04	45
4dxra_4dxta	afdb|00452_549_AF-H3CD45-F1	0.712	186	198	189	0.939	0.984	4.250E-79	269
4dxra_4dxta	afdb|01083_1213_AF-A0A1U7SLM8-F1	0.960	128	198	284	0.646	0.451	2.326E-76	261
4dxra_4dxta	afdb|01081_1245_AF-A0A060Z2W5-F1	0.730	142	198	145	0.717	0.979	2.168E-59	212
4dxra_4dxta	afdb|00378_1446_AF-E9HFW9-F1	0.544	197	198	217	0.995	0.908	2.442E-57	206
4dxra_4dxta	afdb|01331_1518_AF-A0A3P4MEY8-F1	0.550	189	198	190	0.955	0.995	2.749E-55	200
4dxra_4dxta	afdb|01941_328_AF-F1LY77-F1	0.527	194	198	319	0.980	0.608	1.647E-53	195
4dxra_4dxta	afdb|00221_941_AF-A0A4W3I8C7-F1	0.693	133	198	144	0.672	0.924	8.926E-51	187
4dxra_4dxta	afdb|01802_1518_AF-A0A6J1PVR2-F1	0.508	191	198	207	0.965	0.923	2.077E-49	183
4dxra_4dxta	afdb|00024_676_AF-A0A7R9BUK8-F1	0.540	176	198	982	0.889	0.179	2.845E-49	183
4dxra_4dxta	afdb|01179_1433_AF-A0A026W149-F1	0.505	191	198	284	0.965	0.673	5.338E-49	182
4dxra_4dxta	afdb|00033_439_AF-A0A151WZS1-F1	0.502	191	198	275	0.965	0.695	1.372E-48	181
4dxra_4dxta	esm_atlas|00232_15401_11dd4d50c22be32b30d715b9a5ad9998	0.506	188	198	223	0.949	0.821	3.525E-48	179
4dxra_4dxta	afdb|00708_1433_AF-A0A2A3E2Q6-F1	0.488	191	198	284	0.965	0.673	2.884E-46	174
4dxra_4dxta	esm_atlas|03193_852_f6059f6633a9e26886a3935b77c3de2f	0.475	186	198	219	0.919	0.849	7.484E-43	164
4dxra_4dxta	afdb|02025_1213_AF-A0A6P8EMS2-F1	0.639	127	198	299	0.641	0.425	2.631E-42	162
4dxra_4dxta	afdb|01643_103_AF-A0A835CN26-F1	0.447	190	198	821	0.960	0.231	1.412E-39	154
4dxra_4dxta	esm_atlas|01070_1545_5215f61f8a42a931f0fbf361b7ba10fe	0.437	191	198	299	0.965	0.619	2.386E-38	151
4dxra_4dxta	afdb|00860_1518_AF-E4YH40-F1	0.480	168	198	173	0.848	0.971	4.471E-38	150
4dxra_4dxta	esm_atlas|00596_15446_2dc8961b0e62e43aff3b0d44a1609e18	0.410	192	198	268	0.970	0.679	2.145E-34	139
4dxra_4dxta	esm_atlas|02556_11405_c412ba40bdae34f56c31ffe07737093a	0.401	195	198	239	0.985	0.686	1.029E-33	138
1qomb_1noca	afdb|01746_40_AF-A0A480I4Q2-F1	0.924	407	420	1064	0.969	0.383	3.659E-255	789
1qomb_1noca	afdb|01275_40_AF-A0A6P7ZWV6-F1	0.869	420	420	1068	1.000	0.393	1.248E-244	759
1qomb_1noca	afdb|00282_1961_AF-A0A672V3V1-F1	0.850	419	420	1105	0.998	0.379	1.180E-237	739
1qomb_1noca	afdb|01577_1879_AF-A0A674D322-F1	0.784	418	420	1052	0.995	0.394	3.917E-214	671
1qomb_1noca	afdb|01622_1589_AF-A0A480KDF3-F1	0.907	330	420	339	0.786	0.973	8.015E-199	627
1qomb_1noca	afdb|00077_1998_AF-A0A6J0U5I3-F1	0.687	419	420	709	0.995	0.591	3.408E-181	576
1qomb_1noca	afdb|01402_1073_AF-A0A5N5M6I7-F1	0.762	368	420	418	0.876	0.880	5.782E-180	572
1qomb_1noca	afdb|01873_1073_AF-A0A6A4WEN8-F1	0.654	422	420	474	1.000	0.890	4.376E-171	546
1qomb_1noca	afdb|00779_1296_AF-A0A1Y1MMK5-F1	0.632	418	420	697	0.995	0.598	6.174E-162	520
1qomb_1noca	afdb|00640_1346_AF-A0A1S3JTL2-F1	0.637	409	420	1059	0.974	0.386	9.442E-160	514
1qomb_1noca	afdb|01991_1517_AF-A0A670Z6Z6-F1	0.891	271	420	432	0.645	0.627	9.515E-157	505
1qomb_1noca	afdb|02048_1879_AF-A0A061QHR2-F1	0.617	417	420	1073	0.993	0.384	2.443E-156	504
1qomb_1noca	afdb|01943_391_AF-A0A812CNX1-F1	0.682	358	420	471	0.852	0.760	7.038E-151	488
1qomb_1noca	afdb|01430_1445_AF-A0A7J6D1D4-F1	0.791	297	420	934	0.700	0.318	7.841E-149	482
1qomb_1noca	afdb|00959_1445_AF-A0A3B3V4S7-F1	0.818	280	420	965	0.667	0.290	1.476E-145	473
1qomb_1noca	afdb|00190_1836_AF-A0A3P9CV68-F1	0.818	280	420	983	0.667	0.285	1.476E-145	473
1qomb_1noca	afdb|01901_1445_AF-A0A3B4XZH4-F1	0.815	280	420	963	0.667	0.291	7.100E-145	471
1qomb_1noca	afdb|01520_1517_AF-A0A493SZA3-F1	0.812	280	420	472	0.667	0.593	2.494E-144	469
1qomb_1noca	afdb|00528_21_AF-A0A3P8X274-F1	0.798	280	420	959	0.667	0.292	4.686E-141	460
1qomb_1noca	afdb|01049_1517_AF-A0A822HDK3-F1	0.749	255	420	392	0.607	0.651	1.163E-116	389
5i2ma_5i2sa	esm_atlas|01452_3830_6f645169cd11bbccd5e9fe9928d19f8e	0.251	407	413	511	0.985	0.791	4.972E-31	138
5i2ma_5i2sa	esm_atlas|03318_9628_ffa770c29784f92edcede377085f3511	0.257	370	413	524	0.896	0.685	1.095E-28	130
5i2ma_5i2sa	esm_atlas|02561_12371_c47638cf2d36ca44759ada91cba10d48	0.246	372	413	523	0.901	0.700	7.700E-26	122
5i2ma_5i2sa	esm_atlas|00630_12463_306233eb1505d5505c2fd6f02d4ab8c2	0.222	406	413	514	0.983	0.776	7.316E-22	109
4gqcc_4gqcb	afdb|01676_1364_AF-A0A6A5LA11-F1	0.456	155	161	349	0.963	0.441	9.319E-32	130
4gqcc_4gqcb	esm_atlas|03249_13284_fa5ea7e403df50ef7c94a71f903acbf4	0.457	154	161	221	0.957	0.697	1.277E-31	130
4gqcc_4gqcb	afdb|01503_452_AF-A0A520QDS6-F1	0.463	148	161	152	0.919	0.967	1.157E-30	127
4gqcc_4gqcb	afdb|01369_1144_AF-A0A818UNV0-F1	0.457	141	161	284	0.870	0.496	6.265E-28	119
4gqcc_4gqcb	esm_atlas|01684_12373_81387ffb21dbd0bfe7d5e284fa019a6a	0.441	147	161	194	0.913	0.753	8.582E-28	119
4gqcc_4gqcb	esm_atlas|00582_15571_2cb621dc3540e1ef2490d8a71257df8b	0.426	148	161	188	0.901	0.787	3.740E-26	114
4gqcc_4gqcb	esm_atlas|03217_1498_f7dded5442eec9930d3ab943d33a6412	0.425	148	161	182	0.919	0.802	5.122E-26	113
4gqcc_4gqcb	esm_atlas|00298_13529_16eab6573836c218a245102803e6770c	0.391	159	161	190	0.988	0.832	1.627E-24	109
4gqcc_4gqcb	esm_atlas|00260_18765_14067b46210afff1f4160f26f3ee51b7	0.383	163	161	165	0.988	0.988	2.228E-24	109
4gqcc_4gqcb	esm_atlas|02039_12321_9c6ff9f8385ecc46b48c3908a02f3a61	0.379	161	161	190	0.981	0.847	2.753E-23	106
4gqcc_4gqcb	esm_atlas|00242_5476_129801d89adb7e7396099be7362a93de	0.387	154	161	170	0.932	0.906	7.065E-23	104
4gqcc_4gqcb	esm_atlas|01797_925_89d9491fa4eb04dd8417dbfcefc01773	0.385	153	161	176	0.950	0.841	2.482E-22	103
4gqcc_4gqcb	esm_atlas|01340_18358_66dc3ff15f6a87154592e19f476bad9c	0.407	141	161	152	0.863	0.928	3.397E-22	102
4gqcc_4gqcb	esm_atlas|01028_13810_4eeac9c6a0e3c64a3065c2acff7f03ab	0.376	157	161	205	0.975	0.766	4.651E-22	102
4gqcc_4gqcb	esm_atlas|00705_18616_36295153589eefa97bc77bb5adeb4efe	0.393	146	161	262	0.894	0.557	8.715E-22	101
4gqcc_4gqcb	esm_atlas|02591_14678_c6c3a039887b9acdf94545305c4ed5af	0.379	153	161	157	0.950	0.975	1.193E-21	101
4gqcc_4gqcb	esm_atlas|02338_8635_b35b61c9c92fa6aa55fa2683d15e3703	0.382	149	161	189	0.907	0.788	4.188E-21	99
4gqcc_4gqcb	esm_atlas|00304_10021_175d5d938007a19fa795e261b31aa83b	0.385	145	161	190	0.901	0.758	1.470E-20	98
4gqcc_4gqcb	esm_atlas|02956_15497_e2bf86c689b93f6db71db80467fe11ba	0.372	148	161	221	0.894	0.670	1.322E-19	95
4gqcc_4gqcb	esm_atlas|00713_7248_36ba5d8493dc7a3d2fca23010c41501c	0.414	118	161	218	0.733	0.541	2.725E-17	88
2a73b_3l5nb	afdb|00321_1632_AF-A0A2J8IPT5-F1	0.959	791	982	792	0.805	0.999	0.000E+00	1596
2a73b_3l5nb	afdb|00017_1018_AF-H0W536-F1	0.801	913	982	912	0.930	0.999	0.000E+00	1498
2a73b_3l5nb	afdb|00690_1865_AF-G1Q976-F1	0.771	771	982	771	0.785	1.000	0.000E+00	1210
2a73b_3l5nb	afdb|00022_763_AF-G1Q6H6-F1	0.771	732	982	732	0.743	1.000	0.000E+00	1150
2a73b_3l5nb	afdb|01825_5_AF-A0A7J7T9V3-F1	0.780	674	982	674	0.686	1.000	0.000E+00	1074
2a73b_3l5nb	afdb|00624_502_AF-Q0ZZJ6-F1	0.562	989	982	1652	0.999	0.599	0.000E+00	1062
2a73b_3l5nb	afdb|00468_1903_AF-S7PQ00-F1	0.677	674	982	615	0.686	1.000	5.602E-286	908
2a73b_3l5nb	afdb|00958_906_AF-F7BTW7-F1	0.819	465	982	465	0.474	1.000	2.256E-243	784
2a73b_3l5nb	afdb|02025_236_AF-A0A060W7K9-F1	0.446	971	982	1215	0.982	0.799	1.025E-239	774
2a73b_3l5nb	afdb|01554_236_AF-A0A6P6PCL0-F1	0.434	972	982	1127	0.987	0.862	1.647E-230	747
2a73b_3l5nb	afdb|00315_1501_AF-A0A6A5FCS4-F1	0.433	903	982	910	0.918	0.992	2.594E-211	691
2a73b_3l5nb	afdb|00138_141_AF-A0A1V4KKD7-F1	0.634	524	982	615	0.534	0.847	1.253E-198	654
2a73b_3l5nb	afdb|01900_906_AF-A0A5E4BGD4-F1	0.810	390	982	389	0.397	1.000	2.048E-197	650
2a73b_3l5nb	afdb|00388_839_AF-B4E216-F1	0.374	982	982	1098	1.000	0.388	9.329E-185	613
2a73b_3l5nb	afdb|01641_824_AF-A0A6P7PEQ0-F1	0.346	1061	982	1071	0.985	0.991	9.137E-178	593
2a73b_3l5nb	afdb|01346_916_AF-A0A822G3A8-F1	0.540	574	982	574	0.585	0.995	1.288E-175	586
2a73b_3l5nb	afdb|01936_40_AF-A0A7J7TAQ3-F1	0.726	261	982	537	0.256	0.486	1.468E-107	384
2a73b_3l5nb	afdb|00844_1509_AF-A0A672NUL3-F1	0.419	470	982	514	0.479	0.842	6.347E-95	346
2a73b_3l5nb	afdb|00742_1371_AF-A0A6P3RTG4-F1	0.832	154	982	169	0.157	0.911	3.068E-69	267
2a73b_3l5nb	afdb|00083_784_AF-A0A6J0SDX2-F1	0.546	205	982	219	0.206	0.936	5.590E-53	215
2grmb_2axza	esm_atlas|01081_14238_52fa171edcbb3cdd4afa8cfbb232bb82	0.949	315	315	340	1.000	0.926	5.277E-202	630
2grmb_2axza	afdb|01847_24_AF-P97111-F1	0.906	203	315	210	0.644	0.967	1.801E-117	386
2grmb_2axza	esm_atlas|00799_8552_3d55c77ea10b22579d634ace0ee95833	0.580	311	315	316	0.987	0.984	9.081E-105	349
2grmb_2axza	esm_atlas|01646_7628_7e48b0a11fdbf6888a1a616535e9f64e	0.409	303	315	319	0.962	0.950	3.865E-59	217
2grmb_2axza	esm_atlas|00853_19930_4184a4fb875d6b97c7bf38d5dddce9e8	0.383	292	315	310	0.927	0.942	1.808E-50	192
2grmb_2axza	esm_atlas|01675_19231_808e0fbcc3ffe636e5cef28dc6e0999c	0.348	299	315	321	0.946	0.931	1.899E-43	171
2grmb_2axza	esm_atlas|02142_17832_a45cc5104529ca34d4651dc2d11da7da	0.341	300	315	309	0.943	0.971	5.761E-42	167
2grmb_2axza	esm_atlas|02715_18053_d04a4341d4052138164636134b1348f7	0.333	294	315	328	0.902	0.896	5.247E-39	158
2grmb_2axza	esm_atlas|03131_10203_f14d5d0e93b6fd5f17754a08c297cf66	0.331	283	315	325	0.895	0.871	1.864E-36	151
2grmb_2axza	esm_atlas|01702_10525_82988180febc9671447efe1a36865c06	0.302	282	315	301	0.895	0.937	8.979E-30	131
2grmb_2axza	esm_atlas|02816_7612_d7fde90c83bbfaeca7d2a1a95b4bfcc8	0.322	243	315	301	0.765	0.807	1.204E-27	124
2grmb_2axza	esm_atlas|02766_5402_d426bba8cda835ca96d9c3def384eb23	0.247	307	315	327	0.946	0.939	3.963E-20	102
2grmb_2axza	esm_atlas|00057_14230_046c64584a89d90cef597e3245a800b1	0.235	315	315	335	0.987	0.940	6.553E-18	95
2grmb_2axza	esm_atlas|02959_1796_e2ec562de2bbe2e0584a718d995a6eb8	0.225	306	315	368	0.940	0.832	1.131E-14	85
2grmb_2axza	esm_atlas|02613_16251_c87494d18c58c2a8ed335f07f54c979f	0.218	279	315	301	0.886	0.927	7.771E-11	74
3hdea_3hdfa	afdb|01785_1209_AF-A0A831MVC7-F1	1.000	117	165	117	0.709	1.000	9.999E-74	251
3hdea_3hdfa	afdb|01183_1427_AF-A0A826PBN4-F1	0.951	112	165	112	0.679	1.000	5.890E-65	226
3hdea_3hdfa	afdb|02023_1483_AF-A0A7R8N0H2-F1	0.851	100	165	100	0.606	1.000	1.618E-48	179
3hdea_3hdfa	afdb|01244_617_AF-A0A0A2V9H7-F1	0.588	148	165	329	0.897	0.432	8.861E-46	171
3hdea_3hdfa	afdb|01162_74_AF-A0A839KL75-F1	1.000	75	165	75	0.455	1.000	1.248E-42	162
3hdea_3hdfa	afdb|00843_1312_AF-A0A3B0MJC2-F1	0.542	149	165	218	0.903	0.656	1.411E-40	156
3hdea_3hdfa	afdb|00124_795_AF-A0A6D0X2R5-F1	0.956	71	165	71	0.430	1.000	6.980E-37	145
3hdea_3hdfa	afdb|00247_1499_AF-A0A843ND12-F1	1.000	61	165	61	0.370	1.000	1.833E-33	135
3hdea_3hdfa	afdb|00199_27_AF-A0A4Q2HQ93-F1	0.772	83	165	85	0.503	0.976	8.846E-33	133
3hdea_3hdfa	afdb|01777_1964_AF-A0A5W4L7P7-F1	0.864	69	165	69	0.418	1.000	2.553E-30	126
3hdea_3hdfa	afdb|01521_585_AF-A0A1X3IA24-F1	1.000	57	165	57	0.345	1.000	6.561E-30	125
3hdea_3hdfa	afdb|01306_1964_AF-A0A2Y5AZ36-F1	0.883	66	165	68	0.400	0.971	1.686E-29	124
3hdea_3hdfa	afdb|01050_585_AF-I2WYK1-F1	0.995	57	165	57	0.345	1.000	5.934E-29	122
3hdea_3hdfa	afdb|01992_585_AF-A0A765XAW9-F1	1.000	55	165	55	0.333	1.000	8.127E-29	122
3hdea_3hdfa	afdb|01795_658_AF-A0A839KKC1-F1	0.939	60	165	60	0.364	1.000	2.088E-28	121
3hdea_3hdfa	afdb|00712_1427_AF-A0A702DCC3-F1	0.564	109	165	117	0.661	0.880	2.088E-28	121
3hdea_3hdfa	afdb|01916_743_AF-A0A786Z2T4-F1	1.000	53	165	53	0.321	1.000	1.887E-27	118
3hdea_3hdfa	afdb|01445_1107_AF-A0A7A1X743-F1	1.000	52	165	52	0.315	1.000	9.088E-27	116
3hdea_3hdfa	afdb|00446_983_AF-F3WLX8-F1	0.919	59	165	59	0.358	1.000	9.088E-27	116
3hdea_3hdfa	afdb|00853_658_AF-A0A369DX55-F1	0.891	60	165	60	0.364	1.000	4.375E-26	114
3g0ha_3ewsb	afdb|00708_514_AF-Q68DY7-F1	0.957	320	418	328	0.766	0.976	2.012E-205	646
3g0ha_3ewsb	afdb|00245_1649_AF-A0A6I8P2Q9-F1	0.711	405	418	751	0.969	0.538	9.801E-183	580
3g0ha_3ewsb	afdb|00791_1668_AF-A0A182FL75-F1	0.680	389	418	767	0.931	0.507	5.611E-165	529
3g0ha_3ewsb	afdb|01884_1536_AF-A0A485N158-F1	0.752	286	418	348	0.684	0.822	9.972E-134	438
3g0ha_3ewsb	afdb|02029_1192_AF-A0A673UWJ9-F1	0.942	209	418	245	0.500	0.853	8.028E-126	415
3g0ha_3ewsb	afdb|00942_1536_AF-A0A673V5S4-F1	0.938	210	418	323	0.502	0.650	1.099E-125	415
3g0ha_3ewsb	afdb|01413_1536_AF-A0A5J5MXQ3-F1	0.937	208	418	310	0.498	0.671	3.465E-124	411
3g0ha_3ewsb	afdb|01337_1814_AF-A0A401KZ29-F1	0.499	399	418	1029	0.935	0.388	3.667E-110	370
3g0ha_3ewsb	afdb|00771_1081_AF-A0A0A9YQS3-F1	0.667	214	418	287	0.505	0.746	4.165E-81	286
3g0ha_3ewsb	afdb|01096_656_AF-D3BMQ8-F1	0.415	374	418	1147	0.895	0.318	1.660E-76	272
3g0ha_3ewsb	afdb|01558_1192_AF-A0A0K8VUZ9-F1	0.655	206	418	246	0.493	0.837	2.003E-75	269
3g0ha_3ewsb	afdb|00870_1853_AF-A0A7S4BIN2-F1	0.405	368	418	369	0.880	0.973	4.781E-72	259
3g0ha_3ewsb	afdb|01413_1313_AF-A0A1U8KT43-F1	0.415	335	418	342	0.801	0.959	6.398E-67	244
3g0ha_3ewsb	afdb|00334_1866_AF-A0A446WUP1-F1	0.409	335	418	350	0.801	0.937	1.941E-65	240
3g0ha_3ewsb	afdb|00881_117_AF-A0A1I8MMJ9-F1	0.670	157	418	166	0.376	0.946	9.191E-56	211
3g0ha_3ewsb	afdb|01179_729_AF-A0A212DD48-F1	0.884	113	418	148	0.266	0.764	2.319E-55	210
3g0ha_3ewsb	afdb|01444_106_AF-A0A161MNN2-F1	0.580	186	418	187	0.445	0.984	2.319E-55	210
3g0ha_3ewsb	afdb|00106_1526_AF-U3IIR7-F1	0.657	156	418	192	0.368	0.812	9.384E-54	205
3g0ha_3ewsb	afdb|00453_558_AF-A0A7R9HF67-F1	0.695	127	418	127	0.304	1.000	8.117E-45	179
3g0ha_3ewsb	afdb|01004_870_AF-A0A6P4J1U5-F1	0.675	117	418	127	0.280	0.921	2.492E-38	160
3jv6a_1zk9a	afdb|01413_201_AF-A0A2K5I663-F1	0.986	102	110	467	0.927	0.218	4.182E-62	214
3jv6a_1zk9a	afdb|00514_1040_AF-A0A0D9S1S3-F1	0.981	102	110	440	0.927	0.232	1.079E-61	213
3jv6a_1zk9a	afdb|00942_201_AF-K7G2C6-F1	0.822	102	110	457	0.927	0.223	2.231E-48	175
3jv6a_1zk9a	afdb|00249_1967_AF-A0A670IRR9-F1	0.787	102	110	417	0.927	0.245	1.706E-45	167
3jv6a_1zk9a	afdb|00710_334_AF-G3Q9A9-F1	0.687	101	110	299	0.918	0.338	1.438E-36	141
3jv6a_1zk9a	afdb|01413_993_AF-A0A7J7W9M2-F1	0.680	101	110	347	0.918	0.291	5.096E-36	139
3jv6a_1zk9a	afdb|00942_993_AF-A0A494BA44-F1	0.680	101	110	348	0.918	0.290	5.096E-36	139
3jv6a_1zk9a	afdb|00305_83_AF-A0A835ZMX5-F1	0.680	101	110	431	0.918	0.234	5.096E-36	139
3jv6a_1zk9a	afdb|00775_1426_AF-A0A2D0SVF8-F1	0.673	101	110	483	0.918	0.209	1.806E-35	138
3jv6a_1zk9a	afdb|00180_392_AF-A0A4W5R9K6-F1	0.672	101	110	349	0.918	0.289	2.477E-35	138
3jv6a_1zk9a	afdb|00386_1512_AF-Q04865-F1	0.672	101	110	527	0.918	0.192	2.477E-35	138
3jv6a_1zk9a	afdb|00075_935_AF-A0A3Q3BI97-F1	0.658	102	110	489	0.927	0.209	1.204E-34	136
3jv6a_1zk9a	afdb|00706_1946_AF-A0A669E895-F1	0.651	102	110	255	0.918	0.400	4.266E-34	134
3jv6a_1zk9a	afdb|01652_93_AF-A0A4W3GLL7-F1	0.657	101	110	301	0.918	0.336	4.266E-34	134
3jv6a_1zk9a	afdb|00595_1106_AF-A0A3B4Y8L6-F1	0.652	101	110	485	0.918	0.208	1.102E-33	133
3jv6a_1zk9a	afdb|00514_1665_AF-Q4RN32-F1	0.640	102	110	341	0.918	0.299	3.904E-33	131
3jv6a_1zk9a	afdb|01246_1426_AF-A0A671W260-F1	0.624	101	110	448	0.918	0.225	2.383E-31	126
3jv6a_1zk9a	afdb|01652_334_AF-Q4H2V8-F1	0.609	100	110	290	0.909	0.345	1.060E-29	121
3jv6a_1zk9a	afdb|01047_1474_AF-A0A4U5V0V0-F1	0.618	91	110	437	0.809	0.208	1.115E-26	113
3jv6a_1zk9a	afdb|00710_93_AF-S4R4X7-F1	0.533	100	110	291	0.909	0.344	1.610E-23	104
4h2aa_3j9ca	esm_atlas|00216_9427_109e4d933a75f291eefa4434b9c7333a	0.471	596	724	664	0.811	0.898	1.238E-153	511
4h2aa_3j9ca	afdb|00336_1469_AF-A0A1B1LH68-F1	0.339	614	724	770	0.816	0.797	3.090E-93	333
4h2aa_3j9ca	afdb|00553_397_AF-A0A243IS14-F1	0.337	598	724	1012	0.815	0.591	1.178E-89	323
4h2aa_3j9ca	afdb|01463_895_AF-A0A2B0LG62-F1	0.328	586	724	1106	0.790	0.530	4.803E-83	303
4h2aa_3j9ca	afdb|00264_1530_AF-A0A5K5I9R1-F1	0.307	581	724	798	0.801	0.728	1.551E-72	271
4h2aa_3j9ca	afdb|00618_314_AF-C2Q554-F1	0.306	580	724	795	0.801	0.730	3.826E-72	270
4h2aa_3j9ca	afdb|01934_895_AF-V9I0N3-F1	0.301	590	724	965	0.811	0.611	2.326E-71	268
4h2aa_3j9ca	esm_atlas|01371_148_692a1afb6463a364d3e847ade08799af	0.299	585	724	937	0.804	0.624	1.156E-69	263
4h2aa_3j9ca	afdb|01548_752_AF-A0A5K6V4V1-F1	0.299	574	724	799	0.793	0.698	4.230E-68	258
4h2aa_3j9ca	afdb|01077_752_AF-H3SHP6-F1	0.299	572	724	850	0.790	0.656	1.039E-67	257
