pair_id,arm,k,phi,n_pred,echo_rate,finished,k_frac,n_b,n_rollouts
3jv6a_1zk9a,seed_b,2,0.09724137931034482,99.58,0.0,1.0,0.2,8,100
3jv6a_1zk9a,seed_b,5,0.145,99.55,0.0,1.0,0.5,5,100
3jv6a_1zk9a,seed_b,10,0.43258620689655175,95.54,0.001,1.0,1.0,0,100
3m1bf_3lowa,seed_a,0,0.13710526315789473,105.7,0.0,1.0,0.0,10,50
3m1bf_3lowa,seed_a,1,0.1396,106.21,0.0,1.0,0.1,10,100
3m1bf_3lowa,seed_a,2,0.1777027027027027,103.18,0.0,1.0,0.2,10,100
3m1bf_3lowa,seed_a,5,0.1788169014084507,105.03,0.0,1.0,0.5,10,100
3m1bf_3lowa,seed_a,10,0.19654545454545455,98.58,0.0,1.0,1.0,10,100
3m1bf_3lowa,seed_a,20,0.2195,88.38,0.0,1.0,2.0,10,100
3m1bf_3lowa,seed_a,40,0.3178333333333333,71.8,0.0,1.0,4.0,10,100
3m1bf_3lowa,seed_b,0,0.05910526315789474,107.4,0.0,1.0,0.0,10,50
3m1bf_3lowa,seed_b,1,0.08809941520467839,107.49,0.0,1.0,0.1,9,100
3m1bf_3lowa,seed_b,2,0.08835526315789474,107.56,0.0,1.0,0.2,8,100
3m1bf_3lowa,seed_b,5,0.13668421052631577,107.43,0.0,1.0,0.5,5,100
3m1bf_3lowa,seed_b,10,0.48473684210526313,102.0,0.0,1.0,1.0,0,100
3qy2a_1qb3a,seed_a,0,0.1509030100334448,101.32,0.0,1.0,0.0,13,50
3qy2a_1qb3a,seed_a,1,0.26764102564102565,96.96,0.0,1.0,0.07692307692307693,13,100
3qy2a_1qb3a,seed_a,2,0.3441783216783217,96.16,0.0,1.0,0.15384615384615385,13,100
3qy2a_1qb3a,seed_a,5,0.41915572232645404,86.06,0.0,1.0,0.38461538461538464,13,100
3qy2a_1qb3a,seed_a,10,0.4330982905982906,79.42,0.0,1.0,0.7692307692307693,13,100
3qy2a_1qb3a,seed_a,20,0.4946153846153846,76.63,0.001,1.0,1.5384615384615385,13,100
3qy2a_1qb3a,seed_a,40,0.41717948717948716,48.26,0.0005,1.0,3.076923076923077,13,100
3qy2a_1qb3a,seed_b,0,0.15354515050167225,96.4,0.0,1.0,0.0,13,50
3qy2a_1qb3a,seed_b,1,0.13101449275362317,96.53,0.0,1.0,0.07692307692307693,12,100
3qy2a_1qb3a,seed_b,2,0.11181818181818182,101.94,0.0,1.0,0.15384615384615385,11,100
3qy2a_1qb3a,seed_b,5,0.14184782608695654,95.17,0.0,1.0,0.38461538461538464,8,100
3qy2a_1qb3a,seed_b,10,0.12014492753623189,88.97,0.0,1.0,0.7692307692307693,3,100
4gqcc_4gqcb,seed_a,0,0.5535256861365236,159.12,0.0,1.0,0.0,29,50
4gqcc_4gqcb,seed_a,1,0.5854525862068966,159.14,0.0,1.0,0.034482758620689655,29,100
4gqcc_4gqcb,seed_a,2,0.576962582538518,158.0,0.0,1.0,0.06896551724137931,29,100
4gqcc_4gqcb,seed_a,5,0.5416222570532916,154.51,0.0,1.0,0.1724137931034483,29,100
4gqcc_4gqcb,seed_a,10,0.6005835543766578,149.55,0.0,1.0,0.3448275862068966,29,100
4gqcc_4gqcb,seed_a,20,0.5510344827586207,138.1,0.0005,1.0,0.6896551724137931,29,100
4gqcc_4gqcb,seed_a,40,0.5959770114942529,118.46,0.0005,1.0,1.3793103448275863,29,100
4gqcc_4gqcb,seed_b,0,0.5530190007037298,160.8,0.0,1.0,0.0,29,50
4gqcc_4gqcb,seed_b,1,0.5229081632653061,160.73,0.0,1.0,0.034482758620689655,28,100
4gqcc_4gqcb,seed_b,2,0.5154950869236583,159.18,0.0,1.0,0.06896551724137931,27,100
4gqcc_4gqcb,seed_b,5,0.3681122448979592,157.1,0.0,1.0,0.1724137931034483,24,100
4gqcc_4gqcb,seed_b,10,-0.009570354457572483,156.03,0.001,1.0,0.3448275862068966,19,100
4gqcc_4gqcb,seed_b,20,-0.1843310657596372,147.5,0.0035000000000000005,1.0,0.6896551724137931,9,100
4jphb_5hk5h,seed_a,0,-0.00625,87.9,0.0,1.0,0.0,16,50
4jphb_5hk5h,seed_a,1,0.01502016129032258,91.02,0.0,1.0,0.0625,16,100
4jphb_5hk5h,seed_a,2,0.03058333333333333,95.97,0.0,1.0,0.125,16,100
4jphb_5hk5h,seed_a,5,0.05374999999999999,94.91,0.0,1.0,0.3125,16,100
4jphb_5hk5h,seed_a,10,0.07710227272727273,94.25,0.0030000000000000005,1.0,0.625,16,100
4jphb_5hk5h,seed_a,20,0.20770833333333333,81.24,0.0005,1.0,1.25,16,100
4jphb_5hk5h,seed_b,0,0.005,86.88,0.0,1.0,0.0,16,50
4jphb_5hk5h,seed_b,1,0.012104166666666668,87.12,0.0,1.0,0.0625,15,100
4jphb_5hk5h,seed_b,2,0.004508928571428575,96.48,0.005,1.0,0.125,14,100
4jphb_5hk5h,seed_b,5,-0.02269886363636364,84.3,0.0,1.0,0.3125,11,100
4jphb_5hk5h,seed_b,10,-0.015833333333333328,94.59,0.001,1.0,0.625,6,100
4qhfa_4qhha,seed_a,0,0.188014888337469,102.44,0.0,1.0,0.0,26,50
4qhfa_4qhha,seed_a,1,0.24108448928121057,100.62,0.0,1.0,0.038461538461538464,26,100
4qhfa_4qhha,seed_a,2,0.19535897435897437,97.66,0.0,1.0,0.07692307692307693,26,100
4qhfa_4qhha,seed_a,5,0.3555668016194332,100.27,0.0,1.0,0.19230769230769232,26,100
4qhfa_4qhha,seed_a,10,0.4421153846153846,95.25,0.0,1.0,0.38461538461538464,26,100
4qhfa_4qhha,seed_a,20,0.4308058608058608,82.46,0.0005,1.0,0.7692307692307693,26,100
4qhfa_4qhha,seed_a,40,0.5579720279720279,68.07,0.00025,1.0,1.5384615384615385,26,100
4qhfa_4qhha,seed_b,0,0.2181637717121588,103.8,0.0,1.0,0.0,26,50
4qhfa_4qhha,seed_b,1,0.10570322580645161,101.94,0.0,1.0,0.038461538461538464,25,100
4qhfa_4qhha,seed_b,2,0.09668010752688172,98.34,0.0,1.0,0.07692307692307693,24,100
4qhfa_4qhha,seed_b,5,-0.07191244239631335,93.9,0.0,1.0,0.19230769230769232,21,100
4qhfa_4qhha,seed_b,10,-0.3241935483870968,88.52,0.0,1.0,0.38461538461538464,16,100
4qhfa_4qhha,seed_b,20,-0.32451612903225807,74.55,0.0,1.0,0.7692307692307693,6,100
4rmbb_4rmba,seed_a,0,0.03,129.76,0.0,1.0,0.0,18,50
4rmbb_4rmba,seed_a,1,0.02640522875816994,129.31,0.0,1.0,0.05555555555555555,18,100
4rmbb_4rmba,seed_a,2,0.028194444444444453,134.35,0.0,1.0,0.1111111111111111,18,100
4rmbb_4rmba,seed_a,5,0.00431623931623933,128.62,0.0,1.0,0.2777777777777778,18,100
4rmbb_4rmba,seed_a,10,0.04541666666666667,128.04,0.0,1.0,0.5555555555555556,18,100
4rmbb_4rmba,seed_b,0,0.021111111111111112,137.38,0.0,1.0,0.0,18,50
4rmbb_4rmba,seed_b,1,0.017712418300653586,132.76,0.0,1.0,0.05555555555555555,17,100
4rmbb_4rmba,seed_b,2,0.049513888888888885,129.08,0.0,1.0,0.1111111111111111,16,100
4rmbb_4rmba,seed_b,5,0.002393162393162377,136.95,0.0,1.0,0.2777777777777778,13,100
4rmbb_4rmba,seed_b,10,0.03527777777777777,131.84,0.0,1.0,0.5555555555555556,8,100
4zrbc_4zrbh,seed_a,0,-0.14947368421052631,111.56,0.0,1.0,0.0,19,50
4zrbc_4zrbh,seed_a,1,-0.1480701754385965,110.67,0.0,1.0,0.05263157894736842,19,100
4zrbc_4zrbh,seed_a,2,-0.13453947368421051,111.53,0.0,1.0,0.10526315789473684,19,100
4zrbc_4zrbh,seed_a,5,-0.17105263157894732,110.5,0.0,1.0,0.2631578947368421,19,100
4zrbc_4zrbh,seed_a,10,-0.4142105263157895,106.85,0.0,1.0,0.5263157894736842,19,100
4zrbc_4zrbh,seed_b,0,-0.15210526315789472,111.6,0.0,1.0,0.0,19,50
4zrbc_4zrbh,seed_b,1,-0.15444444444444444,111.57,0.0,1.0,0.05263157894736842,18,100
4zrbc_4zrbh,seed_b,2,-0.1932941176470588,112.38,0.0,1.0,0.10526315789473684,17,100
4zrbc_4zrbh,seed_b,5,-0.374,111.04,0.0,1.0,0.2631578947368421,14,100
4zrbc_4zrbh,seed_b,10,-0.14722222222222223,104.58,0.001,1.0,0.5263157894736842,9,100
5flue_2uy7d,seed_a,0,0.2337233560090703,119.48,0.0,1.0,0.0,45,50
5flue_2uy7d,seed_a,1,0.21077777777777779,119.47,0.0,1.0,0.022222222222222223,45,100
5flue_2uy7d,seed_a,2,0.22851063829787233,116.65,0.0,1.0,0.044444444444444446,45,100
5flue_2uy7d,seed_a,5,0.242979797979798,115.3,0.0,1.0,0.1111111111111111,45,100
5flue_2uy7d,seed_a,10,0.3251282051282051,109.89,0.001,1.0,0.2222222222222222,45,100
5flue_2uy7d,seed_a,20,0.3311417624521073,97.8,0.0,1.0,0.4444444444444444,45,100
5flue_2uy7d,seed_a,40,0.4491111111111111,89.19,0.0,1.0,0.8888888888888888,45,100
5flue_2uy7d,seed_b,0,0.2387936507936508,122.08,0.0,1.0,0.0,45,50
5flue_2uy7d,seed_b,1,0.2263961038961039,118.98,0.0,1.0,0.022222222222222223,44,100
5flue_2uy7d,seed_b,2,0.1422591362126246,118.63,0.0,1.0,0.044444444444444446,43,100
5flue_2uy7d,seed_b,5,0.06349489795918367,116.07,0.002,1.0,0.1111111111111111,40,100
5flue_2uy7d,seed_b,10,-0.0008571428571428558,109.61,0.001,1.0,0.2222222222222222,35,100
5flue_2uy7d,seed_b,20,-0.04060408163265307,97.23,0.0,1.0,0.4444444444444444,25,100
5flue_2uy7d,seed_b,40,-0.22314285714285714,86.75,0.00025,1.0,0.8888888888888888,5,100
5jyta_2qkee,seed_a,0,0.4706280193236715,79.96,0.0,1.0,0.0,46,50
5jyta_2qkee,seed_a,1,0.48216981132075465,78.43,0.0,1.0,0.021739130434782608,46,100
5jyta_2qkee,seed_a,2,0.4954598662207358,77.78,0.0,1.0,0.043478260869565216,46,100
5jyta_2qkee,seed_a,5,0.5320807453416149,74.1,0.0,1.0,0.10869565217391304,46,100
5jyta_2qkee,seed_a,10,0.5911660079051384,71.43,0.001,1.0,0.21739130434782608,46,100
5jyta_2qkee,seed_a,20,0.5770076726342712,60.88,0.0,1.0,0.43478260869565216,46,100
5jyta_2qkee,seed_a,40,0.44295031055900624,39.65,0.0,1.0,0.8695652173913043,46,100
5jyta_2qkee,seed_b,0,0.47528180354267313,80.54,0.0,1.0,0.0,46,50
5jyta_2qkee,seed_b,1,0.26192592592592595,75.74,0.0,1.0,0.021739130434782608,45,100
5jyta_2qkee,seed_b,2,0.3668097643097643,76.18,0.0,1.0,0.043478260869565216,44,100
5jyta_2qkee,seed_b,5,-0.06341915085817526,73.3,0.002,1.0,0.10869565217391304,41,100
5jyta_2qkee,seed_b,10,-0.09240740740740741,60.97,0.0,1.0,0.21739130434782608,36,100
5jyta_2qkee,seed_b,20,-0.36532763532763535,46.71,0.0,1.0,0.43478260869565216,26,100
5jyta_2qkee,seed_b,40,-0.2109259259259259,27.82,0.0,1.0,0.8695652173913043,6,100
6c6sd_2ougc,seed_a,0,0.3985245901639344,111.18,0.0,1.0,0.0,58,50
6c6sd_2ougc,seed_a,1,0.41470689655172416,110.31,0.01,1.0,0.017241379310344827,58,100
6c6sd_2ougc,seed_a,2,0.44252191700759785,109.38,0.0,1.0,0.034482758620689655,58,100
6c6sd_2ougc,seed_a,5,0.45323891625615764,105.92,0.002,1.0,0.08620689655172414,58,100
6c6sd_2ougc,seed_a,10,0.4751588911426639,105.41,0.001,1.0,0.1724137931034483,58,100
6c6sd_2ougc,seed_a,20,0.510130361648444,100.47,0.0,1.0,0.3448275862068966,58,100
6c6sd_2ougc,seed_a,40,0.49550903119868633,83.95,0.0007500000000000001,1.0,0.6896551724137931,58,100
6c6sd_2ougc,seed_b,0,0.38209723007348784,111.62,0.0,1.0,0.0,58,50
6c6sd_2ougc,seed_b,1,0.34576358930112167,119.74,0.0,1.0,0.017241379310344827,57,100
6c6sd_2ougc,seed_b,2,0.347461943793911,120.09,0.0,1.0,0.034482758620689655,56,100
6c6sd_2ougc,seed_b,5,0.2637612124961336,118.02,0.0,1.0,0.08620689655172414,53,100
6c6sd_2ougc,seed_b,10,0.0929474043715847,118.35,0.001,1.0,0.1724137931034483,48,100
6c6sd_2ougc,seed_b,20,-0.2240422778257118,100.08,0.0,1.0,0.3448275862068966,38,100
6c6sd_2ougc,seed_b,40,-0.4274954462659381,78.19,0.001,1.0,0.6896551724137931,18,100
