query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm,reference_split
proteina-3062f9562f8e2b0682ee,A0A817RAL1,8.349E-01,8.807E-01,0.962,0.994,8.489E-01,proteina-3062f9562f8e2b0682ee,0.8349,train
proteina-6384776a5af895d684be,D1ARC5,5.413E-01,6.309E-01,0.824,0.868,5.628E-01,proteina-6384776a5af895d684be,0.5413,train
proteina-3b58a8ac2db5744c68f6,A0A2X1BDB8,5.294E-01,5.161E-01,0.926,0.746,5.032E-01,proteina-3b58a8ac2db5744c68f6,0.5161,train
proteina-2876dd9c45ca19288c5b,A0A2M7G0G8,4.994E-01,5.288E-01,0.878,0.906,4.963E-01,proteina-2876dd9c45ca19288c5b,0.4994,train
proteina-b036562b21a98b738693,A0A5M9JYI3,5.556E-01,6.409E-01,0.828,0.951,5.828E-01,proteina-b036562b21a98b738693,0.5556,train
proteina-fd1f8e2ffe56b458af02,A0A1A8DH10,6.427E-01,7.108E-01,0.980,0.973,6.553E-01,proteina-fd1f8e2ffe56b458af02,0.6427,train
proteina-8b4f86e9be17b5608055,A0A5B9QGQ5,4.224E-01,5.373E-01,0.700,0.915,4.601E-01,proteina-8b4f86e9be17b5608055,0.4224,train
proteina-96be688c880d20f01b82,A0A351B150,6.386E-01,6.622E-01,0.996,0.925,6.316E-01,proteina-96be688c880d20f01b82,0.6386,train
proteina-a5d0135bfb458d61b5d3,A0A1G8GBY1,5.765E-01,5.920E-01,0.730,0.809,5.733E-01,proteina-a5d0135bfb458d61b5d3,0.5765,train
proteina-9a697c73e203df9dd6e2,A0A2E1XXM0,5.902E-01,6.009E-01,0.876,0.898,5.788E-01,proteina-9a697c73e203df9dd6e2,0.5902,train
proteina-cc0cb556408769834e82,A0A2P2M4C6,6.234E-01,5.933E-01,0.796,0.987,5.889E-01,proteina-cc0cb556408769834e82,0.5933,train
proteina-d249eebfe0a717d5bfa0,A0A103XSB7,4.169E-01,4.717E-01,0.992,0.965,4.278E-01,proteina-d249eebfe0a717d5bfa0,0.4169,train
proteina-447eb20577cd9bdf4363,A0A0S7XWM4,6.749E-01,7.047E-01,0.980,0.912,6.763E-01,proteina-447eb20577cd9bdf4363,0.6749,train
proteina-be675ca7c54e54c0a174,A0A401SSK6,5.472E-01,5.527E-01,0.936,0.986,5.265E-01,proteina-be675ca7c54e54c0a174,0.5472,train
proteina-002daeaf746b76ce8ff3,H2Y3S8,6.397E-01,6.967E-01,0.998,0.927,6.521E-01,proteina-002daeaf746b76ce8ff3,0.6397,train
proteina-319ae6a7a1db02b9e8d1,A0A6I4ZD45,5.297E-01,5.799E-01,1.000,0.980,5.415E-01,proteina-319ae6a7a1db02b9e8d1,0.5297,train
proteina-87126dd19f8fc2b5b7df,A0A845WNP2,6.067E-01,7.217E-01,0.988,0.956,6.455E-01,proteina-87126dd19f8fc2b5b7df,0.6067,train
proteina-f2bdb98cce454d55c72c,E1ZBG9,6.182E-01,6.150E-01,1.000,0.825,5.955E-01,proteina-f2bdb98cce454d55c72c,0.615,train
proteina-cc6903b3afdfed721bab,A0A815QEC5,5.635E-01,5.232E-01,0.998,0.725,5.241E-01,proteina-cc6903b3afdfed721bab,0.5232,train
proteina-f6f00b21fbe74dfcda6b,A0A3B8TLN5,4.787E-01,4.840E-01,0.996,0.988,4.667E-01,proteina-f6f00b21fbe74dfcda6b,0.4787,train
proteina-4251eb0e94382eb3bd72,A0A3S3R235,4.067E-01,4.441E-01,0.818,0.704,4.050E-01,proteina-4251eb0e94382eb3bd72,0.4067,train
proteina-c61d33bba310360f09a7,A0A7V3KPG2,5.165E-01,6.307E-01,0.870,0.977,5.540E-01,proteina-c61d33bba310360f09a7,0.5165,train
proteina-e00f2b4eb94ddb7adcf9,A0A679HZQ9,5.835E-01,6.642E-01,0.918,0.868,6.051E-01,proteina-e00f2b4eb94ddb7adcf9,0.5835,train
proteina-033ab6a3414b7b3a7d15,A0A445KRY4,7.345E-01,7.537E-01,0.962,0.920,7.256E-01,proteina-033ab6a3414b7b3a7d15,0.7345,train
proteina-6baf56fb7e564d952a36,A0A1I8ISR1,5.755E-01,5.919E-01,0.912,0.841,5.713E-01,proteina-6baf56fb7e564d952a36,0.5755,train
proteina-cd1e53e75344ccb3f051,A0A499QMX1,6.214E-01,6.025E-01,0.954,0.994,5.997E-01,proteina-cd1e53e75344ccb3f051,0.6025,train
proteina-546fe8829dde81c20b29,A0A815WQQ9,6.325E-01,6.933E-01,0.998,0.940,6.434E-01,proteina-546fe8829dde81c20b29,0.6325,train
proteina-5434914a9bec9dcbc34f,G7LUT6,4.675E-01,7.191E-01,0.796,0.997,5.743E-01,proteina-5434914a9bec9dcbc34f,0.4675,train
proteina-3387fe03014148a7d544,A0A7Z9WNB5,5.183E-01,6.505E-01,0.742,0.885,5.721E-01,proteina-3387fe03014148a7d544,0.5183,train
proteina-3bf8fa154c58c726752d,A0A7X7MQ31,5.675E-01,6.220E-01,0.782,1.000,5.888E-01,proteina-3bf8fa154c58c726752d,0.5675,train
proteina-3dc02f8278dd108a6dc8,A0E192,5.497E-01,5.361E-01,1.000,0.882,5.218E-01,proteina-3dc02f8278dd108a6dc8,0.5361,train
proteina-7a6ce95495689d682065,A0A2S7SXU5,4.902E-01,5.198E-01,0.884,0.887,4.887E-01,proteina-7a6ce95495689d682065,0.4902,train
proteina-fd44bbe00fdfb892760f,A0A2I0VUK8,4.761E-01,5.233E-01,0.944,0.964,4.833E-01,proteina-fd44bbe00fdfb892760f,0.4761,train
proteina-05f26b5d05e3b4dc0197,A0A6V7WZ06,6.284E-01,6.189E-01,0.904,0.933,6.001E-01,proteina-05f26b5d05e3b4dc0197,0.6189,train
proteina-3059c9c232d96ee518dd,A0A0C1FRX5,5.926E-01,7.280E-01,0.820,0.970,6.423E-01,proteina-3059c9c232d96ee518dd,0.5926,train
proteina-74c8164388bd2b8296d3,A0A7R9YYB1,7.898E-01,6.990E-01,1.000,0.932,7.266E-01,proteina-74c8164388bd2b8296d3,0.699,train
proteina-498058af555d6b1a0257,A0A445KRY4,4.572E-01,4.678E-01,1.000,0.883,4.456E-01,proteina-498058af555d6b1a0257,0.4572,train
proteina-6a26d42e04704fad287b,A0A378KUI5,6.730E-01,6.803E-01,0.970,0.970,6.578E-01,proteina-6a26d42e04704fad287b,0.673,train
proteina-cd63563b49978f394d15,A0A1V1T6L0,7.707E-01,7.276E-01,0.980,0.977,7.300E-01,proteina-cd63563b49978f394d15,0.7276,train
proteina-ab2624a8eb3fb992a199,A0A374I9G4,7.134E-01,7.147E-01,0.890,0.874,7.037E-01,proteina-ab2624a8eb3fb992a199,0.7134,train
proteina-493dbb8e820ee505d2f1,A0A3S0E3E0,3.955E-01,4.003E-01,0.940,0.909,3.760E-01,proteina-493dbb8e820ee505d2f1,0.3955,train
proteina-10292fc629b5ce6fa721,A0A2H0VF11,5.934E-01,5.912E-01,0.934,0.849,5.826E-01,proteina-10292fc629b5ce6fa721,0.5912,train
proteina-09c46a6e5cba7b94609e,A0A1G8GBY1,6.552E-01,6.723E-01,0.994,0.844,6.474E-01,proteina-09c46a6e5cba7b94609e,0.6552,train
proteina-a23d0952537fe079f8ef,A0A7Y5BZ25,6.309E-01,7.620E-01,0.850,0.995,6.895E-01,proteina-a23d0952537fe079f8ef,0.6309,train
proteina-fd8ad8c454f6b8c526d9,A0A0P7B9T3,4.321E-01,4.367E-01,0.962,0.668,4.202E-01,proteina-fd8ad8c454f6b8c526d9,0.4321,train
proteina-fd4ede06241585a62479,A0A7J4F2R0,3.898E-01,3.885E-01,0.950,0.693,3.754E-01,proteina-fd4ede06241585a62479,0.3885,train
proteina-7590ae675cc329411bca,S6HR45,4.817E-01,4.996E-01,0.962,0.795,4.739E-01,proteina-7590ae675cc329411bca,0.4817,train
proteina-45ff0f96e17d5b21f894,A0A1B2JG64,4.345E-01,4.980E-01,0.990,0.969,4.431E-01,proteina-45ff0f96e17d5b21f894,0.4345,train
proteina-0f13300cd3ff5a55ee6d,A0A660MWA9,3.417E-01,3.300E-01,0.910,0.922,3.148E-01,proteina-0f13300cd3ff5a55ee6d,0.33,train
proteina-2813e7efdd3d23e8e524,A0A7V9GTS8,4.931E-01,5.234E-01,0.948,0.865,4.918E-01,proteina-2813e7efdd3d23e8e524,0.4931,train
proteina-6349e94d15fc882cd507,R9WHP5,4.373E-01,5.606E-01,0.760,0.978,4.760E-01,proteina-6349e94d15fc882cd507,0.4373,train
proteina-c812c3471f43789b0212,A0A397EZJ8,3.699E-01,4.028E-01,0.966,0.797,3.679E-01,proteina-c812c3471f43789b0212,0.3699,train
proteina-9256cde418873fdbeff4,A0A7K2XW98,7.421E-01,8.257E-01,0.910,0.984,7.697E-01,proteina-9256cde418873fdbeff4,0.7421,train
proteina-e5bedecc226297c42eac,A0A395T9Z8,3.762E-01,4.106E-01,0.956,0.815,3.748E-01,proteina-e5bedecc226297c42eac,0.3762,train
proteina-5ae688ba10fb7c77a729,A0A210QCD0,7.397E-01,7.507E-01,1.000,0.951,7.281E-01,proteina-5ae688ba10fb7c77a729,0.7397,train
proteina-997ab34884a2c25baa65,A0A445KRY4,6.625E-01,6.798E-01,0.882,0.893,6.544E-01,proteina-997ab34884a2c25baa65,0.6625,train
proteina-ad3c3f8a5df848535432,A0A3E0Q5A8,7.063E-01,8.521E-01,0.984,0.934,7.700E-01,proteina-ad3c3f8a5df848535432,0.7063,train
proteina-dd6523df6482e781eb08,B0ERA6,5.862E-01,6.264E-01,0.838,0.944,5.933E-01,proteina-dd6523df6482e781eb08,0.5862,train
proteina-013e3848c78760975e02,A0A4Q2D9S3,5.091E-01,5.653E-01,0.728,0.899,5.206E-01,proteina-013e3848c78760975e02,0.5091,train
proteina-947b915c63b163f42d41,A0A2M8L8U0,3.991E-01,4.777E-01,0.772,0.898,4.169E-01,proteina-947b915c63b163f42d41,0.3991,train
proteina-a88901db70cd49d5e2d6,A0A2U2SMH4,6.489E-01,6.214E-01,0.794,0.818,6.288E-01,proteina-a88901db70cd49d5e2d6,0.6214,train
proteina-3344f7b9595d0a467ae3,E1ZBG9,5.922E-01,5.891E-01,0.860,0.781,5.724E-01,proteina-3344f7b9595d0a467ae3,0.5891,train
proteina-abf3d56e7f35a79fc825,A0A445KRY4,5.983E-01,6.135E-01,0.832,0.889,5.875E-01,proteina-abf3d56e7f35a79fc825,0.5983,train
proteina-6ab6b0e0929e9cb46455,A0A1Q6F3K9,8.008E-01,7.491E-01,0.908,0.922,7.673E-01,proteina-6ab6b0e0929e9cb46455,0.7491,train
proteina-70428da8de3945214081,A0A1X0QF44,5.292E-01,5.791E-01,0.900,0.856,5.363E-01,proteina-70428da8de3945214081,0.5292,train
proteina-05ed42b0322b9be570d8,A0A482RFQ6,5.304E-01,6.721E-01,0.956,0.932,5.839E-01,proteina-05ed42b0322b9be570d8,0.5304,train
proteina-c5c09130d128e4cc9756,A0A3D2RT34,6.773E-01,6.760E-01,0.978,0.996,6.611E-01,proteina-c5c09130d128e4cc9756,0.676,train
proteina-b9328f5370df195ededa,A0A553BJ05,4.588E-01,5.097E-01,0.798,0.790,4.675E-01,proteina-b9328f5370df195ededa,0.4588,train
proteina-c457e835def6f6fc935b,A0A7S1LFF4,6.639E-01,6.877E-01,0.984,0.942,6.513E-01,proteina-c457e835def6f6fc935b,0.6639,train
proteina-2082437ec77410f766f7,A0A2G6MQK4,3.294E-01,3.552E-01,0.986,0.952,3.260E-01,proteina-2082437ec77410f766f7,0.3294,train
proteina-d2ab49be58d6b7d10335,A0A2J7QPU1,5.250E-01,5.212E-01,0.702,0.673,5.125E-01,proteina-d2ab49be58d6b7d10335,0.5212,train
proteina-b9b2a0b764319df6fcfd,A0A7W0TYB0,7.951E-01,8.705E-01,0.904,0.967,8.190E-01,proteina-b9b2a0b764319df6fcfd,0.7951,train
proteina-02a31ffd6bc4445b00da,A0A7G2M8N7,6.915E-01,6.827E-01,0.950,0.856,6.743E-01,proteina-02a31ffd6bc4445b00da,0.6827,train
proteina-ca87e6f0569ef4c2e489,A0A6B3W0J2,7.774E-01,7.360E-01,0.822,0.849,7.507E-01,proteina-ca87e6f0569ef4c2e489,0.736,train
proteina-46acee49cf6ecf79f5c6,A0A524EC42,5.883E-01,6.058E-01,0.956,0.816,5.820E-01,proteina-46acee49cf6ecf79f5c6,0.5883,train
proteina-e8cd58353d751948c848,A0A7C5L2L7,6.672E-01,6.697E-01,0.972,0.892,6.515E-01,proteina-e8cd58353d751948c848,0.6672,train
proteina-690e4c3d48d01f816727,A0A453RE53,4.910E-01,4.552E-01,0.846,0.973,4.543E-01,proteina-690e4c3d48d01f816727,0.4552,train
proteina-b423c32e0a135575a28c,A0A6B3W0J2,8.588E-01,8.136E-01,0.992,0.924,8.273E-01,proteina-b423c32e0a135575a28c,0.8136,train
proteina-44f4b47fa49d16f3c054,F0SXJ4,4.340E-01,4.414E-01,0.918,0.900,4.191E-01,proteina-44f4b47fa49d16f3c054,0.434,train
proteina-9a717dd30f9ef1154ea3,A0A662VRR7,3.389E-01,4.213E-01,0.664,0.906,3.628E-01,proteina-9a717dd30f9ef1154ea3,0.3389,train
proteina-dcfd85ec51f5920c8259,A0A4U1HHU3,4.959E-01,4.491E-01,0.974,0.848,4.573E-01,proteina-dcfd85ec51f5920c8259,0.4491,train
proteina-de9fe9e79ce67dcba3a3,A0A5B2YWV1,6.317E-01,6.957E-01,0.950,0.884,6.497E-01,proteina-de9fe9e79ce67dcba3a3,0.6317,train
proteina-ac0e9daf76155935447a,A0A4Y3T8I1,5.279E-01,5.364E-01,0.998,0.862,5.150E-01,proteina-ac0e9daf76155935447a,0.5279,train
proteina-c8afa7ebe7a8a6852c0a,A0A815TKA3,3.667E-01,4.494E-01,0.986,0.977,3.885E-01,proteina-c8afa7ebe7a8a6852c0a,0.3667,train
proteina-88ca705c47bc0009cc8c,A0A1M3GXH0,7.828E-01,7.758E-01,0.964,0.956,7.593E-01,proteina-88ca705c47bc0009cc8c,0.7758,train
proteina-c97aa3bbb2c8c7aad1d4,A0A6J3M3C0,5.379E-01,5.168E-01,0.912,0.941,5.123E-01,proteina-c97aa3bbb2c8c7aad1d4,0.5168,train
proteina-338d550b43ef30abe0f4,E1ZBG9,7.515E-01,7.473E-01,0.940,0.833,7.408E-01,proteina-338d550b43ef30abe0f4,0.7473,train
proteina-14e250b50bbaeaf6d802,K0T9G2,6.159E-01,6.791E-01,0.936,0.853,6.327E-01,proteina-14e250b50bbaeaf6d802,0.6159,train
proteina-ecc23742de230a2877ba,A0A1E7I3U9,4.828E-01,4.965E-01,0.974,0.954,4.683E-01,proteina-ecc23742de230a2877ba,0.4828,train
proteina-e9e49b0c2501f034a708,A0A401SSK6,5.922E-01,5.983E-01,0.962,0.968,5.724E-01,proteina-e9e49b0c2501f034a708,0.5922,train
proteina-f352457181cf834a50df,A0A1I8ISR1,5.140E-01,5.279E-01,0.994,0.994,5.044E-01,proteina-f352457181cf834a50df,0.514,train
proteina-fee245bd3bcb1d0bb1f6,A0A0D9P9K5,5.892E-01,6.148E-01,0.732,0.799,5.862E-01,proteina-fee245bd3bcb1d0bb1f6,0.5892,train
proteina-66684435b98eec80a099,A0A6P2AVB5,5.269E-01,5.798E-01,0.826,0.996,5.342E-01,proteina-66684435b98eec80a099,0.5269,train
proteina-73fee3dddb694f10ea8d,A0A2U1KRW1,3.699E-01,3.486E-01,0.862,0.729,3.400E-01,proteina-73fee3dddb694f10ea8d,0.3486,train
proteina-25fc4dc1d7ee8e956588,A0A3M8FSM6,7.353E-01,7.394E-01,0.960,0.849,7.231E-01,proteina-25fc4dc1d7ee8e956588,0.7353,train
proteina-f0e95b2aa5183643748b,A0A1H4A1E6,5.345E-01,5.692E-01,0.962,0.961,5.346E-01,proteina-f0e95b2aa5183643748b,0.5345,train
proteina-6c28a34f04fb5cc0e5c5,A0A2D5ZQG6,6.832E-01,7.744E-01,0.950,0.943,7.185E-01,proteina-6c28a34f04fb5cc0e5c5,0.6832,train
proteina-143a4fc2ad959c212282,A0A287I8U0,3.799E-01,5.497E-01,0.922,0.944,4.442E-01,proteina-143a4fc2ad959c212282,0.3799,train
proteina-3db289ea841ea7425f86,A0A1F9LP39,4.444E-01,4.467E-01,0.902,0.998,4.324E-01,proteina-3db289ea841ea7425f86,0.4444,train
proteina-cc8833873173af8eebb2,E3Q4J8,4.074E-01,4.339E-01,0.768,0.771,4.006E-01,proteina-cc8833873173af8eebb2,0.4074,train
proteina-3ac104eecd0ed446ce97,A0A1G7SV67,3.509E-01,3.258E-01,0.976,0.826,3.203E-01,proteina-3ac104eecd0ed446ce97,0.3258,train
proteina-695a7047f9ba7fceaa14,A0A453KDY8,4.821E-01,5.408E-01,0.982,0.998,4.898E-01,proteina-695a7047f9ba7fceaa14,0.4821,train
proteina-a1f2f5d7984b5d983ae3,A0A374I9G4,6.495E-01,6.507E-01,0.902,0.928,6.360E-01,proteina-a1f2f5d7984b5d983ae3,0.6495,train
proteina-0225942095b452418e92,Q4N0Q9,5.214E-01,5.205E-01,0.882,0.818,5.003E-01,proteina-0225942095b452418e92,0.5205,train
proteina-bfa4c7444a51fe299898,A0A0B0HM23,3.699E-01,5.397E-01,0.974,0.969,4.356E-01,proteina-bfa4c7444a51fe299898,0.3699,train
proteina-afce3efd2f5fb5946444,E1ZS62,6.612E-01,7.849E-01,0.990,0.961,7.028E-01,proteina-afce3efd2f5fb5946444,0.6612,train
proteina-0ca7249b83fd854c6f79,A0A507C516,5.608E-01,5.931E-01,0.804,0.834,5.673E-01,proteina-0ca7249b83fd854c6f79,0.5608,train
proteina-ba7eb2a0fb6f064424e7,K8EPI3,5.276E-01,5.182E-01,0.912,0.963,5.103E-01,proteina-ba7eb2a0fb6f064424e7,0.5182,train
proteina-876024d77789f7b5b7fd,E1ZBG9,6.450E-01,6.414E-01,0.958,0.936,6.319E-01,proteina-876024d77789f7b5b7fd,0.6414,train
proteina-ec581eea377901dbe809,A0A1G2RL88,5.974E-01,6.186E-01,0.990,0.925,5.920E-01,proteina-ec581eea377901dbe809,0.5974,train
proteina-69ac48deeb317787b4aa,A0A7W0TYB0,5.374E-01,5.848E-01,0.910,0.883,5.448E-01,proteina-69ac48deeb317787b4aa,0.5374,train
proteina-4f23720c4b404e12650c,A0A3D0ETV3,4.637E-01,7.225E-01,0.838,1.000,5.740E-01,proteina-4f23720c4b404e12650c,0.4637,train
proteina-c2fbf09df7c480cc29e2,W7TVR0,4.712E-01,4.649E-01,0.858,0.762,4.503E-01,proteina-c2fbf09df7c480cc29e2,0.4649,train
proteina-e89accb764fb219e7e7d,A0A098C169,5.554E-01,5.504E-01,0.896,0.846,5.382E-01,proteina-e89accb764fb219e7e7d,0.5504,train
proteina-8eb104bea88b17e3f756,K0ILX6,4.408E-01,4.470E-01,0.990,0.659,4.289E-01,proteina-8eb104bea88b17e3f756,0.4408,train
proteina-9ab406a7f2281875b3fd,A0A7J4PJM2,3.809E-01,4.199E-01,0.776,0.775,3.818E-01,proteina-9ab406a7f2281875b3fd,0.3809,train
proteina-8cb40fd061f751ea837a,A0A1Z4RVU6,4.060E-01,4.186E-01,0.996,0.747,3.962E-01,proteina-8cb40fd061f751ea837a,0.406,train
proteina-bf7a150b5568cb717d2d,A0A1H0TBS6,3.597E-01,3.660E-01,0.844,0.759,3.422E-01,proteina-bf7a150b5568cb717d2d,0.3597,train
proteina-7936ff1519803491a9f8,A0A0S7JX69,6.089E-01,6.464E-01,0.976,1.000,6.041E-01,proteina-7936ff1519803491a9f8,0.6089,train
proteina-a384003c33d1576721e8,A0A7Y5S8C2,6.007E-01,6.051E-01,0.902,0.871,5.878E-01,proteina-a384003c33d1576721e8,0.6007,train
proteina-d008d9866a8b7b68c30f,A0A7X8FLJ7,7.791E-01,7.573E-01,0.930,0.880,7.603E-01,proteina-d008d9866a8b7b68c30f,0.7573,train
proteina-1372d02d57bd2f536811,A0A813AQI2,5.920E-01,6.091E-01,0.812,0.913,5.899E-01,proteina-1372d02d57bd2f536811,0.592,train
proteina-9deadbae53aad3dc0b7d,A0A554KZD4,4.871E-01,6.114E-01,0.892,0.948,5.270E-01,proteina-9deadbae53aad3dc0b7d,0.4871,train
proteina-f7634500b73a6aef8c6e,A0A818ZCK9,5.152E-01,6.075E-01,0.944,1.000,5.389E-01,proteina-f7634500b73a6aef8c6e,0.5152,train
proteina-eedcb35e1723155387b7,A0A843LNN0,5.592E-01,6.411E-01,0.970,0.962,5.772E-01,proteina-eedcb35e1723155387b7,0.5592,train
proteina-7d89c600ca3e19bcf65b,A0A445KRY4,4.728E-01,4.848E-01,0.638,0.658,4.645E-01,proteina-7d89c600ca3e19bcf65b,0.4728,train
proteina-5a34cf0fdcc78403b013,A0A3D3FR63,4.793E-01,4.950E-01,0.960,0.938,4.722E-01,proteina-5a34cf0fdcc78403b013,0.4793,train
proteina-7afc5d0eb81b13272db3,A0A850C5B4,4.177E-01,6.428E-01,0.874,0.926,5.045E-01,proteina-7afc5d0eb81b13272db3,0.4177,train
proteina-234bb31728e410fa1d7f,A0A7X2D8M3,6.204E-01,7.286E-01,0.988,0.957,6.559E-01,proteina-234bb31728e410fa1d7f,0.6204,train
proteina-3fbe5c7b7533a4cb630b,A0A1L6TGF0,3.611E-01,3.629E-01,0.982,0.775,3.428E-01,proteina-3fbe5c7b7533a4cb630b,0.3611,train
proteina-439e3fc41cf540de06d0,A0A2A5AD89,4.221E-01,4.061E-01,0.952,0.983,3.920E-01,proteina-439e3fc41cf540de06d0,0.4061,train
proteina-765d6f3ec816a177463c,A0A850A8A0,6.886E-01,6.305E-01,0.894,0.905,6.497E-01,proteina-765d6f3ec816a177463c,0.6305,train
proteina-6e23476f65106e223192,A0A522CKA8,3.979E-01,4.414E-01,0.976,0.950,3.984E-01,proteina-6e23476f65106e223192,0.3979,train
proteina-1ef17dd214e985d200d1,A0A3P3YCN8,6.657E-01,7.443E-01,0.900,0.986,6.870E-01,proteina-1ef17dd214e985d200d1,0.6657,train
proteina-2bb96b54a6be5ee9833a,A0A7C1ZSA0,5.239E-01,5.686E-01,0.830,0.893,5.321E-01,proteina-2bb96b54a6be5ee9833a,0.5239,train
proteina-423dc38e28a8050bca73,A0A2J8AHV1,5.176E-01,5.158E-01,0.958,0.924,5.037E-01,proteina-423dc38e28a8050bca73,0.5158,train
proteina-39aaba5f00f4cc974942,A0A1U9ZRJ1,5.191E-01,5.285E-01,1.000,0.896,5.089E-01,proteina-39aaba5f00f4cc974942,0.5191,train
proteina-348023f8048e37595ed6,A0A5E4YIN4,5.144E-01,5.002E-01,0.984,0.845,4.928E-01,proteina-348023f8048e37595ed6,0.5002,train
proteina-652a5c7e3c5d239de2fc,A0A0C3RKF4,6.425E-01,7.917E-01,0.910,1.000,6.982E-01,proteina-652a5c7e3c5d239de2fc,0.6425,train
proteina-23ba09f5dd5be26941e8,A0A3D1S6A9,3.678E-01,3.923E-01,0.868,0.848,3.642E-01,proteina-23ba09f5dd5be26941e8,0.3678,train
