entry_id,struct_cluster_id,seq_len,mean_plddt,ptm,reason
4ddeb5cb1b063431e84be0867e279d56,0000f862dcf45cedbb6444b6f5220497,279,0.7162944674491882,0.5478032231330872,quality_or_length
51b6989622743f4eea1a8d72618acb9d,00089fcc0b2b225c011588b3abc44568,193,0.7725391983985901,0.6763675808906555,quality_or_length
51c808fafd72209f296fa45d62ee1db5,0000f862dcf45cedbb6444b6f5220497,319,0.7570750713348389,0.5799157023429871,quality_or_length
54301966b9b18dd4f1a1394eb48177c0,00089fcc0b2b225c011588b3abc44568,231,0.792144238948822,0.7598380446434021,quality_or_length
56124a1d6815facc3502967cc06b67c6,000862eba86b9adf8285d4e1b362824f,504,0.7492382526397705,0.5851446390151978,quality_or_length
59c6c485e28668ee98f381adaed65f91,00089fcc0b2b225c011588b3abc44568,502,0.794021725654602,0.6106147170066833,quality_or_length
5e03de93fe0972b12599b9678b2fb841,00089fcc0b2b225c011588b3abc44568,147,0.7173638343811035,0.5991111397743225,quality_or_length
5f7d590e8a57cbf5c12c91ebda768404,00089fcc0b2b225c011588b3abc44568,288,0.7907174229621887,0.7302579879760742,quality_or_length
616c82cadc9e6e9479b6e50afedf614b,0000f862dcf45cedbb6444b6f5220497,251,0.7488319277763367,0.628526508808136,quality_or_length
62a6ceddef25a7b44a4d46d11b9db340,0000f862dcf45cedbb6444b6f5220497,237,0.7353854775428772,0.6468650698661804,quality_or_length
6be256a3507b93d384750ebe8ee2020d,0000f862dcf45cedbb6444b6f5220497,182,0.7212284803390503,0.5199546813964844,quality_or_length
6d1a5ebb27d3b1e62130a04c76a44074,000592cfc032bc57eca2407a4a80782b,197,0.7695794105529785,0.7555533647537231,quality_or_length
6d7d9dc69206f146c3fc2cff575354de,0000854290d826d1db3d3610c91dd475,137,0.7942949533462524,0.7623752951622009,quality_or_length
6e11681deb089ec873bc4b9f658e6a6a,0000f862dcf45cedbb6444b6f5220497,173,0.7394922971725464,0.5739389061927795,quality_or_length
6eea14093cb7c94154f2113349eb9440,0000f862dcf45cedbb6444b6f5220497,652,0.7752851247787476,0.6532388925552368,quality_or_length
70611603c51cb7f3a68f56a9a97eb9fb,000862eba86b9adf8285d4e1b362824f,777,0.7435420751571655,0.6483883857727051,quality_or_length
77072716ba681a6df30da0afb6327f07,0003c4a164ededc860abcf1b34a2a38e,184,0.7235985398292542,0.5697025060653687,quality_or_length
77450ced56fd284c8e57b555971d891c,0000f862dcf45cedbb6444b6f5220497,854,0.7965878248214722,0.7752728462219238,quality_or_length
789226a6276650973ece8e8fd9d31a40,00073cb2e192799b669b86a91c98a0fe,126,0.7815779447555542,0.6267433762550354,quality_or_length
79fe1ec8f71c44b74ce1dca5261a5844,0000b69a12a3ff3cffcdc42ba6fe05b7,111,0.7390245795249939,0.5566927790641785,quality_or_length
7a0b5ce2c84cc48c646c7df1b64d9649,0002e0ba59d9d9baf8a56f3967b9fc44,105,0.7996130585670471,0.7293736934661865,quality_or_length
7a44a737689f63a6329d3cb67db42981,000f98801f14d2a3bc2ec2f7ca82ec0d,187,0.7645718455314636,0.7522053718566895,quality_or_length
8693f9d375e8ca3875daf226f279c7a0,0000f862dcf45cedbb6444b6f5220497,298,0.777713418006897,0.5023619532585144,quality_or_length
8b80da7a41da9119f48aff74d1d9a16e,0010d1f3ccd8bd10e603a380fcd55cf7,130,0.7742907404899597,0.7175759673118591,quality_or_length
8c065a150bb8892308a00c43b0786fa7,0000f862dcf45cedbb6444b6f5220497,309,0.758601725101471,0.5655214190483093,quality_or_length
98809b951f327b321b9d94898ae253bc,0003c4a164ededc860abcf1b34a2a38e,196,0.7704951763153076,0.6327409148216248,quality_or_length
992092de1dd56ea9fed3fc4573936ba9,000d896269fd08896da36b0b92c0dbab,79,0.7403380274772644,0.6706670522689819,quality_or_length
9ec5886c180639bfe38fc8f3acb99bd0,00089fcc0b2b225c011588b3abc44568,146,0.7696042060852051,0.6181401610374451,quality_or_length
a1535e0b4c4b5960bed60d1d35fe8cd0,0010bc2d3b732cb8cf2ee958d9f1da56,114,0.7512350082397461,0.7612514495849609,quality_or_length
a184851e562eff9fa7c5a5ead9cc7feb,00089fcc0b2b225c011588b3abc44568,368,0.7797544598579407,0.6663945317268372,quality_or_length
a69041366812bd69a24d19f38fc1bfc2,00089fcc0b2b225c011588b3abc44568,157,0.7327623963356018,0.6391138434410095,quality_or_length
b44ee2e7f2bad6bf4154b7929ac43c42,00089fcc0b2b225c011588b3abc44568,124,0.7131233811378479,0.5869215130805969,quality_or_length
b5644b5b131029c2040697980a6b155c,0001337b463bde1b5240fc4e7308faf8,175,0.7666165828704834,0.7675948739051819,quality_or_length
bd1bf33bc4b738afe7c7b22be9fa3186,00089fcc0b2b225c011588b3abc44568,134,0.7838833332061768,0.6514098048210144,quality_or_length
bd7e71426ffa39bfb89cc3ed0d5d6bdf,000df10e64cc358e098e105e2a975fc4,170,0.7770916223526001,0.640877902507782,quality_or_length
c1be77d2a764e3c93d0c87260a1e0e51,0000f862dcf45cedbb6444b6f5220497,235,0.7917330265045166,0.5646160840988159,quality_or_length
c6ebb224a4f2fcdbdcbf624956a880a9,0000b69a12a3ff3cffcdc42ba6fe05b7,256,0.7165300846099854,0.5036202669143677,quality_or_length
c7655f8aecdc7cbc7cf4f424f69b2f8a,00089fcc0b2b225c011588b3abc44568,169,0.7349246144294739,0.6547062397003174,quality_or_length
cd9d07b4907632e163b21c3f956cc24c,0000b69a12a3ff3cffcdc42ba6fe05b7,156,0.7971082925796509,0.6568587422370911,quality_or_length
ced69f1f3c95d4bb22f9f42da4e72409,00089fcc0b2b225c011588b3abc44568,144,0.7539951801300049,0.602210521697998,quality_or_length
d185b5fb3d68729a80c285ca62286e35,0000b69a12a3ff3cffcdc42ba6fe05b7,91,0.7800647616386414,0.5102301836013794,quality_or_length
d243b11c2b6c80b66c48c8648a6433fe,000e4e68683595698cffa1f005c4fb4b,185,0.7431805729866028,0.737975537776947,quality_or_length
d9206f1fbb925ae54b478b6bd562b5b8,0000b69a12a3ff3cffcdc42ba6fe05b7,123,0.723580539226532,0.6886816024780273,quality_or_length
db483d96a8bb943fb2afec76e34ff256,000862eba86b9adf8285d4e1b362824f,466,0.7362632751464844,0.5714786052703857,quality_or_length
e08fac3ff68d9a6b58bb326888009b43,0000f862dcf45cedbb6444b6f5220497,167,0.7249276638031006,0.5315619111061096,quality_or_length
e3f2c5e0db9a595a3480ec789d526a3a,0000f862dcf45cedbb6444b6f5220497,206,0.787710964679718,0.5923920273780823,quality_or_length
e4248f3ee74168562af93b495085b320,0000f862dcf45cedbb6444b6f5220497,305,0.7866016030311584,0.5561078190803528,quality_or_length
e519e01cd5f4e5caee943d8b536effb1,0000f862dcf45cedbb6444b6f5220497,381,0.7813557386398315,0.6045498847961426,quality_or_length
e749317529774120fbdfca38eab3b863,00073cb2e192799b669b86a91c98a0fe,126,0.7817455530166626,0.6772863864898682,quality_or_length
e7603898b130596a411cb1e884eeaeb1,0000f862dcf45cedbb6444b6f5220497,174,0.7452152371406555,0.5018011331558228,quality_or_length
eb409abde5a4c41020af5d143f4a5411,0000f862dcf45cedbb6444b6f5220497,701,0.7846106886863708,0.6920464634895325,quality_or_length
eee6c539fc43875a64736a0cd32314fe,000d896269fd08896da36b0b92c0dbab,108,0.7778588533401489,0.7164139151573181,quality_or_length
f8fa64f4358049f5837cf95c31971359,000862eba86b9adf8285d4e1b362824f,518,0.7816351652145386,0.6082345247268677,quality_or_length
fa79e1d0c11866a58ce73f3fb5de7448,0000f862dcf45cedbb6444b6f5220497,391,0.7518267035484314,0.5697736144065857,quality_or_length
fc549bf379840add61160b419d3d59d1,0000f862dcf45cedbb6444b6f5220497,335,0.7804401516914368,0.6546078324317932,quality_or_length
fefe9c57f36a2b2009e6c72d581c011a,00089fcc0b2b225c011588b3abc44568,175,0.7866864800453186,0.6874160766601562,quality_or_length
