entry_id,struct_cluster_id,is_anchor,seq_len,global_plddt,ptm,cluster_size,n_anchors,source,split,length_bin,size_bin
52a26081333e5f0146a99986ad56b93d,0000b69a12a3ff3cffcdc42ba6fe05b7,false,281,87.26247549057007,0.5912173390388489,27,1,esmfold2,train,250-499,10-99
83a55eae62c4be85cb365ceb70a7bbee,0000b69a12a3ff3cffcdc42ba6fe05b7,false,168,87.2961163520813,0.7659665942192078,27,1,esmfold2,train,250-499,10-99
95807dbb29177ce7aa470b1df3010a7e,0000b69a12a3ff3cffcdc42ba6fe05b7,false,156,87.91978359222412,0.7745205163955688,27,1,esmfold2,train,250-499,10-99
98bd964e15e2e98ef901fbc8f0e738b9,0000b69a12a3ff3cffcdc42ba6fe05b7,false,203,84.5231831073761,0.6265560388565063,27,1,esmfold2,train,250-499,10-99
998e6f64da6493becdec41c1cb393b8e,0000b69a12a3ff3cffcdc42ba6fe05b7,false,173,86.40166521072388,0.6644230484962463,27,1,esmfold2,train,250-499,10-99
a00b40581812eae53317b1c567add949,0000b69a12a3ff3cffcdc42ba6fe05b7,false,189,85.00248193740845,0.692099928855896,27,1,esmfold2,train,250-499,10-99
a99d97494eac682bd344527109d635b2,0000b69a12a3ff3cffcdc42ba6fe05b7,false,153,87.03113794326782,0.7521874904632568,27,1,esmfold2,train,250-499,10-99
a9a7e67ed5737f6c5fcf30eff1cbbf93,0000b69a12a3ff3cffcdc42ba6fe05b7,false,148,88.49014043807983,0.7149219512939453,27,1,esmfold2,train,250-499,10-99
afc34cca556e9469f522d7fd6a54253b,0000b69a12a3ff3cffcdc42ba6fe05b7,false,140,89.76868987083435,0.7058430314064026,27,1,esmfold2,train,250-499,10-99
d4bd77f834f3586cea0c0e3ee7bdfe15,0000b69a12a3ff3cffcdc42ba6fe05b7,false,141,87.090402841568,0.7170716524124146,27,1,esmfold2,train,250-499,10-99
dffbc747f2d4c743674a8c42081c0c73,0000b69a12a3ff3cffcdc42ba6fe05b7,false,196,86.98506355285645,0.656809389591217,27,1,esmfold2,train,250-499,10-99
ec5cdeda68c3ff9f8aeabdb4e690b28d,0000b69a12a3ff3cffcdc42ba6fe05b7,false,151,90.69557189941406,0.6587323546409607,27,1,esmfold2,train,250-499,10-99
f99066fd9407742bfbc449b4dcc205c1,0000b69a12a3ff3cffcdc42ba6fe05b7,false,240,88.38122487068176,0.6043655872344971,27,1,esmfold2,train,250-499,10-99
0000f862dcf45cedbb6444b6f5220497,0000f862dcf45cedbb6444b6f5220497,true,977,81.26215934753418,0.7728445529937744,152,1,esmfold2,train,500-1000,100+
18a020b227547c201a23bcdda052b738,0000f862dcf45cedbb6444b6f5220497,false,836,81.35511875152588,0.7450792789459229,152,1,esmfold2,train,500-1000,100+
1d6e83e9be9da8d87d3a2eca00a82110,0000f862dcf45cedbb6444b6f5220497,false,638,81.29433393478394,0.6887122988700867,152,1,esmfold2,train,500-1000,100+
1e1f75c5ee9bdc0f8c342604e8764f65,0000f862dcf45cedbb6444b6f5220497,false,583,80.06671071052551,0.6786445379257202,152,1,esmfold2,train,500-1000,100+
a2808b8e0e5f976713323341d69e6dca,0000f862dcf45cedbb6444b6f5220497,false,884,81.4697265625,0.7531532645225525,152,1,esmfold2,train,500-1000,100+
b0293d67e98fdbfb2545e006bcae41b9,0000f862dcf45cedbb6444b6f5220497,false,961,80.65184950828552,0.7442859411239624,152,1,esmfold2,train,500-1000,100+
b75b669ec6635d8bd71b9adfd81dcaf1,0000f862dcf45cedbb6444b6f5220497,false,248,80.80635070800781,0.6353541612625122,152,1,esmfold2,train,500-1000,100+
bfee5572a5b3be6735e5013b9eb1d141,0000f862dcf45cedbb6444b6f5220497,false,483,81.82642459869385,0.6607802510261536,152,1,esmfold2,train,500-1000,100+
cff892a91da5813699670fc6dd4245d9,0000f862dcf45cedbb6444b6f5220497,false,387,80.02855777740479,0.638526201248169,152,1,esmfold2,train,500-1000,100+
dd637330c0c6095b3a612f16ab161c5e,0000f862dcf45cedbb6444b6f5220497,false,169,80.42465448379517,0.5168994069099426,152,1,esmfold2,train,500-1000,100+
0001337b463bde1b5240fc4e7308faf8,0001337b463bde1b5240fc4e7308faf8,true,227,81.30307197570801,0.8204077482223511,12,1,esmfold2,train,60-249,10-99
125189809b31824e06e9724fdf179c5d,0001337b463bde1b5240fc4e7308faf8,false,209,80.7374358177185,0.8173882961273193,12,1,esmfold2,train,60-249,10-99
220878bb14c57be56f2bc4699e1df98b,0001337b463bde1b5240fc4e7308faf8,false,172,88.4649932384491,0.8481277823448181,12,1,esmfold2,train,60-249,10-99
3ec87fa010887d8496971b8d5cc94c94,0001337b463bde1b5240fc4e7308faf8,false,205,89.83187079429626,0.9070482850074768,12,1,esmfold2,train,60-249,10-99
437eefc6c0dbdef01c921bd43abc765b,0001337b463bde1b5240fc4e7308faf8,false,207,89.24000263214111,0.8909772634506226,12,1,esmfold2,train,60-249,10-99
632f3adca92985847221ddf6b3917c51,0001337b463bde1b5240fc4e7308faf8,false,198,86.06151342391968,0.8704008460044861,12,1,esmfold2,train,60-249,10-99
67ef9b8daacd1cdc8425aa1fe26484e2,0001337b463bde1b5240fc4e7308faf8,false,193,89.90730047225952,0.8979966044425964,12,1,esmfold2,train,60-249,10-99
99e85844fc5d04001561e3e72d5297d4,0001337b463bde1b5240fc4e7308faf8,false,199,89.57546949386597,0.8916159272193909,12,1,esmfold2,train,60-249,10-99
a81a0a7bde99917d0e5b44b755af69b9,0001337b463bde1b5240fc4e7308faf8,false,215,85.88280081748962,0.8757431507110596,12,1,esmfold2,train,60-249,10-99
d40c4c2460393d8f111d30e4a8fc3df2,0001337b463bde1b5240fc4e7308faf8,false,206,88.84295225143433,0.8930501937866211,12,1,esmfold2,train,60-249,10-99
f2ac8d94c448cdb8fec11b38fda502af,0001337b463bde1b5240fc4e7308faf8,false,206,89.41659331321716,0.9035074710845947,12,1,esmfold2,train,60-249,10-99
0001cf266423eafd748913b9b7cbf532,0001cf266423eafd748913b9b7cbf532,true,309,84.97375845909119,0.8717341423034668,2,1,esmfold2,train,250-499,2-9
0be7feaedab2964e563b39e9b563c780,0001cf266423eafd748913b9b7cbf532,false,173,81.59521818161011,0.8420157432556152,2,1,esmfold2,train,250-499,2-9
0002d09927e3d48595c530b6ec0036b7,0002d09927e3d48595c530b6ec0036b7,true,634,84.87907648086548,0.726259708404541,11,1,esmfold2,train,500-1000,10-99
0d05b2d2201cc532e0c774795269ea7f,0002d09927e3d48595c530b6ec0036b7,false,529,82.00587630271912,0.8191524147987366,11,1,esmfold2,train,500-1000,10-99
2b3b5749b4f8487f2fc0a33f013016ea,0002d09927e3d48595c530b6ec0036b7,false,482,84.48774814605713,0.8313128352165222,11,1,esmfold2,train,500-1000,10-99
4f9df1bed864464b1a317911137bed5b,0002d09927e3d48595c530b6ec0036b7,false,628,82.58041143417358,0.7095673084259033,11,1,esmfold2,train,500-1000,10-99
70db7cbf7cfb4208ffc221560853bbee,0002d09927e3d48595c530b6ec0036b7,false,632,84.81202721595764,0.7354564666748047,11,1,esmfold2,train,500-1000,10-99
84bb9dd34f4010f84becc3a872c26f6f,0002d09927e3d48595c530b6ec0036b7,false,472,81.45579695701599,0.6943987607955933,11,1,esmfold2,train,500-1000,10-99
8f1ab35710e90e4664c3311f91d55bf4,0002d09927e3d48595c530b6ec0036b7,false,296,86.8645966053009,0.8457655906677246,11,1,esmfold2,train,500-1000,10-99
ae1153958647de026888fee843531080,0002d09927e3d48595c530b6ec0036b7,false,623,82.75302052497864,0.749331533908844,11,1,esmfold2,train,500-1000,10-99
aee3a092db4aa8db7baf2f4c5bb6a3a9,0002d09927e3d48595c530b6ec0036b7,false,618,81.15987181663513,0.7566938996315002,11,1,esmfold2,train,500-1000,10-99
ed9d21ada14e361e1f92008b6034cd7c,0002d09927e3d48595c530b6ec0036b7,false,551,81.12503290176392,0.7833763957023621,11,1,esmfold2,train,500-1000,10-99
ee3be6dfdc48f8166acffa35ac153f6b,0002d09927e3d48595c530b6ec0036b7,false,489,84.25955772399902,0.8442928194999695,11,1,esmfold2,train,500-1000,10-99
0002e0ba59d9d9baf8a56f3967b9fc44,0002e0ba59d9d9baf8a56f3967b9fc44,true,111,88.47180008888245,0.8368154168128967,2,1,esmfold2,train,60-249,2-9
0003c4a164ededc860abcf1b34a2a38e,0003c4a164ededc860abcf1b34a2a38e,true,344,80.82385659217834,0.7882893681526184,7,1,esmfold2,train,250-499,2-9
23213414e6a54d81bc1afc858f49048a,0003c4a164ededc860abcf1b34a2a38e,false,319,82.88092017173767,0.7987605929374695,7,1,esmfold2,train,250-499,2-9
5c4afabbc6b96a4c2c866054c04344c0,0003c4a164ededc860abcf1b34a2a38e,false,325,81.73563480377197,0.7921181917190552,7,1,esmfold2,train,250-499,2-9
be86185eff33640b5528c62dde37e589,0003c4a164ededc860abcf1b34a2a38e,false,322,83.54405164718628,0.8335309028625488,7,1,esmfold2,train,250-499,2-9
d05ee94286e6f7c0df370eca5b57cf04,0003c4a164ededc860abcf1b34a2a38e,false,332,81.62816166877747,0.8059488534927368,7,1,esmfold2,train,250-499,2-9
000592cfc032bc57eca2407a4a80782b,000592cfc032bc57eca2407a4a80782b,true,384,81.97537064552307,0.8439911007881165,4,1,esmfold2,train,250-499,2-9
00b5bee07f0bb58420b08412b5faa709,000592cfc032bc57eca2407a4a80782b,false,339,88.58161568641663,0.9123997092247009,4,1,esmfold2,train,250-499,2-9
577d280b670b8660b04c1fdc57a88967,000592cfc032bc57eca2407a4a80782b,false,337,90.31516909599304,0.9166129231452942,4,1,esmfold2,train,250-499,2-9
0006d8c5908c051596e099c414f166ea,0006d8c5908c051596e099c414f166ea,true,320,80.79090118408203,0.6131695508956909,11,1,esmfold2,train,250-499,10-99
0494e1f9f7163d3aa0c8a74b69e10d40,0006d8c5908c051596e099c414f166ea,false,233,85.86205840110779,0.654649555683136,11,1,esmfold2,train,250-499,10-99
1aba43f545eb2d7eb013e77dcd626283,0006d8c5908c051596e099c414f166ea,false,277,84.27610397338867,0.6341942548751831,11,1,esmfold2,train,250-499,10-99
30775d6acb664d4c9438722c666c2711,0006d8c5908c051596e099c414f166ea,false,272,82.90132880210876,0.6351305842399597,11,1,esmfold2,train,250-499,10-99
315c345c144cc4f2d6228a030cfbb0a0,0006d8c5908c051596e099c414f166ea,false,174,81.23723268508911,0.5133872628211975,11,1,esmfold2,train,250-499,10-99
4d3f529c852e2971c411bb5f06f77fca,0006d8c5908c051596e099c414f166ea,false,264,85.09992361068726,0.6761676669120789,11,1,esmfold2,train,250-499,10-99
9754644cb77bea9c8ef42fa312674958,0006d8c5908c051596e099c414f166ea,false,186,82.66294598579407,0.5712884068489075,11,1,esmfold2,train,250-499,10-99
9f54f9f3818dec9edac041da0d15afc4,0006d8c5908c051596e099c414f166ea,false,296,84.44656133651733,0.6403036117553711,11,1,esmfold2,train,250-499,10-99
e965df362024758b2c7900ca58ce012f,0006d8c5908c051596e099c414f166ea,false,280,84.72123146057129,0.6394245028495789,11,1,esmfold2,train,250-499,10-99
00073cb2e192799b669b86a91c98a0fe,00073cb2e192799b669b86a91c98a0fe,true,189,80.00956773757935,0.7494950890541077,14,1,esmfold2,train,60-249,10-99
15561cbd0481fb27622a84dc8ace9678,00073cb2e192799b669b86a91c98a0fe,false,188,83.33852887153625,0.7604525089263916,14,1,esmfold2,train,60-249,10-99
3e823eeca7903f6e55ecc048f5ef6b2c,00073cb2e192799b669b86a91c98a0fe,false,182,84.62701439857483,0.7748967409133911,14,1,esmfold2,train,60-249,10-99
62fc3ba23a914f0993f5af94753ce238,00073cb2e192799b669b86a91c98a0fe,false,175,87.23195195198059,0.8309206962585449,14,1,esmfold2,train,60-249,10-99
75af97bb137704e0852ed8a977a95389,00073cb2e192799b669b86a91c98a0fe,false,128,82.46670365333557,0.6985698938369751,14,1,esmfold2,train,60-249,10-99
8efc2c314bdb1f444f6e7092625b5c25,00073cb2e192799b669b86a91c98a0fe,false,144,84.35871601104736,0.7731227874755859,14,1,esmfold2,train,60-249,10-99
aa22a8f9f687677cda91aab84ae415d1,00073cb2e192799b669b86a91c98a0fe,false,181,84.53269004821777,0.7983770370483398,14,1,esmfold2,train,60-249,10-99
aea01512bf3332626525f281251baed2,00073cb2e192799b669b86a91c98a0fe,false,180,87.05167770385742,0.8258016705513,14,1,esmfold2,train,60-249,10-99
b143be7577d8cf53404bd69f8a33feca,00073cb2e192799b669b86a91c98a0fe,false,118,81.54874444007874,0.668897807598114,14,1,esmfold2,train,60-249,10-99
b84150cdec2f4c8c2e38ab851265c5a1,00073cb2e192799b669b86a91c98a0fe,false,179,84.62175130844116,0.7740999460220337,14,1,esmfold2,train,60-249,10-99
bb2c5ba8caae60e72005580461d5d49e,00073cb2e192799b669b86a91c98a0fe,false,141,84.16212201118469,0.6321865320205688,14,1,esmfold2,train,60-249,10-99
d0beeb6269096424d842aab54a57a36a,00073cb2e192799b669b86a91c98a0fe,false,178,84.11358594894409,0.7850112318992615,14,1,esmfold2,train,60-249,10-99
0007624168d80a981935d1e17f498d59,0007624168d80a981935d1e17f498d59,true,537,87.51136660575867,0.8849501013755798,27,1,esmfold2,train,500-1000,10-99
05aceb0b402982183cf69d6ed82101f4,0007624168d80a981935d1e17f498d59,false,516,86.5496277809143,0.8896554112434387,27,1,esmfold2,train,500-1000,10-99
091dfc1a74ceddfec5f46c323b1d801b,0007624168d80a981935d1e17f498d59,false,519,88.90631198883057,0.901467502117157,27,1,esmfold2,train,500-1000,10-99
09bd562f707c2488e278e9d5a302131a,0007624168d80a981935d1e17f498d59,false,508,88.33053708076477,0.8956422209739685,27,1,esmfold2,train,500-1000,10-99
0a09e78afa3d45a5e069efe8adcbbad6,0007624168d80a981935d1e17f498d59,false,531,85.9126627445221,0.8797155618667603,27,1,esmfold2,train,500-1000,10-99
38e098c193f92121c4661a0ae8c68396,0007624168d80a981935d1e17f498d59,false,520,89.87739682197571,0.9067922830581665,27,1,esmfold2,train,500-1000,10-99
4bf49e5f71e255a47adae528e6f43e24,0007624168d80a981935d1e17f498d59,false,513,88.5074257850647,0.8982501029968262,27,1,esmfold2,train,500-1000,10-99
4c68ce20b92bd8b6923feaf5ba9c9404,0007624168d80a981935d1e17f498d59,false,522,85.83306074142456,0.893327534198761,27,1,esmfold2,train,500-1000,10-99
555d4726f0d10196ada307b745e70adb,0007624168d80a981935d1e17f498d59,false,516,86.21125817298889,0.8781865239143372,27,1,esmfold2,train,500-1000,10-99
643734f17f7397c66964e34e0a225eea,0007624168d80a981935d1e17f498d59,false,502,88.66906762123108,0.8974031805992126,27,1,esmfold2,train,500-1000,10-99
6cac4d83159e9ca230874d8430dc0644,0007624168d80a981935d1e17f498d59,false,503,84.50842499732971,0.8550279140472412,27,1,esmfold2,train,500-1000,10-99
6e39214dbbaa09d039fe7e1a3067f0d1,0007624168d80a981935d1e17f498d59,false,510,87.46607303619385,0.9034246802330017,27,1,esmfold2,train,500-1000,10-99
7116fc7b630593ba2a5d760af8e85e19,0007624168d80a981935d1e17f498d59,false,508,89.16430473327637,0.9000806212425232,27,1,esmfold2,train,500-1000,10-99
7f13e8ed03bfdb10b1e29248440efd64,0007624168d80a981935d1e17f498d59,false,224,82.85784125328064,0.7840072512626648,27,1,esmfold2,train,500-1000,10-99
87024d4e9e1f2cbef404a63d957e4166,0007624168d80a981935d1e17f498d59,false,513,89.58178758621216,0.9121876955032349,27,1,esmfold2,train,500-1000,10-99
90e998455afe72271a520f418ee78a36,0007624168d80a981935d1e17f498d59,false,509,87.45495676994324,0.8897615671157837,27,1,esmfold2,train,500-1000,10-99
9e18e7b876db30a7520e2f0c46924731,0007624168d80a981935d1e17f498d59,false,512,87.60061264038086,0.8924769163131714,27,1,esmfold2,train,500-1000,10-99
adaec409865e76efd5326f39385d6a29,0007624168d80a981935d1e17f498d59,false,170,80.5737555027008,0.6970469951629639,27,1,esmfold2,train,500-1000,10-99
b35061e719820475f7e71c36de556ae2,0007624168d80a981935d1e17f498d59,false,525,88.3418321609497,0.9028350710868835,27,1,esmfold2,train,500-1000,10-99
bea37f863a6c5a202e58b10ad800e939,0007624168d80a981935d1e17f498d59,false,520,85.24830341339111,0.8806416392326355,27,1,esmfold2,train,500-1000,10-99
d00f6e29fae87a0443a96cf77189c01e,0007624168d80a981935d1e17f498d59,false,511,88.87925148010254,0.8998501300811768,27,1,esmfold2,train,500-1000,10-99
e46d5e095e9e30f6d3be98a7a7778625,0007624168d80a981935d1e17f498d59,false,519,89.39144611358643,0.9056002497673035,27,1,esmfold2,train,500-1000,10-99
e8f5f612db6f61b6668b12aedfc37012,0007624168d80a981935d1e17f498d59,false,533,86.1674964427948,0.8620485067367554,27,1,esmfold2,train,500-1000,10-99
e99e488e7789c227284bb9f685744269,0007624168d80a981935d1e17f498d59,false,501,88.05215358734131,0.8908719420433044,27,1,esmfold2,train,500-1000,10-99
ece1e4743c03df4cd1c8c2b36c84da80,0007624168d80a981935d1e17f498d59,false,525,81.59228563308716,0.8456243276596069,27,1,esmfold2,train,500-1000,10-99
f04751cc8b388488fae2cdda4912c036,0007624168d80a981935d1e17f498d59,false,519,89.71866965293884,0.9072970747947693,27,1,esmfold2,train,500-1000,10-99
f31d1af35d3ecd85fa82cf5a44accb66,0007624168d80a981935d1e17f498d59,false,481,86.01511120796204,0.8528029322624207,27,1,esmfold2,train,500-1000,10-99
000862eba86b9adf8285d4e1b362824f,000862eba86b9adf8285d4e1b362824f,true,781,82.64627456665039,0.7852464318275452,7,1,esmfold2,train,500-1000,2-9
35db8bf0a3918c465939767d63d5f7a8,000862eba86b9adf8285d4e1b362824f,false,765,84.26240086555481,0.7729544639587402,7,1,esmfold2,train,500-1000,2-9
844e1d7b2b03582132a7e0d66e3019d8,000862eba86b9adf8285d4e1b362824f,false,715,82.6604425907135,0.7716737985610962,7,1,esmfold2,train,500-1000,2-9
000863aaded25d120a6974f7e5f34fc1,000863aaded25d120a6974f7e5f34fc1,true,203,86.12387776374817,0.8800821900367737,13,1,esmfold2,train,60-249,10-99
0beb70a9c1a3c23067e85e85e6b15cd2,000863aaded25d120a6974f7e5f34fc1,false,197,88.7645423412323,0.9039890170097351,13,1,esmfold2,train,60-249,10-99
1aed9747ca6d26ffd043fb2355678ce3,000863aaded25d120a6974f7e5f34fc1,false,201,88.01771998405457,0.8962289094924927,13,1,esmfold2,train,60-249,10-99
1b54d712ba867e0794d0c4663a1db4bc,000863aaded25d120a6974f7e5f34fc1,false,202,88.25815916061401,0.8992953896522522,13,1,esmfold2,train,60-249,10-99
23a294b359165dd577c98c2abe737ccc,000863aaded25d120a6974f7e5f34fc1,false,202,88.3823812007904,0.892706036567688,13,1,esmfold2,train,60-249,10-99
2d2d9b3ef309a45889463737fc7282fd,000863aaded25d120a6974f7e5f34fc1,false,161,89.8109495639801,0.9022597074508667,13,1,esmfold2,train,60-249,10-99
5176fb03cf56b5044f3dfa70fb18ba78,000863aaded25d120a6974f7e5f34fc1,false,200,87.39023804664612,0.892932653427124,13,1,esmfold2,train,60-249,10-99
5310196020b59a174fb2e198c54b3ff4,000863aaded25d120a6974f7e5f34fc1,false,199,88.05438280105591,0.9018477201461792,13,1,esmfold2,train,60-249,10-99
5d7d8e347e5cc22b01803719bdb171eb,000863aaded25d120a6974f7e5f34fc1,false,198,88.705313205719,0.902320921421051,13,1,esmfold2,train,60-249,10-99
6e1eeb0f1f244fb96978c3bf67a9b5ff,000863aaded25d120a6974f7e5f34fc1,false,202,87.2276782989502,0.8940488696098328,13,1,esmfold2,train,60-249,10-99
a94797e2b9801c168a1120427c9e7e56,000863aaded25d120a6974f7e5f34fc1,false,125,80.06492853164673,0.7844380140304565,13,1,esmfold2,train,60-249,10-99
bcec9656ff8ec9f87f0be9472005bb51,000863aaded25d120a6974f7e5f34fc1,false,202,86.33484840393066,0.88337242603302,13,1,esmfold2,train,60-249,10-99
00089fcc0b2b225c011588b3abc44568,00089fcc0b2b225c011588b3abc44568,true,520,80.87729215621948,0.6004062294960022,37,1,esmfold2,train,500-1000,10-99
09096f9da11d319e4fc41f26b9605905,00089fcc0b2b225c011588b3abc44568,false,449,84.13200378417969,0.6270595788955688,37,1,esmfold2,train,500-1000,10-99
232fb88b5c7cd57bbeb1834f4eef0575,00089fcc0b2b225c011588b3abc44568,false,484,81.00947141647339,0.61392742395401,37,1,esmfold2,train,500-1000,10-99
2d4babb35e02e8a726ac0ddfad3e9107,00089fcc0b2b225c011588b3abc44568,false,488,81.75992369651794,0.6281996965408325,37,1,esmfold2,train,500-1000,10-99
2d7b7baa1c93f9609c128925146b00e3,00089fcc0b2b225c011588b3abc44568,false,485,82.73772597312927,0.644324541091919,37,1,esmfold2,train,500-1000,10-99
306eb5cce688daa0d716bd0b3759f638,00089fcc0b2b225c011588b3abc44568,false,190,80.2156150341034,0.7346205115318298,37,1,esmfold2,train,500-1000,10-99
3ba1c8457ef62786e638fd91c929723d,00089fcc0b2b225c011588b3abc44568,false,485,84.63923931121826,0.7065754532814026,37,1,esmfold2,train,500-1000,10-99
4120a68ac0a67681f9b9b3b1cced6ba0,00089fcc0b2b225c011588b3abc44568,false,180,85.1550817489624,0.8868099451065063,37,1,esmfold2,train,500-1000,10-99
55a517f001f55c994452f1b8cc101675,00089fcc0b2b225c011588b3abc44568,false,498,84.12849307060242,0.6321529746055603,37,1,esmfold2,train,500-1000,10-99
57c181468e3bf398a8c7313197458f01,00089fcc0b2b225c011588b3abc44568,false,487,83.14837217330933,0.6315847039222717,37,1,esmfold2,train,500-1000,10-99
971a1da570d0bd65967ef647ec6f5d62,00089fcc0b2b225c011588b3abc44568,false,214,83.10093879699707,0.8164657950401306,37,1,esmfold2,train,500-1000,10-99
9a945969f927ed4f0a15d3c593768aac,00089fcc0b2b225c011588b3abc44568,false,233,81.75088167190552,0.7769326567649841,37,1,esmfold2,train,500-1000,10-99
a33e5501061f9befd5f559bb28ff4ff2,00089fcc0b2b225c011588b3abc44568,false,482,83.84203314781189,0.6501497626304626,37,1,esmfold2,train,500-1000,10-99
a4e7beaa9b544364a00d4da8f5604964,00089fcc0b2b225c011588b3abc44568,false,417,80.54074048995972,0.6288480162620544,37,1,esmfold2,train,500-1000,10-99
a9a845af7fb50e67bf73e910d0c89b31,00089fcc0b2b225c011588b3abc44568,false,419,81.24337196350098,0.6423473954200745,37,1,esmfold2,train,500-1000,10-99
c7643c379fcf520904b412d4239ff472,00089fcc0b2b225c011588b3abc44568,false,484,81.10645413398743,0.6037157773971558,37,1,esmfold2,train,500-1000,10-99
ca21b7a1dfcd230af48a416ce70abc12,00089fcc0b2b225c011588b3abc44568,false,486,81.85068964958191,0.6336576342582703,37,1,esmfold2,train,500-1000,10-99
d3003ac8eb8028a9ce30ae167a7df31d,00089fcc0b2b225c011588b3abc44568,false,513,81.05506896972656,0.6142597794532776,37,1,esmfold2,train,500-1000,10-99
000aaeb34f05579b903e2d3fc7bd3ae6,000aaeb34f05579b903e2d3fc7bd3ae6,true,437,80.21443486213684,0.8468164205551147,19,1,esmfold2,train,250-499,10-99
302023811a70b8c80568894e3764c5b2,000aaeb34f05579b903e2d3fc7bd3ae6,false,425,85.20584106445312,0.8897087574005127,19,1,esmfold2,train,250-499,10-99
4b3a5339f1520e0c623f2bdb6462c4ea,000aaeb34f05579b903e2d3fc7bd3ae6,false,424,84.68819856643677,0.8913105130195618,19,1,esmfold2,train,250-499,10-99
4e5993055f43e8ea828a2099967b32cf,000aaeb34f05579b903e2d3fc7bd3ae6,false,427,83.94327759742737,0.8634487986564636,19,1,esmfold2,train,250-499,10-99
545fb620ee9b4f3e77401ded465a27fa,000aaeb34f05579b903e2d3fc7bd3ae6,false,430,85.14983654022217,0.8678088784217834,19,1,esmfold2,train,250-499,10-99
5db057bc862fb11b8f1ce4401d66cb12,000aaeb34f05579b903e2d3fc7bd3ae6,false,430,84.73723530769348,0.8778917193412781,19,1,esmfold2,train,250-499,10-99
