stem,length,previous_quality_pass,quality_pass,previous_chain_breaks,ca_chain_breaks,cis_proline_bonds,elapsed_cpu_seconds
proteina-32fb39e29cd124439c64,200,False,False,0,0,0,0.0031005358323454857
proteina-6260b9bd3d8c31df33f6,200,True,True,0,0,0,0.0031840240117162466
proteina-afe752a5018bdd8793ec,200,True,True,0,0,0,0.0031638960354030132
proteina-3e78689ce74010b3f2cb,200,False,False,0,0,0,0.0031101449858397245
proteina-50b8c1239ff7eb008a22,200,True,True,0,0,0,0.0031694460194557905
proteina-bb57fde6519498e67524,200,True,True,0,0,0,0.0031846249476075172
proteina-b557716341031c563061,200,True,True,0,0,0,0.003164015943184495
proteina-d43a743136a18933a151,200,True,True,0,0,0,0.0031635849736630917
proteina-06328b044a8b92245cf1,200,True,True,0,0,0,0.003153897123411298
proteina-c183e35d5668836e15c9,200,True,True,0,0,0,0.0031561809591948986
proteina-99649c63bf3afe37aeeb,200,False,False,0,0,0,0.0030784651171416044
proteina-3190e0b3bfceb2168333,200,True,True,0,0,0,0.0031693661585450172
proteina-189cc231710d895a95d7,200,False,False,0,0,0,0.0030953369569033384
proteina-55e5946ba75950c3836c,200,True,True,0,0,0,0.003166941925883293
proteina-ad56aa19cf324a1cd372,200,False,False,0,0,0,0.003090647980570793
proteina-5ad65819de5ce44c38b7,200,True,True,0,0,0,0.003152795135974884
proteina-a32a9092e08fb64f68d5,200,True,True,0,0,0,0.003161901840940118
proteina-7dac243ef9cd55d00e9d,200,False,False,0,0,0,0.003068055957555771
proteina-f4e569a649a5bf840249,200,False,False,0,0,0,0.003061082912608981
proteina-0f821905a8d8165f7dbb,200,False,False,0,0,0,0.0031068790704011917
proteina-2ac5fc6f1805200e8eb9,200,True,True,0,0,0,0.003174095880240202
proteina-d830edd7b0360aec6399,200,True,True,0,0,0,0.003161370987072587
proteina-33cd8f68c0cf272cb723,200,True,True,0,0,0,0.00316288392059505
proteina-7067a0d33592ff399be7,200,True,True,0,0,0,0.004286701790988445
proteina-98ef2f5b066943c6767a,200,True,True,0,0,0,0.0039913279470056295
proteina-2b154cc33bc791f4e5a4,200,True,True,0,0,0,0.003965901210904121
proteina-f41537130b3d45282047,200,False,False,0,0,0,0.003890369087457657
proteina-ae68ecef2eed9197093d,200,False,False,0,0,0,0.003871853929013014
proteina-7032710eab91233236f0,200,True,True,0,0,0,0.003965951036661863
proteina-1f9fc9619ad1936b305c,200,True,True,0,0,0,0.0039281900972127914
proteina-dc81b8069df7eeb678e4,200,True,True,0,0,0,0.0039923901204019785
proteina-30739c4ace7320804f74,200,True,True,0,0,0,0.0037496350705623627
proteina-ab5747d7b225b1ee1e23,200,True,True,0,0,0,0.0031794249080121517
proteina-27ff2795ad5f645bd4e7,200,False,False,0,0,0,0.003111928002908826
proteina-6e28593060f581780cab,200,True,True,0,0,0,0.0031864589545875788
proteina-624d765baa5c50fa85aa,200,True,True,0,0,0,0.0031722618732601404
proteina-be57556825868bd9b3b4,200,True,True,0,0,0,0.003201075131073594
proteina-3d2f7982b56581a5c858,200,True,True,0,0,0,0.003199291881173849
proteina-621c5bbd2560c5334c56,200,True,True,0,0,0,0.003179444931447506
proteina-84df3ae1d28f337a69dc,200,False,False,1,1,0,0.003114694030955434
proteina-fa4099cc83a11d833d57,200,True,True,0,0,0,0.0031903551425784826
proteina-599bfcfae9cda775418e,200,True,True,0,0,0,0.0031747459433972836
proteina-9e68d7f3203a62f7f79a,200,True,True,0,0,0,0.0032118859235197306
proteina-57dda391b392533601cf,200,True,True,0,0,0,0.0031822100281715393
proteina-b8fc6ca2cc15d41da5b2,200,True,True,0,0,0,0.0031727219466120005
proteina-420ad79c45e9c80e108b,200,False,False,0,0,0,0.0031269770115613937
proteina-aed3613fc01024164d1d,200,True,True,0,0,0,0.003191517200320959
proteina-c59f07d0618f520ac3f5,200,False,True,1,0,1,0.25740667106583714
proteina-8ddc0a11057ecdaa1498,200,True,True,0,0,0,0.003395381150767207
proteina-f25feb5a8c9bc90993f9,200,True,True,0,0,0,0.003211905946955085
proteina-7f9c3fd1625e33eff069,200,True,True,0,0,0,0.0032089699525386095
proteina-0ef9ffa8398e67ad1e76,200,True,True,0,0,0,0.0031856161076575518
proteina-b4c47f835a8c5afd4b60,200,False,False,0,0,0,0.003129801945760846
proteina-f4a2e7131f27bc6c9c51,200,True,True,0,0,0,0.0031856768764555454
proteina-607b034404af7f5156e6,200,False,False,0,0,0,0.003115714993327856
proteina-2936a64b424123fb499a,200,False,False,0,0,0,0.004180323099717498
proteina-ae708fbb4265a45dc68c,200,False,False,0,0,0,0.0039167278446257114
proteina-8e7d1cc8435810881fc4,200,True,True,0,0,0,0.003976550884544849
proteina-a5bb4dbf50d6e1c6c8a5,200,False,False,0,0,0,0.0038697500713169575
proteina-0e4b80b67281e38c1b76,200,False,False,0,0,0,0.003880881005898118
proteina-8add1b0ac86bdb01f880,200,False,False,0,0,0,0.0038570768665522337
proteina-99f61f8dffa18d390921,200,False,False,0,0,0,0.0038142758421599865
proteina-df905d2d5a522214c048,200,False,False,0,0,0,0.0038693600799888372
proteina-f50701956b4cf47264a6,200,True,True,0,0,0,0.003400298999622464
proteina-7913933725756cb8e9b7,200,False,False,0,0,0,0.003103732829913497
proteina-dd692ba4ba1901ea76a7,200,False,False,0,0,0,0.00316159101203084
proteina-ea4d68b38ef4b3e012e9,200,False,False,0,0,0,0.0030852591153234243
proteina-11cd6fe0c0f69bd97613,200,False,True,1,0,1,0.24904779810458422
proteina-38d965da28f5f46062be,200,False,True,1,0,1,0.1967677439097315
proteina-e0ab389548865f2d63d7,200,False,False,1,0,1,0.003254275070503354
proteina-30697ada902d1bff1031,200,True,True,0,0,0,0.0031672220211476088
proteina-d58c29e80d185bda4eb8,200,False,False,4,4,0,0.0030988240614533424
proteina-e812fbeeb5c4f3145525,200,False,False,0,0,0,0.003117167856544256
proteina-ddc0dd690fc55175e8e1,200,False,False,0,0,0,0.0030971700325608253
proteina-2ea10da1ba09753bdb78,200,False,False,0,0,0,0.003115665866062045
proteina-fb95bc70e21acc85f72c,200,False,False,0,0,0,0.0031230789609253407
proteina-9f3ed0539fade3458d5f,200,True,True,0,0,0,0.0031399710569530725
proteina-79140cceacdaca80fb7b,200,True,True,0,0,0,0.0031998029444366693
proteina-621d44d8341b0abd4cb7,200,False,False,0,0,0,0.0031036229338496923
proteina-86a6f5dc20326c33a0a2,200,False,False,0,0,0,0.003098794026300311
proteina-3d9b18b3f86a8488ab1b,200,False,False,0,0,0,0.003093474078923464
proteina-873f0fc7014e74a71c61,200,True,True,0,0,0,0.0031998229678720236
proteina-1f2be0809d24d51331ba,200,True,True,0,0,0,0.003190817078575492
proteina-68d753c8bbf25c2e20df,200,False,False,0,0,0,0.0031135519966483116
proteina-5f8fc8017ef1ed07b5bb,200,False,False,0,0,0,0.003125513903796673
proteina-e2fe4b79ca52de658e2b,200,True,True,0,0,0,0.003161019878461957
proteina-b4dc97cb593209cfec69,200,False,False,0,0,0,0.0031261551193892956
