stem,eval_set,arm,map_seed,sample_idx,L,n_present,n_absent,n_unknown,ranking_score,ptm,iptm,mean_plddt,has_clash,n_matched_atoms,lddt,tm_score,gdt_ts,rmsd
8bux_A,eval-val,uniform,1,2,334,237,38292,7527,0.1824999451637268,0.19968248903751373,0.17820431292057037,,0.0,2171,0.26777234215763135,0.260358446911016,0.04152249134948097,12.509743953568416
8bux_A,eval-val,uniform,2,0,334,237,38292,7527,-99.7232894897461,0.30198296904563904,0.27038803696632385,,1.0,2171,0.22988213330921223,0.22494179756873853,0.008650519031141867,12.37804500354785
8bux_A,eval-val,uniform,2,1,334,237,38292,7527,0.2515833079814911,0.2821976840496063,0.2439296990633011,34.22016143798828,0.0,2171,0.23791118916963155,0.2652495356465421,0.014705882352941176,12.904248049713486
8bux_A,eval-val,uniform,2,2,334,237,38292,7527,0.23963791131973267,0.2581346929073334,0.2350137084722519,,0.0,2171,0.24103436752497537,0.2632826599383161,0.01730103806228374,12.509012034193688
8bux_A,eval-val,uniform,3,0,334,237,38292,7527,0.16073234379291534,0.17107175290584564,0.15814749896526337,28.5134220123291,0.0,2171,0.25938146997929606,0.26843040169122023,0.006055363321799309,14.197364070686099
8bux_A,eval-val,uniform,3,1,334,237,38292,7527,0.14899547398090363,0.16686666011810303,0.14452767372131348,,0.0,2171,0.2279624967336027,0.24563007682923083,0.01384083044982699,14.140089028349802
8bux_A,eval-val,uniform,3,2,334,237,38292,7527,0.15134885907173157,0.1699398010969162,0.14670111238956451,,0.0,2171,0.24608095137590708,0.2615237918178819,0.03546712802768166,13.24803728217894
8bux_A,eval-val,uniform,4,0,334,237,38292,7527,0.21009689569473267,0.21175748109817505,0.20968174934387207,28.52436065673828,0.0,2171,0.24937373113027397,0.24327138936198117,0.013840830449826988,11.896474762660665
8bux_A,eval-val,uniform,4,1,334,237,38292,7527,0.18895047903060913,0.19657711684703827,0.18704381585121155,,0.0,2171,0.24882095620012462,0.24452259672341625,0.04325259515570934,10.839502042991768
8bux_A,eval-val,uniform,4,2,334,237,38292,7527,0.20873762667179108,0.20206165313720703,0.2104066163301468,,0.0,2171,0.2615014874670848,0.27796276088319605,0.01903114186851211,13.113782197160653
8bux_A,eval-val,uniform,5,0,334,237,38292,7527,0.207905113697052,0.2009696215391159,0.20963896811008453,,0.0,2171,0.2472876339222899,0.23837537471108988,0.007785467128027681,12.360322622263377
8bux_A,eval-val,uniform,5,1,334,237,38292,7527,0.2264118492603302,0.23401986062526703,0.2245098501443863,,0.0,2171,0.23233318760176086,0.24164519095634096,0.015570934256055364,13.764156027584656
8bux_A,eval-val,uniform,5,2,334,237,38292,7527,0.22763434052467346,0.20743615925312042,0.23268388211727142,29.500701904296875,0.0,2171,0.22791852600052265,0.26646596361480357,0.029411764705882353,13.327300411371178
8bux_A,eval-val,separation_matched,1,0,334,237,38292,7527,0.2576235234737396,0.30988427996635437,0.24455833435058594,35.076358795166016,0.0,2171,0.24168701883454943,0.2544085080294417,0.012975778546712802,12.966294417630804
8bux_A,eval-val,separation_matched,1,1,334,237,38292,7527,0.23182624578475952,0.2806902229785919,0.21961024403572083,,0.0,2171,0.23385206235301212,0.265891247323921,0.010380622837370242,12.789765914415028
8bux_A,eval-val,separation_matched,1,2,334,237,38292,7527,0.25417912006378174,0.3074255883693695,0.2408675104379654,,0.0,2171,0.23759020281814708,0.27631915010871455,0.021626297577854673,13.062917308612189
8bux_A,eval-val,separation_matched,2,0,334,237,38292,7527,0.2036813497543335,0.1926823854446411,0.2064310908317566,,0.0,2171,0.23483763492733523,0.28270197500001837,0.014705882352941176,12.632435782117618
8bux_A,eval-val,separation_matched,2,1,334,237,38292,7527,0.20888088643550873,0.1998273730278015,0.21114425361156464,28.20030403137207,0.0,2171,0.22615404329735272,0.2186159097384217,0.012110726643598616,13.12836913741746
8bux_A,eval-val,separation_matched,2,2,334,237,38292,7527,0.2059766948223114,0.2003941833972931,0.20737232267856598,,0.0,2171,0.22814591750587954,0.2517424426319377,0.018166089965397925,13.293774560430109
8bux_A,eval-val,separation_matched,3,0,334,237,38292,7527,0.36297309398651123,0.34238529205322266,0.368120014667511,,0.0,2171,0.24756716215401314,0.2503654877809032,0.03546712802768166,12.309278297620159
8bux_A,eval-val,separation_matched,3,1,334,237,38292,7527,0.3636392652988434,0.339489221572876,0.36967676877975464,,0.0,2171,0.25625389455064423,0.2816184589026315,0.02422145328719723,11.871148981205206
8bux_A,eval-val,separation_matched,3,2,334,237,38292,7527,0.3878442347049713,0.36023449897766113,0.39474666118621826,34.36821365356445,0.0,2171,0.2605341313393234,0.26977415716964986,0.03114186851211073,11.2767922839991
8bux_A,eval-val,separation_matched,4,0,334,237,38292,7527,0.22606122493743896,0.25185534358024597,0.21961268782615662,,0.0,2171,0.27956843353635247,0.3500770262779178,0.03200692041522491,12.14652005738342
8bux_A,eval-val,separation_matched,4,1,334,237,38292,7527,0.23376943171024323,0.2704085409641266,0.22460965812206268,33.869956970214844,0.0,2171,0.28766407364972163,0.33165957047813854,0.0328719723183391,11.564917325373715
8bux_A,eval-val,separation_matched,4,2,334,237,38292,7527,0.22646430134773254,0.26408106088638306,0.21706010401248932,,0.0,2171,0.2900410058493638,0.30712585391048974,0.037197231833910036,11.075207079852039
8bux_A,eval-val,separation_matched,5,0,334,237,38292,7527,0.19383423030376434,0.18017025291919708,0.19725023210048676,,0.0,2171,0.23895957707692617,0.24240851175785313,0.019896193771626297,11.794815928920046
8bux_A,eval-val,separation_matched,5,1,334,237,38292,7527,0.19657310843467712,0.17281433939933777,0.20251278579235077,,0.0,2171,0.2444766477718145,0.2685057449588128,0.03460207612456748,13.367984421658443
8bux_A,eval-val,separation_matched,5,2,334,237,38292,7527,0.20251794159412384,0.19432207942008972,0.20456689596176147,28.435298919677734,0.0,2171,0.2472392661159018,0.28935015190615676,0.01816608996539792,12.999691311957925
8gsy_A,eval-test,oracle,0,0,144,123,7137,615,0.9186105728149414,0.9186105728149414,0.0,,0.0,994,0.8408833673082393,0.9486314582135329,0.9206349206349206,0.6606787048238754
8gsy_A,eval-test,oracle,0,1,144,123,7137,615,0.9196447134017944,0.9196447134017944,0.0,90.43834686279297,0.0,994,0.8803910472172183,0.9683007314594831,0.9642857142857143,0.44400210013682584
8gsy_A,eval-test,oracle,0,2,144,123,7137,615,0.9190016984939575,0.9190016984939575,0.0,,0.0,994,0.882241395657533,0.9762167701004208,0.9781746031746031,0.38445418167733664
8gsy_A,eval-test,uniform,1,0,144,123,7137,615,0.45239606499671936,0.45239606499671936,0.0,,0.0,994,0.543931331184223,0.6242651259637486,0.3412698412698413,3.1038492069666366
8gsy_A,eval-test,uniform,1,1,144,123,7137,615,0.4562723636627197,0.4562723636627197,0.0,49.72261428833008,0.0,994,0.5548467573717645,0.6483318958455371,0.4126984126984127,3.0432515570139635
8gsy_A,eval-test,uniform,1,2,144,123,7137,615,0.4524485170841217,0.4524485170841217,0.0,,0.0,994,0.524490080117569,0.6248287809190903,0.37896825396825395,3.121953650485761
