stem,method,eval_set,selected_sha256,ground_truth_sha256,selected_file,selection_confidence,contact_alignment_identity,gdt_ts,lddt,tm_score,rmsd,n_matched_atoms,n_matched_ca,missing_unknown_residues
7x3h_A,af2,eval-val,729cd476db494447b7adacf2e6590fd8689f8ad16c38cb3990a6b9b56cda9b30,877a1accd6739329fcc302beb48b85c6d912842b28bbbc5a9fb6d853d9825b41,scratch/alphafold/results/af2/7x3h_A/selected.pdb,91.625,1.0,0.2246376811594203,0.7647146464155056,0.5758161524836795,4.235568918835579,2196,276,
7x4p_A,af2,eval-val,20637941574bf3bc90adf59644a706e7f44fe0669fd88458bcfa5fe1ad824309,92a27c39170c0ce456b4d31c4ad6d1d51f9d68e5ea511d4e02761d1b3c0d0a9d,scratch/alphafold/results/af2/7x4p_A/selected.pdb,94.9375,1.0,0.8120915032679739,0.8389352859198449,0.9471386817654692,1.6561805386454365,2513,306,
7x8l_A,af2,eval-val,a05db8705185234f0704364ac3f0393c28026b30224fb48218df6b7dcb087d53,e491bc7816394e8e40cdc29f4337f5cc8d2eeca06b42b4df0c5b5179b9d926b4,scratch/alphafold/results/af2/7x8l_A/selected.pdb,92.8125,1.0,0.9447162426614482,0.8862994047753252,0.9812218172301026,0.8613503267178512,3932,511,
7xcd_A,af2,eval-val,a0b1217734c0fd94981a4f5de269069e554baf5dede5126d71a399726ee46866,e372ca83d783e5cb163c6a8e780a4697e5bfed9d6b6a24f1a0a9295981b3e42f,scratch/alphafold/results/af2/7xcd_A/selected.pdb,88.5625,1.0,0.5926966292134832,0.8331428484639072,0.8982990261320991,2.7956039066504133,1438,178,
7xg9_A,af2,eval-val,ab6325c40ce8b4d486c570630021469a71222f920fd88c553884a767b0443ca5,70f1132907b4496bb92c3a1be6f05d16dc524c19ce5cf61c640a5429882f91df,scratch/alphafold/results/af2/7xg9_A/selected.pdb,91.1875,1.0,0.8863636363636362,0.8606231190293321,0.9561974742760961,1.0259970306518067,2181,286,
7xhz_A,af2,eval-test,3947cba48d363302d77534250f47bb03c37a244aa69968ae9329c5bbe9523006,9221cb70e1904f6b30d28b1f25b42a7ecefe537958ecf1c71d87bfcb91b173ac,scratch/alphafold/results/af2/7xhz_A/selected.pdb,95.875,1.0,0.801948051948052,0.8059892234439958,0.9223542611066374,1.2462373060277288,1844,231,
7xi5_A,af2,eval-val,7114f4183c8a508040dd858af61d25e75cc5ea5ba2fee8e292d96ec86642483c,d9ef432a2e402646799def717b9e5d97a0c68cfc7bbf0deabcef7c356e40645b,scratch/alphafold/results/af2/7xi5_A/selected.pdb,95.9375,1.0,0.9780701754385965,0.9192899844402587,0.966200317787789,0.5025661869378223,439,57,
7xjr_A,af2,eval-val,0f39a3c188dfcaab6b810a9ee397b6a53397302010858ea685bea8cda379b904,982f6f820b2fe6bfdbca86fb59a94143751d04e2b8d262bfd84a5083b81ef9b3,scratch/alphafold/results/af2/7xjr_A/selected.pdb,97.3125,1.0,0.9869281045751634,0.9103958971536011,0.9933467176565578,0.31896296067666374,2493,306,
7xlz_A,af2,eval-val,32652432fb9f21b41303764d81027563b4d44f7496af70d2b7673c523432c0dd,2eb85fbc6e234ee0e45a547a88a7c18eb0902e26618386ac0ddaeccb66797528,scratch/alphafold/results/af2/7xlz_A/selected.pdb,93.375,1.0,0.970954356846473,0.8748325048040204,0.9827984177178006,0.5205216918456317,1917,241,
7xp9_A,af2,eval-val,c4423c55f3f72950fe8c4819927a47475636503e227d2f8be6e1379b2d949e91,086fc781f4e3b847412d276ddd2abb6f3440dc980ad2ca909bc84dd3b01e5460,scratch/alphafold/results/af2/7xp9_A/selected.pdb,81.75,1.0,0.7203947368421053,0.7986029699101211,0.8817371038005041,1.771061789788794,613,76,
7xq4_A,af2,eval-val,3651d47b57b7c33f718882d028a5c5ef12ee43bbe0349ca96cbd7da0273bb72e,97d10ad4c224be66cf809614c47993bc93217b51cd6a203795f0f76aaa8e7aa4,scratch/alphafold/results/af2/7xq4_A/selected.pdb,92.625,1.0,0.8967280163599183,0.8570288326563992,0.97148237067045,1.0373585885835173,3676,489,
7xrx_A,af2,eval-val,effe8acbc842ce5a3b6bd4bb82394694a52ef6d29e170dd0d8baa4380160e99a,9dcc0ff259689562b6fbbe024c5ceb5ceabbbdcb799829cbac08a56df5007e7e,scratch/alphafold/results/af2/7xrx_A/selected.pdb,96.9375,1.0,0.9830402010050252,0.9180643285916643,0.9922613950413781,0.48085035348571853,3003,398,
7xyr_A,af2,eval-val,e9fd2b749cd16df8469316c248754f208bdeccd05ed3a1d99886eb418c8af1a9,58d9f7508664dee606206a88414a2bf018419cc25622feecbb0d8624c5c7bc6c,scratch/alphafold/results/af2/7xyr_A/selected.pdb,95.125,1.0,0.9578754578754579,0.8854641960375724,0.9882719640198444,0.5742268750185798,4383,546,
7xz3_A,af2,eval-val,df89958aa935d80d17dc38f559e35b843343687e40f998baaff45c743a97b665,4836ee0992a93d0ef0c6df3956907d096eba99c65b1a67f0a1a0f9d668e51083,scratch/alphafold/results/af2/7xz3_A/selected.pdb,89.25,1.0,0.8827838827838828,0.8586200293610774,0.9447738108172525,1.3609764808423384,2198,273,
7y3h_A,af2,eval-val,7859684087941914755756a3d1ef2e5d7a76b4ad58b6004d4e6f43af375613ba,a3789a22119a8c45e3522754e3148bc73a68f3988813816bf526d33a4e76c44c,scratch/alphafold/results/af2/7y3h_A/selected.pdb,92.625,1.0,0.7821969696969697,0.8641741769751237,0.9512439719778734,0.981109947525665,2988,396,
7y4h_A,af2,eval-val,4b65051b06686778bd52c1c2cb50c9de67272b0c9be4fa7406b8087b2029af07,d814f55c3373950e0c3f106d73d35e7a17e161757ec61926ec894fd42d9c500f,scratch/alphafold/results/af2/7y4h_A/selected.pdb,96.0625,1.0,0.971884498480243,0.9041027007978603,0.9886047469807768,0.45044899557476686,2546,329,
7y54_A,af2,eval-val,372bf5c12df07405a26d9997a4a56d666861f7c20fca6ba986e8335729410936,8d277d0d0d69890d6e80d8b92bb447ce2d6b7cc52339d1db400f318518d5b4de,scratch/alphafold/results/af2/7y54_A/selected.pdb,94.0,1.0,0.8125,0.8368888352383886,0.9118873042206243,1.4354674813187356,775,100,
7y5j_A,af2,eval-val,31ad86820711889344738b1ee6ff010fe0fe6ec6cd4969f502588c82955f31cc,0c196ddc9d9d2438f56b4e93989559a210ec208f590d542be20af3cdca07f1f4,scratch/alphafold/results/af2/7y5j_A/selected.pdb,95.25,1.0,0.9736842105263158,0.8820190282142488,0.9652951109700902,0.4139923095585793,753,95,
7y5m_A,af2,eval-val,616a18fd3d0dfad3f56c6bb6d96451e0a1a3f83739f560f4925452593666d1fd,cd44b66c58364fde2cd303f73e58cede597a64b7ae844e71726d7fb2711904a5,scratch/alphafold/results/af2/7y5m_A/selected.pdb,95.8125,1.0,0.9096774193548387,0.8282634764607797,0.948983348898961,0.7179959008775556,1237,155,
7y5r_A,af2,eval-val,0b11a1963894e22023951054d9f60471ea02bf2f0ef33142848a34db9c1870c7,ee5d04b9879feee5ec7cd8324a4c3659da8ec9851d26a1d276e905cf0b015faa,scratch/alphafold/results/af2/7y5r_A/selected.pdb,95.5,1.0,0.9547619047619047,0.8815674562949332,0.9598639313186685,0.5125432664090714,811,105,
7y8h_A,af2,eval-val,0a0aa7db3dd58eff9d34d42171371fd8efca030b2e2553adca0812856b7f0f2e,223b00a5cb4d55c2eded9966ff5f629bb2be827d8674135b9c637bfff8f60b5c,scratch/alphafold/results/af2/7y8h_A/selected.pdb,93.25,1.0,0.9483695652173912,0.8520576904168118,0.9472388919627963,0.7248918452370183,731,92,
7y8i_A,af2,eval-val,a7e5ac83d84fa476fc47d042601531270418e3bfb22cc37e7fc71f5372aae428,247db9ececf6564ba42a067d34412034b531971c69859b4ed58a3197e68acd07,scratch/alphafold/results/af2/7y8i_A/selected.pdb,70.5625,1.0,0.8109756097560976,0.7264925373134328,0.8586429788891143,0.9306697476464745,665,82,
7yd4_A,af2,eval-val,31358909ec8efc60bc86419d3c076ce604e92bae62017bea24f1a9fb2ae56ba6,759f31b786114be9e957c6866cf4e1420b294bc07101dd0098798bee05829683,scratch/alphafold/results/af2/7yd4_A/selected.pdb,85.0625,1.0,0.8910614525139664,0.8483474062131211,0.9410858009687525,1.0097705452053418,1275,179,
7yhr_A,af2,eval-val,3631db6676c7ad6292afa94e7d66bc559c61e54c831150814f6f7ffa7c950b95,4acd8da801ecb801cf5d69bd807107ee045482db8f8efd65ba7583285c6b4ad4,scratch/alphafold/results/af2/7yhr_A/selected.pdb,95.0625,1.0,0.9703389830508475,0.8877042726527726,0.9529178513805429,0.3924234028698347,471,59,
7ykm_A,af2,eval-val,8dbd5547a8a38e9841a5b6bb174451b13b2b19f6bfcc9b631db17bee291eed6d,dda94f3d7be7b3aa2ab52709e93d40cb2a55ceb0fc57ba1577199f6b8ab4e8e9,scratch/alphafold/results/af2/7ykm_A/selected.pdb,91.3125,1.0,0.9259259259259259,0.8383413332185368,0.9388435930942576,0.9475321831575089,635,81,
7ylr_A,af2,eval-val,3cf3b193122d0a0c07f143b8b0c32c047eb378770140d6848f271d8325299298,0493d3ef84ebeb409180fd8c23113d2ac025f0a4e949b3b40a77fe42f02a2619,scratch/alphafold/results/af2/7ylr_A/selected.pdb,92.125,1.0,0.6357361963190185,0.8614837421838432,0.8834350097270792,1.5040889458471767,2467,326,
7yug_A,af2,eval-val,87bb0c7fd932e330eef2622e3f80f981fce0ee0297f51408c4325f6ff4d14b01,4d964c7df6269cd6445fcfc4687a0d3671ada56372809f7b152b002ca06a3da7,scratch/alphafold/results/af2/7yug_A/selected.pdb,93.0625,1.0,0.9252136752136753,0.8488095004288024,0.9428859095885022,0.9411962467750014,953,117,
7yyg_A,af2,eval-val,353925ab145d5ae456a1b83437ff25b4876ac7e4aebf3aba8b22030701929e57,c2b3e0dc8cc4f7ebf4a2bf65dcf96098e9f0d91aa8fe528f1df0632ca9f876ac,scratch/alphafold/results/af2/7yyg_A/selected.pdb,93.25,1.0,0.7327272727272727,0.8458938921909689,0.911107856168985,1.2568203076988302,2067,275,
7z65_A,af2,eval-val,7320ea5666ed3a3b7c306e4b5c399fd9f5b5056c22f73e745e2cf3be7c81749b,16b51b07794dece61d967c833055a5c252160b3c50da903b436f284ed79ed15f,scratch/alphafold/results/af2/7z65_A/selected.pdb,96.0625,1.0,0.9611307420494699,0.9051187364371671,0.9781686175491265,1.445687709111073,2217,283,
7znz_A,af2,eval-val,6a46b7f125084ed6d39419e9af43ac4a479421d8e476b90d0b868b8c10aad2e6,87fc29ade5d875b3c7ea28dab50a37eb7cc75d8e50841480d43f721aa0c4356d,scratch/alphafold/results/af2/7znz_A/selected.pdb,94.4375,1.0,0.9126149802890934,0.8817154728885006,0.9774281980330791,1.2338138513599235,5811,761,
7zoi_A,af2,eval-val,99fa80776cbfb02da1a719b371fbac49d90cd9a15619e3c47d79481286a8afb5,247fcf56d82265f2c423ac0ce2b3762c174434c0dcc4d3da56775a96ea3a45b2,scratch/alphafold/results/af2/7zoi_A/selected.pdb,97.1875,1.0,0.9919354838709677,0.9000255302665712,0.9855358066013448,0.2937507153719075,939,124,
7zs2_A,af2,eval-val,a780b02f00fad17e2c445f0b026d3ae2ba010beb593273f54cc0c15f5c6fa994,fa08d3c5cdfce2d973e70922b80860aeb8f0dfc1a6adcd04fe8420795763a667,scratch/alphafold/results/af2/7zs2_A/selected.pdb,92.8125,1.0,0.3363309352517986,0.8201661120759369,0.6804715569271708,3.3972805778537594,2135,278,
7zu3_A,af2,eval-val,ba013fa7f70d6a90dfecb16964ceb558554df50bb9149dc0d5178a0a96a1499a,6ca600113183d269b18e33fd79fa348e59a1412fe3848ad4f89b948f3d4146ae,scratch/alphafold/results/af2/7zu3_A/selected.pdb,75.125,1.0,0.23015873015873015,0.5597053954156934,0.6104340643235533,5.559871647056455,1003,126,
7zv1_A,af2,eval-val,cad47d2bf79e7a70a425350b244797d83cd55a2d188ff18e34405db700b9c497,96e16edbb643fd90579fd6a5efb41d5d85f4be496c77279bc5e73a0c371f18f4,scratch/alphafold/results/af2/7zv1_A/selected.pdb,85.625,1.0,0.4472477064220184,0.7690910536284581,0.8556316912430777,4.611042931347764,839,109,
8adc_A,af2,eval-val,592609f2c1cc739ee394a97fc42a0c2b9be315eccc22562dbcab5e4f97410488,020b4878a4482dd552448dc67c848ab25d9d9006c8ffe5a28437013ed71817bf,scratch/alphafold/results/af2/8adc_A/selected.pdb,82.25,1.0,0.5314009661835749,0.6933886469812238,0.8347859421931739,3.258451216529264,1616,207,
8add_A,af2,eval-val,816f5106c1d95c48cc6b0fed2de81e1dbe3d286c7b9e419e2b5598e9d98d76f9,e65107800761328efe0bf4a2951775e3057620eda1f992d11e592083d7b3c3ff,scratch/alphafold/results/af2/8add_A/selected.pdb,94.25,1.0,0.9481132075471698,0.8806180947230163,0.9707562167949095,0.6254148864154169,1661,212,
8ah9_A,af2,eval-denovo,a4418b45b601f102f4f9b9fa4fada455ac75d15ced53d5b8d653f782ad5344de,7ffdde13c4a19475c0da4f85b5e57a919f19ea0fb2e6c0e0cc5f39d5a14b9b6f,scratch/alphafold/results/af2/8ah9_A/selected.pdb,92.25,1.0,0.9847826086956522,0.8353396830022718,0.9818112077390835,0.3195339790344104,925,115,
8ak2_A,af2,eval-val,226c7cf2bc8220e0a4470545f89430c8a568da9f0fc7f5ba8021a78e5de54693,f7464fe99b605c1c596811c5475e8705dec0611dc04713ab18c1d35d71c95f61,scratch/alphafold/results/af2/8ak2_A/selected.pdb,93.375,1.0,0.9429065743944636,0.8768814306762598,0.9778340823371756,0.5957806407560691,2383,289,
8akh_A,af2,eval-val,fd6e177917a04f6bfd9760c1b21d3f23bc3ce028da5210286cbbae39238b124f,a188835e06e85f61ec14f1cf9e3a4e0dc7d6ce563249a45574fa7c6430403fd2,scratch/alphafold/results/af2/8akh_A/selected.pdb,96.9375,1.0,0.9820872274143302,0.8988251266007121,0.9922640476085864,0.3469401370153255,2499,321,
8amo_A,af2,eval-val,0cff617e00e712d9fca1370e427671afb746463ceff60f78a3dbdf27b2c1cc99,ae6c5a858c8538c1c97cb8895cb7322a02bfae158a403564f1d26882ea7cc932,scratch/alphafold/results/af2/8amo_A/selected.pdb,94.9375,1.0,0.9090909090909092,0.8597002529320168,0.9737599558834888,0.7339275878561337,2971,385,
8an4_A,af2,eval-test,512bdcdab445493c9bf5f2f4328a41d422a50ff5dadad2b19407571d7478cdbc,75b5b4e6d331400b80ede4aa6b08e7157c3d73ca172d254ff326f8bf1c445e8f,scratch/alphafold/results/af2/8an4_A/selected.pdb,91.1875,1.0,0.926923076923077,0.8573905617643782,0.9614024506793059,0.7116965876432196,1498,195,
8arl_A,af2,eval-val,0a1fb1aa17dcfe3c7819a143100ff658b0063b0e9f65620dc3e5c398acaa47ce,38890d5a4dbdcf5588a28dfecac5c999fc2e1ce5490f97ab2ff453cb53debc23,scratch/alphafold/results/af2/8arl_A/selected.pdb,92.8125,1.0,0.6928879310344828,0.8179428413522761,0.8732653974588745,1.6389995376792053,2077,232,
8au6_A,af2,eval-val,4199ee359efe4f0273ca4c9fe40299b3e87de5f322414e08d945eb5908e1438a,1b6508c8834d564b079984401841b5bdace5d762ecec9c9404e69491b6074d1e,scratch/alphafold/results/af2/8au6_A/selected.pdb,96.125,1.0,0.44254032258064513,0.9217349830775863,0.9037498536954172,3.1939367078719396,1799,248,
8axj_A,af2,eval-val,4daf7e46de6b07e22c7e6da25d0c2298a0eea5130dcae4f3f22bdb9311c00d42,f32a00fad00d0bb4ef55c41a22487464f0885017f4e2bee6ea17cd24ddba7c93,scratch/alphafold/results/af2/8axj_A/selected.pdb,93.4375,1.0,0.9270186335403726,0.8692345404048023,0.9555797734881543,0.9767775227226149,1269,161,
8axs_A,af2,eval-test,be2d6de35efb1db8bd9fad7f1b12ce0fb0d05b89934a1aa5d063ed56ff6e8f39,9452f5a4a3868799d01eda6f21812537202452e603dc8a7bbd18ada7eb3c8903,scratch/alphafold/results/af2/8axs_A/selected.pdb,94.8125,1.0,0.9712041884816754,0.8909066307918677,0.9937566316725371,0.39038402000913136,4507,573,
8azb_A,af2,eval-val,f27f753f665734c68f1e1819e58f77b805cb3e7d7e17242305d1d0f88127a7e8,c64ad23974df171597e867ad4904a1a3236db739f743855dc13c9d26b7299d46,scratch/alphafold/results/af2/8azb_A/selected.pdb,96.125,1.0,0.9401197604790419,0.900885263716661,0.988267772114383,0.5032034044906725,4029,501,
8b2e_A,af2,eval-val,6f15399626ac850cccff7e0903b8b3b28d4d6d3a6f6d6a26db6ad825982baf2b,40b506e1ad58d931a7f331d4fa0481ec63aef0971e2113a536aba9c9e88bccc8,scratch/alphafold/results/af2/8b2e_A/selected.pdb,97.75,1.0,0.9929078014184397,0.9313110072689512,0.990990343103206,0.2452102244260276,1043,141,
8b2g_A,af2,eval-val,3265d06dad2979402fbb956cfc2195ea214461701931bd68ccb9ad362f7376c0,980580a526f35552c9e8a079a3c9ffeddc147eab83b9d51a27febb44f7006e5f,scratch/alphafold/results/af2/8b2g_A/selected.pdb,94.375,1.0,0.9932432432432432,0.9346362322331969,0.9828280884416708,0.23526665721734372,542,74,
8b2s_A,af2,eval-val,e6bc2849341942b1efa1a1c363250942e36d47ff7948e6edcb62d44a9aff49cd,57891c5983d59f597d816d0ec03b36ad0bf7970497e25372d138c10694bc1073,scratch/alphafold/results/af2/8b2s_A/selected.pdb,94.25,1.0,0.17083333333333334,0.8903113688054586,0.681899067124844,6.71382053461782,1804,240,
8b4u_A,af2,eval-val,75318f159fb99e159e8209df2aeee07b2796453ab4d7e8237c4045d59159320b,f43632bfdd4910c5cbdab1b58e505377122d14345ebb4c4d16ea46c33f5ea9d4,scratch/alphafold/results/af2/8b4u_A/selected.pdb,96.5,1.0,0.9776951672862453,0.9222405084973311,0.9882817684896347,0.47931782305983844,2119,269,
8b5w_A,af2,eval-val,5b9c7cd59de310602111682e391a0226cf12ab78ab58e89dfa62b1f32fb6a543,98f638d81fe87a56f069e4948cde053ed25772ddc796fd0f2757776d8bf00bdf,scratch/alphafold/results/af2/8b5w_A/selected.pdb,96.0,1.0,0.9732658959537572,0.8922194745292261,0.9873093029134496,0.5139922833739403,2722,346,
8b61_A,af2,eval-val,cae8a20072cf7e264c03f9d8149de65476408350dce3e6501d30d277691d3f83,985ff669df8997d011b6c2ce182a0460afceee42eb8da801f950bd6f2e71e50f,scratch/alphafold/results/af2/8b61_A/selected.pdb,96.4375,1.0,0.9365482233502538,0.8924340539805561,0.9650575899555798,0.7049329775679449,1572,197,
8b6a_A,af2,eval-val,6fb15e2fb3317e5e360ba555c7c8732e2a573fd5e2e88beeec650fc5f27eedd6,bc3a8267e051b662580834816941cee1534326fea1e262d58fc05f21240a77d1,scratch/alphafold/results/af2/8b6a_A/selected.pdb,97.0,1.0,0.9771428571428571,0.9228856071921765,0.98580775729039,0.3545604384688466,1331,175,
8b6e_A,af2,eval-val,2fdf659ad73c0b1f93b14db1f35b2de0494126a2ee397b65710599b05fba2925,69994d02ca8d3a2386757bb73d8d2c5eac90eac1b679c356d9bd82f6efabb328,scratch/alphafold/results/af2/8b6e_A/selected.pdb,85.0625,1.0,0.9711538461538461,0.8459466567955112,0.9286391022638866,0.3993205802592729,401,52,
8baq_A,af2,eval-val,27cba72a91cdf831c3b07bc822f9f9cad9c161c280154f1535b64be7e7dc3675,1e6e495fddd350238ac85ce2eb7ac729797f2c5e8bd358942bd4f045db1d892e,scratch/alphafold/results/af2/8baq_A/selected.pdb,95.4375,1.0,0.9771634615384616,0.9069762609174843,0.9874245214651866,0.3562769081504679,1703,208,
8bau_A,af2,eval-val,99a88e245b1850d9853e2bf5fb3236b01f38a08a74b84a0cc8808d725948c9d3,a99e12f55f62e84b880c4e101684610da24a5eebf99dcd4a026edcbcc80bdcc6,scratch/alphafold/results/af2/8bau_A/selected.pdb,95.3125,1.0,0.9351851851851851,0.8593467559787032,0.9608798994464746,0.8887723749337756,1535,189,
8bfy_A,af2,eval-val,1b439f77773319a1a14d7fdfff0847dd70fff4eb391e089b37019ac900ba2353,a78d38b707066d08f20907cbeaca7123ada61011383acb8b424d35c7ed74c063,scratch/alphafold/results/af2/8bfy_A/selected.pdb,96.375,1.0,0.5591603053435115,0.853289396448388,0.8738377656122734,1.6525434495015505,2973,393,
