stem,method,eval_set,selected_sha256,ground_truth_sha256,selected_file,selection_confidence,contact_alignment_identity,gdt_ts,lddt,tm_score,rmsd,n_matched_atoms,n_matched_ca,missing_unknown_residues
7uww_A,af3,eval-val,39ab0d8893af44c89c47ca93e4726ce2babea4215fa66112e9a215f21c1102d2,0d530fb95d77c247dac6fcc39092f401cbbd73dfdc4275fc32f495f2bf4f8771,scratch/alphafold/results/af3/7uww_A/selected.cif,0.8503807780162942,1.0,0.5249208860759493,0.8650325897139485,0.8758222418116561,2.2802198096098882,4835,632,
7v3o_A,af3,eval-val,7bd909e9b73beb4a7ba555fe38942dc52f5c8985ef61ec2392057867cffe1687,17e5790a02e37c9bf38b3f5432b6912158e142f6839345b08f5faf8f8fa01a9c,scratch/alphafold/results/af3/7v3o_A/selected.cif,0.949521869494316,1.0,0.9088447653429603,0.8765005791415315,0.9724764815972871,0.6234074397265952,2200,277,
7w15_A,af3,eval-val,7f47b8e2937b044939ebf4180d63e5cbfc0139973d8b8de447baeb3ef9543f2d,8365ab348f0d7eac0fc893e9c7eedf53c5725c3e3f5b6b153ec640b44c33b39a,scratch/alphafold/results/af3/7w15_A/selected.cif,0.939612566782419,1.0,0.8907849829351535,0.8957599728561703,0.9654179756777885,0.7261703658823816,2354,293,
7wr2_A,af3,eval-test,d9b1492e922590c40d2ce1f797c8a2b5e4f44f3e935cde8a40b0d36591b9dff6,4ab34f95c6871b9598853a2ac6380791cdb157e811a436dc8aae483f74172717,scratch/alphafold/results/af3/7wr2_A/selected.cif,0.9214563969502576,1.0,0.9448529411764706,0.8636968187536909,0.959188227474687,0.5906924787218781,1088,136,
7wu8_A,af3,eval-test,c163f9ce99b1637172d351195a1eda6912af6079b34a2472caa23784eb39618a,26c14d78b4f8590b1952ab99f235cba7b234cbb394fcc561cd588388ce9899c4,scratch/alphafold/results/af3/7wu8_A/selected.cif,0.8178116525548216,1.0,0.9817073170731707,0.9272100697216457,0.978040999840829,0.37284299430257106,632,82,
7wz5_A,af3,eval-val,b00925948d6fb1bf95fb77cd370c434df879ac2ea60d34d1395f630d4330ee82,367f314780839acfb6351d702ddf617336af22e2cd7d80d542bf5dca04ec4b4a,scratch/alphafold/results/af3/7wz5_A/selected.cif,0.8729595857945812,1.0,0.9347826086956521,0.9021606241314406,0.9528066095868086,0.8805173942689261,1256,161,
7wzm_A,af3,eval-val,ee98e14ad50a7916ea3e6989c392143062d720f7c35c14ebc70ed21dacf5cc2c,df0e36d9b8ffb3183c7b511d60b31baa6f7f1eb2679593dabac22b9c594a8257,scratch/alphafold/results/af3/7wzm_A/selected.cif,0.9512993280597798,1.0,0.9099344978165939,0.8690048985709287,0.9719075774207966,1.143919486810644,3469,458,
7x3h_A,af3,eval-val,1d0863e9c306a208f2ecb6da13b6e131abd3f5e5ad721dce03005a1b0a37cf43,877a1accd6739329fcc302beb48b85c6d912842b28bbbc5a9fb6d853d9825b41,scratch/alphafold/results/af3/7x3h_A/selected.cif,0.6537222985103346,1.0,0.7490942028985508,0.8398501352455827,0.9203004448031414,1.1627551913680265,2196,276,
7x4p_A,af3,eval-val,8744d38607b3c470c9af8a09531c66bd362c869e5600ad9370c36833920a1b29,92a27c39170c0ce456b4d31c4ad6d1d51f9d68e5ea511d4e02761d1b3c0d0a9d,scratch/alphafold/results/af3/7x4p_A/selected.cif,0.9010429643043565,1.0,0.8480392156862745,0.8886016360549468,0.954241766768069,1.7648062804958182,2514,306,
7x8l_A,af3,eval-val,8a4ae83574bb8913d59fc284a9ac7aa3bc1d4d403bc5a8473ad172cb5ea683fa,e491bc7816394e8e40cdc29f4337f5cc8d2eeca06b42b4df0c5b5179b9d926b4,scratch/alphafold/results/af3/7x8l_A/selected.cif,0.9498658949312444,1.0,0.9437377690802349,0.8826595720695332,0.9785920527459744,0.8856038934786615,3932,511,
7xcd_A,af3,eval-val,e430134baa0d5fe5592670072f8a222c9c8ed26c9b3f0459b5d25923fe3e13b3,e372ca83d783e5cb163c6a8e780a4697e5bfed9d6b6a24f1a0a9295981b3e42f,scratch/alphafold/results/af3/7xcd_A/selected.cif,0.8605991652545201,1.0,0.449438202247191,0.8627815980225013,0.9069660576490431,4.468530611495085,1438,178,
7xg9_A,af3,eval-val,72fa2974e1f453302a65dc7b9da17b7ec7e21fd40dea2b798dc9d9a109f9098b,70f1132907b4496bb92c3a1be6f05d16dc524c19ce5cf61c640a5429882f91df,scratch/alphafold/results/af3/7xg9_A/selected.cif,0.9317815593163603,1.0,0.9466783216783217,0.8914849603560415,0.9775344077201511,0.7818129699561435,2181,286,
7xhz_A,af3,eval-test,c656244685a41311f8765fcdf432d1508420bdf8efdcdfebecbcb996ae2f09e9,9221cb70e1904f6b30d28b1f25b42a7ecefe537958ecf1c71d87bfcb91b173ac,scratch/alphafold/results/af3/7xhz_A/selected.cif,0.778221201295315,1.0,0.6774891774891776,0.7980628129033729,0.8656687636113959,1.5790318777365264,1844,231,
7xi5_A,af3,eval-val,8ff6e022dfb0d0bb950543781137fea5e118b2b956f9224dd7bf3afff32c0814,d9ef432a2e402646799def717b9e5d97a0c68cfc7bbf0deabcef7c356e40645b,scratch/alphafold/results/af3/7xi5_A/selected.cif,0.8484665143465274,1.0,0.9824561403508771,0.9368806813528786,0.9695775643132306,0.44560745222985726,439,57,
7xjr_A,af3,eval-val,18bca03233f18cf6a01a1399e911b3c764cb04297a940bc862514a4660abe67a,982f6f820b2fe6bfdbca86fb59a94143751d04e2b8d262bfd84a5083b81ef9b3,scratch/alphafold/results/af3/7xjr_A/selected.cif,0.9619774075969776,1.0,0.9934640522875817,0.9249428968712132,0.9954405639479476,0.253834541220363,2493,306,
7xlz_A,af3,eval-val,df783edb9115756f3bc3b51e0a6bafb19202404847bf615844adfb395db349b4,2eb85fbc6e234ee0e45a547a88a7c18eb0902e26618386ac0ddaeccb66797528,scratch/alphafold/results/af3/7xlz_A/selected.cif,0.9320662750850636,1.0,0.970954356846473,0.8846736119982278,0.9826005751595579,0.5106962395294085,1917,241,
7xp9_A,af3,eval-val,d872cb7cd630732d0662798f725b466a1d721a6a1b6eeb3340d86c1985a4c0c4,086fc781f4e3b847412d276ddd2abb6f3440dc980ad2ca909bc84dd3b01e5460,scratch/alphafold/results/af3/7xp9_A/selected.cif,0.6828368511245343,1.0,0.8289473684210527,0.781378223915592,0.875440462880295,1.0635731846449628,613,76,
7xq4_A,af3,eval-val,6e9181b57dd6b3c3cf12cad2907ef7610e959a4e00d487386140df6964ff65d1,97d10ad4c224be66cf809614c47993bc93217b51cd6a203795f0f76aaa8e7aa4,scratch/alphafold/results/af3/7xq4_A/selected.cif,0.946973339282799,1.0,0.8885480572597138,0.8551669521508554,0.9674881928013356,1.332543858813409,3676,489,
7xrx_A,af3,eval-val,0f0dc64db4b2d3a9c499d334cf374a1fd1ab1667e0e91bde0458582ae7cb7717,9dcc0ff259689562b6fbbe024c5ceb5ceabbbdcb799829cbac08a56df5007e7e,scratch/alphafold/results/af3/7xrx_A/selected.cif,0.9627278819812725,1.0,0.9830402010050252,0.9242363421322591,0.992751221374221,0.4759994006004459,3003,398,
7xyr_A,af3,eval-val,2b1ddde3b66ef4b073ade34918c011b51671f1f850f404ea6aeeaa30231df223,58d9f7508664dee606206a88414a2bf018419cc25622feecbb0d8624c5c7bc6c,scratch/alphafold/results/af3/7xyr_A/selected.cif,0.9590632262508398,1.0,0.9725274725274725,0.9046411120824901,0.9915132742948348,0.4849160523026808,4383,546,
7xz3_A,af3,eval-val,a628b520bb851433afb883c2fa1e9357f068c8c1b6764c9266746d1eccd29350,4836ee0992a93d0ef0c6df3956907d096eba99c65b1a67f0a1a0f9d668e51083,scratch/alphafold/results/af3/7xz3_A/selected.cif,0.9180588691326235,1.0,0.8827838827838828,0.8676588441380679,0.9444073606225705,1.3813152730746474,2198,273,
7y3h_A,af3,eval-val,63518ac8b452e9b51cfdb65112646c2df71d0f2ccf0f050b78978983b40cc1c2,a3789a22119a8c45e3522754e3148bc73a68f3988813816bf526d33a4e76c44c,scratch/alphafold/results/af3/7y3h_A/selected.cif,0.9045291315498143,1.0,0.8421717171717171,0.8817573344525927,0.9659875061606912,0.8051816756716847,2988,396,
7y4h_A,af3,eval-val,51d73989e149407ab987ef4a9ffefa19b8e629e33bd8f66d212bdab35ae57f92,d814f55c3373950e0c3f106d73d35e7a17e161757ec61926ec894fd42d9c500f,scratch/alphafold/results/af3/7y4h_A/selected.cif,0.9596178283153338,1.0,0.9764437689969605,0.9161894263176441,0.9893479860733588,0.4354248610414873,2546,329,
7y54_A,af3,eval-val,3db791a197ec76b90a1e20c366518a40999aaf42a8db25dc2626e5037f2f195a,8d277d0d0d69890d6e80d8b92bb447ce2d6b7cc52339d1db400f318518d5b4de,scratch/alphafold/results/af3/7y54_A/selected.cif,0.8782795216774968,1.0,0.88,0.8644927113945338,0.9291355736822858,1.1033935908401122,775,100,
7y5j_A,af3,eval-val,7579d28cb5fca007cade7d57a65d903714335bbbdad7377aec14331ab571fae8,0c196ddc9d9d2438f56b4e93989559a210ec208f590d542be20af3cdca07f1f4,scratch/alphafold/results/af3/7y5j_A/selected.cif,0.8854882873054805,1.0,0.9763157894736842,0.9008573056601167,0.972697160967269,0.36297564981230207,753,95,
7y5m_A,af3,eval-val,21f4235a4a3810f4853978a39dbcb737bd9d6283d3d89ce2421f4b5a371f00f2,cd44b66c58364fde2cd303f73e58cede597a64b7ae844e71726d7fb2711904a5,scratch/alphafold/results/af3/7y5m_A/selected.cif,0.9247879673761116,1.0,0.917741935483871,0.8283553838006749,0.9495266860725347,0.7248712989501014,1237,155,
7y5r_A,af3,eval-val,c42de4f5bd1972ca9f0f1ab78e4ef4b4fae0e9caaa635ea08bf8ce6306e1c184,ee5d04b9879feee5ec7cd8324a4c3659da8ec9851d26a1d276e905cf0b015faa,scratch/alphafold/results/af3/7y5r_A/selected.cif,0.8632030616801005,1.0,0.95,0.8920139997352664,0.9618727984093115,0.4757805865758328,812,105,
7y8h_A,af3,eval-val,b551d220f91a0756675e2dbe314a48232bb88c693307aca386297ec3e22dd244,223b00a5cb4d55c2eded9966ff5f629bb2be827d8674135b9c637bfff8f60b5c,scratch/alphafold/results/af3/7y8h_A/selected.cif,0.826855425835483,1.0,0.9130434782608696,0.8171302290280815,0.9293593058052894,0.9158128194354869,732,92,
7y8i_A,af3,eval-val,9442d6bc5374927904d4d7776024a9a75d2c55b47becb35ef0194ec5b947c12a,247db9ececf6564ba42a067d34412034b531971c69859b4ed58a3197e68acd07,scratch/alphafold/results/af3/7y8i_A/selected.cif,0.6924059259337868,1.0,0.9146341463414633,0.7816908607646698,0.9192212936812371,0.692871781105561,665,82,
7yd4_A,af3,eval-val,1b04e2b7f94e148e70645a78082c93c94651ca3ba8100ba34f67d85c04e86f17,759f31b786114be9e957c6866cf4e1420b294bc07101dd0098798bee05829683,scratch/alphafold/results/af3/7yd4_A/selected.cif,0.8989535739465735,1.0,0.9525139664804468,0.9163304273390622,0.9705240173762648,0.6634844506707743,1275,179,
7yhr_A,af3,eval-val,9dc372691ef4a23843ceb1634d2510afd3650f8288631b536e56ff61197c48df,4acd8da801ecb801cf5d69bd807107ee045482db8f8efd65ba7583285c6b4ad4,scratch/alphafold/results/af3/7yhr_A/selected.cif,0.844858114859064,1.0,0.9957627118644068,0.9338333360114408,0.9858750246505412,0.18131664461123695,471,59,
7ykm_A,af3,eval-val,04620936a04b89480585dcb44610d5e2ff2fe270789a8eae8034ffb58bc276ca,dda94f3d7be7b3aa2ab52709e93d40cb2a55ceb0fc57ba1577199f6b8ab4e8e9,scratch/alphafold/results/af3/7ykm_A/selected.cif,0.8071500418838032,1.0,0.9104938271604939,0.8361297057620698,0.9173971022372103,1.0673739700142848,635,81,
7ylr_A,af3,eval-val,19b406e55e26d3aa194642666c32d14d72bce6f61709d8296749cd3ab6afbdc7,0493d3ef84ebeb409180fd8c23113d2ac025f0a4e949b3b40a77fe42f02a2619,scratch/alphafold/results/af3/7ylr_A/selected.cif,0.8797203931070557,1.0,0.7530674846625767,0.8629577659907182,0.9310140472435608,1.11595520179397,2467,326,
7yug_A,af3,eval-val,8128d093b5ada4be015055f76af9cb40ac37ef9d3be909bbf35b0220efe7be6d,4d964c7df6269cd6445fcfc4687a0d3671ada56372809f7b152b002ca06a3da7,scratch/alphafold/results/af3/7yug_A/selected.cif,0.9109076388102184,1.0,0.9722222222222222,0.8987633468847995,0.9711793841744988,0.4697071417865359,953,117,
7yyg_A,af3,eval-val,52f494f5aa2b2449f528278d247fc0e83efd2c5fed6712690a546e8a80b0d3bc,c2b3e0dc8cc4f7ebf4a2bf65dcf96098e9f0d91aa8fe528f1df0632ca9f876ac,scratch/alphafold/results/af3/7yyg_A/selected.cif,0.7638398325165509,1.0,0.7218181818181819,0.8354719311505371,0.9065014248419925,1.2828023037680023,2067,275,
7z65_A,af3,eval-val,e613fa79890067c66cd1eca928fe932ea86c444f6e04b422ea7330adc0634895,16b51b07794dece61d967c833055a5c252160b3c50da903b436f284ed79ed15f,scratch/alphafold/results/af3/7z65_A/selected.cif,0.9437468805586208,1.0,0.9673144876325088,0.9164906751909542,0.9826748680926083,0.6281977913050131,2218,283,
7znz_A,af3,eval-val,e4c9dcad0f95252c6f166f757149b32c170839c14e8ca976f36139988e71be51,87fc29ade5d875b3c7ea28dab50a37eb7cc75d8e50841480d43f721aa0c4356d,scratch/alphafold/results/af3/7znz_A/selected.cif,0.960381263489704,1.0,0.9296977660972405,0.8986238933514658,0.9858651518872068,0.8033488318761381,5811,761,
7zoi_A,af3,eval-val,523deeb22d5a515952215ffac9016c8a979c356e712226b11c8ac7bde711c517,247fcf56d82265f2c423ac0ce2b3762c174434c0dcc4d3da56775a96ea3a45b2,scratch/alphafold/results/af3/7zoi_A/selected.cif,0.9185380848405317,1.0,0.9919354838709677,0.911606587395678,0.9876536096563686,0.2711692322228275,939,124,
7zs2_A,af3,eval-val,e02648296055c2881099a161ca26afd7f76bfd1130bd88ba5aef0a8a75f80b89,fa08d3c5cdfce2d973e70922b80860aeb8f0dfc1a6adcd04fe8420795763a667,scratch/alphafold/results/af3/7zs2_A/selected.cif,0.7263860857697126,1.0,0.45143884892086333,0.8375277856524032,0.756841866193966,2.1791667822019996,2136,278,
7zu3_A,af3,eval-val,ae953b31acb5011ca916b8bc8cc6c57999e755fe98ebf1a14a636b1e67bc93e8,6ca600113183d269b18e33fd79fa348e59a1412fe3848ad4f89b948f3d4146ae,scratch/alphafold/results/af3/7zu3_A/selected.cif,0.6591740006501989,1.0,0.17658730158730157,0.5308874737874911,0.5850413358963863,6.642327447670964,1004,126,
7zv1_A,af3,eval-val,68316d4347e3368e78bce9e209eb3dd9e2ffe916baa33cd2bb0c1a8e0427366b,96e16edbb643fd90579fd6a5efb41d5d85f4be496c77279bc5e73a0c371f18f4,scratch/alphafold/results/af3/7zv1_A/selected.cif,0.8524184096385707,1.0,0.6857798165137614,0.8020731083491172,0.8902170964367729,2.6720383516322577,839,109,
8adc_A,af3,eval-val,09e5755a873eafdc488f5cc03dd249297c2714578d118a8d8b461eb04418c3bd,020b4878a4482dd552448dc67c848ab25d9d9006c8ffe5a28437013ed71817bf,scratch/alphafold/results/af3/8adc_A/selected.cif,0.8106007251671724,1.0,0.6751207729468599,0.7256532223433423,0.8535949180186093,2.2052984653894594,1617,207,
8add_A,af3,eval-val,be39db34c2a9d3dbff4b1b1f82d481ccb93222d44ed2aabf53df0ec5e9494e0f,e65107800761328efe0bf4a2951775e3057620eda1f992d11e592083d7b3c3ff,scratch/alphafold/results/af3/8add_A/selected.cif,0.9346642035479786,1.0,0.9363207547169812,0.8842184964845863,0.9659143283779641,0.7169331344316761,1661,212,
8ah9_A,af3,eval-denovo,e028f7f4ace9389536baebed9f1012781020e5a97dfbd9a12e2315d90787321d,7ffdde13c4a19475c0da4f85b5e57a919f19ea0fb2e6c0e0cc5f39d5a14b9b6f,scratch/alphafold/results/af3/8ah9_A/selected.cif,0.862052629748309,1.0,0.9934782608695653,0.8574073215480298,0.9840884079459029,0.2952491577164076,925,115,
8ak2_A,af3,eval-val,137d9a9c5a5c6d04c1b861aa100081d0eb714b347f2054e82b2ef5c7844223c5,f7464fe99b605c1c596811c5475e8705dec0611dc04713ab18c1d35d71c95f61,scratch/alphafold/results/af3/8ak2_A/selected.cif,0.9391318058147644,1.0,0.9757785467128028,0.894883738086407,0.9888806911418495,0.3974830852137608,2383,289,
8akh_A,af3,eval-val,2a6fd94c644b645e99008a3d7925e767a50fa7d1f7a3475c9da3e942e7536da6,a188835e06e85f61ec14f1cf9e3a4e0dc7d6ce563249a45574fa7c6430403fd2,scratch/alphafold/results/af3/8akh_A/selected.cif,0.9582444815322309,1.0,0.9828660436137071,0.9055126506759867,0.9915272137620522,0.416744273868027,2499,321,
8amo_A,af3,eval-val,2cdda07101a2a2dba1ee7ffaf2d89d4b79698871985145324dc6eeeaec328405,ae6c5a858c8538c1c97cb8895cb7322a02bfae158a403564f1d26882ea7cc932,scratch/alphafold/results/af3/8amo_A/selected.cif,0.94471421038044,1.0,0.9188311688311688,0.866454744612414,0.9753397004355195,0.7083430318988234,2971,385,
8an4_A,af3,eval-test,9c11995f376a5d9ea77a909947211e8115db68141c0ef16195b819c51c143720,75b5b4e6d331400b80ede4aa6b08e7157c3d73ca172d254ff326f8bf1c445e8f,scratch/alphafold/results/af3/8an4_A/selected.cif,0.9224641233973736,1.0,0.9128205128205128,0.854570601121301,0.9502933917400964,0.8750519101310246,1498,195,
8arl_A,af3,eval-val,ce12f62cd8024541faca238d73c74f3344c1039c2aee93e102ba0475ab0eb5d5,38890d5a4dbdcf5588a28dfecac5c999fc2e1ce5490f97ab2ff453cb53debc23,scratch/alphafold/results/af3/8arl_A/selected.cif,0.8011518144829294,1.0,0.7079741379310345,0.8603453334966655,0.891637517212051,1.460731774022293,2077,232,
8au6_A,af3,eval-val,2ad7f96e129a88195c68c8cd29d040923e99c81be2335d936f7326200411e941,1b6508c8834d564b079984401841b5bdace5d762ecec9c9404e69491b6074d1e,scratch/alphafold/results/af3/8au6_A/selected.cif,0.9592146274646423,1.0,0.4344758064516129,0.9245668504132005,0.9014148724071099,3.326424719554241,1799,248,
8axj_A,af3,eval-val,6cbdf83c2654727ccf24ecb57a146fe3a1f89043a4c79101f6df1cb82f972abc,f32a00fad00d0bb4ef55c41a22487464f0885017f4e2bee6ea17cd24ddba7c93,scratch/alphafold/results/af3/8axj_A/selected.cif,0.913362908567884,1.0,0.8726708074534161,0.879230646441446,0.9414216990379775,1.5270483088627067,1270,161,
8axs_A,af3,eval-test,3d8f5185ed559223a56676d78f27f91a96edb6c130d5bd47a87a1f1bc37c4f11,9452f5a4a3868799d01eda6f21812537202452e603dc8a7bbd18ada7eb3c8903,scratch/alphafold/results/af3/8axs_A/selected.cif,0.9507945959938844,1.0,0.9821116928446771,0.9083512206193446,0.9952627037902582,0.33731607796693314,4507,573,
8azb_A,af3,eval-val,9540fd2dbca00099c660d5ebd92937a9511fcf9c40646ec58612f235d483f4c3,c64ad23974df171597e867ad4904a1a3236db739f743855dc13c9d26b7299d46,scratch/alphafold/results/af3/8azb_A/selected.cif,0.8951867389167155,1.0,0.842814371257485,0.9075707333854289,0.9752371589608249,0.7385220281619919,4029,501,
8b2e_A,af3,eval-val,e132e99e8fc9e07191482b0793c52ec8333b098c3b03f19a1c521637f6763e34,40b506e1ad58d931a7f331d4fa0481ec63aef0971e2113a536aba9c9e88bccc8,scratch/alphafold/results/af3/8b2e_A/selected.cif,0.9423289302570191,1.0,0.9964539007092199,0.9419650958412618,0.9925122023082726,0.22301205733285517,1044,141,
8b2g_A,af3,eval-val,f72cf6f95868c26976c7e53f3290ccf4797b1c6bf8a9b35e9a027f758d1bedb1,980580a526f35552c9e8a079a3c9ffeddc147eab83b9d51a27febb44f7006e5f,scratch/alphafold/results/af3/8b2g_A/selected.cif,0.8754006816351191,1.0,0.9932432432432432,0.9334978182211591,0.9806877807326931,0.2512947768973352,543,74,
8b2s_A,af3,eval-val,450cfafe5e342e26037f4cc90280123d5bdc5335b21d36329c0cce21a5bfd35b,57891c5983d59f597d816d0ec03b36ad0bf7970497e25372d138c10694bc1073,scratch/alphafold/results/af3/8b2s_A/selected.cif,0.7280123964890489,1.0,0.20937499999999998,0.8879491906805836,0.6794912960957086,6.247002332305617,1805,240,
8b4u_A,af3,eval-val,d9ec6abe496f5f854db1df490e032c103b1bcab4b6a065988594f66df88fac6d,f43632bfdd4910c5cbdab1b58e505377122d14345ebb4c4d16ea46c33f5ea9d4,scratch/alphafold/results/af3/8b4u_A/selected.cif,0.9544867795284494,1.0,0.9721189591078068,0.9233139591405913,0.9855110969872544,0.5044874570108169,2119,269,
8b5w_A,af3,eval-val,4420dc5c61a20173c8eb04133572114c56d5089c3f2fd1b6e63fa821e10efb38,98f638d81fe87a56f069e4948cde053ed25772ddc796fd0f2757776d8bf00bdf,scratch/alphafold/results/af3/8b5w_A/selected.cif,0.9551815879551226,1.0,0.9703757225433526,0.900860544819051,0.9877755460062122,0.49558495393198726,2723,346,
8b61_A,af3,eval-val,4f0b4e0a9dfd5e8bea5eafa26f6824caab64925f0f6945762a696e3e04029ff1,985ff669df8997d011b6c2ce182a0460afceee42eb8da801f950bd6f2e71e50f,scratch/alphafold/results/af3/8b61_A/selected.cif,0.927881016902006,1.0,0.9428934010152284,0.9030185600652662,0.969951744140417,0.6382632347558792,1572,197,
8b6a_A,af3,eval-val,8f75d58ebe5d95b6c384a838a7538c651d401ca7150d71605efa93cd1c8a1c83,bc3a8267e051b662580834816941cee1534326fea1e262d58fc05f21240a77d1,scratch/alphafold/results/af3/8b6a_A/selected.cif,0.9369523286284056,1.0,0.9728571428571429,0.9280125557508314,0.9852807242817596,0.3691773920141112,1332,175,
8b6e_A,af3,eval-val,8ff0a7fd6fdf39936d4a03618355a7ffce31eaacc1373199ce2d570d6d3fc74c,69994d02ca8d3a2386757bb73d8d2c5eac90eac1b679c356d9bd82f6efabb328,scratch/alphafold/results/af3/8b6e_A/selected.cif,0.7812882006958375,1.0,0.9038461538461539,0.8661305720074812,0.8839020602152713,1.1462159210545322,401,52,
8baq_A,af3,eval-val,2227eb86e198f4ee79964fbc10ee731365056cb03595aa8dc284db93a49dc2a8,1e6e495fddd350238ac85ce2eb7ac729797f2c5e8bd358942bd4f045db1d892e,scratch/alphafold/results/af3/8baq_A/selected.cif,0.911917987020831,1.0,0.9867788461538461,0.9051235819536194,0.9899653722962736,0.3150422933120954,1704,208,
8bau_A,af3,eval-val,3e2bfde00a166ed3395524703994295fc697dc62a8a6a0d57d64aebdb449fa35,a99e12f55f62e84b880c4e101684610da24a5eebf99dcd4a026edcbcc80bdcc6,scratch/alphafold/results/af3/8bau_A/selected.cif,0.9347889511178942,1.0,0.9563492063492064,0.8888993585521101,0.9737981697677407,0.5656604338307223,1536,189,
