stem,eval_set,arm,map_seed,sample_idx,L,n_present,requested_contacts,dropped_short_after_mapping,n_absent,n_unknown,ranking_score,ptm,iptm,mean_plddt,has_clash,n_matched_atoms,lddt,tm_score,gdt_ts,rmsd
8fib_A,eval-test,top_0,0,0,441,0,0,0,0,106030,0.7314693331718445,0.5703163146972656,0.7717575430870056,49.73181915283203,0.0,3299,0.2738470153368478,0.31712409311399237,0.01555023923444976,13.93893118943924
8fib_A,eval-test,top_0,0,1,441,0,0,0,0,106030,0.7265301942825317,0.567296028137207,0.7663387060165405,,0.0,3299,0.281787546920672,0.3473959967411188,0.025119617224880382,14.092571170969897
8fib_A,eval-test,top_0,0,2,441,0,0,0,0,106030,0.7239609360694885,0.5663704872131348,0.7633585333824158,,0.0,3299,0.2808025887464859,0.3292408416437211,0.019736842105263157,13.834943146368213
8fib_A,eval-test,top_L,0,0,441,441,441,0,0,105589,0.8981710076332092,0.9281283617019653,0.8906816840171814,,0.0,3299,0.7552395048786043,0.9300774498895371,0.7631578947368421,1.5401556605602813
8fib_A,eval-test,top_L,0,1,441,441,441,0,0,105589,0.8994297981262207,0.9286602139472961,0.8921221494674683,89.15213012695312,0.0,3299,0.7574962083943786,0.9268811173456132,0.7476076555023924,1.5574320835123676
8fib_A,eval-test,top_L,0,2,441,441,441,0,0,105589,0.8915497660636902,0.9279670715332031,0.8824453949928284,,0.0,3299,0.7537447028512587,0.9227798148725631,0.728468899521531,1.6192605083614005
8fr5_A,eval-test,top_0,0,0,97,0,0,0,0,4465,0.19888001680374146,0.2543872892856598,0.18500320613384247,,0.0,739,0.3716098327805417,0.3836286199233207,0.125,7.477325304952552
8fr5_A,eval-test,top_0,0,1,97,0,0,0,0,4465,-99.79143524169922,0.24677404761314392,0.1990080326795578,,1.0,739,0.38716789317302375,0.4022844731031569,0.1657608695652174,7.10899466833403
8fr5_A,eval-test,top_0,0,2,97,0,0,0,0,4465,0.19942675530910492,0.25062766671180725,0.18662650883197784,38.08897399902344,0.0,739,0.39987778123272527,0.36846682903465117,0.16032608695652173,6.679072542762788
8fr5_A,eval-test,top_L,0,0,97,94,97,3,0,4371,0.4816845655441284,0.6221629977226257,0.4465649425983429,68.37382507324219,0.0,739,0.5276352611940298,0.723712040322363,0.3967391304347826,4.038247935322612
8fr5_A,eval-test,top_L,0,1,97,94,97,3,0,4371,0.4709213376045227,0.6254638433456421,0.43228569626808167,,0.0,739,0.5164196379215036,0.7150515122245613,0.3586956521739131,3.973027624449517
8fr5_A,eval-test,top_L,0,2,97,94,97,3,0,4371,0.47387439012527466,0.6255728006362915,0.43594977259635925,,0.0,739,0.53888975262576,0.7413965343849666,0.39945652173913043,3.8883203943228755
8fty_A,eval-test,top_0,0,0,509,0,0,0,0,117370,0.48483482003211975,0.37268564105033875,0.5128720998764038,31.56153106689453,0.0,3837,0.24118486562876257,0.3561116289083246,0.047619047619047616,11.761067403152511
8fty_A,eval-test,top_0,0,1,509,0,0,0,0,117370,0.4835330545902252,0.37722301483154297,0.5101105570793152,,0.0,3837,0.23463830637850802,0.378244674117328,0.06314699792960662,11.994694585951176
8fty_A,eval-test,top_0,0,2,509,0,0,0,0,117370,-99.5205307006836,0.3712484538555145,0.5065273642539978,,1.0,3837,0.24317306485428586,0.3859457770769415,0.035196687370600416,12.487772773890386
8fty_A,eval-test,top_L,0,0,509,509,509,0,0,116861,0.7731804847717285,0.8351104259490967,0.7576979398727417,,0.0,3837,0.628865119727771,0.8670538538860069,0.5797101449275361,2.4814974708802326
8fty_A,eval-test,top_L,0,1,509,509,509,0,0,116861,0.7833679914474487,0.8356398344039917,0.770300030708313,73.03630065917969,0.0,3837,0.6174077694049175,0.8344809289296877,0.5119047619047619,3.187119970835842
8fty_A,eval-test,top_L,0,2,509,509,509,0,0,116861,0.7800518870353699,0.8358314633369446,0.7661069631576538,,0.0,3837,0.6250932649351736,0.8422398271127753,0.5362318840579711,2.850457580076656
8fz8_A,eval-test,top_0,0,0,405,0,0,0,0,97903,0.23578040301799774,0.22164197266101837,0.23931501805782318,,0.0,3124,0.2682746615381107,0.24439690621780752,0.009615384615384614,16.544288396448433
8fz8_A,eval-test,top_0,0,1,405,0,0,0,0,97903,0.2535824477672577,0.24431246519088745,0.25589993596076965,30.28281593322754,0.0,3124,0.2509874497343236,0.21775849024342517,0.007692307692307692,14.596012685618762
8fz8_A,eval-test,top_0,0,2,405,0,0,0,0,97903,0.250393807888031,0.2431219518184662,0.2522117793560028,,0.0,3124,0.2537787626091782,0.2696229933030165,0.010256410256410256,15.34691249146107
8fz8_A,eval-test,top_L,0,0,405,405,405,0,0,97498,0.9501678943634033,0.9408011436462402,0.9525095820426941,,0.0,3124,0.7651469772179611,0.9261755394420472,0.75,1.8858189576549387
8fz8_A,eval-test,top_L,0,1,405,405,405,0,0,97498,0.9516422152519226,0.9420144557952881,0.9540491700172424,,0.0,3124,0.7664985442908073,0.9195188930481548,0.7294871794871794,1.9642999373134564
8fz8_A,eval-test,top_L,0,2,405,405,405,0,0,97498,0.9531591534614563,0.9425408244132996,0.9558137059211731,89.84847259521484,0.0,3124,0.771517890399921,0.9171254290433741,0.7294871794871796,2.08315694617525
8fz9_A,eval-test,top_0,0,0,138,0,0,0,0,11026,0.1934896856546402,0.24938908219337463,0.1795148253440857,32.32289505004883,0.0,1084,0.2777840206764805,0.2957917487940045,0.09375,8.230560580952794
8fz9_A,eval-test,top_0,0,1,138,0,0,0,0,11026,0.17691370844841003,0.23962843418121338,0.1612350046634674,,0.0,1084,0.2865056339323111,0.31951183769367086,0.0900735294117647,9.121028677527379
8fz9_A,eval-test,top_0,0,2,138,0,0,0,0,11026,0.188333660364151,0.24289000034332275,0.17469456791877747,,0.0,1084,0.2841126173523072,0.3369018107060676,0.09191176470588236,8.535542426925186
8fz9_A,eval-test,top_L,0,0,138,138,138,0,0,10888,0.596928060054779,0.8566854000091553,0.5319887399673462,,0.0,1084,0.6169858206744374,0.7812929764035038,0.6066176470588235,2.340921412275189
8fz9_A,eval-test,top_L,0,1,138,138,138,0,0,10888,0.6058253645896912,0.8590942025184631,0.5425081253051758,82.66007232666016,0.0,1084,0.6145685419199296,0.7877298798241397,0.6323529411764706,2.3209178807132527
8fz9_A,eval-test,top_L,0,2,138,138,138,0,0,10888,0.5789989829063416,0.8568916320800781,0.5095258355140686,,0.0,1084,0.611120759227288,0.7834343580373536,0.6029411764705882,2.291149706013174
8g0n_A,eval-test,top_0,0,0,247,0,0,0,0,29890,0.5013662576675415,0.531217098236084,0.4939035475254059,,0.0,1918,0.39212985954591184,0.565559502954866,0.2159090909090909,6.148996510160487
8g0n_A,eval-test,top_0,0,1,247,0,0,0,0,29890,0.5227593183517456,0.5411579012870789,0.5181596875190735,48.254459381103516,0.0,1918,0.4081006226840356,0.5258586093180785,0.1714876033057851,6.374518771001396
8g0n_A,eval-test,top_0,0,2,247,0,0,0,0,29890,-99.51177978515625,0.5109599232673645,0.48253464698791504,,1.0,1918,0.35958092982389117,0.4475409846567508,0.10950413223140495,8.550967684735602
8g0n_A,eval-test,top_L,0,0,247,247,247,0,0,29643,0.716825008392334,0.9237332344055176,0.6650978922843933,89.27877807617188,0.0,1918,0.8835428047522634,0.9796114870680095,0.9421487603305785,0.4944283695061471
8g0n_A,eval-test,top_L,0,1,247,247,247,0,0,29643,0.7098316550254822,0.9240726232528687,0.6562713980674744,,0.0,1918,0.8796131464007845,0.9796133837374074,0.9462809917355373,0.4993422094569696
8g0n_A,eval-test,top_L,0,2,247,247,247,0,0,29643,0.706491231918335,0.9240199327468872,0.6521090865135193,,0.0,1918,0.8769823381849207,0.9760321118430906,0.9390495867768596,0.555234544385123
8g1l_A,eval-test,top_0,0,0,252,0,0,0,0,35245,0.6144782304763794,0.7197547554969788,0.5881590843200684,58.63459014892578,0.0,1932,0.48168853588637905,0.6601045544931429,0.3577075098814229,5.779198822380336
8g1l_A,eval-test,top_0,0,1,252,0,0,0,0,35245,-99.39305877685547,0.7288482189178467,0.5764626264572144,,1.0,1932,0.4430824034146662,0.6456886150421013,0.3389328063241107,7.046434530836494
8g1l_A,eval-test,top_0,0,2,252,0,0,0,0,35245,-99.4111557006836,0.7226315140724182,0.555395245552063,,1.0,1932,0.44991526641165425,0.6232055816609278,0.25296442687747034,6.576807880412579
8g1l_A,eval-test,top_L,0,0,252,252,252,0,0,34993,0.6488837003707886,0.8332515954971313,0.6027916669845581,72.9142837524414,0.0,1932,0.554486984385158,0.7578144808210157,0.5701581027667985,3.6722530424276347
8g1l_A,eval-test,top_L,0,1,252,252,252,0,0,34993,0.6383702754974365,0.8336503505706787,0.5895501971244812,,0.0,1932,0.5644310066496387,0.7704733909742263,0.558300395256917,3.496202745428553
8g1l_A,eval-test,top_L,0,2,252,252,252,0,0,34993,-99.34883117675781,0.8349246978759766,0.6052255034446716,,1.0,1932,0.5555132834508971,0.7481012590717334,0.5197628458498024,3.5966856937927694
8g1y_A,eval-test,top_0,0,0,497,0,0,0,0,137550,0.5292291641235352,0.5707396268844604,0.5188515186309814,,0.0,3818,0.2827455376892378,0.353503366869597,0.026713709677419355,14.800049180773739
8g1y_A,eval-test,top_0,0,1,497,0,0,0,0,137550,-99.4581069946289,0.5737331509590149,0.5339356064796448,,1.0,3818,0.2767593122942308,0.35055862748468297,0.03377016129032258,14.761532706918858
