stem,length,previous_quality_pass,quality_pass,previous_chain_breaks,ca_chain_breaks,cis_proline_bonds,elapsed_cpu_seconds
proteina-c7aaf4cab4add3e427d8,60,True,True,0,0,0,0.0014015301130712032
proteina-84ec1a186c3e8404ea8d,60,False,False,0,0,0,0.0013863099738955498
proteina-037047723fe6caa0f57f,60,True,True,0,0,0,0.001416497863829136
proteina-650868d686b61ac7f63a,60,True,True,0,0,0,0.00141892209649086
proteina-d17d2328507537c6f462,60,True,True,0,0,0,0.0013934639282524586
proteina-ba2f06df41ceced574f6,60,True,True,0,0,0,0.001395057188346982
proteina-1dde3009bfe0c21ac609,60,False,True,1,0,1,0.37844030396081507
proteina-2512a305180d1b13b75b,60,True,True,0,0,0,0.0012370501644909382
proteina-0afc33cc7bc469d51088,60,True,True,0,0,0,0.0010075808968394995
proteina-a79562e9d794d5f386ee,60,False,False,0,0,0,0.0009639679919928312
proteina-4c52aed3a821163fbfea,60,True,True,0,0,0,0.000765396049246192
proteina-dc70e0ef095ae652026a,60,True,True,0,0,0,0.0007458890322595835
proteina-4e2c1ad52f4f62c1c4e5,60,False,False,0,0,0,0.0007321941666305065
proteina-3c0c7ad96c743ca9ceff,60,True,True,0,0,0,0.0007399579044431448
proteina-206a0e1dfe88fcb416c7,60,True,True,0,0,0,0.0007589338347315788
proteina-3fbf2d7f71801270b733,60,True,True,0,0,0,0.0007529531139880419
proteina-fff8a3823cbe6917572b,60,True,True,0,0,0,0.0007454180158674717
proteina-3fe41fbd21a9aaa2f84f,60,True,True,0,0,0,0.0007390358950942755
proteina-ad1b9d9ce87717e6b322,60,False,False,0,0,0,0.0007247598841786385
proteina-da2bab94fbe3c36cfd1e,60,True,True,0,0,0,0.001703956862911582
proteina-4f8abad647d9ea5accaa,60,True,True,0,0,0,0.00152742606587708
proteina-da2b278c881a9d614d9c,60,True,True,0,0,0,0.0014652989339083433
proteina-629b0e58b2fffbb8cd35,60,False,False,0,0,0,0.001445661997422576
proteina-d39ef8442a629ecd78a2,60,True,True,0,0,0,0.0015173559077084064
proteina-452e7a5276004a28cf63,60,True,True,0,0,0,0.0014840138610452414
proteina-9119e9f57cdf2279166c,60,True,True,0,0,0,0.0015063160099089146
proteina-f57f285d8433f9b19e52,60,True,True,0,0,0,0.0014844948891550303
proteina-f2147b3480e13a728e5c,60,False,False,0,0,0,0.0014479269739240408
proteina-90fa216b6a842477c9af,60,True,True,0,0,0,0.0014994130469858646
proteina-a2326b4006ac9b45a519,60,True,True,0,0,0,0.001486948924139142
proteina-d4198b8cfb9deadde71e,60,True,True,0,0,0,0.0014969180338084698
proteina-04aa9e96f20e99c7d493,60,True,True,0,0,0,0.0014969678595662117
proteina-f663703f99e72590d204,60,True,True,0,0,0,0.0014805870596319437
proteina-61e77080ea4940311234,60,True,True,0,0,0,0.0014712398406118155
proteina-2112cc4e81b434891843,60,True,True,0,0,0,0.0014815989416092634
proteina-4ca1e2690a6393df661c,60,False,False,0,0,0,0.0014348221011459827
proteina-952e861479e3c5aae428,60,True,True,0,0,0,0.0014899959787726402
proteina-7cee97215620e3971d61,60,True,True,0,0,0,0.0014880120288580656
proteina-f9f144628acce5c33d32,60,True,True,0,0,0,0.001497118966653943
proteina-0f8174049a93741aed26,60,False,False,0,0,0,0.001450651092454791
proteina-161ad036080a8066d50b,60,True,True,0,0,0,0.001492850948125124
proteina-f2c011c6bd79141e649c,60,True,True,0,0,0,0.0014904660638421774
proteina-9653614c952e08afa442,60,True,True,0,0,0,0.0011780301574617624
proteina-a46c8861e0858d4aa07e,60,True,True,0,0,0,0.000977975083515048
proteina-44c4c429493853996b33,60,True,True,0,0,0,0.000983435194939375
proteina-67892a8122c7ec43de2d,60,True,True,0,0,0,0.0009957789443433285
proteina-d352a6a11e8f02884e6a,60,True,True,0,0,0,0.0009924010373651981
proteina-baa6df85d9f71c21fffa,60,True,True,0,0,0,0.0009876328986138105
proteina-0c30d6fbc738932e5531,60,False,False,0,0,0,0.0009517758153378963
proteina-b8daefb32840ea85f9a1,60,True,True,0,0,0,0.0009865211322903633
proteina-f53d8bc909a7707c3ee5,60,True,True,0,0,0,0.0009973510168492794
proteina-9b4552044f309f6da941,60,True,True,0,0,0,0.0012596840970218182
proteina-dacfe5d1f81346ca1d80,60,True,True,0,0,0,0.0010191518813371658
proteina-09e03490d19cae98f232,60,True,True,0,0,0,0.0009409149643033743
proteina-65e7c45b49e9a42416a8,60,True,True,0,0,0,0.0009346941951662302
proteina-826b752d71ce7e75be2b,60,True,True,0,0,0,0.000916740158572793
proteina-40311ac5c2808339abb8,60,True,True,0,0,0,0.0009333111811429262
proteina-789fadb1a7fd709e222a,60,True,True,0,0,0,0.0009237229824066162
proteina-6c53c5d3bd50a56fdc27,60,True,True,0,0,0,0.0009206270333379507
proteina-e4be196d906bd9bd2b8c,60,True,True,0,0,0,0.0009178819600492716
proteina-e3417958656e3e318797,60,True,True,0,0,0,0.0009151468984782696
proteina-a1bee673e230b0be7e23,60,True,True,0,0,0,0.0009329100139439106
proteina-d766ac850391ed1bc069,60,True,True,0,0,0,0.0009191150311380625
proteina-179ce84d58496fedec24,60,True,True,0,0,0,0.0009160679765045643
proteina-f615fe2271b0cee7a105,60,True,True,0,0,0,0.0008989670313894749
proteina-da0e66d006042db14c23,60,True,True,0,0,0,0.0009320680983364582
proteina-d8bc4468003a8b3ae1d0,60,True,True,0,0,0,0.0009154269937425852
proteina-10be568a74b5668c56f8,60,True,True,0,0,0,0.0009145350195467472
proteina-60652b18576aa0441d45,60,True,True,0,0,0,0.0009200861677527428
proteina-1459c91ccb370837bd5c,60,True,True,0,0,0,0.0009220798965543509
proteina-852c4fd43d6737deb3ef,60,True,True,0,0,0,0.0009190649725496769
proteina-c289e75b49d1dc8ccd73,60,True,True,0,0,0,0.0009203660301864147
proteina-cad555445800b1af3300,60,True,True,0,0,0,0.0009131939150393009
proteina-9286338361e4c727ca5a,60,True,True,0,0,0,0.0009217490442097187
proteina-7fa413c447dc39824024,60,True,True,0,0,0,0.0009265479166060686
proteina-992d1f7f5a17d57757d9,60,True,True,0,0,0,0.0009231420699506998
proteina-92dff8b654e0efae0912,60,True,True,0,0,0,0.0009204070083796978
proteina-d6c6fec7c3cd12354ae7,60,True,True,0,0,0,0.0009241229854524136
proteina-8da4da18773613a1d5b6,60,True,True,0,0,0,0.0009392029605805874
proteina-4a5e0371cc7f27192b50,60,True,True,0,0,0,0.0009214780293405056
proteina-41411562891b848f54d6,60,True,True,0,0,0,0.0009125228971242905
proteina-51eef3bef1e6f944b7aa,60,True,True,0,0,0,0.000923622865229845
proteina-d1b9907dbd08b86b96c0,60,True,True,0,0,0,0.0009211590513586998
proteina-7d9cb122ff1ffb72f4ec,60,True,True,0,0,0,0.0012847008183598518
proteina-137598f5dd33ba7937f6,60,True,True,0,0,0,0.0009706011041998863
proteina-19853d1a58d02c4d4496,60,True,True,0,0,0,0.0009429589845240116
proteina-1e9ac25a13d7d49421dd,60,True,True,0,0,0,0.0009454239625483751
proteina-73739c207cc72ef6395e,60,True,True,0,0,0,0.0009364569559693336
proteina-cd4a2e86d4beec2754d7,60,True,True,0,0,0,0.0009261269588023424
proteina-adb3bf0e89d8640640ae,60,True,True,0,0,0,0.00092505500651896
proteina-d367f5e8e9f695fd73b5,60,True,True,0,0,0,0.0009241339284926653
proteina-80ab83735cc9b96150c8,60,True,True,0,0,0,0.0009219399653375149
proteina-797549a6c6cee7e6f28c,60,True,True,0,0,0,0.0009322590194642544
proteina-bd4ca9b7f7b40fadeb2e,60,False,False,0,0,0,0.0008978650439530611
proteina-6dbf4338b2a773059594,60,True,True,0,0,0,0.0009271090384572744
proteina-b0eba3a5a757270347fd,60,True,True,0,0,0,0.0009330010507255793
proteina-376b8e28cabb532e8cf6,60,True,True,0,0,0,0.0009262268431484699
proteina-a584285aefb3da56b698,60,True,True,0,0,0,0.0009233930613845587
proteina-0b94cbe753b1476280ae,60,False,False,0,0,0,0.0008890081662684679
proteina-268de4fd9e7cc2b9ac48,60,True,True,0,0,0,0.0009290531743317842
proteina-61da3b49e07a66daed11,60,True,True,0,0,0,0.0009273400064557791
proteina-c08983b28d1760313d20,60,True,True,0,0,0,0.0009221099317073822
proteina-be812d09f06a778795dc,60,True,True,0,0,0,0.0009147059172391891
proteina-8c734fd5b292eae61249,60,True,True,0,0,0,0.0009257071651518345
proteina-29639e56bac37dcfdb2b,60,True,True,0,0,0,0.0009133939165621996
proteina-a234440e17cfd106c95d,60,True,True,0,0,0,0.0009182330686599016
proteina-ce81f330ca0ba86b64f8,60,True,True,0,0,0,0.0009222300723195076
proteina-8697fe0bcb4cd39f1ba5,60,True,True,0,0,0,0.0009259169455617666
proteina-231eb9ef50ca2b117629,60,True,True,0,0,0,0.0009352848865091801
proteina-f70c6f713f585127070f,60,True,True,0,0,0,0.0009238529019057751
proteina-5206a39e06906643c41a,60,True,True,0,0,0,0.0009269190486520529
proteina-3d607b3404d48890baf9,60,True,True,0,0,0,0.0009400742128491402
proteina-66699433c91ba3975fa1,60,True,True,0,0,0,0.0009430388454347849
proteina-ef7f98ffea12e660cfa1,60,True,True,0,0,0,0.0009274501353502274
proteina-f84444cea2b016163493,60,True,True,0,0,0,0.0009271688759326935
proteina-5310c921b749d5f3ba7c,60,True,True,0,0,0,0.0011769379489123821
proteina-9587fa2bb26a01c42ab7,60,True,True,0,0,0,0.0009502528700977564
proteina-6d5e3e3ac552f3ad3030,60,True,True,0,0,0,0.0009340930264443159
proteina-adf9dfd789c378fa5efc,60,False,False,0,0,0,0.0009210479911416769
proteina-c24e4039d556cb9fc034,60,True,True,0,0,0,0.0009282920509576797
proteina-feadf1b4d75937cb5a8a,60,True,True,0,0,0,0.0009346939623355865
proteina-4cfc162128ffbf716582,60,True,True,0,0,0,0.0009462849702686071
proteina-ba7d33661dd7d9237c88,60,True,True,0,0,0,0.0009226009715348482
proteina-82f9e504dcd7ab425e16,60,True,True,0,0,0,0.0009167501702904701
proteina-d69f20f0108ee6c74bab,60,True,True,0,0,0,0.0009431990329176188
proteina-01d370c9d1d1c26294c1,60,True,True,0,0,0,0.0009232519660145044
proteina-ca4ebbe07c6b9aedee9e,60,True,True,0,0,0,0.0009171611163765192
proteina-29013dfaa3cdbba3f777,60,True,True,0,0,0,0.0009171708952635527
proteina-7552d94268c86e342d6f,60,True,True,0,0,0,0.0009381899144500494
proteina-5b90ceb3aeaa50f0b8fd,60,True,True,0,0,0,0.0009485790506005287
proteina-b32fd4be3165db5497ce,60,False,False,0,0,0,0.0008828171994537115
proteina-551b9131fb55bfd39da5,60,True,True,0,0,0,0.0009361961856484413
proteina-049ca75d2885de43fbdd,60,True,True,0,0,0,0.0009244040120393038
proteina-1baa26b05dc615d3d138,60,True,True,0,0,0,0.0009282820392400026
proteina-6d6e50ba178f2817362c,60,True,True,0,0,0,0.0009197851177304983
proteina-dfb61fbb894f028524bf,60,False,False,0,0,0,0.0008873848710209131
proteina-c309880db528712fe5fb,60,True,True,0,0,0,0.0009109391830861568
proteina-e3ca5a86bc7e68e68d0a,60,True,True,0,0,0,0.0009277099743485451
proteina-97c2ba57dd7cd5809599,60,True,True,0,0,0,0.0009250959847122431
proteina-883efa0bf17f62c254bc,60,True,True,0,0,0,0.0009163690265268087
proteina-a1a9449af20cbef5d55b,60,True,True,0,0,0,0.0009095561690628529
proteina-db8999c6c07e9b217ba3,60,True,True,0,0,0,0.0009348841849714518
proteina-fa6941a00978a008adbd,60,True,True,0,0,0,0.0009117200970649719
proteina-2b19bc28e8a907f73649,60,True,True,0,0,0,0.000924054067581892
proteina-82d23cc4cc45ff6bf270,60,True,True,0,0,0,0.0009094970300793648
proteina-ebb7a0d856886aa5ca26,60,True,True,0,0,0,0.0009387522004544735
proteina-bd8e2a6716aa9ce51b25,60,True,True,0,0,0,0.0009313470218330622
proteina-87f184efd994019a7488,60,True,True,0,0,0,0.0011967250611633062
proteina-4347b9571b2d35f3ed27,60,True,True,0,0,0,0.0009596198797225952
proteina-522dadabf93fddb7b94b,60,True,True,0,0,0,0.0009514051489531994
proteina-52e965d719266d0789f0,60,True,True,0,0,0,0.0009277011267840862
proteina-a98b97dfca62d0dc1bdf,60,True,True,0,0,0,0.0009325791615992785
proteina-1ac25796fd9b1b1945c3,60,True,True,0,0,0,0.0009255369659513235
proteina-ef540def6b3bc71c5f0c,60,True,True,0,0,0,0.0009229709394276142
proteina-358093f528cb1e3aa4dd,60,True,True,0,0,0,0.0009234619792550802
proteina-150ba515b91c07bf1b2c,60,True,True,0,0,0,0.0009149760007858276
proteina-d018cc03cf00a9baaeaf,60,True,True,0,0,0,0.0009163192007690668
proteina-3ecb3e79fc3095fa7c5a,60,True,True,0,0,0,0.0009345831349492073
proteina-010e8a98a203ff0030c4,60,True,True,0,0,0,0.0009282219689339399
proteina-c185c16174b75029f0b7,60,True,True,0,0,0,0.0009293030016124249
proteina-46377aee55f22bc19fae,60,True,True,0,0,0,0.000915186945348978
proteina-eabc38aa8dc647eb8699,60,True,True,0,0,0,0.0009161788038909435
proteina-af5a73ca43204968f539,60,True,True,0,0,0,0.0009169811382889748
proteina-50dc22a9663e55235a47,60,True,True,0,0,0,0.0009130830876529217
proteina-a8d4f0b91f8794606451,60,True,True,0,0,0,0.0009121419861912727
proteina-8b09bb05a236dea90a40,60,True,True,0,0,0,0.0009205769747495651
proteina-31c2d513e54cb76c34ec,60,True,True,0,0,0,0.0009245739784091711
proteina-72d88beef32e4530707c,60,True,True,0,0,0,0.000909165944904089
proteina-d1cfa45ef58504046adf,60,False,False,0,0,0,0.0008788388222455978
proteina-a937fca86ade8074e76d,60,True,True,0,0,0,0.0009275800548493862
proteina-256496726fa520454252,60,False,False,0,0,0,0.0008983348961919546
proteina-6273ab06314362f300b7,60,True,True,0,0,0,0.0009187338873744011
proteina-34c153a239c8c33d56b1,60,True,True,0,0,0,0.000916799996048212
proteina-bd8e71cf7d3dbd099ee0,60,True,True,0,0,0,0.0009135440923273563
proteina-db7d45f4d325a7a85b36,60,False,False,0,0,0,0.0010310139041393995
proteina-e7db037d38535dcc9a5c,60,True,True,0,0,0,0.0009376490488648415
proteina-146e4aeabdf8507c8afa,60,True,True,0,0,0,0.0009183930233120918
proteina-f6abfba9a88b11cdbe55,60,True,True,0,0,0,0.0009137250017374754
proteina-5efcd9c71b5b810f1e6a,60,True,True,0,0,0,0.0009046171326190233
proteina-f92da6dba10d4442d899,60,True,True,0,0,0,0.0019192909821867943
proteina-91b28ca3ffd70c40f66c,60,False,False,0,0,0,0.0014861079398542643
proteina-6fa00a87ef4536baf972,60,False,False,0,0,0,0.0014556010719388723
proteina-939b09ed95e72626f875,60,False,False,0,0,0,0.001463836058974266
proteina-328857d989f2700fd5de,60,True,True,0,0,0,0.0015490360092371702
proteina-1cdd3ab5629f3a778d89,60,True,True,0,0,0,0.0014909380115568638
proteina-8ac839094b34124aadc6,60,True,True,0,0,0,0.001513439929112792
proteina-4aed86bb7fbb6133fda2,60,True,True,0,0,0,0.0014838539063930511
proteina-ff3732a92c22b0a68868,60,True,True,0,0,0,0.0014804170932620764
proteina-b1114d1c05070b4c169d,60,True,True,0,0,0,0.0014960269909352064
proteina-c647dda6c139c1f91d61,60,True,True,0,0,0,0.0014749071560800076
proteina-cd9a5f45a1118cc8df6a,60,True,True,0,0,0,0.001457093982025981
proteina-bfa49cd6b81f017b4a23,60,True,True,0,0,0,0.0014954651705920696
proteina-952dd43b98507da87b0f,60,True,True,0,0,0,0.001486258115619421
proteina-7bb40b757e602d1140c4,60,False,False,0,0,0,0.0014223989564925432
proteina-52389a05fe31d9fa7f0b,60,True,True,0,0,0,0.0015091821551322937
proteina-ea01e4391bf6456f4279,60,True,True,0,0,0,0.0014796059112995863
proteina-a3644447a8274952fcd8,60,True,True,0,0,0,0.0014847060665488243
proteina-3e1c591a21cfd5919a8a,60,True,True,0,0,0,0.0014726030640304089
proteina-80b2ddc8e072fe4ec10b,60,True,True,0,0,0,0.0014871200546622276
proteina-a8544eb911c94eca13cd,60,True,True,0,0,0,0.00150199793279171
proteina-023db65b8b2292a62333,60,True,True,0,0,0,0.0014681951142847538
proteina-c816f3fd986b583e95d4,60,True,True,0,0,0,0.0014725429937243462
proteina-0fca5c911f842dff4c09,60,True,True,0,0,0,0.0014566220343112946
proteina-74840db753043aa4ae85,60,True,True,0,0,0,0.0009778549429029226
proteina-1da07eb464f4feaec558,60,True,True,0,0,0,0.0009678059723228216
proteina-0e32c0fcff99b8649a28,60,True,True,0,0,0,0.000991679960861802
proteina-800e6b3798512bed2dbc,60,True,True,0,0,0,0.000989826861768961
proteina-56bcd3e32df3795e0367,60,True,True,0,0,0,0.0009868419729173183
proteina-5bd13459e72a78e5b009,60,True,True,0,0,0,0.0009830640628933907
proteina-856f5781364db68916e2,60,True,True,0,0,0,0.0009976520668715239
proteina-acc447238320e8010371,60,True,True,0,0,0,0.0009884650353342295
