query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-306303df1bc524e38b01,reference1::foldbench_all__8GOK_A,0.393,0.550,0.106,60,273,4.551E+02,0.55,True,False
proteina-29013dfaa3cdbba3f777,reference1::foldbench_all__8YXI_B,0.333,0.800,0.203,60,212,1.603E+03,0.8,True,False
proteina-7552d94268c86e342d6f,reference1::foldbench_all__8R2C_A,0.368,0.633,0.189,60,169,5.031E+00,0.633,True,False
proteina-7552d94268c86e342d6f,reference1::foldbench_all__7Z1X_A,0.342,0.550,0.074,60,447,4.551E+02,0.55,True,False
proteina-a3644447a8274952fcd8,reference1::foldbench_all__8UXT_A,0.326,0.617,0.029,60,1596,3.498E+01,0.617,True,False
proteina-1dde3009bfe0c21ac609,reference1::foldbench_all__8D2L_A,0.419,0.517,0.026,60,1138,1.834E+01,0.517,True,False
proteina-0c9e7791313762a0ec5a,reference0::denovo_pdb__8kc4_A,0.468,0.533,0.205,60,151,9.607E+00,0.533,True,False
proteina-952e861479e3c5aae428,reference1::foldbench_all__8TAC_A,0.521,0.750,0.657,60,70,4.848E-06,0.75,True,True
proteina-bd8e2a6716aa9ce51b25,reference0::denovo_pdb__5cwc_A,0.324,0.533,0.189,60,196,6.953E+00,0.533,True,False
proteina-bd8e2a6716aa9ce51b25,reference1::foldbench_all__8P8K_B,0.333,0.583,0.087,60,320,1.748E+02,0.583,True,False
proteina-bd8e2a6716aa9ce51b25,reference1::foldbench_all__8QRT_A,0.333,0.583,0.087,60,320,1.748E+02,0.583,True,False
proteina-bd8e2a6716aa9ce51b25,reference0::denovo_pdb__8xyw_A,0.354,0.517,0.210,60,105,3.312E+02,0.517,True,False
proteina-2112cc4e81b434891843,reference0::denovo_pdb__6xt4_A,0.312,0.533,0.136,60,235,1.748E+02,0.533,True,False
proteina-52389a05fe31d9fa7f0b,reference1::foldbench_all__8IXQ_B,0.380,0.650,0.093,60,451,6.666E+01,0.65,True,False
proteina-52e965d719266d0789f0,reference1::foldbench_all__8TAC_A,0.452,0.700,0.600,60,70,1.657E-04,0.7,True,True
proteina-9653614c952e08afa442,reference0::denovo_pdb__9v3a_A,0.550,0.650,0.300,60,120,4.135E-03,0.65,True,False
proteina-f57f285d8433f9b19e52,reference0::denovo_pdb__6egc_A,0.450,0.917,0.401,60,147,1.984E-01,0.917,True,False
proteina-ba7d33661dd7d9237c88,reference0::denovo_pdb__6z2i_A,0.355,0.650,0.268,60,168,1.834E+01,0.65,True,False
proteina-92dff8b654e0efae0912,reference0::denovo_pdb__5cwm_A,0.394,0.633,0.168,60,226,5.031E+00,0.633,True,False
proteina-50439050bbe43f659285,reference0::denovo_pdb__5cwg_A,0.347,0.717,0.236,60,195,1.436E-01,0.717,True,False
proteina-50439050bbe43f659285,reference0::denovo_pdb__5cwc_A,0.347,0.717,0.235,60,196,1.436E-01,0.717,True,False
proteina-6c53c5d3bd50a56fdc27,reference1::foldbench_all__8GJG_A,0.480,0.717,0.270,60,174,5.707E-03,0.717,True,False
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__2wqh_A,0.518,0.833,0.519,60,104,2.883E-08,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8ckr_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8cmq_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__2fo7_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__2hyz_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8bu0_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8ch0_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8cig_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8cqq_A,0.462,0.833,0.199,60,272,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8chy_A,0.462,0.833,0.199,60,272,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__2avp_A,0.450,0.783,0.750,60,68,2.553E-06,0.783,True,True
proteina-31411679c0f0bcaf9e03,reference0::denovo_pdb__8kac_A,0.381,0.867,0.364,60,121,5.231E-01,0.867,True,False
proteina-31411679c0f0bcaf9e03,reference1::foldbench_all__8KAC_A,0.381,0.867,0.341,60,129,5.231E-01,0.867,True,False
