query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm,reference_split
proteina-44c4c429493853996b33,A0A3L7YVP2,9.344E-01,8.915E-01,0.983,0.937,8.952E-01,proteina-44c4c429493853996b33,0.8915,train
proteina-856f5781364db68916e2,A0A3D1ACD6,8.171E-01,8.296E-01,0.967,0.983,7.822E-01,proteina-856f5781364db68916e2,0.8171,train
proteina-bd4ca9b7f7b40fadeb2e,A0A844VXB9,8.779E-01,8.391E-01,0.967,0.921,8.236E-01,proteina-bd4ca9b7f7b40fadeb2e,0.8391,train
proteina-037047723fe6caa0f57f,A0A6M7WYC0,8.254E-01,8.022E-01,1.000,0.968,7.600E-01,proteina-037047723fe6caa0f57f,0.8022,train
proteina-150ba515b91c07bf1b2c,A0A5D2NF31,7.599E-01,7.959E-01,0.917,0.912,7.366E-01,proteina-150ba515b91c07bf1b2c,0.7599,train
proteina-6d6e50ba178f2817362c,A0A7J0AAV9,6.861E-01,7.146E-01,0.983,0.930,6.313E-01,proteina-6d6e50ba178f2817362c,0.6861,train
proteina-a79562e9d794d5f386ee,X6FL47,5.930E-01,8.387E-01,0.767,0.951,6.796E-01,proteina-a79562e9d794d5f386ee,0.593,train
proteina-ca4ebbe07c6b9aedee9e,A0A497II51,8.735E-01,8.871E-01,0.983,1.000,8.439E-01,proteina-ca4ebbe07c6b9aedee9e,0.8735,train
proteina-feadf1b4d75937cb5a8a,A0A1H6SSK8,7.575E-01,7.904E-01,0.950,0.982,7.068E-01,proteina-feadf1b4d75937cb5a8a,0.7575,train
proteina-3ecb3e79fc3095fa7c5a,A0A4D6WSA9,7.088E-01,6.181E-01,0.983,0.887,6.007E-01,proteina-3ecb3e79fc3095fa7c5a,0.6181,train
proteina-992d1f7f5a17d57757d9,A0A2R7RZB4,9.531E-01,9.378E-01,0.983,0.967,9.335E-01,proteina-992d1f7f5a17d57757d9,0.9378,train
proteina-db8999c6c07e9b217ba3,Q98RL6,7.678E-01,7.678E-01,1.000,0.967,7.073E-01,proteina-db8999c6c07e9b217ba3,0.7678,train
proteina-256496726fa520454252,A0A7J4RRF6,6.116E-01,6.821E-01,0.700,0.981,6.055E-01,proteina-256496726fa520454252,0.6116,train
proteina-65e7c45b49e9a42416a8,A0A3C1BFC8,9.134E-01,8.996E-01,1.000,0.984,8.711E-01,proteina-65e7c45b49e9a42416a8,0.8996,train
proteina-d17d2328507537c6f462,A0A0K9GSM1,8.540E-01,8.411E-01,0.967,1.000,8.130E-01,proteina-d17d2328507537c6f462,0.8411,train
proteina-0c9e7791313762a0ec5a,A0A832CMG5,7.290E-01,7.002E-01,1.000,0.952,6.533E-01,proteina-0c9e7791313762a0ec5a,0.7002,train
proteina-6273ab06314362f300b7,A0A6L6H0J9,9.486E-01,9.486E-01,0.967,0.967,9.366E-01,proteina-6273ab06314362f300b7,0.9486,train
proteina-a3644447a8274952fcd8,A0A7G7EQT5,6.008E-01,5.860E-01,1.000,0.952,5.219E-01,proteina-a3644447a8274952fcd8,0.586,train
proteina-dc70e0ef095ae652026a,A0A7T9T838,7.913E-01,7.676E-01,0.867,0.839,7.467E-01,proteina-dc70e0ef095ae652026a,0.7676,train
proteina-42361d9dfd5d856e661b,A0A381ZZW8,8.146E-01,7.397E-01,1.000,0.925,7.279E-01,proteina-42361d9dfd5d856e661b,0.7397,train
proteina-852c4fd43d6737deb3ef,A0A2E0KET6,7.744E-01,7.744E-01,0.950,0.917,7.405E-01,proteina-852c4fd43d6737deb3ef,0.7744,train
proteina-bd8e2a6716aa9ce51b25,A0A0U1P2K6,5.939E-01,5.939E-01,0.933,0.917,5.211E-01,proteina-bd8e2a6716aa9ce51b25,0.5939,train
proteina-fa6941a00978a008adbd,A0A1M4UBG6,8.499E-01,8.771E-01,0.983,1.000,8.311E-01,proteina-fa6941a00978a008adbd,0.8499,train
proteina-34c153a239c8c33d56b1,A0A1F9BUU5,6.879E-01,6.533E-01,1.000,0.969,6.051E-01,proteina-34c153a239c8c33d56b1,0.6533,train
proteina-72182d7a868f116078d5,A0A1L5F471,6.652E-01,6.742E-01,0.983,0.949,6.008E-01,proteina-72182d7a868f116078d5,0.6652,train
proteina-d352a6a11e8f02884e6a,A0A7X1L023,7.981E-01,7.981E-01,1.000,0.983,7.475E-01,proteina-d352a6a11e8f02884e6a,0.7981,train
proteina-19853d1a58d02c4d4496,A0A2E1K0S9,9.076E-01,8.936E-01,0.983,0.967,8.694E-01,proteina-19853d1a58d02c4d4496,0.8936,train
proteina-4f8abad647d9ea5accaa,A0A0A7GE50,9.601E-01,9.157E-01,1.000,0.952,9.214E-01,proteina-4f8abad647d9ea5accaa,0.9157,train
proteina-800e6b3798512bed2dbc,A0A6M0KZN6,6.997E-01,7.107E-01,0.750,0.847,6.773E-01,proteina-800e6b3798512bed2dbc,0.6997,train
proteina-b32fd4be3165db5497ce,A0A7V9AQ06,6.849E-01,6.573E-01,0.950,0.810,6.175E-01,proteina-b32fd4be3165db5497ce,0.6573,train
proteina-ea01e4391bf6456f4279,A0A1F5DI27,8.029E-01,6.649E-01,0.933,0.919,6.974E-01,proteina-ea01e4391bf6456f4279,0.6649,train
proteina-4347b9571b2d35f3ed27,A0A211YPS2,7.921E-01,7.584E-01,0.967,0.952,7.319E-01,proteina-4347b9571b2d35f3ed27,0.7584,train
proteina-826b752d71ce7e75be2b,A0A6H9GTF5,9.157E-01,9.457E-01,0.967,1.000,9.068E-01,proteina-826b752d71ce7e75be2b,0.9157,train
proteina-c7aaf4cab4add3e427d8,A0A0V0PPJ2,6.235E-01,6.158E-01,1.000,0.967,5.487E-01,proteina-c7aaf4cab4add3e427d8,0.6158,train
proteina-efd56b451c6734f2cbe2,A0A497KRG2,8.833E-01,9.436E-01,0.917,1.000,8.904E-01,proteina-efd56b451c6734f2cbe2,0.8833,train
proteina-231eb9ef50ca2b117629,A0A7U3CGL5,8.754E-01,8.887E-01,0.967,0.983,8.314E-01,proteina-231eb9ef50ca2b117629,0.8754,train
proteina-5bd13459e72a78e5b009,A0A6A7N690,8.413E-01,8.542E-01,1.000,0.983,8.034E-01,proteina-5bd13459e72a78e5b009,0.8413,train
proteina-8697fe0bcb4cd39f1ba5,A0A372JYD7,8.002E-01,7.012E-01,1.000,0.857,6.939E-01,proteina-8697fe0bcb4cd39f1ba5,0.7012,train
proteina-a98b97dfca62d0dc1bdf,A0A7C0ZHY0,7.618E-01,7.852E-01,0.967,0.948,7.318E-01,proteina-a98b97dfca62d0dc1bdf,0.7618,train
proteina-f9f144628acce5c33d32,G0ICD3,7.102E-01,7.009E-01,0.983,0.984,6.362E-01,proteina-f9f144628acce5c33d32,0.7009,train
proteina-af5a73ca43204968f539,A0A1T4XK23,7.798E-01,8.163E-01,0.950,0.965,7.561E-01,proteina-af5a73ca43204968f539,0.7798,train
proteina-f70c6f713f585127070f,A0A6L6H0J9,9.754E-01,9.754E-01,1.000,1.000,9.594E-01,proteina-f70c6f713f585127070f,0.9754,train
proteina-2f45d9c13a666a4507b4,A0A7V9S3L7,7.324E-01,7.226E-01,1.000,0.934,6.597E-01,proteina-2f45d9c13a666a4507b4,0.7226,train
proteina-68df0364efd8550a6d6f,A0A7Y2K4I0,5.493E-01,6.339E-01,0.850,0.920,5.329E-01,proteina-68df0364efd8550a6d6f,0.5493,train
proteina-97c2ba57dd7cd5809599,A0A7Y6VVN3,8.450E-01,8.321E-01,0.933,0.918,8.053E-01,proteina-97c2ba57dd7cd5809599,0.8321,train
proteina-da2b278c881a9d614d9c,A0A372LA12,8.018E-01,7.580E-01,0.917,0.953,7.251E-01,proteina-da2b278c881a9d614d9c,0.758,train
proteina-376b8e28cabb532e8cf6,A0A7C1WBT5,8.908E-01,9.511E-01,0.933,1.000,8.936E-01,proteina-376b8e28cabb532e8cf6,0.8908,train
proteina-650dbb2a916bf23b2a88,A0A5R9GTT7,7.027E-01,6.554E-01,0.900,0.985,6.363E-01,proteina-650dbb2a916bf23b2a88,0.6554,train
proteina-adf9dfd789c378fa5efc,A0A1V4G4B0,7.428E-01,6.548E-01,0.983,0.914,6.410E-01,proteina-adf9dfd789c378fa5efc,0.6548,train
proteina-e65860ccbd1853292e5b,U1N8F9,7.363E-01,9.070E-01,0.950,1.000,7.910E-01,proteina-e65860ccbd1853292e5b,0.7363,train
proteina-c816f3fd986b583e95d4,A0A437SDN0,8.496E-01,8.368E-01,0.983,1.000,8.049E-01,proteina-c816f3fd986b583e95d4,0.8368,train
proteina-1ac25796fd9b1b1945c3,A0A1V9K043,8.067E-01,8.189E-01,0.917,0.983,7.675E-01,proteina-1ac25796fd9b1b1945c3,0.8067,train
proteina-51eef3bef1e6f944b7aa,R1CNG7,7.263E-01,6.435E-01,0.883,0.971,6.380E-01,proteina-51eef3bef1e6f944b7aa,0.6435,train
proteina-7afe9e53456a61fa75eb,A0A1Y2JQD8,8.824E-01,7.885E-01,1.000,0.985,7.913E-01,proteina-7afe9e53456a61fa75eb,0.7885,train
proteina-cad555445800b1af3300,X0SRK4,6.711E-01,7.518E-01,0.817,0.943,6.816E-01,proteina-cad555445800b1af3300,0.6711,train
proteina-0b94cbe753b1476280ae,A0A268E5K7,5.882E-01,5.968E-01,0.783,0.780,5.643E-01,proteina-0b94cbe753b1476280ae,0.5882,train
proteina-317db1d06e7c905d42d4,M9LIL7,8.899E-01,8.391E-01,0.983,1.000,8.237E-01,proteina-317db1d06e7c905d42d4,0.8391,train
proteina-7d37c5473c728136b600,A0A6N0NY86,7.324E-01,7.037E-01,1.000,0.968,6.524E-01,proteina-7d37c5473c728136b600,0.7037,train
proteina-acc447238320e8010371,A0A7J0AAV9,8.806E-01,9.243E-01,0.983,1.000,8.745E-01,proteina-acc447238320e8010371,0.8806,train
proteina-ebb7a0d856886aa5ca26,A0A4R3NSE7,8.113E-01,8.502E-01,1.000,0.947,7.932E-01,proteina-ebb7a0d856886aa5ca26,0.8113,train
proteina-f6abfba9a88b11cdbe55,A0A2R7NZ06,8.264E-01,6.715E-01,1.000,0.789,7.012E-01,proteina-f6abfba9a88b11cdbe55,0.6715,train
proteina-3fe41fbd21a9aaa2f84f,A0A166MFB7,8.178E-01,7.740E-01,1.000,0.953,7.380E-01,proteina-3fe41fbd21a9aaa2f84f,0.774,train
proteina-84ec1a186c3e8404ea8d,A0A6G2I843,7.724E-01,8.329E-01,0.900,1.000,7.453E-01,proteina-84ec1a186c3e8404ea8d,0.7724,train
proteina-baa6df85d9f71c21fffa,A0A3B9ZZS9,9.119E-01,8.978E-01,0.983,0.967,8.759E-01,proteina-baa6df85d9f71c21fffa,0.8978,train
proteina-f663703f99e72590d204,M6F823,7.449E-01,8.486E-01,0.967,1.000,7.579E-01,proteina-f663703f99e72590d204,0.7449,train
proteina-31411679c0f0bcaf9e03,A0A837HNF9,7.226E-01,7.520E-01,0.950,1.000,6.536E-01,proteina-31411679c0f0bcaf9e03,0.7226,train
proteina-7bb40b757e602d1140c4,W7X2Q3,8.021E-01,8.399E-01,0.950,0.965,7.754E-01,proteina-7bb40b757e602d1140c4,0.8021,train
proteina-b63b19baa1ffa6a70b4b,A0A5E6Z7D4,8.315E-01,8.857E-01,0.967,0.964,8.177E-01,proteina-b63b19baa1ffa6a70b4b,0.8315,train
proteina-f57f285d8433f9b19e52,R7JF75,7.229E-01,7.906E-01,0.967,0.981,6.993E-01,proteina-f57f285d8433f9b19e52,0.7229,train
proteina-358093f528cb1e3aa4dd,A0A3S6QNR7,8.637E-01,8.637E-01,0.967,0.967,8.298E-01,proteina-358093f528cb1e3aa4dd,0.8637,train
proteina-e7db037d38535dcc9a5c,A0A7C4C559,6.586E-01,6.922E-01,0.950,0.964,5.811E-01,proteina-e7db037d38535dcc9a5c,0.6586,train
proteina-010e8a98a203ff0030c4,A0A0M9YZH5,5.896E-01,5.896E-01,1.000,0.983,5.298E-01,proteina-010e8a98a203ff0030c4,0.5896,train
proteina-40311ac5c2808339abb8,A0A1R3TYY7,5.665E-01,5.591E-01,0.800,0.885,5.098E-01,proteina-40311ac5c2808339abb8,0.5591,train
proteina-7552d94268c86e342d6f,A0A7T8D599,7.461E-01,8.205E-01,0.867,0.963,7.438E-01,proteina-7552d94268c86e342d6f,0.7461,train
proteina-ad1b9d9ce87717e6b322,A0A196QMB6,5.180E-01,4.917E-01,0.900,0.875,4.634E-01,proteina-ad1b9d9ce87717e6b322,0.4917,train
proteina-dfb61fbb894f028524bf,R6XN52,7.938E-01,8.622E-01,0.850,0.964,8.053E-01,proteina-dfb61fbb894f028524bf,0.7938,train
proteina-3d607b3404d48890baf9,A0A1W6CHP7,6.113E-01,5.933E-01,0.883,0.952,5.805E-01,proteina-3d607b3404d48890baf9,0.5933,train
proteina-6c53c5d3bd50a56fdc27,A0A563TXL2,6.780E-01,6.780E-01,1.000,1.000,5.855E-01,proteina-6c53c5d3bd50a56fdc27,0.678,train
proteina-aed534b8f45dfa7d0a3a,A0A536ZXN8,6.947E-01,6.602E-01,0.983,0.953,6.093E-01,proteina-aed534b8f45dfa7d0a3a,0.6602,train
proteina-f2c011c6bd79141e649c,A0A1S8QND8,7.372E-01,7.692E-01,0.983,1.000,6.880E-01,proteina-f2c011c6bd79141e649c,0.7372,train
proteina-7cee97215620e3971d61,A0A426EQG3,7.870E-01,7.561E-01,1.000,0.968,7.022E-01,proteina-7cee97215620e3971d61,0.7561,train
proteina-9b4552044f309f6da941,A0A7V4IVU3,9.213E-01,9.071E-01,0.983,0.967,8.828E-01,proteina-9b4552044f309f6da941,0.9071,train
proteina-c8ff9a5eb1f7622643af,A0A6H0ACP5,8.530E-01,8.530E-01,0.967,1.000,8.095E-01,proteina-c8ff9a5eb1f7622643af,0.853,train
proteina-1459c91ccb370837bd5c,A0A6L6H0J9,9.641E-01,9.641E-01,0.983,0.983,9.513E-01,proteina-1459c91ccb370837bd5c,0.9641,train
proteina-5206a39e06906643c41a,A0A6H9GTF5,8.352E-01,8.618E-01,1.000,0.931,8.124E-01,proteina-5206a39e06906643c41a,0.8352,train
proteina-9286338361e4c727ca5a,A0A1G3C4V1,9.685E-01,9.380E-01,1.000,0.968,9.401E-01,proteina-9286338361e4c727ca5a,0.938,train
proteina-d39ef8442a629ecd78a2,A0A5P9D2X2,9.277E-01,9.137E-01,1.000,0.984,8.823E-01,proteina-d39ef8442a629ecd78a2,0.9137,train
proteina-268de4fd9e7cc2b9ac48,A0A239DN89,6.984E-01,8.048E-01,0.900,0.961,6.990E-01,proteina-268de4fd9e7cc2b9ac48,0.6984,train
proteina-50439050bbe43f659285,A0A815WZZ4,8.501E-01,7.418E-01,1.000,0.843,7.471E-01,proteina-50439050bbe43f659285,0.7418,train
proteina-9587fa2bb26a01c42ab7,A0A7G1JSI1,8.526E-01,8.161E-01,0.983,1.000,7.896E-01,proteina-9587fa2bb26a01c42ab7,0.8161,train
proteina-ce81f330ca0ba86b64f8,A0A661V5U1,9.028E-01,8.889E-01,0.967,0.967,8.651E-01,proteina-ce81f330ca0ba86b64f8,0.8889,train
proteina-f615fe2271b0cee7a105,A0A353MPE3,7.900E-01,7.900E-01,0.967,0.983,7.563E-01,proteina-f615fe2271b0cee7a105,0.79,train
proteina-3c0c7ad96c743ca9ceff,A0A6P0REP1,8.273E-01,8.152E-01,1.000,0.934,7.747E-01,proteina-3c0c7ad96c743ca9ceff,0.8152,train
proteina-56bcd3e32df3795e0367,A0A0F9VUE1,8.146E-01,8.547E-01,0.933,0.930,8.063E-01,proteina-56bcd3e32df3795e0367,0.8146,train
proteina-92dff8b654e0efae0912,A3JSF5,5.195E-01,5.342E-01,1.000,0.879,4.888E-01,proteina-92dff8b654e0efae0912,0.5195,train
proteina-b8daefb32840ea85f9a1,A0A1T4XK23,7.690E-01,8.052E-01,0.983,0.947,7.443E-01,proteina-b8daefb32840ea85f9a1,0.769,train
proteina-ef540def6b3bc71c5f0c,A0A6H1ZHW4,7.825E-01,6.885E-01,1.000,0.986,6.717E-01,proteina-ef540def6b3bc71c5f0c,0.6885,train
proteina-3fbf2d7f71801270b733,A0A097EEQ8,8.041E-01,7.320E-01,1.000,0.955,7.087E-01,proteina-3fbf2d7f71801270b733,0.732,train
proteina-797549a6c6cee7e6f28c,A0A3D2MTI1,8.927E-01,9.209E-01,0.967,1.000,8.651E-01,proteina-797549a6c6cee7e6f28c,0.8927,train
proteina-ba7d33661dd7d9237c88,A0A317IQI2,7.816E-01,7.816E-01,0.933,0.983,7.299E-01,proteina-ba7d33661dd7d9237c88,0.7816,train
proteina-80b2ddc8e072fe4ec10b,A0A7Z0VUS2,8.199E-01,8.077E-01,0.950,0.934,7.745E-01,proteina-80b2ddc8e072fe4ec10b,0.8077,train
proteina-cd4a2e86d4beec2754d7,H2J841,9.059E-01,9.352E-01,0.967,1.000,8.887E-01,proteina-cd4a2e86d4beec2754d7,0.9059,train
proteina-0f8174049a93741aed26,A0A1V5RRS3,6.229E-01,6.150E-01,0.967,0.934,5.497E-01,proteina-0f8174049a93741aed26,0.615,train
proteina-4a5e0371cc7f27192b50,A0A6L6H0J9,7.519E-01,7.519E-01,0.783,0.817,7.349E-01,proteina-4a5e0371cc7f27192b50,0.7519,train
proteina-6fa00a87ef4536baf972,A0A5C7F2N2,7.620E-01,7.620E-01,0.917,0.983,7.079E-01,proteina-6fa00a87ef4536baf972,0.762,train
proteina-adb3bf0e89d8640640ae,A0A2A2V4Z3,7.280E-01,7.012E-01,1.000,0.968,6.309E-01,proteina-adb3bf0e89d8640640ae,0.7012,train
proteina-e3ca5a86bc7e68e68d0a,A6NZH1,6.010E-01,6.177E-01,0.967,0.862,5.516E-01,proteina-e3ca5a86bc7e68e68d0a,0.601,train
proteina-31c2d513e54cb76c34ec,A0A0A2AC22,6.471E-01,6.376E-01,0.733,0.738,6.067E-01,proteina-31c2d513e54cb76c34ec,0.6376,train
proteina-789fadb1a7fd709e222a,A0A4Q3VBN4,9.198E-01,8.922E-01,1.000,0.968,8.734E-01,proteina-789fadb1a7fd709e222a,0.8922,train
proteina-a1a9449af20cbef5d55b,A0A497II51,8.571E-01,8.707E-01,0.983,0.983,8.343E-01,proteina-a1a9449af20cbef5d55b,0.8571,train
proteina-29013dfaa3cdbba3f777,A0A2N2BAF3,8.145E-01,8.031E-01,0.983,0.984,7.469E-01,proteina-29013dfaa3cdbba3f777,0.8031,train
proteina-73739c207cc72ef6395e,A0A2T5BVA7,8.941E-01,9.223E-01,0.983,1.000,8.657E-01,proteina-73739c207cc72ef6395e,0.8941,train
proteina-8da4da18773613a1d5b6,D5ZXG4,7.350E-01,7.242E-01,0.967,0.967,6.935E-01,proteina-8da4da18773613a1d5b6,0.7242,train
proteina-be812d09f06a778795dc,A0A5D0X9H4,9.421E-01,9.272E-01,0.983,0.967,9.173E-01,proteina-be812d09f06a778795dc,0.9272,train
proteina-e3417958656e3e318797,K6TB37,9.314E-01,9.314E-01,0.983,0.983,9.005E-01,proteina-e3417958656e3e318797,0.9314,train
proteina-30cbe0107d2eb4cb19f7,A0A0F8Z5X8,7.629E-01,7.629E-01,0.983,1.000,6.957E-01,proteina-30cbe0107d2eb4cb19f7,0.7629,train
proteina-66699433c91ba3975fa1,A0A1G9WA76,8.431E-01,8.075E-01,1.000,0.968,7.767E-01,proteina-66699433c91ba3975fa1,0.8075,train
proteina-8c734fd5b292eae61249,A0A450TZD6,8.955E-01,8.955E-01,0.950,0.967,8.647E-01,proteina-8c734fd5b292eae61249,0.8955,train
proteina-bfa49cd6b81f017b4a23,W7X2Q3,8.016E-01,8.402E-01,1.000,0.982,7.834E-01,proteina-bfa49cd6b81f017b4a23,0.8016,train
proteina-0fca5c911f842dff4c09,A0A2A5EFH1,7.574E-01,7.685E-01,0.967,0.983,7.071E-01,proteina-0fca5c911f842dff4c09,0.7574,train
proteina-d4198b8cfb9deadde71e,A0A2E4Q6J0,5.859E-01,5.716E-01,0.867,0.984,5.108E-01,proteina-d4198b8cfb9deadde71e,0.5716,train
proteina-2512a305180d1b13b75b,A0A5Q4G5I9,7.573E-01,7.465E-01,0.983,0.934,7.034E-01,proteina-2512a305180d1b13b75b,0.7465,train
proteina-58d4a30264dd8a0a294f,D0W4H5,6.495E-01,7.245E-01,0.783,0.849,6.439E-01,proteina-58d4a30264dd8a0a294f,0.6495,train
proteina-87f184efd994019a7488,A0A1H6WGS1,7.717E-01,7.944E-01,1.000,0.983,7.226E-01,proteina-87f184efd994019a7488,0.7717,train
proteina-db6ea7aed2ffbb245da5,A0A7U6B6R5,7.743E-01,7.525E-01,1.000,0.871,7.112E-01,proteina-db6ea7aed2ffbb245da5,0.7525,train
proteina-0ad4e06eb8708b60b6bb,A0A4P8PW01,8.455E-01,7.892E-01,1.000,0.969,7.588E-01,proteina-0ad4e06eb8708b60b6bb,0.7892,train
proteina-650868d686b61ac7f63a,A0A7T7V0G9,9.350E-01,7.966E-01,1.000,0.887,8.418E-01,proteina-650868d686b61ac7f63a,0.7966,train
proteina-a09b6e52dfd6db427fac,A0A2G2K4D5,8.841E-01,7.773E-01,1.000,0.841,7.954E-01,proteina-a09b6e52dfd6db427fac,0.7773,train
proteina-d766ac850391ed1bc069,A0A559IWA2,9.171E-01,9.171E-01,1.000,1.000,8.792E-01,proteina-d766ac850391ed1bc069,0.9171,train
proteina-1da07eb464f4feaec558,A0A2A5EFH1,7.593E-01,7.706E-01,0.933,0.932,7.188E-01,proteina-1da07eb464f4feaec558,0.7593,train
proteina-10be568a74b5668c56f8,J3E3A1,9.514E-01,9.514E-01,1.000,1.000,9.205E-01,proteina-10be568a74b5668c56f8,0.9514,train
proteina-599f4977b7a2be1ea429,A0A849RTM9,6.668E-01,6.668E-01,0.817,0.817,6.381E-01,proteina-599f4977b7a2be1ea429,0.6668,train
proteina-ba2f06df41ceced574f6,A0A443XMY7,8.924E-01,8.654E-01,0.983,1.000,8.488E-01,proteina-ba2f06df41ceced574f6,0.8654,train
proteina-0f89d0912645abf27be7,A0A1L5FBX1,7.843E-01,7.418E-01,0.983,0.969,7.101E-01,proteina-0f89d0912645abf27be7,0.7418,train
proteina-629b0e58b2fffbb8cd35,A0A6G4RBM3,5.638E-01,5.638E-01,0.583,0.583,5.577E-01,proteina-629b0e58b2fffbb8cd35,0.5638,train
proteina-a260f273e112bbfeb9e7,A0A0B8NZ04,8.328E-01,8.450E-01,1.000,0.983,7.800E-01,proteina-a260f273e112bbfeb9e7,0.8328,train
proteina-049ca75d2885de43fbdd,R9H5H6,7.683E-01,6.693E-01,1.000,0.845,6.523E-01,proteina-049ca75d2885de43fbdd,0.6693,train
proteina-61da3b49e07a66daed11,A0A4S1XIG5,9.483E-01,9.054E-01,1.000,1.000,9.004E-01,proteina-61da3b49e07a66daed11,0.9054,train
proteina-a8d4f0b91f8794606451,A0A6H9GTF5,8.567E-01,8.834E-01,0.950,0.983,8.265E-01,proteina-a8d4f0b91f8794606451,0.8567,train
proteina-f53d8bc909a7707c3ee5,A0A3N5JXI6,7.818E-01,7.209E-01,0.933,1.000,6.941E-01,proteina-f53d8bc909a7707c3ee5,0.7209,train
proteina-5310c921b749d5f3ba7c,A0A381GL03,6.623E-01,6.463E-01,1.000,0.968,5.747E-01,proteina-5310c921b749d5f3ba7c,0.6463,train
proteina-c289e75b49d1dc8ccd73,A0A7C7ECU5,9.283E-01,9.434E-01,0.983,1.000,9.158E-01,proteina-c289e75b49d1dc8ccd73,0.9283,train
