range,cut,n_candidate,n_true,value,dataset,stem,eval_set,L
short,R,2955,79,0.7974683544303798,foldbench_monomer,8azb_A,eval-val,521
short,AUC,2955,79,0.9953565958345804,foldbench_monomer,8azb_A,eval-val,521
medium,L,5802,105,0.20153550863723607,foldbench_monomer,8azb_A,eval-val,521
medium,L/2,5802,105,0.40384615384615385,foldbench_monomer,8azb_A,eval-val,521
medium,L/5,5802,105,0.7596153846153846,foldbench_monomer,8azb_A,eval-val,521
medium,R,5802,105,0.7619047619047619,foldbench_monomer,8azb_A,eval-val,521
medium,AUC,5802,105,0.9969942409120923,foldbench_monomer,8azb_A,eval-val,521
long,L,114003,403,0.6525911708253359,foldbench_monomer,8azb_A,eval-val,521
long,L/2,114003,403,0.8884615384615384,foldbench_monomer,8azb_A,eval-val,521
long,L/5,114003,403,0.9807692307692307,foldbench_monomer,8azb_A,eval-val,521
long,R,114003,403,0.7419354838709677,foldbench_monomer,8azb_A,eval-val,521
long,AUC,114003,403,0.9977434645091392,foldbench_monomer,8azb_A,eval-val,521
all,L,115921,590,0.7620967741935484,foldbench_monomer,8f9o_A,eval-test,496
all,L/2,115921,590,0.9112903225806451,foldbench_monomer,8f9o_A,eval-test,496
all,L/5,115921,590,0.9797979797979798,foldbench_monomer,8f9o_A,eval-test,496
all,R,115921,590,0.6864406779661016,foldbench_monomer,8f9o_A,eval-test,496
all,AUC,115921,590,0.9939345103827172,foldbench_monomer,8f9o_A,eval-test,496
short,L,2871,65,0.12701612903225806,foldbench_monomer,8f9o_A,eval-test,496
short,L/2,2871,65,0.24193548387096775,foldbench_monomer,8f9o_A,eval-test,496
short,L/5,2871,65,0.494949494949495,foldbench_monomer,8f9o_A,eval-test,496
short,R,2871,65,0.6307692307692307,foldbench_monomer,8f9o_A,eval-test,496
short,AUC,2871,65,0.9737321125061681,foldbench_monomer,8f9o_A,eval-test,496
medium,L,5634,97,0.1875,foldbench_monomer,8f9o_A,eval-test,496
medium,L/2,5634,97,0.3548387096774194,foldbench_monomer,8f9o_A,eval-test,496
medium,L/5,5634,97,0.7272727272727273,foldbench_monomer,8f9o_A,eval-test,496
medium,R,5634,97,0.7319587628865979,foldbench_monomer,8f9o_A,eval-test,496
medium,AUC,5634,97,0.9848889104040485,foldbench_monomer,8f9o_A,eval-test,496
long,L,107416,428,0.6189516129032258,foldbench_monomer,8f9o_A,eval-test,496
long,L/2,107416,428,0.8508064516129032,foldbench_monomer,8f9o_A,eval-test,496
long,L/5,107416,428,0.9494949494949495,foldbench_monomer,8f9o_A,eval-test,496
long,R,107416,428,0.677570093457944,foldbench_monomer,8f9o_A,eval-test,496
long,AUC,107416,428,0.9951622009141387,foldbench_monomer,8f9o_A,eval-test,496
all,L,101484,399,0.6794055201698513,foldbench_monomer,8jdg_A,eval-test,471
all,L/2,101484,399,0.8851063829787233,foldbench_monomer,8jdg_A,eval-test,471
all,L/5,101484,399,0.9893617021276596,foldbench_monomer,8jdg_A,eval-test,471
all,R,101484,399,0.7493734335839599,foldbench_monomer,8jdg_A,eval-test,471
all,AUC,101484,399,0.9975573300367702,foldbench_monomer,8jdg_A,eval-test,471
short,L,2673,50,0.10615711252653928,foldbench_monomer,8jdg_A,eval-test,471
short,L/2,2673,50,0.20851063829787234,foldbench_monomer,8jdg_A,eval-test,471
short,L/5,2673,50,0.4787234042553192,foldbench_monomer,8jdg_A,eval-test,471
short,R,2673,50,0.76,foldbench_monomer,8jdg_A,eval-test,471
short,AUC,2673,50,0.9942279832253145,foldbench_monomer,8jdg_A,eval-test,471
medium,L,5238,67,0.14225053078556263,foldbench_monomer,8jdg_A,eval-test,471
medium,L/2,5238,67,0.2851063829787234,foldbench_monomer,8jdg_A,eval-test,471
medium,L/5,5238,67,0.648936170212766,foldbench_monomer,8jdg_A,eval-test,471
medium,R,5238,67,0.746268656716418,foldbench_monomer,8jdg_A,eval-test,471
medium,AUC,5238,67,0.9973993886687236,foldbench_monomer,8jdg_A,eval-test,471
long,L,93573,282,0.5329087048832272,foldbench_monomer,8jdg_A,eval-test,471
long,L/2,93573,282,0.7914893617021277,foldbench_monomer,8jdg_A,eval-test,471
long,L/5,93573,282,0.9574468085106383,foldbench_monomer,8jdg_A,eval-test,471
long,R,93573,282,0.7446808510638298,foldbench_monomer,8jdg_A,eval-test,471
long,AUC,93573,282,0.997383577703291,foldbench_monomer,8jdg_A,eval-test,471
all,L,96580,510,0.5865168539325842,foldbench_monomer,8re3_A,eval-test,445
all,L/2,96580,510,0.7747747747747747,foldbench_monomer,8re3_A,eval-test,445
all,L/5,96580,510,0.9213483146067416,foldbench_monomer,8re3_A,eval-test,445
all,R,96580,510,0.5411764705882353,foldbench_monomer,8re3_A,eval-test,445
all,AUC,96580,510,0.9853226915831389,foldbench_monomer,8re3_A,eval-test,445
short,L,2619,65,0.13258426966292136,foldbench_monomer,8re3_A,eval-test,445
short,L/2,2619,65,0.22522522522522523,foldbench_monomer,8re3_A,eval-test,445
short,L/5,2619,65,0.4157303370786517,foldbench_monomer,8re3_A,eval-test,445
short,R,2619,65,0.5076923076923077,foldbench_monomer,8re3_A,eval-test,445
short,AUC,2619,65,0.945714113607614,foldbench_monomer,8re3_A,eval-test,445
medium,L,5130,62,0.1146067415730337,foldbench_monomer,8re3_A,eval-test,445
medium,L/2,5130,62,0.2072072072072072,foldbench_monomer,8re3_A,eval-test,445
medium,L/5,5130,62,0.3595505617977528,foldbench_monomer,8re3_A,eval-test,445
medium,R,5130,62,0.46774193548387094,foldbench_monomer,8re3_A,eval-test,445
medium,AUC,5130,62,0.9694127606487257,foldbench_monomer,8re3_A,eval-test,445
long,L,88831,383,0.5168539325842697,foldbench_monomer,8re3_A,eval-test,445
long,L/2,88831,383,0.7387387387387387,foldbench_monomer,8re3_A,eval-test,445
long,L/5,88831,383,0.9101123595505618,foldbench_monomer,8re3_A,eval-test,445
long,R,88831,383,0.5639686684073107,foldbench_monomer,8re3_A,eval-test,445
long,AUC,88831,383,0.9869524758598995,foldbench_monomer,8re3_A,eval-test,445
all,L,66445,327,0.6313253012048192,foldbench_monomer,8spc_A,eval-test,415
all,L/2,66445,327,0.8695652173913043,foldbench_monomer,8spc_A,eval-test,415
all,L/5,66445,327,0.9518072289156626,foldbench_monomer,8spc_A,eval-test,415
all,R,66445,327,0.7186544342507645,foldbench_monomer,8spc_A,eval-test,415
all,AUC,66445,327,0.9977657867367702,foldbench_monomer,8spc_A,eval-test,415
short,L,2118,45,0.10843373493975904,foldbench_monomer,8spc_A,eval-test,415
short,L/2,2118,45,0.21739130434782608,foldbench_monomer,8spc_A,eval-test,415
short,L/5,2118,45,0.4939759036144578,foldbench_monomer,8spc_A,eval-test,415
short,R,2118,45,0.7777777777777778,foldbench_monomer,8spc_A,eval-test,415
short,AUC,2118,45,0.9935359382537385,foldbench_monomer,8spc_A,eval-test,415
medium,L,4065,33,0.07710843373493977,foldbench_monomer,8spc_A,eval-test,415
medium,L/2,4065,33,0.15458937198067632,foldbench_monomer,8spc_A,eval-test,415
medium,L/5,4065,33,0.3253012048192771,foldbench_monomer,8spc_A,eval-test,415
medium,R,4065,33,0.5757575757575758,foldbench_monomer,8spc_A,eval-test,415
medium,AUC,4065,33,0.9823758417508418,foldbench_monomer,8spc_A,eval-test,415
long,L,60262,249,0.5421686746987951,foldbench_monomer,8spc_A,eval-test,415
long,L/2,60262,249,0.7874396135265701,foldbench_monomer,8spc_A,eval-test,415
long,L/5,60262,249,0.9518072289156626,foldbench_monomer,8spc_A,eval-test,415
long,R,60262,249,0.7309236947791165,foldbench_monomer,8spc_A,eval-test,415
long,AUC,60262,249,0.9988604209382479,foldbench_monomer,8spc_A,eval-test,415
all,L,72010,362,0.6917293233082706,foldbench_monomer,8amo_A,eval-val,399
all,L/2,72010,362,0.914572864321608,foldbench_monomer,8amo_A,eval-val,399
all,L/5,72010,362,0.9873417721518988,foldbench_monomer,8amo_A,eval-val,399
all,R,72010,362,0.7265193370165746,foldbench_monomer,8amo_A,eval-val,399
all,AUC,72010,362,0.9973301603110604,foldbench_monomer,8amo_A,eval-val,399
short,L,2259,44,0.11027568922305764,foldbench_monomer,8amo_A,eval-val,399
short,L/2,2259,44,0.22110552763819097,foldbench_monomer,8amo_A,eval-val,399
short,L/5,2259,44,0.5443037974683544,foldbench_monomer,8amo_A,eval-val,399
short,R,2259,44,0.75,foldbench_monomer,8amo_A,eval-val,399
short,AUC,2259,44,0.9967217319926124,foldbench_monomer,8amo_A,eval-val,399
medium,L,4410,59,0.14786967418546365,foldbench_monomer,8amo_A,eval-val,399
medium,L/2,4410,59,0.2914572864321608,foldbench_monomer,8amo_A,eval-val,399
medium,L/5,4410,59,0.6708860759493671,foldbench_monomer,8amo_A,eval-val,399
medium,R,4410,59,0.7627118644067796,foldbench_monomer,8amo_A,eval-val,399
medium,AUC,4410,59,0.9973004452512378,foldbench_monomer,8amo_A,eval-val,399
long,L,65341,259,0.5488721804511278,foldbench_monomer,8amo_A,eval-val,399
long,L/2,65341,259,0.7738693467336684,foldbench_monomer,8amo_A,eval-val,399
long,L/5,65341,259,0.9620253164556962,foldbench_monomer,8amo_A,eval-val,399
long,R,65341,259,0.7142857142857143,foldbench_monomer,8amo_A,eval-val,399
long,AUC,65341,259,0.9971201759253755,foldbench_monomer,8amo_A,eval-val,399
all,L,66430,395,0.7771883289124668,foldbench_monomer,8dqd_A,eval-val,377
all,L/2,66430,395,0.9521276595744681,foldbench_monomer,8dqd_A,eval-val,377
all,L/5,66430,395,1.0,foldbench_monomer,8dqd_A,eval-val,377
all,R,66430,395,0.7544303797468355,foldbench_monomer,8dqd_A,eval-val,377
all,AUC,66430,395,0.9949293096392112,foldbench_monomer,8dqd_A,eval-val,377
short,L,2169,46,0.11671087533156499,foldbench_monomer,8dqd_A,eval-val,377
short,L/2,2169,46,0.23404255319148937,foldbench_monomer,8dqd_A,eval-val,377
short,L/5,2169,46,0.5333333333333333,foldbench_monomer,8dqd_A,eval-val,377
short,R,2169,46,0.8043478260869565,foldbench_monomer,8dqd_A,eval-val,377
short,AUC,2169,46,0.9654713387536096,foldbench_monomer,8dqd_A,eval-val,377
medium,L,4230,73,0.19363395225464192,foldbench_monomer,8dqd_A,eval-val,377
medium,L/2,4230,73,0.3829787234042553,foldbench_monomer,8dqd_A,eval-val,377
medium,L/5,4230,73,0.72,foldbench_monomer,8dqd_A,eval-val,377
medium,R,4230,73,0.726027397260274,foldbench_monomer,8dqd_A,eval-val,377
medium,AUC,4230,73,0.9962037955453912,foldbench_monomer,8dqd_A,eval-val,377
long,L,60031,276,0.6259946949602122,foldbench_monomer,8dqd_A,eval-val,377
long,L/2,60031,276,0.898936170212766,foldbench_monomer,8dqd_A,eval-val,377
long,L/5,60031,276,0.9866666666666667,foldbench_monomer,8dqd_A,eval-val,377
long,R,60031,276,0.7536231884057971,foldbench_monomer,8dqd_A,eval-val,377
long,AUC,60031,276,0.9967769357727629,foldbench_monomer,8dqd_A,eval-val,377
all,L,51696,335,0.06906077348066299,foldbench_monomer,8g32_A,eval-test,362
all,L/2,51696,335,0.07734806629834254,foldbench_monomer,8g32_A,eval-test,362
all,L/5,51696,335,0.1111111111111111,foldbench_monomer,8g32_A,eval-test,362
all,R,51696,335,0.06865671641791045,foldbench_monomer,8g32_A,eval-test,362
all,AUC,51696,335,0.7645103564554905,foldbench_monomer,8g32_A,eval-test,362
short,L,1860,33,0.052486187845303865,foldbench_monomer,8g32_A,eval-test,362
short,L/2,1860,33,0.07734806629834254,foldbench_monomer,8g32_A,eval-test,362
short,L/5,1860,33,0.09722222222222222,foldbench_monomer,8g32_A,eval-test,362
short,R,1860,33,0.12121212121212122,foldbench_monomer,8g32_A,eval-test,362
short,AUC,1860,33,0.7977807632980047,foldbench_monomer,8g32_A,eval-test,362
medium,L,3519,40,0.058011049723756904,foldbench_monomer,8g32_A,eval-test,362
medium,L/2,3519,40,0.06077348066298342,foldbench_monomer,8g32_A,eval-test,362
medium,L/5,3519,40,0.08333333333333333,foldbench_monomer,8g32_A,eval-test,362
medium,R,3519,40,0.075,foldbench_monomer,8g32_A,eval-test,362
medium,AUC,3519,40,0.8300086231675768,foldbench_monomer,8g32_A,eval-test,362
long,L,46317,262,0.03038674033149171,foldbench_monomer,8g32_A,eval-test,362
long,L/2,46317,262,0.03314917127071823,foldbench_monomer,8g32_A,eval-test,362
long,L/5,46317,262,0.027777777777777776,foldbench_monomer,8g32_A,eval-test,362
long,R,46317,262,0.030534351145038167,foldbench_monomer,8g32_A,eval-test,362
long,AUC,46317,262,0.7417296445255881,foldbench_monomer,8g32_A,eval-test,362
all,L,59340,407,0.6798866855524079,foldbench_monomer,8x7c_A,eval-test,353
all,L/2,59340,407,0.9090909090909091,foldbench_monomer,8x7c_A,eval-test,353
all,L/5,59340,407,0.9714285714285714,foldbench_monomer,8x7c_A,eval-test,353
all,R,59340,407,0.628992628992629,foldbench_monomer,8x7c_A,eval-test,353
all,AUC,59340,407,0.966332504104211,foldbench_monomer,8x7c_A,eval-test,353
short,L,2049,48,0.1274787535410765,foldbench_monomer,8x7c_A,eval-test,353
short,L/2,2049,48,0.23295454545454544,foldbench_monomer,8x7c_A,eval-test,353
short,L/5,2049,48,0.4714285714285714,foldbench_monomer,8x7c_A,eval-test,353
short,R,2049,48,0.5833333333333334,foldbench_monomer,8x7c_A,eval-test,353
short,AUC,2049,48,0.9619148758953857,foldbench_monomer,8x7c_A,eval-test,353
medium,L,3990,45,0.12464589235127478,foldbench_monomer,8x7c_A,eval-test,353
medium,L/2,3990,45,0.25,foldbench_monomer,8x7c_A,eval-test,353
medium,L/5,3990,45,0.4714285714285714,foldbench_monomer,8x7c_A,eval-test,353
medium,R,3990,45,0.7111111111111111,foldbench_monomer,8x7c_A,eval-test,353
medium,AUC,3990,45,0.9926094916208985,foldbench_monomer,8x7c_A,eval-test,353
long,L,53301,314,0.5920679886685553,foldbench_monomer,8x7c_A,eval-test,353
long,L/2,53301,314,0.8409090909090909,foldbench_monomer,8x7c_A,eval-test,353
long,L/5,53301,314,0.9714285714285714,foldbench_monomer,8x7c_A,eval-test,353
long,R,53301,314,0.6305732484076433,foldbench_monomer,8x7c_A,eval-test,353
long,AUC,53301,314,0.9618069700788283,foldbench_monomer,8x7c_A,eval-test,353
all,L,40231,240,0.08383233532934131,foldbench_monomer,8bux_A,eval-val,334
all,L/2,40231,240,0.08982035928143713,foldbench_monomer,8bux_A,eval-val,334
all,L/5,40231,240,0.12121212121212122,foldbench_monomer,8bux_A,eval-val,334
all,R,40231,240,0.08333333333333333,foldbench_monomer,8bux_A,eval-val,334
all,AUC,40231,240,0.8054796704258458,foldbench_monomer,8bux_A,eval-val,334
short,L,1554,27,0.0718562874251497,foldbench_monomer,8bux_A,eval-val,334
short,L/2,1554,27,0.09580838323353294,foldbench_monomer,8bux_A,eval-val,334
short,L/5,1554,27,0.16666666666666666,foldbench_monomer,8bux_A,eval-val,334
short,R,1554,27,0.2222222222222222,foldbench_monomer,8bux_A,eval-val,334
short,AUC,1554,27,0.8707463193383299,foldbench_monomer,8bux_A,eval-val,334
medium,L,2938,36,0.06287425149700598,foldbench_monomer,8bux_A,eval-val,334
medium,L/2,2938,36,0.04790419161676647,foldbench_monomer,8bux_A,eval-val,334
medium,L/5,2938,36,0.06060606060606061,foldbench_monomer,8bux_A,eval-val,334
medium,R,2938,36,0.05555555555555555,foldbench_monomer,8bux_A,eval-val,334
medium,AUC,2938,36,0.8130838885060111,foldbench_monomer,8bux_A,eval-val,334
long,L,35739,177,0.05389221556886228,foldbench_monomer,8bux_A,eval-val,334
long,L/2,35739,177,0.059880239520958084,foldbench_monomer,8bux_A,eval-val,334
long,L/5,35739,177,0.045454545454545456,foldbench_monomer,8bux_A,eval-val,334
long,R,35739,177,0.05649717514124294,foldbench_monomer,8bux_A,eval-val,334
long,AUC,35739,177,0.7854989948326103,foldbench_monomer,8bux_A,eval-val,334
all,L,45150,312,0.7033639143730887,foldbench_monomer,8d2z_A,eval-val,327
all,L/2,45150,312,0.9263803680981595,foldbench_monomer,8d2z_A,eval-val,327
all,L/5,45150,312,0.9692307692307692,foldbench_monomer,8d2z_A,eval-val,327
all,R,45150,312,0.7243589743589743,foldbench_monomer,8d2z_A,eval-val,327
all,AUC,45150,312,0.9882222725458374,foldbench_monomer,8d2z_A,eval-val,327
short,L,1785,49,0.14984709480122324,foldbench_monomer,8d2z_A,eval-val,327
short,L/2,1785,49,0.294478527607362,foldbench_monomer,8d2z_A,eval-val,327
short,L/5,1785,49,0.6153846153846154,foldbench_monomer,8d2z_A,eval-val,327
short,R,1785,49,0.7346938775510204,foldbench_monomer,8d2z_A,eval-val,327
short,AUC,1785,49,0.9923822063387567,foldbench_monomer,8d2z_A,eval-val,327
medium,L,3462,52,0.15902140672782875,foldbench_monomer,8d2z_A,eval-val,327
medium,L/2,3462,52,0.3128834355828221,foldbench_monomer,8d2z_A,eval-val,327
medium,L/5,3462,52,0.6461538461538462,foldbench_monomer,8d2z_A,eval-val,327
medium,R,3462,52,0.7115384615384616,foldbench_monomer,8d2z_A,eval-val,327
medium,AUC,3462,52,0.9951782088878863,foldbench_monomer,8d2z_A,eval-val,327
long,L,39903,211,0.5229357798165137,foldbench_monomer,8d2z_A,eval-val,327
long,L/2,39903,211,0.8404907975460123,foldbench_monomer,8d2z_A,eval-val,327
long,L/5,39903,211,0.9692307692307692,foldbench_monomer,8d2z_A,eval-val,327
long,R,39903,211,0.7203791469194313,foldbench_monomer,8d2z_A,eval-val,327
long,AUC,39903,211,0.9850804989891359,foldbench_monomer,8d2z_A,eval-val,327
all,L,27296,258,0.609375,foldbench_monomer,8j2n_A,eval-test,320
all,L/2,27296,258,0.875,foldbench_monomer,8j2n_A,eval-test,320
all,L/5,27296,258,0.953125,foldbench_monomer,8j2n_A,eval-test,320
all,R,27296,258,0.6976744186046512,foldbench_monomer,8j2n_A,eval-test,320
all,AUC,27296,258,0.9918766352953724,foldbench_monomer,8j2n_A,eval-test,320
short,L,1275,23,0.071875,foldbench_monomer,8j2n_A,eval-test,320
short,L/2,1275,23,0.14375,foldbench_monomer,8j2n_A,eval-test,320
short,L/5,1275,23,0.328125,foldbench_monomer,8j2n_A,eval-test,320
short,R,1275,23,0.5652173913043478,foldbench_monomer,8j2n_A,eval-test,320
short,AUC,1275,23,0.9906931518266425,foldbench_monomer,8j2n_A,eval-test,320
medium,L,2304,30,0.09375,foldbench_monomer,8j2n_A,eval-test,320
medium,L/2,2304,30,0.1875,foldbench_monomer,8j2n_A,eval-test,320
medium,L/5,2304,30,0.421875,foldbench_monomer,8j2n_A,eval-test,320
medium,R,2304,30,0.6666666666666666,foldbench_monomer,8j2n_A,eval-test,320
medium,AUC,2304,30,0.995646437994723,foldbench_monomer,8j2n_A,eval-test,320
long,L,23717,205,0.528125,foldbench_monomer,8j2n_A,eval-test,320
long,L/2,23717,205,0.8125,foldbench_monomer,8j2n_A,eval-test,320
long,L/5,23717,205,0.921875,foldbench_monomer,8j2n_A,eval-test,320
long,R,23717,205,0.7024390243902439,foldbench_monomer,8j2n_A,eval-test,320
long,AUC,23717,205,0.9914690163403845,foldbench_monomer,8j2n_A,eval-test,320
all,L,43956,299,0.6854304635761589,foldbench_monomer,8daj_A,eval-val,302
all,L/2,43956,299,0.9403973509933775,foldbench_monomer,8daj_A,eval-val,302
all,L/5,43956,299,0.9833333333333333,foldbench_monomer,8daj_A,eval-val,302
all,R,43956,299,0.6889632107023411,foldbench_monomer,8daj_A,eval-val,302
all,AUC,43956,299,0.9936887532277883,foldbench_monomer,8daj_A,eval-val,302
short,L,1761,32,0.10596026490066225,foldbench_monomer,8daj_A,eval-val,302
short,L/2,1761,32,0.1986754966887417,foldbench_monomer,8daj_A,eval-val,302
short,L/5,1761,32,0.43333333333333335,foldbench_monomer,8daj_A,eval-val,302
short,R,1761,32,0.65625,foldbench_monomer,8daj_A,eval-val,302
short,AUC,1761,32,0.9879446211683054,foldbench_monomer,8daj_A,eval-val,302
medium,L,3414,52,0.152317880794702,foldbench_monomer,8daj_A,eval-val,302
medium,L/2,3414,52,0.26490066225165565,foldbench_monomer,8daj_A,eval-val,302
medium,L/5,3414,52,0.5666666666666667,foldbench_monomer,8daj_A,eval-val,302
medium,R,3414,52,0.6346153846153846,foldbench_monomer,8daj_A,eval-val,302
medium,AUC,3414,52,0.9792362604676703,foldbench_monomer,8daj_A,eval-val,302
long,L,38781,215,0.543046357615894,foldbench_monomer,8daj_A,eval-val,302
long,L/2,38781,215,0.8543046357615894,foldbench_monomer,8daj_A,eval-val,302
long,L/5,38781,215,0.9833333333333333,foldbench_monomer,8daj_A,eval-val,302
long,R,38781,215,0.7069767441860465,foldbench_monomer,8daj_A,eval-val,302
long,AUC,38781,215,0.995317721718974,foldbench_monomer,8daj_A,eval-val,302
all,L,36058,272,0.5174825174825175,foldbench_monomer,8tw1_A,eval-test,286
all,L/2,36058,272,0.7552447552447552,foldbench_monomer,8tw1_A,eval-test,286
all,L/5,36058,272,0.9122807017543859,foldbench_monomer,8tw1_A,eval-test,286
all,R,36058,272,0.5367647058823529,foldbench_monomer,8tw1_A,eval-test,286
all,AUC,36058,272,0.9654923281697411,foldbench_monomer,8tw1_A,eval-test,286
short,L,1575,41,0.13286713286713286,foldbench_monomer,8tw1_A,eval-test,286
short,L/2,1575,41,0.24475524475524477,foldbench_monomer,8tw1_A,eval-test,286
short,L/5,1575,41,0.543859649122807,foldbench_monomer,8tw1_A,eval-test,286
short,R,1575,41,0.7317073170731707,foldbench_monomer,8tw1_A,eval-test,286
short,AUC,1575,41,0.969520145005883,foldbench_monomer,8tw1_A,eval-test,286
medium,L,3042,79,0.21328671328671328,foldbench_monomer,8tw1_A,eval-test,286
medium,L/2,3042,79,0.3706293706293706,foldbench_monomer,8tw1_A,eval-test,286
medium,L/5,3042,79,0.5614035087719298,foldbench_monomer,8tw1_A,eval-test,286
medium,R,3042,79,0.5189873417721519,foldbench_monomer,8tw1_A,eval-test,286
medium,AUC,3042,79,0.9559973854757196,foldbench_monomer,8tw1_A,eval-test,286
