dataset,stem,n_residues,n_true,precision_mf,precision_px
foldbench100,8add_A,213,210,0.2285714285714285,0.8047619047619048
foldbench100,8ah9_A,120,132,0.8863636363636364,0.9318181818181818
foldbench100,8akh_A,374,321,0.6822429906542056,0.912772585669782
foldbench100,8ak2_A,297,314,0.7834394904458599,0.8885350318471338
foldbench100,8arl_A,246,260,0.1384615384615384,0.8461538461538461
foldbench100,8q8i_A,282,376,0.5691489361702128,0.901595744680851
foldbench100,8au6_A,321,168,0.4285714285714285,0.8095238095238095
foldbench100,8axj_A,162,143,0.8321678321678322,0.8881118881118881
foldbench100,8azb_A,521,587,0.7853492333901193,0.8722316865417377
foldbench100,8b2e_A,143,130,0.676923076923077,0.9
foldbench100,8b2g_A,74,59,0.7966101694915254,0.8983050847457628
foldbench100,8b2s_A,245,186,0.7365591397849462,0.8387096774193549
foldbench100,8b4u_A,277,273,0.8278388278388278,0.8974358974358975
foldbench100,8b5w_A,459,370,0.1648648648648648,0.8675675675675676
foldbench100,8b61_A,238,212,0.5094339622641509,0.8679245283018868
foldbench100,8b6a_A,214,195,0.6820512820512821,0.917948717948718
foldbench100,8b6e_A,66,44,0.7727272727272727,0.75
foldbench100,8baq_A,208,190,0.5684210526315789,0.8368421052631579
foldbench100,8bau_A,189,209,0.7416267942583732,0.8899521531100478
foldbench100,8bfy_A,426,359,0.6128133704735376,0.8272980501392758
foldbench100,8bgb_A,131,101,0.8415841584158416,0.8514851485148515
foldbench100,8bke_A,638,494,0.562753036437247,0.8866396761133604
foldbench100,8bsb_A,177,115,0.7304347826086957,0.8521739130434782
foldbench100,8bux_A,334,240,0.0916666666666666,0.8166666666666667
foldbench100,8c4d_A,330,229,0.6506550218340611,0.9213973799126638
foldbench100,7xlz_A,266,265,0.7056603773584905,0.9132075471698112
foldbench100,8c4y_A,314,373,0.7211796246648794,0.9222520107238604
foldbench100,8cba_A,214,245,0.3061224489795918,0.8653061224489796
foldbench100,8ci9_A,312,337,0.7299703264094956,0.8664688427299704
foldbench100,8cih_A,214,158,0.4050632911392405,0.810126582278481
foldbench100,8amo_A,399,362,0.7403314917127072,0.8674033149171271
foldbench100,8cpk_A,384,353,0.7875354107648725,0.9008498583569404
foldbench100,8cpn_A,207,168,0.3571428571428571,0.7857142857142857
foldbench100,8d2z_A,327,312,0.7083333333333334,0.8653846153846154
foldbench100,8daj_A,302,299,0.725752508361204,0.9264214046822744
foldbench100,8dez_A,173,182,0.4505494505494505,0.8956043956043956
foldbench100,8dge_A,738,914,0.6345733041575492,0.887308533916849
foldbench100,8dhj_A,249,267,0.7827715355805244,0.9101123595505618
foldbench100,8dmu_A,489,571,0.2119089316987741,0.8949211908931699
foldbench100,8dp9_A,148,146,0.7534246575342466,0.815068493150685
foldbench100,8dqd_A,377,395,0.7291139240506329,0.8886075949367088
foldbench100,8dx0_A,154,135,0.7703703703703704,0.8222222222222222
foldbench100,8e0r_A,468,496,0.377016129032258,0.8629032258064516
foldbench100,8e5h_A,372,344,0.7093023255813954,0.9069767441860463
foldbench100,8eb9_A,95,71,0.1549295774647887,0.1408450704225352
foldbench100,8ec3_A,168,126,0.2698412698412698,0.8492063492063492
foldbench100,8eo5_A,290,253,0.8023715415019763,0.8814229249011858
denovo_pdb,1mj0_A,156,107,0.9252336448598132,0.897196261682243
denovo_pdb,1qys_A,92,76,0.6973684210526315,0.7894736842105263
denovo_pdb,1uw1_A,67,56,0.3035714285714285,0.8392857142857143
denovo_pdb,2avp_A,68,52,0.9615384615384616,0.903846153846154
denovo_pdb,2fkg_A,315,273,0.6043956043956044,0.8901098901098901
denovo_pdb,2fo7_A,136,113,0.911504424778761,0.9203539823008848
denovo_pdb,2hkd_A,315,273,0.5934065934065934,0.9304029304029304
denovo_pdb,2hyz_A,136,121,0.9338842975206612,0.9173553719008264
denovo_pdb,2i5v_O,246,205,0.4585365853658537,0.902439024390244
denovo_pdb,2i5z_O,246,200,0.455,0.9
denovo_pdb,2p05_A,63,55,0.2727272727272727,0.8727272727272727
denovo_pdb,2p09_A,69,51,0.2941176470588235,0.803921568627451
denovo_pdb,2qyj_A,154,119,0.9159663865546218,0.9411764705882352
denovo_pdb,2wqh_A,104,87,0.9540229885057472,0.9195402298850576
denovo_pdb,2xen_A,91,60,0.9166666666666666,0.95
denovo_pdb,2zgd_A,97,74,0.7972972972972973,0.7567567567567568
denovo_pdb,2zgg_A,88,63,0.9206349206349206,0.9047619047619048
denovo_pdb,3dgl_A,69,53,0.2830188679245283,0.7735849056603774
denovo_pdb,3dgm_A,69,53,0.3396226415094339,0.7924528301886793
denovo_pdb,3dgn_A,69,49,0.3673469387755102,0.7755102040816326
denovo_pdb,3dgo_A,69,52,0.25,0.8076923076923077
denovo_pdb,3lt8_A,69,56,0.2857142857142857,0.7678571428571429
denovo_pdb,3lt9_A,69,56,0.2857142857142857,0.75
denovo_pdb,3lta_A,69,53,0.2264150943396226,0.8113207547169812
denovo_pdb,3ltb_A,69,50,0.26,0.76
denovo_pdb,3ltc_A,69,53,0.3018867924528302,0.7924528301886793
denovo_pdb,3ltd_A,69,49,0.3061224489795918,0.8367346938775511
denovo_pdb,3o49_A,123,134,0.8731343283582089,0.9552238805970148
denovo_pdb,3o4b_A,123,145,0.8689655172413793,0.9655172413793104
denovo_pdb,3o4c_A,124,142,0.8661971830985915,0.943661971830986
denovo_pdb,3o4d_A,123,148,0.8648648648648649,0.945945945945946
denovo_pdb,3p6i_A,127,153,0.803921568627451,0.934640522875817
denovo_pdb,3p6j_A,125,141,0.7801418439716312,0.5957446808510638
denovo_pdb,3pg0_A,140,184,0.9130434782608696,0.9239130434782608
denovo_pdb,3q7w_A,124,139,0.8776978417266187,0.920863309352518
denovo_pdb,3q7x_A,125,130,0.9,0.9230769230769232
denovo_pdb,3q7y_A,124,137,0.8832116788321168,0.8978102189781022
denovo_pdb,3rfn_A,151,145,0.7310344827586207,0.9103448275862068
denovo_pdb,3teu_A,98,74,0.8243243243243243,0.8243243243243243
denovo_pdb,3v45_A,166,126,0.7142857142857143,0.8095238095238095
denovo_pdb,3ww9_A,251,233,0.8969957081545065,0.8884120171673819
denovo_pdb,3wwa_A,251,227,0.9118942731277532,0.8898678414096917
denovo_pdb,4a29_A,247,284,0.6654929577464789,0.897887323943662
denovo_pdb,4d8h_A,124,126,0.5,0.9126984126984128
denovo_pdb,4db6_A,197,156,0.8525641025641025,0.8846153846153846
denovo_pdb,4drt_A,352,317,0.7318611987381703,0.8359621451104101
denovo_pdb,4dui_A,165,109,0.9174311926605504,0.8440366972477065
denovo_pdb,4etj_A,164,113,0.7610619469026548,0.8584070796460177
denovo_pdb,4hxt_A,247,199,0.8592964824120602,0.8994974874371859
denovo_pdb,4ijb_A,244,237,0.5991561181434599,0.8016877637130801
denovo_pdb,4j8y_A,157,106,0.9150943396226416,0.9056603773584906
denovo_pdb,4lny_A,248,268,0.6791044776119403,0.8694029850746269
denovo_pdb,4lpx_A,97,70,0.7571428571428571,0.6571428571428571
denovo_pdb,4lt9_A,250,236,0.5,0.7330508474576272
denovo_pdb,4n6t_A,79,83,0.891566265060241,0.891566265060241
denovo_pdb,4n6u_A,79,83,0.8795180722891566,0.891566265060241
denovo_pdb,4nez_A,160,120,0.6083333333333333,0.225
denovo_pdb,4oxw_A,106,103,0.8543689320388349,0.8058252427184466
denovo_pdb,4oza_A,57,43,0.6046511627906976,0.7906976744186046
denovo_pdb,4ozc_A,57,36,0.6666666666666666,0.8888888888888888
denovo_pdb,4pq8_A,241,242,0.8801652892561983,0.9132231404958676
denovo_pdb,4psj_A,255,241,0.8215767634854771,0.8547717842323651
denovo_pdb,4pww_A,85,87,0.7586206896551724,0.6781609195402298
denovo_pdb,4qkr_A,125,141,0.8865248226950354,0.9078014184397164
denovo_pdb,4qks_A,124,139,0.8848920863309353,0.9064748201438848
denovo_pdb,4r5c_A,304,314,0.8853503184713376,0.910828025477707
denovo_pdb,4r6f_A,329,345,0.8173913043478261,0.9130434782608696
denovo_pdb,4u3h_A,100,72,0.8194444444444444,0.8194444444444444
denovo_pdb,4uos_A,188,149,0.7516778523489933,0.8456375838926175
denovo_pdb,4wpy_A,88,42,0.5952380952380952,0.7857142857142857
denovo_pdb,4wsp_A,79,41,0.6341463414634146,0.8292682926829268
denovo_pdb,4yxx_A,208,180,0.6444444444444445,0.8833333333333333
denovo_pdb,4yxz_A,278,191,0.0523560209424083,0.837696335078534
denovo_pdb,5bvl_A,180,235,0.7617021276595745,0.851063829787234
denovo_pdb,5cwb_A,197,188,0.8191489361702128,0.8723404255319149
denovo_pdb,5cwc_A,196,182,0.4175824175824176,0.9395604395604396
denovo_pdb,5cwd_A,171,124,0.5241935483870968,0.8306451612903226
denovo_pdb,5cwg_A,195,174,0.2241379310344827,0.9022988505747126
denovo_pdb,5cwh_A,159,115,0.8434782608695652,0.8695652173913043
denovo_pdb,5cwi_A,233,170,0.7352941176470589,0.8705882352941177
denovo_pdb,5cwj_A,160,157,0.7898089171974523,0.8853503184713376
denovo_pdb,5cwk_A,172,149,0.8859060402684564,0.9328859060402684
denovo_pdb,5cwm_A,226,206,0.8058252427184466,0.8592233009708737
denovo_pdb,5cwn_A,207,165,0.7878787878787878,0.9151515151515152
denovo_pdb,5cwp_A,229,204,0.3676470588235294,0.8872549019607843
denovo_pdb,5cwq_A,233,239,0.7866108786610879,0.8619246861924686
denovo_pdb,5di5_A,191,151,0.8940397350993378,0.9205298013245032
denovo_pdb,5dra_A,190,167,0.8802395209580839,0.9101796407185628
denovo_pdb,5f53_A,84,57,0.8245614035087719,0.8947368421052632
denovo_pdb,5hrz_A,122,105,0.9523809523809524,0.9428571428571428
denovo_pdb,5ieo_A,118,102,0.8235294117647058,0.8725490196078431
denovo_pdb,5iep_A,121,100,0.85,0.86
denovo_pdb,5j0i_A,73,27,0.5555555555555556,0.8148148148148148
denovo_pdb,5l0p_A,311,299,0.5451505016722408,0.6956521739130435
denovo_pdb,5l33_A,106,119,0.8487394957983193,0.9243697478991596
denovo_pdb,5le4_A,313,229,0.8995633187772926,0.9039301310043668
denovo_pdb,5le9_A,315,233,0.8626609442060086,0.8583690987124464
denovo_pdb,5lea_A,316,225,0.8844444444444445,0.8888888888888888
denovo_pdb,5lw2_A,155,112,0.8928571428571429,0.9107142857142856
denovo_pdb,5oos_A,161,122,0.9016393442622952,0.8934426229508197
denovo_pdb,5oou_A,165,120,0.8583333333333333,0.875
denovo_pdb,5op3_A,157,111,0.8828828828828829,0.8738738738738738
denovo_pdb,5orm_A,350,231,0.7316017316017316,0.7748917748917749
denovo_pdb,5trv_A,118,113,0.7345132743362832,0.7610619469026548
denovo_pdb,5vjs_A,196,155,0.5870967741935483,0.8709677419354839
denovo_pdb,5vjt_A,196,163,0.6134969325153374,0.8895705521472392
denovo_pdb,5vju_A,196,152,0.5460526315789473,0.7828947368421053
denovo_pdb,5vnv_A,120,116,0.8275862068965517,0.7931034482758621
denovo_pdb,5xg5_A,145,180,0.8166666666666667,0.95
denovo_pdb,5ys7_A,315,274,0.6204379562043796,0.8978102189781022
denovo_pdb,6ais_O,244,204,0.5245098039215687,0.8970588235294118
denovo_pdb,6ds9_A,93,87,0.2988505747126437,0.9540229885057472
denovo_pdb,6ee5_A,352,369,0.7940379403794038,0.8292682926829268
denovo_pdb,6egc_A,147,159,0.8364779874213837,0.8805031446540881
denovo_pdb,6f0s_A,251,199,0.9045226130653268,0.9195979899497488
denovo_pdb,6ff6_A,222,194,0.7989690721649485,0.7989690721649485
denovo_pdb,6fpb_A,160,114,0.912280701754386,0.9298245614035088
denovo_pdb,6g6m_A,320,323,0.8359133126934984,0.8606811145510835
denovo_pdb,6g6p_A,318,324,0.7067901234567902,0.7746913580246914
denovo_pdb,6i37_A,251,205,0.8926829268292683,0.902439024390244
denovo_pdb,6i38_A,251,211,0.8767772511848341,0.9004739336492891
denovo_pdb,6i39_A,251,202,0.8762376237623762,0.905940594059406
denovo_pdb,6i3a_A,251,211,0.8436018957345972,0.8862559241706162
denovo_pdb,6ics_O,242,203,0.5172413793103449,0.9211822660098522
denovo_pdb,6idc_A,251,172,0.5290697674418605,0.8255813953488372
denovo_pdb,6iei_A,250,169,0.5621301775147929,0.8047337278106509
denovo_pdb,6jcc_A,97,79,0.4556962025316455,0.7974683544303798
denovo_pdb,6mrr_A,68,54,0.7037037037037037,0.8888888888888888
denovo_pdb,6mrs_A,77,66,0.7575757575757576,0.8484848484848485
denovo_pdb,6n9h_A,75,39,0.282051282051282,0.8461538461538461
denovo_pdb,6naf_A,74,35,0.8,0.8571428571428571
denovo_pdb,6nek_A,86,32,0.5,0.4375
denovo_pdb,6nla_A,56,34,0.7647058823529411,0.7941176470588235
denovo_pdb,6qb2_A,95,104,0.4134615384615384,0.8173076923076923
denovo_pdb,6qsd_A,250,222,0.9144144144144144,0.918918918918919
denovo_pdb,6qse_A,251,201,0.9303482587064676,0.9253731343283582
denovo_pdb,6qsg_A,251,203,0.9507389162561576,0.9458128078817734
denovo_pdb,6qsh_A,246,212,0.8867924528301887,0.8773584905660378
denovo_pdb,6rej_A,250,223,0.9013452914798208,0.9237668161434978
denovo_pdb,6rek_A,251,224,0.8883928571428571,0.8928571428571429
denovo_pdb,6rem_A,251,223,0.8923766816143498,0.8789237668161435
denovo_pdb,6reo_A,251,205,0.9170731707317074,0.8731707317073171
denovo_pdb,6rlh_A,248,214,0.8925233644859814,0.897196261682243
denovo_pdb,6rli_A,250,214,0.897196261682243,0.9065420560747663
denovo_pdb,6sa6_A,395,313,0.8434504792332268,0.8626198083067093
denovo_pdb,6tjg_A,320,357,0.896358543417367,0.9299719887955182
denovo_pdb,6veh_A,180,128,0.8359375,0.7578125
denovo_pdb,6w3w_A,107,108,0.7407407407407407,0.9166666666666666
denovo_pdb,6w90_A,130,128,0.6875,0.6796875
denovo_pdb,6wvs_A,182,196,0.7806122448979592,0.8877551020408163
denovo_pdb,6x9z_A,120,105,0.819047619047619,0.819047619047619
denovo_pdb,6xi6_A,269,199,0.4773869346733668,0.864321608040201
denovo_pdb,6xt4_A,235,169,0.5976331360946746,0.6627218934911243
denovo_pdb,6y7p_A,319,322,0.8913043478260869,0.8664596273291926
denovo_pdb,6ypi_A,87,57,0.7017543859649122,0.7017543859649122
denovo_pdb,6yqx_A,181,221,0.7647058823529411,0.8506787330316742
denovo_pdb,6yqy_A,178,237,0.7848101265822784,0.8354430379746836
denovo_pdb,6z2i_A,168,210,0.5714285714285714,0.7476190476190476
denovo_pdb,7a8s_A,190,237,0.70042194092827,0.7468354430379747
denovo_pdb,7ah0_A,104,66,0.1969696969696969,0.6060606060606061
denovo_pdb,7awy_A,311,367,0.773841961852861,0.8010899182561307
denovo_pdb,7awz_A,313,351,0.7749287749287749,0.7948717948717948
denovo_pdb,7ax0_A,317,362,0.8314917127071824,0.8453038674033149
denovo_pdb,7ax2_A,311,356,0.7696629213483146,0.8089887640449438
denovo_pdb,7bid_A,286,292,0.910958904109589,0.9246575342465754
denovo_pdb,7dgu_A,97,79,0.7848101265822784,0.8987341772151899
denovo_pdb,7dgw_A,94,60,0.8,0.75
denovo_pdb,7dgy_A,99,64,0.625,0.890625
denovo_pdb,7dmf_A,189,159,0.4025157232704403,0.8490566037735849
denovo_pdb,7f1h_A,189,235,0.7659574468085106,0.9148936170212766
denovo_pdb,7f1i_A,191,228,0.7456140350877193,0.8947368421052632
denovo_pdb,7f1j_A,190,230,0.7434782608695653,0.8956521739130435
denovo_pdb,7f1k_A,193,240,0.7375,0.8875
denovo_pdb,7f1l_A,194,251,0.7450199203187251,0.900398406374502
denovo_pdb,7hiy_A,126,93,0.8602150537634409,0.9032258064516128
denovo_pdb,7hiz_A,126,91,0.8571428571428571,0.912087912087912
denovo_pdb,7hj0_A,126,90,0.8777777777777778,0.9111111111111112
denovo_pdb,7hj1_A,126,93,0.8387096774193549,0.9032258064516128
denovo_pdb,7hj2_A,126,87,0.8390804597701149,0.8735632183908046
denovo_pdb,7hj3_A,126,90,0.8666666666666667,0.9
denovo_pdb,7hj4_A,126,93,0.8817204301075269,0.913978494623656
denovo_pdb,7hj5_A,126,91,0.8461538461538461,0.912087912087912
denovo_pdb,7hj6_A,126,96,0.875,0.9166666666666666
denovo_pdb,7hj7_A,126,93,0.8602150537634409,0.9032258064516128
denovo_pdb,7hj8_A,126,94,0.851063829787234,0.8936170212765957
denovo_pdb,7hj9_A,126,92,0.8804347826086957,0.9239130434782608
denovo_pdb,7hja_A,126,90,0.8555555555555555,0.8888888888888888
denovo_pdb,7hjb_A,126,95,0.8736842105263158,0.8947368421052632
denovo_pdb,7hjc_A,126,93,0.8494623655913979,0.913978494623656
denovo_pdb,7hjd_A,126,93,0.8387096774193549,0.9032258064516128
denovo_pdb,7hje_A,126,93,0.8709677419354839,0.913978494623656
denovo_pdb,7hjf_A,126,93,0.8494623655913979,0.913978494623656
denovo_pdb,7hjg_A,126,98,0.8979591836734694,0.8979591836734694
denovo_pdb,7hjh_A,126,92,0.8695652173913043,0.9130434782608696
denovo_pdb,7hji_A,126,95,0.8526315789473684,0.8842105263157894
denovo_pdb,7hjj_A,126,93,0.8494623655913979,0.8924731182795699
denovo_pdb,7hjk_A,126,92,0.8369565217391305,0.9130434782608696
denovo_pdb,7hjl_A,126,91,0.8461538461538461,0.9010989010989012
denovo_pdb,7hjm_A,126,94,0.851063829787234,0.925531914893617
denovo_pdb,7hjn_A,126,90,0.8222222222222222,0.9
denovo_pdb,7hjo_A,126,90,0.8555555555555555,0.9111111111111112
denovo_pdb,7hjp_A,126,93,0.8387096774193549,0.913978494623656
denovo_pdb,7hjq_A,126,93,0.8709677419354839,0.8817204301075269
denovo_pdb,7hjr_A,126,94,0.8829787234042553,0.9148936170212766
denovo_pdb,7hjs_A,126,90,0.8333333333333334,0.9111111111111112
denovo_pdb,7hjt_A,126,90,0.8555555555555555,0.9111111111111112
denovo_pdb,7hju_A,126,93,0.8709677419354839,0.913978494623656
denovo_pdb,7hjv_A,126,92,0.8586956521739131,0.9021739130434784
denovo_pdb,7hjw_A,126,97,0.8865979381443299,0.9175257731958762
denovo_pdb,7hjx_A,126,93,0.8602150537634409,0.8924731182795699
denovo_pdb,7hjy_A,126,91,0.8351648351648352,0.9010989010989012
denovo_pdb,7hjz_A,126,95,0.8842105263157894,0.8842105263157894
denovo_pdb,7hk0_A,126,96,0.8854166666666666,0.9166666666666666
denovo_pdb,7hk1_A,126,90,0.8444444444444444,0.9111111111111112
denovo_pdb,7hk2_A,126,95,0.8631578947368421,0.8947368421052632
denovo_pdb,7hk3_A,126,92,0.8369565217391305,0.8695652173913043
denovo_pdb,7hk4_A,126,96,0.875,0.875
denovo_pdb,7jrq_A,127,95,0.7473684210526316,0.7157894736842105
denovo_pdb,7kuw_A,62,13,0.5384615384615384,0.6923076923076923
denovo_pdb,7mcc_A,190,173,0.5664739884393064,0.7167630057803468
denovo_pdb,7ocm_A,174,159,0.8427672955974843,0.8553459119496856
denovo_pdb,7osu_A,183,242,0.7644628099173554,0.7892561983471075
denovo_pdb,7osv_A,173,214,0.7523364485981309,0.7616822429906542
denovo_pdb,7ot7_A,183,242,0.7768595041322314,0.8016528925619835
denovo_pdb,7p12_A,184,219,0.7899543378995434,0.8264840182648402
denovo_pdb,7qnl_AAA,240,166,0.933734939759036,0.9457831325301204
denovo_pdb,7rmx_A,229,231,0.6536796536796536,0.8917748917748918
denovo_pdb,7smj_A,174,166,0.5060240963855421,0.8734939759036144
denovo_pdb,7sq3_A,146,110,0.1454545454545454,0.7818181818181819
denovo_pdb,7sq4_A,48,3,1.0,0.0
denovo_pdb,7sq5_A,140,114,0.1491228070175438,0.8771929824561403
denovo_pdb,7tal_A,196,194,0.7628865979381443,0.8556701030927835
denovo_pdb,7tjl_A,85,58,0.4137931034482758,0.3448275862068966
denovo_pdb,7udo_A,172,148,0.6081081081081081,0.8918918918918919
denovo_pdb,7uek_A,228,299,0.6956521739130435,0.862876254180602
denovo_pdb,7ur7_A,63,60,0.8666666666666667,0.7833333333333333
denovo_pdb,7ur8_A,71,44,0.7272727272727273,0.5909090909090909
denovo_pdb,7vql_A,115,95,0.8421052631578947,0.7578947368421053
denovo_pdb,7vqv_A,115,108,0.8333333333333334,0.7777777777777778
denovo_pdb,7vty_A,90,82,0.7926829268292683,0.8536585365853658
denovo_pdb,7vu4_A,117,102,0.8333333333333334,0.8431372549019608
denovo_pdb,8a3k_UNK,127,104,0.5288461538461539,0.1057692307692307
denovo_pdb,8ah9_A,115,132,0.9015151515151516,0.9318181818181818
denovo_pdb,8bcs_A,49,21,0.9523809523809524,0.9523809523809524
denovo_pdb,8bl3_A,141,163,0.7177914110429447,0.9263803680981596
denovo_pdb,8bl5_A,117,110,0.7636363636363637,0.8909090909090909
denovo_pdb,8bl6_A,139,155,0.6580645161290323,0.8709677419354839
denovo_pdb,8bl9_A,116,108,0.8055555555555556,0.8148148148148148
denovo_pdb,8bu0_A,136,124,0.9516129032258064,0.9435483870967742
denovo_pdb,8ch0_A,136,125,0.944,0.928
denovo_pdb,8chy_A,272,267,0.9325842696629212,0.9288389513108616
denovo_pdb,8cig_A,136,121,0.950413223140496,0.9586776859504132
denovo_pdb,8ckr_A,136,127,0.952755905511811,0.9606299212598424
denovo_pdb,8cmq_A,136,122,0.9262295081967212,0.9262295081967212
denovo_pdb,8cqq_A,272,257,0.9299610894941636,0.9455252918287936
denovo_pdb,8cux_B,119,99,0.4545454545454545,0.8383838383838383
denovo_pdb,8d03_A,65,44,0.2045454545454545,0.6136363636363636
denovo_pdb,8d05_A,60,48,0.6875,0.875
denovo_pdb,8d9o_A,194,169,0.6331360946745562,0.8698224852071006
denovo_pdb,8d9p_A,195,160,0.61875,0.875
denovo_pdb,8eov_A,139,145,0.7793103448275862,0.8620689655172413
denovo_pdb,8eoz_B,227,215,0.0883720930232558,0.8325581395348837
denovo_pdb,8etq_A,277,300,0.24,0.2266666666666666
denovo_pdb,8fjf_A,127,94,0.6276595744680851,0.8085106382978723
denovo_pdb,8fjg_A,104,92,0.75,0.8043478260869565
denovo_pdb,8g9j_A,201,153,0.738562091503268,0.8496732026143791
denovo_pdb,8gl3_A,189,155,0.2838709677419355,0.5741935483870968
denovo_pdb,8j1w_A,175,152,0.3223684210526316,0.5657894736842105
denovo_pdb,8j1x_A,174,159,0.2767295597484276,0.5534591194968553
denovo_pdb,8j98_A,184,172,0.2732558139534883,0.7441860465116279
denovo_pdb,8ju8_A,139,93,0.7096774193548387,0.7849462365591398
denovo_pdb,8k7o_A,233,204,0.6666666666666666,0.8431372549019608
denovo_pdb,8k7z_A,172,91,0.2527472527472527,0.8021978021978022
denovo_pdb,8k8f_A,179,122,0.6311475409836066,0.8852459016393442
denovo_pdb,8k8g_A,209,140,0.3,0.8357142857142857
denovo_pdb,8k8i_A,211,91,0.4065934065934066,0.7692307692307693
denovo_pdb,8ka7_A,115,87,0.5747126436781609,0.6896551724137931
denovo_pdb,8kac_A,121,103,0.4660194174757281,0.4466019417475728
denovo_pdb,8kc0_A,115,111,0.6666666666666666,0.8018018018018018
denovo_pdb,8kc1_A,83,45,0.4444444444444444,0.7111111111111111
denovo_pdb,8kc4_A,151,125,0.68,0.776
denovo_pdb,8kc8_A,227,160,0.6875,0.6875
denovo_pdb,8kcj_A,179,122,0.639344262295082,0.9016393442622952
denovo_pdb,8kck_A,206,137,0.3138686131386861,0.8540145985401459
denovo_pdb,8kdq_A,233,204,0.6862745098039216,0.8480392156862745
denovo_pdb,8oys_A,190,148,0.6824324324324325,0.7567567567567568
denovo_pdb,8oyw_A,178,167,0.311377245508982,0.8383233532934131
denovo_pdb,8p4y_A,192,172,0.0290697674418604,0.7965116279069767
denovo_pdb,8pf0_A,153,136,0.6544117647058824,0.6102941176470589
denovo_pdb,8q52_A,320,296,0.7331081081081081,0.7736486486486487
denovo_pdb,8qad_A,145,134,0.1194029850746268,0.3582089552238806
denovo_pdb,8qaf_A,59,39,0.1538461538461538,0.0769230769230769
denovo_pdb,8qkd_A,281,239,0.5230125523012552,0.895397489539749
denovo_pdb,8qup_A,114,93,0.6774193548387096,0.8064516129032258
