stem,cohort,n_residues,n_pairs,mode,elapsed_seconds,model_load_seconds,total_seconds,total_seconds_reconstructed,n_rollouts,n_finished,n_malformed,generated_tokens,batch_size,bundle_size,temperature,top_p,timestamp_utc,model_nickname,runner_tag,gpu_name,gpu_total_memory_gb,gpu_compute_capability,hostname,platform,torch_version,model_load_accounting,timing_correction
7ykm_A,eval-val,105,5460,random_k16,2.231363316066563,10.8206855696626,13.103388520423323,False,50,50,0,8522,128,16,1.0,0.95,2026-09-24T01:50:09.976358+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8b2e_A,eval-val,143,10153,random_k16,3.7723397971130908,10.8206855696626,14.655235110782087,False,50,50,0,15869,128,16,1.0,0.95,2026-09-24T01:50:25.157901+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8ec3_A,eval-val,168,14028,random_k16,4.352536712773144,10.8206855696626,15.237543327733874,False,50,50,0,17390,128,16,1.0,0.95,2026-09-24T01:50:42.744481+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7yd4_A,eval-val,185,17020,random_k16,5.578522279392928,10.8206855696626,16.458046566694975,False,50,50,0,23273,128,16,1.0,0.95,2026-09-24T01:51:05.144476+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8add_A,eval-val,213,22578,random_k16,7.960064271930605,10.8206855696626,18.851595806423575,False,50,50,0,29762,128,16,1.0,0.95,2026-09-24T01:51:34.009691+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8gmy_A,eval-val,236,27730,random_k16,8.763290255796164,10.8206855696626,19.663436034694314,False,50,50,0,33299,128,16,1.0,0.95,2026-09-24T01:52:07.656617+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7xlz_A,eval-val,266,35245,random_k16,10.362643008120358,10.8206855696626,21.25855187466368,False,50,50,0,40826,128,16,1.0,0.95,2026-09-24T01:52:49.437334+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8ak2_A,eval-val,297,43956,random_k16,11.490781608968973,10.8206855696626,22.397439206484705,False,50,50,0,43619,128,16,1.0,0.95,2026-09-24T01:53:36.365267+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7zs2_A,eval-val,316,49770,random_k16,9.517956136725843,10.8206855696626,20.433949858881533,False,50,50,3,34322,128,16,1.0,0.95,2026-09-24T01:54:15.500297+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8c4d_A,eval-val,330,54285,random_k16,14.303039588034153,10.8206855696626,25.21821653051302,False,50,50,0,52652,128,16,1.0,0.95,2026-09-24T01:55:12.495322+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8akh_A,eval-val,374,69751,random_k16,15.51116302702576,10.8206855696626,26.444320294074714,False,50,50,0,54089,128,16,1.0,0.95,2026-09-24T01:56:15.281473+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7y3h_A,eval-val,413,85078,random_k16,13.89028394408524,10.8206855696626,24.827910089865327,False,50,50,1,47107,128,16,1.0,0.95,2026-09-24T01:57:11.904617+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7xq4_A,eval-val,514,131841,random_k16,25.778770958073437,10.8206855696626,36.731351108290255,False,50,50,0,80234,128,16,1.0,0.95,2026-09-24T01:58:52.988464+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7znz_A,eval-val,761,289180,random_k16,65.0368660162203,10.8206855696626,76.07517696870491,False,50,50,0,155591,128,16,1.0,0.95,2026-09-24T02:03:05.038467+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7t9r_A,eval-val,38,703,random_k8,1.0552433170378208,10.8206855696626,11.904821584466845,False,50,50,0,3944,128,8,1.0,0.95,2026-09-24T01:49:51.807359+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7xp9_A,eval-val,84,3486,random_k8,2.066762217786163,10.8206855696626,12.93441595742479,False,50,50,0,7973,128,8,1.0,0.95,2026-09-24T01:49:57.467241+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7ykm_A,eval-val,105,5460,random_k8,2.1443096417933702,10.8206855696626,13.014097488485277,False,50,50,0,9599,128,8,1.0,0.95,2026-09-24T01:50:05.585242+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8b2e_A,eval-val,143,10153,random_k8,4.03240895178169,10.8206855696626,14.913785365410149,False,50,50,0,16703,128,8,1.0,0.95,2026-09-24T01:50:17.748501+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8ec3_A,eval-val,168,14028,random_k8,4.201489015016705,10.8206855696626,15.082598026376218,False,50,50,0,17894,128,8,1.0,0.95,2026-09-24T01:50:33.934301+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7yd4_A,eval-val,185,17020,random_k8,5.702362198848277,10.8206855696626,16.595211912412196,False,50,50,0,24812,128,8,1.0,0.95,2026-09-24T01:50:54.273443+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8add_A,eval-val,213,22578,random_k8,7.8537577833049,10.8206855696626,18.747170832473785,False,50,50,0,28925,128,8,1.0,0.95,2026-09-24T01:51:19.747912+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8gmy_A,eval-val,236,27730,random_k8,8.693068993743509,10.8206855696626,19.597033875528723,False,50,50,0,34028,128,8,1.0,0.95,2026-09-24T01:51:51.270850+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7xlz_A,eval-val,266,35245,random_k8,10.198776845820248,10.8206855696626,21.105322999879718,False,50,50,1,40576,128,8,1.0,0.95,2026-09-24T01:52:28.420463+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8ak2_A,eval-val,297,43956,random_k8,11.957434908021241,10.8206855696626,22.877022868487984,False,50,50,2,45110,128,8,1.0,0.95,2026-09-24T01:53:13.214792+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7zs2_A,eval-val,316,49770,random_k8,9.70072680292651,10.8206855696626,20.617987010627985,False,50,50,0,36542,128,8,1.0,0.95,2026-09-24T01:53:56.021893+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8c4d_A,eval-val,330,54285,random_k8,14.428006703965366,10.8206855696626,25.343445010948926,False,50,50,0,52910,128,8,1.0,0.95,2026-09-24T01:54:44.021729+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
8akh_A,eval-val,374,69751,random_k8,15.228561209049076,10.8206855696626,26.16134433960542,False,50,50,0,54971,128,8,1.0,0.95,2026-09-24T01:55:43.766754+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7y3h_A,eval-val,413,85078,random_k8,14.155690860934556,10.8206855696626,25.324651216622442,False,50,50,0,48713,128,8,1.0,0.95,2026-09-24T01:56:43.780190+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7xq4_A,eval-val,514,131841,random_k8,25.34635335812345,10.8206855696626,36.31302355788648,False,50,50,0,79325,128,8,1.0,0.95,2026-09-24T01:58:02.088770+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
7znz_A,eval-val,761,289180,random_k8,62.40341057488695,10.8206855696626,73.44052576553077,False,50,50,3,152432,128,8,1.0,0.95,2026-09-24T02:00:58.039255+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
