run,entry_id,L,n_gt,n_rollouts,mode,tensor_parallel,total_gen_tokens,gen_seconds,tokens_per_s,mean_gen_tokens,frac_finished,tpu_type,best_f1,best_f1_prec,best_f1_rec,best_recall,best_recall_prec,best_recall_f1,mean_prec,mean_rec,mean_f1,max_rec,max_f1,mean_long_rec
full,AF-A0A0D1A8Z2-F1,109,76,1000,resample,4,164515,8.781,18734.6,164.5,1.0,v5p-8,0.3150684931506849,0.32857142857142857,0.3026315789473684,0.3026315789473684,0.32857142857142857,0.3150684931506849,0.09235734362060541,0.06613157894736843,0.07542002942627764,0.3026315789473684,0.3150684931506849,0.03613043478260869
full,AF-A0A0D3LB07-F1,183,184,1000,resample,4,383392,19.632,19529.2,383.4,1.0,v5p-8,0.1597633136094675,0.17532467532467533,0.14673913043478262,0.14673913043478262,0.17532467532467533,0.1597633136094675,0.06957959657889448,0.04779891304347827,0.05593199753582026,0.14673913043478262,0.1597633136094675,0.024291338582677163
full,AF-A0A0D6M722-F1,466,431,1000,resample,4,755350,42.673,17701.0,755.4,1.0,v5p-8,0.25914634146341464,0.37777777777777777,0.19721577726218098,0.19953596287703015,0.2925170068027211,0.23724137931034484,0.17394145243829215,0.10043155452436196,0.1265248315788147,0.19953596287703015,0.25914634146341464,0.09185422740524783
full,AF-A0A0D6QI55-F1,176,119,1000,resample,4,345217,17.369,19875.0,345.2,1.0,v5p-8,0.3596491228070175,0.3761467889908257,0.3445378151260504,0.3445378151260504,0.3761467889908257,0.3596491228070175,0.13241366650962888,0.12720168067226892,0.12912988284713503,0.3445378151260504,0.3596491228070175,0.0901025641025641
full,AF-A0A0E2EBR0-F1,118,49,1000,resample,4,168607,12.707,13268.4,168.6,1.0,v5p-8,0.7647058823529412,0.7358490566037735,0.7959183673469388,0.8163265306122449,0.6153846153846154,0.7017543859649124,0.5602066071795841,0.6245714285714287,0.5872410663999907,0.8163265306122449,0.7647058823529412,0.59325
full,AF-A0A0E2W986-F1,120,34,1000,resample,4,66796,5.264,12689.2,66.8,1.0,v5p-8,0.6769230769230768,0.7096774193548387,0.6470588235294118,0.6764705882352942,0.6571428571428571,0.6666666666666666,0.23644286714296786,0.11073529411764704,0.13502982950916453,0.6764705882352942,0.6769230769230768,0.023125
full,AF-A0A0E3P1D7-F1,55,33,1000,resample,4,65572,3.919,16730.0,65.6,1.0,v5p-8,0.53125,0.5483870967741935,0.5151515151515151,0.5151515151515151,0.5483870967741935,0.53125,0.13098599552250653,0.0923030303030303,0.10619087490265429,0.5151515151515151,0.53125,0.09382608695652173
full,AF-A0A0F4JJR3-F1,275,133,1000,resample,4,240649,14.854,16200.6,240.6,1.0,v5p-8,0.21782178217821782,0.3188405797101449,0.16541353383458646,0.16541353383458646,0.3188405797101449,0.21782178217821782,0.07976222486059041,0.04752631578947368,0.05889993760260107,0.16541353383458646,0.21782178217821782,0.036729411764705885
full,AF-A0A0F7PNC1-F1,88,27,1000,resample,4,92749,5.559,16686.0,92.7,1.0,v5p-8,0.7924528301886792,0.8076923076923077,0.7777777777777778,0.9259259259259259,0.6756756756756757,0.7812500000000001,0.46378375050826004,0.4954074074074074,0.47112055581845924,0.9259259259259259,0.7924528301886792,0.45725
full,AF-A0A0F8FY96-F1,115,121,1000,resample,4,240946,12.173,19793.8,240.9,1.0,v5p-8,0.41284403669724773,0.4639175257731959,0.371900826446281,0.371900826446281,0.4639175257731959,0.41284403669724773,0.13840701304655614,0.09132231404958678,0.10783039698161391,0.371900826446281,0.41284403669724773,0.049157894736842095
full,AF-A0A0F9L9P7-F1,113,86,1000,resample,4,172360,9.187,18760.5,172.4,1.0,v5p-8,0.2564102564102564,0.2857142857142857,0.23255813953488372,0.23255813953488372,0.2857142857142857,0.2564102564102564,0.08610640942387694,0.05687209302325581,0.06679295240269466,0.23255813953488372,0.2564102564102564,0.03660377358490566
full,AF-A0A0F9UAM7-F1,258,202,1000,resample,4,336157,19.013,17680.5,336.2,1.0,v5p-8,0.19933554817275748,0.30303030303030304,0.1485148514851485,0.1485148514851485,0.30303030303030304,0.19933554817275748,0.057014024145102496,0.03095049504950495,0.03944131046673634,0.1485148514851485,0.19933554817275748,0.0077866666666666666
full,AF-A0A0G0C4K1-F1,250,239,1000,resample,4,340840,23.336,14606.0,340.8,1.0,v5p-8,0.30000000000000004,0.504950495049505,0.21338912133891214,0.22594142259414227,0.3016759776536313,0.2583732057416268,0.27661063308405237,0.12081171548117155,0.1649369643895423,0.22594142259414227,0.30000000000000004,0.06157241379310345
full,AF-A0A0G0G5I9-F1,139,114,1000,resample,4,250510,13.412,18678.7,250.5,1.0,v5p-8,0.22549019607843138,0.25555555555555554,0.20175438596491227,0.21052631578947367,0.21428571428571427,0.21238938053097345,0.09913583868352932,0.07091228070175438,0.08071859335263687,0.21052631578947367,0.22549019607843138,0.0461304347826087
full,AF-A0A0H1RMD7-F1,320,258,1000,resample,4,421450,22.934,18376.7,421.4,1.0,v5p-8,0.13440860215053765,0.21929824561403508,0.09689922480620156,0.10852713178294573,0.13145539906103287,0.11889596602972399,0.07033790086016652,0.037728682170542635,0.048536888938201586,0.10852713178294573,0.13440860215053765,0.01350887573964497
full,AF-A0A0H3GZA4-F1,213,69,1000,resample,4,165463,10.669,15509.1,165.5,1.0,v5p-8,0.634920634920635,0.7017543859649122,0.5797101449275363,0.6376811594202898,0.5432098765432098,0.5866666666666667,0.43208873999304376,0.32710144927536233,0.36635417336144815,0.6376811594202898,0.634920634920635,0.20473684210526316
full,AF-A0A0J8V6N4-F1,285,255,1000,resample,4,411328,22.371,18386.8,411.3,1.0,v5p-8,0.15865384615384615,0.20496894409937888,0.12941176470588237,0.12941176470588237,0.20496894409937888,0.15865384615384615,0.0674790922885577,0.03530980392156863,0.04553217595464777,0.12941176470588237,0.15865384615384615,0.024362162162162165
full,AF-A0A0M2JQX3-F1,148,27,1000,resample,4,111637,7.136,15645.0,111.6,1.0,v5p-8,0.5,0.5714285714285714,0.4444444444444444,0.5555555555555556,0.42857142857142855,0.48387096774193544,0.1670526385924436,0.2039259259259259,0.17410446258724668,0.5555555555555556,0.5,0.17923076923076922
full,AF-A0A0M3KBQ3-F1,134,69,1000,resample,4,174460,10.04,17375.7,174.5,1.0,v5p-8,0.323943661971831,0.3150684931506849,0.3333333333333333,0.3333333333333333,0.3150684931506849,0.323943661971831,0.054228645206088354,0.04601449275362319,0.048670323488191225,0.3333333333333333,0.323943661971831,0.03155263157894737
full,AF-A0A0N1FD95-F1,240,258,1000,resample,4,418789,22.72,18432.3,418.8,1.0,v5p-8,0.20098039215686275,0.2733333333333333,0.15891472868217055,0.15891472868217055,0.2733333333333333,0.20098039215686275,0.14643185947533055,0.07657751937984497,0.09961873002541519,0.15891472868217055,0.20098039215686275,0.022028735632183907
full,AF-A0A0Q5WE75-F1,288,261,1000,resample,4,558712,28.559,19563.7,558.7,1.0,v5p-8,0.21397379912663755,0.24873096446700507,0.18773946360153257,0.19157088122605365,0.22727272727272727,0.2079002079002079,0.12467156847501198,0.0890727969348659,0.10343009929111018,0.19157088122605365,0.21397379912663755,0.05776288659793814
full,AF-A0A0Q6VGJ6-F1,157,111,1000,resample,4,205687,11.462,17945.1,205.7,1.0,v5p-8,0.22485207100591714,0.3275862068965517,0.17117117117117117,0.17117117117117117,0.3275862068965517,0.22485207100591714,0.08565694283808398,0.051909909909909915,0.06351704334363574,0.17117117117117117,0.22485207100591714,0.03665625
full,AF-A0A0Q6W2Y4-F1,196,157,1000,resample,4,336976,18.348,18365.5,337.0,1.0,v5p-8,0.16835016835016833,0.17857142857142858,0.1592356687898089,0.1592356687898089,0.17857142857142858,0.16835016835016833,0.06325390005793041,0.044038216560509554,0.051009751251330324,0.1592356687898089,0.16835016835016833,0.031153061224489798
full,AF-A0A0Q6WY09-F1,242,246,1000,resample,4,554775,27.639,20071.9,554.8,1.0,v5p-8,0.2702702702702703,0.30303030303030304,0.24390243902439024,0.24390243902439024,0.30303030303030304,0.2702702702702703,0.1429275184335781,0.10746341463414633,0.12218779280877894,0.24390243902439024,0.2702702702702703,0.10782386363636362
full,AF-A0A0Q6X9Y4-F1,79,30,1000,resample,4,76339,4.825,15823.1,76.3,1.0,v5p-8,0.7017543859649122,0.7407407407407407,0.6666666666666666,0.7,0.6,0.6461538461538462,0.1497000767819664,0.13153333333333334,0.1376338047853157,0.7,0.7017543859649122,0.13375
full,AF-A0A0Q9ES15-F1,187,139,1000,resample,4,375697,19.259,19507.6,375.7,1.0,v5p-8,0.17094017094017094,0.21052631578947367,0.14388489208633093,0.17985611510791366,0.15432098765432098,0.1661129568106312,0.06786406383265128,0.059726618705035976,0.06269223937864342,0.17985611510791366,0.17094017094017094,0.025064935064935068
full,AF-A0A0Q9L010-F1,220,119,1000,resample,4,221506,13.212,16765.8,221.5,1.0,v5p-8,0.2191780821917808,0.24,0.20168067226890757,0.20168067226890757,0.24,0.2191780821917808,0.09368956610390904,0.05578991596638655,0.06839718456386465,0.20168067226890757,0.2191780821917808,0.037854166666666675
full,AF-A0A0Q9Z105-F1,268,228,1000,resample,4,338419,18.984,17826.7,338.4,1.0,v5p-8,0.21739130434782608,0.3723404255319149,0.15350877192982457,0.15789473684210525,0.225,0.18556701030927833,0.10066365354613575,0.04862280701754386,0.06475239594612708,0.15789473684210525,0.21739130434782608,0.015095588235294118
full,AF-A0A0R2AXN7-F1,94,63,1000,resample,4,166567,8.972,18565.3,166.6,1.0,v5p-8,0.5984251968503936,0.59375,0.6031746031746031,0.6031746031746031,0.59375,0.5984251968503936,0.19781559383214864,0.17766666666666667,0.18318187421166665,0.6031746031746031,0.5984251968503936,0.0586774193548387
full,AF-A0A0R2QD14-F1,65,23,1000,resample,4,70801,4.27,16581.6,70.8,1.0,v5p-8,0.46153846153846156,0.5625,0.391304347826087,0.5217391304347826,0.375,0.43636363636363634,0.1522726891447679,0.13273913043478258,0.13172068456845107,0.5217391304347826,0.46153846153846156,0.03799999999999999
full,AF-A0A0R3BKB2-F1,95,58,1000,resample,4,161005,8.424,19112.4,161.0,1.0,v5p-8,0.6296296296296295,0.68,0.5862068965517241,0.5862068965517241,0.68,0.6296296296296295,0.4568014314534681,0.4088275862068965,0.4282710771925175,0.5862068965517241,0.6296296296296295,0.33799999999999997
full,AF-A0A0R3ILJ3-F1,219,112,1000,resample,4,245512,14.162,17335.8,245.5,1.0,v5p-8,0.2553191489361702,0.3157894736842105,0.21428571428571427,0.24107142857142858,0.24545454545454545,0.24324324324324326,0.10784172592122589,0.0746875,0.08618037845658708,0.24107142857142858,0.2553191489361702,0.04333783783783784
full,AF-A0A0S2I673-F1,186,72,1000,resample,4,207805,11.508,18057.0,207.8,1.0,v5p-8,0.6153846153846153,0.5360824742268041,0.7222222222222222,0.7222222222222222,0.5360824742268041,0.6153846153846153,0.2509497589434437,0.23840277777777777,0.23922060507554796,0.7222222222222222,0.6153846153846153,0.241811320754717
full,AF-A0A0S2W802-F1,115,48,1000,resample,4,152047,8.587,17706.2,152.0,1.0,v5p-8,0.24719101123595508,0.2682926829268293,0.22916666666666666,0.22916666666666666,0.2682926829268293,0.24719101123595508,0.020034820328720747,0.019104166666666665,0.0184742658421155,0.22916666666666666,0.24719101123595508,0.015466666666666667
full,AF-A0A0S2ZQV6-F1,388,451,1000,resample,4,602353,33.3,18088.6,602.4,1.0,v5p-8,0.09388335704125178,0.13095238095238096,0.07317073170731707,0.07538802660753881,0.12318840579710146,0.09353507565337003,0.05376565913113189,0.02368957871396896,0.03261146697091506,0.07538802660753881,0.09388335704125178,0.010957236842105264
full,AF-A0A0S4LCY7-F1,189,95,1000,resample,4,222373,12.527,17751.7,222.4,1.0,v5p-8,0.23602484472049692,0.2878787878787879,0.2,0.2,0.2878787878787879,0.23602484472049692,0.05756748750966314,0.04341052631578947,0.048309819469800015,0.2,0.23602484472049692,0.024157894736842104
full,AF-A0A0S7Y438-F1,277,215,1000,resample,4,385249,21.098,18260.4,385.2,1.0,v5p-8,0.16927899686520376,0.25961538461538464,0.12558139534883722,0.13953488372093023,0.1694915254237288,0.1530612244897959,0.09716285618281012,0.05631162790697674,0.07011988891515361,0.13953488372093023,0.16927899686520376,0.012166666666666668
full,AF-A0A0S8D8U9-F1,212,169,1000,resample,4,401836,21.014,19121.9,401.8,1.0,v5p-8,0.17142857142857143,0.21621621621621623,0.14201183431952663,0.14792899408284024,0.16447368421052633,0.15576323987538943,0.0524692533890609,0.04077514792899408,0.04528976022251615,0.14792899408284024,0.17142857142857143,0.0231304347826087
full,AF-A0A0S8HBW3-F1,116,67,1000,resample,4,185941,9.545,19480.2,185.9,1.0,v5p-8,0.5416666666666666,0.5064935064935064,0.582089552238806,0.582089552238806,0.5064935064935064,0.5416666666666666,0.20020197492614195,0.18777611940298508,0.19241268179945412,0.582089552238806,0.5416666666666666,0.17794285714285712
full,AF-A0A0S8KJ43-F1,116,112,1000,resample,4,273685,13.486,20294.7,273.7,1.0,v5p-8,0.4,0.46987951807228917,0.3482142857142857,0.3482142857142857,0.46987951807228917,0.4,0.10504286998233946,0.08416071428571428,0.0919980509751519,0.3482142857142857,0.4,0.0596338028169014
full,AF-A0A0U3AG07-F1,189,127,1000,resample,4,360415,18.558,19421.3,360.4,1.0,v5p-8,0.3745318352059925,0.35714285714285715,0.3937007874015748,0.3937007874015748,0.35714285714285715,0.3745318352059925,0.151413550566148,0.1404488188976378,0.14433166678167736,0.3937007874015748,0.3745318352059925,0.07664473684210527
full,AF-A0A0W8FZR3-F1,69,6,1000,resample,4,76108,4.422,17211.6,76.1,1.0,v5p-8,0.8,1.0,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.015826472258652486,0.04933333333333333,0.02188987858173761,0.8333333333333334,0.8,
full,AF-A0A0X3UPP1-F1,327,186,1000,resample,4,405514,22.347,18146.2,405.5,1.0,v5p-8,0.1793103448275862,0.25,0.13978494623655913,0.15591397849462366,0.1895424836601307,0.17109144542772864,0.09520793556557344,0.06736559139784945,0.07821246625996515,0.15591397849462366,0.1793103448275862,0.01274015748031496
full,AF-A0A0Z8LYN6-F1,302,295,1000,resample,4,381364,21.813,17483.6,381.4,1.0,v5p-8,0.15102974828375287,0.2323943661971831,0.11186440677966102,0.1152542372881356,0.19883040935672514,0.14592274678111586,0.07707724612016167,0.03209830508474577,0.04475454494410517,0.1152542372881356,0.15102974828375287,0.013588983050847459
full,AF-A0A100I0V3-F1,170,128,1000,resample,4,312004,16.976,18379.4,312.0,1.0,v5p-8,0.17543859649122806,0.2,0.15625,0.1796875,0.1619718309859155,0.17037037037037037,0.06489130418798554,0.05175,0.05664157402679757,0.1796875,0.17543859649122806,0.02039344262295082
full,AF-A0A128EME2-F1,137,110,1000,resample,4,281110,14.328,19620.2,281.1,1.0,v5p-8,0.32989690721649484,0.38095238095238093,0.2909090909090909,0.2909090909090909,0.38095238095238093,0.32989690721649484,0.1346131092499143,0.11408181818181819,0.12235628661165021,0.2909090909090909,0.32989690721649484,0.035083333333333334
full,AF-A0A132MH23-F1,261,287,1000,resample,4,490294,25.951,18893.0,490.3,1.0,v5p-8,0.13302752293577982,0.19463087248322147,0.10104529616724739,0.10104529616724739,0.19463087248322147,0.13302752293577982,0.07002579435141836,0.039149825783972136,0.04967057179670501,0.10104529616724739,0.13302752293577982,0.017910052910052907
full,AF-A0A135IKW2-F1,99,30,1000,resample,4,107224,6.391,16777.4,107.2,1.0,v5p-8,0.47058823529411764,0.42105263157894735,0.5333333333333333,0.5333333333333333,0.42105263157894735,0.47058823529411764,0.10581516562123883,0.11706666666666668,0.10516487356221343,0.5333333333333333,0.47058823529411764,0.08833333333333332
full,AF-A0A135THY5-F1,221,201,1000,resample,4,325633,17.673,18425.7,325.6,1.0,v5p-8,0.24683544303797472,0.3391304347826087,0.19402985074626866,0.19402985074626866,0.3391304347826087,0.24683544303797472,0.10912729470783468,0.05923880597014926,0.07592746928473551,0.19402985074626866,0.24683544303797472,0.04489075630252101
full,AF-A0A136LR62-F1,85,45,1000,resample,4,118006,6.398,18445.0,118.0,1.0,v5p-8,0.8863636363636364,0.9069767441860465,0.8666666666666667,0.8888888888888888,0.8695652173913043,0.8791208791208792,0.5878882577336214,0.5144444444444444,0.5457825620209855,0.8888888888888888,0.8863636363636364,0.629125
full,AF-A0A147GX12-F1,71,58,1000,resample,4,110764,6.231,17777.1,110.8,1.0,v5p-8,0.4742268041237114,0.5897435897435898,0.39655172413793105,0.41379310344827586,0.4,0.4067796610169491,0.17639703043656033,0.11289655172413793,0.13415310820245643,0.41379310344827586,0.4742268041237114,0.040049999999999995
full,AF-A0A150D5N9-F1,79,58,1000,resample,4,117676,6.488,18137.1,117.7,1.0,v5p-8,0.38461538461538464,0.43478260869565216,0.3448275862068966,0.3448275862068966,0.43478260869565216,0.38461538461538464,0.12597596824081486,0.08191379310344829,0.09472105662065981,0.3448275862068966,0.38461538461538464,0.06502777777777778
full,AF-A0A150QTE2-F1,103,106,1000,resample,4,161917,8.893,18206.5,161.9,1.0,v5p-8,0.3870967741935484,0.45,0.33962264150943394,0.36792452830188677,0.35454545454545455,0.36111111111111105,0.1171591655836046,0.0600566037735849,0.0773510913875605,0.36792452830188677,0.3870967741935484,0.038136363636363635
full,AF-A0A152A5D9-F1,161,82,1000,resample,4,197998,11.429,17324.2,198.0,1.0,v5p-8,0.2278481012658228,0.23684210526315788,0.21951219512195122,0.25609756097560976,0.1891891891891892,0.21761658031088085,0.06034931158768724,0.0482439024390244,0.05196645325149988,0.25609756097560976,0.2278481012658228,0.034031746031746024
