source,stem,pdb_id,chain,length,resolution,deposit_date,category,novelty_axis,local_path
denovo_pdb,3o4d_A,3o4d,A,123,1.65,2010-07-26,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3o4d.cif
denovo_pdb,3p6i_A,3p6i,A,127,1.32,2010-10-11,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3p6i.cif
denovo_pdb,3p6j_A,3p6j,A,125,1.35,2010-10-11,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3p6j.cif
denovo_pdb,3pg0_A,3pg0,A,140,1.62,2010-10-29,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3pg0.cif
denovo_pdb,3q7w_A,3q7w,A,124,1.50,2011-01-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3q7w.cif
denovo_pdb,3q7x_A,3q7x,A,125,1.40,2011-01-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3q7x.cif
denovo_pdb,3q7y_A,3q7y,A,124,1.45,2011-01-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3q7y.cif
denovo_pdb,3rfn_A,3rfn,A,151,1.80,2011-04-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3rfn.cif
denovo_pdb,3teu_A,3teu,A,98,1.00,2011-08-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3teu.cif
denovo_pdb,3v45_A,3v45,A,166,2.60,2011-12-14,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3v45.cif
denovo_pdb,3ww9_A,3ww9,A,251,1.33,2014-06-17,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3ww9.cif
denovo_pdb,3wwa_A,3wwa,A,251,1.99,2014-06-17,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3wwa.cif
denovo_pdb,4a29_A,4a29,A,247,1.10,2011-09-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4a29.cif
denovo_pdb,4d8h_A,4d8h,A,124,1.90,2012-01-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4d8h.cif
denovo_pdb,4db6_A,4db6,A,197,1.80,2012-01-13,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4db6.cif
denovo_pdb,4drt_A,4drt,A,352,2.00,2012-02-17,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4drt.cif
denovo_pdb,4dui_A,4dui,A,165,1.16,2012-02-22,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4dui.cif
denovo_pdb,4etj_A,4etj,A,164,2.20,2012-04-24,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4etj.cif
denovo_pdb,4hxt_A,4hxt,A,247,1.95,2012-11-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4hxt.cif
denovo_pdb,4ijb_A,4ijb,A,244,1.74,2012-12-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4ijb.cif
denovo_pdb,4j8y_A,4j8y,A,157,1.70,2013-02-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4j8y.cif
denovo_pdb,4lny_A,4lny,A,248,1.93,2013-07-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4lny.cif
denovo_pdb,4lpx_A,4lpx,A,97,1.90,2013-07-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4lpx.cif
denovo_pdb,4lt9_A,4lt9,A,250,2.15,2013-07-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4lt9.cif
denovo_pdb,4n6t_A,4n6t,A,79,1.75,2013-10-14,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4n6t.cif
denovo_pdb,4n6u_A,4n6u,A,79,2.25,2013-10-14,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4n6u.cif
denovo_pdb,4nez_A,4nez,A,160,2.40,2013-10-30,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4nez.cif
denovo_pdb,4oxw_A,4oxw,A,106,1.73,2014-02-07,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4oxw.cif
denovo_pdb,4oza_A,4oza,A,57,2.20,2014-02-14,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4oza.cif
denovo_pdb,4ozc_A,4ozc,A,57,2.30,2014-02-14,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4ozc.cif
denovo_pdb,4pq8_A,4pq8,A,241,1.83,2014-02-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4pq8.cif
denovo_pdb,4psj_A,4psj,A,255,1.99,2014-03-07,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4psj.cif
denovo_pdb,4pww_A,4pww,A,85,1.47,2014-03-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4pww.cif
denovo_pdb,4qkr_A,4qkr,A,125,1.75,2014-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4qkr.cif
denovo_pdb,4qks_A,4qks,A,124,1.70,2014-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4qks.cif
denovo_pdb,4r5c_A,4r5c,A,304,1.93,2014-08-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4r5c.cif
denovo_pdb,4r6f_A,4r6f,A,329,1.73,2014-08-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4r6f.cif
denovo_pdb,4u3h_A,4u3h,A,100,1.98,2014-07-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4u3h.cif
denovo_pdb,4uos_A,4uos,A,188,1.63,2014-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4uos.cif
denovo_pdb,4wpy_A,4wpy,A,88,1.50,2014-10-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4wpy.cif
denovo_pdb,4wsp_A,4wsp,A,79,1.65,2014-10-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4wsp.cif
denovo_pdb,4yxx_A,4yxx,A,208,2.18,2015-03-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4yxx.cif
denovo_pdb,4yxz_A,4yxz,A,278,2.50,2015-03-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4yxz.cif
denovo_pdb,5bvl_A,5bvl,A,180,1.99,2015-06-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5bvl.cif
denovo_pdb,5cwb_A,5cwb,A,197,1.55,2015-07-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwb.cif
denovo_pdb,5cwc_A,5cwc,A,196,1.25,2015-07-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwc.cif
denovo_pdb,5cwd_A,5cwd,A,171,2.61,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwd.cif
denovo_pdb,5cwg_A,5cwg,A,195,1.20,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwg.cif
denovo_pdb,5cwh_A,5cwh,A,159,1.30,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwh.cif
denovo_pdb,5cwi_A,5cwi,A,233,1.75,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwi.cif
denovo_pdb,5cwj_A,5cwj,A,160,1.70,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwj.cif
denovo_pdb,5cwk_A,5cwk,A,172,1.90,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwk.cif
denovo_pdb,5cwm_A,5cwm,A,226,2.90,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwm.cif
denovo_pdb,5cwn_A,5cwn,A,207,1.70,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwn.cif
denovo_pdb,5cwp_A,5cwp,A,229,1.90,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwp.cif
denovo_pdb,5cwq_A,5cwq,A,233,2.05,2015-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5cwq.cif
denovo_pdb,5di5_A,5di5,A,191,2.28,2015-08-31,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5di5.cif
denovo_pdb,5dra_A,5dra,A,190,3.00,2015-09-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5dra.cif
denovo_pdb,5f53_A,5f53,A,84,1.80,2015-12-04,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5f53.cif
denovo_pdb,5hrz_A,5hrz,A,122,2.15,2016-01-24,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5hrz.cif
denovo_pdb,5ieo_A,5ieo,A,118,1.85,2016-02-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5ieo.cif
denovo_pdb,5iep_A,5iep,A,121,1.89,2016-02-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5iep.cif
denovo_pdb,5j0i_A,5j0i,A,73,2.20,2016-03-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5j0i.cif
denovo_pdb,5l0p_A,5l0p,A,311,2.30,2016-07-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5l0p.cif
denovo_pdb,5l33_A,5l33,A,106,2.00,2016-08-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5l33.cif
denovo_pdb,5le4_A,5le4,A,313,2.35,2016-06-29,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5le4.cif
denovo_pdb,5le9_A,5le9,A,315,1.85,2016-06-29,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5le9.cif
denovo_pdb,5lea_A,5lea,A,316,2.40,2016-06-29,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5lea.cif
denovo_pdb,5lw2_A,5lw2,A,155,1.75,2016-09-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5lw2.cif
denovo_pdb,5oos_A,5oos,A,161,2.26,2017-08-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5oos.cif
denovo_pdb,5oou_A,5oou,A,165,2.10,2017-08-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5oou.cif
denovo_pdb,5op3_A,5op3,A,157,1.36,2017-08-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5op3.cif
denovo_pdb,5orm_A,5orm,A,350,2.08,2017-08-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5orm.cif
denovo_pdb,5trv_A,5trv,A,118,2.91,2016-10-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5trv.cif
denovo_pdb,5vjs_A,5vjs,A,196,2.00,2017-04-19,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5vjs.cif
denovo_pdb,5vjt_A,5vjt,A,196,1.45,2017-04-19,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5vjt.cif
denovo_pdb,5vju_A,5vju,A,196,2.08,2017-04-19,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5vju.cif
denovo_pdb,5vnv_A,5vnv,A,120,1.40,2017-05-01,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5vnv.cif
denovo_pdb,5xg5_A,5xg5,A,145,1.54,2017-04-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5xg5.cif
denovo_pdb,5ys7_A,5ys7,A,315,2.10,2017-11-13,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5ys7.cif
denovo_pdb,6ais_O,6ais,O,244,1.30,2018-08-24,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6ais.cif
denovo_pdb,6ds9_A,6ds9,A,93,1.34,2018-06-13,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6ds9.cif
denovo_pdb,6ee5_A,6ee5,A,352,2.48,2018-08-13,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6ee5.cif
denovo_pdb,6egc_A,6egc,A,147,1.74,2018-08-19,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6egc.cif
denovo_pdb,6f0s_A,6f0s,A,251,1.50,2017-11-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6f0s.cif
denovo_pdb,6ff6_A,6ff6,A,222,2.50,2018-01-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6ff6.cif
denovo_pdb,6fpb_A,6fpb,A,160,1.62,2018-02-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6fpb.cif
denovo_pdb,6g6m_A,6g6m,A,320,1.70,2018-04-01,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6g6m.cif
denovo_pdb,6g6p_A,6g6p,A,318,2.40,2018-04-01,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6g6p.cif
denovo_pdb,6i37_A,6i37,A,251,1.54,2018-11-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6i37.cif
denovo_pdb,6i38_A,6i38,A,251,1.58,2018-11-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6i38.cif
denovo_pdb,6i39_A,6i39,A,251,1.05,2018-11-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6i39.cif
denovo_pdb,6i3a_A,6i3a,A,251,1.45,2018-11-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6i3a.cif
denovo_pdb,6ics_O,6ics,O,242,1.40,2018-09-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6ics.cif
denovo_pdb,6idc_A,6idc,A,251,2.01,2018-09-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6idc.cif
denovo_pdb,6iei_A,6iei,A,250,2.40,2018-09-14,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6iei.cif
denovo_pdb,6jcc_A,6jcc,A,97,1.45,2019-01-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6jcc.cif
denovo_pdb,6mrr_A,6mrr,A,68,1.18,2018-10-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6mrr.cif
denovo_pdb,6mrs_A,6mrs,A,77,1.54,2018-10-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6mrs.cif
denovo_pdb,6n9h_A,6n9h,A,75,1.04,2018-12-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6n9h.cif
denovo_pdb,6naf_A,6naf,A,74,1.92,2018-12-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6naf.cif
denovo_pdb,6nek_A,6nek,A,86,1.63,2018-12-17,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6nek.cif
denovo_pdb,6nla_A,6nla,A,56,1.34,2019-01-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6nla.cif
denovo_pdb,6qb2_A,6qb2,A,95,2.50,2018-12-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6qb2.cif
denovo_pdb,6qsd_A,6qsd,A,250,1.45,2019-02-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6qsd.cif
denovo_pdb,6qse_A,6qse,A,251,1.90,2019-02-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6qse.cif
denovo_pdb,6qsg_A,6qsg,A,251,1.15,2019-02-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6qsg.cif
denovo_pdb,6qsh_A,6qsh,A,246,2.50,2019-02-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6qsh.cif
denovo_pdb,6rej_A,6rej,A,250,1.65,2019-04-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6rej.cif
denovo_pdb,6rek_A,6rek,A,251,1.10,2019-04-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6rek.cif
denovo_pdb,6rem_A,6rem,A,251,1.60,2019-04-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6rem.cif
denovo_pdb,6reo_A,6reo,A,251,1.50,2019-04-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6reo.cif
denovo_pdb,6rlh_A,6rlh,A,248,1.50,2019-05-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6rlh.cif
denovo_pdb,6rli_A,6rli,A,250,1.15,2019-05-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6rli.cif
denovo_pdb,6sa6_A,6sa6,A,395,1.60,2019-07-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6sa6.cif
denovo_pdb,6tjg_A,6tjg,A,320,1.80,2019-11-26,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6tjg.cif
denovo_pdb,6veh_A,6veh,A,180,2.30,2020-01-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6veh.cif
denovo_pdb,6w3w_A,6w3w,A,107,1.55,2020-03-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6w3w.cif
denovo_pdb,6w90_A,6w90,A,130,1.50,2020-03-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6w90.cif
denovo_pdb,6wvs_A,6wvs,A,182,2.20,2020-05-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6wvs.cif
denovo_pdb,6x9z_A,6x9z,A,120,2.05,2020-06-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6x9z.cif
denovo_pdb,6xi6_A,6xi6,A,269,2.69,2020-06-19,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6xi6.cif
denovo_pdb,6xt4_A,6xt4,A,235,2.40,2020-07-17,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6xt4.cif
denovo_pdb,6y7p_A,6y7p,A,319,1.75,2020-03-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6y7p.cif
denovo_pdb,6ypi_A,6ypi,A,87,1.48,2020-04-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6ypi.cif
denovo_pdb,6yqx_A,6yqx,A,181,1.64,2020-04-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6yqx.cif
denovo_pdb,6yqy_A,6yqy,A,178,1.88,2020-04-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6yqy.cif
denovo_pdb,6z2i_A,6z2i,A,168,2.90,2020-05-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/6z2i.cif
