eval01381	esmfold2|555d4726f0d10196ada307b745e70adb	0.276	47	0.166	0.089	8.621E+01	19
eval01381	afdb|AF-A0A178LQJ2-F1	0.250	65	0.230	0.071	8.621E+01	19
eval01381	esmfold2|70db7cbf7cfb4208ffc221560853bbee	0.342	38	0.134	0.047	1.141E+02	19
eval01381	esmfold2|89186ee9295e952f1703eabf794dc7c8	0.391	23	0.081	0.052	1.997E+02	18
eval01381	afdb|AF-A0A550CNX1-F1	0.583	12	0.042	0.017	1.997E+02	18
eval01381	afdb|AF-A0A0D0ECZ5-F1	0.800	5	0.018	0.007	1.997E+02	18
eval01381	esmfold2|7e26720e55fc2fa43f820017a31256de	0.461	13	0.046	0.085	2.643E+02	18
eval01381	afdb|AF-A0A7Y6X4F9-F1	0.400	15	0.053	0.052	2.643E+02	18
eval01381	afdb|AF-A0A5C7J7C3-F1	0.203	64	0.226	0.120	2.643E+02	18
eval01381	esmfold2|971a1da570d0bd65967ef647ec6f5d62	0.545	11	0.039	0.051	3.496E+02	17
eval01381	afdb|AF-A0A2G6Q3N0-F1	0.263	19	0.067	0.066	3.496E+02	17
eval01381	afdb|AF-A0A0B7FJA1-F1	0.260	50	0.148	0.068	4.626E+02	17
eval01381	afdb|AF-A0A6I9SF53-F1	0.615	13	0.046	0.026	6.120E+02	16
eval01381	afdb|AF-A0A2T0RXE6-F1	0.461	13	0.046	0.039	8.096E+02	16
eval01637	esmfold2|35db8bf0a3918c465939767d63d5f7a8	0.287	94	0.407	0.123	3.874E+00	23
eval01637	afdb|AF-A0A838F088-F1	0.292	41	0.220	0.063	9.130E+00	21
eval01637	afdb|AF-A0A8A6RVD8-F1	0.500	16	0.088	0.053	2.149E+01	20
eval01637	esmfold2|6e39214dbbaa09d039fe7e1a3067f0d1	0.421	19	0.104	0.037	2.149E+01	20
eval01637	afdb|AF-A0A1G5EM29-F1	0.583	12	0.066	0.020	2.858E+01	20
eval01637	afdb|AF-A0A4U1J903-F1	0.500	12	0.066	0.023	1.186E+02	18
eval01637	afdb|AF-A0A0J5P662-F1	0.600	10	0.055	0.069	2.095E+02	17
eval01637	esmfold2|d3003ac8eb8028a9ce30ae167a7df31d	0.600	10	0.055	0.019	2.095E+02	17
eval01637	esmfold2|aee3a092db4aa8db7baf2f4c5bb6a3a9	0.388	18	0.099	0.029	3.697E+02	16
eval01637	afdb|AF-A0A5B2WNE4-F1	0.266	30	0.148	0.095	8.662E+02	15
eval01637	afdb|AF-A0A4R4NCI3-F1	0.375	24	0.132	0.037	8.662E+02	15
eval00006	afdb|AF-G5FCZ3-F1	0.259	53	0.233	0.115	1.270E+00	25
eval00006	esmfold2|3d3c5a5db256f403e086eca97ded350e	0.222	45	0.198	0.124	6.937E+00	22
eval00006	esmfold2|9446c88897d91e8e425722c64cdcb2e9	0.636	11	0.048	0.030	6.937E+00	22
eval00006	esmfold2|77ca76a6a335ec68b5a0ca1f98337917	0.583	12	0.053	0.050	9.203E+00	22
eval00006	esmfold2|37cd5439407104bc4267e8fd6e005552	0.466	15	0.066	0.057	1.221E+01	21
eval00006	esmfold2|1cf62470b17ff21816bb9bf310a4f33f	0.545	11	0.048	0.031	1.619E+01	21
eval00006	esmfold2|923f5d29705fb5b69dacd47e95d7c3f9	0.545	11	0.048	0.029	1.619E+01	21
eval00006	esmfold2|e26b38083c75f02b46f376ef06d987d5	0.478	23	0.097	0.118	2.148E+01	21
eval00006	esmfold2|a21f7dd70d305326aaba492ee3ec4d9a	0.545	11	0.048	0.030	2.148E+01	21
eval00006	afdb|AF-L7VSA4-F1	0.727	11	0.048	0.024	2.148E+01	21
eval00006	esmfold2|4574bca35826ffefc30caf4d9eac4cca	0.285	63	0.233	0.121	2.148E+01	21
eval00006	esmfold2|adddda37e696f4f7db3289f25c137964	0.189	37	0.163	0.102	2.849E+01	20
eval00006	esmfold2|577d280b670b8660b04c1fdc57a88967	0.571	14	0.062	0.042	3.778E+01	20
eval00006	esmfold2|4b386fbd971025d310f4506a4655e072	0.454	11	0.048	0.031	5.009E+01	19
eval00006	esmfold2|e1566c326e7a971d19490fcb500887d3	0.325	39	0.137	0.094	5.009E+01	19
eval00006	esmfold2|bea37f863a6c5a202e58b10ad800e939	0.500	14	0.062	0.027	5.009E+01	19
eval00006	esmfold2|be7c7c1bee6aaa74fd52b72288c3f67c	0.545	11	0.048	0.030	6.642E+01	19
eval00006	esmfold2|daf8d369673eedf0f7137314a5cb7d9d	0.521	23	0.097	0.063	6.642E+01	19
eval00006	esmfold2|5738e571f1d7ab43006f628ef4b06308	0.244	45	0.198	0.126	8.806E+01	19
eval00006	afdb|AF-A0A1W9L934-F1	0.350	20	0.088	0.286	1.167E+02	18
eval00006	esmfold2|5166713d317eb193117307de9ce7ed15	0.555	18	0.079	0.110	1.167E+02	18
eval00006	afdb|AF-A0A0K9R841-F1	0.161	105	0.463	0.194	1.167E+02	18
eval00006	esmfold2|6e39214dbbaa09d039fe7e1a3067f0d1	0.266	45	0.198	0.076	1.548E+02	18
eval00006	afdb|AF-A0A7W0Z8Q3-F1	0.352	17	0.075	0.048	2.052E+02	18
eval00006	afdb|AF-A0A2E0MM04-F1	0.318	22	0.097	0.061	3.604E+02	17
eval00006	esmfold2|ece1e4743c03df4cd1c8c2b36c84da80	0.416	12	0.053	0.023	6.330E+02	16
eval00326	esmfold2|59a43bc79304d0ce3be66fe99496792f	0.470	17	0.117	0.047	6.667E+01	18
eval00437	afdb|AF-A0A147KKR1-F1	0.416	36	0.263	0.112	1.950E+00	23
eval00437	esmfold2|0cd4e1c60588d33a61347ef1ecbdcc51	0.700	10	0.085	0.033	3.743E+01	19
eval00437	esmfold2|a52b40895587e0a79dd66177c44cf4ab	0.857	7	0.059	0.016	3.743E+01	19
eval00437	afdb|AF-A0A1B9EZN9-F1	0.434	23	0.195	0.125	9.010E+01	18
eval00437	afdb|AF-A0A7X2TV86-F1	0.320	48	0.407	0.241	1.616E+02	17
eval00437	afdb|AF-A0A6P1Q245-F1	0.269	52	0.390	0.094	1.616E+02	17
eval00437	afdb|AF-A0A5K1JRE0-F1	0.301	53	0.449	0.057	2.893E+02	16
eval00437	afdb|AF-F6H8V1-F1	0.333	24	0.203	0.035	5.174E+02	15
eval00437	esmfold2|06daadb5060ab6309b4ebfef188bf74e	0.275	29	0.186	0.067	9.243E+02	14
eval00629	afdb|AF-A0A2H0PKF8-F1	0.406	32	0.104	0.076	3.535E-01	27
eval00629	afdb|AF-A0A5N8XMY6-F1	0.481	27	0.071	0.080	3.118E+01	21
eval00629	afdb|AF-A0A8A6RVD8-F1	0.545	11	0.036	0.036	1.262E+02	19
eval00629	esmfold2|4e5993055f43e8ea828a2099967b32cf	0.470	17	0.055	0.040	1.262E+02	19
eval00629	esmfold2|a99d97494eac682bd344527109d635b2	0.350	40	0.113	0.261	2.206E+02	18
eval00629	esmfold2|24ce760a1a9ef941cbc8c476540d6113	0.529	17	0.055	0.124	2.917E+02	18
eval00629	esmfold2|4b3a5339f1520e0c623f2bdb6462c4ea	0.636	11	0.036	0.026	3.857E+02	17
eval00629	afdb|AF-A0A7S0CNJ6-F1	0.320	25	0.081	0.075	5.100E+02	17
eval00629	afdb|AF-A0A7X7UG65-F1	0.615	13	0.042	0.017	5.100E+02	17
eval00629	esmfold2|be7c7c1bee6aaa74fd52b72288c3f67c	0.333	12	0.039	0.033	6.743E+02	16
eval00629	afdb|AF-A0A6B0Q6F8-F1	0.500	14	0.045	0.024	6.743E+02	16
eval00629	esmfold2|9ba83f63e032f784a4f03a93fb50dfe9	0.400	25	0.071	0.041	6.743E+02	16
eval00629	afdb|AF-G5FCZ3-F1	0.500	12	0.039	0.027	8.916E+02	16
eval00629	esmfold2|f04751cc8b388488fae2cdda4912c036	0.333	15	0.049	0.029	8.916E+02	16
eval00885	esmfold2|d00f6e29fae87a0443a96cf77189c01e	0.550	20	0.052	0.039	1.327E+01	22
eval00885	esmfold2|0a09e78afa3d45a5e069efe8adcbbad6	0.395	43	0.101	0.081	1.753E+01	22
eval00885	esmfold2|e8f5f612db6f61b6668b12aedfc37012	0.352	49	0.127	0.090	1.753E+01	22
eval00885	esmfold2|02ba848b3d8690cc885d38486b829b6e	0.315	19	0.049	0.045	2.316E+01	21
eval00885	esmfold2|4bf49e5f71e255a47adae528e6f43e24	0.562	16	0.041	0.031	2.316E+01	21
eval00885	esmfold2|555d4726f0d10196ada307b745e70adb	0.666	12	0.031	0.023	2.316E+01	21
eval00885	afdb|AF-A0A2R9UBP7-F1	0.263	70	0.163	0.082	2.316E+01	21
eval00885	esmfold2|bd853077abc90fff2054daa1d58210b6	0.351	36	0.093	0.101	4.040E+01	21
eval00885	esmfold2|09bd562f707c2488e278e9d5a302131a	0.312	32	0.083	0.063	5.336E+01	20
eval00885	afdb|AF-A0A2H5EWQ5-F1	0.297	47	0.109	0.070	7.048E+01	20
eval00885	esmfold2|a81887beef801640edc79d4301f1ef78	0.269	62	0.160	0.445	9.309E+01	19
eval00885	afdb|AF-A0A2Z4FMK9-F1	0.391	23	0.059	0.049	1.230E+02	19
eval00885	esmfold2|6e39214dbbaa09d039fe7e1a3067f0d1	0.500	12	0.031	0.024	1.230E+02	19
eval00885	esmfold2|1af17abf9ce8c3bd578cabd30689b2be	0.271	59	0.152	0.121	1.624E+02	19
eval00885	esmfold2|7116fc7b630593ba2a5d760af8e85e19	0.500	12	0.031	0.024	1.624E+02	19
eval00885	afdb|AF-A0A6M7UR97-F1	0.307	52	0.134	0.043	1.624E+02	19
eval00885	afdb|AF-A0A5C7C1H7-F1	0.375	32	0.083	0.044	2.145E+02	18
eval00885	afdb|AF-A0A806NWG2-F1	0.666	12	0.031	0.021	2.145E+02	18
eval00885	afdb|AF-A0A846P501-F1	0.444	18	0.047	0.057	2.832E+02	18
eval00885	esmfold2|7293c07aaf00a3d8f70e5f13995bc828	0.254	55	0.106	0.129	2.832E+02	18
eval00885	afdb|AF-L7VSA4-F1	0.204	44	0.114	0.094	2.832E+02	18
eval00885	esmfold2|3a5b5714ba4e78f05fdf09a3bd193b76	0.360	25	0.065	0.049	2.832E+02	18
eval00885	afdb|AF-A0A3B8KR94-F1	0.375	16	0.041	0.029	2.832E+02	18
eval00885	esmfold2|1aba43f545eb2d7eb013e77dcd626283	0.333	48	0.093	0.173	3.740E+02	18
eval00885	esmfold2|03ab464de348dffa4d674eaf8b0bcb4e	0.461	13	0.034	0.031	3.740E+02	18
eval00885	afdb|AF-A0A7C1TXW8-F1	0.370	27	0.070	0.053	3.740E+02	18
eval00885	afdb|AF-A0A6A3AUR8-F1	0.538	13	0.034	0.022	3.740E+02	18
eval00885	afdb|AF-A0A0D0ECZ5-F1	0.600	10	0.026	0.014	3.740E+02	18
eval00885	esmfold2|06daadb5060ab6309b4ebfef188bf74e	0.366	30	0.067	0.070	4.940E+02	17
eval00885	afdb|AF-A0A5R8WHB3-F1	0.333	21	0.054	0.048	4.940E+02	17
eval00885	afdb|AF-A0A5J4XPZ9-F1	0.321	28	0.072	0.078	6.523E+02	17
eval01141	afdb|AF-R2Q527-F1	0.220	153	0.668	0.263	8.839E+00	22
eval01141	esmfold2|d3003ac8eb8028a9ce30ae167a7df31d	0.411	17	0.077	0.033	3.635E+01	20
eval01141	afdb|AF-S0FWD7-F1	0.428	14	0.064	0.024	4.821E+01	19
eval01141	afdb|AF-A0A2R4SVZ9-F1	0.333	27	0.123	0.081	8.481E+01	19
eval01141	esmfold2|5900d99ce081ec389321f7b0dc07a9ab	0.437	16	0.073	0.051	1.491E+02	18
eval01141	esmfold2|d05ee94286e6f7c0df370eca5b57cf04	0.363	22	0.100	0.066	1.491E+02	18
eval01141	afdb|AF-A0A5B2WNE4-F1	0.347	23	0.105	0.066	1.978E+02	18
eval01141	esmfold2|18a020b227547c201a23bcdda052b738	0.259	27	0.123	0.032	2.622E+02	17
eval01141	esmfold2|a540a42f85b0f4921a6f5fb70aa75a70	0.538	13	0.059	0.092	4.609E+02	16
eval01365	afdb|AF-A0A226ELZ6-F1	0.366	30	0.102	0.061	9.827E-02	29
eval01365	afdb|AF-A0A0D7AUL6-F1	0.254	59	0.215	0.081	1.549E+01	21
eval01365	afdb|AF-A0A7I7M9D1-F1	0.500	20	0.073	0.021	1.549E+01	21
eval01365	afdb|AF-G0FZY6-F1	0.341	41	0.145	0.160	2.716E+01	21
eval01365	afdb|AF-A0A6M7UR97-F1	0.297	74	0.204	0.082	4.759E+01	20
eval01365	esmfold2|091dfc1a74ceddfec5f46c323b1d801b	0.276	47	0.164	0.091	6.299E+01	19
eval01365	esmfold2|a2808b8e0e5f976713323341d69e6dca	0.700	10	0.036	0.011	6.299E+01	19
eval01365	esmfold2|b0c9b9c33096f860fc05a0433c59e2d0	0.366	30	0.109	0.058	8.338E+01	19
eval01365	esmfold2|daf8d369673eedf0f7137314a5cb7d9d	0.375	32	0.116	0.087	1.104E+02	19
eval01365	esmfold2|55a517f001f55c994452f1b8cc101675	0.261	42	0.153	0.076	1.104E+02	19
eval01365	afdb|AF-A0A4Q6C9N8-F1	0.545	11	0.040	0.019	1.104E+02	19
eval01365	afdb|AF-A0A511H2V6-F1	0.454	11	0.040	0.019	1.461E+02	18
eval01365	afdb|AF-A0A2E2M5D9-F1	0.342	37	0.135	0.077	3.385E+02	17
eval01365	esmfold2|404835eef110e385de687ee6045d93b8	0.545	11	0.040	0.056	4.480E+02	17
eval01365	esmfold2|2793e27930877aa880fc4609a0ac00a7	0.303	80	0.280	0.253	4.480E+02	17
eval01365	afdb|AF-A0A550CNX1-F1	0.347	23	0.084	0.025	4.480E+02	17
eval01365	esmfold2|d46b6b77750402f65a6f48671a0214b3	0.320	23	0.084	0.088	5.928E+02	16
eval00248	esmfold2|125189809b31824e06e9724fdf179c5d	0.197	93	0.246	0.445	1.482E+00	25
eval00248	esmfold2|7d57e1f157328be564c245cd94d8f23e	0.326	48	0.148	0.273	7.939E+00	23
eval00248	esmfold2|3d7cf5132bfa76135c37c3ef3b2884b3	0.314	69	0.218	0.240	7.939E+00	23
eval00248	afdb|AF-W0I1Q0-F1	0.538	13	0.041	0.020	7.939E+00	23
eval00248	esmfold2|971a1da570d0bd65967ef647ec6f5d62	0.265	48	0.151	0.206	5.617E+01	20
eval00248	afdb|AF-A0A2T0RXE6-F1	0.270	37	0.117	0.112	5.617E+01	20
eval00248	esmfold2|67ef9b8daacd1cdc8425aa1fe26484e2	0.217	104	0.322	0.539	7.428E+01	19
eval00248	esmfold2|2d4babb35e02e8a726ac0ddfad3e9107	0.300	20	0.063	0.041	2.270E+02	18
eval00248	afdb|AF-A0A2R9UBP7-F1	0.253	79	0.249	0.083	2.270E+02	18
eval00248	afdb|AF-A0A1F2W0N5-F1	0.235	34	0.107	0.209	3.002E+02	18
eval00248	esmfold2|adddda37e696f4f7db3289f25c137964	0.236	52	0.164	0.144	3.002E+02	18
eval00248	esmfold2|37cd5439407104bc4267e8fd6e005552	0.461	13	0.041	0.049	3.968E+02	17
eval00248	afdb|AF-G8SD31-F1	0.239	46	0.145	0.144	3.968E+02	17
eval00248	esmfold2|8fa5dd2d8cdc4552d29c8e4c7d0d6f08	0.461	13	0.041	0.050	5.246E+02	17
eval00760	afdb|AF-A0A511H2V6-F1	0.307	52	0.089	0.086	7.648E-01	27
eval00760	esmfold2|849072938996c1488140ee50ee6436cb	0.267	108	0.177	0.156	1.009E+00	27
eval00760	afdb|AF-A0A521TA73-F1	0.400	25	0.043	0.083	3.050E+00	25
eval00760	esmfold2|9985826228162d9ce8388cbd85cd02b1	0.211	127	0.217	0.281	3.050E+00	25
eval00760	afdb|AF-A0A7I7M9D1-F1	0.282	96	0.148	0.103	6.995E+00	24
eval00760	afdb|AF-A0A368BX78-F1	0.416	24	0.041	0.107	9.224E+00	23
eval00760	esmfold2|ac7a3fce9f5660c685e335710955d243	0.277	54	0.092	0.105	1.216E+01	23
eval00760	afdb|AF-A0A178LQJ2-F1	0.213	192	0.326	0.234	1.216E+01	23
eval00760	esmfold2|57dba66d1c24fe823a247e96b3599bcc	0.342	35	0.056	0.224	2.115E+01	22
eval00760	esmfold2|23213414e6a54d81bc1afc858f49048a	0.314	68	0.102	0.213	2.115E+01	22
eval00760	afdb|AF-A0A550CNX1-F1	0.416	24	0.041	0.031	2.115E+01	22
eval00760	esmfold2|ca52dd7e9d43742a2e0a11fe7943db27	0.473	19	0.032	0.045	2.789E+01	22
eval00760	esmfold2|98bd964e15e2e98ef901fbc8f0e738b9	0.326	47	0.078	0.232	3.677E+01	21
eval00760	esmfold2|dffbc747f2d4c743674a8c42081c0c73	0.588	17	0.029	0.087	4.849E+01	21
eval00760	esmfold2|f3b4e525fd479d4fcd22e593f7097662	0.221	99	0.169	0.300	4.849E+01	21
eval00760	esmfold2|d2682115933b6bf7c7e62d88efe21fa6	0.407	27	0.046	0.059	4.849E+01	21
eval00760	afdb|AF-A0A7W7R6J7-F1	0.217	69	0.109	0.076	6.394E+01	21
eval00760	afdb|AF-H1LRI2-F1	0.200	80	0.119	0.348	8.430E+01	20
eval00760	afdb|AF-A0A2Z4FMK9-F1	0.247	98	0.157	0.216	8.430E+01	20
eval00760	afdb|AF-A0A067JSJ7-F1	0.240	107	0.183	0.144	8.430E+01	20
eval00760	afdb|AF-A0A164XN87-F1	0.228	57	0.096	0.074	1.466E+02	19
eval00760	afdb|AF-A0A541BJV9-F1	0.344	29	0.049	0.033	1.466E+02	19
eval00760	esmfold2|dc22e1555d5a9001df64bb1937e4c364	0.437	16	0.027	0.054	1.933E+02	19
eval00760	esmfold2|334d687f428c10074fb5de1b7c9f5509	0.278	61	0.096	0.145	1.933E+02	19
eval00760	esmfold2|220878bb14c57be56f2bc4699e1df98b	0.384	13	0.022	0.076	2.548E+02	19
eval00760	afdb|AF-A0A1V6GZD1-F1	0.458	24	0.041	0.121	2.548E+02	19
eval00760	afdb|AF-A0A1C5QHR3-F1	0.265	84	0.143	0.194	2.548E+02	19
eval00760	afdb|AF-A0A150GTA0-F1	0.309	41	0.068	0.084	2.548E+02	19
eval00760	esmfold2|6e39214dbbaa09d039fe7e1a3067f0d1	0.400	25	0.043	0.047	2.548E+02	19
eval00760	esmfold2|d00f6e29fae87a0443a96cf77189c01e	0.384	13	0.022	0.025	2.548E+02	19
eval00760	esmfold2|4c68ce20b92bd8b6923feaf5ba9c9404	0.357	28	0.048	0.054	2.548E+02	19
eval00760	afdb|AF-G5FCZ3-F1	0.270	48	0.077	0.109	3.360E+02	18
eval00760	esmfold2|05aceb0b402982183cf69d6ed82101f4	0.352	17	0.029	0.033	3.360E+02	18
eval00760	esmfold2|a2808b8e0e5f976713323341d69e6dca	0.292	39	0.067	0.042	3.360E+02	18
eval00760	esmfold2|5c4afabbc6b96a4c2c866054c04344c0	0.391	23	0.039	0.071	4.430E+02	18
eval00760	afdb|AF-A0A522NLQ6-F1	0.533	15	0.026	0.042	5.841E+02	18
eval00760	afdb|AF-A0A1W9L8E3-F1	0.423	26	0.036	0.134	7.701E+02	17
eval00760	esmfold2|b0bb97339fcabe534c22d66407a8b68a	0.388	18	0.031	0.044	7.701E+02	17
eval01208	esmfold2|6e568ff24bf7b79cb1ad47b95e9e5416	0.777	9	0.034	0.038	7.985E+01	19
eval01208	esmfold2|9ba83f63e032f784a4f03a93fb50dfe9	0.323	34	0.128	0.054	1.057E+02	19
eval01208	afdb|AF-A0A550CNX1-F1	0.666	9	0.034	0.013	1.853E+02	18
eval01208	esmfold2|f6cbc9945884ed0c92c03756483e5808	0.250	39	0.136	0.187	4.297E+02	17
eval01208	esmfold2|43bbf6b7c3a7a24ebe3ce9142eed577c	0.363	22	0.083	0.067	4.297E+02	17
eval01208	afdb|AF-A0A538J235-F1	0.538	13	0.049	0.043	5.688E+02	16
eval01368	afdb|AF-A0A139N0V8-F1	0.366	30	0.114	0.076	4.788E+00	23
