source,entry_id,excluded,nearest_reference,identity,shorter_coverage,evalue
esmfold2,0a152c63f5931d8429e63b038cb36762,False,,,,
esmfold2,19e0237eb860aa2a1df019984ec0fa88,False,,,,
esmfold2,1b2441bdce9ad6b421ae1f5968196d67,False,,,,
esmfold2,1cede55442c259ed0c00edf73b6fbc79,False,,,,
esmfold2,1ed46df8797ce8acdbd6ce82de044415,False,,,,
esmfold2,24ce760a1a9ef941cbc8c476540d6113,True,eval00159,0.367,0.582,4.098E+00
esmfold2,309aa57c2131f48475dd8921b868c534,False,,,,
esmfold2,3c3d02cdce1343759b2b6a86e73296e4,False,,,,
esmfold2,633888d3f39908a8da80bc5d3386051d,False,,,,
esmfold2,a81887beef801640edc79d4301f1ef78,False,,,,
esmfold2,b42be8894397f10a43183a14532fdaf8,False,,,,
esmfold2,d06fa1b43b35517223112d016a2c8910,False,,,,
esmfold2,e874246a9b0e2c0c4071cd31ec8cbe65,False,,,,
esmfold2,04664c3adf7623e2e72aead750b6249b,False,,,,
esmfold2,136702a2aa50054e6aebc4330ba8f4d6,False,,,,
esmfold2,1f48085385d1adbcb138832ae3fc90da,False,,,,
esmfold2,3968697cbbf6a10547ea6b2cc1a57f3f,False,,,,
esmfold2,3a6ad35bb1ad06c0ef6ff4706da7ed78,False,,,,
esmfold2,3c10a32cc872c5fa28fd24371c2b5ddf,False,,,,
esmfold2,4a3db2b67b36319672ecf08c758defa1,True,eval00156,0.339,0.5,2.265E-01
esmfold2,52a26081333e5f0146a99986ad56b93d,True,eval00156,0.337,0.76,1.777E-04
esmfold2,83a55eae62c4be85cb365ceb70a7bbee,False,,,,
esmfold2,95807dbb29177ce7aa470b1df3010a7e,False,,,,
esmfold2,98bd964e15e2e98ef901fbc8f0e738b9,True,eval00156,0.403,0.52,1.777E-04
esmfold2,998e6f64da6493becdec41c1cb393b8e,False,,,,
esmfold2,a00b40581812eae53317b1c567add949,False,,,,
esmfold2,a99d97494eac682bd344527109d635b2,False,,,,
esmfold2,a9a7e67ed5737f6c5fcf30eff1cbbf93,False,,,,
esmfold2,afc34cca556e9469f522d7fd6a54253b,True,eval00142,0.301,0.505,2.050E+01
esmfold2,d4bd77f834f3586cea0c0e3ee7bdfe15,False,,,,
esmfold2,dffbc747f2d4c743674a8c42081c0c73,False,,,,
esmfold2,ec5cdeda68c3ff9f8aeabdb4e690b28d,True,eval00156,0.350,0.73,3.703E-05
esmfold2,f99066fd9407742bfbc449b4dcc205c1,True,eval00156,0.301,0.74,2.168E-03
esmfold2,18a020b227547c201a23bcdda052b738,False,,,,
esmfold2,1d6e83e9be9da8d87d3a2eca00a82110,False,,,,
esmfold2,1e1f75c5ee9bdc0f8c342604e8764f65,False,,,,
esmfold2,a2808b8e0e5f976713323341d69e6dca,False,,,,
esmfold2,b0293d67e98fdbfb2545e006bcae41b9,True,eval00644,0.375,0.5,1.493E+00
esmfold2,b75b669ec6635d8bd71b9adfd81dcaf1,False,,,,
esmfold2,bfee5572a5b3be6735e5013b9eb1d141,False,,,,
esmfold2,cff892a91da5813699670fc6dd4245d9,False,,,,
esmfold2,dd637330c0c6095b3a612f16ab161c5e,False,,,,
esmfold2,125189809b31824e06e9724fdf179c5d,False,,,,
esmfold2,220878bb14c57be56f2bc4699e1df98b,False,,,,
esmfold2,3ec87fa010887d8496971b8d5cc94c94,False,,,,
esmfold2,437eefc6c0dbdef01c921bd43abc765b,False,,,,
esmfold2,632f3adca92985847221ddf6b3917c51,False,,,,
esmfold2,67ef9b8daacd1cdc8425aa1fe26484e2,False,,,,
esmfold2,99e85844fc5d04001561e3e72d5297d4,False,,,,
esmfold2,a81a0a7bde99917d0e5b44b755af69b9,False,,,,
esmfold2,d40c4c2460393d8f111d30e4a8fc3df2,False,,,,
esmfold2,f2ac8d94c448cdb8fec11b38fda502af,False,,,,
esmfold2,0be7feaedab2964e563b39e9b563c780,False,,,,
esmfold2,0d05b2d2201cc532e0c774795269ea7f,False,,,,
esmfold2,2b3b5749b4f8487f2fc0a33f013016ea,True,eval01492,0.300,0.508,1.211E+00
esmfold2,4f9df1bed864464b1a317911137bed5b,False,,,,
esmfold2,70db7cbf7cfb4208ffc221560853bbee,False,,,,
esmfold2,84bb9dd34f4010f84becc3a872c26f6f,False,,,,
esmfold2,8f1ab35710e90e4664c3311f91d55bf4,False,,,,
esmfold2,ae1153958647de026888fee843531080,False,,,,
esmfold2,aee3a092db4aa8db7baf2f4c5bb6a3a9,False,,,,
esmfold2,ed9d21ada14e361e1f92008b6034cd7c,False,,,,
esmfold2,ee3be6dfdc48f8166acffa35ac153f6b,False,,,,
esmfold2,23213414e6a54d81bc1afc858f49048a,False,,,,
esmfold2,5c4afabbc6b96a4c2c866054c04344c0,False,,,,
esmfold2,be86185eff33640b5528c62dde37e589,False,,,,
esmfold2,d05ee94286e6f7c0df370eca5b57cf04,False,,,,
esmfold2,00b5bee07f0bb58420b08412b5faa709,False,,,,
esmfold2,577d280b670b8660b04c1fdc57a88967,False,,,,
esmfold2,0494e1f9f7163d3aa0c8a74b69e10d40,False,,,,
esmfold2,1aba43f545eb2d7eb013e77dcd626283,False,,,,
esmfold2,30775d6acb664d4c9438722c666c2711,False,,,,
esmfold2,315c345c144cc4f2d6228a030cfbb0a0,False,,,,
esmfold2,4d3f529c852e2971c411bb5f06f77fca,False,,,,
esmfold2,9754644cb77bea9c8ef42fa312674958,False,,,,
esmfold2,9f54f9f3818dec9edac041da0d15afc4,False,,,,
esmfold2,e965df362024758b2c7900ca58ce012f,False,,,,
esmfold2,15561cbd0481fb27622a84dc8ace9678,False,,,,
esmfold2,3e823eeca7903f6e55ecc048f5ef6b2c,False,,,,
esmfold2,62fc3ba23a914f0993f5af94753ce238,False,,,,
esmfold2,75af97bb137704e0852ed8a977a95389,False,,,,
esmfold2,8efc2c314bdb1f444f6e7092625b5c25,False,,,,
esmfold2,aa22a8f9f687677cda91aab84ae415d1,False,,,,
esmfold2,aea01512bf3332626525f281251baed2,False,,,,
esmfold2,b143be7577d8cf53404bd69f8a33feca,False,,,,
esmfold2,b84150cdec2f4c8c2e38ab851265c5a1,False,,,,
esmfold2,bb2c5ba8caae60e72005580461d5d49e,False,,,,
esmfold2,d0beeb6269096424d842aab54a57a36a,False,,,,
esmfold2,05aceb0b402982183cf69d6ed82101f4,False,,,,
esmfold2,091dfc1a74ceddfec5f46c323b1d801b,False,,,,
esmfold2,09bd562f707c2488e278e9d5a302131a,False,,,,
esmfold2,0a09e78afa3d45a5e069efe8adcbbad6,False,,,,
esmfold2,38e098c193f92121c4661a0ae8c68396,False,,,,
esmfold2,4bf49e5f71e255a47adae528e6f43e24,False,,,,
esmfold2,4c68ce20b92bd8b6923feaf5ba9c9404,False,,,,
esmfold2,555d4726f0d10196ada307b745e70adb,False,,,,
esmfold2,643734f17f7397c66964e34e0a225eea,False,,,,
esmfold2,6cac4d83159e9ca230874d8430dc0644,False,,,,
esmfold2,6e39214dbbaa09d039fe7e1a3067f0d1,False,,,,
esmfold2,7116fc7b630593ba2a5d760af8e85e19,False,,,,
esmfold2,7f13e8ed03bfdb10b1e29248440efd64,False,,,,
esmfold2,87024d4e9e1f2cbef404a63d957e4166,False,,,,
esmfold2,90e998455afe72271a520f418ee78a36,False,,,,
esmfold2,9e18e7b876db30a7520e2f0c46924731,False,,,,
esmfold2,adaec409865e76efd5326f39385d6a29,False,,,,
esmfold2,b35061e719820475f7e71c36de556ae2,False,,,,
esmfold2,bea37f863a6c5a202e58b10ad800e939,False,,,,
esmfold2,d00f6e29fae87a0443a96cf77189c01e,True,eval00521,0.461,0.684,3.436E+01
esmfold2,e46d5e095e9e30f6d3be98a7a7778625,True,eval00708,0.300,0.682,4.125E+00
esmfold2,e8f5f612db6f61b6668b12aedfc37012,False,,,,
esmfold2,e99e488e7789c227284bb9f685744269,False,,,,
esmfold2,ece1e4743c03df4cd1c8c2b36c84da80,False,,,,
esmfold2,f04751cc8b388488fae2cdda4912c036,False,,,,
esmfold2,f31d1af35d3ecd85fa82cf5a44accb66,False,,,,
esmfold2,35db8bf0a3918c465939767d63d5f7a8,False,,,,
esmfold2,844e1d7b2b03582132a7e0d66e3019d8,False,,,,
esmfold2,0beb70a9c1a3c23067e85e85e6b15cd2,False,,,,
esmfold2,1aed9747ca6d26ffd043fb2355678ce3,False,,,,
esmfold2,1b54d712ba867e0794d0c4663a1db4bc,False,,,,
esmfold2,23a294b359165dd577c98c2abe737ccc,False,,,,
esmfold2,2d2d9b3ef309a45889463737fc7282fd,True,eval00517,0.336,0.615,4.634E-03
esmfold2,5176fb03cf56b5044f3dfa70fb18ba78,False,,,,
esmfold2,5310196020b59a174fb2e198c54b3ff4,False,,,,
esmfold2,5d7d8e347e5cc22b01803719bdb171eb,False,,,,
esmfold2,6e1eeb0f1f244fb96978c3bf67a9b5ff,False,,,,
esmfold2,a94797e2b9801c168a1120427c9e7e56,False,,,,
esmfold2,bcec9656ff8ec9f87f0be9472005bb51,False,,,,
esmfold2,09096f9da11d319e4fc41f26b9605905,True,eval00699,0.333,0.5,1.134E+02
esmfold2,232fb88b5c7cd57bbeb1834f4eef0575,False,,,,
esmfold2,2d4babb35e02e8a726ac0ddfad3e9107,False,,,,
esmfold2,2d7b7baa1c93f9609c128925146b00e3,True,eval01335,0.303,0.652,8.694E+01
esmfold2,306eb5cce688daa0d716bd0b3759f638,False,,,,
esmfold2,3ba1c8457ef62786e638fd91c929723d,False,,,,
esmfold2,4120a68ac0a67681f9b9b3b1cced6ba0,False,,,,
esmfold2,55a517f001f55c994452f1b8cc101675,True,eval01525,0.461,0.52,3.766E+02
esmfold2,57c181468e3bf398a8c7313197458f01,False,,,,
esmfold2,971a1da570d0bd65967ef647ec6f5d62,False,,,,
esmfold2,9a945969f927ed4f0a15d3c593768aac,False,,,,
esmfold2,a33e5501061f9befd5f559bb28ff4ff2,False,,,,
esmfold2,a4e7beaa9b544364a00d4da8f5604964,False,,,,
esmfold2,a9a845af7fb50e67bf73e910d0c89b31,False,,,,
esmfold2,c7643c379fcf520904b412d4239ff472,True,eval01822,0.444,0.514,1.337E+01
esmfold2,ca21b7a1dfcd230af48a416ce70abc12,False,,,,
esmfold2,d3003ac8eb8028a9ce30ae167a7df31d,False,,,,
esmfold2,302023811a70b8c80568894e3764c5b2,False,,,,
esmfold2,4b3a5339f1520e0c623f2bdb6462c4ea,False,,,,
esmfold2,4e5993055f43e8ea828a2099967b32cf,False,,,,
esmfold2,545fb620ee9b4f3e77401ded465a27fa,False,,,,
esmfold2,5db057bc862fb11b8f1ce4401d66cb12,True,eval00024,0.352,0.523,9.668E+00
esmfold2,7293c07aaf00a3d8f70e5f13995bc828,False,,,,
esmfold2,89186ee9295e952f1703eabf794dc7c8,False,,,,
esmfold2,8bae68250342850f55bd231df62c1732,False,,,,
esmfold2,9375ee68b1fe43aa54acd298c342749c,False,,,,
esmfold2,9499586fe6b5b2278afa4b92c9a17408,False,,,,
esmfold2,9d18e46e3a211737329020d8fc7ca316,False,,,,
esmfold2,a52b40895587e0a79dd66177c44cf4ab,False,,,,
esmfold2,a9ce11623660dbafdeba8b598a03e94f,False,,,,
esmfold2,ac7a3fce9f5660c685e335710955d243,False,,,,
esmfold2,b0622ff721fe8f8303dd89e243dbb9e5,False,,,,
esmfold2,d2682115933b6bf7c7e62d88efe21fa6,False,,,,
esmfold2,f420df32fbb099d5bfdb0010fb999d40,False,,,,
esmfold2,f575c385cfb7d954a210aad2436def14,False,,,,
esmfold2,03380d6bd4c7230cd5e42cbdcbeee080,False,,,,
esmfold2,2acb92515f1d87beeaf6568b4d168899,False,,,,
esmfold2,37cd5439407104bc4267e8fd6e005552,False,,,,
esmfold2,3d7cf5132bfa76135c37c3ef3b2884b3,False,,,,
esmfold2,559237c07ef30798737a0454100472ca,False,,,,
esmfold2,727d2a40b1cdd2f52096cfaedb2d8d9d,False,,,,
esmfold2,8fa5dd2d8cdc4552d29c8e4c7d0d6f08,False,,,,
esmfold2,d46b6b77750402f65a6f48671a0214b3,False,,,,
esmfold2,f3b4e525fd479d4fcd22e593f7097662,False,,,,
esmfold2,57dba66d1c24fe823a247e96b3599bcc,False,,,,
esmfold2,7e26720e55fc2fa43f820017a31256de,False,,,,
esmfold2,8aa0643b2179bdc6464191b149d0b8ae,False,,,,
esmfold2,00de5ed944bd2051844fb8654cd21ed3,True,eval00116,0.382,0.681,4.810E-02
esmfold2,08a99547d8066e8044aa5d5117323ad3,False,,,,
esmfold2,0aa5339f2a3a75992a7fafbfb55600ae,False,,,,
esmfold2,0cd4e1c60588d33a61347ef1ecbdcc51,False,,,,
esmfold2,10cb4b52c5207585259ee67947e1dc9a,False,,,,
esmfold2,1bcb3879c1dc6a74fbf9683be43191bb,False,,,,
esmfold2,2793e27930877aa880fc4609a0ac00a7,False,,,,
esmfold2,404835eef110e385de687ee6045d93b8,False,,,,
esmfold2,43bbf6b7c3a7a24ebe3ce9142eed577c,False,,,,
esmfold2,551d0c527fddac68ad11bf8a66c6d0cc,False,,,,
esmfold2,5900d99ce081ec389321f7b0dc07a9ab,False,,,,
esmfold2,5915edcd2664b9c6d8c9a5a653eb7058,False,,,,
esmfold2,59a92bf1c50f9cc731d27d1bd6a7b036,False,,,,
esmfold2,5d41b31c98ec54697a253254928796b5,False,,,,
esmfold2,5e399328e9310c5fe036e2fa405e4deb,False,,,,
esmfold2,838c3408b0730080df67d08b1ce77560,False,,,,
esmfold2,87b5bfda3a9a50038f5479f685f1b08b,False,,,,
esmfold2,91eed8eeb44312bd192508d44872d0a0,False,,,,
esmfold2,92b9b0b3e16301fba7ac8164184573e7,False,,,,
esmfold2,9ba83f63e032f784a4f03a93fb50dfe9,False,,,,
