target,decoy_id,map_mode,sample_idx,ptm,ranking_score,candidate_output_tm,helico_composite,selected_by_helico
2i4a,empty_tag_2568_0001_0001.pdb,full,1,0.6002121567726135,0.6002121567726135,0.6166132519825627,0.37009876986702894,1
2i4a,empty_tag_2568_0001_0001.pdb,full,2,0.5996103882789612,0.5996103882789612,0.657154896751115,0.39403690280035675,0
2i4a,empty_tag_3589_0001_0001.pdb,full,0,0.8367031216621399,0.8367031216621399,0.6654952275894335,0.5568219343753352,0
2i4a,empty_tag_3589_0001_0001.pdb,full,1,0.8334240913391113,0.8334240913391113,0.671465735597269,0.5596157205555019,0
2i4a,empty_tag_3589_0001_0001.pdb,full,2,0.8367581963539124,0.8367581963539124,0.6508117020533427,0.5445720259761748,1
1z2u,native,full,0,0.9371107816696167,0.9371107816696167,0.8862765560045193,0.8305393161728508,0
1z2u,native,full,1,0.9370240569114685,0.9370240569114685,0.88526387304401,0.8295135457568574,0
1z2u,native,full,2,0.9373319745063782,0.9373319745063782,0.8779075445292616,0.8228908121476589,1
1uow,empty_tag_1_245_0001.pdb,full,0,0.9156818985939026,0.9156818985939026,0.7433303244660978,0.6806541227895381,0
1uow,empty_tag_1_245_0001.pdb,full,1,0.9160664081573486,0.9160664081573486,0.729372776561045,0.668153899632029,0
1uow,empty_tag_1_245_0001.pdb,full,2,0.9169579148292542,0.9169579148292542,0.7461706103547167,0.6842070469777328,1
1su9,empty_tag_1_639_0001.pdb,full,0,0.8556285500526428,0.8556285500526428,0.7539021924804277,0.6450602398335368,0
1su9,empty_tag_1_639_0001.pdb,full,1,0.8570678234100342,0.8570678234100342,0.7618958098452886,0.6529963834093268,1
1su9,empty_tag_1_639_0001.pdb,full,2,0.8567870259284973,0.8567870259284973,0.7619842253006825,0.6528581981998018,0
1z2u,empty_tag_633_0006_0001.pdb,full,0,0.4803110659122467,0.4803110659122467,0.5923922970731228,0.2845325756453959,0
1z2u,empty_tag_633_0006_0001.pdb,full,1,0.4828422963619232,0.4828422963619232,0.5589687791255084,0.2698937689075811,1
1z2u,empty_tag_633_0006_0001.pdb,full,2,0.4789540469646454,0.4789540469646454,0.5736170886698746,0.27473622602651426,0
2i4a,empty_tag_908_0009_0001.pdb,full,0,0.9054374098777771,0.9054374098777771,0.7831628525606441,0.7091049447350011,0
2i4a,empty_tag_908_0009_0001.pdb,full,1,0.9053338766098022,0.9053338766098022,0.7870517292983791,0.7125445931781502,0
2i4a,empty_tag_908_0009_0001.pdb,full,2,0.9057275056838989,0.9057275056838989,0.7717275790994227,0.698974895285194,1
1kaf,empty_tag_311_0001_1_0001.pdb,full,0,0.9348369836807251,0.9348369836807251,0.7310418315686648,0.6834049407680832,0
1kaf,empty_tag_311_0001_1_0001.pdb,full,1,0.9349995255470276,0.9349995255470276,0.7178397158833582,0.671179793769753,1
1kaf,empty_tag_311_0001_1_0001.pdb,full,2,0.9349231719970703,0.9349231719970703,0.739248535633448,0.6911405858286124,0
2i4a,empty_tag_2040_0001_0001.pdb,full,0,0.8777921199798584,0.8777921199798584,0.6326992240900624,0.5553783932236274,0
2i4a,empty_tag_2040_0001_0001.pdb,full,1,0.8790442943572998,0.8790442943572998,0.6438302037146861,0.5659552671102929,1
2i4a,empty_tag_2040_0001_0001.pdb,full,2,0.8785806894302368,0.8785806894302368,0.6413949296159637,0.5635171994590515,0
1uow,empty_tag_119_0001_0001.pdb,full,0,0.9346065521240234,0.9346065521240234,0.8626050259678772,0.8061963091646914,0
1uow,empty_tag_119_0001_0001.pdb,full,1,0.9352902770042419,0.9352902770042419,0.8451711485239254,0.7904803576189355,1
1uow,empty_tag_119_0001_0001.pdb,full,2,0.9347444772720337,0.9347444772720337,0.8653870203124608,0.8089157379399741,0
2i4a,empty_tag_2531_0001_0001.pdb,full,0,0.7065008282661438,0.7065008282661438,0.7218589258859897,0.5099939290297606,0
2i4a,empty_tag_2531_0001_0001.pdb,full,1,0.7092004418373108,0.7092004418373108,0.7213562179646976,0.511586148502655,1
2i4a,empty_tag_2531_0001_0001.pdb,full,2,0.7075242400169373,0.7075242400169373,0.6467439651886823,0.45758703245566296,0
2ic6,empty_tag_1_371_0001.pdb,full,0,0.786029040813446,0.786029040813446,0.6520300200984884,0.5125145312795868,0
2ic6,empty_tag_1_371_0001.pdb,full,1,0.7865379452705383,0.7865379452705383,0.6461553026582603,0.5082256640784908,1
2ic6,empty_tag_1_371_0001.pdb,full,2,0.7853035926818848,0.7853035926818848,0.634653537275706,0.49839570293087837,0
1hz6,empty_tag_1596_0001_0001.pdb,full,0,0.559013843536377,0.559013843536377,0.5882118276656596,0.3288185545969374,0
1hz6,empty_tag_1596_0001_0001.pdb,full,1,0.5611522197723389,0.5611522197723389,0.6250193891690008,0.3507310176329361,1
1hz6,empty_tag_1596_0001_0001.pdb,full,2,0.5605171322822571,0.5605171322822571,0.641421304790234,0.3595276303457655,0
2ic6,empty_tag_1138_0001_0001.pdb,full,0,0.7947109341621399,0.7947109341621399,0.6515392733001178,0.5177853845276584,0
2ic6,empty_tag_1138_0001_0001.pdb,full,1,0.7954525351524353,0.7954525351524353,0.670174933248387,0.5330923496480435,1
2ic6,empty_tag_1138_0001_0001.pdb,full,2,0.7944095730781555,0.7944095730781555,0.6556639498654092,0.5208657184953169,0
1su9,empty_tag_78_0001_0001.pdb,full,0,0.9417840838432312,0.9417840838432312,0.8642381203493957,0.8139257063956519,0
1su9,empty_tag_78_0001_0001.pdb,full,1,0.9424537420272827,0.9424537420272827,0.8690242379671155,0.8190151449845158,0
1su9,empty_tag_78_0001_0001.pdb,full,2,0.9427792429924011,0.9427792429924011,0.871631463227347,0.8217560510698371,1
1su9,empty_tag_1_159_0001.pdb,full,0,0.5783264636993408,0.5783264636993408,0.5594169180987165,0.3235256079776145,0
1su9,empty_tag_1_159_0001.pdb,full,1,0.5805441737174988,0.5805441737174988,0.5480865028509775,0.31818842592333424,1
1su9,empty_tag_1_159_0001.pdb,full,2,0.5768933892250061,0.5768933892250061,0.589290062170429,0.33995754120211336,0
1z2u,empty_tag_604_0008_0001.pdb,full,0,0.9016772508621216,0.9016772508621216,0.8714514462883866,0.7857679443491322,1
1z2u,empty_tag_604_0008_0001.pdb,full,1,0.9008585810661316,0.9008585810661316,0.8667276986533121,0.7807990847795364,0
1z2u,empty_tag_604_0008_0001.pdb,full,2,0.9003061056137085,0.9003061056137085,0.8358891366999399,0.7525560933871277,0
1hz6,empty_tag_7103_0001_0001.pdb,full,0,0.9226749539375305,0.9226749539375305,0.6724745356986116,0.6204754112498787,0
1hz6,empty_tag_7103_0001_0001.pdb,full,1,0.9229162931442261,0.9229162931442261,0.6815289534973015,0.6289941754321932,1
1hz6,empty_tag_7103_0001_0001.pdb,full,2,0.9226820468902588,0.9226820468902588,0.6751701109832458,0.6229673400011444,0
1aaj,empty_tag_1026_0001_0001.pdb,full,0,0.540096640586853,0.540096640586853,0.6442752945814119,0.34797092221652565,1
1aaj,empty_tag_1026_0001_0001.pdb,full,1,0.5381004810333252,0.5381004810333252,0.6489982033989956,0.34922624543876335,0
1aaj,empty_tag_1026_0001_0001.pdb,full,2,0.5357153415679932,0.5357153415679932,0.6483913608660774,0.3473531993561066,0
2igd,empty_tag_24496_0001_0001.pdb,full,0,0.8981063365936279,0.8981063365936279,0.7094085930785425,0.6371243526778095,1
2igd,empty_tag_24496_0001_0001.pdb,full,1,0.8979796171188354,0.8979796171188354,0.7178995284141737,0.6446591436551522,0
2igd,empty_tag_24496_0001_0001.pdb,full,2,0.8979861736297607,0.8979861736297607,0.7134450146727583,0.6406637588212187,0
2igd,empty_tag_24151_0001_0001.pdb,full,0,0.8983508944511414,0.8983508944511414,0.6825034991841531,0.6131276289581178,1
2igd,empty_tag_24151_0001_0001.pdb,full,1,0.8980140089988708,0.8980140089988708,0.678589469658045,0.6093828501120386,0
2igd,empty_tag_24151_0001_0001.pdb,full,2,0.8980740904808044,0.8980740904808044,0.6984525595586665,0.6272621471696392,0
2ic6,empty_tag_1_1083_0001.pdb,full,0,0.8641087412834167,0.8641087412834167,0.6681584159709538,0.5773615278025824,0
2ic6,empty_tag_1_1083_0001.pdb,full,1,0.8642657399177551,0.8642657399177551,0.685631337914113,0.5925676755731413,1
2ic6,empty_tag_1_1083_0001.pdb,full,2,0.8634328842163086,0.8634328842163086,0.6574012485741981,0.5676218561438223,0
1aaj,empty_tag_1_813_0001.pdb,full,0,0.8833764791488647,0.8833764791488647,0.7679305071327581,0.6783717476219381,0
1aaj,empty_tag_1_813_0001.pdb,full,1,0.8837842345237732,0.8837842345237732,0.8085825655123814,0.7146125237106287,1
1aaj,empty_tag_1_813_0001.pdb,full,2,0.8826739192008972,0.8826739192008972,0.7639218652384088,0.674293906753246,0
1z2u,empty_tag_570_0002_0001.pdb,full,0,0.7606598138809204,0.7606598138809204,0.7607040832682533,0.5786370263972858,0
1z2u,empty_tag_570_0002_0001.pdb,full,1,0.7633275389671326,0.7633275389671326,0.7725215298201956,0.5896869581567742,1
1z2u,empty_tag_570_0002_0001.pdb,full,2,0.7622948288917542,0.7622948288917542,0.7384209685953032,0.56289448590544,0
2ic6,empty_tag_1_1501_0001.pdb,full,0,0.8542830944061279,0.8542830944061279,0.7033538378687475,0.6008632930769396,0
2ic6,empty_tag_1_1501_0001.pdb,full,1,0.8546343445777893,0.8546343445777893,0.7228444263446084,0.6177676725407325,1
2ic6,empty_tag_1_1501_0001.pdb,full,2,0.8534318804740906,0.8534318804740906,0.6948303689851772,0.592990388413526,0
2igd,empty_tag_377_0013_0001.pdb,full,0,0.584030270576477,0.584030270576477,0.6578137449958112,0.3841831394788293,0
2igd,empty_tag_377_0013_0001.pdb,full,1,0.582960844039917,0.582960844039917,0.6153166194846225,0.35870549584654393,0
2igd,empty_tag_377_0013_0001.pdb,full,2,0.5884010195732117,0.5884010195732117,0.6304448693616301,0.3709544039170834,1
2igd,empty_tag_15621_0001_0001.pdb,full,0,0.5749974846839905,0.5749974846839905,0.5328957105400464,0.3064136931594145,0
2igd,empty_tag_15621_0001_0001.pdb,full,1,0.5704963207244873,0.5704963207244873,0.5493603504966906,0.31340805871027677,0
2igd,empty_tag_15621_0001_0001.pdb,full,2,0.5756046772003174,0.5756046772003174,0.5326099415827795,0.3065727734984357,1
1su9,empty_tag_1102_0001_0001.pdb,full,0,0.9033545255661011,0.9033545255661011,0.7303682212570608,0.6597814380022293,0
1su9,empty_tag_1102_0001_0001.pdb,full,1,0.9049851298332214,0.9049851298332214,0.7415424351697003,0.6710848769688944,0
1su9,empty_tag_1102_0001_0001.pdb,full,2,0.9054533839225769,0.9054533839225769,0.7245687937460481,0.6560632661820589,1
1aaj,empty_tag_1_63_0001.pdb,full,0,0.9205600023269653,0.9205600023269653,0.8114012148373123,0.7469435042187387,0
1aaj,empty_tag_1_63_0001.pdb,full,1,0.920734703540802,0.920734703540802,0.8126994551709578,0.7482805919246031,1
1aaj,empty_tag_1_63_0001.pdb,full,2,0.9201747179031372,0.9201747179031372,0.810809301624751,0.7460862203957949,0
2ic6,empty_tag_1944_0001_0001.pdb,full,0,0.7698467373847961,0.7698467373847961,0.7091378386236175,0.5459274514204979,0
2ic6,empty_tag_1944_0001_0001.pdb,full,1,0.7708287239074707,0.7708287239074707,0.6953281398359372,0.5359789027266908,0
2ic6,empty_tag_1944_0001_0001.pdb,full,2,0.7709387540817261,0.7709387540817261,0.7328421746631871,0.5649764330733802,1
2ic6,empty_tag_1_492_0001.pdb,full,0,0.8797999620437622,0.8797999620437622,0.7144393987761963,0.6285637559258658,1
2ic6,empty_tag_1_492_0001.pdb,full,1,0.8797522783279419,0.8797522783279419,0.7312043612366556,0.6432787027212752,0
2ic6,empty_tag_1_492_0001.pdb,full,2,0.8792714476585388,0.8792714476585388,0.698194705173007,0.6139026691649966,0
1hz6,empty_tag_4316_0001_0001.pdb,full,0,0.9222556948661804,0.9222556948661804,0.7550943604765855,0.6963900741108675,1
1hz6,empty_tag_4316_0001_0001.pdb,full,1,0.9222280383110046,0.9222280383110046,0.7567120950088506,0.6978611109462228,0
1hz6,empty_tag_4316_0001_0001.pdb,full,2,0.9221200346946716,0.9221200346946716,0.761148547606392,0.7018703251266051,0
1hz6,empty_tag_3488_0001_0001.pdb,full,0,0.9204553365707397,0.9204553365707397,0.47599366279693034,0.43813090709528774,0
1hz6,empty_tag_3488_0001_0001.pdb,full,1,0.9209246039390564,0.9209246039390564,0.4796086312781586,0.44168338880559116,1
1hz6,empty_tag_3488_0001_0001.pdb,full,2,0.9204191565513611,0.9204191565513611,0.4567227611055424,0.4203763785545721,0
2ic6,empty_tag_1970_0001_0001.pdb,full,0,0.8766559958457947,0.8766559958457947,0.7021628702346301,0.6155552902514811,0
2ic6,empty_tag_1970_0001_0001.pdb,full,1,0.8767250776290894,0.8767250776290894,0.7030332743968627,0.6163669020714223,1
2ic6,empty_tag_1970_0001_0001.pdb,full,2,0.8764626979827881,0.8764626979827881,0.7003581455932495,0.6138377898408818,0
1aaj,empty_tag_326_0001_0001.pdb,full,0,0.8936381936073303,0.8936381936073303,0.7053430701074116,0.6303215070442358,0
1aaj,empty_tag_326_0001_0001.pdb,full,1,0.9013672471046448,0.9013672471046448,0.7480679889698059,0.6742839838648217,1
1aaj,empty_tag_326_0001_0001.pdb,full,2,0.8998581767082214,0.8998581767082214,0.7389879393856676,0.6649843397449525,0
1uow,empty_tag_752_0001_0001.pdb,full,0,0.6988410949707031,0.6988410949707031,0.7029772283450629,0.4912693759961338,0
1uow,empty_tag_752_0001_0001.pdb,full,1,0.6993712186813354,0.6993712186813354,0.7441095831271168,0.5204088259840722,0
1uow,empty_tag_752_0001_0001.pdb,full,2,0.7016216516494751,0.7016216516494751,0.7184278286442596,0.5040645197243315,1
1uow,empty_tag_1038_0001_0001.pdb,full,0,0.9456848502159119,0.9456848502159119,0.8685062671650882,0.8213332191755971,1
1uow,empty_tag_1038_0001_0001.pdb,full,1,0.9456012845039368,0.9456012845039368,0.8628919138487239,0.8159517021234136,0
1uow,empty_tag_1038_0001_0001.pdb,full,2,0.9455190896987915,0.9455190896987915,0.8553793005748949,0.8087774576267636,0
1aaj,empty_tag_1466_0001_0001.pdb,full,0,0.9065806269645691,0.9065806269645691,0.8032668626625907,0.7282261759725139,1
1aaj,empty_tag_1466_0001_0001.pdb,full,1,0.9049649834632874,0.9049649834632874,0.8079214824219869,0.731140650979648,0
1aaj,empty_tag_1466_0001_0001.pdb,full,2,0.9042628407478333,0.9042628407478333,0.8124599701589529,0.7346773606098346,0
1hz6,empty_tag_2685_0001_0001.pdb,full,0,0.6833940744400024,0.6833940744400024,0.5661900993237566,0.3869309588844517,1
1hz6,empty_tag_2685_0001_0001.pdb,full,1,0.6690327525138855,0.6690327525138855,0.5862356508480302,0.3922108511086268,0
1hz6,empty_tag_2685_0001_0001.pdb,full,2,0.6823020577430725,0.6823020577430725,0.5652413099103317,0.3856653088732091,0
2igd,empty_tag_203_0001_0001.pdb,full,0,0.4221266806125641,0.4221266806125641,0.4202977464223482,0.17741889256620702,1
2igd,empty_tag_203_0001_0001.pdb,full,1,0.4216378629207611,0.4216378629207611,0.5083896869214543,0.2143563411245168,0
2igd,empty_tag_203_0001_0001.pdb,full,2,0.42050617933273315,0.42050617933273315,0.42700790159976376,0.17955946124660432,0
1aaj,empty_tag_1524_0001_0001.pdb,full,0,0.9268518090248108,0.9268518090248108,0.7510104388121311,0.6960753838095407,0
1aaj,empty_tag_1524_0001_0001.pdb,full,1,0.9269565939903259,0.9269565939903259,0.7412126905255291,0.6870719910319499,1
1aaj,empty_tag_1524_0001_0001.pdb,full,2,0.9268292784690857,0.9268292784690857,0.7375718328611514,0.6836031696698219,0
1z2u,empty_tag_993_0015_0001.pdb,full,0,0.8582359552383423,0.8582359552383423,0.8059581698541498,0.6917022797869223,0
1z2u,empty_tag_993_0015_0001.pdb,full,1,0.8589853048324585,0.8589853048324585,0.8313682923606613,0.7141331460414632,1
1z2u,empty_tag_993_0015_0001.pdb,full,2,0.8572458624839783,0.8572458624839783,0.8209614400087889,0.703765797706423,0
1z2u,empty_tag_951_0011_0001.pdb,full,0,0.8748455047607422,0.8748455047607422,0.790692618743325,0.6917338831550972,0
1z2u,empty_tag_951_0011_0001.pdb,full,1,0.8755513429641724,0.8755513429641724,0.8137497665133033,0.7124797009075045,1
1z2u,empty_tag_951_0011_0001.pdb,full,2,0.8746181130409241,0.8746181130409241,0.7991346768916763,0.6989376631685664,0
1kaf,empty_tag_1_246_0001.pdb,full,0,0.795125424861908,0.795125424861908,0.7186147055102536,0.5713888230308553,0
1kaf,empty_tag_1_246_0001.pdb,full,1,0.7973734736442566,0.7973734736442566,0.6982009614329368,0.5567269259195404,1
1kaf,empty_tag_1_246_0001.pdb,full,2,0.7955009341239929,0.7955009341239929,0.7168881009103876,0.5702851539365886,0
1z2u,empty_tag_2945_0001_0001.pdb,full,0,0.902269184589386,0.902269184589386,0.8048149104240717,0.7261596929737069,0
1z2u,empty_tag_2945_0001_0001.pdb,full,1,0.9036794304847717,0.9036794304847717,0.8358869287550047,0.7553738237269876,1
1z2u,empty_tag_2945_0001_0001.pdb,full,2,0.9016597270965576,0.9016597270965576,0.8084403082728205,0.7289380677311282,0
1hz6,empty_tag_709_0001_0001.pdb,full,0,0.7640584707260132,0.7640584707260132,0.46366142187085696,0.3542644369292958,0
1hz6,empty_tag_709_0001_0001.pdb,full,1,0.7565195560455322,0.7565195560455322,0.4924231561082991,0.37252774744559025,0
1hz6,empty_tag_709_0001_0001.pdb,full,2,0.764207124710083,0.764207124710083,0.4629053618761682,0.353755575612267,1
1z2u,empty_tag_959_0015_0001.pdb,full,0,0.916581392288208,0.916581392288208,0.8359650921817374,0.766230048096277,1
1z2u,empty_tag_959_0015_0001.pdb,full,1,0.9165000319480896,0.9165000319480896,0.8474862966215044,0.7767212179291769,0
1z2u,empty_tag_959_0015_0001.pdb,full,2,0.9151859283447266,0.9151859283447266,0.8466389532025558,0.7748320563594885,0
1z2u,empty_tag_186_0009_0001.pdb,full,0,0.8996521234512329,0.8996521234512329,0.7408461587169293,0.6665038198403745,0
1z2u,empty_tag_186_0009_0001.pdb,full,1,0.9009439945220947,0.9009439945220947,0.7493112601898436,0.6750874798958224,1
1z2u,empty_tag_186_0009_0001.pdb,full,2,0.9002742767333984,0.9002742767333984,0.723018549933389,0.6509150021061123,0
1hz6,empty_tag_2392_0001_0001.pdb,full,0,0.9222612977027893,0.9222612977027893,0.6995293718250786,0.645148866240614,0
1hz6,empty_tag_2392_0001_0001.pdb,full,1,0.9224219918251038,0.9224219918251038,0.6958385533664219,0.6418567843849536,1
1hz6,empty_tag_2392_0001_0001.pdb,full,2,0.9221267700195312,0.9221267700195312,0.6982824758207907,0.6439049639898672,0
1uow,empty_tag_127_0001_0001.pdb,full,0,0.9452570676803589,0.9452570676803589,0.8267963771539565,0.781535119037293,1
1uow,empty_tag_127_0001_0001.pdb,full,1,0.9451775550842285,0.9451775550842285,0.8171710153776426,0.7723717024003367,0
1uow,empty_tag_127_0001_0001.pdb,full,2,0.9452157616615295,0.9452157616615295,0.8252130065315305,0.7800043405017014,0
1hz6,empty_tag_8964_0001_0001.pdb,full,0,0.5077847242355347,0.5077847242355347,0.5629215568804099,0.2858429675267568,0
1hz6,empty_tag_8964_0001_0001.pdb,full,1,0.5106319785118103,0.5106319785118103,0.5849423438116248,0.29869026633586554,0
1hz6,empty_tag_8964_0001_0001.pdb,full,2,0.5122816562652588,0.5122816562652588,0.5878028665925841,0.3011206260555159,1
2igd,empty_tag_4829_0001_0001.pdb,full,0,0.9001200795173645,0.9001200795173645,0.7164101577217487,0.644855168135548,1
2igd,empty_tag_4829_0001_0001.pdb,full,1,0.8998774290084839,0.8998774290084839,0.7133504026929839,0.641927926357529,0
2igd,empty_tag_4829_0001_0001.pdb,full,2,0.8999876379966736,0.8999876379966736,0.7250697028698971,0.6525537692688287,0
1aaj,empty_tag_1_286_1_0001.pdb,full,0,0.42591536045074463,0.42591536045074463,0.46493462161755006,0.1980227969522694,0
1aaj,empty_tag_1_286_1_0001.pdb,full,1,0.4479750990867615,0.4479750990867615,0.4054043928405053,0.18161107305293372,0
1aaj,empty_tag_1_286_1_0001.pdb,full,2,0.45095035433769226,0.45095035433769226,0.4769596120333771,0.21508510605121964,1
2ic6,empty_tag_1_437_0001.pdb,full,0,0.8803674578666687,0.8803674578666687,0.7652285250043681,0.6736822912451561,1
2ic6,empty_tag_1_437_0001.pdb,full,1,0.8801005482673645,0.8801005482673645,0.7462690626064279,0.6567918111548894,0
2ic6,empty_tag_1_437_0001.pdb,full,2,0.8800051808357239,0.8800051808357239,0.7404351376911869,0.651586757241057,0
2igd,empty_tag_7129_0001_0001.pdb,full,0,0.8990685343742371,0.8990685343742371,0.7249365348165706,0.6517676278718723,0
2igd,empty_tag_7129_0001_0001.pdb,full,1,0.8992395997047424,0.8992395997047424,0.7225351513517214,0.6497322202741275,0
2igd,empty_tag_7129_0001_0001.pdb,full,2,0.8993869423866272,0.8993869423866272,0.7130187918195244,0.6412797910387692,1
2igd,empty_tag_198_0009_0001.pdb,full,0,0.8631595373153687,0.8631595373153687,0.6859844430431832,0.5921140144626948,0
2igd,empty_tag_198_0009_0001.pdb,full,1,0.8654983043670654,0.8654983043670654,0.7162937876588695,0.6199510586474144,1
2igd,empty_tag_198_0009_0001.pdb,full,2,0.864881694316864,0.864881694316864,0.7060842563106557,0.6106793479284228,0
1hz6,empty_tag_7276_0001_0001.pdb,full,0,0.9215247631072998,0.9215247631072998,0.5123895602609715,0.47217966813814527,1
1hz6,empty_tag_7276_0001_0001.pdb,full,1,0.921319305896759,0.921319305896759,0.5200390570163226,0.4791220230494834,0
