target,decoy_id,candidate_kind,tm_quantile,tmscore,gdt_ts,af2rank_composite,af2_ptm,deepaccnet,negative_rosetta_energy
1su9,empty_tag_19_0001_1_0001.pdb,decoy,0.08695652173913043,0.3598,0.288,13.249482154960292,0.457203825762598,0.4863,314.659
1su9,empty_tag_190_0001_0001.pdb,decoy,0.13043478260869565,0.378,0.318,21.362478157367416,0.501792535259569,0.4968,312.912
1su9,empty_tag_211_0001_0001.pdb,decoy,0.17391304347826086,0.3984,0.334,22.788711543340344,0.547457410954785,0.51,310.141
1su9,empty_tag_25_0001_1_0001.pdb,decoy,0.21739130434782608,0.4331,0.364,17.78270244490123,0.484955156102393,0.4883,292.8
1su9,empty_tag_78_0001_1_0001.pdb,decoy,0.2608695652173913,0.4977,0.431,38.486058350402146,0.689188911347413,0.4966,322.422
1su9,empty_tag_101_0001_1_0001.pdb,decoy,0.30434782608695654,0.5499,0.499,34.187842384172335,0.700054962747377,0.5786,326.141
1su9,empty_tag_1_349_0001.pdb,decoy,0.34782608695652173,0.6658,0.612,46.819949622680845,0.775599517871139,0.5806,357.158
1su9,empty_tag_314_0001_0001.pdb,decoy,0.391304347826087,0.7202,0.681,47.16142203507072,0.781463624322989,0.6353,334.516
1su9,empty_tag_1102_0001_0001.pdb,decoy,0.43478260869565216,0.7911,0.758,58.58723917018807,0.822497529708631,0.6714,355.128
1su9,empty_tag_1208_0001_0001.pdb,decoy,0.4782608695652174,0.8057,0.764,63.90004400433129,0.847000673572473,0.669,369.064
1su9,empty_tag_944_0001_0001.pdb,decoy,0.5217391304347826,0.8171,0.773,64.65540234661631,0.837611415430446,0.7295,388.388
1su9,empty_tag_1_639_0001.pdb,decoy,0.5652173913043478,0.832,0.801,59.17967487760808,0.819929871035351,0.715,374.155
1su9,empty_tag_1_742_0001.pdb,decoy,0.6086956521739131,0.84,0.827,62.67470650507734,0.831393740453166,0.7095,369.485
1su9,empty_tag_1_913_0001.pdb,decoy,0.6521739130434783,0.8518,0.836,64.28525475657806,0.836516170741754,0.675,381.367
1su9,empty_tag_1130_0001_0001.pdb,decoy,0.6956521739130435,0.864,0.852,66.75994353767484,0.843929669687291,0.7153,361.291
1su9,empty_tag_893_0001_0001.pdb,decoy,0.7391304347826086,0.8744,0.834,68.15806279023175,0.844895377914519,0.752,381.236
1su9,empty_tag_1_475_0001.pdb,decoy,0.782608695652174,0.8847,0.861,67.8944379345823,0.844671965471972,0.7354,382.94
1su9,empty_tag_1_592_0001.pdb,decoy,0.8260869565217391,0.9002,0.894,69.84817076376672,0.848587279825794,0.772,376.162
1su9,empty_tag_1_151_0001.pdb,decoy,0.8695652173913043,0.91,0.913,68.44116676229166,0.84049837396171,0.77,381.121
1su9,empty_tag_1_130_0001.pdb,decoy,0.9130434782608695,0.922,0.916,71.81617520535714,0.849433623079706,0.825,396.701
1su9,empty_tag_1_114_0001.pdb,decoy,0.9565217391304348,0.9418,0.954,71.8945857581676,0.844829435160917,0.8286,398.364
1su9,empty_tag_78_0001_0001.pdb,decoy,1.0,0.9664,0.981,77.48659708576372,0.862808079797494,0.812,403.466
1uow,native,native,1.0,1.0,1.0,74.28062811254921,0.855452010767995,-1.0,1.0
1uow,empty_tag_399_0001_0001.pdb,decoy,0.0,0.2165,0.17,34.821292447423104,0.558721703293478,0.3315,302.407
1uow,empty_tag_1_12_1_0001.pdb,decoy,0.043478260869565216,0.2594,0.182,7.873721058351012,0.406156889154334,0.391,294.483
1uow,empty_tag_752_0001_0001.pdb,decoy,0.08695652173913043,0.3044,0.237,19.639282014154208,0.660710629309583,0.4614,318.054
1uow,empty_tag_1_248_0001.pdb,decoy,0.13043478260869565,0.4946,0.427,26.724143114278753,0.570730361465794,0.682,353.708
1uow,empty_tag_953_0001_0001.pdb,decoy,0.17391304347826086,0.649,0.588,45.21374511427398,0.702634918804119,0.701,404.658
1uow,empty_tag_733_0001_0001.pdb,decoy,0.21739130434782608,0.6758,0.638,43.79070867822762,0.7063215159565,0.741,398.766
1uow,empty_tag_744_0001_0001.pdb,decoy,0.2608695652173913,0.691,0.659,21.795815901842456,0.587636037505975,0.6934,383.703
1uow,empty_tag_855_0001_0001.pdb,decoy,0.30434782608695654,0.7004,0.675,45.17631236030071,0.720341689278133,0.6787,386.75
1uow,empty_tag_1098_0001_0001.pdb,decoy,0.34782608695652173,0.7165,0.703,30.254904996937057,0.640987240291964,0.7964,393.53
1uow,empty_tag_1_103_1_0001.pdb,decoy,0.391304347826087,0.7352,0.684,36.93872467247156,0.637506021688197,0.686,350.5
1uow,empty_tag_1_245_0001.pdb,decoy,0.43478260869565216,0.81,0.771,58.47267320911671,0.839780623352896,0.7686,397.742
1uow,empty_tag_1102_0001_0001.pdb,decoy,0.4782608695652174,0.8364,0.792,57.55729049163313,0.828505034090305,0.717,382.945
1uow,empty_tag_1113_0001_0001.pdb,decoy,0.5217391304347826,0.8524,0.818,59.906845329478216,0.832977031712731,0.777,392.401
1uow,empty_tag_1_506_0001.pdb,decoy,0.5652173913043478,0.8639,0.85,61.84607840714044,0.84077271691753,0.731,401.983
1uow,empty_tag_954_0001_0001.pdb,decoy,0.6086956521739131,0.8736,0.865,51.73448750625452,0.774997658011855,0.7827,414.651
1uow,empty_tag_1142_0001_0001.pdb,decoy,0.6521739130434783,0.8816,0.879,59.908618346944245,0.819059980711395,0.806,384.851
1uow,empty_tag_127_0001_0001.pdb,decoy,0.6956521739130435,0.8919,0.898,60.17651232136246,0.814669008305008,0.7656,402.057
1uow,empty_tag_738_0001_0001.pdb,decoy,0.7391304347826086,0.9024,0.879,68.03407467977222,0.852487177612415,0.803,384.307
1uow,empty_tag_1_470_0001.pdb,decoy,0.782608695652174,0.9096,0.905,66.43112240065727,0.845688589924094,0.8013,415.813
1uow,empty_tag_1_183_0001.pdb,decoy,0.8260869565217391,0.918,0.914,59.00508110750415,0.810523578043704,0.8506,433.596
1uow,empty_tag_119_0001_0001.pdb,decoy,0.8695652173913043,0.9315,0.922,64.29999978412403,0.823987274292277,0.829,415.687
1uow,empty_tag_1038_0001_0001.pdb,decoy,0.9130434782608695,0.9476,0.947,66.01225863049993,0.830814223249191,0.837,427.346
1uow,empty_tag_1_86_0001.pdb,decoy,0.9565217391304348,0.9632,0.97,64.1439156325335,0.820422545729185,0.828,431.51
1uow,empty_tag_1_25_0001.pdb,decoy,1.0,0.9868,0.997,66.22871706168925,0.82141756073236,0.8726,443.954
1z2u,native,native,1.0,1.0,1.0,68.46180520849319,0.807760130510521,-1.0,1.0
1z2u,empty_tag_4873_0001_0001.pdb,decoy,0.0,0.1814,0.147,1.7016420342910241,0.255974560362917,0.2869,234.318
1z2u,empty_tag_3896_0001_0001.pdb,decoy,0.043478260869565216,0.235,0.204,3.750899496687204,0.338007963898099,0.4568,336.986
1z2u,empty_tag_633_0006_0001.pdb,decoy,0.08695652173913043,0.3147,0.276,7.442528351079969,0.455496805478565,0.2903,288.137
1z2u,empty_tag_3048_0001_0001.pdb,decoy,0.13043478260869565,0.3999,0.34,21.789039886298408,0.525235354616992,0.5815,354.247
1z2u,empty_tag_1080_0001_0001.pdb,decoy,0.17391304347826086,0.4625,0.399,12.267407128257213,0.461108546772654,0.481,315.547
1z2u,empty_tag_2329_0001_0001.pdb,decoy,0.21739130434782608,0.5473,0.503,18.511575657479828,0.517205937569629,0.581,393.573
1z2u,empty_tag_3420_0001_0001.pdb,decoy,0.2608695652173913,0.5714,0.539,22.261413588767372,0.572878585965986,0.581,363.147
1z2u,empty_tag_570_0002_0001.pdb,decoy,0.30434782608695654,0.5928,0.537,21.57924808367634,0.539482986344691,0.5654,393.13
1z2u,empty_tag_186_0009_0001.pdb,decoy,0.34782608695652173,0.6236,0.563,27.40940953718153,0.595501969963348,0.7075,401.269
1z2u,empty_tag_5545_0001_0001.pdb,decoy,0.391304347826087,0.66,0.6,28.310099561685995,0.605791965931004,0.674,397.992
1z2u,empty_tag_4549_0001_0001.pdb,decoy,0.43478260869565216,0.6793,0.629,38.44743613251009,0.701807879758778,0.668,391.887
1z2u,empty_tag_2064_0001_0001.pdb,decoy,0.4782608695652174,0.6966,0.668,36.490166752335,0.677071017279786,0.694,410.561
1z2u,empty_tag_993_0015_0001.pdb,decoy,0.5217391304347826,0.713,0.679,35.42609712430147,0.657030243978806,0.6475,374.604
1z2u,empty_tag_169_0004_0001.pdb,decoy,0.5652173913043478,0.7333,0.716,49.08476749483218,0.721551408918279,0.7046,384.223
1z2u,empty_tag_951_0011_0001.pdb,decoy,0.6086956521739131,0.7847,0.756,45.29474607048059,0.724824059060571,0.765,423.167
1z2u,empty_tag_6575_0001_0001.pdb,decoy,0.6521739130434783,0.8124,0.756,54.36361241195147,0.770343406149053,0.7114,418.104
1z2u,empty_tag_6343_0001_0001.pdb,decoy,0.6956521739130435,0.8251,0.803,53.945684399045184,0.756243453174084,0.8237,448.378
1z2u,empty_tag_740_0001_0001.pdb,decoy,0.7391304347826086,0.8363,0.828,51.86811057203389,0.73427755370808,0.7812,423.777
1z2u,empty_tag_2945_0001_0001.pdb,decoy,0.782608695652174,0.8423,0.84,55.42505156114655,0.742584771067069,0.7803,447.444
1z2u,empty_tag_604_0008_0001.pdb,decoy,0.8260869565217391,0.8548,0.833,62.890706933398384,0.810600995566052,0.753,423.068
1z2u,empty_tag_1104_0001_0001.pdb,decoy,0.8695652173913043,0.8945,0.885,66.08096096323423,0.813218913818822,0.8115,436.736
1z2u,empty_tag_959_0015_0001.pdb,decoy,0.9130434782608695,0.9266,0.913,62.105141229620784,0.786592681752853,0.8022,434.799
1z2u,empty_tag_964_0001_0001.pdb,decoy,0.9565217391304348,0.9479,0.947,67.70988817165515,0.810247790759429,0.8325,436.763
1z2u,empty_tag_215_0001_0001.pdb,decoy,1.0,0.9725,0.977,68.91476494806173,0.811635807301136,0.8643,454.891
2i4a,native,native,1.0,1.0,1.0,68.09665113574434,0.811464997576697,-1.0,1.0
2i4a,empty_tag_631_0006_0001.pdb,decoy,0.0,0.2436,0.206,3.0436899188035325,0.365037479586555,0.33,218.466
2i4a,empty_tag_127_0007_0001.pdb,decoy,0.043478260869565216,0.289,0.247,5.467529728712525,0.368783861085705,0.4011,216.036
2i4a,empty_tag_1944_0001_0001.pdb,decoy,0.08695652173913043,0.3317,0.293,6.903138790311422,0.4011813320332,0.4102,236.092
2i4a,empty_tag_862_0002_0001.pdb,decoy,0.13043478260869565,0.3534,0.318,9.867739865904264,0.421159561718926,0.4373,254.876
2i4a,empty_tag_2911_0001_0001.pdb,decoy,0.17391304347826086,0.3742,0.308,2.897742306764465,0.237084531525153,0.4185,243.625
2i4a,empty_tag_443_0003_0001.pdb,decoy,0.21739130434782608,0.3997,0.366,9.790860058647706,0.508624619643636,0.5166,247.62
2i4a,empty_tag_2531_0001_0001.pdb,decoy,0.2608695652173913,0.4121,0.363,21.16920638944336,0.546983775501068,0.5264,236.588
2i4a,empty_tag_1693_0001_0001.pdb,decoy,0.30434782608695654,0.4281,0.374,5.628146883999567,0.406652286541114,0.477,226.134
2i4a,empty_tag_2568_0001_0001.pdb,decoy,0.34782608695652173,0.4462,0.424,10.738939086304867,0.45917134261185,0.4336,237.904
2i4a,empty_tag_5770_0001_0001.pdb,decoy,0.391304347826087,0.465,0.43,7.326004902993393,0.422827220021042,0.4717,264.088
2i4a,empty_tag_913_0007_0001.pdb,decoy,0.43478260869565216,0.6058,0.593,34.08156046031893,0.711494484867243,0.609,285.877
2i4a,empty_tag_2040_0001_0001.pdb,decoy,0.4782608695652174,0.6842,0.686,40.076561073707566,0.727863291924181,0.6196,271.954
2i4a,empty_tag_2518_0001_0001.pdb,decoy,0.5217391304347826,0.7062,0.718,45.511024047014594,0.773768959686123,0.733,291.003
2i4a,empty_tag_3589_0001_0001.pdb,decoy,0.5652173913043478,0.7351,0.74,47.10915538735438,0.758153828016399,0.611,246.513
2i4a,empty_tag_3814_0001_0001.pdb,decoy,0.6086956521739131,0.756,0.74,49.02989933689233,0.757687107632584,0.7886,287.648
2i4a,empty_tag_1870_0001_1_0001.pdb,decoy,0.6521739130434783,0.7651,0.774,46.34556880193036,0.735665419461892,0.6724,285.344
2i4a,empty_tag_969_0005_0001.pdb,decoy,0.6956521739130435,0.7756,0.761,45.36566817044167,0.736966989795938,0.7124,295.92
2i4a,empty_tag_2754_0001_0001.pdb,decoy,0.7391304347826086,0.7867,0.763,50.63792196226317,0.766268532756022,0.705,300.745
2i4a,empty_tag_698_0002_0001.pdb,decoy,0.782608695652174,0.7964,0.791,45.21955141967724,0.714791418447716,0.7017,289.75
2i4a,empty_tag_1114_0001_0001.pdb,decoy,0.8260869565217391,0.8103,0.826,52.11692021588615,0.767166972784957,0.715,259.81
2i4a,empty_tag_275_0010_0001.pdb,decoy,0.8695652173913043,0.8373,0.847,58.00725999059776,0.79001576968301,0.781,281.969
2i4a,empty_tag_823_0010_0001.pdb,decoy,0.9130434782608695,0.8588,0.85,55.29976664618792,0.770419567890672,0.8047,302.661
2i4a,empty_tag_908_0009_0001.pdb,decoy,0.9565217391304348,0.8812,0.892,57.63334566585043,0.778752069812705,0.7666,293.611
2i4a,empty_tag_583_0001_0001.pdb,decoy,1.0,0.9553,0.979,69.56941927532068,0.81937349002079,0.8706,314.612
2ic6,native,native,1.0,1.0,1.0,71.3592073500417,0.776361431764674,-1.0,1.0
2ic6,empty_tag_1_25_0001.pdb,decoy,0.0,0.3584,0.377,23.416350453756227,0.723798541853601,0.559,168.043
2ic6,empty_tag_1_1460_0001.pdb,decoy,0.043478260869565216,0.4439,0.442,28.556011524482667,0.68517166534364,0.6963,188.18
2ic6,empty_tag_1964_0001_0001.pdb,decoy,0.08695652173913043,0.4562,0.445,28.199092825091586,0.671376025078466,0.622,189.063
2ic6,empty_tag_778_0001_1_0001.pdb,decoy,0.13043478260869565,0.4642,0.47,31.249146881673695,0.730682887558712,0.583,177.352
2ic6,empty_tag_1_371_0001.pdb,decoy,0.17391304347826086,0.4695,0.462,31.371948193499815,0.702751460530471,0.7583,200.11
2ic6,empty_tag_1138_0001_0001.pdb,decoy,0.21739130434782608,0.4745,0.454,27.980642402281703,0.659008381979093,0.719,193.407
2ic6,empty_tag_478_0001_0001.pdb,decoy,0.2608695652173913,0.4813,0.496,32.7639516505871,0.7369197815878,0.705,165.071
2ic6,empty_tag_324_0001_0001.pdb,decoy,0.30434782608695654,0.489,0.493,31.192430736217883,0.707591839559721,0.7275,168.845
2ic6,empty_tag_666_0001_0001.pdb,decoy,0.34782608695652173,0.4948,0.507,25.081560522550348,0.644444359349432,0.612,157.023
2ic6,empty_tag_1124_0001_0001.pdb,decoy,0.391304347826087,0.581,0.639,39.5314950256974,0.735856868747711,0.813,194.507
2ic6,empty_tag_2232_0001_0001.pdb,decoy,0.43478260869565216,0.6066,0.673,44.153349781886945,0.773671831774207,0.7944,195.522
2ic6,empty_tag_1_919_0001.pdb,decoy,0.4782608695652174,0.6235,0.704,47.3209813379752,0.775049527656838,0.847,205.716
2ic6,empty_tag_1944_0001_0001.pdb,decoy,0.5217391304347826,0.6454,0.71,44.65001039211037,0.680777692363115,0.847,189.444
2ic6,empty_tag_1_1501_0001.pdb,decoy,0.5652173913043478,0.6725,0.735,45.81428316944548,0.719972314447759,0.7817,195.924
2ic6,empty_tag_1_1019_0001.pdb,decoy,0.6086956521739131,0.7545,0.817,58.51690040598488,0.767948092600963,0.8364,202.233
2ic6,empty_tag_1277_0001_0001.pdb,decoy,0.6521739130434783,0.7929,0.859,60.58521035993657,0.768809376359838,0.89,209.371
2ic6,empty_tag_1_1083_0001.pdb,decoy,0.6956521739130435,0.8251,0.882,66.34818255680675,0.776713627215581,0.9307,209.616
2ic6,empty_tag_1970_0001_0001.pdb,decoy,0.7391304347826086,0.8451,0.896,65.51017816486134,0.777009821164473,0.9033,213.685
2ic6,empty_tag_1_518_0001.pdb,decoy,0.782608695652174,0.8648,0.91,68.5326074335942,0.770943296518676,0.934,211.724
2ic6,empty_tag_642_0001_0001.pdb,decoy,0.8260869565217391,0.8804,0.918,68.57433139181204,0.771695881553545,0.9185,211.027
2ic6,empty_tag_1_295_0001.pdb,decoy,0.8695652173913043,0.8947,0.941,70.43088509373405,0.773349147758227,0.942,219.471
2ic6,empty_tag_1_492_0001.pdb,decoy,0.9130434782608695,0.9065,0.955,70.21662300045912,0.771031245690536,0.9424,218.456
2ic6,empty_tag_1269_0001_0001.pdb,decoy,0.9565217391304348,0.9224,0.955,70.80507915111929,0.779026417555357,0.9385,224.13
2ic6,empty_tag_1_437_0001.pdb,decoy,1.0,0.9666,0.997,70.96125472163092,0.77263709430155,0.9414,214.644
2igd,native,native,1.0,1.0,1.0,55.202310340766324,0.64875126704931,-1.0,1.0
2igd,empty_tag_148_0012_0001.pdb,decoy,0.0,0.2499,0.272,4.637463807841103,0.340125967921719,0.535,144.212
2igd,empty_tag_203_0001_0001.pdb,decoy,0.043478260869565216,0.3163,0.354,6.654381660979983,0.372425653651129,0.3965,129.648
2igd,empty_tag_24638_0001_1_0001.pdb,decoy,0.08695652173913043,0.3429,0.39,7.547161510863345,0.334746304356015,0.529,151.267
