pair_id,budget,primary,split,seq_class,strict_exact,n_valid,n_fold1_hits,n_fold2_hits,fold1_hit,fold2_hit,dual_hit,n_fold1_strict,n_fold2_strict,dual_strict,first_fold1_draw,first_fold2_draw,first_dual_draw,best_fold1_recall_fs,best_fold2_recall_fs
1qs8b_1miqb,100,True,test,identical,False,100,49,1,True,True,True,12,0,False,2.0,9.0,9.0,0.6470588235294118,0.30434782608695654
1qs8b_1miqb,200,True,test,identical,False,200,97,2,True,True,True,25,0,False,2.0,9.0,9.0,0.7647058823529411,0.30434782608695654
1qs8b_1miqb,500,True,test,identical,False,500,239,6,True,True,True,62,0,False,2.0,9.0,9.0,0.7647058823529411,0.34782608695652173
1repc_2z9ob,10,True,test,identical,False,10,10,0,True,False,False,10,0,False,1.0,,,0.75,0.15
1repc_2z9ob,25,True,test,identical,False,25,25,0,True,False,False,25,0,False,1.0,,,0.75,0.15
1repc_2z9ob,50,True,test,identical,False,50,50,0,True,False,False,50,0,False,1.0,,,0.7857142857142857,0.2
1repc_2z9ob,100,True,test,identical,False,100,100,0,True,False,False,98,0,False,1.0,,,0.8571428571428571,0.2
1repc_2z9ob,200,True,test,identical,False,200,200,0,True,False,False,194,0,False,1.0,,,0.8571428571428571,0.2
1repc_2z9ob,500,True,test,identical,False,500,500,0,True,False,False,472,0,False,1.0,,,0.8928571428571429,0.2
1uxmk_2nama,10,True,test,identical,False,10,10,0,True,False,False,10,0,False,1.0,,,0.6476190476190476,0.09090909090909091
1uxmk_2nama,25,True,test,identical,False,25,25,0,True,False,False,24,0,False,1.0,,,0.7238095238095238,0.09090909090909091
1uxmk_2nama,50,True,test,identical,False,50,50,0,True,False,False,48,0,False,1.0,,,0.7238095238095238,0.22727272727272727
1uxmk_2nama,100,True,test,identical,False,100,100,0,True,False,False,97,0,False,1.0,,,0.7238095238095238,0.22727272727272727
1uxmk_2nama,200,True,test,identical,False,200,200,0,True,False,False,196,0,False,1.0,,,0.7238095238095238,0.22727272727272727
1uxmk_2nama,500,True,test,identical,False,500,500,0,True,False,False,490,0,False,1.0,,,0.7238095238095238,0.22727272727272727
1xjta_1xjub,10,True,dev,identical,True,10,10,0,True,False,False,9,0,False,1.0,,,0.85,0.0
1xjta_1xjub,25,True,dev,identical,True,25,23,0,True,False,False,21,0,False,1.0,,,0.85,0.05263157894736842
1xjta_1xjub,50,True,dev,identical,True,50,48,0,True,False,False,43,0,False,1.0,,,0.85,0.05263157894736842
1xjta_1xjub,100,True,dev,identical,True,98,94,0,True,False,False,84,0,False,1.0,,,0.95,0.05263157894736842
1xjta_1xjub,200,True,dev,identical,True,198,190,0,True,False,False,169,0,False,1.0,,,0.95,0.10526315789473684
1xjta_1xjub,500,True,dev,identical,True,498,483,0,True,False,False,428,0,False,1.0,,,0.95,0.15789473684210525
1xnta_3lqca,10,True,test,identical,True,10,10,0,True,False,False,10,0,False,1.0,,,0.7307692307692307,0.038461538461538464
1xnta_3lqca,25,True,test,identical,True,25,25,0,True,False,False,22,0,False,1.0,,,0.7307692307692307,0.038461538461538464
1xnta_3lqca,50,True,test,identical,True,50,49,0,True,False,False,44,0,False,1.0,,,0.7307692307692307,0.11538461538461539
1xnta_3lqca,100,True,test,identical,True,100,99,0,True,False,False,89,0,False,1.0,,,0.8076923076923077,0.11538461538461539
1xnta_3lqca,200,True,test,identical,True,199,195,1,True,True,True,166,0,False,1.0,160.0,160.0,0.8076923076923077,0.34615384615384615
1xnta_3lqca,500,True,test,identical,True,499,490,1,True,True,True,437,0,False,1.0,160.0,160.0,0.8076923076923077,0.34615384615384615
2a73b_3l5nb,10,True,test,identical,True,10,0,0,False,False,False,0,0,False,,,,0.125,0.09523809523809523
2a73b_3l5nb,25,True,test,identical,True,25,0,0,False,False,False,0,0,False,,,,0.14285714285714285,0.09523809523809523
2a73b_3l5nb,50,True,test,identical,True,50,0,0,False,False,False,0,0,False,,,,0.19642857142857142,0.11904761904761904
2a73b_3l5nb,100,True,test,identical,True,98,0,0,False,False,False,0,0,False,,,,0.19642857142857142,0.11904761904761904
2a73b_3l5nb,200,True,test,identical,True,198,0,0,False,False,False,0,0,False,,,,0.21428571428571427,0.19047619047619047
2a73b_3l5nb,500,True,test,identical,True,497,0,0,False,False,False,0,0,False,,,,0.21428571428571427,0.19047619047619047
2c1vb_2c1uc,10,True,test,identical,True,10,1,0,True,False,False,0,0,False,5.0,,,0.36666666666666664,0.2553191489361702
2c1vb_2c1uc,25,True,test,identical,True,25,9,0,True,False,False,1,0,False,5.0,,,0.5,0.2553191489361702
2c1vb_2c1uc,50,True,test,identical,True,50,16,0,True,False,False,1,0,False,5.0,,,0.5,0.2553191489361702
2c1vb_2c1uc,100,True,test,identical,True,100,31,2,True,True,True,1,0,False,5.0,60.0,60.0,0.5,0.3191489361702128
2c1vb_2c1uc,200,True,test,identical,True,200,65,2,True,True,True,2,0,False,5.0,60.0,60.0,0.5,0.3191489361702128
2c1vb_2c1uc,500,True,test,identical,True,500,176,2,True,True,True,3,0,False,5.0,60.0,60.0,0.5,0.3191489361702128
2frha_1fzpd,10,True,dev,identical,True,10,10,0,True,False,False,10,0,False,1.0,,,0.7142857142857143,0.021739130434782608
2frha_1fzpd,25,True,dev,identical,True,25,25,0,True,False,False,25,0,False,1.0,,,0.7142857142857143,0.043478260869565216
2frha_1fzpd,50,True,dev,identical,True,50,50,0,True,False,False,48,0,False,1.0,,,0.7777777777777778,0.06521739130434782
2frha_1fzpd,100,True,dev,identical,True,100,100,0,True,False,False,94,0,False,1.0,,,0.7936507936507936,0.06521739130434782
2frha_1fzpd,200,True,dev,identical,True,200,200,0,True,False,False,188,0,False,1.0,,,0.7936507936507936,0.06521739130434782
2frha_1fzpd,500,True,dev,identical,True,500,500,0,True,False,False,474,0,False,1.0,,,0.7936507936507936,0.06521739130434782
2grmb_2axza,10,True,dev,identical,False,8,1,0,True,False,False,0,0,False,4.0,,,0.3684210526315789,0.0
2grmb_2axza,25,True,dev,identical,False,19,8,0,True,False,False,1,0,False,4.0,,,0.5789473684210527,0.038461538461538464
2grmb_2axza,50,True,dev,identical,False,39,16,0,True,False,False,2,0,False,4.0,,,0.7368421052631579,0.07692307692307693
2grmb_2axza,100,True,dev,identical,False,78,27,0,True,False,False,2,0,False,4.0,,,0.7368421052631579,0.11538461538461539
2grmb_2axza,200,True,dev,identical,False,152,49,0,True,False,False,5,0,False,4.0,,,0.7368421052631579,0.11538461538461539
2grmb_2axza,500,True,dev,identical,False,373,128,0,True,False,False,17,0,False,4.0,,,0.7368421052631579,0.15384615384615385
2h44a_1rkpa,10,True,dev,identical,False,10,0,1,False,True,False,0,0,False,,3.0,,0.1935483870967742,0.25
2h44a_1rkpa,25,True,dev,identical,False,25,0,4,False,True,False,0,0,False,,3.0,,0.1935483870967742,0.375
2h44a_1rkpa,50,True,dev,identical,False,50,0,9,False,True,False,0,0,False,,3.0,,0.1935483870967742,0.375
2h44a_1rkpa,100,True,dev,identical,False,100,0,29,False,True,False,0,2,False,,3.0,,0.22580645161290322,0.5625
2h44a_1rkpa,200,True,dev,identical,False,200,0,59,False,True,False,0,2,False,,3.0,,0.22580645161290322,0.5625
2h44a_1rkpa,500,True,dev,identical,False,500,2,139,True,True,True,0,4,False,338.0,3.0,338.0,0.25806451612903225,0.5625
2hdma_2n54b,10,False,dev,homolog,False,9,0,0,False,False,False,0,0,False,,,,0.2,0.0
2hdma_2n54b,25,False,dev,homolog,False,24,2,0,True,False,False,0,0,False,19.0,,,0.4,0.2857142857142857
2hdma_2n54b,50,False,dev,homolog,False,49,2,2,True,True,True,0,0,False,19.0,31.0,31.0,0.4,0.2857142857142857
2hdma_2n54b,100,False,dev,homolog,False,93,4,6,True,True,True,0,0,False,19.0,31.0,31.0,0.4,0.42857142857142855
2hdma_2n54b,200,False,dev,homolog,False,181,6,17,True,True,True,0,0,False,19.0,31.0,31.0,0.4,0.42857142857142855
2hdma_2n54b,500,False,dev,homolog,False,437,22,40,True,True,True,1,0,False,19.0,31.0,31.0,0.6,0.42857142857142855
2k42a_1ceeb,10,False,test,homolog,False,6,2,0,True,False,False,0,0,False,1.0,,,0.4,0.375
2k42a_1ceeb,25,False,test,homolog,False,17,5,2,True,True,True,0,0,False,1.0,12.0,12.0,0.4,0.375
2k42a_1ceeb,50,False,test,homolog,False,39,14,6,True,True,True,5,2,True,1.0,12.0,12.0,0.5,0.5
2k42a_1ceeb,100,False,test,homolog,False,84,41,9,True,True,True,12,2,True,1.0,12.0,12.0,0.6,0.5
2k42a_1ceeb,200,False,test,homolog,False,173,79,17,True,True,True,20,2,True,1.0,12.0,12.0,0.7,0.5
2k42a_1ceeb,500,False,test,homolog,False,436,217,46,True,True,True,60,8,True,1.0,12.0,12.0,0.7,0.5
2lela_2k0qa,10,True,test,identical,True,10,0,8,False,True,False,0,2,False,,2.0,,0.09090909090909091,0.5714285714285714
2lela_2k0qa,25,True,test,identical,True,25,0,19,False,True,False,0,4,False,,2.0,,0.13636363636363635,0.6428571428571429
2lela_2k0qa,50,True,test,identical,True,50,0,38,False,True,False,0,11,False,,2.0,,0.18181818181818182,0.6428571428571429
2lela_2k0qa,100,True,test,identical,True,100,0,70,False,True,False,0,18,False,,2.0,,0.22727272727272727,0.7142857142857143
2lela_2k0qa,200,True,test,identical,True,200,0,135,False,True,False,0,30,False,,2.0,,0.22727272727272727,0.7142857142857143
2lela_2k0qa,500,True,test,identical,True,499,0,329,False,True,False,0,74,False,,2.0,,0.22727272727272727,0.7142857142857143
2p3vd_2p3va,10,False,test,identical,True,10,0,6,False,True,False,0,6,False,,3.0,,0.2,0.75
2p3vd_2p3va,25,False,test,identical,True,25,0,17,False,True,False,0,13,False,,3.0,,0.2,0.75
2p3vd_2p3va,50,False,test,identical,True,50,1,37,True,True,True,0,23,False,27.0,3.0,27.0,0.4,0.75
2p3vd_2p3va,100,False,test,identical,True,100,7,65,True,True,True,0,36,False,27.0,3.0,27.0,0.4,0.75
2p3vd_2p3va,200,False,test,identical,True,199,15,123,True,True,True,0,62,False,27.0,3.0,27.0,0.4,0.75
2p3vd_2p3va,500,False,test,identical,True,499,42,303,True,True,True,0,155,False,27.0,3.0,27.0,0.4,0.8125
2pbkb_3njqa,10,True,test,identical,True,8,0,0,False,False,False,0,0,False,,,,0.1,0.038461538461538464
2pbkb_3njqa,25,True,test,identical,True,21,0,0,False,False,False,0,0,False,,,,0.15,0.038461538461538464
2pbkb_3njqa,50,True,test,identical,True,41,0,0,False,False,False,0,0,False,,,,0.15,0.07692307692307693
2pbkb_3njqa,100,True,test,identical,True,80,0,0,False,False,False,0,0,False,,,,0.2,0.07692307692307693
2pbkb_3njqa,200,True,test,identical,True,165,0,0,False,False,False,0,0,False,,,,0.2,0.11538461538461539
2pbkb_3njqa,500,True,test,identical,True,399,1,0,True,False,False,0,0,False,219.0,,,0.3,0.11538461538461539
2qqja_4qdsa,10,False,test,identical,True,1,0,1,False,True,False,0,1,False,,4.0,,0.0,0.5
2qqja_4qdsa,25,False,test,identical,True,8,3,1,True,True,True,0,1,False,11.0,4.0,11.0,0.25,0.5
2qqja_4qdsa,50,False,test,identical,True,14,3,2,True,True,True,0,1,False,11.0,4.0,11.0,0.25,0.5
2qqja_4qdsa,100,False,test,identical,True,30,6,5,True,True,True,0,4,False,11.0,4.0,11.0,0.25,0.6666666666666666
2qqja_4qdsa,200,False,test,identical,True,61,12,13,True,True,True,1,8,True,11.0,4.0,11.0,0.5,0.6666666666666666
2qqja_4qdsa,500,False,test,identical,True,145,37,27,True,True,True,6,14,True,11.0,4.0,11.0,0.5,0.6666666666666666
2vfxl_3gmhl,10,True,test,identical,False,8,0,0,False,False,False,0,0,False,,,,0.014285714285714285,0.05660377358490566
2vfxl_3gmhl,25,True,test,identical,False,22,0,0,False,False,False,0,0,False,,,,0.014285714285714285,0.05660377358490566
2vfxl_3gmhl,50,True,test,identical,False,42,0,0,False,False,False,0,0,False,,,,0.05714285714285714,0.11320754716981132
2vfxl_3gmhl,100,True,test,identical,False,85,0,1,False,True,False,0,0,False,,70.0,,0.05714285714285714,0.39622641509433965
2vfxl_3gmhl,200,True,test,identical,False,175,0,1,False,True,False,0,0,False,,70.0,,0.11428571428571428,0.39622641509433965
2vfxl_3gmhl,500,True,test,identical,False,447,0,1,False,True,False,0,0,False,,70.0,,0.15714285714285714,0.39622641509433965
3g0ha_3ewsb,10,True,test,identical,True,4,0,1,False,True,False,0,0,False,,9.0,,0.0,0.3333333333333333
3g0ha_3ewsb,25,True,test,identical,True,10,0,2,False,True,False,0,0,False,,9.0,,0.0,0.4074074074074074
3g0ha_3ewsb,50,True,test,identical,True,27,1,2,True,True,True,0,0,False,39.0,9.0,39.0,0.45454545454545453,0.4074074074074074
3g0ha_3ewsb,100,True,test,identical,True,51,2,4,True,True,True,0,0,False,39.0,9.0,39.0,0.45454545454545453,0.4074074074074074
3g0ha_3ewsb,200,True,test,identical,True,97,3,9,True,True,True,0,0,False,39.0,9.0,39.0,0.45454545454545453,0.48148148148148145
3g0ha_3ewsb,500,True,test,identical,True,266,7,29,True,True,True,0,1,False,39.0,9.0,39.0,0.45454545454545453,0.5185185185185185
3hdea_3hdfa,10,True,dev,identical,True,10,9,0,True,False,False,9,0,False,1.0,,,0.92,0.3181818181818182
3hdea_3hdfa,25,True,dev,identical,True,25,24,0,True,False,False,21,0,False,1.0,,,0.92,0.3181818181818182
3hdea_3hdfa,50,True,dev,identical,True,50,49,0,True,False,False,45,0,False,1.0,,,0.92,0.3181818181818182
3hdea_3hdfa,100,True,dev,identical,True,100,99,0,True,False,False,91,0,False,1.0,,,0.92,0.3181818181818182
3hdea_3hdfa,200,True,dev,identical,True,200,196,0,True,False,False,185,0,False,1.0,,,0.92,0.3181818181818182
3hdea_3hdfa,500,True,dev,identical,True,500,492,0,True,False,False,470,0,False,1.0,,,0.96,0.36363636363636365
3ifaa_5et5a,10,False,dev,identical,True,9,1,0,True,False,False,1,0,False,9.0,,,0.6,0.2222222222222222
3ifaa_5et5a,25,False,dev,identical,True,22,3,3,True,True,True,1,0,False,9.0,13.0,13.0,0.6,0.4444444444444444
3ifaa_5et5a,50,False,dev,identical,True,38,9,4,True,True,True,2,0,False,9.0,13.0,13.0,0.6,0.4444444444444444
3ifaa_5et5a,100,False,dev,identical,True,66,17,5,True,True,True,3,0,False,9.0,13.0,13.0,0.6,0.4444444444444444
3ifaa_5et5a,200,False,dev,identical,True,131,28,16,True,True,True,3,0,False,9.0,13.0,13.0,0.6,0.4444444444444444
3ifaa_5et5a,500,False,dev,identical,True,326,65,40,True,True,True,7,5,True,9.0,13.0,13.0,0.6666666666666666,0.6666666666666666
3j7wb_3j7vg,10,True,test,identical,True,9,2,6,True,True,True,1,1,True,3.0,1.0,3.0,0.5,0.5238095238095238
3j7wb_3j7vg,25,True,test,identical,True,22,3,15,True,True,True,1,4,True,3.0,1.0,3.0,0.5,0.7142857142857143
3j7wb_3j7vg,50,True,test,identical,True,44,5,30,True,True,True,2,11,True,3.0,1.0,3.0,0.5,0.7142857142857143
3j7wb_3j7vg,100,True,test,identical,True,90,9,59,True,True,True,4,19,True,3.0,1.0,3.0,0.5,0.7142857142857143
3j7wb_3j7vg,200,True,test,identical,True,181,17,112,True,True,True,7,40,True,3.0,1.0,3.0,0.9,0.7142857142857143
3j7wb_3j7vg,500,True,test,identical,True,459,41,292,True,True,True,18,110,True,3.0,1.0,3.0,0.9,0.7142857142857143
3jv6a_1zk9a,10,False,dev,identical,True,10,1,3,True,True,True,0,2,False,7.0,2.0,7.0,0.42857142857142855,0.5
3jv6a_1zk9a,25,False,dev,identical,True,25,3,8,True,True,True,0,4,False,7.0,2.0,7.0,0.42857142857142855,0.6666666666666666
3jv6a_1zk9a,50,False,dev,identical,True,50,13,15,True,True,True,1,8,True,7.0,2.0,7.0,0.5,0.6666666666666666
3jv6a_1zk9a,100,False,dev,identical,True,100,28,27,True,True,True,6,13,True,7.0,2.0,7.0,0.6071428571428571,0.6666666666666666
3jv6a_1zk9a,200,False,dev,identical,True,200,56,66,True,True,True,9,38,True,7.0,2.0,7.0,0.6071428571428571,0.8333333333333334
3jv6a_1zk9a,500,False,dev,identical,True,500,134,160,True,True,True,24,91,True,7.0,2.0,7.0,0.6785714285714286,0.8333333333333334
3kdsg_2ce7c,10,True,dev,identical,False,10,10,0,True,False,False,7,0,False,1.0,,,0.6296296296296297,0.075
3kdsg_2ce7c,25,True,dev,identical,False,25,25,0,True,False,False,21,0,False,1.0,,,0.7037037037037037,0.125
3kdsg_2ce7c,50,True,dev,identical,False,50,50,0,True,False,False,36,0,False,1.0,,,0.7037037037037037,0.125
3kdsg_2ce7c,100,True,dev,identical,False,100,100,0,True,False,False,66,0,False,1.0,,,0.7407407407407407,0.125
3kdsg_2ce7c,200,True,dev,identical,False,200,200,0,True,False,False,125,0,False,1.0,,,0.7407407407407407,0.15
3kdsg_2ce7c,500,True,dev,identical,False,500,500,0,True,False,False,292,0,False,1.0,,,0.8518518518518519,0.15
3m1bf_3lowa,10,False,test,identical,True,10,6,0,True,False,False,4,0,False,1.0,,,0.6891891891891891,0.75
3m1bf_3lowa,25,False,test,identical,True,25,16,3,True,True,True,9,2,True,1.0,14.0,14.0,0.6891891891891891,0.75
3m1bf_3lowa,50,False,test,identical,True,50,27,5,True,True,True,12,4,True,1.0,14.0,14.0,0.6891891891891891,0.75
3m1bf_3lowa,100,False,test,identical,True,100,55,12,True,True,True,25,9,True,1.0,14.0,14.0,0.6891891891891891,0.75
3m1bf_3lowa,200,False,test,identical,True,200,103,26,True,True,True,50,22,True,1.0,14.0,14.0,0.7162162162162162,0.875
3m1bf_3lowa,500,False,test,identical,True,500,245,70,True,True,True,123,58,True,1.0,14.0,14.0,0.7162162162162162,0.875
3meea_4b3ob,10,True,test,identical,False,10,0,0,False,False,False,0,0,False,,,,0.09090909090909091,0.0875
3meea_4b3ob,25,True,test,identical,False,24,0,0,False,False,False,0,0,False,,,,0.09090909090909091,0.1
3meea_4b3ob,50,True,test,identical,False,48,0,0,False,False,False,0,0,False,,,,0.18181818181818182,0.1125
3meea_4b3ob,100,True,test,identical,False,93,0,0,False,False,False,0,0,False,,,,0.18181818181818182,0.1375
3meea_4b3ob,200,True,test,identical,False,192,0,0,False,False,False,0,0,False,,,,0.18181818181818182,0.1375
3meea_4b3ob,500,True,test,identical,False,486,0,0,False,False,False,0,0,False,,,,0.18181818181818182,0.1375
3o44a_1xeza,10,False,test,identical,True,9,5,0,True,False,False,5,0,False,4.0,,,0.6666666666666666,0.06451612903225806
3o44a_1xeza,25,False,test,identical,True,23,12,0,True,False,False,8,0,False,4.0,,,0.8333333333333334,0.06451612903225806
3o44a_1xeza,50,False,test,identical,True,48,23,0,True,False,False,13,0,False,4.0,,,0.8333333333333334,0.06451612903225806
3o44a_1xeza,100,False,test,identical,True,94,45,0,True,False,False,27,0,False,4.0,,,0.8333333333333334,0.06451612903225806
3o44a_1xeza,200,False,test,identical,True,191,100,0,True,False,False,58,0,False,4.0,,,0.8333333333333334,0.06451612903225806
3o44a_1xeza,500,False,test,identical,True,475,240,0,True,False,False,136,0,False,4.0,,,1.0,0.0967741935483871
3qy2a_1qb3a,10,False,test,identical,False,10,0,0,False,False,False,0,0,False,,,,0.6923076923076923,
3qy2a_1qb3a,25,False,test,identical,False,25,0,0,False,False,False,0,0,False,,,,0.6923076923076923,
3qy2a_1qb3a,50,False,test,identical,False,48,0,0,False,False,False,0,0,False,,,,0.6923076923076923,
3qy2a_1qb3a,100,False,test,identical,False,93,0,0,False,False,False,0,0,False,,,,0.7307692307692307,
3qy2a_1qb3a,200,False,test,identical,False,187,0,0,False,False,False,0,0,False,,,,0.7307692307692307,
3qy2a_1qb3a,500,False,test,identical,False,471,0,0,False,False,False,0,0,False,,,,0.8846153846153846,
3t5oa_4a5wb,10,True,dev,identical,False,10,2,2,True,True,True,0,0,False,1.0,4.0,4.0,0.47058823529411764,0.36
3t5oa_4a5wb,25,True,dev,identical,False,25,5,4,True,True,True,0,0,False,1.0,4.0,4.0,0.47058823529411764,0.36
3t5oa_4a5wb,50,True,dev,identical,False,50,14,5,True,True,True,0,0,False,1.0,4.0,4.0,0.47058823529411764,0.36
3t5oa_4a5wb,100,True,dev,identical,False,100,29,8,True,True,True,1,0,False,1.0,4.0,4.0,0.5,0.4
3t5oa_4a5wb,200,True,dev,identical,False,200,57,11,True,True,True,4,1,True,1.0,4.0,4.0,0.5294117647058824,0.6
3t5oa_4a5wb,500,True,dev,identical,False,500,120,18,True,True,True,9,1,True,1.0,4.0,4.0,0.5588235294117647,0.6
3tp2a_5lj3m,10,True,test,identical,False,8,0,0,False,False,False,0,0,False,,,,0.06818181818181818,0.1
3tp2a_5lj3m,25,True,test,identical,False,23,0,0,False,False,False,0,0,False,,,,0.06818181818181818,0.1
3tp2a_5lj3m,50,True,test,identical,False,41,0,0,False,False,False,0,0,False,,,,0.11363636363636363,0.1
3tp2a_5lj3m,100,True,test,identical,False,85,0,0,False,False,False,0,0,False,,,,0.20454545454545456,0.1
3tp2a_5lj3m,200,True,test,identical,False,164,0,0,False,False,False,0,0,False,,,,0.20454545454545456,0.1
3tp2a_5lj3m,500,True,test,identical,False,404,0,0,False,False,False,0,0,False,,,,0.20454545454545456,0.15
3zwgn_4tsyd,10,False,test,identical,True,6,0,0,False,False,False,0,0,False,,,,0.14285714285714285,
3zwgn_4tsyd,25,False,test,identical,True,12,0,0,False,False,False,0,0,False,,,,0.14285714285714285,
3zwgn_4tsyd,50,False,test,identical,True,20,0,0,False,False,False,0,0,False,,,,0.14285714285714285,
3zwgn_4tsyd,100,False,test,identical,True,47,0,0,False,False,False,0,0,False,,,,0.35714285714285715,
3zwgn_4tsyd,200,False,test,identical,True,99,0,0,False,False,False,0,0,False,,,,0.35714285714285715,
3zwgn_4tsyd,500,False,test,identical,True,231,0,0,False,False,False,0,0,False,,,,0.35714285714285715,
3zxgb_5ec5p,10,True,test,identical,False,10,0,0,False,False,False,0,0,False,,,,0.14545454545454545,0.17647058823529413
3zxgb_5ec5p,25,True,test,identical,False,25,0,0,False,False,False,0,0,False,,,,0.16363636363636364,0.17647058823529413
3zxgb_5ec5p,50,True,test,identical,False,50,0,0,False,False,False,0,0,False,,,,0.16363636363636364,0.17647058823529413
3zxgb_5ec5p,100,True,test,identical,False,99,0,1,False,True,False,0,0,False,,98.0,,0.16363636363636364,0.4117647058823529
3zxgb_5ec5p,200,True,test,identical,False,199,0,3,False,True,False,0,0,False,,98.0,,0.16363636363636364,0.47058823529411764
