pair_id,method,dominant,split,primary,L,minority_enrichment,minority_recall,dual_contact_hit,n_valid,oracle_minor_enrichment,oracle_minor_recall,oracle_dual_hit,gpu_seconds,generated_tokens
1qomb_1noca,branch5,fold1,test,True,420,0.0714285714285714,0.0714285714285714,False,14,0.35714285714285715,0.35714285714285715,False,25.50560640596086,286253
1qomb_1noca,iid,fold1,test,True,420,0.1428571428571428,0.1428571428571428,False,16,0.35714285714285715,0.35714285714285715,False,26.105601696006488,292685
1qomb_1noca,random,fold1,test,True,420,0.0714285714285714,0.0714285714285714,False,16,0.35714285714285715,0.35714285714285715,False,26.051828690979164,285071
1qomb_1noca,temp,fold1,test,True,420,0.0,0.0,False,16,0.35714285714285715,0.35714285714285715,False,36.18721813498996,407831
1qs8b_1miqb,branch10,fold1,test,True,411,0.231457800511509,0.2608695652173913,True,16,0.23145780051150894,0.2608695652173913,True,24.91630163276568,292403
1qs8b_1miqb,branch20,fold1,test,True,411,-0.04475703324808179,0.0434782608695652,False,16,0.23145780051150894,0.2608695652173913,True,24.983923092484474,292103
1qs8b_1miqb,branch5,fold1,test,True,411,-0.04475703324808179,0.0434782608695652,False,16,0.4053708439897698,0.43478260869565216,True,25.11675394838676,295739
1qs8b_1miqb,iid,fold1,test,True,411,-0.04475703324808179,0.0434782608695652,False,16,0.1585677749360614,0.21739130434782608,True,24.980122114066035,294887
1qs8b_1miqb,random,fold1,test,True,411,-0.04475703324808179,0.0434782608695652,False,16,0.34526854219948844,0.5217391304347826,True,25.12410742091015,293710
1qs8b_1miqb,temp,fold1,test,True,411,-0.04475703324808179,0.0434782608695652,False,16,0.1585677749360614,0.21739130434782608,False,35.12361664092168,401131
1repc_2z9ob,branch10,fold1,test,True,227,-0.2178571428571428,0.175,False,16,-0.21785714285714286,0.175,False,10.690367802977562,157913
1repc_2z9ob,branch20,fold1,test,True,227,-0.3071428571428571,0.05,False,16,-0.125,0.125,False,10.669971554016229,155249
1repc_2z9ob,branch5,fold1,test,True,227,-0.1714285714285714,0.15,False,16,-0.17142857142857146,0.15,False,10.657510184973944,158405
1repc_2z9ob,iid,fold1,test,True,227,-0.2678571428571428,0.125,False,16,-0.2571428571428571,0.1,False,10.650063767971005,158930
1repc_2z9ob,random,fold1,test,True,227,-0.3142857142857143,0.15,False,16,-0.30357142857142855,0.125,False,10.45953275199281,155171
1repc_2z9ob,temp,fold1,test,True,227,-0.25,0.25,False,16,0.01428571428571429,0.05,False,14.287257462041453,197961
1uxmk_2nama,branch10,fold1,test,True,153,-0.41385281385281386,0.0909090909090909,False,16,-0.32597402597402597,0.045454545454545456,False,4.924900664016604,74723
1uxmk_2nama,branch20,fold1,test,True,153,-0.41385281385281386,0.0909090909090909,False,16,-0.30173160173160174,0.13636363636363635,False,4.731318728008773,72173
1uxmk_2nama,branch5,fold1,test,True,153,-0.45194805194805193,0.0909090909090909,False,16,-0.32597402597402597,0.045454545454545456,False,4.885455145034939,75320
1uxmk_2nama,iid,fold1,test,True,153,-0.41385281385281386,0.0909090909090909,False,16,-0.32597402597402597,0.045454545454545456,False,4.910411045013461,75739
1uxmk_2nama,random,fold1,test,True,153,-0.41385281385281386,0.0909090909090909,False,16,-0.32597402597402597,0.045454545454545456,False,4.708490429038648,72137
1uxmk_2nama,temp,fold1,test,True,153,-0.41385281385281386,0.0909090909090909,False,16,0.06753246753246754,0.18181818181818182,False,6.094112681981642,89082
1xjta_1xjub,branch10,fold1,dev,True,178,-0.25,0.0,False,16,-0.1473684210526316,0.05263157894736842,False,5.65213263296755,85603
1xjta_1xjub,branch20,fold1,dev,True,178,-0.4473684210526316,0.0526315789473684,False,16,0.0026315789473684154,0.05263157894736842,False,5.506349819013849,82766
1xjta_1xjub,branch5,fold1,dev,True,178,-0.35,0.0,False,16,-0.03947368421052633,0.21052631578947367,False,5.7192670709919184,86669
1xjta_1xjub,iid,fold1,dev,True,178,-0.0973684210526316,0.0526315789473684,False,16,0.005263157894736831,0.10526315789473684,False,5.707341575005557,87665
1xjta_1xjub,random,fold1,dev,True,178,-0.25,0.0,False,16,-0.1473684210526316,0.05263157894736842,False,5.619949995947536,84440
1xjta_1xjub,temp,fold1,dev,True,178,-0.4473684210526316,0.0526315789473684,False,16,0.16052631578947368,0.21052631578947367,False,7.983677039970644,115538
1xnta_3lqca,branch10,fold1,test,True,152,-0.4230769230769231,0.0,False,16,0.0,0.15384615384615385,False,5.672355973045342,88361
1xnta_3lqca,branch20,fold1,test,True,152,-0.19230769230769232,0.0769230769230769,False,16,0.038461538461538464,0.11538461538461539,False,5.653760007000528,86660
1xnta_3lqca,branch5,fold1,test,True,152,-0.42307692307692313,0.0769230769230769,False,16,0.038461538461538464,0.11538461538461539,False,5.736240841972176,90230
1xnta_3lqca,iid,fold1,test,True,152,-0.3846153846153847,0.0384615384615384,False,16,-0.07692307692307693,0.11538461538461539,False,5.76308684295509,90500
1xnta_3lqca,random,fold1,test,True,152,-0.3846153846153847,0.0384615384615384,False,16,-0.15384615384615385,0.038461538461538464,False,5.596336702001281,86978
1xnta_3lqca,temp,fold1,test,True,152,-0.19230769230769232,0.0769230769230769,False,16,0.07692307692307693,0.19230769230769232,False,7.64009223296307,110899
2a73b_3l5nb,branch10,fold1,test,True,982,0.0357142857142857,0.0714285714285714,False,16,0.11904761904761904,0.11904761904761904,False,102.48693520802772,710375
2a73b_3l5nb,branch20,fold1,test,True,982,0.011904761904761904,0.0476190476190476,False,16,0.09523809523809523,0.09523809523809523,False,103.63508745096624,710831
2a73b_3l5nb,branch5,fold1,test,True,982,0.005952380952381001,0.0238095238095238,False,16,0.09523809523809523,0.09523809523809523,False,109.54952033405425,725589
2a73b_3l5nb,iid,fold1,test,True,982,0.005952380952381001,0.0238095238095238,False,16,0.07738095238095238,0.09523809523809523,False,108.05120941501809,733622
2a73b_3l5nb,random,fold1,test,True,982,0.011904761904761904,0.0476190476190476,False,16,0.09523809523809523,0.09523809523809523,False,109.63017000100808,733274
2a73b_3l5nb,temp,fold1,test,True,982,0.07738095238095241,0.0952380952380952,False,15,0.07738095238095238,0.09523809523809523,False,145.3196207860019,946019
2c1vb_2c1uc,branch10,fold1,test,True,335,0.1489361702127659,0.1489361702127659,False,16,0.2765957446808511,0.2765957446808511,True,13.875323048967402,181757
2c1vb_2c1uc,branch20,fold1,test,True,335,0.1914893617021276,0.1914893617021276,False,16,0.3921985815602837,0.425531914893617,True,13.759824509965256,180887
2c1vb_2c1uc,branch5,fold1,test,True,335,0.0581560283687943,0.1914893617021276,False,16,0.19148936170212766,0.19148936170212766,False,13.932402184931561,183350
2c1vb_2c1uc,iid,fold1,test,True,335,0.0609929078014185,0.1276595744680851,False,16,0.19148936170212766,0.19148936170212766,False,13.798473253962584,182495
2c1vb_2c1uc,random,fold1,test,True,335,0.0368794326241135,0.1702127659574468,False,16,0.19148936170212766,0.19148936170212766,False,13.71591464697849,180224
2c1vb_2c1uc,temp,fold1,test,True,335,0.07943262411347521,0.2127659574468085,False,16,0.22198581560283687,0.2553191489361702,True,20.543692801962607,248808
2frha_1fzpd,branch10,fold1,dev,True,127,-0.2798481711525189,0.0217391304347826,False,16,-0.27398205659075225,0.043478260869565216,False,3.519415744987782,53504
2frha_1fzpd,branch20,fold1,dev,True,127,-0.3333333333333333,0.0,False,16,-0.28985507246376807,0.043478260869565216,False,3.497224177001044,51296
2frha_1fzpd,branch5,fold1,dev,True,127,-0.3968253968253968,0.0,False,16,-0.23222912353347136,0.021739130434782608,False,3.5674634389579296,54590
2frha_1fzpd,iid,fold1,dev,True,127,-0.3968253968253968,0.0,False,16,-0.35334713595583156,0.043478260869565216,False,3.457986772933509,54035
2frha_1fzpd,random,fold1,dev,True,127,-0.4385783298826777,0.0217391304347826,False,16,-0.35921325051759834,0.021739130434782608,False,3.457644118985627,51569
2frha_1fzpd,temp,fold1,dev,True,127,-0.365079365079365,0.0,False,16,-0.09523809523809523,0.0,False,5.1693813590100035,70114
2grmb_2axza,branch10,fold1,dev,True,315,0.1153846153846153,0.1153846153846153,False,10,0.19230769230769232,0.19230769230769232,False,13.95342596701812,181196
2grmb_2axza,branch20,fold1,dev,True,315,0.1153846153846153,0.1153846153846153,False,12,0.15384615384615385,0.15384615384615385,False,13.726626125047915,177347
2grmb_2axza,branch5,fold1,dev,True,315,0.1153846153846153,0.1153846153846153,False,10,0.11538461538461539,0.11538461538461539,False,13.911184844037052,181865
2grmb_2axza,iid,fold1,dev,True,315,0.0,0.0,False,12,0.11538461538461539,0.11538461538461539,False,13.890511702047661,180728
2grmb_2axza,random,fold1,dev,True,315,0.0384615384615384,0.0384615384615384,False,11,0.11538461538461539,0.11538461538461539,False,13.84871508507058,179288
2grmb_2axza,temp,fold1,dev,True,315,0.1153846153846153,0.1153846153846153,False,11,0.11538461538461539,0.11538461538461539,False,21.390712581051048,265536
2h44a_1rkpa,branch10,fold2,dev,True,326,0.1310483870967742,0.1935483870967742,False,16,0.19556451612903225,0.25806451612903225,True,15.851970528718084,202499
2h44a_1rkpa,branch20,fold2,dev,True,326,0.1290322580645161,0.1290322580645161,False,16,0.19556451612903225,0.25806451612903225,True,15.752350482624024,200408
2h44a_1rkpa,branch5,fold2,dev,True,326,0.064516129032258,0.064516129032258,False,16,0.25806451612903225,0.25806451612903225,True,16.221936576999724,201938
2h44a_1rkpa,iid,fold2,dev,True,326,0.064516129032258,0.064516129032258,False,16,0.19556451612903225,0.25806451612903225,True,15.905558278318495,203636
2h44a_1rkpa,random,fold2,dev,True,326,0.1290322580645161,0.1290322580645161,False,16,0.19556451612903225,0.25806451612903225,True,15.690066079609096,199514
2h44a_1rkpa,temp,fold2,dev,True,326,0.064516129032258,0.064516129032258,False,16,0.19556451612903225,0.25806451612903225,True,24.392945683561265,298735
2hdma_2n54b,branch10,fold2,dev,False,75,0.1,0.1,False,15,0.35714285714285715,0.5,True,1.875067159999162,24065
2hdma_2n54b,branch20,fold2,dev,False,75,0.2,0.2,False,15,0.35714285714285715,0.5,True,1.7330856048502028,22511
2hdma_2n54b,branch5,fold2,dev,False,75,0.2,0.2,False,14,0.35714285714285715,0.5,True,2.0786877339705825,28418
2hdma_2n54b,iid,fold2,dev,False,75,0.1,0.1,False,12,0.4,0.4,True,2.143029509112239,29468
2hdma_2n54b,random,fold2,dev,False,75,0.4,0.4,False,15,0.4,0.4,True,1.9740477241575718,27638
2hdma_2n54b,temp,fold2,dev,False,75,0.2,0.2,True,15,0.35714285714285715,0.5,True,2.790855153463781,38462
2k42a_1ceeb,branch10,fold1,test,False,81,0.04999999999999999,0.25,False,13,0.425,0.625,True,2.260348127922043,33557
2k42a_1ceeb,branch20,fold1,test,False,81,0.15,0.25,True,13,0.425,0.625,True,2.048350327007938,29396
2k42a_1ceeb,branch5,fold1,test,False,81,0.04999999999999999,0.25,False,15,0.425,0.625,True,2.417337290942669,35576
2k42a_1ceeb,iid,fold1,test,False,81,0.175,0.375,True,13,0.425,0.625,True,2.3876622149255127,37328
2k42a_1ceeb,random,fold1,test,False,81,0.25,0.25,True,12,0.425,0.625,True,2.2713962579146028,34193
2k42a_1ceeb,temp,fold1,test,False,81,0.15,0.25,True,13,0.525,0.625,True,3.1528068029438145,44501
2lela_2k0qa,branch10,fold2,test,True,74,0.1818181818181818,0.1818181818181818,False,15,0.2727272727272727,0.2727272727272727,True,2.441510613076389,38282
2lela_2k0qa,branch20,fold2,test,True,74,0.1818181818181818,0.1818181818181818,False,16,0.3181818181818182,0.3181818181818182,True,2.3316903868690133,35147
2lela_2k0qa,branch5,fold2,test,True,74,0.1818181818181818,0.1818181818181818,False,16,0.2727272727272727,0.2727272727272727,True,2.4871750278398395,39356
2lela_2k0qa,iid,fold2,test,True,74,0.0649350649350649,0.1363636363636363,False,16,0.24675324675324675,0.3181818181818182,True,2.5829244847409427,40910
2lela_2k0qa,random,fold2,test,True,74,0.1818181818181818,0.1818181818181818,False,16,0.24675324675324675,0.3181818181818182,True,2.4677572157233953,38141
2lela_2k0qa,temp,fold2,test,True,74,0.1818181818181818,0.1818181818181818,False,16,0.2727272727272727,0.2727272727272727,True,3.0838195672258735,49433
2p3vd_2p3va,branch10,fold1,test,False,254,0.625,0.625,True,15,0.8125,0.8125,True,11.713477774057537,168053
2p3vd_2p3va,branch20,fold1,test,False,254,0.6875,0.6875,True,16,0.875,0.875,True,11.751616292633116,167111
2p3vd_2p3va,branch5,fold1,test,False,254,0.625,0.625,True,16,0.8125,0.8125,True,11.757814219221473,169691
2p3vd_2p3va,iid,fold1,test,False,254,0.5625,0.5625,True,16,0.8125,0.8125,True,11.735360009595752,169559
2p3vd_2p3va,random,fold1,test,False,254,0.625,0.625,True,16,0.8125,0.8125,True,11.693938918411732,167090
2p3vd_2p3va,temp,fold1,test,False,254,0.625,0.625,True,16,0.8125,0.8125,True,15.724169333465397,207050
2pbkb_3njqa,branch10,fold1,test,True,228,0.0,0.0,False,7,0.19230769230769232,0.19230769230769232,False,7.670104590069968,101675
2pbkb_3njqa,branch20,fold1,test,True,228,0.0384615384615384,0.0384615384615384,False,8,0.19230769230769232,0.19230769230769232,False,7.169115880038589,95546
2pbkb_3njqa,branch5,fold1,test,True,228,0.0769230769230769,0.0769230769230769,False,8,0.19230769230769232,0.19230769230769232,False,7.704045025049709,104276
2pbkb_3njqa,iid,fold1,test,True,228,0.0384615384615384,0.0384615384615384,False,9,0.19230769230769232,0.19230769230769232,False,8.20651455206098,110657
2pbkb_3njqa,random,fold1,test,True,228,0.0384615384615384,0.0384615384615384,False,10,0.19230769230769232,0.19230769230769232,False,7.9946072500315495,108599
2pbkb_3njqa,temp,fold1,test,True,228,0.0384615384615384,0.0384615384615384,False,10,0.19230769230769232,0.19230769230769232,False,11.427613581065089,151775
2qqja_4qdsa,branch10,fold1,test,False,319,0.5,0.5,False,3,0.6666666666666666,0.6666666666666666,True,16.749833399022464,217795
2qqja_4qdsa,branch20,fold1,test,False,319,0.3333333333333333,0.3333333333333333,False,3,0.6666666666666666,0.6666666666666666,True,16.67053716100054,215857
2qqja_4qdsa,branch5,fold1,test,False,319,0.5,0.5,False,5,0.5,0.5,True,16.841824439994525,216676
2qqja_4qdsa,iid,fold1,test,False,319,0.5,0.5,False,3,0.5,0.5,True,16.58707442798186,216601
2qqja_4qdsa,random,fold1,test,False,319,0.6666666666666666,0.6666666666666666,False,3,0.6666666666666666,0.6666666666666666,True,16.388575517979916,213358
2qqja_4qdsa,temp,fold1,test,False,319,0.3333333333333333,0.3333333333333333,False,3,0.5,0.5,True,24.109864338999614,301054
2vfxl_3gmhl,branch10,fold2,test,True,203,0.0714285714285714,0.0714285714285714,False,12,0.1,0.1,False,7.335923865903169,99071
2vfxl_3gmhl,branch20,fold2,test,True,203,0.023989218328841003,0.0428571428571428,False,10,0.12857142857142856,0.12857142857142856,False,6.964435250032693,92771
2vfxl_3gmhl,branch5,fold2,test,True,203,0.023989218328841003,0.0428571428571428,False,13,0.18571428571428572,0.18571428571428572,False,7.996667966246605,105280
2vfxl_3gmhl,iid,fold2,test,True,203,0.0285714285714285,0.0285714285714285,False,9,0.06226415094339623,0.1,False,7.976552164182067,107975
2vfxl_3gmhl,random,fold2,test,True,203,0.0142857142857142,0.0142857142857142,False,11,0.06226415094339623,0.1,False,8.089463296346366,107558
2vfxl_3gmhl,temp,fold2,test,True,203,0.023989218328841003,0.0428571428571428,False,13,0.1,0.1,False,11.710731190163642,160690
3g0ha_3ewsb,branch10,fold1,test,True,418,0.3703703703703703,0.3703703703703703,False,11,0.5555555555555556,0.5555555555555556,True,22.991415586031508,272660
3g0ha_3ewsb,branch20,fold1,test,True,418,0.3703703703703703,0.3703703703703703,False,13,0.5185185185185185,0.5185185185185185,True,22.79141503799474,270653
3g0ha_3ewsb,branch5,fold1,test,True,418,0.3333333333333333,0.3333333333333333,True,10,0.5185185185185185,0.5185185185185185,True,22.880756539991125,271550
3g0ha_3ewsb,iid,fold1,test,True,418,0.2592592592592592,0.2592592592592592,False,11,0.4074074074074074,0.4074074074074074,True,22.697261319030076,269848
3g0ha_3ewsb,random,fold1,test,True,418,0.0,0.0,False,12,0.4074074074074074,0.4074074074074074,True,22.335728166042827,266489
3g0ha_3ewsb,temp,fold1,test,True,418,0.3333333333333333,0.3333333333333333,False,10,0.4074074074074074,0.4074074074074074,True,34.36792081000749,389616
3hdea_3hdfa,branch10,fold1,dev,True,165,-0.058181818181818196,0.1818181818181818,False,16,0.032727272727272716,0.2727272727272727,False,4.783450518967584,69626
3hdea_3hdfa,branch20,fold1,dev,True,165,-0.058181818181818196,0.1818181818181818,False,16,-0.0018181818181818299,0.3181818181818182,False,4.644076141004916,67271
3hdea_3hdfa,branch5,fold1,dev,True,165,-0.058181818181818196,0.1818181818181818,False,16,0.07818181818181819,0.3181818181818182,False,4.734765888017137,70433
3hdea_3hdfa,iid,fold1,dev,True,165,-0.0472727272727273,0.2727272727272727,False,16,-0.0072727272727273196,0.2727272727272727,False,4.761900011973921,70361
3hdea_3hdfa,random,fold1,dev,True,165,-0.0072727272727273196,0.2727272727272727,False,16,-0.0072727272727273196,0.2727272727272727,False,4.450659684021957,65555
3hdea_3hdfa,temp,fold1,dev,True,165,-0.058181818181818196,0.1818181818181818,False,16,-0.0072727272727273196,0.2727272727272727,False,6.888820403954014,91658
3ifaa_5et5a,branch10,fold2,dev,False,326,0.2888888888888889,0.4,False,10,0.4666666666666667,0.4666666666666667,True,15.748208124947269,204686
3ifaa_5et5a,branch20,fold2,dev,False,326,0.2888888888888889,0.4,False,10,0.4888888888888889,0.6,True,15.614416876924224,203438
3ifaa_5et5a,branch5,fold2,dev,False,326,0.2888888888888889,0.4,False,8,0.4666666666666667,0.4666666666666667,True,16.012835879984777,205937
3ifaa_5et5a,iid,fold2,dev,False,326,0.35555555555555557,0.4666666666666667,False,7,0.5555555555555556,0.6666666666666666,True,15.6996908429428,206015
3ifaa_5et5a,random,fold2,dev,False,326,0.3111111111111111,0.5333333333333333,False,11,0.4666666666666667,0.4666666666666667,True,15.614989495952614,203129
3ifaa_5et5a,temp,fold2,dev,False,326,0.2888888888888889,0.4,False,10,0.4666666666666667,0.4666666666666667,True,23.031051660946105,283459
3j7wb_3j7vg,branch10,fold1,test,True,343,0.4761904761904761,0.4761904761904761,True,15,0.6619047619047619,0.7619047619047619,True,13.410899045993574,174365
3j7wb_3j7vg,branch20,fold1,test,True,343,0.4761904761904761,0.4761904761904761,True,14,0.6619047619047619,0.7619047619047619,True,13.259650978958234,171788
3j7wb_3j7vg,branch5,fold1,test,True,343,0.5714285714285714,0.5714285714285714,True,14,0.6619047619047619,0.7619047619047619,True,13.477310360001866,173801
3j7wb_3j7vg,iid,fold1,test,True,343,0.4714285714285714,0.5714285714285714,True,12,0.6619047619047619,0.7619047619047619,True,13.373173309955746,175670
3j7wb_3j7vg,random,fold1,test,True,343,0.4761904761904761,0.4761904761904761,True,13,0.6619047619047619,0.7619047619047619,True,13.20655183296185,171821
3j7wb_3j7vg,temp,fold1,test,True,343,0.4761904761904761,0.4761904761904761,True,14,0.6619047619047619,0.7619047619047619,True,21.31360058300197,253339
3jv6a_1zk9a,branch10,fold1,dev,False,110,0.3214285714285715,0.5,True,16,0.5952380952380952,0.6666666666666666,True,3.7882869679597206,60437
3jv6a_1zk9a,branch20,fold1,dev,False,110,0.3214285714285715,0.5,True,16,0.6547619047619048,0.8333333333333334,True,3.7013511969707906,57029
3jv6a_1zk9a,branch5,fold1,dev,False,110,0.3214285714285715,0.5,True,16,0.5595238095238095,0.6666666666666666,True,3.9681222590152174,61850
3jv6a_1zk9a,iid,fold1,dev,False,110,0.5238095238095238,0.6666666666666666,True,16,0.6190476190476191,0.8333333333333334,True,3.9983645389438607,62849
3jv6a_1zk9a,random,fold1,dev,False,110,0.3214285714285715,0.5,True,16,0.5595238095238095,0.6666666666666666,True,3.837104540958535,59711
3jv6a_1zk9a,temp,fold1,dev,False,110,0.3214285714285715,0.5,True,16,0.6309523809523809,0.6666666666666666,True,4.764417623984627,74653
3kdsg_2ce7c,branch10,fold1,dev,True,435,-0.34444444444444444,0.1,False,16,-0.2462962962962963,0.05,False,19.22455748397624,233192
3kdsg_2ce7c,branch20,fold1,dev,True,435,-0.38240740740740736,0.025,False,16,-0.2333333333333333,0.1,False,19.155186495976523,231968
3kdsg_2ce7c,branch5,fold1,dev,True,435,0.03888888888888889,0.15,False,16,0.03888888888888889,0.15,False,19.184419634053484,232291
3kdsg_2ce7c,iid,fold1,dev,True,435,-0.2953703703703703,0.075,False,16,-0.29537037037037034,0.075,False,18.905793873011135,231488
3kdsg_2ce7c,random,fold1,dev,True,435,-0.07314814814814811,0.075,False,16,-0.07314814814814814,0.075,False,18.746939897013362,228365
3kdsg_2ce7c,temp,fold1,dev,True,435,-0.27037037037037026,0.1,False,16,0.02685185185185185,0.175,False,29.966270114062354,326332
3m1bf_3lowa,branch10,fold1,test,False,100,0.2871621621621622,0.625,True,16,0.4391891891891892,0.75,True,3.860377350007184,61637
3m1bf_3lowa,branch20,fold1,test,False,100,0.22972972972972971,0.5,True,16,0.46283783783783783,0.625,True,3.672562890977133,58421
3m1bf_3lowa,branch5,fold1,test,False,100,0.2871621621621622,0.625,True,16,0.4797297297297297,0.75,True,3.9238098549540155,63509
3m1bf_3lowa,iid,fold1,test,False,100,0.1351351351351352,0.5,True,16,0.2905405405405405,0.75,True,3.905344126978889,64478
3m1bf_3lowa,random,fold1,test,False,100,0.2871621621621622,0.625,True,16,0.41216216216216217,0.75,True,3.6949928109534085,60416
3m1bf_3lowa,temp,fold1,test,False,100,0.21621621621621628,0.5,True,16,0.6317567567567568,0.875,True,4.7701542229624465,74603
3meea_4b3ob,branch10,fold1,test,True,552,0.0375,0.0375,False,15,0.15,0.15,False,35.90932709607296,372373
3meea_4b3ob,branch20,fold1,test,True,552,0.1,0.1,False,14,0.15,0.15,False,36.00355159403989,370107
3meea_4b3ob,branch5,fold1,test,True,552,0.1,0.1,False,12,0.15,0.15,False,35.859694568032864,372774
3meea_4b3ob,iid,fold1,test,True,552,0.0670454545454546,0.1125,False,13,0.15,0.15,False,35.758739884069655,371992
3meea_4b3ob,random,fold1,test,True,552,0.075,0.075,False,14,0.15,0.15,False,35.71461369906319,369458
3meea_4b3ob,temp,fold1,test,True,552,0.1,0.1,False,14,0.15,0.15,False,53.428938871074934,524453
3o44a_1xeza,branch10,fold1,test,False,663,0.032258064516129,0.032258064516129,False,15,0.0967741935483871,0.0967741935483871,False,54.29141060903203,481021
3o44a_1xeza,branch20,fold1,test,False,663,0.032258064516129,0.032258064516129,False,16,0.0967741935483871,0.0967741935483871,False,52.88931927108206,476296
3o44a_1xeza,branch5,fold1,test,False,663,0.032258064516129,0.032258064516129,False,15,0.0967741935483871,0.0967741935483871,False,54.57023213506909,485287
