run,pair_id,L,maps,pair_wall_seconds,finished,attempted,pod,inference_seconds,amortized_model_load_seconds,other_pair_seconds
blind-search-v1,2k42a_1ceeb,81,700,9.9,700,700,iris-bizon-exp304-full-v1-s2of8-0-4f730ff1-0-51b3a37393bb07f4,8.427860021882225,7.707979333444705,1.4721399781177755
blind-search-v1,2lela_2k0qa,74,700,10.2,700,700,iris-bizon-exp304-full-v1-s0of8-0-dc1970e6-0-dc362161053084dd,8.835079825948924,7.055516520101164,1.3649201740510755
blind-search-v1,2p3vd_2p3va,254,700,47.9,693,700,iris-bizon-exp304-full-v1-s1of8-0-9a121bdf-0-10f0cf101a6643c9,45.14935664040968,7.123943343655102,2.7506433595903204
blind-search-v1,2pbkb_3njqa,228,700,32.4,700,700,iris-bizon-exp304-full-v1-s5of8-0-ed6999af-0-1473f3b5b16bc9a5,30.25324494310189,8.698624417753308,2.146755056898108
blind-search-v1,2qqja_4qdsa,319,700,69.5,658,700,iris-bizon-exp304-full-v1-s7of8-0-24936002-0-804d210048b93b82,65.81285637995461,8.647450678625317,3.68714362004539
blind-search-v1,2vfxl_3gmhl,203,700,32.7,698,700,iris-bizon-exp304-full-v1-s0of8-0-dc1970e6-0-dc362161053084dd,30.621402526739985,7.055516520101164,2.078597473260018
blind-search-v1,3g0ha_3ewsb,418,700,95.5,631,700,iris-bizon-exp304-full-v1-s3of8-0-85e07434-0-7f92721542f0ec86,91.23358895402635,8.630151842495252,4.266411045973655
blind-search-v1,3hdea_3hdfa,165,700,20.3,700,700,iris-bizon-exp304-full-v1-s2of8-0-4f730ff1-0-51b3a37393bb07f4,18.505697857995983,7.707979333444705,1.7943021420040175
blind-search-v1,3ifaa_5et5a,326,700,65.2,692,700,iris-bizon-exp304-full-v1-s2of8-0-4f730ff1-0-51b3a37393bb07f4,61.91647175193066,7.707979333444705,3.283528248069345
blind-search-v1,3j7wb_3j7vg,343,700,57.6,699,700,iris-bizon-exp304-full-v1-s5of8-0-ed6999af-0-1473f3b5b16bc9a5,54.55450837610988,8.698624417753308,3.045491623890122
blind-search-v1,3jv6a_1zk9a,110,700,16.0,700,700,iris-bizon-exp304-full-v1-s6of8-0-1cdc3875-0-071553eced68d423,14.225459577923175,8.669291611251538,1.774540422076825
blind-search-v1,3kdsg_2ce7c,435,700,81.8,687,700,iris-bizon-exp304-full-v1-s7of8-0-24936002-0-804d210048b93b82,77.86197951302165,8.647450678625317,3.9380204869783455
blind-search-v1,3m1bf_3lowa,100,700,15.7,700,700,iris-bizon-exp304-full-v1-s3of8-0-85e07434-0-7f92721542f0ec86,14.075580096861813,8.630151842495252,1.624419903138186
blind-search-v1,3meea_4b3ob,552,700,148.7,603,700,iris-bizon-exp304-full-v1-s5of8-0-ed6999af-0-1473f3b5b16bc9a5,143.2310409321799,8.698624417753308,5.468959067820094
blind-search-v1,3o44a_1xeza,663,700,217.4,603,700,iris-bizon-exp304-full-v1-s6of8-0-1cdc3875-0-071553eced68d423,209.8934250040911,8.669291611251538,7.506574995908892
blind-search-v1,3qy2a_1qb3a,118,700,18.3,700,700,iris-bizon-exp304-full-v1-s0of8-0-dc1970e6-0-dc362161053084dd,16.535025428049266,7.055516520101164,1.7649745719507344
blind-search-v1,3t5oa_4a5wb,897,700,277.1,603,700,iris-bizon-exp304-full-v1-s1of8-0-9a121bdf-0-10f0cf101a6643c9,268.8983548511751,7.123943343655102,8.201645148824923
blind-search-v1,3tp2a_5lj3m,252,700,41.9,688,700,iris-bizon-exp304-full-v1-s0of8-0-dc1970e6-0-dc362161053084dd,39.59021332068369,7.055516520101164,2.3097866793163107
blind-search-v1,3zwgn_4tsyd,178,700,25.1,700,700,iris-bizon-exp304-full-v1-s4of8-0-9d59ab68-0-df16ccd04d5281ed,23.436607262992766,8.66231304249959,1.6633927370072357
blind-search-v1,3zxgb_5ec5p,293,700,64.2,647,700,iris-bizon-exp304-full-v1-s3of8-0-85e07434-0-7f92721542f0ec86,61.18294018792221,8.630151842495252,3.0170598120777896
blind-search-v1,4aana_4aala,324,700,55.0,700,700,iris-bizon-exp304-full-v1-s0of8-0-dc1970e6-0-dc362161053084dd,52.06596937030554,7.055516520101164,2.934030629694462
blind-search-v1,4dxra_4dxta,198,700,29.4,700,700,iris-bizon-exp304-full-v1-s7of8-0-24936002-0-804d210048b93b82,27.375254888960626,8.647450678625317,2.0247451110393726
blind-search-v1,4gqcc_4gqcb,161,700,24.5,700,700,iris-bizon-exp304-full-v1-s7of8-0-24936002-0-804d210048b93b82,22.558973758947104,8.647450678625317,1.9410262410528958
blind-search-v1,4h2aa_3j9ca,724,700,217.0,602,700,iris-bizon-exp304-full-v1-s7of8-0-24936002-0-804d210048b93b82,209.9984616660513,8.647450678625317,7.001538333948702
blind-search-v1,4j3of_2jmra,179,700,24.8,700,700,iris-bizon-exp304-full-v1-s5of8-0-ed6999af-0-1473f3b5b16bc9a5,22.761360967939254,8.698624417753308,2.038639032060747
blind-search-v1,4jphb_5hk5h,119,700,15.9,700,700,iris-bizon-exp304-full-v1-s1of8-0-9a121bdf-0-10f0cf101a6643c9,14.580796557012945,7.123943343655102,1.319203442987055
blind-search-v1,4nc9c_4n9wa,376,700,68.6,699,700,iris-bizon-exp304-full-v1-s7of8-0-24936002-0-804d210048b93b82,65.09002120106015,8.647450678625317,3.5099787989398408
blind-search-v1,4o0pa_4o01d,489,700,93.7,693,700,iris-bizon-exp304-full-v1-s2of8-0-4f730ff1-0-51b3a37393bb07f4,89.8476890050224,7.707979333444705,3.8523109949776
blind-search-v1,4ow6b_4ae0a,523,700,128.9,627,700,iris-bizon-exp304-full-v1-s4of8-0-9d59ab68-0-df16ccd04d5281ed,124.43317217205185,8.66231304249959,4.466827827948151
blind-search-v1,4phqa_2wcdx,291,700,49.2,690,700,iris-bizon-exp304-full-v1-s2of8-0-4f730ff1-0-51b3a37393bb07f4,46.685944189084694,7.707979333444705,2.514055810915309
blind-search-v1,4pyia_4pyja,208,700,33.5,700,700,iris-bizon-exp304-full-v1-s1of8-0-9a121bdf-0-10f0cf101a6643c9,31.17134699271992,7.123943343655102,2.3286530072800815
blind-search-v1,4qhfa_4qhha,109,700,15.3,700,700,iris-bizon-exp304-full-v1-s5of8-0-ed6999af-0-1473f3b5b16bc9a5,13.565562969946768,8.698624417753308,1.7344370300532326
blind-search-v1,4rmbb_4rmba,155,700,23.9,700,700,iris-bizon-exp304-full-v1-s6of8-0-1cdc3875-0-071553eced68d423,22.064943234960083,8.669291611251538,1.8350567650399157
blind-search-v1,4rwna_4rwqb,349,700,75.2,642,700,iris-bizon-exp304-full-v1-s6of8-0-1cdc3875-0-071553eced68d423,71.6193423618679,8.669291611251538,3.5806576381321094
blind-search-v1,4uv2d_4q79f,235,700,38.4,700,700,iris-bizon-exp304-full-v1-s7of8-0-24936002-0-804d210048b93b82,36.10508354502963,8.647450678625317,2.2949164549703696
blind-search-v1,4y0mj_4xwsd,209,700,31.7,700,700,iris-bizon-exp304-full-v1-s2of8-0-4f730ff1-0-51b3a37393bb07f4,29.57560003583785,7.707979333444705,2.124399964162148
blind-search-v1,4ydqb_4twaa,488,700,129.2,602,700,iris-bizon-exp304-full-v1-s1of8-0-9a121bdf-0-10f0cf101a6643c9,124.41104540601373,7.123943343655102,4.788954593986261
blind-search-v1,4yhdg_7ahle,293,700,57.8,658,700,iris-bizon-exp304-full-v1-s4of8-0-9d59ab68-0-df16ccd04d5281ed,54.78772453998681,8.66231304249959,3.0122754600131856
blind-search-v1,4zrbc_4zrbh,126,700,17.1,700,700,iris-bizon-exp304-full-v1-s2of8-0-4f730ff1-0-51b3a37393bb07f4,15.593960401020013,7.707979333444705,1.5060395989799886
blind-search-v1,5aoeb_5ly6b,490,700,124.8,600,700,iris-bizon-exp304-full-v1-s3of8-0-85e07434-0-7f92721542f0ec86,120.06023175804876,8.630151842495252,4.739768241951239
blind-search-v1,5c1va_5c1vb,318,700,68.6,677,700,iris-bizon-exp304-full-v1-s6of8-0-1cdc3875-0-071553eced68d423,65.0007053000736,8.669291611251538,3.5992946999263893
blind-search-v1,5f5rb_5f3ka,225,700,32.2,700,700,iris-bizon-exp304-full-v1-s3of8-0-85e07434-0-7f92721542f0ec86,29.992084812140092,8.630151842495252,2.2079151878599106
blind-search-v1,5flue_2uy7d,163,700,19.5,700,700,iris-bizon-exp304-full-v1-s1of8-0-9a121bdf-0-10f0cf101a6643c9,17.734378785360605,7.123943343655102,1.7656212146393955
blind-search-v1,5hmga_3ztje,328,700,66.0,691,700,iris-bizon-exp304-full-v1-s3of8-0-85e07434-0-7f92721542f0ec86,62.519042461935896,8.630151842495252,3.4809575380641036
blind-search-v1,5i2ma_5i2sa,413,700,99.1,628,700,iris-bizon-exp304-full-v1-s2of8-0-4f730ff1-0-51b3a37393bb07f4,95.05996100901393,7.707979333444705,4.040038990986062
blind-search-v1,5jyta_2qkee,106,700,13.4,700,700,iris-bizon-exp304-full-v1-s4of8-0-9d59ab68-0-df16ccd04d5281ed,11.789338645059615,8.66231304249959,1.610661354940385
blind-search-v1,5jzha_5jztg,424,700,113.9,608,700,iris-bizon-exp304-full-v1-s6of8-0-1cdc3875-0-071553eced68d423,109.3362034689635,8.669291611251538,4.563796531036502
blind-search-v1,5keqf_1dzla,473,700,126.0,613,700,iris-bizon-exp304-full-v1-s0of8-0-dc1970e6-0-dc362161053084dd,120.93845847155899,7.055516520101164,5.061541528441012
blind-search-v1,5l35d_5l35g,422,700,86.8,670,700,iris-bizon-exp304-full-v1-s5of8-0-ed6999af-0-1473f3b5b16bc9a5,82.6432672329247,8.698624417753308,4.156732767075297
blind-search-v1,6c6sd_2ougc,161,700,21.5,700,700,iris-bizon-exp304-full-v1-s0of8-0-dc1970e6-0-dc362161053084dd,19.61826605629176,7.055516520101164,1.881733943708241
iid500,1h38d_1qlna,882,500,202.7,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,198.72196220513436,6.960791729338881,3.978037794865628
iid500,1k0na_1rk4b,229,500,21.0,500,500,iris-bizon-exp304-iid500-s6of8-0-8db23d40-0-d54d8411b49b6fc2,19.75914962805109,8.53593110237125,1.240850371948909
iid500,1kcta_3t1pa,377,500,45.2,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,43.35465118102729,6.960791729338881,1.8453488189727096
iid500,1nqda_1nqjb,115,500,10.8,500,500,iris-bizon-exp304-iid500-s7of8-0-427386f2-0-e314e5f54418aa7d,9.567679763014894,8.129888716997812,1.2323202369851067
iid500,1nrjb_2gedb,191,500,16.2,500,500,iris-bizon-exp304-iid500-s6of8-0-8db23d40-0-d54d8411b49b6fc2,14.857436615042388,8.53593110237125,1.3425633849576109
iid500,1qomb_1noca,420,500,57.7,500,500,iris-bizon-exp304-iid500-s4of8-0-2d07c31a-0-13d789aee525c29e,55.55273003922776,7.840099668886978,2.147269960772242
iid500,1qs8b_1miqb,411,500,57.2,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,54.95192700671032,7.108608574037337,2.248072993289682
iid500,1repc_2z9ob,227,500,24.3,500,500,iris-bizon-exp304-iid500-s4of8-0-2d07c31a-0-13d789aee525c29e,23.11471516173333,7.840099668886978,1.1852848382666714
iid500,1uxmk_2nama,153,500,11.0,500,500,iris-bizon-exp304-iid500-retry-s5of-098269c9-0-03a2abc4e85eb722,9.960442833020352,8.137682659253187,1.0395571669796482
iid500,1xjta_1xjub,178,500,13.4,500,500,iris-bizon-exp304-iid500-s3of8-0-1783d8c2-0-6af56d9fcfaa1327,11.991407660767436,8.389295754604973,1.4085923392325643
iid500,1xnta_3lqca,152,500,12.9,500,500,iris-bizon-exp304-iid500-s4of8-0-2d07c31a-0-13d789aee525c29e,11.85670879809186,7.840099668886978,1.04329120190814
iid500,2a73b_3l5nb,982,500,238.7,497,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,233.8987271366641,7.453739473078814,4.801272863335896
iid500,2c1vb_2c1uc,335,500,32.4,500,500,iris-bizon-exp304-iid500-s4of8-0-2d07c31a-0-13d789aee525c29e,30.19213112490252,7.840099668886978,2.2078688750974784
iid500,2frha_1fzpd,127,500,8.1,500,500,iris-bizon-exp304-iid500-s3of8-0-1783d8c2-0-6af56d9fcfaa1327,7.005812902934849,8.389295754604973,1.0941870970651504
iid500,2grmb_2axza,315,500,30.9,500,500,iris-bizon-exp304-iid500-retry-s5of-098269c9-0-03a2abc4e85eb722,29.20176050398732,8.137682659253187,1.698239496012679
iid500,2h44a_1rkpa,326,500,34.8,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,33.258256019093096,7.108608574037337,1.541743980906901
iid500,2hdma_2n54b,75,500,4.9,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,3.783543495927006,7.108608574037337,1.1164565040729943
iid500,2k42a_1ceeb,81,500,5.9,500,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,4.632683923467994,7.453739473078814,1.2673160765320066
iid500,2lela_2k0qa,74,500,6.3,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,5.120091808028519,6.960791729338881,1.1799081919714807
iid500,2p3vd_2p3va,254,500,27.2,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,25.66779760317877,7.108608574037337,1.53220239682123
iid500,2pbkb_3njqa,228,500,18.0,500,500,iris-bizon-exp304-iid500-retry-s5of-098269c9-0-03a2abc4e85eb722,16.76326458004769,8.137682659253187,1.2367354199523106
iid500,2qqja_4qdsa,319,500,36.9,500,500,iris-bizon-exp304-iid500-s7of8-0-427386f2-0-e314e5f54418aa7d,35.44793836702593,8.129888716997812,1.4520616329740719
iid500,2vfxl_3gmhl,203,500,17.0,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,15.817803807090968,6.960791729338881,1.182196192909032
iid500,3g0ha_3ewsb,418,500,51.3,500,500,iris-bizon-exp304-iid500-s3of8-0-1783d8c2-0-6af56d9fcfaa1327,49.22188360057771,8.389295754604973,2.078116399422285
iid500,3hdea_3hdfa,165,500,11.0,500,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,9.782647729851304,7.453739473078814,1.2173522701486963
iid500,3ifaa_5et5a,326,500,35.5,500,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,33.83871910814196,7.453739473078814,1.6612808918580413
iid500,3j7wb_3j7vg,343,500,30.2,500,500,iris-bizon-exp304-iid500-retry-s5of-098269c9-0-03a2abc4e85eb722,28.515275034005757,8.137682659253187,1.684724965994242
iid500,3jv6a_1zk9a,110,500,9.3,500,500,iris-bizon-exp304-iid500-s6of8-0-8db23d40-0-d54d8411b49b6fc2,8.064792504999787,8.53593110237125,1.235207495000214
iid500,3kdsg_2ce7c,435,500,43.4,500,500,iris-bizon-exp304-iid500-s7of8-0-427386f2-0-e314e5f54418aa7d,41.57486564602005,8.129888716997812,1.8251343539799478
iid500,3m1bf_3lowa,100,500,9.3,500,500,iris-bizon-exp304-iid500-s3of8-0-1783d8c2-0-6af56d9fcfaa1327,8.010358469560742,8.389295754604973,1.2896415304392583
iid500,3meea_4b3ob,552,500,81.3,500,500,iris-bizon-exp304-iid500-retry-s5of-098269c9-0-03a2abc4e85eb722,78.81404481700156,8.137682659253187,2.4859551829984383
iid500,3o44a_1xeza,663,500,123.2,500,500,iris-bizon-exp304-iid500-s6of8-0-8db23d40-0-d54d8411b49b6fc2,120.55742690898478,8.53593110237125,2.6425730910152225
iid500,3qy2a_1qb3a,118,500,10.1,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,9.106874706223609,6.960791729338881,0.9931252937763908
iid500,3t5oa_4a5wb,897,500,142.2,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,138.21015390800312,7.108608574037337,3.989846091996867
iid500,3tp2a_5lj3m,252,500,21.8,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,20.351107640191916,6.960791729338881,1.4488923598080845
iid500,3zwgn_4tsyd,178,500,14.2,500,500,iris-bizon-exp304-iid500-s4of8-0-2d07c31a-0-13d789aee525c29e,12.93106692377478,7.840099668886978,1.2689330762252187
iid500,3zxgb_5ec5p,293,500,35.4,500,500,iris-bizon-exp304-iid500-s3of8-0-1783d8c2-0-6af56d9fcfaa1327,33.479646663181484,8.389295754604973,1.9203533368185148
iid500,4aana_4aala,324,500,29.4,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,27.975720942020416,6.960791729338881,1.4242790579795823
iid500,4dxra_4dxta,198,500,15.5,500,500,iris-bizon-exp304-iid500-s7of8-0-427386f2-0-e314e5f54418aa7d,14.109202879015356,8.129888716997812,1.3907971209846437
iid500,4gqcc_4gqcb,161,500,13.7,500,500,iris-bizon-exp304-iid500-s7of8-0-427386f2-0-e314e5f54418aa7d,12.636305015010294,8.129888716997812,1.0636949849897057
iid500,4h2aa_3j9ca,724,500,117.7,500,500,iris-bizon-exp304-iid500-s7of8-0-427386f2-0-e314e5f54418aa7d,114.77851850102888,8.129888716997812,2.9214814989711186
iid500,4j3of_2jmra,179,500,13.6,500,500,iris-bizon-exp304-iid500-retry-s5of-098269c9-0-03a2abc4e85eb722,12.236767800990492,8.137682659253187,1.3632321990095075
iid500,4jphb_5hk5h,119,500,8.7,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,7.761394516099244,7.108608574037337,0.9386054839007549
iid500,4nc9c_4n9wa,376,500,37.3,500,500,iris-bizon-exp304-iid500-s7of8-0-427386f2-0-e314e5f54418aa7d,35.33755594899412,8.129888716997812,1.9624440510058747
iid500,4o0pa_4o01d,489,500,47.0,500,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,45.10825179051608,7.453739473078814,1.8917482094839215
iid500,4ow6b_4ae0a,523,500,71.1,500,500,iris-bizon-exp304-iid500-s4of8-0-2d07c31a-0-13d789aee525c29e,68.70548197068274,7.840099668886978,2.394518029317254
iid500,4phqa_2wcdx,291,500,25.9,500,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,24.146091545000672,7.453739473078814,1.7539084549993262
iid500,4pyia_4pyja,208,500,18.8,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,17.429978650063276,7.108608574037337,1.3700213499367244
iid500,4qhfa_4qhha,109,500,8.7,500,500,iris-bizon-exp304-iid500-retry-s5of-098269c9-0-03a2abc4e85eb722,7.544931538985111,8.137682659253187,1.1550684610148885
iid500,4rmbb_4rmba,155,500,12.9,500,500,iris-bizon-exp304-iid500-s6of8-0-8db23d40-0-d54d8411b49b6fc2,11.78817060496658,8.53593110237125,1.1118293950334195
iid500,4rwna_4rwqb,349,500,40.9,500,500,iris-bizon-exp304-iid500-s6of8-0-8db23d40-0-d54d8411b49b6fc2,38.75914202496642,8.53593110237125,2.140857975033576
iid500,4uv2d_4q79f,235,500,20.0,500,500,iris-bizon-exp304-iid500-s7of8-0-427386f2-0-e314e5f54418aa7d,18.569910577032715,8.129888716997812,1.430089422967285
iid500,4y0mj_4xwsd,209,500,18.2,500,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,16.664758074097335,7.453739473078814,1.535241925902664
iid500,4ydqb_4twaa,488,500,70.2,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,68.08548921486363,7.108608574037337,2.1145107851363747
iid500,4yhdg_7ahle,293,500,31.1,500,500,iris-bizon-exp304-iid500-s4of8-0-2d07c31a-0-13d789aee525c29e,29.412327660247684,7.840099668886978,1.687672339752318
iid500,4zrbc_4zrbh,126,500,9.8,500,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,8.77390967309475,7.453739473078814,1.0260903269052513
iid500,5aoeb_5ly6b,490,500,67.3,500,500,iris-bizon-exp304-iid500-s3of8-0-1783d8c2-0-6af56d9fcfaa1327,65.02616302482784,8.389295754604973,2.273836975172159
iid500,5c1va_5c1vb,318,500,38.2,500,500,iris-bizon-exp304-iid500-s6of8-0-8db23d40-0-d54d8411b49b6fc2,36.34908515703864,8.53593110237125,1.850914842961366
iid500,5f5rb_5f3ka,225,500,17.4,500,500,iris-bizon-exp304-iid500-s3of8-0-1783d8c2-0-6af56d9fcfaa1327,16.14797539357096,8.389295754604973,1.252024606429039
iid500,5flue_2uy7d,163,500,10.8,500,500,iris-bizon-exp304-iid500-s1of8-0-7c83c757-0-8dcd212939004102,9.811263873241842,7.108608574037337,0.9887361267581589
iid500,5hmga_3ztje,328,500,36.7,500,500,iris-bizon-exp304-iid500-s3of8-0-1783d8c2-0-6af56d9fcfaa1327,34.855214663781226,8.389295754604973,1.8447853362187772
iid500,5i2ma_5i2sa,413,500,55.9,500,500,iris-bizon-exp304-iid500-s2of8-0-fbd221f6-0-0e6ba03b5e3101fe,53.508920759893954,7.453739473078814,2.391079240106045
iid500,5jyta_2qkee,106,500,8.0,500,500,iris-bizon-exp304-iid500-s4of8-0-2d07c31a-0-13d789aee525c29e,6.829092610161752,7.840099668886978,1.1709073898382476
iid500,5jzha_5jztg,424,500,63.8,500,500,iris-bizon-exp304-iid500-s6of8-0-8db23d40-0-d54d8411b49b6fc2,61.406552999978885,8.53593110237125,2.393447000021112
iid500,5keqf_1dzla,473,500,73.8,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,71.43969408096746,6.960791729338881,2.360305919032541
iid500,5l35d_5l35g,422,500,45.1,500,500,iris-bizon-exp304-iid500-retry-s5of-098269c9-0-03a2abc4e85eb722,43.42852938303258,8.137682659253187,1.6714706169674187
iid500,6c6sd_2ougc,161,500,12.2,500,500,iris-bizon-exp304-iid500-s0of8-0-2425e6d1-0-316b1475584e392e,10.894596844911575,6.960791729338881,1.305403155088424
