pair_id,method,rank,candidate_id,source_arm,split,primary,tier,seq_class,L,n_pred,n_pred_fs,finished,recall_a,recall_b,phi,recall_a_fs,recall_b_fs,phi_fs,recall_shared,precision_union
1h38d_1qlna,branch20,12,branch20:38,branch20,test,False,B,identical,882,1046,22,True,0.12549019607843137,0.07942238267148015,0.04606781340695122,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.35700934579439253,0.23422562141491396
1h38d_1qlna,branch20,13,root:3,root,test,False,B,identical,882,940,11,True,0.13725490196078433,0.07220216606498195,0.06505273589580238,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.3813084112149533,0.275531914893617
1h38d_1qlna,branch20,14,root:36,root,test,False,B,identical,882,920,28,True,0.12941176470588237,0.05776173285198556,0.0716500318538968,0.0,0.0,0.0,0.2897196261682243,0.2217391304347826
1h38d_1qlna,branch20,15,root:55,root,test,False,B,identical,882,908,22,True,0.10980392156862745,0.06498194945848375,0.0448219721101437,0.4444444444444444,0.0,0.4444444444444444,0.2766355140186916,0.21365638766519823
1h38d_1qlna,branch20,16,root:69,root,test,False,B,identical,882,985,19,True,0.12941176470588237,0.07220216606498195,0.057209598640900416,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3850467289719626,0.2629441624365482
1h38d_1qlna,branch5,1,root:16,root,test,False,B,identical,882,801,28,True,0.10980392156862745,0.07942238267148015,0.0303815388971473,0.1111111111111111,0.0,0.1111111111111111,0.3383177570093458,0.2883895131086142
1h38d_1qlna,branch5,2,root:48,root,test,False,B,identical,882,846,27,True,0.09019607843137255,0.06859205776173286,0.021604020669639692,0.1111111111111111,0.0,0.1111111111111111,0.33457943925233646,0.26122931442080377
1h38d_1qlna,branch5,3,root:34,root,test,False,B,identical,882,868,34,True,0.11764705882352941,0.05776173285198556,0.05988532597154385,0.2222222222222222,0.0,0.2222222222222222,0.3364485981308411,0.26036866359447003
1h38d_1qlna,branch5,4,branch5:29,branch5,test,False,B,identical,882,824,13,True,0.12549019607843137,0.06859205776173286,0.056898138316698516,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.33457943925233646,0.279126213592233
1h38d_1qlna,branch5,5,root:35,root,test,False,B,identical,882,881,29,True,0.13725490196078433,0.08303249097472924,0.054222410986055083,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3401869158878505,0.2724177071509648
1h38d_1qlna,branch5,6,root:71,root,test,False,B,identical,882,838,24,True,0.1450980392156863,0.08664259927797834,0.05845543993770795,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.35887850467289717,0.301909307875895
1h38d_1qlna,branch5,7,root:29,root,test,False,B,identical,882,852,25,True,0.10588235294117647,0.07220216606498195,0.03368018687619452,0.1111111111111111,0.0,0.1111111111111111,0.3102803738317757,0.25
1h38d_1qlna,branch5,8,branch5:51,branch5,test,False,B,identical,882,832,28,True,0.10196078431372549,0.07220216606498195,0.02975861824874354,0.3333333333333333,0.3333333333333333,0.0,0.30093457943925234,0.24879807692307693
1h38d_1qlna,branch5,9,root:25,root,test,False,B,identical,882,822,23,True,0.09803921568627451,0.06498194945848375,0.03305726622779076,0.3333333333333333,0.3333333333333333,0.0,0.33084112149532713,0.26763990267639903
1h38d_1qlna,branch5,10,branch5:65,branch5,test,False,B,identical,882,929,32,True,0.09019607843137255,0.07581227436823104,0.014383804063141506,0.1111111111111111,0.0,0.1111111111111111,0.3364485981308411,0.2411194833153929
1h38d_1qlna,branch5,11,root:53,root,test,False,B,identical,882,934,23,True,0.13333333333333333,0.09386281588447654,0.039470517448856796,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.34579439252336447,0.2623126338329764
1h38d_1qlna,branch5,12,branch5:50,branch5,test,False,B,identical,882,871,27,True,0.12156862745098039,0.08303249097472924,0.03853613647625115,0.3333333333333333,0.3333333333333333,0.0,0.2953271028037383,0.24339839265212398
1h38d_1qlna,branch5,13,root:27,root,test,False,B,identical,882,948,21,True,0.10980392156862745,0.09747292418772563,0.01233099738090182,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3233644859813084,0.24050632911392406
1h38d_1qlna,branch5,14,branch5:67,branch5,test,False,B,identical,882,949,28,True,0.10196078431372549,0.06498194945848375,0.03697883485524174,0.1111111111111111,0.0,0.1111111111111111,0.29158878504672897,0.2107481559536354
1h38d_1qlna,branch5,15,root:87,root,test,False,B,identical,882,990,25,True,0.10980392156862745,0.09747292418772563,0.01233099738090182,0.1111111111111111,0.0,0.1111111111111111,0.3663551401869159,0.25353535353535356
1h38d_1qlna,branch5,16,branch5:0,branch5,test,False,B,identical,882,839,22,True,0.09019607843137255,0.07220216606498195,0.0179939123663906,0.1111111111111111,0.0,0.1111111111111111,0.30467289719626167,0.24553039332538737
1h38d_1qlna,iid,1,iid:91,iid,test,False,B,identical,882,749,20,True,0.12156862745098039,0.06498194945848375,0.05658667799249664,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.2822429906542056,0.26702269692923897
1h38d_1qlna,iid,2,root:16,root,test,False,B,identical,882,801,28,True,0.10980392156862745,0.07942238267148015,0.0303815388971473,0.1111111111111111,0.0,0.1111111111111111,0.3383177570093458,0.2883895131086142
1h38d_1qlna,iid,3,root:48,root,test,False,B,identical,882,846,27,True,0.09019607843137255,0.06859205776173286,0.021604020669639692,0.1111111111111111,0.0,0.1111111111111111,0.33457943925233646,0.26122931442080377
1h38d_1qlna,iid,4,root:34,root,test,False,B,identical,882,868,34,True,0.11764705882352941,0.05776173285198556,0.05988532597154385,0.2222222222222222,0.0,0.2222222222222222,0.3364485981308411,0.26036866359447003
1h38d_1qlna,iid,5,iid:0,iid,test,False,B,identical,882,802,17,True,0.10588235294117647,0.08303249097472924,0.022849861966447227,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3364485981308411,0.286783042394015
1h38d_1qlna,iid,6,root:25,root,test,False,B,identical,882,822,23,True,0.09803921568627451,0.06498194945848375,0.03305726622779076,0.3333333333333333,0.3333333333333333,0.0,0.33084112149532713,0.26763990267639903
1h38d_1qlna,iid,7,root:71,root,test,False,B,identical,882,838,24,True,0.1450980392156863,0.08664259927797834,0.05845543993770795,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.35887850467289717,0.301909307875895
1h38d_1qlna,iid,8,iid:36,iid,test,False,B,identical,882,953,28,True,0.13333333333333333,0.10108303249097472,0.03225030084235861,0.0,0.0,0.0,0.38878504672897196,0.2833158447009444
1h38d_1qlna,iid,9,root:29,root,test,False,B,identical,882,852,25,True,0.10588235294117647,0.07220216606498195,0.03368018687619452,0.1111111111111111,0.0,0.1111111111111111,0.3102803738317757,0.25
1h38d_1qlna,iid,10,iid:46,iid,test,False,B,identical,882,836,15,True,0.10980392156862745,0.061371841155234655,0.048432080413392795,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3252336448598131,0.2619617224880383
1h38d_1qlna,iid,11,root:35,root,test,False,B,identical,882,881,29,True,0.13725490196078433,0.08303249097472924,0.054222410986055083,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3401869158878505,0.2724177071509648
1h38d_1qlna,iid,12,iid:88,iid,test,False,B,identical,882,946,31,True,0.09411764705882353,0.08664259927797834,0.007475047780845193,0.0,0.0,0.0,0.3719626168224299,0.26109936575052856
1h38d_1qlna,iid,13,iid:79,iid,test,False,B,identical,882,941,18,True,0.1568627450980392,0.09747292418772563,0.059389820910313584,0.0,0.0,0.0,0.3775700934579439,0.2858660998937301
1h38d_1qlna,iid,14,iid:72,iid,test,False,B,identical,882,886,16,True,0.08627450980392157,0.05776173285198556,0.028512776951936006,0.1111111111111111,0.0,0.1111111111111111,0.3252336448598131,0.23927765237020315
1h38d_1qlna,iid,15,iid:14,iid,test,False,B,identical,882,951,25,True,0.11372549019607843,0.07581227436823104,0.03791321582784739,0.2222222222222222,0.3333333333333333,-0.1111111111111111,0.3981308411214953,0.2765509989484753
1h38d_1qlna,iid,16,iid:19,iid,test,False,B,identical,882,956,29,True,0.13333333333333333,0.08303249097472924,0.05030084235860409,0.1111111111111111,0.0,0.1111111111111111,0.32710280373831774,0.24267782426778242
1h38d_1qlna,random,1,random:71,random,test,False,B,identical,882,759,28,True,0.14901960784313725,0.06859205776173286,0.0804275500814044,0.2222222222222222,0.0,0.2222222222222222,0.36074766355140186,0.32938076416337286
1h38d_1qlna,random,2,root:16,root,test,False,B,identical,882,801,28,True,0.10980392156862745,0.07942238267148015,0.0303815388971473,0.1111111111111111,0.0,0.1111111111111111,0.3383177570093458,0.2883895131086142
1h38d_1qlna,random,3,root:48,root,test,False,B,identical,882,846,27,True,0.09019607843137255,0.06859205776173286,0.021604020669639692,0.1111111111111111,0.0,0.1111111111111111,0.33457943925233646,0.26122931442080377
1h38d_1qlna,random,4,root:34,root,test,False,B,identical,882,868,34,True,0.11764705882352941,0.05776173285198556,0.05988532597154385,0.2222222222222222,0.0,0.2222222222222222,0.3364485981308411,0.26036866359447003
1h38d_1qlna,random,5,random:30,random,test,False,B,identical,882,904,16,True,0.1568627450980392,0.08303249097472924,0.07383025412330997,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.31588785046728973,0.25663716814159293
1h38d_1qlna,random,6,root:35,root,test,False,B,identical,882,881,29,True,0.13725490196078433,0.08303249097472924,0.054222410986055083,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3401869158878505,0.2724177071509648
1h38d_1qlna,random,7,random:45,random,test,False,B,identical,882,879,29,True,0.10196078431372549,0.08664259927797834,0.015318185035747153,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.3252336448598131,0.25483503981797495
1h38d_1qlna,random,8,random:40,random,test,False,B,identical,882,880,23,True,0.16470588235294117,0.08303249097472924,0.08167339137821193,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.3401869158878505,0.2806818181818182
1h38d_1qlna,random,9,root:71,root,test,False,B,identical,882,838,24,True,0.1450980392156863,0.08664259927797834,0.05845543993770795,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.35887850467289717,0.301909307875895
1h38d_1qlna,random,10,root:29,root,test,False,B,identical,882,852,25,True,0.10588235294117647,0.07220216606498195,0.03368018687619452,0.1111111111111111,0.0,0.1111111111111111,0.3102803738317757,0.25
1h38d_1qlna,random,11,random:59,random,test,False,B,identical,882,932,15,True,0.09019607843137255,0.07220216606498195,0.0179939123663906,0.3333333333333333,0.3333333333333333,0.0,0.3364485981308411,0.23927038626609443
1h38d_1qlna,random,12,root:25,root,test,False,B,identical,882,822,23,True,0.09803921568627451,0.06498194945848375,0.03305726622779076,0.3333333333333333,0.3333333333333333,0.0,0.33084112149532713,0.26763990267639903
1h38d_1qlna,random,13,random:0,random,test,False,B,identical,882,930,19,True,0.1450980392156863,0.07220216606498195,0.07289587315070434,0.4444444444444444,0.0,0.4444444444444444,0.30467289719626167,0.23655913978494625
1h38d_1qlna,random,14,random:84,random,test,False,B,identical,882,929,25,True,0.12549019607843137,0.10830324909747292,0.017186946980958448,0.2222222222222222,0.0,0.2222222222222222,0.30280373831775703,0.2411194833153929
1h38d_1qlna,random,15,root:53,root,test,False,B,identical,882,934,23,True,0.13333333333333333,0.09386281588447654,0.039470517448856796,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.34579439252336447,0.2623126338329764
1h38d_1qlna,random,16,random:60,random,test,False,B,identical,882,887,17,True,0.12156862745098039,0.061371841155234655,0.060196786295745736,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.2897196261682243,0.22886133032694475
1h38d_1qlna,temp,1,root:16,root,test,False,B,identical,882,801,28,True,0.10980392156862745,0.07942238267148015,0.0303815388971473,0.1111111111111111,0.0,0.1111111111111111,0.3383177570093458,0.2883895131086142
1h38d_1qlna,temp,2,root:48,root,test,False,B,identical,882,846,27,True,0.09019607843137255,0.06859205776173286,0.021604020669639692,0.1111111111111111,0.0,0.1111111111111111,0.33457943925233646,0.26122931442080377
1h38d_1qlna,temp,3,root:34,root,test,False,B,identical,882,868,34,True,0.11764705882352941,0.05776173285198556,0.05988532597154385,0.2222222222222222,0.0,0.2222222222222222,0.3364485981308411,0.26036866359447003
1h38d_1qlna,temp,4,root:35,root,test,False,B,identical,882,881,29,True,0.13725490196078433,0.08303249097472924,0.054222410986055083,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3401869158878505,0.2724177071509648
1h38d_1qlna,temp,5,root:71,root,test,False,B,identical,882,838,24,True,0.1450980392156863,0.08664259927797834,0.05845543993770795,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.35887850467289717,0.301909307875895
1h38d_1qlna,temp,6,root:29,root,test,False,B,identical,882,852,25,True,0.10588235294117647,0.07220216606498195,0.03368018687619452,0.1111111111111111,0.0,0.1111111111111111,0.3102803738317757,0.25
1h38d_1qlna,temp,7,root:25,root,test,False,B,identical,882,822,23,True,0.09803921568627451,0.06498194945848375,0.03305726622779076,0.3333333333333333,0.3333333333333333,0.0,0.33084112149532713,0.26763990267639903
1h38d_1qlna,temp,8,root:53,root,test,False,B,identical,882,934,23,True,0.13333333333333333,0.09386281588447654,0.039470517448856796,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.34579439252336447,0.2623126338329764
1h38d_1qlna,temp,9,root:87,root,test,False,B,identical,882,990,25,True,0.10980392156862745,0.09747292418772563,0.01233099738090182,0.1111111111111111,0.0,0.1111111111111111,0.3663551401869159,0.25353535353535356
1h38d_1qlna,temp,10,root:55,root,test,False,B,identical,882,908,22,True,0.10980392156862745,0.06498194945848375,0.0448219721101437,0.4444444444444444,0.0,0.4444444444444444,0.2766355140186916,0.21365638766519823
1h38d_1qlna,temp,11,root:27,root,test,False,B,identical,882,948,21,True,0.10980392156862745,0.09747292418772563,0.01233099738090182,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3233644859813084,0.24050632911392406
1h38d_1qlna,temp,12,root:69,root,test,False,B,identical,882,985,19,True,0.12941176470588237,0.07220216606498195,0.057209598640900416,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3850467289719626,0.2629441624365482
1h38d_1qlna,temp,13,root:3,root,test,False,B,identical,882,940,11,True,0.13725490196078433,0.07220216606498195,0.06505273589580238,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.3813084112149533,0.275531914893617
1h38d_1qlna,temp,14,root:41,root,test,False,B,identical,882,855,26,True,0.10196078431372549,0.08664259927797834,0.015318185035747153,0.3333333333333333,0.3333333333333333,0.0,0.29906542056074764,0.24561403508771928
1h38d_1qlna,temp,15,root:80,root,test,False,B,identical,882,954,25,True,0.15294117647058825,0.10469314079422383,0.04824803567636442,0.1111111111111111,0.0,0.1111111111111111,0.40373831775700936,0.2976939203354298
1h38d_1qlna,temp,16,root:36,root,test,False,B,identical,882,920,28,True,0.12941176470588237,0.05776173285198556,0.0716500318538968,0.0,0.0,0.0,0.2897196261682243,0.2217391304347826
1k0na_1rk4b,branch10,1,root:9,root,test,True,B,identical,229,169,33,True,0.47619047619047616,0.18,0.29619047619047617,0.6521739130434783,0.06451612903225806,0.5876577840112203,0.5748031496062992,0.6035502958579881
1k0na_1rk4b,branch10,2,branch10:51,branch10,test,True,B,identical,229,183,35,True,0.4523809523809524,0.18,0.2723809523809524,0.5652173913043478,0.03225806451612903,0.5329593267882188,0.4251968503937008,0.44808743169398907
1k0na_1rk4b,branch10,3,branch10:43,branch10,test,True,B,identical,229,192,29,True,0.47619047619047616,0.12,0.35619047619047617,0.4782608695652174,0.03225806451612903,0.4460028050490884,0.5196850393700787,0.4791666666666667
1k0na_1rk4b,branch10,4,root:25,root,test,True,B,identical,229,185,35,True,0.35714285714285715,0.1,0.2571428571428571,0.5217391304347826,0.06451612903225806,0.45722300140252453,0.3858267716535433,0.372972972972973
1k0na_1rk4b,branch10,5,branch10:15,branch10,test,True,B,identical,229,170,25,True,0.38095238095238093,0.1,0.28095238095238095,0.43478260869565216,0.03225806451612903,0.4025245441795231,0.4645669291338583,0.47058823529411764
1k0na_1rk4b,branch10,6,branch10:39,branch10,test,True,B,identical,229,191,31,True,0.6428571428571429,0.1,0.5428571428571429,0.6086956521739131,0.0,0.6086956521739131,0.6771653543307087,0.6178010471204188
1k0na_1rk4b,branch10,7,branch10:91,branch10,test,True,B,identical,229,184,36,True,0.4523809523809524,0.14,0.31238095238095237,0.6086956521739131,0.06451612903225806,0.5441795231416551,0.49606299212598426,0.483695652173913
1k0na_1rk4b,branch10,8,branch10:97,branch10,test,True,B,identical,229,203,33,True,0.5476190476190477,0.08,0.46761904761904766,0.5217391304347826,0.03225806451612903,0.4894810659186536,0.48031496062992124,0.43349753694581283
1k0na_1rk4b,branch10,9,branch10:56,branch10,test,True,B,identical,229,171,33,True,0.5238095238095238,0.16,0.3638095238095238,0.6521739130434783,0.06451612903225806,0.5876577840112203,0.4566929133858268,0.5146198830409356
1k0na_1rk4b,branch10,10,root:61,root,test,True,B,identical,229,189,36,True,0.5714285714285714,0.2,0.3714285714285714,0.6521739130434783,0.03225806451612903,0.6199158485273493,0.6299212598425197,0.6031746031746031
1k0na_1rk4b,branch10,11,branch10:24,branch10,test,True,B,identical,229,176,38,True,0.2619047619047619,0.12,0.14190476190476192,0.30434782608695654,0.0,0.30434782608695654,0.4409448818897638,0.4147727272727273
1k0na_1rk4b,branch10,12,root:97,root,test,True,B,identical,229,186,39,True,0.4523809523809524,0.12,0.3323809523809524,0.6086956521739131,0.06451612903225806,0.5441795231416551,0.41732283464566927,0.41935483870967744
1k0na_1rk4b,branch10,13,root:16,root,test,True,B,identical,229,182,30,True,0.42857142857142855,0.1,0.3285714285714285,0.5217391304347826,0.03225806451612903,0.4894810659186536,0.4251968503937008,0.4230769230769231
1k0na_1rk4b,branch10,14,root:7,root,test,True,B,identical,229,178,36,True,0.5238095238095238,0.14,0.3838095238095238,0.5217391304347826,0.06451612903225806,0.45722300140252453,0.7244094488188977,0.6797752808988764
1k0na_1rk4b,branch10,15,branch10:64,branch10,test,True,B,identical,229,173,33,True,0.40476190476190477,0.08,0.32476190476190475,0.5652173913043478,0.03225806451612903,0.5329593267882188,0.4645669291338583,0.4624277456647399
1k0na_1rk4b,branch10,16,root:29,root,test,True,B,identical,229,175,34,True,0.47619047619047616,0.1,0.3761904761904762,0.6521739130434783,0.03225806451612903,0.6199158485273493,0.47244094488188976,0.4857142857142857
1k0na_1rk4b,branch20,1,root:9,root,test,True,B,identical,229,169,33,True,0.47619047619047616,0.18,0.29619047619047617,0.6521739130434783,0.06451612903225806,0.5876577840112203,0.5748031496062992,0.6035502958579881
1k0na_1rk4b,branch20,2,branch20:43,branch20,test,True,B,identical,229,181,34,True,0.5,0.1,0.4,0.5652173913043478,0.03225806451612903,0.5329593267882188,0.5275590551181102,0.5138121546961326
1k0na_1rk4b,branch20,3,root:25,root,test,True,B,identical,229,185,35,True,0.35714285714285715,0.1,0.2571428571428571,0.5217391304347826,0.06451612903225806,0.45722300140252453,0.3858267716535433,0.372972972972973
1k0na_1rk4b,branch20,4,branch20:86,branch20,test,True,B,identical,229,175,27,True,0.2619047619047619,0.1,0.1619047619047619,0.34782608695652173,0.03225806451612903,0.3155680224403927,0.44881889763779526,0.41714285714285715
1k0na_1rk4b,branch20,5,root:14,root,test,True,B,identical,229,188,37,True,0.5238095238095238,0.16,0.3638095238095238,0.6956521739130435,0.06451612903225806,0.6311360448807855,0.48031496062992124,0.48404255319148937
1k0na_1rk4b,branch20,6,branch20:29,branch20,test,True,B,identical,229,184,30,True,0.6666666666666666,0.16,0.5066666666666666,0.6956521739130435,0.03225806451612903,0.6633941093969145,0.6062992125984252,0.6141304347826086
1k0na_1rk4b,branch20,7,branch20:62,branch20,test,True,B,identical,229,170,32,True,0.23809523809523808,0.1,0.13809523809523808,0.17391304347826086,0.0,0.17391304347826086,0.5354330708661418,0.48823529411764705
1k0na_1rk4b,branch20,8,branch20:44,branch20,test,True,B,identical,229,177,29,True,0.42857142857142855,0.08,0.34857142857142853,0.5652173913043478,0.0,0.5652173913043478,0.4251968503937008,0.4293785310734463
1k0na_1rk4b,branch20,9,root:69,root,test,True,B,identical,229,182,40,True,0.38095238095238093,0.06,0.32095238095238093,0.5217391304347826,0.03225806451612903,0.4894810659186536,0.2992125984251969,0.3131868131868132
1k0na_1rk4b,branch20,10,branch20:67,branch20,test,True,B,identical,229,194,41,True,0.35714285714285715,0.1,0.2571428571428571,0.5217391304347826,0.03225806451612903,0.4894810659186536,0.4251968503937008,0.38144329896907214
1k0na_1rk4b,branch20,11,root:97,root,test,True,B,identical,229,186,39,True,0.4523809523809524,0.12,0.3323809523809524,0.6086956521739131,0.06451612903225806,0.5441795231416551,0.41732283464566927,0.41935483870967744
1k0na_1rk4b,branch20,12,root:16,root,test,True,B,identical,229,182,30,True,0.42857142857142855,0.1,0.3285714285714285,0.5217391304347826,0.03225806451612903,0.4894810659186536,0.4251968503937008,0.4230769230769231
1k0na_1rk4b,branch20,13,root:80,root,test,True,B,identical,229,197,33,True,0.38095238095238093,0.16,0.22095238095238093,0.4782608695652174,0.03225806451612903,0.4460028050490884,0.5905511811023622,0.5025380710659898
1k0na_1rk4b,branch20,14,root:29,root,test,True,B,identical,229,175,34,True,0.47619047619047616,0.1,0.3761904761904762,0.6521739130434783,0.03225806451612903,0.6199158485273493,0.47244094488188976,0.4857142857142857
1k0na_1rk4b,branch20,15,root:40,root,test,True,B,identical,229,181,33,True,0.30952380952380953,0.1,0.20952380952380953,0.391304347826087,0.06451612903225806,0.3267882187938289,0.47244094488188976,0.430939226519337
1k0na_1rk4b,branch20,16,root:61,root,test,True,B,identical,229,189,36,True,0.5714285714285714,0.2,0.3714285714285714,0.6521739130434783,0.03225806451612903,0.6199158485273493,0.6299212598425197,0.6031746031746031
