pair_id,method,primary,split,minority_union_recall,bottleneck
1qs8b_1miqb,iid,True,test,0.7391304347826086,blind_ranking
1qs8b_1miqb,random,True,test,0.782608695652174,blind_ranking
1qs8b_1miqb,temp,True,test,0.6956521739130435,cooccurrence_or_specificity
1repc_2z9ob,branch10,True,test,0.5,cooccurrence_or_specificity
1repc_2z9ob,branch20,True,test,0.475,cooccurrence_or_specificity
1repc_2z9ob,branch5,True,test,0.475,cooccurrence_or_specificity
1repc_2z9ob,iid,True,test,0.4,cooccurrence_or_specificity
1repc_2z9ob,random,True,test,0.45,cooccurrence_or_specificity
1repc_2z9ob,temp,True,test,0.8,cooccurrence_or_specificity
1uxmk_2nama,branch10,True,test,0.5909090909090909,cooccurrence_or_specificity
1uxmk_2nama,branch20,True,test,0.5,cooccurrence_or_specificity
1uxmk_2nama,branch5,True,test,0.5,cooccurrence_or_specificity
1uxmk_2nama,iid,True,test,0.5,cooccurrence_or_specificity
1uxmk_2nama,random,True,test,0.5,cooccurrence_or_specificity
1uxmk_2nama,temp,True,test,0.8636363636363636,cooccurrence_or_specificity
1xjta_1xjub,branch10,True,dev,0.3157894736842105,cooccurrence_or_specificity
1xjta_1xjub,branch20,True,dev,0.3157894736842105,cooccurrence_or_specificity
1xjta_1xjub,branch5,True,dev,0.47368421052631576,cooccurrence_or_specificity
1xjta_1xjub,iid,True,dev,0.3157894736842105,cooccurrence_or_specificity
1xjta_1xjub,random,True,dev,0.3157894736842105,cooccurrence_or_specificity
1xjta_1xjub,temp,True,dev,0.8947368421052632,cooccurrence_or_specificity
1xnta_3lqca,branch10,True,test,0.34615384615384615,cooccurrence_or_specificity
1xnta_3lqca,branch20,True,test,0.46153846153846156,cooccurrence_or_specificity
1xnta_3lqca,branch5,True,test,0.34615384615384615,cooccurrence_or_specificity
1xnta_3lqca,iid,True,test,0.34615384615384615,cooccurrence_or_specificity
1xnta_3lqca,random,True,test,0.2692307692307692,cooccurrence_or_specificity
1xnta_3lqca,temp,True,test,0.6923076923076923,cooccurrence_or_specificity
2a73b_3l5nb,branch10,True,test,0.7619047619047619,cooccurrence_or_specificity
2a73b_3l5nb,branch20,True,test,0.8333333333333334,cooccurrence_or_specificity
2a73b_3l5nb,branch5,True,test,0.8571428571428571,cooccurrence_or_specificity
2a73b_3l5nb,iid,True,test,0.7857142857142857,cooccurrence_or_specificity
2a73b_3l5nb,random,True,test,0.8571428571428571,cooccurrence_or_specificity
2a73b_3l5nb,temp,True,test,0.6904761904761905,cooccurrence_or_specificity
2c1vb_2c1uc,branch10,True,test,0.8297872340425532,blind_ranking
2c1vb_2c1uc,branch20,True,test,0.851063829787234,blind_ranking
2c1vb_2c1uc,branch5,True,test,0.851063829787234,cooccurrence_or_specificity
2c1vb_2c1uc,iid,True,test,0.8297872340425532,cooccurrence_or_specificity
2c1vb_2c1uc,random,True,test,0.8297872340425532,cooccurrence_or_specificity
2c1vb_2c1uc,temp,True,test,0.9787234042553191,blind_ranking
2frha_1fzpd,branch10,True,dev,0.13043478260869565,proposal_coverage
2frha_1fzpd,branch20,True,dev,0.10869565217391304,proposal_coverage
2frha_1fzpd,branch5,True,dev,0.13043478260869565,proposal_coverage
2frha_1fzpd,iid,True,dev,0.10869565217391304,proposal_coverage
2frha_1fzpd,random,True,dev,0.10869565217391304,proposal_coverage
2frha_1fzpd,temp,True,dev,0.30434782608695654,cooccurrence_or_specificity
2grmb_2axza,branch10,True,dev,0.5384615384615384,cooccurrence_or_specificity
2grmb_2axza,branch20,True,dev,0.5,cooccurrence_or_specificity
2grmb_2axza,branch5,True,dev,0.6153846153846154,cooccurrence_or_specificity
2grmb_2axza,iid,True,dev,0.38461538461538464,cooccurrence_or_specificity
2grmb_2axza,random,True,dev,0.38461538461538464,cooccurrence_or_specificity
2grmb_2axza,temp,True,dev,0.8846153846153846,cooccurrence_or_specificity
2h44a_1rkpa,branch10,True,dev,0.8709677419354839,blind_ranking
2h44a_1rkpa,branch20,True,dev,0.8709677419354839,blind_ranking
2h44a_1rkpa,branch5,True,dev,0.9032258064516129,blind_ranking
2h44a_1rkpa,iid,True,dev,0.8709677419354839,blind_ranking
2h44a_1rkpa,random,True,dev,0.8709677419354839,blind_ranking
2h44a_1rkpa,temp,True,dev,0.8709677419354839,blind_ranking
2hdma_2n54b,branch10,False,dev,0.9,blind_ranking
2hdma_2n54b,branch20,False,dev,1.0,blind_ranking
2hdma_2n54b,branch5,False,dev,0.9,blind_ranking
2hdma_2n54b,iid,False,dev,0.9,blind_ranking
2hdma_2n54b,random,False,dev,0.9,blind_ranking
2hdma_2n54b,temp,False,dev,1.0,blind_dual_hit
2k42a_1ceeb,branch10,False,test,1.0,blind_ranking
2k42a_1ceeb,branch20,False,test,1.0,blind_dual_hit
2k42a_1ceeb,branch5,False,test,1.0,blind_ranking
2k42a_1ceeb,iid,False,test,1.0,blind_dual_hit
2k42a_1ceeb,random,False,test,1.0,blind_dual_hit
2k42a_1ceeb,temp,False,test,1.0,blind_dual_hit
2lela_2k0qa,branch10,True,test,0.8181818181818182,blind_ranking
2lela_2k0qa,branch20,True,test,0.7727272727272727,blind_ranking
2lela_2k0qa,branch5,True,test,0.7727272727272727,blind_ranking
2lela_2k0qa,iid,True,test,0.8636363636363636,blind_ranking
2lela_2k0qa,random,True,test,0.9090909090909091,blind_ranking
2lela_2k0qa,temp,True,test,1.0,blind_ranking
2p3vd_2p3va,branch10,False,test,1.0,blind_dual_hit
2p3vd_2p3va,branch20,False,test,1.0,blind_dual_hit
2p3vd_2p3va,branch5,False,test,1.0,blind_dual_hit
2p3vd_2p3va,iid,False,test,1.0,blind_dual_hit
2p3vd_2p3va,random,False,test,1.0,blind_dual_hit
2p3vd_2p3va,temp,False,test,1.0,blind_dual_hit
2pbkb_3njqa,branch10,True,test,0.6153846153846154,cooccurrence_or_specificity
2pbkb_3njqa,branch20,True,test,0.5769230769230769,cooccurrence_or_specificity
2pbkb_3njqa,branch5,True,test,0.6923076923076923,cooccurrence_or_specificity
2pbkb_3njqa,iid,True,test,0.5769230769230769,cooccurrence_or_specificity
2pbkb_3njqa,random,True,test,0.6538461538461539,cooccurrence_or_specificity
2pbkb_3njqa,temp,True,test,0.7692307692307693,cooccurrence_or_specificity
2qqja_4qdsa,branch10,False,test,1.0,blind_ranking
2qqja_4qdsa,branch20,False,test,1.0,blind_ranking
2qqja_4qdsa,branch5,False,test,1.0,blind_ranking
2qqja_4qdsa,iid,False,test,0.8333333333333334,blind_ranking
2qqja_4qdsa,random,False,test,1.0,blind_ranking
2qqja_4qdsa,temp,False,test,1.0,blind_ranking
2vfxl_3gmhl,branch10,True,test,0.6,cooccurrence_or_specificity
2vfxl_3gmhl,branch20,True,test,0.6285714285714286,cooccurrence_or_specificity
2vfxl_3gmhl,branch5,True,test,0.7,cooccurrence_or_specificity
2vfxl_3gmhl,iid,True,test,0.6428571428571429,cooccurrence_or_specificity
2vfxl_3gmhl,random,True,test,0.6428571428571429,cooccurrence_or_specificity
2vfxl_3gmhl,temp,True,test,0.8285714285714286,cooccurrence_or_specificity
3g0ha_3ewsb,branch10,True,test,0.8888888888888888,blind_ranking
3g0ha_3ewsb,branch20,True,test,0.8888888888888888,blind_ranking
3g0ha_3ewsb,branch5,True,test,0.8888888888888888,blind_dual_hit
3g0ha_3ewsb,iid,True,test,0.7777777777777778,blind_ranking
3g0ha_3ewsb,random,True,test,0.8518518518518519,blind_ranking
3g0ha_3ewsb,temp,True,test,0.8518518518518519,blind_ranking
3hdea_3hdfa,branch10,True,dev,0.5,cooccurrence_or_specificity
3hdea_3hdfa,branch20,True,dev,0.5909090909090909,cooccurrence_or_specificity
3hdea_3hdfa,branch5,True,dev,0.5454545454545454,cooccurrence_or_specificity
3hdea_3hdfa,iid,True,dev,0.7272727272727273,cooccurrence_or_specificity
3hdea_3hdfa,random,True,dev,0.5,cooccurrence_or_specificity
3hdea_3hdfa,temp,True,dev,0.7272727272727273,cooccurrence_or_specificity
3ifaa_5et5a,branch10,False,dev,1.0,blind_ranking
3ifaa_5et5a,branch20,False,dev,1.0,blind_ranking
3ifaa_5et5a,branch5,False,dev,0.9333333333333333,blind_ranking
3ifaa_5et5a,iid,False,dev,0.9333333333333333,blind_ranking
3ifaa_5et5a,random,False,dev,0.9333333333333333,blind_ranking
3ifaa_5et5a,temp,False,dev,1.0,blind_ranking
3j7wb_3j7vg,branch10,True,test,0.9523809523809523,blind_dual_hit
3j7wb_3j7vg,branch20,True,test,0.9523809523809523,blind_dual_hit
3j7wb_3j7vg,branch5,True,test,1.0,blind_dual_hit
3j7wb_3j7vg,iid,True,test,1.0,blind_dual_hit
3j7wb_3j7vg,random,True,test,0.9523809523809523,blind_dual_hit
3j7wb_3j7vg,temp,True,test,1.0,blind_dual_hit
3jv6a_1zk9a,branch10,False,dev,1.0,blind_dual_hit
3jv6a_1zk9a,branch20,False,dev,1.0,blind_dual_hit
3jv6a_1zk9a,branch5,False,dev,1.0,blind_dual_hit
3jv6a_1zk9a,iid,False,dev,1.0,blind_dual_hit
3jv6a_1zk9a,random,False,dev,1.0,blind_dual_hit
3jv6a_1zk9a,temp,False,dev,1.0,blind_dual_hit
3kdsg_2ce7c,branch10,True,dev,0.3,cooccurrence_or_specificity
3kdsg_2ce7c,branch20,True,dev,0.3,cooccurrence_or_specificity
3kdsg_2ce7c,branch5,True,dev,0.4,cooccurrence_or_specificity
3kdsg_2ce7c,iid,True,dev,0.375,cooccurrence_or_specificity
3kdsg_2ce7c,random,True,dev,0.375,cooccurrence_or_specificity
3kdsg_2ce7c,temp,True,dev,0.825,cooccurrence_or_specificity
3m1bf_3lowa,branch10,False,test,1.0,blind_dual_hit
3m1bf_3lowa,branch20,False,test,1.0,blind_dual_hit
3m1bf_3lowa,branch5,False,test,1.0,blind_dual_hit
3m1bf_3lowa,iid,False,test,1.0,blind_dual_hit
3m1bf_3lowa,random,False,test,1.0,blind_dual_hit
3m1bf_3lowa,temp,False,test,1.0,blind_dual_hit
3meea_4b3ob,branch10,True,test,0.45,cooccurrence_or_specificity
3meea_4b3ob,branch20,True,test,0.5,cooccurrence_or_specificity
3meea_4b3ob,branch5,True,test,0.475,cooccurrence_or_specificity
3meea_4b3ob,iid,True,test,0.5375,cooccurrence_or_specificity
3meea_4b3ob,random,True,test,0.4375,cooccurrence_or_specificity
3meea_4b3ob,temp,True,test,0.425,cooccurrence_or_specificity
3o44a_1xeza,branch10,False,test,0.22580645161290322,proposal_coverage
3o44a_1xeza,branch20,False,test,0.22580645161290322,proposal_coverage
3o44a_1xeza,branch5,False,test,0.25806451612903225,cooccurrence_or_specificity
3o44a_1xeza,iid,False,test,0.3225806451612903,cooccurrence_or_specificity
3o44a_1xeza,random,False,test,0.25806451612903225,cooccurrence_or_specificity
3o44a_1xeza,temp,False,test,0.22580645161290322,proposal_coverage
3qy2a_1qb3a,branch10,False,test,,cooccurrence_or_specificity
3qy2a_1qb3a,branch20,False,test,,cooccurrence_or_specificity
3qy2a_1qb3a,branch5,False,test,,cooccurrence_or_specificity
3qy2a_1qb3a,iid,False,test,,cooccurrence_or_specificity
3qy2a_1qb3a,random,False,test,,cooccurrence_or_specificity
3qy2a_1qb3a,temp,False,test,,cooccurrence_or_specificity
3t5oa_4a5wb,branch10,True,dev,0.92,blind_dual_hit
3t5oa_4a5wb,branch20,True,dev,0.88,blind_dual_hit
3t5oa_4a5wb,branch5,True,dev,0.84,blind_ranking
3t5oa_4a5wb,iid,True,dev,0.92,blind_dual_hit
3t5oa_4a5wb,random,True,dev,0.92,blind_dual_hit
3t5oa_4a5wb,temp,True,dev,0.84,blind_dual_hit
3tp2a_5lj3m,branch10,True,test,0.6,cooccurrence_or_specificity
3tp2a_5lj3m,branch20,True,test,0.6,cooccurrence_or_specificity
3tp2a_5lj3m,branch5,True,test,0.75,cooccurrence_or_specificity
3tp2a_5lj3m,iid,True,test,0.6,cooccurrence_or_specificity
3tp2a_5lj3m,random,True,test,0.6,cooccurrence_or_specificity
3tp2a_5lj3m,temp,True,test,0.9,cooccurrence_or_specificity
3zwgn_4tsyd,branch10,False,test,0.5714285714285714,cooccurrence_or_specificity
3zwgn_4tsyd,branch20,False,test,0.42857142857142855,cooccurrence_or_specificity
3zwgn_4tsyd,branch5,False,test,0.35714285714285715,cooccurrence_or_specificity
3zwgn_4tsyd,iid,False,test,0.6428571428571429,cooccurrence_or_specificity
3zwgn_4tsyd,random,False,test,0.5,cooccurrence_or_specificity
3zwgn_4tsyd,temp,False,test,0.9285714285714286,cooccurrence_or_specificity
3zxgb_5ec5p,branch10,True,test,0.9454545454545454,cooccurrence_or_specificity
3zxgb_5ec5p,branch20,True,test,0.8909090909090909,cooccurrence_or_specificity
3zxgb_5ec5p,branch5,True,test,0.9090909090909091,cooccurrence_or_specificity
3zxgb_5ec5p,iid,True,test,0.9454545454545454,cooccurrence_or_specificity
3zxgb_5ec5p,random,True,test,0.9090909090909091,cooccurrence_or_specificity
3zxgb_5ec5p,temp,True,test,0.9090909090909091,cooccurrence_or_specificity
4aana_4aala,branch10,True,test,0.7045454545454546,cooccurrence_or_specificity
4aana_4aala,branch20,True,test,0.7045454545454546,cooccurrence_or_specificity
4aana_4aala,branch5,True,test,0.6590909090909091,blind_ranking
4aana_4aala,iid,True,test,0.6818181818181818,cooccurrence_or_specificity
4aana_4aala,random,True,test,0.6818181818181818,cooccurrence_or_specificity
4aana_4aala,temp,True,test,0.8863636363636364,cooccurrence_or_specificity
4dxra_4dxta,branch10,False,test,0.75,blind_dual_hit
4dxra_4dxta,branch20,False,test,0.75,blind_dual_hit
4dxra_4dxta,branch5,False,test,0.75,blind_dual_hit
4dxra_4dxta,iid,False,test,0.75,blind_ranking
4dxra_4dxta,random,False,test,0.75,blind_dual_hit
4dxra_4dxta,temp,False,test,0.75,blind_dual_hit
4gqcc_4gqcb,branch10,True,dev,0.5652173913043478,cooccurrence_or_specificity
4gqcc_4gqcb,branch20,True,dev,0.5217391304347826,cooccurrence_or_specificity
4gqcc_4gqcb,branch5,True,dev,0.5652173913043478,cooccurrence_or_specificity
4gqcc_4gqcb,iid,True,dev,0.5217391304347826,cooccurrence_or_specificity
4gqcc_4gqcb,random,True,dev,0.5217391304347826,cooccurrence_or_specificity
4gqcc_4gqcb,temp,True,dev,0.8695652173913043,cooccurrence_or_specificity
4h2aa_3j9ca,branch10,True,dev,0.4,cooccurrence_or_specificity
4h2aa_3j9ca,branch20,True,dev,0.4,cooccurrence_or_specificity
4h2aa_3j9ca,branch5,True,dev,0.35,cooccurrence_or_specificity
4h2aa_3j9ca,iid,True,dev,0.35,cooccurrence_or_specificity
4h2aa_3j9ca,random,True,dev,0.25,cooccurrence_or_specificity
4h2aa_3j9ca,temp,True,dev,0.2,proposal_coverage
4j3of_2jmra,branch10,False,test,0.8333333333333334,blind_ranking
4j3of_2jmra,branch20,False,test,0.6666666666666666,blind_dual_hit
4j3of_2jmra,branch5,False,test,0.8333333333333334,blind_ranking
4j3of_2jmra,iid,False,test,0.6666666666666666,blind_ranking
4j3of_2jmra,random,False,test,0.8333333333333334,blind_dual_hit
4j3of_2jmra,temp,False,test,0.8333333333333334,blind_dual_hit
4jphb_5hk5h,branch10,False,test,0.7857142857142857,cooccurrence_or_specificity
4jphb_5hk5h,branch20,False,test,0.7857142857142857,cooccurrence_or_specificity
4jphb_5hk5h,branch5,False,test,0.8571428571428571,cooccurrence_or_specificity
4jphb_5hk5h,iid,False,test,0.8571428571428571,cooccurrence_or_specificity
4jphb_5hk5h,random,False,test,0.9285714285714286,blind_ranking
4jphb_5hk5h,temp,False,test,0.9285714285714286,cooccurrence_or_specificity
4nc9c_4n9wa,branch10,True,dev,0.19047619047619047,proposal_coverage
4nc9c_4n9wa,branch20,True,dev,0.19047619047619047,proposal_coverage
4nc9c_4n9wa,branch5,True,dev,0.19047619047619047,proposal_coverage
4nc9c_4n9wa,iid,True,dev,0.19047619047619047,proposal_coverage
4nc9c_4n9wa,random,True,dev,0.19047619047619047,proposal_coverage
4nc9c_4n9wa,temp,True,dev,0.5714285714285714,cooccurrence_or_specificity
4o0pa_4o01d,branch10,True,test,0.4,cooccurrence_or_specificity
4o0pa_4o01d,branch20,True,test,0.6,cooccurrence_or_specificity
4o0pa_4o01d,branch5,True,test,0.3,cooccurrence_or_specificity
4o0pa_4o01d,iid,True,test,0.35,cooccurrence_or_specificity
4o0pa_4o01d,random,True,test,0.3,cooccurrence_or_specificity
4o0pa_4o01d,temp,True,test,0.55,cooccurrence_or_specificity
4ow6b_4ae0a,branch10,True,dev,0.45454545454545453,cooccurrence_or_specificity
4ow6b_4ae0a,branch20,True,dev,0.5454545454545454,cooccurrence_or_specificity
4ow6b_4ae0a,branch5,True,dev,0.5454545454545454,cooccurrence_or_specificity
4ow6b_4ae0a,iid,True,dev,0.5454545454545454,cooccurrence_or_specificity
4ow6b_4ae0a,random,True,dev,0.5454545454545454,cooccurrence_or_specificity
4ow6b_4ae0a,temp,True,dev,0.45454545454545453,cooccurrence_or_specificity
4phqa_2wcdx,branch10,False,test,1.0,blind_ranking
4phqa_2wcdx,branch20,False,test,1.0,blind_ranking
4phqa_2wcdx,branch5,False,test,1.0,blind_ranking
4phqa_2wcdx,iid,False,test,1.0,blind_ranking
4phqa_2wcdx,random,False,test,1.0,blind_ranking
4phqa_2wcdx,temp,False,test,1.0,blind_ranking
4pyia_4pyja,branch10,True,test,0.5789473684210527,cooccurrence_or_specificity
4pyia_4pyja,branch20,True,test,0.47368421052631576,cooccurrence_or_specificity
4pyia_4pyja,branch5,True,test,0.42105263157894735,cooccurrence_or_specificity
4pyia_4pyja,iid,True,test,0.631578947368421,cooccurrence_or_specificity
4pyia_4pyja,random,True,test,0.42105263157894735,cooccurrence_or_specificity
4pyia_4pyja,temp,True,test,0.8947368421052632,blind_ranking
4qhfa_4qhha,branch10,True,dev,0.4,blind_dual_hit
4qhfa_4qhha,branch20,True,dev,0.4,blind_ranking
4qhfa_4qhha,branch5,True,dev,0.4666666666666667,cooccurrence_or_specificity
4qhfa_4qhha,iid,True,dev,0.6,cooccurrence_or_specificity
4qhfa_4qhha,random,True,dev,0.4,cooccurrence_or_specificity
4qhfa_4qhha,temp,True,dev,0.9333333333333333,blind_ranking
4rmbb_4rmba,branch10,False,test,1.0,blind_ranking
4rmbb_4rmba,branch20,False,test,1.0,blind_ranking
4rmbb_4rmba,branch5,False,test,1.0,blind_ranking
4rmbb_4rmba,iid,False,test,1.0,blind_ranking
4rmbb_4rmba,random,False,test,1.0,blind_ranking
4rmbb_4rmba,temp,False,test,1.0,blind_ranking
4rwna_4rwqb,branch10,True,dev,0.65,cooccurrence_or_specificity
4rwna_4rwqb,branch20,True,dev,0.65,cooccurrence_or_specificity
4rwna_4rwqb,branch5,True,dev,0.65,cooccurrence_or_specificity
4rwna_4rwqb,iid,True,dev,0.65,cooccurrence_or_specificity
4rwna_4rwqb,random,True,dev,0.65,cooccurrence_or_specificity
4rwna_4rwqb,temp,True,dev,0.8,cooccurrence_or_specificity
4uv2d_4q79f,branch10,False,dev,1.0,cooccurrence_or_specificity
4uv2d_4q79f,branch20,False,dev,1.0,cooccurrence_or_specificity
4uv2d_4q79f,branch5,False,dev,1.0,cooccurrence_or_specificity
4uv2d_4q79f,iid,False,dev,1.0,cooccurrence_or_specificity
4uv2d_4q79f,random,False,dev,1.0,cooccurrence_or_specificity
4uv2d_4q79f,temp,False,dev,1.0,cooccurrence_or_specificity
4y0mj_4xwsd,branch10,True,test,1.0,blind_dual_hit
4y0mj_4xwsd,branch20,True,test,1.0,blind_dual_hit
4y0mj_4xwsd,branch5,True,test,1.0,blind_dual_hit
4y0mj_4xwsd,iid,True,test,1.0,blind_dual_hit
4y0mj_4xwsd,random,True,test,1.0,blind_dual_hit
4y0mj_4xwsd,temp,True,test,1.0,blind_dual_hit
4ydqb_4twaa,branch10,True,test,0.7407407407407407,cooccurrence_or_specificity
4ydqb_4twaa,branch20,True,test,0.6666666666666666,cooccurrence_or_specificity
4ydqb_4twaa,branch5,True,test,0.7037037037037037,cooccurrence_or_specificity
4ydqb_4twaa,iid,True,test,0.6666666666666666,cooccurrence_or_specificity
4ydqb_4twaa,random,True,test,0.7037037037037037,cooccurrence_or_specificity
4ydqb_4twaa,temp,True,test,0.6666666666666666,cooccurrence_or_specificity
4yhdg_7ahle,branch10,True,dev,0.9333333333333333,cooccurrence_or_specificity
4yhdg_7ahle,branch20,True,dev,0.9333333333333333,cooccurrence_or_specificity
4yhdg_7ahle,branch5,True,dev,0.8666666666666667,cooccurrence_or_specificity
4yhdg_7ahle,iid,True,dev,0.9333333333333333,cooccurrence_or_specificity
4yhdg_7ahle,random,True,dev,0.9333333333333333,cooccurrence_or_specificity
4yhdg_7ahle,temp,True,dev,0.9333333333333333,cooccurrence_or_specificity
4zrbc_4zrbh,branch10,False,test,0.6666666666666666,blind_dual_hit
4zrbc_4zrbh,branch20,False,test,0.6666666666666666,blind_dual_hit
4zrbc_4zrbh,branch5,False,test,0.6666666666666666,blind_dual_hit
4zrbc_4zrbh,iid,False,test,0.6666666666666666,blind_dual_hit
4zrbc_4zrbh,random,False,test,0.6666666666666666,blind_ranking
4zrbc_4zrbh,temp,False,test,0.6666666666666666,blind_dual_hit
5aoeb_5ly6b,branch10,True,dev,0.9,cooccurrence_or_specificity
5aoeb_5ly6b,branch20,True,dev,0.8625,cooccurrence_or_specificity
5aoeb_5ly6b,branch5,True,dev,0.8875,cooccurrence_or_specificity
5aoeb_5ly6b,iid,True,dev,0.925,cooccurrence_or_specificity
5aoeb_5ly6b,random,True,dev,0.8875,cooccurrence_or_specificity
5c1va_5c1vb,branch10,True,test,0.16666666666666666,proposal_coverage
5c1va_5c1vb,branch20,True,test,0.19444444444444445,proposal_coverage
5c1va_5c1vb,branch5,True,test,0.19444444444444445,proposal_coverage
5c1va_5c1vb,iid,True,test,0.16666666666666666,proposal_coverage
5c1va_5c1vb,random,True,test,0.16666666666666666,proposal_coverage
5c1va_5c1vb,temp,True,test,0.4444444444444444,cooccurrence_or_specificity
5f5rb_5f3ka,branch10,False,test,0.7419354838709677,blind_ranking
5f5rb_5f3ka,branch20,False,test,0.8064516129032258,cooccurrence_or_specificity
5f5rb_5f3ka,branch5,False,test,0.8387096774193549,cooccurrence_or_specificity
5f5rb_5f3ka,iid,False,test,0.7419354838709677,cooccurrence_or_specificity
5f5rb_5f3ka,random,False,test,0.7096774193548387,cooccurrence_or_specificity
5f5rb_5f3ka,temp,False,test,0.9354838709677419,cooccurrence_or_specificity
5flue_2uy7d,branch10,False,test,0.9166666666666666,blind_dual_hit
5flue_2uy7d,branch20,False,test,0.9166666666666666,blind_dual_hit
5flue_2uy7d,branch5,False,test,0.9166666666666666,blind_dual_hit
5flue_2uy7d,iid,False,test,1.0,blind_dual_hit
5flue_2uy7d,random,False,test,0.8333333333333334,blind_dual_hit
5flue_2uy7d,temp,False,test,1.0,blind_ranking
5hmga_3ztje,branch10,True,test,0.7857142857142857,cooccurrence_or_specificity
5hmga_3ztje,branch20,True,test,0.8571428571428571,cooccurrence_or_specificity
5hmga_3ztje,branch5,True,test,0.8571428571428571,cooccurrence_or_specificity
5hmga_3ztje,iid,True,test,0.8571428571428571,cooccurrence_or_specificity
5hmga_3ztje,random,True,test,0.8571428571428571,cooccurrence_or_specificity
5hmga_3ztje,temp,True,test,1.0,cooccurrence_or_specificity
5i2ma_5i2sa,branch10,True,test,0.5833333333333334,cooccurrence_or_specificity
5i2ma_5i2sa,branch20,True,test,0.4444444444444444,cooccurrence_or_specificity
5i2ma_5i2sa,branch5,True,test,0.5277777777777778,cooccurrence_or_specificity
5i2ma_5i2sa,iid,True,test,0.5833333333333334,cooccurrence_or_specificity
5i2ma_5i2sa,random,True,test,0.4722222222222222,cooccurrence_or_specificity
5i2ma_5i2sa,temp,True,test,0.6111111111111112,cooccurrence_or_specificity
5jyta_2qkee,branch10,False,test,0.4358974358974359,cooccurrence_or_specificity
5jyta_2qkee,branch20,False,test,0.46153846153846156,cooccurrence_or_specificity
5jyta_2qkee,branch5,False,test,0.5384615384615384,cooccurrence_or_specificity
5jyta_2qkee,iid,False,test,0.48717948717948717,cooccurrence_or_specificity
5jyta_2qkee,random,False,test,0.4358974358974359,cooccurrence_or_specificity
5jyta_2qkee,temp,False,test,0.6923076923076923,cooccurrence_or_specificity
5jzha_5jztg,branch10,True,test,0.9354838709677419,cooccurrence_or_specificity
5jzha_5jztg,branch20,True,test,0.967741935483871,blind_ranking
5jzha_5jztg,branch5,True,test,0.967741935483871,cooccurrence_or_specificity
5jzha_5jztg,iid,True,test,0.967741935483871,cooccurrence_or_specificity
5jzha_5jztg,random,True,test,0.967741935483871,blind_ranking
5jzha_5jztg,temp,True,test,0.9354838709677419,cooccurrence_or_specificity
5keqf_1dzla,branch10,False,dev,0.75,blind_ranking
5keqf_1dzla,branch20,False,dev,0.75,blind_dual_hit
5keqf_1dzla,branch5,False,dev,0.75,blind_ranking
