pair_id,fold,target_id,rollout,passes_primary,true_contact_control_pass,gdt_threshold,gdt_fraction_of_threshold,region_gdt_advantage,gdt_common_target,gdt_common_other,mean_plddt,gdt_region_target,gdt_region_other,rmsd_common_target,contact_recall_fold1_fs,contact_recall_fold2_fs
3zxgb_5ec5p,2,3zxgb_5ec5p__r0520,520,False,False,0.35,0.3244466800804829,-0.005102040816326533,0.113556338028169,0.0721830985915493,64.85338592529297,0.02551020408163265,0.030612244897959183,23.69258289802887,0.01818181818181818,0.058823529411764705
4aana_4aala,1,4aana_4aala__r0387,387,False,True,0.7772727272727273,0.8802177858439201,0.15833333333333327,0.6841692789968652,0.5242946708463949,80.01496887207031,0.32499999999999996,0.16666666666666669,3.538761056165618,0.2413793103448276,0.1590909090909091
4aana_4aala,2,4aana_4aala__r0502,502,False,True,0.8111285266457681,0.6444444444444444,0.15833333333333333,0.5227272727272727,0.518025078369906,70.39534759521484,0.2833333333333333,0.125,5.237708619906392,0.06896551724137931,0.20454545454545456
4o0pa_4o01d,1,4o0pa_4o01d__r0645,645,False,False,0.35,0.4324894514767933,0.0,0.15137130801687765,0.10390295358649788,61.91952896118164,0.0,0.0,17.22959789802204,0.05263157894736842,0.0
4o0pa_4o01d,2,4o0pa_4o01d__r0158,158,False,False,0.35,0.26823387582881253,0.13157894736842105,0.09388185654008438,0.06962025316455696,72.001708984375,0.15789473684210525,0.02631578947368421,17.40584429851504,0.0,0.0
4pyia_4pyja,1,4pyia_4pyja__r0878,878,True,True,0.85,1.054276783177039,0.7941176470588236,0.8961352657004831,0.3997584541062802,85.99404907226562,0.8088235294117647,0.014705882352941176,1.6951060694681674,0.725,0.0
4pyia_4pyja,2,4pyia_4pyja__r0231,231,False,False,0.39891304347826084,0.5207387223735997,0.10294117647058823,0.2077294685990338,0.21859903381642515,78.87821960449219,0.10294117647058823,0.0,13.716768116769815,0.25,0.05263157894736842
4y0mj_4xwsd,1,4y0mj_4xwsd__r0456,456,False,False,0.72421875,1.217188061848256,0.14500000000000002,0.8815104166666667,0.7994791666666667,87.39629364013672,0.825,0.6799999999999999,1.5539873123023062,0.38461538461538464,0.25
4y0mj_4xwsd,2,4y0mj_4xwsd__r0690,690,False,False,0.769921875,1.0840520886182987,-0.020000000000000018,0.8346354166666667,0.8359375,86.16535949707031,0.765,0.785,1.7871875504103873,0.46153846153846156,0.3125
4ydqb_4twaa,1,4ydqb_4twaa__r0347,347,False,True,0.7634937238493724,0.4226606384436224,0.1323529411764706,0.3226987447698745,0.3132845188284519,66.29757690429688,0.27941176470588236,0.14705882352941177,9.237140652828232,0.425,0.14814814814814814
4ydqb_4twaa,2,4ydqb_4twaa__r0669,669,False,True,0.8204497907949792,0.44559189137502386,-0.09558823529411764,0.3655857740585774,0.36087866108786615,68.67680358886719,0.1985294117647059,0.29411764705882354,9.825708601776952,0.525,0.14814814814814814
5c1va_5c1vb,1,5c1va_5c1vb__r0171,171,True,True,0.8716935483870968,1.047275418632621,0.6774193548387096,0.9129032258064516,0.771774193548387,88.84591674804688,0.7741935483870968,0.0967741935483871,1.524907495329442,0.5,0.027777777777777776
5c1va_5c1vb,2,5c1va_5c1vb__r0975,975,False,True,0.8332258064516129,0.9514130855594269,-0.6693548387096774,0.792741935483871,0.8717741935483871,88.90094757080078,0.10483870967741934,0.7741935483870968,7.229209759256516,0.7142857142857143,0.05555555555555555
5hmga_3ztje,1,5hmga_3ztje__r0814,814,False,False,0.6325471698113208,0.08699975142928162,0.0,0.0550314465408805,0.05660377358490566,52.54209899902344,0.07670454545454546,0.07670454545454546,19.421647759461482,0.0,0.0
5hmga_3ztje,2,5hmga_3ztje__r0814,814,False,False,0.7033018867924529,0.08048289738430583,-0.0,0.05660377358490566,0.0550314465408805,52.54209899902344,0.07670454545454546,0.07670454545454546,19.54105637389214,0.0,0.0
5i2ma_5i2sa,1,5i2ma_5i2sa__r0420,420,False,True,0.409841075794621,0.05070842654735273,0.12037037037037036,0.02078239608801956,0.011613691931540342,44.24562072753906,0.12037037037037036,0.0,35.02778074142141,0.05714285714285714,0.0
5i2ma_5i2sa,2,5i2ma_5i2sa__r0441,441,False,True,0.5743276283618582,0.06066411238825031,0.12962962962962962,0.03484107579462103,0.007946210268948655,45.3657112121582,0.12962962962962962,0.0,24.97640667899093,0.0,0.027777777777777776
5jzha_5jztg,1,5jzha_5jztg__r0127,127,False,True,0.5230450236966825,0.09287575036810511,0.11507936507936507,0.0485781990521327,0.00533175355450237,63.68050384521485,0.12698412698412698,0.011904761904761904,23.124546999874653,0.21621621621621623,0.12903225806451613
5jzha_5jztg,2,5jzha_5jztg__r0295,295,False,False,0.35,0.1201760324983074,0.06746031746031746,0.04206161137440759,0.007701421800947867,48.469051361083984,0.09126984126984126,0.023809523809523808,29.569952183370674,0.0945945945945946,0.1935483870967742
5l35d_5l35g,1,5l35d_5l35g__r0786,786,False,False,0.5267772511848341,0.7411156095366621,0.26785714285714285,0.3904028436018957,0.370260663507109,76.18630981445312,0.3482142857142857,0.08035714285714285,9.988251956010995,0.3333333333333333,0.0
5l35d_5l35g,2,5l35d_5l35g__r0005,5,False,True,0.5635663507109006,0.4351939451277199,0.125,0.245260663507109,0.2671800947867299,75.11514282226562,0.24107142857142858,0.11607142857142858,9.832310956006085,0.06666666666666667,0.05263157894736842
6c6sd_2ougc,1,6c6sd_2ougc__r0704,704,True,True,0.5297872340425531,1.465863453815261,0.6547619047619048,0.776595744680851,0.03546099290780142,85.74979400634766,0.6547619047619048,0.0,2.335401872888371,0.6206896551724138,0.025
6c6sd_2ougc,2,6c6sd_2ougc__r0811,811,False,True,0.7388297872340426,0.6503479721622271,0.017857142857142856,0.4804964539007093,0.0673758865248227,75.4906234741211,0.03571428571428571,0.017857142857142856,8.051898640454851,0.4482758620689655,0.025
