pair_id,budget,primary,split,dominant,minority_enrichment,minority_recall,dual_contact_hit,n_valid,oracle_minor_enrichment,oracle_minor_recall,oracle_dual_hit,generated_tokens
1qs8b_1miqb,500,True,test,fold1,-0.015345268542199489,0.043478260869565216,False,16,0.31841432225063937,0.34782608695652173,True,739865
1repc_2z9ob,100,True,test,fold1,-0.26785714285714285,0.125,False,16,-0.26785714285714285,0.125,False,79576
1repc_2z9ob,200,True,test,fold1,-0.26785714285714285,0.125,False,16,-0.26785714285714285,0.125,False,158836
1repc_2z9ob,500,True,test,fold1,-0.17142857142857146,0.15,False,16,-0.17142857142857146,0.15,False,397750
1uxmk_2nama,100,True,test,fold1,-0.5164502164502165,0.045454545454545456,False,16,-0.3346320346320346,0.22727272727272727,False,37441
1uxmk_2nama,200,True,test,fold1,-0.4497835497835498,0.045454545454545456,False,16,-0.3346320346320346,0.22727272727272727,False,75470
1uxmk_2nama,500,True,test,fold1,-0.4497835497835498,0.045454545454545456,False,16,-0.24458874458874458,0.13636363636363635,False,189026
1xjta_1xjub,100,True,dev,fold1,-0.1473684210526316,0.05263157894736842,False,14,-0.09736842105263158,0.05263157894736842,False,43993
1xjta_1xjub,200,True,dev,fold1,-0.25,0.0,False,16,0.055263157894736833,0.10526315789473684,False,88286
1xjta_1xjub,500,True,dev,fold1,-0.45,0.0,False,16,0.055263157894736833,0.10526315789473684,False,221396
1xnta_3lqca,100,True,test,fold1,-0.42307692307692313,0.038461538461538464,False,16,-0.07692307692307693,0.11538461538461539,False,45016
1xnta_3lqca,200,True,test,fold1,-0.34615384615384615,0.07692307692307693,False,16,0.34615384615384615,0.34615384615384615,True,90143
1xnta_3lqca,500,True,test,fold1,-0.3846153846153846,0.038461538461538464,False,16,0.34615384615384615,0.34615384615384615,True,225626
2a73b_3l5nb,100,True,test,fold1,0.047619047619047616,0.047619047619047616,False,16,0.08333333333333333,0.11904761904761904,False,368505
2a73b_3l5nb,200,True,test,fold1,0.02976190476190476,0.047619047619047616,False,16,0.09523809523809523,0.09523809523809523,False,734236
2a73b_3l5nb,500,True,test,fold1,0.02976190476190476,0.047619047619047616,False,16,0.09523809523809523,0.09523809523809523,False,1816269
2c1vb_2c1uc,100,True,test,fold1,0.03971631205673759,0.10638297872340426,False,16,0.21914893617021278,0.3191489361702128,True,91498
2c1vb_2c1uc,200,True,test,fold1,0.05815602836879433,0.19148936170212766,False,16,0.21914893617021278,0.3191489361702128,True,182882
2c1vb_2c1uc,500,True,test,fold1,0.05815602836879433,0.19148936170212766,False,16,0.21914893617021278,0.3191489361702128,True,458903
2frha_1fzpd,100,True,dev,fold1,-0.3274672187715666,0.021739130434782608,False,16,-0.3216011042097998,0.043478260869565216,False,26722
2frha_1fzpd,200,True,dev,fold1,-0.3274672187715666,0.021739130434782608,False,16,-0.3216011042097998,0.043478260869565216,False,53816
2frha_1fzpd,500,True,dev,fold1,-0.3274672187715666,0.021739130434782608,False,16,-0.305728088336784,0.043478260869565216,False,134855
2grmb_2axza,100,True,dev,fold1,0.038461538461538464,0.038461538461538464,False,13,0.11538461538461539,0.11538461538461539,False,90448
2grmb_2axza,200,True,dev,fold1,-0.05263157894736842,0.0,False,13,0.11538461538461539,0.11538461538461539,False,180101
2grmb_2axza,500,True,dev,fold1,0.038461538461538464,0.038461538461538464,False,10,0.15384615384615385,0.15384615384615385,False,451862
2h44a_1rkpa,100,True,dev,fold2,0.06854838709677419,0.1935483870967742,False,16,0.1935483870967742,0.1935483870967742,False,100429
2h44a_1rkpa,200,True,dev,fold2,0.06653225806451613,0.12903225806451613,False,16,0.1935483870967742,0.1935483870967742,False,200534
2h44a_1rkpa,500,True,dev,fold2,0.13306451612903225,0.25806451612903225,True,16,0.22580645161290322,0.22580645161290322,True,502400
2hdma_2n54b,100,False,dev,fold2,0.1,0.1,False,14,0.3,0.3,True,15121
2hdma_2n54b,200,False,dev,fold2,0.3,0.3,False,12,0.3,0.3,True,29702
2hdma_2n54b,500,False,dev,fold2,0.2,0.2,False,8,0.6,0.6,True,73973
2k42a_1ceeb,100,False,test,fold1,0.15,0.25,True,13,0.5,0.5,True,18154
2k42a_1ceeb,200,False,test,fold1,0.15,0.25,True,13,0.5,0.5,True,36848
2k42a_1ceeb,500,False,test,fold1,0.15,0.25,True,15,0.5,0.5,True,91841
2lela_2k0qa,100,True,test,fold2,0.045454545454545456,0.045454545454545456,False,16,0.15584415584415584,0.22727272727272727,False,20212
2lela_2k0qa,200,True,test,fold2,0.09090909090909091,0.09090909090909091,False,16,0.15584415584415584,0.22727272727272727,False,40946
2lela_2k0qa,500,True,test,fold2,0.09090909090909091,0.09090909090909091,False,15,0.22727272727272727,0.22727272727272727,False,102623
2p3vd_2p3va,100,False,test,fold1,0.6875,0.6875,False,16,0.75,0.75,True,85360
2p3vd_2p3va,200,False,test,fold1,0.625,0.625,False,16,0.75,0.75,True,170426
2p3vd_2p3va,500,False,test,fold1,0.5625,0.5625,True,16,0.8125,0.8125,True,424754
2pbkb_3njqa,100,True,test,fold1,0.038461538461538464,0.038461538461538464,False,10,0.07692307692307693,0.07692307692307693,False,54466
2pbkb_3njqa,200,True,test,fold1,0.038461538461538464,0.038461538461538464,False,10,0.11538461538461539,0.11538461538461539,False,109508
2pbkb_3njqa,500,True,test,fold1,0.11538461538461539,0.11538461538461539,False,10,0.11538461538461539,0.11538461538461539,False,276821
2qqja_4qdsa,100,False,test,fold1,0.6666666666666666,0.6666666666666666,False,1,0.6666666666666666,0.6666666666666666,True,107353
2qqja_4qdsa,200,False,test,fold1,0.0,0.0,False,2,0.6666666666666666,0.6666666666666666,True,216116
2qqja_4qdsa,500,False,test,fold1,0.0,0.0,False,6,0.6666666666666666,0.6666666666666666,True,539848
2vfxl_3gmhl,100,True,test,fold2,0.014285714285714285,0.014285714285714285,False,11,0.05714285714285714,0.05714285714285714,False,52933
2vfxl_3gmhl,200,True,test,fold2,0.0,0.0,False,13,0.11428571428571428,0.11428571428571428,False,107102
2vfxl_3gmhl,500,True,test,fold2,0.0,0.0,False,12,0.15714285714285714,0.15714285714285714,False,273326
3g0ha_3ewsb,100,True,test,fold1,0.25925925925925924,0.25925925925925924,False,11,0.4074074074074074,0.4074074074074074,True,134608
3g0ha_3ewsb,200,True,test,fold1,0.0,0.0,False,10,0.48148148148148145,0.48148148148148145,True,268754
3g0ha_3ewsb,500,True,test,fold1,0.2962962962962963,0.2962962962962963,False,13,0.5185185185185185,0.5185185185185185,True,674049
3hdea_3hdfa,100,True,dev,fold1,-0.4290909090909091,0.09090909090909091,False,16,-0.08181818181818185,0.3181818181818182,False,34954
3hdea_3hdfa,200,True,dev,fold1,-0.39454545454545453,0.045454545454545456,False,16,-0.05818181818181817,0.18181818181818182,False,69689
3hdea_3hdfa,500,True,dev,fold1,-0.5036363636363637,0.13636363636363635,False,16,0.0036363636363636598,0.36363636363636365,False,175547
3ifaa_5et5a,100,False,dev,fold2,0.6,0.6,False,8,0.6,0.6,True,102178
3ifaa_5et5a,200,False,dev,fold2,0.4,0.4,False,5,0.6,0.6,True,205355
3ifaa_5et5a,500,False,dev,fold2,0.26666666666666666,0.26666666666666666,False,4,0.6,0.6,True,514136
3j7wb_3j7vg,100,True,test,fold1,0.4714285714285714,0.5714285714285714,True,13,0.6142857142857143,0.7142857142857143,True,87313
3j7wb_3j7vg,200,True,test,fold1,0.6142857142857143,0.7142857142857143,True,12,0.6142857142857143,0.7142857142857143,True,174653
3j7wb_3j7vg,500,True,test,fold1,0.4714285714285714,0.5714285714285714,True,13,0.6190476190476191,0.6190476190476191,True,435536
3jv6a_1zk9a,100,False,dev,fold1,0.17857142857142855,0.5,True,16,0.488095238095238,0.6666666666666666,True,31942
3jv6a_1zk9a,200,False,dev,fold1,0.2857142857142857,0.5,True,16,0.5833333333333334,0.8333333333333334,True,63290
3jv6a_1zk9a,500,False,dev,fold1,0.35714285714285715,0.5,True,16,0.6309523809523809,0.6666666666666666,True,157823
3kdsg_2ce7c,100,True,dev,fold1,-0.3324074074074074,0.075,False,16,-0.3194444444444444,0.125,False,116374
3kdsg_2ce7c,200,True,dev,fold1,-0.3324074074074074,0.075,False,16,-0.27037037037037037,0.1,False,232619
3kdsg_2ce7c,500,True,dev,fold1,-0.3324074074074074,0.075,False,16,-0.20925925925925926,0.05,False,580892
3m1bf_3lowa,100,False,test,fold1,0.21621621621621623,0.5,True,16,0.3547297297297297,0.625,True,32284
3m1bf_3lowa,200,False,test,fold1,0.3547297297297297,0.625,True,16,0.4391891891891892,0.75,True,64580
3m1bf_3lowa,500,False,test,fold1,0.3547297297297297,0.625,True,16,0.4527027027027027,0.75,True,161075
3meea_4b3ob,100,True,test,fold1,0.075,0.075,False,12,0.125,0.125,False,184717
3meea_4b3ob,200,True,test,fold1,0.05,0.05,False,13,0.125,0.125,False,369956
3meea_4b3ob,500,True,test,fold1,0.0625,0.0625,False,14,0.1375,0.1375,False,928781
3o44a_1xeza,100,False,test,fold1,0.06451612903225806,0.06451612903225806,False,16,0.06451612903225806,0.06451612903225806,False,241042
3o44a_1xeza,200,False,test,fold1,0.0,0.0,False,16,0.06451612903225806,0.06451612903225806,False,486950
3o44a_1xeza,500,False,test,fold1,0.0,0.0,False,16,0.0967741935483871,0.0967741935483871,False,1212722
3qy2a_1qb3a,100,False,test,fold1,,,False,16,,,False,34159
3qy2a_1qb3a,200,False,test,fold1,,,False,16,,,False,69230
3qy2a_1qb3a,500,False,test,fold1,,,False,16,,,False,171968
3t5oa_4a5wb,100,True,dev,fold1,0.23176470588235293,0.32,True,16,0.37058823529411766,0.4,True,250051
3t5oa_4a5wb,200,True,dev,fold1,0.04,0.04,False,16,0.6,0.6,True,500246
3t5oa_4a5wb,500,True,dev,fold1,0.04,0.04,False,16,0.6,0.6,True,1259483
3tp2a_5lj3m,100,True,test,fold1,0.0,0.0,False,8,0.1,0.1,False,66214
3tp2a_5lj3m,200,True,test,fold1,0.0,0.0,False,5,0.1,0.1,False,130100
3tp2a_5lj3m,500,True,test,fold1,0.0,0.0,False,5,0.15,0.15,False,324854
3zwgn_4tsyd,100,False,test,fold2,,0.07142857142857142,False,10,,0.35714285714285715,False,44956
3zwgn_4tsyd,200,False,test,fold2,,0.07142857142857142,False,9,,0.35714285714285715,False,91082
3zwgn_4tsyd,500,False,test,fold2,,0.0,False,7,,0.35714285714285715,False,224549
3zxgb_5ec5p,100,True,test,fold2,0.05454545454545454,0.05454545454545454,False,15,0.16363636363636364,0.16363636363636364,False,103864
3zxgb_5ec5p,200,True,test,fold2,0.05454545454545454,0.05454545454545454,False,15,0.16363636363636364,0.16363636363636364,False,205865
3zxgb_5ec5p,500,True,test,fold2,0.07272727272727272,0.07272727272727272,False,15,0.18181818181818182,0.18181818181818182,False,514532
4aana_4aala,100,True,test,fold1,0.12460815047021943,0.1590909090909091,False,16,0.12460815047021943,0.1590909090909091,False,86620
4aana_4aala,200,True,test,fold1,0.12460815047021943,0.1590909090909091,False,16,0.17006269592476492,0.20454545454545456,False,172907
4aana_4aala,500,True,test,fold1,0.13636363636363635,0.13636363636363635,False,16,0.17006269592476492,0.20454545454545456,False,435023
4dxra_4dxta,100,False,test,fold1,0.10714285714285715,0.25,True,12,0.35714285714285715,0.5,True,49813
4dxra_4dxta,200,False,test,fold1,0.10714285714285715,0.25,True,12,0.35714285714285715,0.5,True,99665
4dxra_4dxta,500,False,test,fold1,0.10714285714285715,0.25,True,9,0.5,0.5,True,250886
4gqcc_4gqcb,100,True,dev,fold1,-0.4437340153452686,0.17391304347826086,False,16,-0.43094629156010233,0.30434782608695654,False,47584
4gqcc_4gqcb,200,True,dev,fold1,-0.4437340153452686,0.17391304347826086,False,16,-0.3273657289002558,0.2608695652173913,False,95231
4gqcc_4gqcb,500,True,dev,fold1,-0.3286445012787724,0.34782608695652173,False,16,-0.2851662404092072,0.391304347826087,False,238268
4h2aa_3j9ca,100,True,dev,fold1,0.0023809523809523864,0.05,False,15,0.05,0.05,False,224338
4h2aa_3j9ca,200,True,dev,fold1,0.0023809523809523864,0.05,False,15,0.1523809523809524,0.2,False,456548
4h2aa_3j9ca,500,True,dev,fold1,0.0,0.0,False,15,0.20238095238095238,0.25,True,1149664
4j3of_2jmra,100,False,test,fold1,0.19047619047619047,0.3333333333333333,False,11,0.3333333333333333,0.3333333333333333,True,44458
4j3of_2jmra,200,False,test,fold1,0.3333333333333333,0.3333333333333333,False,12,0.3333333333333333,0.3333333333333333,True,87995
4j3of_2jmra,500,False,test,fold1,0.3333333333333333,0.3333333333333333,True,10,0.5,0.5,True,220658
4jphb_5hk5h,100,False,test,fold2,0.14285714285714285,0.14285714285714285,False,8,0.35714285714285715,0.35714285714285715,True,29572
4jphb_5hk5h,200,False,test,fold2,0.14285714285714285,0.14285714285714285,False,4,0.35714285714285715,0.35714285714285715,True,57587
4jphb_5hk5h,500,False,test,fold2,0.14285714285714285,0.14285714285714285,False,9,0.35714285714285715,0.35714285714285715,True,145715
4nc9c_4n9wa,100,True,dev,fold2,0.09523809523809523,0.09523809523809523,False,16,0.14285714285714285,0.14285714285714285,False,104212
4nc9c_4n9wa,200,True,dev,fold2,0.09523809523809523,0.09523809523809523,False,16,0.14285714285714285,0.14285714285714285,False,208742
4nc9c_4n9wa,500,True,dev,fold2,0.14285714285714285,0.14285714285714285,False,16,0.19047619047619047,0.19047619047619047,False,521723
4o0pa_4o01d,100,True,test,fold1,0.0,0.0,False,12,0.15,0.15,False,118704
4o0pa_4o01d,200,True,test,fold1,0.0,0.0,False,8,0.2,0.2,False,237343
4o0pa_4o01d,500,True,test,fold1,0.05,0.05,False,7,0.2,0.2,False,593176
4ow6b_4ae0a,100,True,dev,fold2,0.0,0.0,False,16,0.07655502392344499,0.18181818181818182,False,156634
4ow6b_4ae0a,200,True,dev,fold2,0.0,0.0,False,16,0.1291866028708134,0.18181818181818182,False,314540
4ow6b_4ae0a,500,True,dev,fold2,0.0,0.0,False,16,0.18181818181818182,0.18181818181818182,False,797018
4phqa_2wcdx,100,False,test,fold1,0.3333333333333333,0.3333333333333333,False,4,0.6666666666666666,0.6666666666666666,True,73543
4phqa_2wcdx,200,False,test,fold1,0.3333333333333333,0.3333333333333333,True,9,0.6666666666666666,0.6666666666666666,True,148307
4phqa_2wcdx,500,False,test,fold1,0.2708333333333333,0.3333333333333333,True,9,0.6666666666666666,0.6666666666666666,True,366929
4pyia_4pyja,100,True,test,fold1,0.0026315789473684154,0.05263157894736842,False,9,0.13552631578947366,0.21052631578947367,False,60415
4pyia_4pyja,200,True,test,fold1,0.0,0.0,False,13,0.2131578947368421,0.2631578947368421,True,122534
4pyia_4pyja,500,True,test,fold1,0.05263157894736842,0.05263157894736842,False,14,0.2131578947368421,0.2631578947368421,True,306353
4qhfa_4qhha,100,True,dev,fold1,0.0888888888888889,0.2,False,16,0.0962962962962963,0.13333333333333333,False,30421
4qhfa_4qhha,200,True,dev,fold1,0.0962962962962963,0.13333333333333333,False,16,0.0962962962962963,0.13333333333333333,False,60761
4qhfa_4qhha,500,True,dev,fold1,0.15555555555555556,0.26666666666666666,True,16,0.15555555555555556,0.26666666666666666,True,150890
4rmbb_4rmba,100,False,test,fold1,1.0,1.0,False,11,1.0,1.0,True,44371
4rmbb_4rmba,200,False,test,fold1,0.5,0.5,False,5,1.0,1.0,True,88751
4rmbb_4rmba,500,False,test,fold1,0.0,0.0,False,6,1.0,1.0,True,220364
4rwna_4rwqb,100,True,dev,fold1,-0.15000000000000002,0.35,False,16,-0.025000000000000022,0.35,False,114934
4rwna_4rwqb,200,True,dev,fold1,-0.2625,0.3,False,16,-0.025000000000000022,0.35,False,229235
4rwna_4rwqb,500,True,dev,fold1,-0.2625,0.3,False,16,-0.025000000000000022,0.35,False,572231
4uv2d_4q79f,100,False,dev,fold2,0.0,0.0,False,0,0.0,0.0,False,60934
4uv2d_4q79f,200,False,dev,fold2,0.0,0.0,False,0,0.0,0.0,False,123029
4uv2d_4q79f,500,False,dev,fold2,0.0,0.0,False,0,1.0,1.0,False,310532
4y0mj_4xwsd,100,True,test,fold2,0.21153846153846156,0.46153846153846156,True,16,0.35096153846153844,0.5384615384615384,True,59773
4y0mj_4xwsd,200,True,test,fold2,0.5048076923076923,0.6923076923076923,True,16,0.5048076923076923,0.6923076923076923,True,118877
4y0mj_4xwsd,500,True,test,fold2,0.5048076923076923,0.6923076923076923,True,16,0.5048076923076923,0.6923076923076923,True,295973
4ydqb_4twaa,100,True,test,fold1,-0.18888888888888888,0.1111111111111111,False,16,0.13518518518518519,0.18518518518518517,False,165469
4ydqb_4twaa,200,True,test,fold1,-0.17685185185185187,0.14814814814814814,False,16,0.13518518518518519,0.18518518518518517,False,333500
4ydqb_4twaa,500,True,test,fold1,-0.23981481481481481,0.18518518518518517,False,16,0.13518518518518519,0.18518518518518517,False,839855
4yhdg_7ahle,100,True,dev,fold1,0.21581920903954802,0.26666666666666666,False,16,0.21581920903954802,0.26666666666666666,False,88366
4yhdg_7ahle,200,True,dev,fold1,0.09943502824858758,0.13333333333333333,False,16,0.29943502824858753,0.3333333333333333,False,178880
4yhdg_7ahle,500,True,dev,fold1,0.16610169491525426,0.2,False,16,0.38305084745762713,0.4,False,448037
4zrbc_4zrbh,100,False,test,fold2,0.0,0.3333333333333333,False,16,0.25,0.3333333333333333,True,33889
4zrbc_4zrbh,200,False,test,fold2,0.0,0.3333333333333333,False,16,0.25,0.3333333333333333,True,68633
4zrbc_4zrbh,500,False,test,fold2,0.0,0.3333333333333333,False,16,0.25,0.3333333333333333,True,171791
5aoeb_5ly6b,100,True,dev,fold1,-0.03913043478260869,0.2,False,16,0.05054347826086958,0.1375,False,162187
5aoeb_5ly6b,200,True,dev,fold1,-0.03913043478260869,0.2,False,16,0.05054347826086958,0.1375,False,324353
5aoeb_5ly6b,500,True,dev,fold1,-0.08333333333333331,0.25,False,16,0.06884057971014493,0.25,False,806150
5c1va_5c1vb,100,True,test,fold1,-0.4722222222222222,0.027777777777777776,False,16,-0.1865079365079365,0.027777777777777776,False,111616
5c1va_5c1vb,200,True,test,fold1,-0.46825396825396826,0.05555555555555555,False,16,-0.1865079365079365,0.027777777777777776,False,223268
5c1va_5c1vb,500,True,test,fold1,-0.28174603174603174,0.027777777777777776,False,16,-0.16269841269841268,0.027777777777777776,False,555851
5f5rb_5f3ka,100,False,test,fold2,0.1935483870967742,0.1935483870967742,False,13,0.1935483870967742,0.1935483870967742,False,54787
5f5rb_5f3ka,200,False,test,fold2,0.16129032258064516,0.16129032258064516,False,14,0.1935483870967742,0.1935483870967742,True,110177
5f5rb_5f3ka,500,False,test,fold2,0.0967741935483871,0.0967741935483871,False,10,0.25806451612903225,0.25806451612903225,True,276947
5flue_2uy7d,100,False,test,fold1,0.3055555555555556,0.4166666666666667,True,15,0.36111111111111116,0.5833333333333334,True,36100
5flue_2uy7d,200,False,test,fold1,0.19444444444444448,0.4166666666666667,True,16,0.5833333333333334,0.5833333333333334,True,71912
5flue_2uy7d,500,False,test,fold1,0.2222222222222222,0.3333333333333333,True,16,0.5833333333333334,0.5833333333333334,True,179741
5hmga_3ztje,100,True,test,fold1,0.07142857142857142,0.07142857142857142,False,16,0.14285714285714285,0.14285714285714285,False,103855
5hmga_3ztje,200,True,test,fold1,0.015873015873015872,0.07142857142857142,False,16,0.14285714285714285,0.14285714285714285,False,207656
5hmga_3ztje,500,True,test,fold1,0.07142857142857142,0.07142857142857142,False,16,0.14285714285714285,0.14285714285714285,False,514979
5i2ma_5i2sa,100,True,test,fold1,0.05555555555555555,0.05555555555555555,False,15,0.05555555555555555,0.05555555555555555,False,140122
5i2ma_5i2sa,200,True,test,fold1,0.05555555555555555,0.05555555555555555,False,15,0.1111111111111111,0.1111111111111111,False,280808
5i2ma_5i2sa,500,True,test,fold1,0.05555555555555555,0.05555555555555555,False,14,0.1111111111111111,0.1111111111111111,False,705065
5jyta_2qkee,100,False,test,fold1,-0.3133208255159475,0.07692307692307693,False,16,0.12945590994371484,0.15384615384615385,False,26695
5jyta_2qkee,200,False,test,fold1,-0.33646028767979985,0.10256410256410256,False,16,0.12945590994371484,0.15384615384615385,False,53561
5jyta_2qkee,500,False,test,fold1,-0.09631019387116949,0.02564102564102564,False,16,0.12945590994371484,0.15384615384615385,False,134072
5jzha_5jztg,100,True,test,fold1,0.2903225806451613,0.2903225806451613,False,16,0.35178727114210984,0.41935483870967744,False,159256
5jzha_5jztg,200,True,test,fold1,0.28727114210985183,0.3548387096774194,True,16,0.4110723626852659,0.45161290322580644,True,319046
5jzha_5jztg,500,True,test,fold1,0.25806451612903225,0.25806451612903225,True,16,0.45161290322580644,0.45161290322580644,True,799517
5keqf_1dzla,100,False,dev,fold2,0.0,0.0,False,16,0.5,0.5,True,175738
5keqf_1dzla,200,False,dev,fold2,0.0,0.0,False,16,0.5,0.5,True,348815
5keqf_1dzla,500,False,dev,fold2,0.0,0.0,False,15,0.5,0.5,True,871596
5l35d_5l35g,100,True,test,fold1,-0.08070175438596491,0.05263157894736842,False,16,0.024561403508771923,0.15789473684210525,False,120916
5l35d_5l35g,200,True,test,fold1,-0.014035087719298248,0.05263157894736842,False,16,0.024561403508771923,0.15789473684210525,False,242159
5l35d_5l35g,500,True,test,fold1,-0.2,0.0,False,15,0.03859649122807017,0.10526315789473684,False,605437
6c6sd_2ougc,100,True,test,fold1,-0.08793103448275862,0.05,False,16,-0.08793103448275862,0.05,False,40690
6c6sd_2ougc,200,True,test,fold1,-0.08793103448275862,0.05,False,16,-0.08793103448275862,0.05,False,80831
6c6sd_2ougc,500,True,test,fold1,-0.03793103448275861,0.1,False,16,-0.03793103448275861,0.1,False,203020
