mode,target_id,candidate_id,n_residues,budget,valid,error,final_marker_present,terminated,generated_tokens,raw_hypothesis_markers,hypotheses,nonempty_hypotheses,final_contacts,final_f1
natural,afdb:AF-A0A6D2JV33-F1,0,218,6313,False,incomplete contact triple,False,False,7750,12,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,1,218,6313,False,missing final prediction or end marker,False,False,7750,13,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,2,218,6313,False,incomplete contact triple,False,False,7750,12,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,3,218,6313,False,missing final prediction or end marker,False,False,7750,13,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,4,218,6313,False,missing final prediction or end marker,False,False,7750,13,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,5,218,6313,False,missing final prediction or end marker,False,False,7750,13,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,6,218,6313,False,incomplete contact triple,False,False,7750,12,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,7,218,6313,False,missing final prediction or end marker,False,False,7750,13,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,0,151,6849,False,incomplete contact triple,False,False,7884,20,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,1,151,6849,False,incomplete contact triple,False,False,7884,19,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,2,151,6849,False,incomplete contact triple,False,False,7884,22,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,3,151,6849,False,missing final prediction or end marker,False,False,7884,24,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,4,151,6849,False,incomplete contact triple,False,False,7884,23,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,5,151,6849,False,contact must be followed by two position tokens,False,False,7884,19,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,6,151,6849,False,missing final prediction or end marker,False,False,7884,21,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,7,151,6849,False,missing final prediction or end marker,False,False,7884,24,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,0,173,6673,False,unexpected token '<end>' at history offset 6493,False,True,6494,22,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,1,173,6673,False,unexpected token '<end>' at history offset 7246,False,True,7247,22,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,2,173,6673,False,unexpected token '<end>' at history offset 6755,False,True,6756,20,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,3,173,6673,False,unexpected token '<end>' at history offset 6356,False,True,6357,20,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,4,173,6673,False,unexpected token '<end>' at history offset 6540,False,True,6541,21,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,5,173,6673,False,unexpected token '<end>' at history offset 7218,False,True,7219,21,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,6,173,6673,False,unexpected token '<end>' at history offset 6542,False,True,6543,23,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,7,173,6673,False,unexpected token '<end>' at history offset 6691,False,True,6692,22,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,0,163,6753,False,missing final prediction or end marker,False,False,7860,18,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,1,163,6753,False,contact must be followed by two position tokens,False,False,7860,20,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,2,163,6753,False,contact must be followed by two position tokens,False,False,7860,21,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,3,163,6753,False,incomplete contact triple,False,False,7860,17,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,4,163,6753,False,missing final prediction or end marker,False,False,7860,21,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,5,163,6753,False,contact must be followed by two position tokens,False,False,7860,20,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,6,163,6753,False,contact must be followed by two position tokens,False,False,7860,26,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,7,163,6753,False,missing final prediction or end marker,False,False,7860,18,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,0,158,6793,False,incomplete contact triple,False,False,7870,20,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,1,158,6793,False,missing final prediction or end marker,False,False,7870,22,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,2,158,6793,False,unexpected token '<end>' at history offset 7321,False,True,7322,19,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,3,158,6793,False,unexpected token '<end>' at history offset 683,False,True,684,2,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,4,158,6793,False,unexpected token '<end>' at history offset 695,False,True,696,2,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,5,158,6793,False,incomplete contact triple,False,False,7870,20,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,6,158,6793,False,unexpected token '<end>' at history offset 319,False,True,320,1,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,7,158,6793,False,missing final prediction or end marker,False,False,7870,22,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,0,132,7001,False,contact must be followed by two position tokens,False,False,7922,21,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,1,132,7001,False,unexpected token '<end>' at history offset 473,False,True,474,2,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,2,132,7001,False,unexpected token '<end>' at history offset 6831,False,True,6832,24,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,3,132,7001,False,unexpected token '<end>' at history offset 6707,False,True,6708,23,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,4,132,7001,False,contact must be followed by two position tokens,False,False,7922,26,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,5,132,7001,False,contact must be followed by two position tokens,False,False,7922,21,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,6,132,7001,False,contact must be followed by two position tokens,False,False,7922,23,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,7,132,7001,False,unexpected token '<end>' at history offset 1178,False,True,1179,5,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,0,161,6769,False,unexpected token '<end>' at history offset 352,False,True,353,1,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,1,161,6769,False,incomplete contact triple,False,False,7864,20,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,2,161,6769,False,incomplete contact triple,False,False,7864,20,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,3,161,6769,False,unexpected token '<end>' at history offset 7303,False,True,7304,19,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,4,161,6769,False,unexpected token '<end>' at history offset 6738,False,True,6739,18,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,5,161,6769,False,contact must be followed by two position tokens,False,False,7864,19,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,6,161,6769,False,missing final prediction or end marker,False,False,7864,19,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,7,161,6769,False,missing final prediction or end marker,False,False,7864,19,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,0,348,5273,False,incomplete contact triple,False,False,7490,3,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,1,348,5273,False,incomplete contact triple,False,False,7490,4,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,2,348,5273,False,incomplete contact triple,False,False,7490,3,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,3,348,5273,False,missing final prediction or end marker,False,False,7490,2,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,4,348,5273,False,incomplete contact triple,False,False,7490,4,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,5,348,5273,False,unexpected token '<end>' at history offset 1111,False,True,1112,1,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,6,348,5273,False,incomplete contact triple,False,False,7490,4,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,7,348,5273,False,incomplete contact triple,False,False,7490,4,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,0,292,5721,False,incomplete contact triple,False,False,7602,5,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,1,292,5721,False,incomplete contact triple,False,False,7602,4,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,2,292,5721,False,incomplete contact triple,False,False,7602,5,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,3,292,5721,False,unexpected token '<end>' at history offset 1865,False,True,1866,2,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,4,292,5721,False,incomplete contact triple,False,False,7602,5,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,5,292,5721,False,incomplete contact triple,False,False,7602,4,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,6,292,5721,False,unexpected token '<end>' at history offset 1955,False,True,1956,2,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,7,292,5721,False,incomplete contact triple,False,False,7602,4,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,0,108,7193,False,unexpected token '<end>' at history offset 6638,False,True,6639,23,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,1,108,7193,False,unexpected token '<end>' at history offset 7129,False,True,7130,25,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,2,108,7193,False,unexpected token '<end>' at history offset 298,False,True,299,1,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,3,108,7193,False,unexpected token '<end>' at history offset 7100,False,True,7101,23,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,4,108,7193,False,contact must be followed by two position tokens,False,False,7970,25,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,5,108,7193,False,contact must be followed by two position tokens,False,True,7456,23,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,6,108,7193,False,unexpected token '<end>' at history offset 7233,False,True,7234,24,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,7,108,7193,False,unexpected token '<end>' at history offset 7094,False,True,7095,23,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,0,255,6017,False,missing final prediction or end marker,False,False,7676,11,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,1,255,6017,False,unexpected token '<end>' at history offset 2184,False,True,2185,3,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,2,255,6017,False,unexpected token '<end>' at history offset 646,False,True,647,1,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,3,255,6017,False,unexpected token '<end>' at history offset 778,False,True,779,1,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,4,255,6017,False,incomplete contact triple,False,False,7676,12,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,5,255,6017,False,missing final prediction or end marker,False,False,7676,11,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,6,255,6017,False,unexpected token '<end>' at history offset 658,False,True,659,1,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,7,255,6017,False,incomplete contact triple,False,False,7676,9,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,0,134,6985,False,contact must be followed by two position tokens,False,False,7918,20,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,1,134,6985,False,contact must be followed by two position tokens,False,False,7918,21,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,2,134,6985,False,unexpected token '<end>' at history offset 6906,False,True,6907,18,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,3,134,6985,False,unexpected token '<end>' at history offset 6847,False,True,6848,19,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,4,134,6985,False,incomplete contact triple,False,False,7918,20,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,5,134,6985,False,contact must be followed by two position tokens,False,False,7918,20,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,6,134,6985,False,contact must be followed by two position tokens,False,False,7918,21,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,7,134,6985,False,incomplete contact triple,False,False,7918,20,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,0,134,6985,False,incomplete contact triple,False,False,7918,24,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,1,134,6985,False,incomplete contact triple,False,False,7918,23,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,2,134,6985,False,incomplete contact triple,False,False,7918,26,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,3,134,6985,False,missing final prediction or end marker,False,False,7918,28,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,4,134,6985,False,unexpected token '<end>' at history offset 6966,False,True,6967,24,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,5,134,6985,False,incomplete contact triple,False,False,7918,21,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,6,134,6985,False,incomplete contact triple,False,False,7918,20,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,7,134,6985,False,incomplete contact triple,False,False,7918,24,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,0,206,2048,False,unexpected token '<begin_statements>' at history offset 2660,True,False,3412,6,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,1,206,2048,False,unexpected token '<begin_statements>' at history offset 2562,True,False,3413,7,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,2,206,2048,False,unexpected token '<begin_statements>' at history offset 2481,True,False,3413,8,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,3,206,2048,False,unexpected token '<begin_statements>' at history offset 2525,True,False,3412,6,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,4,206,2048,False,unexpected token '<begin_statements>' at history offset 2540,True,False,3412,6,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,5,206,2048,False,unexpected token '<begin_statements>' at history offset 2517,True,False,3413,7,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,6,206,2048,False,unexpected token '<begin_statements>' at history offset 2657,True,False,3412,6,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,7,206,2048,False,unexpected token '<begin_statements>' at history offset 2505,True,False,3413,7,0,0,0,0.0
forced,afdb:AF-A0A023B953-F1,0,236,1024,False,unexpected token '<begin_statements>' at history offset 1686,True,False,2567,4,0,0,0,0.0
forced,afdb:AF-A0A023B953-F1,1,236,1024,False,unexpected token '<begin_statements>' at history offset 1704,True,False,2567,4,0,0,0,0.0
forced,afdb:AF-A0A023B953-F1,2,236,1024,False,unexpected token '<begin_statements>' at history offset 1671,True,False,2567,4,0,0,0,0.0
