mode,target_id,candidate_id,n_residues,budget,valid,error,final_marker_present,terminated,generated_tokens,raw_hypothesis_markers,hypotheses,nonempty_hypotheses,final_contacts,final_f1
natural,afdb:AF-A0A3M0CI41-F1,1,132,7001,False,unexpected token '<begin_statements>' at history offset 3816,True,True,6490,21,0,0,0,0.0
natural,afdb:AF-A0A3M0CI41-F1,2,132,7001,False,contact must be followed by two position tokens,True,False,7922,15,0,0,0,0.0
natural,afdb:AF-A0A3M0CI41-F1,3,132,7001,False,unexpected token '<end>' at history offset 211,False,True,212,1,0,0,0,0.0
natural,afdb:AF-A0A3M0CI41-F1,4,132,7001,False,unexpected token '<final-prediction>' at history offset 6841,True,True,7920,15,0,0,0,0.0
natural,afdb:AF-A0A3M0CI41-F1,5,132,7001,False,unexpected token '<begin_statements>' at history offset 3834,True,True,7177,16,0,0,0,0.0
natural,afdb:AF-A0A3M0CI41-F1,6,132,7001,False,unexpected token '<begin_statements>' at history offset 4203,True,True,6354,16,0,0,0,0.0
natural,afdb:AF-A0A3M0CI41-F1,7,132,7001,False,unexpected token '<begin_statements>' at history offset 2868,True,True,4400,17,0,0,0,0.0
natural,afdb:AF-A0A3N7ZB61-F1,0,321,5489,False,incomplete contact triple,False,False,7544,1,0,0,0,0.0
natural,afdb:AF-A0A3N7ZB61-F1,1,321,5489,False,incomplete contact triple,False,False,7544,1,0,0,0,0.0
natural,afdb:AF-A0A3N7ZB61-F1,2,321,5489,False,incomplete contact triple,True,False,7544,3,0,0,0,0.0
natural,afdb:AF-A0A3N7ZB61-F1,3,321,5489,False,position outside contacts-v1 ring,False,False,7544,2,0,0,0,0.0
natural,afdb:AF-A0A3N7ZB61-F1,4,321,5489,False,incomplete contact triple,False,False,7544,1,0,0,0,0.0
natural,afdb:AF-A0A3N7ZB61-F1,5,321,5489,False,incomplete contact triple,False,False,7544,1,0,0,0,0.0
natural,afdb:AF-A0A3N7ZB61-F1,6,321,5489,False,unexpected token '<p760>' at history offset 5842,False,False,7544,1,0,0,0,0.0
natural,afdb:AF-A0A3N7ZB61-F1,7,321,5489,False,incomplete contact triple,False,False,7544,1,0,0,0,0.0
natural,afdb:AF-A0A497H822-F1,0,251,6049,False,incomplete contact triple,False,False,7684,6,0,0,0,0.0
natural,afdb:AF-A0A497H822-F1,1,251,6049,False,contact must be followed by two position tokens,False,False,7684,5,0,0,0,0.0
natural,afdb:AF-A0A497H822-F1,2,251,6049,False,contact must be followed by two position tokens,False,False,7684,2,0,0,0,0.0
natural,afdb:AF-A0A497H822-F1,3,251,6049,False,contact must be followed by two position tokens,False,False,7684,4,0,0,0,0.0
natural,afdb:AF-A0A497H822-F1,4,251,6049,False,incomplete contact triple,False,False,7684,3,0,0,0,0.0
natural,afdb:AF-A0A497H822-F1,5,251,6049,False,incomplete contact triple,False,False,7684,2,0,0,0,0.0
natural,afdb:AF-A0A497H822-F1,6,251,6049,False,contact must be followed by two position tokens,True,False,7684,3,0,0,0,0.0
natural,afdb:AF-A0A497H822-F1,7,251,6049,False,contact must be followed by two position tokens,False,False,7684,1,0,0,0,0.0
natural,afdb:AF-A0A4C1Y3M6-F1,0,164,6745,False,incomplete contact triple,False,False,7858,5,0,0,0,0.0
natural,afdb:AF-A0A4C1Y3M6-F1,1,164,6745,False,out-of-sequence or short-range generated contact,True,True,6999,7,0,0,0,0.0
natural,afdb:AF-A0A4C1Y3M6-F1,2,164,6745,False,unexpected token '<final-prediction>' at history offset 7442,True,False,7858,10,0,0,0,0.0
natural,afdb:AF-A0A4C1Y3M6-F1,3,164,6745,False,unexpected token '<final-prediction>' at history offset 7225,True,False,7858,6,0,0,0,0.0
natural,afdb:AF-A0A4C1Y3M6-F1,4,164,6745,False,unexpected token '<final-prediction>' at history offset 6894,True,False,7858,5,0,0,0,0.0
natural,afdb:AF-A0A4C1Y3M6-F1,5,164,6745,False,unexpected token '<p301>' at history offset 6470,True,False,7858,5,0,0,0,0.0
natural,afdb:AF-A0A4C1Y3M6-F1,6,164,6745,False,contact must be followed by two position tokens,True,False,7858,3,0,0,0,0.0
natural,afdb:AF-A0A4C1Y3M6-F1,7,164,6745,False,unexpected token '<final-prediction>' at history offset 6805,True,False,7858,6,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,0,218,6313,False,incomplete contact triple,True,False,7750,5,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,1,218,6313,False,contact must be followed by two position tokens,False,False,7750,1,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,2,218,6313,False,missing final prediction or end marker,False,False,7750,7,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,3,218,6313,False,missing final prediction or end marker,False,False,7750,7,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,4,218,6313,False,missing final prediction or end marker,False,False,7750,1,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,5,218,6313,False,unexpected token '<p1430>' at history offset 6273,True,False,7750,6,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,6,218,6313,False,incomplete contact triple,False,False,7750,3,0,0,0,0.0
natural,afdb:AF-A0A6D2JV33-F1,7,218,6313,False,contact must be followed by two position tokens,False,False,7750,4,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,0,151,6849,False,out-of-sequence or short-range generated contact,True,True,7135,17,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,1,151,6849,False,missing final prediction or end marker,False,False,7884,15,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,2,151,6849,False,unexpected token '<p253>' at history offset 4670,False,True,6617,18,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,3,151,6849,False,unexpected token '<begin_statements>' at history offset 5260,True,False,7884,14,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,4,151,6849,False,unexpected token '<final-prediction>' at history offset 6664,True,False,7884,15,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,5,151,6849,False,unexpected token '<end>' at history offset 2355,False,True,2356,6,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,6,151,6849,False,unexpected token '<begin_statements>' at history offset 5746,True,False,7884,15,0,0,0,0.0
natural,afdb:AF-A0A7Z9Y145-F1,7,151,6849,False,unexpected token '<begin_statements>' at history offset 5871,True,False,7884,16,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,0,173,6673,False,unexpected token '<begin_statements>' at history offset 5575,True,True,6529,7,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,1,173,6673,False,incomplete contact triple,True,False,7840,7,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,2,173,6673,False,missing final prediction or end marker,False,False,7840,7,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,3,173,6673,False,contact must be followed by two position tokens,False,False,7840,3,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,4,173,6673,False,incomplete contact triple,True,False,7840,4,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,5,173,6673,False,contact must be followed by two position tokens,True,False,7840,11,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,6,173,6673,False,missing final prediction or end marker,False,False,7840,7,0,0,0,0.0
natural,afdb:AF-A0A815WMA6-F1,7,173,6673,False,unexpected token '<final-prediction>' at history offset 7288,True,False,7840,12,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,0,163,6753,False,incomplete contact triple,True,False,7860,9,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,1,163,6753,False,contact must be followed by two position tokens,False,False,7860,1,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,2,163,6753,False,missing final prediction or end marker,True,False,7860,14,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,3,163,6753,False,unexpected token '<p1174>' at history offset 7572,False,False,7860,6,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,4,163,6753,False,contact must be followed by two position tokens,False,False,7860,1,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,5,163,6753,False,incomplete contact triple,False,False,7860,11,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,6,163,6753,False,incomplete contact triple,False,False,7860,4,0,0,0,0.0
natural,afdb:AF-T1AV83-F1,7,163,6753,False,incomplete contact triple,True,False,7860,9,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,0,158,6793,False,contact must be followed by two position tokens,True,False,7870,12,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,1,158,6793,False,unexpected token '<p173>' at history offset 6321,False,False,7870,9,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,2,158,6793,False,contact must be followed by two position tokens,True,False,7870,14,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,3,158,6793,False,missing final prediction or end marker,False,False,7870,7,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,4,158,6793,False,incomplete contact triple,False,False,7870,5,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,5,158,6793,False,unexpected token '<begin_statements>' at history offset 3816,True,True,7111,11,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,6,158,6793,False,unexpected token '<final-prediction>' at history offset 7485,True,False,7870,11,0,0,0,0.0
natural,esm:0000436d9b0fd313f22cb7e9d8eecd1b,7,158,6793,False,incomplete contact triple,False,False,7870,8,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,0,132,7001,False,incomplete contact triple,False,False,7922,12,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,1,132,7001,False,contact must be followed by two position tokens,True,False,7922,10,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,2,132,7001,False,unexpected token '<p1148>' at history offset 6278,True,False,7922,9,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,3,132,7001,False,incomplete contact triple,True,False,7922,11,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,4,132,7001,False,unexpected token '<p1154>' at history offset 4237,True,False,7922,9,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,5,132,7001,False,contact must be followed by two position tokens,True,False,7922,6,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,6,132,7001,False,missing final prediction or end marker,False,False,7922,8,0,0,0,0.0
natural,esm:00006e0cc08f6811d06e26109f635a8e,7,132,7001,False,incomplete contact triple,True,False,7922,17,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,0,161,6769,False,incomplete contact triple,False,False,7864,6,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,1,161,6769,False,missing final prediction or end marker,False,False,7864,7,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,2,161,6769,False,unexpected token '<p183>' at history offset 6553,False,False,7864,7,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,3,161,6769,False,contact must be followed by two position tokens,False,False,7864,1,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,4,161,6769,False,incomplete contact triple,False,False,7864,8,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,5,161,6769,False,contact must be followed by two position tokens,False,False,7864,2,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,6,161,6769,False,unexpected token '<final-prediction>' at history offset 7648,True,False,7864,3,0,0,0,0.0
natural,esm:0000719068762cf99fef9ac191d9d000,7,161,6769,False,contact must be followed by two position tokens,True,False,7864,5,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,0,348,5273,False,missing final prediction or end marker,False,False,7490,2,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,1,348,5273,False,missing final prediction or end marker,False,False,7490,2,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,2,348,5273,False,missing final prediction or end marker,False,False,7490,2,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,3,348,5273,False,unexpected token '<p1413>' at history offset 7178,True,False,7490,1,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,4,348,5273,False,unexpected token '<p1697>' at history offset 7127,False,False,7490,2,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,5,348,5273,False,incomplete contact triple,False,False,7490,1,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,6,348,5273,False,missing final prediction or end marker,False,False,7490,2,0,0,0,0.0
natural,esm:0000791f2e0eab7c82eec856a673ce28,7,348,5273,False,incomplete contact triple,True,False,7490,2,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,0,292,5721,False,contact must be followed by two position tokens,False,False,7602,1,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,1,292,5721,False,incomplete contact triple,False,False,7602,1,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,2,292,5721,False,incomplete contact triple,False,False,7602,1,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,3,292,5721,False,incomplete contact triple,False,False,7602,1,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,4,292,5721,False,contact must be followed by two position tokens,False,False,7602,1,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,5,292,5721,False,incomplete contact triple,False,False,7602,1,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,6,292,5721,False,incomplete contact triple,False,False,7602,1,0,0,0,0.0
natural,esm:00009aff61bfb81530c64f5cd63afddc,7,292,5721,False,incomplete contact triple,False,False,7602,1,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,0,108,7193,False,unexpected token '<p1474>' at history offset 3724,False,False,7970,5,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,1,108,7193,False,contact must be followed by two position tokens,True,False,7970,13,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,2,108,7193,False,contact must be followed by two position tokens,True,False,7970,6,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,3,108,7193,False,contact must be followed by two position tokens,False,False,7970,10,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,4,108,7193,False,unexpected token '<final-prediction>' at history offset 7395,True,False,7970,8,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,5,108,7193,False,contact must be followed by two position tokens,True,False,7970,11,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,6,108,7193,False,contact must be followed by two position tokens,True,False,7970,7,0,0,0,0.0
natural,esm:0000aff5d2b25dbef209d2b224400539,7,108,7193,False,unexpected token '<end>' at history offset 319,False,True,320,1,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,0,255,6017,False,out-of-sequence or short-range generated contact,True,True,6605,3,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,1,255,6017,False,incomplete contact triple,False,False,7676,1,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,2,255,6017,False,incomplete contact triple,True,False,7676,8,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,3,255,6017,False,incomplete contact triple,False,False,7676,4,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,4,255,6017,False,missing final prediction or end marker,False,False,7676,5,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,5,255,6017,False,unexpected token '<final-prediction>' at history offset 4554,True,True,6366,5,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,6,255,6017,False,unexpected token '<begin_statements>' at history offset 6352,True,True,7413,7,0,0,0,0.0
natural,esm:0000e43142af73ba1254dc52c898fcb6,7,255,6017,False,incomplete contact triple,True,False,7676,9,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,0,134,6985,False,incomplete contact triple,False,False,7918,5,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,1,134,6985,False,contact must be followed by two position tokens,True,True,6047,8,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,2,134,6985,False,incomplete contact triple,False,False,7918,12,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,3,134,6985,False,incomplete contact triple,False,False,7918,3,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,4,134,6985,False,missing final prediction or end marker,True,False,7918,9,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,5,134,6985,False,incomplete contact triple,False,False,7918,5,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,6,134,6985,False,contact must be followed by two position tokens,True,False,7918,8,0,0,0,0.0
natural,esm:00011d4810d4918d4092138bbc6b0f22,7,134,6985,False,unexpected token '<final-prediction>' at history offset 6810,True,False,7918,8,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,0,134,6985,False,unexpected token '<p1775>' at history offset 7591,False,False,7918,13,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,1,134,6985,False,contact must be followed by two position tokens,True,False,7918,10,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,2,134,6985,False,incomplete contact triple,True,False,7918,11,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,3,134,6985,False,missing final prediction or end marker,False,False,7918,13,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,4,134,6985,False,incomplete contact triple,False,False,7918,14,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,5,134,6985,False,incomplete contact triple,False,False,7918,11,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,6,134,6985,False,contact must be followed by two position tokens,True,False,7918,15,0,0,0,0.0
natural,esm:00012ca6bbd6262c16bf70b58b0bc173,7,134,6985,False,unexpected token '<end>' at history offset 6420,False,True,6421,15,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,0,206,2048,False,unexpected token '<begin_statements>' at history offset 2863,True,False,3411,5,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,1,206,2048,False,unexpected token '<begin_statements>' at history offset 2845,True,False,3411,4,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,2,206,2048,False,unexpected token '<begin_statements>' at history offset 2678,True,False,3412,6,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,3,206,2048,False,unexpected token '<begin_statements>' at history offset 3065,True,False,3412,2,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,4,206,2048,False,incomplete contact triple,True,False,3411,3,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,5,206,2048,False,unexpected token '<begin_statements>' at history offset 2799,True,False,3413,3,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,6,206,2048,False,unexpected token '<begin_statements>' at history offset 2621,True,False,3412,6,0,0,0,0.0
forced,afdb:AF-A0A017HM21-F1,7,206,2048,False,unexpected token '<begin_statements>' at history offset 2703,True,False,3413,4,0,0,0,0.0
