target_id,forced,budget,candidates,valid_fraction,final_f1,sections_per_trajectory,multi_fraction,empty_sections_per_trajectory,hypothesis_jaccard,hypothesis_union_recall,generated_tokens,final_r_precision_all,final_auc_all,final_r_precision_short,final_auc_short,final_r_precision_medium,final_auc_medium,final_r_precision_long,final_auc_long,draft_vote_r_precision_all,draft_vote_auc_all,draft_vote_r_precision_short,draft_vote_auc_short,draft_vote_r_precision_medium,draft_vote_auc_medium,draft_vote_r_precision_long,draft_vote_auc_long
afdb:AF-A0A6D2JV33-F1,False,6313,8,0.0,0.0,0.0,0.0,0.0,,0.0,62000,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
afdb:AF-A0A0A0LEI7-F1,False,4817,8,0.0,0.0,0.0,0.0,0.0,,0.0,27785,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
afdb:AF-A0A3N7ZB61-F1,False,5489,8,0.0,0.0,0.0,0.0,0.0,,0.0,33138,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
afdb:AF-A0A023B953-F1,False,6169,8,0.0,0.0,0.0,0.0,0.0,,0.0,61712,0.004273504273504274,0.5,0.045454545454545456,0.5,0.0,0.5,0.0,0.5,0.004273504273504274,0.5,0.045454545454545456,0.5,0.0,0.5,0.0,0.5
afdb:AF-A0A3M0CI41-F1,False,7001,8,0.0,0.0,0.0,0.0,0.0,,0.0,60986,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
afdb:AF-A0A0C9R476-F1,False,7193,8,0.0,0.0,0.0,0.0,0.0,,0.0,62916,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:00006e0cc08f6811d06e26109f635a8e,False,7001,8,0.0,0.0,0.0,0.0,0.0,,0.0,46881,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:0000436d9b0fd313f22cb7e9d8eecd1b,False,6793,8,0.0,0.0,0.0,0.0,0.0,,0.0,40502,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:0000719068762cf99fef9ac191d9d000,False,6769,8,0.0,0.0,0.0,0.0,0.0,,0.0,53716,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:0000791f2e0eab7c82eec856a673ce28,False,5273,8,0.0,0.0,0.0,0.0,0.0,,0.0,53542,0.00516795865633075,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.00516795865633075,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:0000aff5d2b25dbef209d2b224400539,False,7193,8,0.0,0.0,0.0,0.0,0.0,,0.0,50924,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:00011d4810d4918d4092138bbc6b0f22,False,6985,8,0.0,0.0,0.0,0.0,0.0,,0.0,61263,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:00012ca6bbd6262c16bf70b58b0bc173,False,6985,8,0.0,0.0,0.0,0.0,0.0,,0.0,62393,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:0000e43142af73ba1254dc52c898fcb6,False,6017,8,0.0,0.0,0.0,0.0,0.0,,0.0,34974,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
esm:00009aff61bfb81530c64f5cd63afddc,False,5721,8,0.0,0.0,0.0,0.0,0.0,,0.0,49434,0.014925373134328358,0.5,0.05714285714285714,0.5,0.023809523809523808,0.5,0.011627906976744186,0.5,0.014925373134328358,0.5,0.05714285714285714,0.5,0.023809523809523808,0.5,0.011627906976744186,0.5
