mode,stem,split,L,range,consensus_published,consensus_valid_only,mean_emission_fixed_r,best_emission_fixed_r,mean_frequency_fixed_r,best_frequency_fixed_r,mean_random_order_fixed_r,best_within_map_truth_ranking,mean_map_recall,union_recall,mean_contacts_over_r,fraction_maps_shorter_than_r,mean_cardinality_ceiling,best_cardinality_ceiling,fraction_maps_longer_than_r,unique_maps,true_contacts_seen_once_fraction,true_contacts_seen_at_most_five_fraction,true_contacts_seen_majority_fraction,blind_frequency_selected,blind_nll_selected,invalid,R,union_size,best_emission_1,best_map_recall_1,best_emission_5,best_map_recall_5,best_emission_10,best_map_recall_10,best_emission_25,best_map_recall_25,best_emission_50,best_map_recall_50,best_emission_100,best_map_recall_100
full_g05_pa_all,7xi5_A,test,65,all,0.8571428571428571,0.8333333333333334,0.7245238095238097,0.8333333333333334,0.7402380952380951,0.8571428571428571,0.7197826828577957,0.8809523809523809,0.7433333333333333,1.0,0.9988095238095238,0.4,0.9640476190476192,1.0,0.48,100,0.023809523809523808,0.047619047619047616,0.7380952380952381,0.8571428571428571,0.5952380952380952,2,42,117,0.6904761904761905,0.6904761904761905,0.8095238095238095,0.8333333333333334,0.8095238095238095,0.8809523809523809,0.8095238095238095,0.8809523809523809,0.8333333333333334,0.8809523809523809,0.8333333333333334,0.8809523809523809
full_g05_pa_all,7xi5_A,test,65,long,0.782608695652174,0.782608695652174,0.6734782608695653,0.8695652173913043,0.6791304347826087,0.8695652173913043,0.6723189122471731,0.8695652173913043,0.6813043478260868,1.0,0.9300000000000002,0.66,0.9160869565217393,1.0,0.15,100,0.043478260869565216,0.043478260869565216,0.6521739130434783,0.8260869565217391,0.5217391304347826,2,23,72,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043
full_iid_single,8b6e_A,test,66,all,0.8181818181818182,0.8181818181818182,0.6761363636363638,0.8181818181818182,0.6777272727272728,0.8181818181818182,0.6761877236752354,0.8181818181818182,0.6777272727272728,0.9772727272727273,0.8861363636363636,0.94,0.8838636363636363,1.0,0.05,100,0.022727272727272728,0.045454545454545456,0.7045454545454546,0.7954545454545454,0.5681818181818182,0,44,138,0.7045454545454546,0.7045454545454546,0.75,0.75,0.75,0.75,0.7954545454545454,0.7954545454545454,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
full_iid_single,8b6e_A,test,66,long,0.7894736842105263,0.7894736842105263,0.6926315789473686,0.8947368421052632,0.695263157894737,0.8947368421052632,0.6923460925039874,0.8947368421052632,0.696842105263158,1.0,0.8789473684210526,0.84,0.8726315789473683,1.0,0.09,99,0.05263157894736842,0.10526315789473684,0.7368421052631579,0.7894736842105263,0.631578947368421,0,19,51,0.6842105263157895,0.6842105263157895,0.7368421052631579,0.7894736842105263,0.7368421052631579,0.7894736842105263,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632
full_g05_pa_all,8b6e_A,test,66,all,0.7954545454545454,0.7954545454545454,0.6870454545454548,0.8181818181818182,0.6879545454545456,0.8181818181818182,0.686419516160682,0.8181818181818182,0.6881818181818184,0.9545454545454546,0.8699999999999999,0.93,0.8672727272727272,1.0,0.04,100,0.022727272727272728,0.045454545454545456,0.75,0.75,0.6363636363636364,0,44,115,0.6818181818181818,0.6818181818181818,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7954545454545454,0.7954545454545454,0.7954545454545454,0.7954545454545454,0.8181818181818182,0.8181818181818182
full_g05_pa_all,8b6e_A,test,66,long,0.7894736842105263,0.7894736842105263,0.7210526315789477,0.8421052631578947,0.7278947368421055,0.8421052631578947,0.7219163620513737,0.8421052631578947,0.7278947368421055,0.8947368421052632,0.9021052631578946,0.78,0.8931578947368419,1.0,0.09,85,0.0,0.05263157894736842,0.7894736842105263,0.7894736842105263,0.6842105263157895,0,19,39,0.7368421052631579,0.7368421052631579,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947
full_iid_single,8b2g_A,test,74,all,0.6610169491525424,0.6610169491525424,0.47186440677966096,0.6440677966101694,0.4947457627118645,0.6610169491525424,0.4690227609486054,0.6610169491525424,0.4954237288135594,1.0,1.0383050847457627,0.31,0.9784745762711864,1.0,0.63,100,0.03389830508474576,0.05084745762711865,0.4745762711864407,0.576271186440678,0.576271186440678,1,59,600,0.4915254237288136,0.5084745762711864,0.6271186440677966,0.6440677966101694,0.6271186440677966,0.6440677966101694,0.6271186440677966,0.6440677966101694,0.6271186440677966,0.6440677966101694,0.6440677966101694,0.6610169491525424
full_iid_single,8b2g_A,test,74,long,0.5454545454545454,0.5454545454545454,0.3468181818181818,0.5909090909090909,0.4063636363636364,0.6363636363636364,0.3411830045564048,0.6818181818181818,0.4136363636363637,1.0,1.2131818181818181,0.11,0.9872727272727272,1.0,0.8,100,0.0,0.045454545454545456,0.3181818181818182,0.5,0.4090909090909091,1,22,314,0.45454545454545453,0.5,0.5,0.5909090909090909,0.5,0.5909090909090909,0.5,0.5909090909090909,0.5454545454545454,0.6818181818181818,0.5909090909090909,0.6818181818181818
full_g05_pa_all,8b2g_A,test,74,all,0.6779661016949152,0.6949152542372882,0.5020338983050848,0.6949152542372882,0.5252542372881356,0.711864406779661,0.4975533342974239,0.7457627118644068,0.5266101694915255,1.0,1.045593220338983,0.32,0.978813559322034,1.0,0.59,100,0.0,0.1016949152542373,0.5423728813559322,0.711864406779661,0.576271186440678,4,59,523,0.559322033898305,0.576271186440678,0.6101694915254238,0.6440677966101694,0.6610169491525424,0.6610169491525424,0.6779661016949152,0.711864406779661,0.6949152542372882,0.7457627118644068,0.6949152542372882,0.7457627118644068
full_g05_pa_all,8b2g_A,test,74,long,0.5454545454545454,0.5454545454545454,0.3790909090909092,0.6818181818181818,0.44636363636363624,0.6818181818181818,0.3668918770339872,0.7272727272727273,0.45818181818181813,1.0,1.2663636363636364,0.06,0.994090909090909,1.0,0.87,100,0.0,0.13636363636363635,0.4090909090909091,0.5909090909090909,0.5,4,22,281,0.5,0.6818181818181818,0.5,0.6818181818181818,0.5,0.6818181818181818,0.5909090909090909,0.6818181818181818,0.5909090909090909,0.7272727272727273,0.6818181818181818,0.7272727272727273
full_iid_single,7pv5_A,test,81,all,0.765625,0.765625,0.651875,0.8125,0.67265625,0.8125,0.6504888041196304,0.8125,0.6753125,1.0,1.02265625,0.3,0.98265625,1.0,0.63,100,0.0,0.046875,0.71875,0.75,0.65625,0,64,346,0.546875,0.59375,0.6875,0.6875,0.71875,0.71875,0.765625,0.765625,0.765625,0.78125,0.8125,0.8125
full_iid_single,7pv5_A,test,81,long,0.8048780487804879,0.8048780487804879,0.6412195121951219,0.8292682926829268,0.6734146341463414,0.8292682926829268,0.640626300620212,0.8292682926829268,0.6787804878048779,1.0,1.046829268292683,0.3,0.9841463414634145,1.0,0.63,100,0.0,0.024390243902439025,0.7317073170731707,0.7560975609756098,0.6585365853658537,0,41,226,0.5853658536585366,0.6097560975609756,0.7317073170731707,0.7317073170731707,0.7317073170731707,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.8292682926829268,0.8292682926829268,0.8292682926829268
full_g05_pa_all,7pv5_A,test,81,all,0.765625,0.765625,0.67234375,0.796875,0.6834375,0.796875,0.667289567895394,0.828125,0.68484375,1.0,0.9975,0.53,0.96890625,1.0,0.41,100,0.015625,0.078125,0.703125,0.78125,0.671875,0,64,281,0.71875,0.75,0.71875,0.75,0.78125,0.78125,0.78125,0.828125,0.78125,0.828125,0.796875,0.828125
full_g05_pa_all,7pv5_A,test,81,long,0.7560975609756098,0.7560975609756098,0.6429268292682927,0.7804878048780488,0.6639024390243901,0.7804878048780488,0.637991160716711,0.8048780487804879,0.6668292682926829,1.0,1.018780487804878,0.41,0.9702439024390245,1.0,0.52,100,0.024390243902439025,0.07317073170731707,0.7073170731707317,0.7560975609756098,0.6585365853658537,0,41,189,0.7073170731707317,0.7317073170731707,0.7317073170731707,0.7317073170731707,0.7804878048780488,0.7804878048780488,0.7804878048780488,0.7804878048780488,0.7804878048780488,0.8048780487804879,0.7804878048780488,0.8048780487804879
full_iid_single,7xp9_A,dev,84,all,0.3333333333333333,0.3333333333333333,0.15644444444444447,0.37777777777777777,0.18466666666666662,0.4222222222222222,0.1535560246611587,0.4222222222222222,0.18955555555555548,0.9777777777777777,1.2284444444444444,0.14,0.9717777777777777,1.0,0.84,100,0.022222222222222223,0.24444444444444444,0.08888888888888889,0.15555555555555556,0.08888888888888889,0,45,1061,0.15555555555555556,0.15555555555555556,0.17777777777777778,0.2222222222222222,0.3111111111111111,0.3333333333333333,0.3111111111111111,0.3333333333333333,0.37777777777777777,0.4222222222222222,0.37777777777777777,0.4222222222222222
full_iid_single,7xp9_A,dev,84,long,0.25925925925925924,0.25925925925925924,0.09962962962962964,0.37037037037037035,0.11444444444444443,0.37037037037037035,0.09505831246347166,0.4074074074074074,0.12111111111111111,1.0,1.2511111111111113,0.17,0.9514814814814815,1.0,0.78,100,0.037037037037037035,0.3333333333333333,0.0,0.07407407407407407,0.0,0,27,713,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.14814814814814814,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37037037037037035,0.4074074074074074
full_g05_pa_all,7xp9_A,dev,84,all,0.3111111111111111,0.3111111111111111,0.19288888888888883,0.5111111111111111,0.2142222222222222,0.5555555555555556,0.1858665495796774,0.6,0.21999999999999997,0.9777777777777777,1.1802222222222225,0.16,0.9717777777777777,1.0,0.81,100,0.022222222222222223,0.26666666666666666,0.17777777777777778,0.2,0.13333333333333333,0,45,870,0.15555555555555556,0.17777777777777778,0.17777777777777778,0.2222222222222222,0.35555555555555557,0.4444444444444444,0.35555555555555557,0.4444444444444444,0.5111111111111111,0.6,0.5111111111111111,0.6
full_g05_pa_all,7xp9_A,dev,84,long,0.2962962962962963,0.2962962962962963,0.13407407407407404,0.4444444444444444,0.1496296296296296,0.5185185185185185,0.13074647068559184,0.7037037037037037,0.15925925925925924,0.9629629629629629,1.1781481481481482,0.25,0.9488888888888889,1.0,0.68,100,0.0,0.25925925925925924,0.07407407407407407,0.07407407407407407,0.037037037037037035,0,27,568,0.037037037037037035,0.07407407407407407,0.18518518518518517,0.25925925925925924,0.3333333333333333,0.4074074074074074,0.3333333333333333,0.4074074074074074,0.4444444444444444,0.7037037037037037,0.4444444444444444,0.7037037037037037
full_iid_single,8eb9_A,test,95,all,0.15492957746478872,0.15492957746478872,0.0580281690140845,0.4647887323943662,0.05971830985915493,0.49295774647887325,0.05847385557692314,0.5211267605633803,0.0608450704225352,0.9295774647887324,0.706338028169014,0.88,0.6919718309859155,1.0,0.12,100,0.08450704225352113,0.5352112676056338,0.0,0.22535211267605634,0.0,0,71,1660,0.07042253521126761,0.07042253521126761,0.4647887323943662,0.5211267605633803,0.4647887323943662,0.5211267605633803,0.4647887323943662,0.5211267605633803,0.4647887323943662,0.5211267605633803,0.4647887323943662,0.5211267605633803
full_iid_single,8eb9_A,test,95,long,0.16666666666666666,0.16666666666666666,0.03805555555555555,0.5277777777777778,0.03944444444444445,0.5277777777777778,0.037645660752748944,0.5555555555555556,0.04138888888888889,0.9166666666666666,0.6922222222222223,0.81,0.6519444444444444,1.0,0.19,100,0.1111111111111111,0.6111111111111112,0.0,0.2777777777777778,0.0,0,36,1012,0.05555555555555555,0.05555555555555555,0.5277777777777778,0.5555555555555556,0.5277777777777778,0.5555555555555556,0.5277777777777778,0.5555555555555556,0.5277777777777778,0.5555555555555556,0.5277777777777778,0.5555555555555556
full_g05_pa_all,8eb9_A,test,95,all,0.2676056338028169,0.2676056338028169,0.07915492957746478,0.4788732394366197,0.08056338028169013,0.49295774647887325,0.07844748849736143,0.5352112676056338,0.08253521126760564,0.9154929577464789,0.76,0.84,0.7343661971830987,1.0,0.13,100,0.056338028169014086,0.323943661971831,0.0,0.16901408450704225,0.0,0,71,1477,0.028169014084507043,0.028169014084507043,0.4788732394366197,0.5352112676056338,0.4788732394366197,0.5352112676056338,0.4788732394366197,0.5352112676056338,0.4788732394366197,0.5352112676056338,0.4788732394366197,0.5352112676056338
full_g05_pa_all,8eb9_A,test,95,long,0.2777777777777778,0.2777777777777778,0.05611111111111112,0.4444444444444444,0.05833333333333334,0.4722222222222222,0.05512091247688973,0.5277777777777778,0.06277777777777778,0.8888888888888888,0.7522222222222221,0.76,0.6938888888888887,1.0,0.23,100,0.05555555555555555,0.4166666666666667,0.0,0.08333333333333333,0.0,0,36,893,0.027777777777777776,0.027777777777777776,0.4444444444444444,0.5277777777777778,0.4444444444444444,0.5277777777777778,0.4444444444444444,0.5277777777777778,0.4444444444444444,0.5277777777777778,0.4444444444444444,0.5277777777777778
full_iid_single,7y8i_A,test,97,all,0.8313253012048193,0.8313253012048193,0.7531325301204816,0.8313253012048193,0.7728915662650602,0.8433734939759037,0.7525812629176987,0.8674698795180723,0.7803614457831324,1.0,1.0297590361445783,0.23,0.9920481927710842,1.0,0.65,100,0.0,0.03614457831325301,0.8433734939759037,0.8192771084337349,0.7108433734939759,0,83,203,0.7710843373493976,0.8072289156626506,0.7951807228915663,0.8072289156626506,0.7951807228915663,0.8192771084337349,0.8192771084337349,0.8313253012048193,0.8313253012048193,0.8674698795180723,0.8313253012048193,0.8674698795180723
full_iid_single,7y8i_A,test,97,long,0.8297872340425532,0.8297872340425532,0.7400000000000001,0.851063829787234,0.7514893617021278,0.8297872340425532,0.7397139277581687,0.8723404255319149,0.7557446808510639,1.0,0.9874468085106385,0.51,0.9655319148936171,1.0,0.35,100,0.0,0.02127659574468085,0.8297872340425532,0.7872340425531915,0.7021276595744681,0,47,117,0.7872340425531915,0.7872340425531915,0.7872340425531915,0.7872340425531915,0.7872340425531915,0.8297872340425532,0.7872340425531915,0.851063829787234,0.851063829787234,0.8723404255319149,0.851063829787234,0.8723404255319149
full_g05_pa_all,7y8i_A,test,97,all,0.8072289156626506,0.8072289156626506,0.7648192771084337,0.8192771084337349,0.7793975903614458,0.8554216867469879,0.7626262952904793,0.8674698795180723,0.7854216867469881,0.9879518072289156,1.019277108433735,0.29,0.9890361445783132,1.0,0.6,100,0.012048192771084338,0.060240963855421686,0.8072289156626506,0.7951807228915663,0.7228915662650602,0,83,176,0.7831325301204819,0.8192771084337349,0.7831325301204819,0.8192771084337349,0.7951807228915663,0.8192771084337349,0.8192771084337349,0.8192771084337349,0.8192771084337349,0.8674698795180723,0.8192771084337349,0.8674698795180723
full_g05_pa_all,7y8i_A,test,97,long,0.8085106382978723,0.8085106382978723,0.7508510638297874,0.851063829787234,0.7600000000000001,0.851063829787234,0.7491585744226767,0.851063829787234,0.7642553191489363,1.0,0.9836170212765957,0.54,0.9634042553191489,1.0,0.38,100,0.02127659574468085,0.0851063829787234,0.7872340425531915,0.8085106382978723,0.6808510638297872,0,47,100,0.7659574468085106,0.8085106382978723,0.7659574468085106,0.8085106382978723,0.8085106382978723,0.8297872340425532,0.8085106382978723,0.8297872340425532,0.851063829787234,0.851063829787234,0.851063829787234,0.851063829787234
full_iid_single,7y54_A,test,100,all,0.819047619047619,0.819047619047619,0.6362857142857142,0.7904761904761904,0.6379047619047619,0.8,0.63659562765848,0.8,0.6379047619047619,0.9904761904761905,0.9116190476190477,0.9,0.9097142857142857,1.0,0.09,100,0.0,0.0380952380952381,0.6666666666666666,0.8,0.6285714285714286,0,105,457,0.7047619047619048,0.7142857142857143,0.7047619047619048,0.7142857142857143,0.7238095238095238,0.7238095238095238,0.7333333333333333,0.7333333333333333,0.780952380952381,0.7904761904761904,0.7904761904761904,0.8
full_iid_single,7y54_A,test,100,long,0.8448275862068966,0.8448275862068966,0.658448275862069,0.8448275862068966,0.6653448275862069,0.8448275862068966,0.6580148652769298,0.8448275862068966,0.6655172413793105,0.9827586206896551,0.9524137931034482,0.66,0.9408620689655173,1.0,0.24,100,0.0,0.06896551724137931,0.7068965517241379,0.7931034482758621,0.6724137931034483,0,58,267,0.7758620689655172,0.8103448275862069,0.7758620689655172,0.8103448275862069,0.7758620689655172,0.8103448275862069,0.7758620689655172,0.8103448275862069,0.8448275862068966,0.8448275862068966,0.8448275862068966,0.8448275862068966
full_g05_pa_all,7y54_A,test,100,all,0.8095238095238095,0.8095238095238095,0.6598095238095237,0.8,0.6599047619047618,0.8095238095238095,0.6596798941798941,0.8095238095238095,0.6599047619047618,0.9809523809523809,0.8873333333333335,0.98,0.8870476190476191,1.0,0.01,100,0.0,0.01904761904761905,0.7333333333333333,0.8095238095238095,0.5333333333333333,0,105,399,0.7142857142857143,0.7142857142857143,0.7523809523809524,0.7523809523809524,0.8,0.8095238095238095,0.8,0.8095238095238095,0.8,0.8095238095238095,0.8,0.8095238095238095
full_g05_pa_all,7y54_A,test,100,long,0.8448275862068966,0.8448275862068966,0.6910344827586207,0.8275862068965517,0.6932758620689655,0.8448275862068966,0.6903814038736452,0.8620689655172413,0.6939655172413792,0.9655172413793104,0.9327586206896548,0.84,0.9277586206896551,1.0,0.11,100,0.0,0.034482758620689655,0.7931034482758621,0.8103448275862069,0.5344827586206896,0,58,230,0.7413793103448276,0.7586206896551724,0.8103448275862069,0.8103448275862069,0.8103448275862069,0.8275862068965517,0.8103448275862069,0.8620689655172413,0.8275862068965517,0.8620689655172413,0.8275862068965517,0.8620689655172413
full_iid_single,7y8h_A,test,100,all,0.7710843373493976,0.7710843373493976,0.7050602409638553,0.8072289156626506,0.7162650602409638,0.8072289156626506,0.7035164568926102,0.8192771084337349,0.7177108433734939,0.9879518072289156,0.9948192771084338,0.56,0.9739759036144577,1.0,0.39,100,0.012048192771084338,0.03614457831325301,0.7108433734939759,0.7831325301204819,0.7469879518072289,0,83,280,0.6144578313253012,0.6385542168674698,0.7469879518072289,0.7469879518072289,0.7831325301204819,0.7951807228915663,0.7831325301204819,0.7951807228915663,0.7951807228915663,0.8192771084337349,0.8072289156626506,0.8192771084337349
full_iid_single,7y8h_A,test,100,long,0.8163265306122449,0.8163265306122449,0.7240816326530611,0.8775510204081632,0.7326530612244898,0.8775510204081632,0.7219191527943074,0.8775510204081632,0.7334693877551021,1.0,0.9687755102040818,0.62,0.9524489795918366,1.0,0.29,100,0.0,0.02040816326530612,0.7346938775510204,0.8163265306122449,0.7959183673469388,0,49,153,0.6122448979591837,0.673469387755102,0.7551020408163265,0.7959183673469388,0.7551020408163265,0.7959183673469388,0.7755102040816326,0.8163265306122449,0.8367346938775511,0.8367346938775511,0.8775510204081632,0.8775510204081632
full_g05_pa_all,7y8h_A,test,100,all,0.7951807228915663,0.7951807228915663,0.7267469879518074,0.8192771084337349,0.7296385542168674,0.8313253012048193,0.7257363823537564,0.8674698795180723,0.7304819277108434,0.9879518072289156,0.9546987951807231,0.75,0.9483132530120483,1.0,0.17,100,0.012048192771084338,0.03614457831325301,0.7590361445783133,0.8313253012048193,0.7349397590361446,0,83,235,0.6867469879518072,0.6987951807228916,0.7951807228915663,0.8674698795180723,0.7951807228915663,0.8674698795180723,0.7951807228915663,0.8674698795180723,0.8192771084337349,0.8674698795180723,0.8192771084337349,0.8674698795180723
full_g05_pa_all,7y8h_A,test,100,long,0.7959183673469388,0.7959183673469388,0.7393877551020409,0.8367346938775511,0.7406122448979591,0.8571428571428571,0.7385182103610675,0.8775510204081632,0.7410204081632653,1.0,0.9273469387755101,0.82,0.9240816326530612,1.0,0.1,100,0.0,0.02040816326530612,0.7755102040816326,0.7959183673469388,0.7142857142857143,0,49,128,0.7346938775510204,0.7346938775510204,0.8367346938775511,0.8775510204081632,0.8367346938775511,0.8775510204081632,0.8367346938775511,0.8775510204081632,0.8367346938775511,0.8775510204081632,0.8367346938775511,0.8775510204081632
full_iid_single,7y5j_A,test,102,all,0.7802197802197802,0.7802197802197802,0.6503296703296704,0.7802197802197802,0.6727472527472527,0.8021978021978022,0.6487494999389004,0.8021978021978022,0.6768131868131868,0.978021978021978,1.0312087912087913,0.28,0.9870329670329672,1.0,0.68,100,0.01098901098901099,0.02197802197802198,0.7472527472527473,0.7252747252747253,0.6043956043956044,0,91,416,0.6373626373626373,0.6373626373626373,0.6923076923076923,0.7142857142857143,0.7802197802197802,0.8021978021978022,0.7802197802197802,0.8021978021978022,0.7802197802197802,0.8021978021978022,0.7802197802197802,0.8021978021978022
full_iid_single,7y5j_A,test,102,long,0.72,0.72,0.6204,0.78,0.6552000000000001,0.76,0.6200735660659492,0.78,0.6632000000000002,0.96,1.0594,0.23,0.987,1.0,0.7,100,0.02,0.04,0.72,0.7,0.64,0,50,251,0.64,0.64,0.66,0.68,0.72,0.74,0.74,0.74,0.78,0.78,0.78,0.78
