mode,stem,seed,sample,ranking_score,status
single_seq,8h02_A,5,0,0.06932885944843292,ok
single_seq,8h5s_A,4,0,0.0701889917254448,ok
single_seq,8hbt_A,3,0,0.05240785703063011,ok
single_seq,8hd2_A,4,0,0.07066679000854492,ok
single_seq,8he1_A,1,0,0.09943654388189316,ok
single_seq,8axs_A,4,0,0.1271381676197052,ok
single_seq,8hnq_A,1,0,0.12525902688503265,ok
single_seq,8hvd_A,3,0,0.14154145121574402,ok
single_seq,7xhz_A,3,0,0.09879451245069504,ok
single_seq,8hw8_A,4,0,0.12199937552213669,ok
single_seq,8hxs_A,5,0,0.047001130878925323,ok
single_seq,8ii8_A,4,0,0.17099304497241974,ok
single_seq,8ikx_A,3,0,0.16042552888393402,ok
single_seq,8irq_A,1,0,0.1246437355875969,ok
single_seq,8iym_A,4,0,0.16011404991149902,ok
single_seq,8j2n_A,5,0,0.0725308507680893,ok
single_seq,8j2x_A,1,0,0.09988904744386673,ok
single_seq,8jb3_A,5,0,0.07432541251182556,ok
single_seq,7wr2_A,5,0,0.14714336395263672,ok
single_seq,8j8y_A,4,0,0.17640040814876556,ok
single_seq,8j9r_A,2,0,0.07534950226545334,ok
single_seq,8jdg_A,2,0,0.08286982029676437,ok
single_seq,8jh8_A,1,0,0.11464966833591461,ok
single_seq,8jiy_A,4,0,0.14441297948360443,ok
single_seq,8jmy_A,3,0,0.060836311429739,ok
single_seq,8jn0_A,4,0,0.16121965646743774,ok
single_seq,8jup_A,5,0,0.05186834931373596,ok
single_seq,8jv2_A,4,0,0.05222412571310997,ok
single_seq,8jws_A,4,0,0.10431511700153351,ok
single_seq,8cjd_A,5,0,0.09786692261695862,ok
single_seq,8k2g_A,3,0,0.08383815735578537,ok
single_seq,8k2k_A,2,0,0.07121511548757553,ok
single_seq,8k2m_A,3,0,0.0717296376824379,ok
single_seq,8k4m_A,3,0,0.08576353639364243,ok
single_seq,8k5j_A,1,0,0.08466889709234238,ok
single_seq,8k7x_A,4,0,0.06934849917888641,ok
single_seq,8kg4_A,4,0,0.08792375028133392,ok
single_seq,8xrh_A,4,0,0.06055696681141853,ok
single_seq,8khv_A,3,0,0.10021907091140747,ok
single_seq,8kih_A,3,0,0.09504936635494232,ok
single_seq,8ok3_A,1,0,0.17448580265045166,ok
single_seq,8oqh_A,4,0,0.16450223326683044,ok
single_seq,8ork_A,3,0,0.0902174636721611,ok
single_seq,8os2_A,1,0,0.061353832483291626,ok
single_seq,8owf_A,2,0,0.08825931698083878,ok
single_seq,8osz_A,1,0,0.05789583921432495,ok
single_seq,8ovu_A,2,0,0.17927835881710052,ok
single_seq,8oxk_A,2,0,0.06495411694049835,ok
single_seq,8oxl_A,4,0,0.06667258590459824,ok
single_seq,8p2a_A,2,0,0.16411976516246796,ok
single_seq,8p5p_A,1,0,0.04288920387625694,ok
single_seq,8p5n_A,3,0,0.0996188148856163,ok
single_seq,7wu8_A,4,0,0.17627213895320892,ok
single_seq,8pak_A,3,0,0.17461460828781128,ok
single_seq,8paq_A,2,0,0.11903387308120728,ok
single_seq,8pb5_A,2,0,0.07121434807777405,ok
single_seq,8por_A,1,0,0.06441017985343933,ok
single_seq,8ptd_A,3,0,0.18722665309906006,ok
single_seq,8pu2_A,3,0,0.11893897503614426,ok
single_seq,8pvs_A,2,0,0.1391104906797409,ok
single_seq,8pw2_A,4,0,0.16863428056240082,ok
single_seq,8pxc_A,1,0,0.11164261400699615,ok
single_seq,8pxu_A,1,0,0.08368540555238724,ok
single_seq,8q1v_A,2,0,0.06681584566831589,ok
single_seq,8qb1_A,3,0,0.17898811399936676,ok
single_seq,8qd8_A,5,0,0.13792912662029266,ok
single_seq,8qjp_A,1,0,0.08586546033620834,ok
single_seq,8qlc_A,1,0,0.12016868591308594,ok
single_seq,8qoh_A,3,0,0.051915306597948074,ok
single_seq,8qpj_A,4,0,0.0980432778596878,ok
single_seq,8qq1_A,3,0,0.1546945422887802,ok
single_seq,8qle_A,3,0,0.10845755785703659,ok
single_seq,8qx6_A,5,0,0.13594995439052582,ok
single_seq,8r2c_A,1,0,0.05709496885538101,ok
single_seq,8r5n_A,3,0,0.06930939108133316,ok
single_seq,8ra0_A,4,0,0.07038947194814682,ok
single_seq,8rcw_A,5,0,0.10269512981176376,ok
single_seq,8rdd_A,2,0,0.13333703577518463,ok
single_seq,8re3_A,2,0,0.09152285754680634,ok
single_seq,8rom_A,2,0,0.07957997918128967,ok
single_seq,8an4_A,5,0,0.07502666115760803,ok
single_seq,8s5b_A,3,0,0.0839785635471344,ok
single_seq,8s9l_A,3,0,0.04623965546488762,ok
single_seq,8sot_A,2,0,0.1539534479379654,ok
single_seq,8spc_A,5,0,0.052743662148714066,ok
single_seq,8suc_A,3,0,0.18219277262687683,ok
single_seq,8sv7_A,5,0,0.0765232965350151,ok
single_seq,8sxs_A,3,0,0.1051064133644104,ok
single_seq,8t27_A,1,0,0.14625184237957,ok
single_seq,8t2j_A,3,0,0.0578685961663723,ok
single_seq,8t41_A,4,0,0.12543973326683044,ok
single_seq,8t4c_A,2,0,0.09796879440546036,ok
single_seq,8t8k_A,5,0,0.17309972643852234,ok
single_seq,8t93_A,2,0,0.06312648206949234,ok
single_seq,8t9n_A,4,0,0.15294896066188812,ok
single_seq,8te9_A,2,0,0.06606120616197586,ok
single_seq,8tfo_A,5,0,0.061128564178943634,ok
single_seq,8tfs_A,5,0,0.10794956982135773,ok
single_seq,8hic_A,5,0,0.09397699683904648,ok
single_seq,8ti5_A,1,0,0.07420191913843155,ok
single_seq,8tjg_A,1,0,0.07184571027755737,ok
single_seq,8tru_A,2,0,0.09926175326108932,ok
single_seq,8tse_A,5,0,0.050329554826021194,ok
single_seq,8tuk_A,1,0,0.07933279126882553,ok
single_seq,8tw1_A,4,0,0.055654074996709824,ok
single_seq,8tyh_A,5,0,0.10304198414087296,ok
single_seq,8u0i_A,5,0,0.1715063899755478,ok
single_seq,8u0x_A,3,0,0.05932462960481644,ok
single_seq,8u2f_A,5,0,0.06973568350076675,ok
single_seq,8ubs_A,1,0,0.10616117715835571,ok
single_seq,8uds_A,5,0,0.06539519131183624,ok
single_seq,8tls_A,2,0,0.17836712300777435,ok
single_seq,8ujw_A,2,0,0.05856971815228462,ok
single_seq,8uk7_A,3,0,0.17124520242214203,ok
single_seq,8upi_A,1,0,0.07163514941930771,ok
single_seq,8v3m_A,1,0,0.04453219100832939,ok
single_seq,8v6t_A,2,0,0.10923755168914795,ok
single_seq,8vcw_A,1,0,0.12955929338932037,ok
single_seq,8vh7_A,4,0,0.06919793784618378,ok
single_seq,8vpo_A,2,0,0.1079249382019043,ok
single_seq,8vqk_A,2,0,0.059240054339170456,ok
single_seq,8w6v_A,2,0,0.12162842601537704,ok
single_seq,8wac_A,1,0,0.1364138126373291,ok
single_seq,8wae_A,4,0,0.1806574910879135,ok
single_seq,8wcf_A,3,0,0.13145925104618073,ok
single_seq,8whj_A,5,0,0.17947080731391907,ok
single_seq,8whn_A,4,0,0.15916523337364197,ok
single_seq,8wik_A,2,0,0.07354540377855301,ok
single_seq,8wj5_A,4,0,0.06395670771598816,ok
single_seq,8kbl_A,3,0,0.10836618393659592,ok
single_seq,8wnj_A,4,0,0.10629939287900925,ok
single_seq,8wrx_A,5,0,0.18537162244319916,ok
single_seq,8wt3_A,2,0,0.07538185268640518,ok
single_seq,8wim_A,3,0,0.14415189623832703,ok
single_seq,8x7c_A,1,0,0.041408807039260864,ok
single_seq,8xf9_A,5,0,0.06413488835096359,ok
single_seq,8xjg_A,1,0,0.15020471811294556,ok
single_seq,8xpk_A,5,0,0.08791274577379227,ok
single_seq,8y9p_A,1,0,0.10328321903944016,ok
single_seq,8ye0_A,5,0,0.07524598389863968,ok
single_seq,8yxk_A,4,0,0.05783749371767044,ok
single_seq,8z4q_A,2,0,0.05610886216163635,ok
single_seq,8hel_A,4,0,0.09797951579093933,ok
single_seq,8zqf_A,4,0,0.10311271250247955,ok
single_seq,9azz_A,4,0,0.08357619494199753,ok
single_seq,9b1u_A,5,0,0.057585399597883224,ok
single_seq,9bks_A,3,0,0.08140634000301361,ok
single_seq,9bjx_A,1,0,0.13335959613323212,ok
single_seq,9cfj_A,4,0,0.12809915840625763,ok
single_seq,9crn_A,3,0,0.06372740119695663,ok
single_seq,9d91_A,4,0,0.10364196449518204,ok
single_seq,9etn_A,5,0,0.11666548252105713,ok
single_seq,9evq_A,5,0,0.12152083218097687,ok
single_seq,9fce_A,5,0,0.07337722927331924,ok
single_seq,9fgp_A,4,0,0.07274281978607178,ok
single_seq,9f9u_A,5,0,0.1613311618566513,ok
single_seq,9fow_A,4,0,0.07141298800706863,ok
single_seq,9fym_A,5,0,0.09681207686662674,ok
single_seq,9ijc_A,1,0,0.04757864773273468,ok
single_seq,9iuh_A,3,0,0.07600198686122894,ok
single_seq,9j0v_A,4,0,0.05631203204393387,ok
msa,7ur7_A,1,0,0.16711528599262238,ok
msa,8ah9_A,4,0,0.18272480368614197,ok
msa,8eov_A,5,0,0.17936347424983978,ok
msa,8fjf_A,1,0,0.18689905107021332,ok
msa,8gac_A,4,0,0.18719999492168427,ok
msa,8k7z_A,2,0,0.18818004429340363,ok
msa,8k83_A,3,0,0.18663480877876282,ok
msa,8k84_A,4,0,0.19063405692577362,ok
msa,8kcj_A,5,0,0.1876809298992157,ok
msa,8ka7_A,3,0,0.14430280029773712,ok
msa,8kac_A,3,0,0.1873200237751007,ok
msa,8oyy_A,1,0,0.18953756988048553,ok
msa,8qkd_A,3,0,0.1910032033920288,ok
msa,8qup_A,4,0,0.18380722403526306,ok
msa,8vc8_A,1,0,0.18081508576869965,ok
msa,8es6_A,3,0,0.1923949122428894,ok
msa,8ev4_A,5,0,0.1858724057674408,ok
msa,8ew1_A,1,0,0.19360333681106567,ok
msa,8ew9_A,4,0,0.19034132361412048,ok
msa,8ey3_A,5,0,0.17669783532619476,ok
msa,8ez6_A,5,0,0.17598435282707214,ok
msa,8ezw_A,3,0,0.1756582260131836,ok
msa,8f8n_A,3,0,0.14709655940532684,ok
msa,8f9o_A,5,0,0.19211998581886292,ok
msa,8fbc_A,5,0,0.18816842138767242,ok
msa,8jjq_A,2,0,0.1859917938709259,ok
msa,8fr5_A,5,0,0.18627101182937622,ok
msa,8fty_A,4,0,0.19292695820331573,ok
msa,8h2f_A,3,0,0.190673828125,ok
msa,8fz8_A,1,0,0.18871085345745087,ok
msa,8fz9_A,3,0,0.18912751972675323,ok
msa,8g0n_A,5,0,0.1894589066505432,ok
msa,8g1l_A,2,0,0.19392196834087372,ok
msa,8g1y_A,4,0,0.189991295337677,ok
msa,8g32_A,2,0,0.15591047704219818,ok
msa,8g52_A,5,0,0.1802765280008316,ok
msa,8g53_A,2,0,0.17749936878681183,ok
msa,8g5u_A,1,0,0.19278070330619812,ok
msa,8g64_A,1,0,0.18534651398658752,ok
msa,8gdl_A,3,0,0.19314803183078766,ok
msa,8gj9_A,4,0,0.18420617282390594,ok
msa,8gjw_A,1,0,0.18277403712272644,ok
msa,8gjy_A,4,0,0.18189440667629242,ok
msa,8gkd_A,1,0,0.1938108652830124,ok
msa,8gok_A,4,0,0.15641836822032928,ok
msa,8gr7_A,4,0,0.18807508051395416,ok
msa,8gqq_A,5,0,0.1788722574710846,ok
msa,8gtz_A,3,0,0.18283872306346893,ok
msa,8h02_A,4,0,0.17785488069057465,ok
msa,8h5s_A,1,0,0.1630951166152954,ok
msa,8hbt_A,4,0,0.18755699694156647,ok
msa,8hd2_A,2,0,0.19032834470272064,ok
msa,8he1_A,5,0,0.1752115935087204,ok
msa,8axs_A,3,0,0.194137305021286,ok
msa,8hnq_A,2,0,0.19001008570194244,ok
msa,8hvd_A,1,0,0.19248086214065552,ok
msa,7xhz_A,4,0,0.17984609305858612,ok
msa,8hw8_A,3,0,0.18601712584495544,ok
msa,8hxs_A,4,0,0.18748222291469574,ok
msa,8ii8_A,2,0,0.16455890238285065,ok
msa,8ikx_A,3,0,0.19140201807022095,ok
msa,8irq_A,5,0,0.18442893028259277,ok
msa,8iym_A,3,0,0.18747185170650482,ok
msa,8j2n_A,2,0,0.186951145529747,ok
msa,8j2x_A,5,0,0.1847415715456009,ok
msa,8jb3_A,4,0,0.17788009345531464,ok
msa,7wr2_A,2,0,0.17205627262592316,ok
msa,8j8y_A,3,0,0.17876742780208588,ok
msa,8j9r_A,1,0,0.18629013001918793,ok
msa,8jdg_A,5,0,0.18653878569602966,ok
msa,8jh8_A,3,0,0.19401875138282776,ok
msa,8jiy_A,1,0,0.18380466103553772,ok
msa,8jmy_A,3,0,0.18371568620204926,ok
msa,8jn0_A,4,0,0.19168901443481445,ok
msa,8jup_A,4,0,0.17926840484142303,ok
msa,8jv2_A,2,0,0.18600071966648102,ok
msa,8jws_A,2,0,0.1838981807231903,ok
msa,8cjd_A,4,0,0.19041286408901215,ok
msa,8k2g_A,4,0,0.1927701085805893,ok
msa,8k2k_A,5,0,0.19345059990882874,ok
msa,8k2m_A,1,0,0.18940997123718262,ok
msa,8k4m_A,5,0,0.18151997029781342,ok
msa,8k5j_A,4,0,0.18768945336341858,ok
msa,8k7x_A,2,0,0.1734839379787445,ok
msa,8kg4_A,1,0,0.18739686906337738,ok
msa,8xrh_A,5,0,0.1869927942752838,ok
msa,8khv_A,5,0,0.19265685975551605,ok
msa,8kih_A,5,0,0.18512609601020813,ok
msa,8ok3_A,2,0,0.18739448487758636,ok
msa,8oqh_A,4,0,0.16617274284362793,ok
msa,8ork_A,5,0,0.18910065293312073,ok
msa,8os2_A,2,0,0.16945956647396088,ok
msa,8owf_A,1,0,0.1923237293958664,ok
msa,8osz_A,4,0,0.18939821422100067,ok
msa,8ovu_A,5,0,0.18712790310382843,ok
msa,8oxk_A,5,0,0.1295843869447708,ok
msa,8oxl_A,4,0,0.18683643639087677,ok
msa,8p2a_A,1,0,0.19216910004615784,ok
msa,8p5p_A,5,0,0.1819847971200943,ok
msa,8p5n_A,2,0,0.18893668055534363,ok
msa,7wu8_A,4,0,0.17768354713916779,ok
msa,8pak_A,5,0,0.19069655239582062,ok
msa,8paq_A,5,0,0.18983297049999237,ok
msa,8pb5_A,5,0,0.17564189434051514,ok
msa,8por_A,1,0,0.18325363099575043,ok
msa,8ptd_A,2,0,0.19395004212856293,ok
msa,8pu2_A,5,0,0.18790046870708466,ok
msa,8pvs_A,3,0,0.1931709498167038,ok
msa,8pw2_A,5,0,0.17242838442325592,ok
msa,8pxc_A,4,0,0.14141356945037842,ok
msa,8pxu_A,5,0,0.18000991642475128,ok
msa,8q1v_A,5,0,0.1680227369070053,ok
msa,8qb1_A,5,0,0.18370413780212402,ok
msa,8qd8_A,1,0,0.18989934027194977,ok
msa,8qjp_A,3,0,0.19190721213817596,ok
msa,8qlc_A,3,0,0.1861618161201477,ok
msa,8qoh_A,2,0,0.1298932135105133,ok
msa,8qpj_A,3,0,0.19193777441978455,ok
msa,8qq1_A,2,0,0.188633993268013,ok
msa,8qle_A,2,0,0.18594957888126373,ok
msa,8qx6_A,3,0,0.19366826117038727,ok
msa,8r2c_A,1,0,0.19064758718013763,ok
msa,8r5n_A,4,0,0.18920347094535828,ok
msa,8ra0_A,3,0,0.17531506717205048,ok
msa,8rcw_A,3,0,0.1924307942390442,ok
msa,8rdd_A,2,0,0.1898835301399231,ok
msa,8re3_A,4,0,0.19058090448379517,ok
msa,8rom_A,5,0,0.1876816302537918,ok
msa,8an4_A,4,0,0.19005033373832703,ok
msa,8s5b_A,5,0,0.18126541376113892,ok
msa,8s9l_A,4,0,0.18318617343902588,ok
msa,8sot_A,2,0,0.1816631257534027,ok
msa,8spc_A,1,0,0.18073339760303497,ok
msa,8suc_A,4,0,0.1932126134634018,ok
msa,8sv7_A,1,0,0.19292540848255157,ok
msa,8sxs_A,1,0,0.19187478721141815,ok
msa,8t27_A,3,0,0.19078417122364044,ok
msa,8t2j_A,2,0,0.1905016303062439,ok
msa,8t41_A,2,0,0.19142431020736694,ok
msa,8t4c_A,3,0,0.18870598077774048,ok
msa,8t8k_A,3,0,0.1776038110256195,ok
msa,8t93_A,1,0,0.1643439382314682,ok
msa,8t9n_A,5,0,0.19169537723064423,ok
msa,8te9_A,3,0,0.181473508477211,ok
msa,8tfo_A,5,0,0.18242281675338745,ok
msa,8tfs_A,1,0,0.16814689338207245,ok
msa,8hic_A,5,0,0.18741494417190552,ok
msa,8ti5_A,4,0,0.19267694652080536,ok
msa,8tjg_A,4,0,0.1871033012866974,ok
msa,8tru_A,2,0,0.18841120600700378,ok
msa,8tse_A,3,0,0.18906854093074799,ok
msa,8tuk_A,3,0,0.16448701918125153,ok
msa,8tw1_A,2,0,0.13297827541828156,ok
msa,8tyh_A,2,0,0.16724316775798798,ok
msa,8u0i_A,1,0,0.17597097158432007,ok
msa,8u0x_A,1,0,0.18340052664279938,ok
msa,8u2f_A,2,0,0.17615647614002228,ok
msa,8ubs_A,4,0,0.1923905462026596,ok
msa,8uds_A,5,0,0.1693071573972702,ok
msa,8tls_A,5,0,0.18656794726848602,ok
msa,8ujw_A,2,0,0.15490201115608215,ok
msa,8uk7_A,5,0,0.1759018898010254,ok
msa,8upi_A,5,0,0.18586702644824982,ok
msa,8v3m_A,3,0,0.1922483891248703,ok
msa,8v6t_A,2,0,0.18414442241191864,ok
msa,8vcw_A,2,0,0.19490616023540497,ok
msa,8vh7_A,2,0,0.18909619748592377,ok
msa,8vpo_A,1,0,0.1915961056947708,ok
msa,8vqk_A,4,0,0.17595110833644867,ok
msa,8w6v_A,1,0,0.1846248060464859,ok
msa,8wac_A,2,0,0.18502162396907806,ok
msa,8wae_A,2,0,0.1814722716808319,ok
msa,8wcf_A,4,0,0.18707942962646484,ok
msa,8whj_A,1,0,0.1819673776626587,ok
msa,8whn_A,4,0,0.16940586268901825,ok
msa,8wik_A,4,0,0.18610121309757233,ok
msa,8wj5_A,5,0,0.18041716516017914,ok
msa,8kbl_A,2,0,0.17857204377651215,ok
msa,8wnj_A,4,0,0.18269570171833038,ok
msa,8wrx_A,1,0,0.16978128254413605,ok
msa,8wt3_A,1,0,0.19400496780872345,ok
msa,8wim_A,1,0,0.18549729883670807,ok
msa,8x7c_A,2,0,0.190640389919281,ok
msa,8xf9_A,4,0,0.18881969153881073,ok
msa,8xjg_A,3,0,0.15199443697929382,ok
msa,8xpk_A,4,0,0.19018979370594025,ok
msa,8y9p_A,3,0,0.17601893842220306,ok
msa,8ye0_A,4,0,0.1901381015777588,ok
msa,8yxk_A,4,0,0.16196410357952118,ok
msa,8z4q_A,3,0,0.19444595277309418,ok
msa,8hel_A,3,0,0.17295649647712708,ok
msa,8zqf_A,2,0,0.1856721192598343,ok
msa,9azz_A,3,0,0.1770256608724594,ok
msa,9b1u_A,3,0,0.18362632393836975,ok
msa,9bks_A,4,0,0.18297599256038666,ok
msa,9bjx_A,5,0,0.1957499384880066,ok
msa,9cfj_A,1,0,0.19097116589546204,ok
msa,9crn_A,5,0,0.18598981201648712,ok
msa,9d91_A,2,0,0.194777712225914,ok
msa,9etn_A,1,0,0.18872037529945374,ok
msa,9evq_A,1,0,0.18201957643032074,ok
msa,9fce_A,4,0,0.18606586754322052,ok
msa,9fgp_A,5,0,0.19226741790771484,ok
msa,9f9u_A,3,0,0.18740038573741913,ok
msa,9fow_A,5,0,0.17717896401882172,ok
msa,9fym_A,4,0,0.19130592048168182,ok
msa,9ijc_A,4,0,0.18227645754814148,ok
msa,9iuh_A,1,0,0.19463986158370972,ok
msa,9j0v_A,2,0,0.1842731088399887,ok
