stem,dataset,subset,eval_set,L,is_viral,kingdom,msa_volume,msa_depth,msa_neff,n_eff_0.62,query_len,range,cut,precision,predictor,depth_tier,neff_tier
5sbj_A,foldbench_monomer,foldbench_designed,eval-denovo,30,0.0,synthetic,foldbench,1.0,1.0,1.0,30.0,all,R,0.8823529411764706,Protenix-v2 + MSA,<10,<10
5sbj_A,foldbench_monomer,foldbench_designed,eval-denovo,30,0.0,synthetic,foldbench,1.0,1.0,1.0,30.0,long,R,0.75,Protenix-v2 + MSA,<10,<10
5sbj_A,foldbench_monomer,foldbench_designed,eval-denovo,30,0.0,synthetic,foldbench,1.0,1.0,1.0,30.0,all,R,0.4705882352941176,seq-KNN (decontaminated corpus),<10,<10
5sbj_A,foldbench_monomer,foldbench_designed,eval-denovo,30,0.0,synthetic,foldbench,1.0,1.0,1.0,30.0,all,AUC,0.7220442632498544,seq-KNN (decontaminated corpus),<10,<10
5sbj_A,foldbench_monomer,foldbench_designed,eval-denovo,30,0.0,synthetic,foldbench,1.0,1.0,1.0,30.0,long,R,0.25,seq-KNN (decontaminated corpus),<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,all,R,0.8666666666666667,MarinFold #232 m2-p06 (step 363k),<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,all,AUC,0.9974942456580876,MarinFold #232 m2-p06 (step 363k),<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,long,R,0.8709677419354839,MarinFold #232 m2-p06 (step 363k),<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,all,R,0.8166666666666667,ESMFold2,<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,long,R,0.7741935483870968,ESMFold2,<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,all,R,0.8333333333333334,Protenix-v2 single-seq,<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,long,R,0.8387096774193549,Protenix-v2 single-seq,<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,all,R,0.8333333333333334,Protenix-v2 + MSA,<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,long,R,0.8387096774193549,Protenix-v2 + MSA,<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,all,R,0.0,seq-KNN (decontaminated corpus),<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,all,AUC,0.4956057752667922,seq-KNN (decontaminated corpus),<10,<10
7ur7_A,foldbench_monomer,foldbench_designed,eval-denovo,70,0.0,synthetic,foldbench,1.0,1.0,1.0,70.0,long,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,all,R,0.9090909090909092,MarinFold #232 m2-p06 (step 363k),<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,all,AUC,0.9994405077553636,MarinFold #232 m2-p06 (step 363k),<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,long,R,0.7906976744186046,MarinFold #232 m2-p06 (step 363k),<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,all,R,0.9166666666666666,ESMFold2,<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,long,R,0.8372093023255814,ESMFold2,<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,all,R,0.9166666666666666,Protenix-v2 single-seq,<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,long,R,0.8372093023255814,Protenix-v2 single-seq,<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,all,R,0.9318181818181818,Protenix-v2 + MSA,<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,long,R,0.8372093023255814,Protenix-v2 + MSA,<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,all,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,all,AUC,0.5,seq-KNN (decontaminated corpus),<10,<10
8ah9_A,foldbench_monomer,foldbench_designed,eval-denovo,120,0.0,synthetic,foldbench,7.0,4.416666666666667,4.0,120.0,long,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,all,R,0.7793103448275862,MarinFold #232 m2-p06 (step 363k),<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,all,AUC,0.995133627573619,MarinFold #232 m2-p06 (step 363k),<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,long,R,0.7452830188679245,MarinFold #232 m2-p06 (step 363k),<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,all,R,0.8827586206896552,ESMFold2,<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,long,R,0.8679245283018868,ESMFold2,<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,all,R,0.8827586206896552,Protenix-v2 single-seq,<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,long,R,0.8584905660377359,Protenix-v2 single-seq,<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,all,R,0.8758620689655172,Protenix-v2 + MSA,<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,long,R,0.8584905660377359,Protenix-v2 + MSA,<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,all,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,all,AUC,0.4999429614419347,seq-KNN (decontaminated corpus),<10,<10
8eov_A,foldbench_monomer,foldbench_designed,eval-denovo,146,0.0,synthetic,foldbench,1.0,1.0,1.0,146.0,long,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,all,R,0.6,MarinFold #232 m2-p06 (step 363k),<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,all,AUC,0.9484469133305402,MarinFold #232 m2-p06 (step 363k),<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,long,R,0.3235294117647059,MarinFold #232 m2-p06 (step 363k),<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,all,R,0.8736842105263158,ESMFold2,<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,long,R,0.7941176470588235,ESMFold2,<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,all,R,0.8315789473684211,Protenix-v2 single-seq,<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,long,R,0.7058823529411765,Protenix-v2 single-seq,<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,all,R,0.8210526315789474,Protenix-v2 + MSA,<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,long,R,0.7941176470588235,Protenix-v2 + MSA,<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,all,R,0.0105263157894736,seq-KNN (decontaminated corpus),<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,all,AUC,0.5,seq-KNN (decontaminated corpus),<10,<10
8fjf_A,foldbench_monomer,foldbench_designed,eval-denovo,134,0.0,synthetic,foldbench,1.0,1.0,1.0,134.0,long,R,0.0294117647058823,seq-KNN (decontaminated corpus),<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,all,R,0.7468354430379747,MarinFold #232 m2-p06 (step 363k),<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,all,AUC,0.9898604182577468,MarinFold #232 m2-p06 (step 363k),<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,long,R,0.7857142857142857,MarinFold #232 m2-p06 (step 363k),<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,all,R,0.8607594936708861,ESMFold2,<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,long,R,0.8571428571428571,ESMFold2,<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,all,R,0.8354430379746836,Protenix-v2 single-seq,<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,long,R,0.8928571428571429,Protenix-v2 single-seq,<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,all,R,0.8354430379746836,Protenix-v2 + MSA,<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,long,R,0.875,Protenix-v2 + MSA,<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,all,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,all,AUC,0.5,seq-KNN (decontaminated corpus),<10,<10
8gac_A,foldbench_monomer,foldbench_designed,eval-denovo,106,0.0,synthetic,foldbench,1.0,1.0,1.0,106.0,long,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,R,0.7204301075268817,MarinFold #232 m2-p06 (step 363k),unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,AUC,0.9845446874306464,MarinFold #232 m2-p06 (step 363k),unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,long,R,0.71875,MarinFold #232 m2-p06 (step 363k),unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,AUC,0.9069943688008644,ESMFold2,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,R,0.7526881720430108,ESMFold2,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,long,R,0.765625,ESMFold2,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,AUC,0.9287753300311924,Protenix-v2 single-seq,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,R,0.7849462365591398,Protenix-v2 single-seq,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,long,R,0.78125,Protenix-v2 single-seq,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,AUC,0.9233874016247314,Protenix-v2 + MSA,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,R,0.7849462365591398,Protenix-v2 + MSA,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,long,R,0.78125,Protenix-v2 + MSA,unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,R,0.010752688172043,seq-KNN (decontaminated corpus),unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,all,AUC,0.5,seq-KNN (decontaminated corpus),unmeasured,unmeasured
8ju8_A,foldbench_monomer,foldbench_designed,eval-denovo,139,0.0,synthetic,foldbench,,,,,long,R,0.015625,seq-KNN (decontaminated corpus),unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,R,0.696078431372549,MarinFold #232 m2-p06 (step 363k),unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,AUC,0.986905383794088,MarinFold #232 m2-p06 (step 363k),unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,long,R,0.6690140845070423,MarinFold #232 m2-p06 (step 363k),unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,AUC,0.9405981407909428,ESMFold2,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,R,0.8333333333333334,ESMFold2,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,long,R,0.8450704225352113,ESMFold2,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,AUC,0.9380870171547624,Protenix-v2 single-seq,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,R,0.8235294117647058,Protenix-v2 single-seq,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,long,R,0.8309859154929577,Protenix-v2 single-seq,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,AUC,0.9503747592360928,Protenix-v2 + MSA,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,R,0.8431372549019608,Protenix-v2 + MSA,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,long,R,0.8591549295774648,Protenix-v2 + MSA,unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,R,0.1813725490196078,seq-KNN (decontaminated corpus),unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,all,AUC,0.5915288527189329,seq-KNN (decontaminated corpus),unmeasured,unmeasured
8k7o_A,foldbench_monomer,foldbench_designed,eval-denovo,233,0.0,synthetic,foldbench,,,,,long,R,0.1267605633802817,seq-KNN (decontaminated corpus),unmeasured,unmeasured
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,all,R,0.2197802197802197,MarinFold #232 m2-p06 (step 363k),<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,all,AUC,0.8647637402539363,MarinFold #232 m2-p06 (step 363k),<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,long,R,0.1733333333333333,MarinFold #232 m2-p06 (step 363k),<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,all,R,0.8131868131868132,ESMFold2,<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,long,R,0.8133333333333334,ESMFold2,<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,all,R,0.8021978021978022,Protenix-v2 single-seq,<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,long,R,0.8266666666666667,Protenix-v2 single-seq,<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,all,R,0.8241758241758241,Protenix-v2 + MSA,<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,long,R,0.8266666666666667,Protenix-v2 + MSA,<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,all,R,0.0109890109890109,seq-KNN (decontaminated corpus),<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,all,AUC,0.5,seq-KNN (decontaminated corpus),<10,<10
8k7z_A,foldbench_monomer,foldbench_designed,eval-denovo,180,0.0,synthetic,foldbench,1.0,1.0,1.0,180.0,long,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,all,R,0.7786885245901639,MarinFold #232 m2-p06 (step 363k),<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,all,AUC,0.9941745271480722,MarinFold #232 m2-p06 (step 363k),<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,long,R,0.8125,MarinFold #232 m2-p06 (step 363k),<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,all,R,0.9016393442622952,ESMFold2,<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,long,R,0.90625,ESMFold2,<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,all,R,0.9098360655737704,Protenix-v2 single-seq,<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,long,R,0.9270833333333334,Protenix-v2 single-seq,<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,all,R,0.918032786885246,Protenix-v2 + MSA,<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,long,R,0.9375,Protenix-v2 + MSA,<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,all,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,all,AUC,0.5,seq-KNN (decontaminated corpus),<10,<10
8k83_A,foldbench_monomer,foldbench_designed,eval-denovo,181,0.0,synthetic,foldbench,1.0,1.0,1.0,181.0,long,R,0.0,seq-KNN (decontaminated corpus),<10,<10
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,all,R,0.3014705882352941,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,all,AUC,0.8988647719381447,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,long,R,0.2745098039215686,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,all,R,0.8602941176470589,ESMFold2,100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,long,R,0.8529411764705882,ESMFold2,100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,all,R,0.8529411764705882,Protenix-v2 single-seq,100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,long,R,0.8529411764705882,Protenix-v2 single-seq,100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,all,R,0.8602941176470589,Protenix-v2 + MSA,100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,long,R,0.8725490196078431,Protenix-v2 + MSA,100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,all,R,0.0073529411764705,seq-KNN (decontaminated corpus),100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,all,AUC,0.5,seq-KNN (decontaminated corpus),100-1000,100-1000
8k84_A,foldbench_monomer,foldbench_designed,eval-denovo,177,0.0,synthetic,foldbench,207.0,182.75,157.52380952380952,177.0,long,R,0.0,seq-KNN (decontaminated corpus),100-1000,100-1000
8ka7_A,foldbench_monomer,foldbench_designed,eval-denovo,124,0.0,synthetic,foldbench,1.0,1.0,1.0,124.0,all,R,0.4942528735632184,MarinFold #232 m2-p06 (step 363k),<10,<10
8ka7_A,foldbench_monomer,foldbench_designed,eval-denovo,124,0.0,synthetic,foldbench,1.0,1.0,1.0,124.0,all,AUC,0.9893355201207792,MarinFold #232 m2-p06 (step 363k),<10,<10
8ka7_A,foldbench_monomer,foldbench_designed,eval-denovo,124,0.0,synthetic,foldbench,1.0,1.0,1.0,124.0,long,R,0.392156862745098,MarinFold #232 m2-p06 (step 363k),<10,<10
8ka7_A,foldbench_monomer,foldbench_designed,eval-denovo,124,0.0,synthetic,foldbench,1.0,1.0,1.0,124.0,all,R,0.8735632183908046,ESMFold2,<10,<10
