stem,length,previous_quality_pass,quality_pass,previous_chain_breaks,ca_chain_breaks,cis_proline_bonds,elapsed_cpu_seconds
proteina-8935487041101f65cf8b,500,False,False,0,0,0,0.018660686910152435
proteina-7091fdd81f79edb789b8,500,False,False,0,0,0,0.018564574886113405
proteina-ba4d813e5580aa7f459e,500,True,True,0,0,0,0.02241137600503862
proteina-6a92db60d840d3dbcee2,500,True,True,0,0,0,0.019746938021853566
proteina-d6f77339ba88b8f99b38,500,False,False,0,0,0,0.018370670964941382
proteina-dbc88f435944d815700e,500,True,True,0,0,0,0.022246265085414052
proteina-8338f601d722b2248391,500,False,False,0,0,0,0.019471250008791685
proteina-758bba8af40eb5fc7605,500,False,False,0,0,0,0.01881915400736034
proteina-206add4b2a2ae7142fd0,500,True,True,0,0,0,0.021878674859181046
proteina-954bb51d20ec22dc7522,500,True,True,0,0,0,0.020234283059835434
proteina-1844cf051dcf2858d460,500,False,False,0,0,0,0.018799767829477787
proteina-9496b533bdc3b93c6fa9,500,True,True,0,0,0,0.021870919968932867
proteina-4375e87801860bf1ecba,500,False,False,0,0,0,0.020077778957784176
proteina-25906a92d60808a28b6c,500,True,True,0,0,0,0.018845414044335485
proteina-581a3e2fecb4e08541dc,500,False,False,0,0,0,0.020116580883041024
proteina-203ce70c557dea042744,500,True,True,0,0,0,0.02248830092139542
proteina-2ac7e08bb38454a1b763,500,False,False,0,0,0,0.01848762109875679
proteina-263674a70691c98c5ff5,500,False,False,0,0,0,0.020300196949392557
proteina-de6acc8f2d3a874be674,500,True,True,0,0,0,0.022665353026241064
proteina-9b69d57c735e2c8e4a91,500,False,False,0,0,0,0.01468988205306232
proteina-53fc8e312d00b871371a,500,True,True,0,0,0,0.014414024073630571
proteina-8b12af48018c62a5daba,500,False,False,1,1,0,0.014198778895661235
proteina-a555ea94989f52dc34a7,500,True,True,0,0,0,0.014320948859676719
proteina-5f9aaa8502efa19c9633,500,True,True,0,0,0,0.020314224064350128
proteina-4ceaec40f77d6040168c,500,True,True,0,0,0,0.01872160006314516
proteina-95f1a7ef834d8f4e1321,500,False,False,1,0,1,0.020348348189145327
proteina-c15b3ee6c8ac58104677,500,True,True,0,0,0,0.021675240946933627
proteina-1e2b252ac1ae31712b2d,500,True,True,0,0,0,0.018973023165017366
proteina-2978ec5e040346e19bb1,500,False,False,0,0,0,0.020898650866001844
proteina-73390720a7b47f53a27c,500,True,True,0,0,0,0.02014993503689766
proteina-327bf3ac3a6cc4189056,500,True,True,0,0,0,0.01851932005956769
proteina-32ccb171f73af864cb04,500,False,True,1,0,1,0.6393434018827975
proteina-aac8b2ef6151b9e3f682,500,False,False,1,0,1,0.018506316002458334
proteina-c75893e24fccfb8ac7d1,500,True,True,0,0,0,0.014490807196125388
proteina-0e76fc50872fcd10bd0c,500,False,False,0,0,0,0.012683460023254156
proteina-4a3f70d8eb2544cb6f15,500,True,True,0,0,0,0.012834636028856039
proteina-3fc8ed29b1db2c10b317,500,True,True,0,0,0,0.01279276586137712
proteina-4554942afc69efa0b024,500,False,False,1,0,1,0.012506086844950914
proteina-be6c45fcf5dd8b007b46,500,True,True,0,0,0,0.012912970967590809
proteina-9ac72a0d2ec6488e19f8,500,True,True,0,0,0,0.01309140701778233
proteina-33d9ea9022498ab95fcb,500,True,True,0,0,0,0.013464589137583971
proteina-f47822b91426c3af00f1,500,False,True,1,0,1,0.627950815949589
proteina-fee151e422859fd49876,500,False,True,1,0,1,0.889032213948667
proteina-cd23a66f8d76fad10892,500,True,True,0,0,0,0.019127623178064823
proteina-4de735f3c62a45fab984,500,False,False,0,0,0,0.017777734901756048
proteina-d8ed661e38cdf20349a6,500,False,True,2,0,2,0.7998758489266038
proteina-be52b0bd4fa2099ff25b,500,True,True,0,0,0,0.018773989053443074
proteina-2cc51c50fad03b1ce50a,500,False,False,0,0,0,0.01881887298077345
proteina-c8ec8da728a28f10b2de,500,False,False,0,0,0,0.017945689847692847
proteina-aa5ff22017da3bb00641,500,True,True,0,0,0,0.0181335739325732
proteina-3669ff407fbb4167c47d,500,True,True,0,0,0,0.01788317388854921
proteina-aac9c5a6cd08f72d940c,500,True,True,0,0,0,0.017718945164233446
proteina-6ab1c766842375d85735,500,False,False,0,0,0,0.017590885050594807
proteina-c97e889276d27a20a572,500,True,True,0,0,0,0.01801490201614797
proteina-44f8dc89e7f3a3209ba1,500,False,False,0,0,0,0.017711742082610726
proteina-b92acc8c1c0d09ee3f86,500,False,False,0,0,0,0.017500092973932624
proteina-f46b5b659bb68ea7a9e5,500,False,False,0,0,0,0.017644615145400167
proteina-e80cff170381acea14ba,500,True,True,0,0,0,0.018069344107061625
proteina-e700525a7b03d274bb83,500,False,False,0,0,0,0.0176241269800812
proteina-e9c1642fc78c43e88790,500,True,True,0,0,0,0.01798418303951621
proteina-9d2b24322dd5ffce7ac3,500,False,False,0,0,0,0.0179097440559417
proteina-ef45e4d03491967e2846,500,True,True,0,0,0,0.01825656509026885
proteina-bfaf94e48ab48714dc68,500,False,False,0,0,0,0.017976088915020227
proteina-6c56493e0c8a7ced4dce,500,True,True,0,0,0,0.01798554719425738
proteina-4dc571bb9ffa214bb0c3,500,False,False,0,0,0,0.01781902415677905
proteina-55e4014a6e9906b6a0f8,500,False,False,0,0,0,0.017653941875323653
proteina-3c22b624478b79a9e440,500,True,True,0,0,0,0.018198276171460748
proteina-08585f1eb9441dc26e9f,500,False,False,0,0,0,0.017740406095981598
proteina-88ee38dda40ef43bcd5e,500,True,True,0,0,0,0.01786285499110818
proteina-99946962ce2de221f229,500,False,False,1,0,1,0.017878173850476742
proteina-e26a04abe9e7849347a1,500,True,True,0,0,0,0.01796388393267989
