query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-306303df1bc524e38b01,reference1::foldbench_all__8GOK_A,0.393,0.550,0.106,60,273,4.551E+02,0.55,True,False
proteina-29013dfaa3cdbba3f777,reference1::foldbench_all__8YXI_B,0.333,0.800,0.203,60,212,1.603E+03,0.8,True,False
proteina-7552d94268c86e342d6f,reference1::foldbench_all__8R2C_A,0.368,0.633,0.189,60,169,5.031E+00,0.633,True,False
proteina-7552d94268c86e342d6f,reference1::foldbench_all__7Z1X_A,0.342,0.550,0.074,60,447,4.551E+02,0.55,True,False
proteina-a3644447a8274952fcd8,reference1::foldbench_all__8UXT_A,0.326,0.617,0.029,60,1596,3.498E+01,0.617,True,False
proteina-1dde3009bfe0c21ac609,reference1::foldbench_all__8D2L_A,0.419,0.517,0.026,60,1138,1.834E+01,0.517,True,False
proteina-0c9e7791313762a0ec5a,reference0::denovo_pdb__8kc4_A,0.468,0.533,0.205,60,151,9.607E+00,0.533,True,False
proteina-952e861479e3c5aae428,reference1::foldbench_all__8TAC_A,0.521,0.750,0.657,60,70,4.848E-06,0.75,True,True
proteina-bd8e2a6716aa9ce51b25,reference0::denovo_pdb__5cwc_A,0.324,0.533,0.189,60,196,6.953E+00,0.533,True,False
proteina-bd8e2a6716aa9ce51b25,reference1::foldbench_all__8P8K_B,0.333,0.583,0.087,60,320,1.748E+02,0.583,True,False
proteina-bd8e2a6716aa9ce51b25,reference1::foldbench_all__8QRT_A,0.333,0.583,0.087,60,320,1.748E+02,0.583,True,False
proteina-bd8e2a6716aa9ce51b25,reference0::denovo_pdb__8xyw_A,0.354,0.517,0.210,60,105,3.312E+02,0.517,True,False
proteina-2112cc4e81b434891843,reference0::denovo_pdb__6xt4_A,0.312,0.533,0.136,60,235,1.748E+02,0.533,True,False
proteina-52389a05fe31d9fa7f0b,reference1::foldbench_all__8IXQ_B,0.380,0.650,0.093,60,451,6.666E+01,0.65,True,False
proteina-52e965d719266d0789f0,reference1::foldbench_all__8TAC_A,0.452,0.700,0.600,60,70,1.657E-04,0.7,True,True
proteina-9653614c952e08afa442,reference0::denovo_pdb__9v3a_A,0.550,0.650,0.300,60,120,4.135E-03,0.65,True,False
proteina-f57f285d8433f9b19e52,reference0::denovo_pdb__6egc_A,0.450,0.917,0.401,60,147,1.984E-01,0.917,True,False
proteina-ba7d33661dd7d9237c88,reference0::denovo_pdb__6z2i_A,0.355,0.650,0.268,60,168,1.834E+01,0.65,True,False
proteina-92dff8b654e0efae0912,reference0::denovo_pdb__5cwm_A,0.394,0.633,0.168,60,226,5.031E+00,0.633,True,False
proteina-50439050bbe43f659285,reference0::denovo_pdb__5cwg_A,0.347,0.717,0.236,60,195,1.436E-01,0.717,True,False
proteina-50439050bbe43f659285,reference0::denovo_pdb__5cwc_A,0.347,0.717,0.235,60,196,1.436E-01,0.717,True,False
proteina-6c53c5d3bd50a56fdc27,reference1::foldbench_all__8GJG_A,0.480,0.717,0.270,60,174,5.707E-03,0.717,True,False
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__2wqh_A,0.518,0.833,0.519,60,104,2.883E-08,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8ckr_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8cmq_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__2fo7_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__2hyz_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8bu0_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8ch0_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8cig_A,0.462,0.833,0.397,60,136,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8cqq_A,0.462,0.833,0.199,60,272,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__8chy_A,0.462,0.833,0.199,60,272,7.084E-07,0.833,True,True
proteina-b0eba3a5a757270347fd,reference0::denovo_pdb__2avp_A,0.450,0.783,0.750,60,68,2.553E-06,0.783,True,True
proteina-31411679c0f0bcaf9e03,reference0::denovo_pdb__8kac_A,0.381,0.867,0.364,60,121,5.231E-01,0.867,True,False
proteina-31411679c0f0bcaf9e03,reference1::foldbench_all__8KAC_A,0.381,0.867,0.341,60,129,5.231E-01,0.867,True,False
proteina-bc3b7b3a34cd11f1c78d,reference0::denovo_pdb__6tjg_A,0.327,0.580,0.175,100,320,3.270E-05,0.58,True,True
proteina-115beb2d456d38fbbcc8,reference1::foldbench_all__8TUZ_C,0.326,0.800,0.359,100,251,2.789E-01,0.8,True,False
proteina-115beb2d456d38fbbcc8,reference0::denovo_pdb__2af5_A,0.326,0.800,0.308,100,292,2.789E-01,0.8,True,False
proteina-115beb2d456d38fbbcc8,reference0::denovo_pdb__2fkg_A,0.326,0.800,0.286,100,315,2.789E-01,0.8,True,False
proteina-1d90d7b7ad5593e8d5d8,reference1::foldbench_all__8GJG_A,0.385,0.690,0.374,100,174,7.027E-01,0.69,True,False
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__2avp_A,0.500,0.620,0.941,100,68,4.169E-11,0.941,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__8ckr_A,0.500,0.620,0.471,100,136,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__8cmq_A,0.500,0.620,0.471,100,136,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__2fo7_A,0.500,0.620,0.471,100,136,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__2hyz_A,0.500,0.620,0.471,100,136,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__8bu0_A,0.500,0.620,0.471,100,136,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__8ch0_A,0.500,0.620,0.471,100,136,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__8cig_A,0.500,0.620,0.471,100,136,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__8cqq_A,0.500,0.620,0.235,100,272,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__8chy_A,0.500,0.620,0.235,100,272,4.169E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__2wqh_A,0.484,0.620,0.615,100,104,7.849E-11,0.62,True,True
proteina-833e2015ef9308a92cfd,reference0::denovo_pdb__5hrz_A,0.484,0.620,0.525,100,122,2.027E-10,0.62,True,True
proteina-05efa835bc8aa6296099,reference1::foldbench_all__8OYY_A,0.340,0.850,0.360,100,242,2.048E-01,0.85,True,False
proteina-8df24564c46d78764ec7,reference0::denovo_pdb__9lm8_A,0.402,0.860,0.226,100,381,5.978E+00,0.86,True,False
proteina-d909ed39640b232ffeab,reference0::denovo_pdb__9hnh_A,0.433,0.520,0.225,100,151,8.096E-02,0.52,True,False
proteina-7089d909c2af8a353b88,reference1::foldbench_all__8TAC_A,0.640,0.500,0.714,100,70,1.400E-13,0.714,True,True
proteina-04381f0811f1c9f569de,reference0::denovo_pdb__5cwp_A,0.403,0.570,0.249,100,229,8.096E-02,0.57,True,False
proteina-04381f0811f1c9f569de,reference0::denovo_pdb__5cwm_A,0.362,0.580,0.248,100,226,7.027E-01,0.58,True,False
proteina-04381f0811f1c9f569de,reference1::foldbench_all__8Z85_A,0.301,0.500,0.082,100,622,8.101E+00,0.5,True,False
proteina-04381f0811f1c9f569de,reference1::foldbench_all__8Z9Q_A,0.301,0.500,0.082,100,622,8.101E+00,0.5,True,False
proteina-946b81051cbba3b5f703,reference1::foldbench_all__8OYY_A,0.357,0.560,0.211,100,242,4.409E+00,0.56,True,False
proteina-cb54aeea8d253aaa8a65,reference0::denovo_pdb__8w97_A,0.362,0.540,0.430,100,135,1.299E+00,0.54,True,False
proteina-b6c8a48db01785426392,reference0::denovo_pdb__8oyw_A,0.358,0.530,0.242,100,178,9.555E-01,0.53,True,False
proteina-204fe8b6de0380fbda58,reference1::foldbench_all__8G4K_A,0.406,0.590,0.558,100,104,1.411E-03,0.59,True,False
proteina-204fe8b6de0380fbda58,reference0::denovo_pdb__8kdq_A,0.406,0.560,0.253,100,233,2.636E-03,0.56,True,False
proteina-204fe8b6de0380fbda58,reference0::denovo_pdb__8k7o_A,0.406,0.560,0.253,100,233,2.636E-03,0.56,True,False
proteina-204fe8b6de0380fbda58,reference1::foldbench_all__8K7O_A,0.406,0.560,0.253,100,233,2.636E-03,0.56,True,False
proteina-204fe8b6de0380fbda58,reference0::denovo_pdb__5cwp_A,0.323,0.890,0.415,100,229,4.409E+00,0.89,True,False
proteina-273f2546c68dda95c9ab,reference0::denovo_pdb__9lm8_A,0.302,0.750,0.197,100,381,1.485E+01,0.75,True,False
proteina-48e986922343cf2640cb,reference1::foldbench_all__8SHJ_A,0.313,0.510,0.142,100,359,3.603E-03,0.51,True,False
proteina-020472ebe33aa67481e1,reference0::denovo_pdb__9r2k_A,0.442,0.560,0.345,100,177,1.713E-02,0.56,True,False
proteina-07482b5e78e3e7104b68,reference0::denovo_pdb__7sq4_A,0.419,0.310,0.646,100,48,1.097E+01,0.646,True,False
proteina-0f828a76f46c346dafc0,reference1::foldbench_all__8VPO_A,0.304,0.720,0.161,100,472,9.555E-01,0.72,True,False
proteina-5b2bcac56161c71d94cb,reference0::cameo_hard__8vd6_A,0.316,0.600,0.293,100,174,8.096E-02,0.6,True,False
proteina-ff3044fa8af037fbd832,reference0::cameo_hard__8vd6_A,0.354,0.770,0.437,100,174,5.514E-04,0.77,True,True
proteina-ff3044fa8af037fbd832,reference1::foldbench_all__8TAC_A,0.375,0.540,0.600,100,70,2.789E-01,0.6,True,False
proteina-48aa893a8c79ee79e4d5,reference0::denovo_pdb__6yqy_A,0.346,0.520,0.292,100,178,6.727E-03,0.52,True,False
proteina-f9c349460293bbbe836e,reference0::denovo_pdb__9kgz_A,0.333,0.770,0.584,100,125,2.789E-01,0.77,True,False
proteina-13493a8cd8df39d64e7d,reference0::denovo_pdb__7rmx_A,0.356,0.730,0.367,100,229,3.251E+00,0.73,True,False
proteina-13493a8cd8df39d64e7d,reference0::denovo_pdb__7qnl_AAA,0.343,0.660,0.254,100,240,5.978E+00,0.66,True,False
proteina-1818fb7ec7de4f4c0a0b,reference0::denovo_pdb__8w97_A,0.396,0.580,0.393,100,135,5.514E-04,0.58,True,True
proteina-0ad9b6897347c8251eaf,reference0::denovo_pdb__9lm8_A,0.431,0.810,0.207,100,381,1.255E-02,0.81,True,False
proteina-4551affa95444c8367f7,reference1::foldbench_all__8G4K_A,0.370,0.570,0.558,100,104,1.638E+02,0.57,True,False
proteina-30d7dcd290fe036f22e5,reference1::foldbench_all__8GJI_A,0.312,0.640,0.368,100,174,1.255E-02,0.64,True,False
proteina-e292cca4b4ef1405301b,reference1::foldbench_all__8OYY_A,0.391,0.650,0.306,100,242,3.797E-01,0.65,True,False
proteina-dfe92b3705ef3c76824e,reference0::denovo_pdb__8q52_A,0.318,0.680,0.203,100,320,5.978E+00,0.68,True,False
proteina-b1364757cc8f7d62c40f,reference1::foldbench_all__8R7I_A,0.339,0.520,0.080,100,635,6.689E+01,0.52,True,False
proteina-367f5e37b2fec3ebf6dd,reference1::foldbench_all__8OYY_A,0.372,0.540,0.231,100,242,8.101E+00,0.54,True,False
proteina-20b5a2ad6be031dacf24,reference1::foldbench_all__8K86_A,0.355,0.450,0.575,100,73,2.206E+02,0.575,True,False
proteina-20b5a2ad6be031dacf24,reference1::foldbench_all__8K8A_A,0.355,0.450,0.575,100,73,2.206E+02,0.575,True,False
proteina-6b5431d6a23b5648f12d,reference0::denovo_pdb__8eoz_B,0.313,0.720,0.361,100,227,3.797E-01,0.72,True,False
proteina-5ae40b0808eedb9648a2,reference0::denovo_pdb__9lni_A,0.424,0.650,0.344,100,212,2.338E-02,0.65,True,False
proteina-8f283ceab8ef2fd378c8,reference0::denovo_pdb__5cwn_A,0.301,0.640,0.353,100,207,5.167E-01,0.64,True,False
proteina-8f283ceab8ef2fd378c8,reference0::denovo_pdb__8p4y_A,0.321,0.840,0.438,100,192,4.409E+00,0.84,True,False
proteina-3558c0f101cfa9093a8e,reference0::denovo_pdb__5cwm_A,0.319,0.870,0.429,100,226,1.764E+00,0.87,True,False
proteina-08623e82f6c38a7ff069,reference0::denovo_pdb__4psj_A,0.356,0.980,0.361,100,255,3.977E-07,0.98,True,True
proteina-08623e82f6c38a7ff069,reference1::foldbench_all__8B8U_A,0.300,0.600,0.163,100,289,2.009E+01,0.6,True,False
proteina-08623e82f6c38a7ff069,reference1::foldbench_all__8B9E_A,0.300,0.600,0.163,100,289,2.009E+01,0.6,True,False
proteina-08623e82f6c38a7ff069,reference1::foldbench_all__8EX2_A,0.300,0.600,0.163,100,289,2.009E+01,0.6,True,False
proteina-08623e82f6c38a7ff069,reference1::foldbench_all__8BA3_A,0.300,0.600,0.163,100,289,2.009E+01,0.6,True,False
proteina-af6d60413d4df42ce80f,reference1::foldbench_all__8GJI_A,0.352,0.540,0.391,100,174,4.924E-03,0.54,True,False
proteina-af6d60413d4df42ce80f,reference0::cameo_hard__8vd6_A,0.428,0.600,0.322,100,174,1.713E-02,0.6,True,False
proteina-af6d60413d4df42ce80f,reference0::denovo_pdb__9v3a_A,0.323,0.580,0.567,100,120,5.167E-01,0.58,True,False
proteina-af6d60413d4df42ce80f,reference0::denovo_pdb__6xt4_A,0.321,0.710,0.357,100,235,5.167E-01,0.71,True,False
proteina-af6d60413d4df42ce80f,reference0::denovo_pdb__7rmx_A,0.373,0.520,0.271,100,229,2.395E+00,0.52,True,False
proteina-352789b72604e82f65b4,reference1::foldbench_all__8T48_A,0.309,0.990,0.558,100,172,3.797E-01,0.99,True,False
proteina-352789b72604e82f65b4,reference1::foldbench_all__8A67_A,0.321,0.760,0.972,100,72,5.167E-01,0.972,True,False
proteina-352789b72604e82f65b4,reference1::foldbench_all__8IPJ_B,0.321,0.760,0.946,100,74,5.167E-01,0.946,True,False
proteina-352789b72604e82f65b4,reference1::foldbench_all__8ADB_B,0.321,0.760,0.933,100,75,5.167E-01,0.933,True,False
proteina-352789b72604e82f65b4,reference1::foldbench_all__8Q00_B,0.321,0.760,0.921,100,76,5.167E-01,0.921,True,False
proteina-352789b72604e82f65b4,reference1::foldbench_all__8HTD_B,0.321,0.760,0.921,100,76,7.027E-01,0.921,True,False
proteina-f800ee5280504b544e90,reference1::foldbench_all__8GQP_A,0.500,0.440,0.597,100,62,5.978E+00,0.597,True,False
proteina-42c3d74a0a7245b29cdc,reference1::foldbench_all__8ARE_A,0.309,0.500,0.103,100,525,5.978E+00,0.5,True,False
proteina-42c3d74a0a7245b29cdc,reference1::foldbench_all__8ARN_A,0.309,0.500,0.103,100,525,5.978E+00,0.5,True,False
proteina-351f4b0d3e2ce0554d40,reference1::foldbench_all__8OYY_A,0.405,0.620,0.281,100,242,2.395E+00,0.62,True,False
proteina-46148482192ad766e4c2,reference0::denovo_pdb__8etq_A,0.311,0.760,0.325,100,277,1.216E+02,0.76,True,False
