stem,length,condition,quality_pass,sequence_excluded,structure_excluded,fine_cluster,selected
proteina-2112cc4e81b434891843,60,unconditional,True,True,False,,False
proteina-4ca1e2690a6393df661c,60,unconditional,False,False,False,,False
proteina-952e861479e3c5aae428,60,unconditional,True,True,False,,False
proteina-7cee97215620e3971d61,60,unconditional,True,False,False,proteina-7cee97215620e3971d61,True
proteina-f9f144628acce5c33d32,60,unconditional,True,False,False,proteina-f9f144628acce5c33d32,True
proteina-0f8174049a93741aed26,60,unconditional,False,False,False,,False
proteina-161ad036080a8066d50b,60,unconditional,True,False,False,proteina-161ad036080a8066d50b,True
proteina-f2c011c6bd79141e649c,60,unconditional,True,False,False,proteina-af5a73ca43204968f539,True
proteina-9653614c952e08afa442,60,unconditional,True,True,False,,False
proteina-a46c8861e0858d4aa07e,60,unconditional,True,True,False,,False
proteina-44c4c429493853996b33,60,unconditional,True,True,False,,False
proteina-67892a8122c7ec43de2d,60,unconditional,True,False,False,proteina-67892a8122c7ec43de2d,True
proteina-d352a6a11e8f02884e6a,60,unconditional,True,False,False,proteina-d352a6a11e8f02884e6a,True
proteina-baa6df85d9f71c21fffa,60,unconditional,True,False,False,proteina-29639e56bac37dcfdb2b,True
proteina-0c30d6fbc738932e5531,60,unconditional,False,False,False,,False
proteina-b8daefb32840ea85f9a1,60,unconditional,True,False,False,proteina-af5a73ca43204968f539,True
proteina-f53d8bc909a7707c3ee5,60,unconditional,True,False,False,proteina-f53d8bc909a7707c3ee5,True
proteina-9b4552044f309f6da941,60,1.x.x.x,True,True,False,,False
proteina-dacfe5d1f81346ca1d80,60,1.x.x.x,True,False,False,proteina-29639e56bac37dcfdb2b,False
proteina-09e03490d19cae98f232,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-65e7c45b49e9a42416a8,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-826b752d71ce7e75be2b,60,1.x.x.x,True,False,False,proteina-29639e56bac37dcfdb2b,True
proteina-40311ac5c2808339abb8,60,1.x.x.x,True,False,False,proteina-40311ac5c2808339abb8,True
proteina-789fadb1a7fd709e222a,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-6c53c5d3bd50a56fdc27,60,1.x.x.x,True,True,False,,False
proteina-e4be196d906bd9bd2b8c,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,True
proteina-e3417958656e3e318797,60,1.x.x.x,True,False,True,,False
proteina-a1bee673e230b0be7e23,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-d766ac850391ed1bc069,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,True
proteina-179ce84d58496fedec24,60,1.x.x.x,True,False,True,,False
proteina-f615fe2271b0cee7a105,60,1.x.x.x,True,False,False,proteina-29639e56bac37dcfdb2b,True
proteina-da0e66d006042db14c23,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-d8bc4468003a8b3ae1d0,60,1.x.x.x,True,False,True,,False
proteina-10be568a74b5668c56f8,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-60652b18576aa0441d45,60,1.x.x.x,True,False,False,proteina-60652b18576aa0441d45,True
proteina-1459c91ccb370837bd5c,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-852c4fd43d6737deb3ef,60,1.x.x.x,True,True,False,,False
proteina-c289e75b49d1dc8ccd73,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-cad555445800b1af3300,60,1.x.x.x,True,True,False,,False
proteina-9286338361e4c727ca5a,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-7fa413c447dc39824024,60,1.x.x.x,True,False,False,proteina-7fa413c447dc39824024,True
proteina-992d1f7f5a17d57757d9,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-92dff8b654e0efae0912,60,1.x.x.x,True,True,False,,False
proteina-d6c6fec7c3cd12354ae7,60,1.x.x.x,True,False,False,proteina-d6c6fec7c3cd12354ae7,True
proteina-8da4da18773613a1d5b6,60,1.x.x.x,True,False,False,proteina-8da4da18773613a1d5b6,True
proteina-4a5e0371cc7f27192b50,60,1.x.x.x,True,False,False,proteina-4a5e0371cc7f27192b50,True
proteina-41411562891b848f54d6,60,1.x.x.x,True,False,False,proteina-41411562891b848f54d6,True
proteina-51eef3bef1e6f944b7aa,60,1.x.x.x,True,False,False,proteina-51eef3bef1e6f944b7aa,True
proteina-d1b9907dbd08b86b96c0,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-7d9cb122ff1ffb72f4ec,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,True
proteina-137598f5dd33ba7937f6,60,1.x.x.x,True,False,False,proteina-137598f5dd33ba7937f6,True
proteina-19853d1a58d02c4d4496,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-1e9ac25a13d7d49421dd,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-73739c207cc72ef6395e,60,1.x.x.x,True,True,False,,False
proteina-cd4a2e86d4beec2754d7,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-adb3bf0e89d8640640ae,60,1.x.x.x,True,False,False,proteina-adb3bf0e89d8640640ae,True
proteina-d367f5e8e9f695fd73b5,60,1.x.x.x,True,False,True,,False
proteina-80ab83735cc9b96150c8,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-797549a6c6cee7e6f28c,60,1.x.x.x,True,True,False,,False
proteina-bd4ca9b7f7b40fadeb2e,60,1.x.x.x,False,False,False,,False
proteina-6dbf4338b2a773059594,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-b0eba3a5a757270347fd,60,1.x.x.x,True,True,False,,False
proteina-376b8e28cabb532e8cf6,60,1.x.x.x,True,True,False,,False
proteina-a584285aefb3da56b698,60,1.x.x.x,True,True,False,,False
proteina-0b94cbe753b1476280ae,60,1.x.x.x,False,False,False,,False
proteina-268de4fd9e7cc2b9ac48,60,1.x.x.x,True,False,False,proteina-268de4fd9e7cc2b9ac48,True
proteina-61da3b49e07a66daed11,60,1.x.x.x,True,False,True,,False
proteina-c08983b28d1760313d20,60,1.x.x.x,True,False,False,proteina-c08983b28d1760313d20,True
proteina-be812d09f06a778795dc,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,True
proteina-8c734fd5b292eae61249,60,1.x.x.x,True,False,False,proteina-29639e56bac37dcfdb2b,False
proteina-29639e56bac37dcfdb2b,60,1.x.x.x,True,False,False,proteina-29639e56bac37dcfdb2b,True
proteina-a234440e17cfd106c95d,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-ce81f330ca0ba86b64f8,60,1.x.x.x,True,True,False,,False
proteina-8697fe0bcb4cd39f1ba5,60,1.x.x.x,True,False,False,proteina-8697fe0bcb4cd39f1ba5,True
proteina-231eb9ef50ca2b117629,60,1.x.x.x,True,False,False,proteina-231eb9ef50ca2b117629,True
proteina-f70c6f713f585127070f,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,True
proteina-5206a39e06906643c41a,60,1.x.x.x,True,True,False,,False
proteina-3d607b3404d48890baf9,60,1.x.x.x,True,False,False,proteina-3d607b3404d48890baf9,True
proteina-66699433c91ba3975fa1,60,1.x.x.x,True,False,False,proteina-66699433c91ba3975fa1,True
proteina-ef7f98ffea12e660cfa1,60,1.x.x.x,True,False,False,proteina-ef7f98ffea12e660cfa1,True
proteina-f84444cea2b016163493,60,1.x.x.x,True,False,False,proteina-09e03490d19cae98f232,False
proteina-5310c921b749d5f3ba7c,60,2.x.x.x,True,True,False,,False
proteina-9587fa2bb26a01c42ab7,60,2.x.x.x,True,False,False,proteina-56bcd3e32df3795e0367,True
proteina-6d5e3e3ac552f3ad3030,60,2.x.x.x,True,False,False,proteina-6d5e3e3ac552f3ad3030,True
proteina-adf9dfd789c378fa5efc,60,2.x.x.x,False,False,False,,False
proteina-c24e4039d556cb9fc034,60,2.x.x.x,True,False,False,proteina-c24e4039d556cb9fc034,True
proteina-feadf1b4d75937cb5a8a,60,2.x.x.x,True,False,False,proteina-feadf1b4d75937cb5a8a,True
proteina-4cfc162128ffbf716582,60,2.x.x.x,True,False,False,proteina-4cfc162128ffbf716582,True
proteina-ba7d33661dd7d9237c88,60,2.x.x.x,True,True,False,,False
proteina-82f9e504dcd7ab425e16,60,2.x.x.x,True,False,False,proteina-5bd13459e72a78e5b009,True
proteina-d69f20f0108ee6c74bab,60,2.x.x.x,True,False,False,proteina-d69f20f0108ee6c74bab,True
proteina-01d370c9d1d1c26294c1,60,2.x.x.x,True,True,False,,False
proteina-ca4ebbe07c6b9aedee9e,60,2.x.x.x,True,False,False,proteina-a1a9449af20cbef5d55b,True
proteina-29013dfaa3cdbba3f777,60,2.x.x.x,True,True,False,,False
proteina-7552d94268c86e342d6f,60,2.x.x.x,True,True,False,,False
proteina-5b90ceb3aeaa50f0b8fd,60,2.x.x.x,True,False,False,proteina-5b90ceb3aeaa50f0b8fd,True
proteina-b32fd4be3165db5497ce,60,2.x.x.x,False,False,False,,False
proteina-551b9131fb55bfd39da5,60,2.x.x.x,True,False,False,proteina-551b9131fb55bfd39da5,True
proteina-049ca75d2885de43fbdd,60,2.x.x.x,True,True,False,,False
proteina-1baa26b05dc615d3d138,60,2.x.x.x,True,True,False,,False
proteina-6d6e50ba178f2817362c,60,2.x.x.x,True,False,False,proteina-6d6e50ba178f2817362c,True
proteina-dfb61fbb894f028524bf,60,2.x.x.x,False,False,False,,False
proteina-c309880db528712fe5fb,60,2.x.x.x,True,False,False,proteina-56bcd3e32df3795e0367,True
proteina-e3ca5a86bc7e68e68d0a,60,2.x.x.x,True,False,False,proteina-e3ca5a86bc7e68e68d0a,True
proteina-97c2ba57dd7cd5809599,60,2.x.x.x,True,False,False,proteina-97c2ba57dd7cd5809599,True
proteina-883efa0bf17f62c254bc,60,2.x.x.x,True,False,False,proteina-883efa0bf17f62c254bc,True
proteina-a1a9449af20cbef5d55b,60,2.x.x.x,True,False,False,proteina-a1a9449af20cbef5d55b,True
proteina-db8999c6c07e9b217ba3,60,2.x.x.x,True,True,False,,False
proteina-fa6941a00978a008adbd,60,2.x.x.x,True,False,False,proteina-56bcd3e32df3795e0367,True
proteina-2b19bc28e8a907f73649,60,2.x.x.x,True,False,False,proteina-2b19bc28e8a907f73649,True
proteina-82d23cc4cc45ff6bf270,60,2.x.x.x,True,True,False,,False
proteina-ebb7a0d856886aa5ca26,60,2.x.x.x,True,False,False,proteina-ebb7a0d856886aa5ca26,True
proteina-bd8e2a6716aa9ce51b25,60,2.x.x.x,True,True,False,,False
proteina-87f184efd994019a7488,60,unconditional,True,False,False,proteina-87f184efd994019a7488,True
proteina-4347b9571b2d35f3ed27,60,unconditional,True,False,False,proteina-4347b9571b2d35f3ed27,True
proteina-522dadabf93fddb7b94b,60,unconditional,True,False,True,,False
proteina-52e965d719266d0789f0,60,unconditional,True,True,False,,False
proteina-a98b97dfca62d0dc1bdf,60,unconditional,True,True,False,,False
proteina-1ac25796fd9b1b1945c3,60,unconditional,True,False,False,proteina-1ac25796fd9b1b1945c3,True
proteina-ef540def6b3bc71c5f0c,60,unconditional,True,False,False,proteina-ef540def6b3bc71c5f0c,True
proteina-358093f528cb1e3aa4dd,60,unconditional,True,False,False,proteina-358093f528cb1e3aa4dd,True
proteina-150ba515b91c07bf1b2c,60,unconditional,True,False,False,proteina-150ba515b91c07bf1b2c,True
proteina-d018cc03cf00a9baaeaf,60,unconditional,True,False,False,proteina-d018cc03cf00a9baaeaf,True
proteina-3ecb3e79fc3095fa7c5a,60,unconditional,True,False,False,proteina-3ecb3e79fc3095fa7c5a,True
proteina-010e8a98a203ff0030c4,60,unconditional,True,False,False,proteina-010e8a98a203ff0030c4,True
proteina-c185c16174b75029f0b7,60,unconditional,True,True,False,,False
proteina-46377aee55f22bc19fae,60,unconditional,True,False,False,proteina-09e03490d19cae98f232,False
proteina-eabc38aa8dc647eb8699,60,unconditional,True,True,False,,False
proteina-af5a73ca43204968f539,60,unconditional,True,False,False,proteina-af5a73ca43204968f539,True
proteina-50dc22a9663e55235a47,60,unconditional,True,False,False,proteina-50dc22a9663e55235a47,True
proteina-a8d4f0b91f8794606451,60,unconditional,True,False,False,proteina-29639e56bac37dcfdb2b,True
proteina-8b09bb05a236dea90a40,60,unconditional,True,False,False,proteina-8b09bb05a236dea90a40,True
proteina-31c2d513e54cb76c34ec,60,unconditional,True,False,False,proteina-31c2d513e54cb76c34ec,True
proteina-72d88beef32e4530707c,60,unconditional,True,False,False,proteina-72d88beef32e4530707c,True
proteina-d1cfa45ef58504046adf,60,unconditional,False,False,False,,False
proteina-a937fca86ade8074e76d,60,unconditional,True,True,False,,False
proteina-256496726fa520454252,60,unconditional,False,False,False,,False
proteina-6273ab06314362f300b7,60,unconditional,True,False,False,proteina-09e03490d19cae98f232,False
proteina-34c153a239c8c33d56b1,60,unconditional,True,False,False,proteina-34c153a239c8c33d56b1,True
proteina-bd8e71cf7d3dbd099ee0,60,unconditional,True,False,False,proteina-bd8e71cf7d3dbd099ee0,True
proteina-db7d45f4d325a7a85b36,60,unconditional,False,False,False,,False
proteina-e7db037d38535dcc9a5c,60,unconditional,True,False,False,proteina-e7db037d38535dcc9a5c,True
proteina-146e4aeabdf8507c8afa,60,unconditional,True,False,False,proteina-146e4aeabdf8507c8afa,True
proteina-f6abfba9a88b11cdbe55,60,unconditional,True,False,False,proteina-f6abfba9a88b11cdbe55,True
proteina-5efcd9c71b5b810f1e6a,60,unconditional,True,True,False,,False
proteina-f92da6dba10d4442d899,60,2.x.x.x,True,True,False,,False
proteina-91b28ca3ffd70c40f66c,60,2.x.x.x,False,False,False,,False
proteina-6fa00a87ef4536baf972,60,2.x.x.x,False,False,False,,False
proteina-939b09ed95e72626f875,60,2.x.x.x,False,True,False,,False
proteina-328857d989f2700fd5de,60,2.x.x.x,True,False,False,proteina-328857d989f2700fd5de,True
proteina-1cdd3ab5629f3a778d89,60,2.x.x.x,True,False,False,proteina-1cdd3ab5629f3a778d89,True
proteina-8ac839094b34124aadc6,60,2.x.x.x,True,True,False,,False
proteina-4aed86bb7fbb6133fda2,60,2.x.x.x,True,False,False,proteina-4aed86bb7fbb6133fda2,True
proteina-ff3732a92c22b0a68868,60,2.x.x.x,True,True,False,,False
proteina-b1114d1c05070b4c169d,60,2.x.x.x,True,False,False,proteina-5bd13459e72a78e5b009,True
proteina-c647dda6c139c1f91d61,60,2.x.x.x,True,False,False,proteina-56bcd3e32df3795e0367,False
proteina-cd9a5f45a1118cc8df6a,60,2.x.x.x,True,False,False,proteina-cd9a5f45a1118cc8df6a,True
proteina-bfa49cd6b81f017b4a23,60,2.x.x.x,True,False,False,proteina-bfa49cd6b81f017b4a23,True
proteina-952dd43b98507da87b0f,60,2.x.x.x,True,True,False,,False
proteina-7bb40b757e602d1140c4,60,2.x.x.x,False,False,False,,False
proteina-52389a05fe31d9fa7f0b,60,2.x.x.x,True,True,False,,False
proteina-ea01e4391bf6456f4279,60,2.x.x.x,True,False,False,proteina-ea01e4391bf6456f4279,True
proteina-a3644447a8274952fcd8,60,2.x.x.x,True,True,False,,False
proteina-3e1c591a21cfd5919a8a,60,2.x.x.x,True,True,False,,False
proteina-80b2ddc8e072fe4ec10b,60,2.x.x.x,True,False,False,proteina-56bcd3e32df3795e0367,True
proteina-a8544eb911c94eca13cd,60,2.x.x.x,True,True,False,,False
proteina-023db65b8b2292a62333,60,2.x.x.x,True,True,False,,False
proteina-c816f3fd986b583e95d4,60,2.x.x.x,True,False,False,proteina-56bcd3e32df3795e0367,False
proteina-0fca5c911f842dff4c09,60,2.x.x.x,True,False,False,proteina-0fca5c911f842dff4c09,True
proteina-74840db753043aa4ae85,60,2.x.x.x,True,False,False,proteina-56bcd3e32df3795e0367,True
proteina-1da07eb464f4feaec558,60,2.x.x.x,True,False,False,proteina-1da07eb464f4feaec558,True
proteina-0e32c0fcff99b8649a28,60,2.x.x.x,True,False,False,proteina-0e32c0fcff99b8649a28,True
proteina-800e6b3798512bed2dbc,60,2.x.x.x,True,False,False,proteina-800e6b3798512bed2dbc,True
proteina-56bcd3e32df3795e0367,60,2.x.x.x,True,False,False,proteina-56bcd3e32df3795e0367,False
proteina-5bd13459e72a78e5b009,60,2.x.x.x,True,False,False,proteina-5bd13459e72a78e5b009,True
proteina-856f5781364db68916e2,60,2.x.x.x,True,False,False,proteina-5bd13459e72a78e5b009,True
proteina-acc447238320e8010371,60,2.x.x.x,True,False,False,proteina-5bd13459e72a78e5b009,True
proteina-75c14aeacc8a1a77d74f,100,1.x.x.x,False,False,False,,False
proteina-215583f1945db6f6dbfe,100,1.x.x.x,True,False,False,proteina-215583f1945db6f6dbfe,True
proteina-0ad9b6897347c8251eaf,100,1.x.x.x,True,True,False,,False
proteina-70791b852d1236e1a0d1,100,1.x.x.x,True,False,False,proteina-70791b852d1236e1a0d1,True
proteina-a81dbf596dce0d01f55f,100,1.x.x.x,True,False,False,proteina-a81dbf596dce0d01f55f,True
proteina-fa8062f75af335e9ecf1,100,1.x.x.x,True,False,False,proteina-fa8062f75af335e9ecf1,True
proteina-276b5488628433a2a539,100,1.x.x.x,True,False,False,proteina-276b5488628433a2a539,True
proteina-196b47be5f54394618a0,100,1.x.x.x,True,False,False,proteina-196b47be5f54394618a0,True
proteina-c47b28aae69757c46b68,100,1.x.x.x,True,False,False,proteina-c47b28aae69757c46b68,True
proteina-ae2d335f6f1b2af6d22e,100,1.x.x.x,True,True,False,,False
proteina-5ed86f32a250b3c9459d,100,1.x.x.x,True,False,False,proteina-5ed86f32a250b3c9459d,True
proteina-24f4d1ab8dffefb3b814,100,1.x.x.x,False,False,False,,False
proteina-c337ed2496379b3a507b,100,1.x.x.x,True,False,False,proteina-c337ed2496379b3a507b,True
proteina-b973158da8600beb120e,100,1.x.x.x,True,False,False,proteina-b973158da8600beb120e,True
proteina-2bffd6308ea6421552b3,100,1.x.x.x,True,True,False,,False
proteina-d909ed39640b232ffeab,100,1.x.x.x,True,True,False,,False
proteina-c6534107658702efbffc,100,1.x.x.x,False,False,False,,False
proteina-57083b0489e240b352cb,100,1.x.x.x,True,False,False,proteina-57083b0489e240b352cb,True
proteina-8a2cb45828c7f54a286f,100,1.x.x.x,True,False,True,,False
proteina-cfc40e241f03e7e656b9,100,1.x.x.x,True,False,False,proteina-cfc40e241f03e7e656b9,True
proteina-902a7b7c464bf3c315f7,100,1.x.x.x,True,False,False,proteina-902a7b7c464bf3c315f7,True
proteina-2a4a9abfb2af9f5d3ce5,100,1.x.x.x,True,False,False,proteina-2a4a9abfb2af9f5d3ce5,True
proteina-0a4986de98417fc38457,100,1.x.x.x,False,True,False,,False
proteina-af7d027679bf8dba3c04,100,1.x.x.x,True,False,False,proteina-af7d027679bf8dba3c04,True
proteina-2f58b143cc41192eb256,100,1.x.x.x,True,False,False,proteina-2f58b143cc41192eb256,True
proteina-a05690df4731bece6c9d,100,1.x.x.x,False,False,False,,False
proteina-8d666fc85f33fc1f3b19,100,1.x.x.x,True,False,False,proteina-8d666fc85f33fc1f3b19,True
proteina-666c48866efe82a999be,100,1.x.x.x,False,False,False,,False
proteina-7089d909c2af8a353b88,100,1.x.x.x,False,True,False,,False
proteina-9f8f92f73c26a8508671,100,1.x.x.x,True,False,False,proteina-9f8f92f73c26a8508671,True
proteina-04088de99a0727dd554f,100,1.x.x.x,False,True,False,,False
proteina-dbe6a3bb3fe03ad61a61,100,1.x.x.x,True,False,False,proteina-5708fbb76a46a27888af,True
proteina-439d3b24029848b1f19a,100,2.x.x.x,False,False,False,,False
proteina-bc3b7b3a34cd11f1c78d,100,2.x.x.x,True,True,False,,False
proteina-3387cafc657a0a340fe8,100,2.x.x.x,True,False,False,proteina-3387cafc657a0a340fe8,True
proteina-9d40fd11d91026e054d4,100,2.x.x.x,True,False,False,proteina-9d40fd11d91026e054d4,True
proteina-0fb6d5c4cc1232112180,100,2.x.x.x,True,True,False,,False
