geometry,threshold,subset,stem,cluster
original,fine,all,proteina-61e77080ea4940311234,proteina-61e77080ea4940311234
original,fine,all,proteina-2112cc4e81b434891843,proteina-2112cc4e81b434891843
original,fine,all,proteina-952e861479e3c5aae428,proteina-376b8e28cabb532e8cf6
original,fine,all,proteina-73739c207cc72ef6395e,proteina-376b8e28cabb532e8cf6
original,fine,all,proteina-376b8e28cabb532e8cf6,proteina-376b8e28cabb532e8cf6
original,fine,all,proteina-7cee97215620e3971d61,proteina-7cee97215620e3971d61
original,fine,all,proteina-f9f144628acce5c33d32,proteina-f9f144628acce5c33d32
original,fine,all,proteina-0f8174049a93741aed26,proteina-0f8174049a93741aed26
original,fine,all,proteina-161ad036080a8066d50b,proteina-161ad036080a8066d50b
original,fine,all,proteina-f2c011c6bd79141e649c,proteina-af5a73ca43204968f539
original,fine,all,proteina-b8daefb32840ea85f9a1,proteina-af5a73ca43204968f539
original,fine,all,proteina-af5a73ca43204968f539,proteina-af5a73ca43204968f539
original,fine,all,proteina-9653614c952e08afa442,proteina-9653614c952e08afa442
original,fine,all,proteina-a46c8861e0858d4aa07e,proteina-a46c8861e0858d4aa07e
original,fine,all,proteina-44c4c429493853996b33,proteina-231eb9ef50ca2b117629
original,fine,all,proteina-231eb9ef50ca2b117629,proteina-231eb9ef50ca2b117629
original,fine,all,proteina-5efcd9c71b5b810f1e6a,proteina-231eb9ef50ca2b117629
original,fine,all,proteina-67892a8122c7ec43de2d,proteina-67892a8122c7ec43de2d
original,fine,all,proteina-d352a6a11e8f02884e6a,proteina-d352a6a11e8f02884e6a
original,fine,all,proteina-baa6df85d9f71c21fffa,proteina-29639e56bac37dcfdb2b
original,fine,all,proteina-dacfe5d1f81346ca1d80,proteina-29639e56bac37dcfdb2b
original,fine,all,proteina-826b752d71ce7e75be2b,proteina-29639e56bac37dcfdb2b
original,fine,all,proteina-a584285aefb3da56b698,proteina-29639e56bac37dcfdb2b
original,fine,all,proteina-8c734fd5b292eae61249,proteina-29639e56bac37dcfdb2b
original,fine,all,proteina-29639e56bac37dcfdb2b,proteina-29639e56bac37dcfdb2b
original,fine,all,proteina-5206a39e06906643c41a,proteina-29639e56bac37dcfdb2b
original,fine,all,proteina-a8d4f0b91f8794606451,proteina-29639e56bac37dcfdb2b
original,fine,all,proteina-0c30d6fbc738932e5531,proteina-0c30d6fbc738932e5531
original,fine,all,proteina-f53d8bc909a7707c3ee5,proteina-f53d8bc909a7707c3ee5
original,fine,all,proteina-9b4552044f309f6da941,proteina-52e965d719266d0789f0
original,fine,all,proteina-797549a6c6cee7e6f28c,proteina-52e965d719266d0789f0
original,fine,all,proteina-ce81f330ca0ba86b64f8,proteina-52e965d719266d0789f0
original,fine,all,proteina-52e965d719266d0789f0,proteina-52e965d719266d0789f0
original,fine,all,proteina-eabc38aa8dc647eb8699,proteina-52e965d719266d0789f0
original,fine,all,proteina-40311ac5c2808339abb8,proteina-40311ac5c2808339abb8
original,fine,all,proteina-6c53c5d3bd50a56fdc27,proteina-6c53c5d3bd50a56fdc27
original,fine,all,proteina-f615fe2271b0cee7a105,proteina-f615fe2271b0cee7a105
original,fine,all,proteina-60652b18576aa0441d45,proteina-60652b18576aa0441d45
original,fine,all,proteina-852c4fd43d6737deb3ef,proteina-852c4fd43d6737deb3ef
original,fine,all,proteina-cad555445800b1af3300,proteina-cad555445800b1af3300
original,fine,all,proteina-7fa413c447dc39824024,proteina-7fa413c447dc39824024
original,fine,all,proteina-92dff8b654e0efae0912,proteina-92dff8b654e0efae0912
original,fine,all,proteina-d6c6fec7c3cd12354ae7,proteina-d6c6fec7c3cd12354ae7
original,fine,all,proteina-8da4da18773613a1d5b6,proteina-8da4da18773613a1d5b6
original,fine,all,proteina-4a5e0371cc7f27192b50,proteina-4a5e0371cc7f27192b50
original,fine,all,proteina-41411562891b848f54d6,proteina-41411562891b848f54d6
original,fine,all,proteina-51eef3bef1e6f944b7aa,proteina-51eef3bef1e6f944b7aa
original,fine,all,proteina-137598f5dd33ba7937f6,proteina-137598f5dd33ba7937f6
original,fine,all,proteina-adb3bf0e89d8640640ae,proteina-a937fca86ade8074e76d
original,fine,all,proteina-a937fca86ade8074e76d,proteina-a937fca86ade8074e76d
original,fine,all,proteina-bd4ca9b7f7b40fadeb2e,proteina-bd4ca9b7f7b40fadeb2e
original,fine,all,proteina-b0eba3a5a757270347fd,proteina-b0eba3a5a757270347fd
original,fine,all,proteina-0b94cbe753b1476280ae,proteina-0b94cbe753b1476280ae
original,fine,all,proteina-268de4fd9e7cc2b9ac48,proteina-268de4fd9e7cc2b9ac48
original,fine,all,proteina-c08983b28d1760313d20,proteina-c08983b28d1760313d20
original,fine,all,proteina-8697fe0bcb4cd39f1ba5,proteina-8697fe0bcb4cd39f1ba5
original,fine,all,proteina-3d607b3404d48890baf9,proteina-3d607b3404d48890baf9
original,fine,all,proteina-66699433c91ba3975fa1,proteina-66699433c91ba3975fa1
original,fine,all,proteina-ef7f98ffea12e660cfa1,proteina-ef7f98ffea12e660cfa1
original,fine,all,proteina-5310c921b749d5f3ba7c,proteina-5310c921b749d5f3ba7c
original,fine,all,proteina-9587fa2bb26a01c42ab7,proteina-56bcd3e32df3795e0367
original,fine,all,proteina-c309880db528712fe5fb,proteina-56bcd3e32df3795e0367
original,fine,all,proteina-fa6941a00978a008adbd,proteina-56bcd3e32df3795e0367
original,fine,all,proteina-c647dda6c139c1f91d61,proteina-56bcd3e32df3795e0367
original,fine,all,proteina-80b2ddc8e072fe4ec10b,proteina-56bcd3e32df3795e0367
original,fine,all,proteina-c816f3fd986b583e95d4,proteina-56bcd3e32df3795e0367
original,fine,all,proteina-74840db753043aa4ae85,proteina-56bcd3e32df3795e0367
original,fine,all,proteina-56bcd3e32df3795e0367,proteina-56bcd3e32df3795e0367
original,fine,all,proteina-6d5e3e3ac552f3ad3030,proteina-6d5e3e3ac552f3ad3030
original,fine,all,proteina-adf9dfd789c378fa5efc,proteina-adf9dfd789c378fa5efc
original,fine,all,proteina-c24e4039d556cb9fc034,proteina-c24e4039d556cb9fc034
original,fine,all,proteina-feadf1b4d75937cb5a8a,proteina-feadf1b4d75937cb5a8a
original,fine,all,proteina-4cfc162128ffbf716582,proteina-4cfc162128ffbf716582
original,fine,all,proteina-ba7d33661dd7d9237c88,proteina-ba7d33661dd7d9237c88
original,fine,all,proteina-82f9e504dcd7ab425e16,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-1baa26b05dc615d3d138,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-dfb61fbb894f028524bf,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-f92da6dba10d4442d899,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-4aed86bb7fbb6133fda2,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-b1114d1c05070b4c169d,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-bfa49cd6b81f017b4a23,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-952dd43b98507da87b0f,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-7bb40b757e602d1140c4,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-5bd13459e72a78e5b009,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-856f5781364db68916e2,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-acc447238320e8010371,proteina-1baa26b05dc615d3d138
original,fine,all,proteina-d69f20f0108ee6c74bab,proteina-d69f20f0108ee6c74bab
original,fine,all,proteina-01d370c9d1d1c26294c1,proteina-01d370c9d1d1c26294c1
original,fine,all,proteina-ca4ebbe07c6b9aedee9e,proteina-a1a9449af20cbef5d55b
original,fine,all,proteina-a1a9449af20cbef5d55b,proteina-a1a9449af20cbef5d55b
original,fine,all,proteina-29013dfaa3cdbba3f777,proteina-29013dfaa3cdbba3f777
original,fine,all,proteina-7552d94268c86e342d6f,proteina-7552d94268c86e342d6f
original,fine,all,proteina-5b90ceb3aeaa50f0b8fd,proteina-5b90ceb3aeaa50f0b8fd
original,fine,all,proteina-b32fd4be3165db5497ce,proteina-b32fd4be3165db5497ce
original,fine,all,proteina-551b9131fb55bfd39da5,proteina-551b9131fb55bfd39da5
original,fine,all,proteina-049ca75d2885de43fbdd,proteina-049ca75d2885de43fbdd
original,fine,all,proteina-6d6e50ba178f2817362c,proteina-6d6e50ba178f2817362c
original,fine,all,proteina-e3ca5a86bc7e68e68d0a,proteina-e3ca5a86bc7e68e68d0a
original,fine,all,proteina-97c2ba57dd7cd5809599,proteina-97c2ba57dd7cd5809599
original,fine,all,proteina-883efa0bf17f62c254bc,proteina-883efa0bf17f62c254bc
original,fine,all,proteina-db8999c6c07e9b217ba3,proteina-db8999c6c07e9b217ba3
original,fine,all,proteina-2b19bc28e8a907f73649,proteina-2b19bc28e8a907f73649
original,fine,all,proteina-82d23cc4cc45ff6bf270,proteina-82d23cc4cc45ff6bf270
original,fine,all,proteina-ebb7a0d856886aa5ca26,proteina-ebb7a0d856886aa5ca26
original,fine,all,proteina-bd8e2a6716aa9ce51b25,proteina-bd8e2a6716aa9ce51b25
original,fine,all,proteina-87f184efd994019a7488,proteina-87f184efd994019a7488
original,fine,all,proteina-4347b9571b2d35f3ed27,proteina-4347b9571b2d35f3ed27
original,fine,all,proteina-a98b97dfca62d0dc1bdf,proteina-a98b97dfca62d0dc1bdf
original,fine,all,proteina-1ac25796fd9b1b1945c3,proteina-1ac25796fd9b1b1945c3
original,fine,all,proteina-ef540def6b3bc71c5f0c,proteina-ef540def6b3bc71c5f0c
original,fine,all,proteina-150ba515b91c07bf1b2c,proteina-150ba515b91c07bf1b2c
original,fine,all,proteina-d018cc03cf00a9baaeaf,proteina-d018cc03cf00a9baaeaf
original,fine,all,proteina-3ecb3e79fc3095fa7c5a,proteina-3ecb3e79fc3095fa7c5a
original,fine,all,proteina-010e8a98a203ff0030c4,proteina-010e8a98a203ff0030c4
original,fine,all,proteina-c185c16174b75029f0b7,proteina-c185c16174b75029f0b7
original,fine,all,proteina-50dc22a9663e55235a47,proteina-50dc22a9663e55235a47
original,fine,all,proteina-8b09bb05a236dea90a40,proteina-8b09bb05a236dea90a40
original,fine,all,proteina-31c2d513e54cb76c34ec,proteina-31c2d513e54cb76c34ec
original,fine,all,proteina-72d88beef32e4530707c,proteina-72d88beef32e4530707c
original,fine,all,proteina-d1cfa45ef58504046adf,proteina-d1cfa45ef58504046adf
original,fine,all,proteina-256496726fa520454252,proteina-256496726fa520454252
original,fine,all,proteina-34c153a239c8c33d56b1,proteina-34c153a239c8c33d56b1
original,fine,all,proteina-bd8e71cf7d3dbd099ee0,proteina-bd8e71cf7d3dbd099ee0
original,fine,all,proteina-e7db037d38535dcc9a5c,proteina-e7db037d38535dcc9a5c
original,fine,all,proteina-146e4aeabdf8507c8afa,proteina-146e4aeabdf8507c8afa
original,fine,all,proteina-f6abfba9a88b11cdbe55,proteina-f6abfba9a88b11cdbe55
original,fine,all,proteina-91b28ca3ffd70c40f66c,proteina-91b28ca3ffd70c40f66c
original,fine,all,proteina-6fa00a87ef4536baf972,proteina-6fa00a87ef4536baf972
original,fine,all,proteina-939b09ed95e72626f875,proteina-939b09ed95e72626f875
original,fine,all,proteina-328857d989f2700fd5de,proteina-328857d989f2700fd5de
original,fine,all,proteina-1cdd3ab5629f3a778d89,proteina-1cdd3ab5629f3a778d89
original,fine,all,proteina-8ac839094b34124aadc6,proteina-8ac839094b34124aadc6
original,fine,all,proteina-ff3732a92c22b0a68868,proteina-ff3732a92c22b0a68868
original,fine,all,proteina-cd9a5f45a1118cc8df6a,proteina-cd9a5f45a1118cc8df6a
original,fine,all,proteina-52389a05fe31d9fa7f0b,proteina-52389a05fe31d9fa7f0b
original,fine,all,proteina-ea01e4391bf6456f4279,proteina-ea01e4391bf6456f4279
original,fine,all,proteina-a3644447a8274952fcd8,proteina-a3644447a8274952fcd8
original,fine,all,proteina-3e1c591a21cfd5919a8a,proteina-3e1c591a21cfd5919a8a
original,fine,all,proteina-a8544eb911c94eca13cd,proteina-a8544eb911c94eca13cd
original,fine,all,proteina-023db65b8b2292a62333,proteina-023db65b8b2292a62333
original,fine,all,proteina-0fca5c911f842dff4c09,proteina-0fca5c911f842dff4c09
original,fine,all,proteina-1da07eb464f4feaec558,proteina-1da07eb464f4feaec558
original,fine,all,proteina-0e32c0fcff99b8649a28,proteina-0e32c0fcff99b8649a28
original,fine,all,proteina-800e6b3798512bed2dbc,proteina-800e6b3798512bed2dbc
original,fine,all,proteina-75c14aeacc8a1a77d74f,proteina-75c14aeacc8a1a77d74f
original,fine,all,proteina-215583f1945db6f6dbfe,proteina-215583f1945db6f6dbfe
original,fine,all,proteina-0ad9b6897347c8251eaf,proteina-05efa835bc8aa6296099
original,fine,all,proteina-dbe6a3bb3fe03ad61a61,proteina-05efa835bc8aa6296099
original,fine,all,proteina-05efa835bc8aa6296099,proteina-05efa835bc8aa6296099
original,fine,all,proteina-13493a8cd8df39d64e7d,proteina-05efa835bc8aa6296099
original,fine,all,proteina-70791b852d1236e1a0d1,proteina-70791b852d1236e1a0d1
original,fine,all,proteina-a81dbf596dce0d01f55f,proteina-a81dbf596dce0d01f55f
original,fine,all,proteina-cac28b7490b76225f9ee,proteina-a81dbf596dce0d01f55f
original,fine,all,proteina-fa8062f75af335e9ecf1,proteina-fa8062f75af335e9ecf1
original,fine,all,proteina-276b5488628433a2a539,proteina-276b5488628433a2a539
original,fine,all,proteina-196b47be5f54394618a0,proteina-196b47be5f54394618a0
original,fine,all,proteina-c47b28aae69757c46b68,proteina-c47b28aae69757c46b68
original,fine,all,proteina-ae2d335f6f1b2af6d22e,proteina-576af52de547319d7f5b
original,fine,all,proteina-576af52de547319d7f5b,proteina-576af52de547319d7f5b
original,fine,all,proteina-d8b38fab9d70b86c27c8,proteina-576af52de547319d7f5b
original,fine,all,proteina-5ed86f32a250b3c9459d,proteina-5ed86f32a250b3c9459d
original,fine,all,proteina-24f4d1ab8dffefb3b814,proteina-24f4d1ab8dffefb3b814
original,fine,all,proteina-c337ed2496379b3a507b,proteina-c337ed2496379b3a507b
original,fine,all,proteina-b973158da8600beb120e,proteina-b973158da8600beb120e
original,fine,all,proteina-2bffd6308ea6421552b3,proteina-2bffd6308ea6421552b3
original,fine,all,proteina-d909ed39640b232ffeab,proteina-d909ed39640b232ffeab
original,fine,all,proteina-c6534107658702efbffc,proteina-c6534107658702efbffc
original,fine,all,proteina-57083b0489e240b352cb,proteina-57083b0489e240b352cb
original,fine,all,proteina-8a2cb45828c7f54a286f,proteina-8a2cb45828c7f54a286f
original,fine,all,proteina-97f80220aedc30db37fd,proteina-8a2cb45828c7f54a286f
original,fine,all,proteina-9b4701bcd77f96ae84ed,proteina-8a2cb45828c7f54a286f
original,fine,all,proteina-cfc40e241f03e7e656b9,proteina-cfc40e241f03e7e656b9
original,fine,all,proteina-902a7b7c464bf3c315f7,proteina-902a7b7c464bf3c315f7
original,fine,all,proteina-2a4a9abfb2af9f5d3ce5,proteina-2a4a9abfb2af9f5d3ce5
original,fine,all,proteina-0a4986de98417fc38457,proteina-0a4986de98417fc38457
original,fine,all,proteina-af7d027679bf8dba3c04,proteina-af7d027679bf8dba3c04
original,fine,all,proteina-2f58b143cc41192eb256,proteina-2f58b143cc41192eb256
original,fine,all,proteina-a05690df4731bece6c9d,proteina-a05690df4731bece6c9d
original,fine,all,proteina-8d666fc85f33fc1f3b19,proteina-8d666fc85f33fc1f3b19
original,fine,all,proteina-666c48866efe82a999be,proteina-666c48866efe82a999be
original,fine,all,proteina-7089d909c2af8a353b88,proteina-7089d909c2af8a353b88
original,fine,all,proteina-9f8f92f73c26a8508671,proteina-9f8f92f73c26a8508671
original,fine,all,proteina-04088de99a0727dd554f,proteina-04088de99a0727dd554f
original,fine,all,proteina-439d3b24029848b1f19a,proteina-439d3b24029848b1f19a
original,fine,all,proteina-bc3b7b3a34cd11f1c78d,proteina-48e986922343cf2640cb
original,fine,all,proteina-48e986922343cf2640cb,proteina-48e986922343cf2640cb
original,fine,all,proteina-3387cafc657a0a340fe8,proteina-3387cafc657a0a340fe8
original,fine,all,proteina-9d40fd11d91026e054d4,proteina-9d40fd11d91026e054d4
original,fine,all,proteina-0fb6d5c4cc1232112180,proteina-0fb6d5c4cc1232112180
original,fine,all,proteina-bd6762cea62cae9fffa7,proteina-9999df4f752306d927f9
original,fine,all,proteina-9999df4f752306d927f9,proteina-9999df4f752306d927f9
original,fine,all,proteina-e636365f0a7a57553a0f,proteina-e636365f0a7a57553a0f
original,fine,all,proteina-5577c9fab50dd1266bf2,proteina-5577c9fab50dd1266bf2
original,fine,all,proteina-a85a76c978eac08e2687,proteina-a85a76c978eac08e2687
original,fine,all,proteina-b55cbb9d584613aaa5da,proteina-b55cbb9d584613aaa5da
original,fine,all,proteina-7308efa9234e569bd022,proteina-7308efa9234e569bd022
original,fine,all,proteina-6648e52b3c80e35a1af7,proteina-6648e52b3c80e35a1af7
original,fine,all,proteina-76eec2ffec8854fd5cca,proteina-76eec2ffec8854fd5cca
original,fine,all,proteina-b745fe0c1378aae3777e,proteina-b745fe0c1378aae3777e
original,fine,all,proteina-07892e951ee9425b73e6,proteina-07892e951ee9425b73e6
original,fine,all,proteina-a57ec9536230be57026f,proteina-a57ec9536230be57026f
original,fine,all,proteina-fcacbecfcb0d7acb4612,proteina-fcacbecfcb0d7acb4612
original,fine,all,proteina-5d61ea52251aa80193af,proteina-5d61ea52251aa80193af
original,fine,all,proteina-4a330c07c2b73a0fa141,proteina-4a330c07c2b73a0fa141
original,fine,all,proteina-b1364757cc8f7d62c40f,proteina-b1364757cc8f7d62c40f
original,fine,all,proteina-fd1ba8c2633583bfd2d7,proteina-fd1ba8c2633583bfd2d7
original,fine,all,proteina-4fe420ca8229df130ca9,proteina-4fe420ca8229df130ca9
original,fine,all,proteina-20b5a2ad6be031dacf24,proteina-20b5a2ad6be031dacf24
original,fine,all,proteina-938b23882ed36cdd4619,proteina-938b23882ed36cdd4619
original,fine,all,proteina-59c8c355e6342e92d3c9,proteina-59c8c355e6342e92d3c9
original,fine,all,proteina-e7ec643a44e20b03dada,proteina-e7ec643a44e20b03dada
