subset,model,range,cut,precision,valid_values,total_values
legacy_554,marinfold-e8-reference-step35679,medium,L,0.15974821325737779,554,554
legacy_554,marinfold-e8-reference-step35679,medium,L/2,0.27039649323660453,554,554
legacy_554,marinfold-e8-reference-step35679,medium,L/5,0.44518986097839064,554,554
legacy_554,marinfold-e8-reference-step35679,medium,R,0.4618492055225497,553,554
legacy_554,marinfold-e8-reference-step35679,short,AUC,0.9480284544431595,554,554
legacy_554,marinfold-e8-reference-step35679,short,L,0.11458586838116534,554,554
legacy_554,marinfold-e8-reference-step35679,short,L/2,0.2055093125418567,554,554
legacy_554,marinfold-e8-reference-step35679,short,L/5,0.3952538327322667,554,554
legacy_554,marinfold-e8-reference-step35679,short,R,0.5507467006616468,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.9393656492636705,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.5196793070986044,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.6799369134315012,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.7931383051723175,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.5789424725487267,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.9226619603250196,553,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.34123100894319114,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.5251910452666767,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.6682790964906938,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.5291741225600561,553,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.9627645351944982,553,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.17932599361936005,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.3284449428474244,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.5888404667413175,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.6287183827221676,553,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9654309064589508,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.11918110096311132,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.22584761289392122,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.46431767150948255,554,554
legacy_554,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.6526674131924961,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.9423701693252047,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.5324080247486044,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.6938032191871515,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.7991051108042864,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.5916351017949134,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.927897448646059,553,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.3473025438298982,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.5391029571465653,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.6811446179866111,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.5417802658698464,553,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9646809758795243,553,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.1808232311226333,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.3306731204584708,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.6000794387257127,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.6404797435985938,553,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.9640897240303923,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.11904812132227201,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.226870830478927,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.4701553799045886,554,554
legacy_554,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.6633311306012081,554,554
eval2,marinfold-e8-reference-step35679,all,AUC,0.895027882120852,307,307
eval2,marinfold-e8-reference-step35679,all,L,0.35705621435303536,307,307
eval2,marinfold-e8-reference-step35679,all,L/2,0.48790937439075677,307,307
eval2,marinfold-e8-reference-step35679,all,L/5,0.6325896096014396,307,307
eval2,marinfold-e8-reference-step35679,all,R,0.4055591401314489,307,307
eval2,marinfold-e8-reference-step35679,long,AUC,0.8653333721857734,306,307
eval2,marinfold-e8-reference-step35679,long,L,0.23034185721043643,307,307
eval2,marinfold-e8-reference-step35679,long,L/2,0.33257430785708647,307,307
eval2,marinfold-e8-reference-step35679,long,L/5,0.4547664437310624,307,307
eval2,marinfold-e8-reference-step35679,long,R,0.3368442896659072,306,307
eval2,marinfold-e8-reference-step35679,medium,AUC,0.942178178966856,306,307
eval2,marinfold-e8-reference-step35679,medium,L,0.1495643850532618,307,307
eval2,marinfold-e8-reference-step35679,medium,L/2,0.2591329553295715,307,307
eval2,marinfold-e8-reference-step35679,medium,L/5,0.44806917821870773,307,307
eval2,marinfold-e8-reference-step35679,medium,R,0.4730523977106422,306,307
eval2,marinfold-e8-reference-step35679,short,AUC,0.9514573022868407,307,307
eval2,marinfold-e8-reference-step35679,short,L,0.10171623307342988,307,307
eval2,marinfold-e8-reference-step35679,short,L/2,0.18571566696022998,307,307
eval2,marinfold-e8-reference-step35679,short,L/5,0.36063514455909457,307,307
eval2,marinfold-e8-reference-step35679,short,R,0.5575235352584769,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.9277219614964144,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.4696831852752912,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.6235748628882346,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.7590382081455818,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.5378420404255744,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.9086414694090096,306,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.3192733492751647,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.47521960408688235,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.6074830616731549,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.4801446726541848,306,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.961588205307102,306,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.16178139743024778,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.29887849037963726,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.5731556064811941,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.6240609673396369,306,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9628471334842343,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.10366489238416583,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.19654152864987606,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.4051525629499772,307,307
eval2,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.6326058291590779,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.9289555218233925,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.4703292578451247,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.6228040774562831,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.7518673460669878,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.5391183485723765,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.9112609185146808,306,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.3157355857193423,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.4757049416758896,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.6065414740755275,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.48216151593257267,306,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9615784623433834,306,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.16175547257476042,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.2988182657764209,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.5738907093823263,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.6249765068625028,306,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.959589183719169,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.1031664073870284,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.19518228381784916,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.4030874465750368,307,307
eval2,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.6290423044826442,307,307
eval2_natural,marinfold-e8-reference-step35679,all,AUC,0.8016616445901339,78,78
eval2_natural,marinfold-e8-reference-step35679,all,L,0.19250922233405868,78,78
eval2_natural,marinfold-e8-reference-step35679,all,L/2,0.25832082582856575,78,78
eval2_natural,marinfold-e8-reference-step35679,all,L/5,0.37230706457530177,78,78
eval2_natural,marinfold-e8-reference-step35679,all,R,0.2194669452012359,78,78
eval2_natural,marinfold-e8-reference-step35679,long,AUC,0.7571388245871545,78,78
eval2_natural,marinfold-e8-reference-step35679,long,L,0.10856451317147271,78,78
eval2_natural,marinfold-e8-reference-step35679,long,L/2,0.14571374531241182,78,78
eval2_natural,marinfold-e8-reference-step35679,long,L/5,0.20529213459320808,78,78
eval2_natural,marinfold-e8-reference-step35679,long,R,0.1584264559751245,78,78
eval2_natural,marinfold-e8-reference-step35679,medium,AUC,0.8618205960074519,78,78
eval2_natural,marinfold-e8-reference-step35679,medium,L,0.098239238901163,78,78
eval2_natural,marinfold-e8-reference-step35679,medium,L/2,0.14883143431981244,78,78
eval2_natural,marinfold-e8-reference-step35679,medium,L/5,0.2279202596470165,78,78
eval2_natural,marinfold-e8-reference-step35679,medium,R,0.2531196056846616,78,78
eval2_natural,marinfold-e8-reference-step35679,short,AUC,0.8798994620706483,78,78
eval2_natural,marinfold-e8-reference-step35679,short,L,0.09801159225476858,78,78
eval2_natural,marinfold-e8-reference-step35679,short,L/2,0.157396060537485,78,78
eval2_natural,marinfold-e8-reference-step35679,short,L/5,0.27540269259339606,78,78
eval2_natural,marinfold-e8-reference-step35679,short,R,0.3499783284951672,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.8483825764823006,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.28199845750295804,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.3945374075752176,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.5253311584579178,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.320002862600387,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.817210051801339,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.1819600571993186,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.2595113827032813,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.3558784592922948,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.2620653991159166,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.8951346034797762,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.11350839041977655,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.18667083294054068,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.32549719250053444,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.3723987727616648,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9071960306228323,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.10376758756425487,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.18003071596654485,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.3404483077889457,78,78
eval2_natural,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.44771545006406743,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.8650541529763262,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.3037896292356431,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.4146549266267686,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.5626767019587248,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.3450061528356165,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.8396065435778354,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.19613938199420647,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.2812928230549076,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.3853203410041428,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.290727123870104,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9044902717621367,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.11881046874291591,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.1981789997754324,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.3360122653356412,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.3913293395561782,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.9093486052991729,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.10420337825511118,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.18288462422603607,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.34838810041996776,78,78
eval2_natural,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.4718948290322355,78,78
eval2_30,marinfold-e8-reference-step35679,all,AUC,0.9006423661495251,275,275
eval2_30,marinfold-e8-reference-step35679,all,L,0.36117170126128084,275,275
eval2_30,marinfold-e8-reference-step35679,all,L/2,0.49376026343532814,275,275
eval2_30,marinfold-e8-reference-step35679,all,L/5,0.6411984175537258,275,275
eval2_30,marinfold-e8-reference-step35679,all,R,0.41469307597558125,275,275
eval2_30,marinfold-e8-reference-step35679,long,AUC,0.8717435506460857,274,275
eval2_30,marinfold-e8-reference-step35679,long,L,0.23574178713479807,275,275
eval2_30,marinfold-e8-reference-step35679,long,L/2,0.34068090666240153,275,275
eval2_30,marinfold-e8-reference-step35679,long,L/5,0.46377736924981483,275,275
eval2_30,marinfold-e8-reference-step35679,long,R,0.34769935473596564,274,275
eval2_30,marinfold-e8-reference-step35679,medium,AUC,0.9457954333083958,274,275
eval2_30,marinfold-e8-reference-step35679,medium,L,0.14951531299312962,275,275
eval2_30,marinfold-e8-reference-step35679,medium,L/2,0.2607198665802467,275,275
eval2_30,marinfold-e8-reference-step35679,medium,L/5,0.45533067251232784,275,275
eval2_30,marinfold-e8-reference-step35679,medium,R,0.4845537017012283,274,275
eval2_30,marinfold-e8-reference-step35679,short,AUC,0.9548951086122257,275,275
eval2_30,marinfold-e8-reference-step35679,short,L,0.09910988259173822,275,275
eval2_30,marinfold-e8-reference-step35679,short,L/2,0.18225585617738102,275,275
eval2_30,marinfold-e8-reference-step35679,short,L/5,0.3583021331798768,275,275
eval2_30,marinfold-e8-reference-step35679,short,R,0.5692981184597016,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.9298768834798071,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.4657169417428242,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.6210879013692396,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.7586257948227192,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.5397868572146388,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.9106749272931698,274,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.3173229713851122,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.47271852114193974,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.6005130287529452,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.48143086934290164,274,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.9637508452843304,274,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.15988516029551947,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.29586366107702305,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.5780162364042313,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.6303418449690176,274,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9646944746549967,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.10073036164550363,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.19133070231154428,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.39498021586833343,275,275
eval2_30,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.6362612406742366,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.9292311318830032,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.46322809280807975,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.6162772602039039,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.7481848764909327,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.5376649658543449,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.9111753108410122,274,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.3110668761235942,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.46961356830678597,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.596069420129697,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.48006200764478646,274,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.9630409813211374,274,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.15970670342503054,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.29526606758228674,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.5772090406742385,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.6280697776021755,274,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.9603721000685711,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.1000266034997393,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.18920947367486154,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.3920700991959065,275,275
eval2_30,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.6287517960579942,275,275
eval2_natural_30,marinfold-e8-reference-step35679,all,AUC,0.8030970320279551,61,61
eval2_natural_30,marinfold-e8-reference-step35679,all,L,0.18762920324633733,61,61
eval2_natural_30,marinfold-e8-reference-step35679,all,L/2,0.250281925268085,61,61
eval2_natural_30,marinfold-e8-reference-step35679,all,L/5,0.3688146342899734,61,61
eval2_natural_30,marinfold-e8-reference-step35679,all,R,0.21912317858970212,61,61
eval2_natural_30,marinfold-e8-reference-step35679,long,AUC,0.7581885015764221,61,61
eval2_natural_30,marinfold-e8-reference-step35679,long,L,0.10490148834011252,61,61
eval2_natural_30,marinfold-e8-reference-step35679,long,L/2,0.13685875637006326,61,61
eval2_natural_30,marinfold-e8-reference-step35679,long,L/5,0.19050983612399827,61,61
eval2_natural_30,marinfold-e8-reference-step35679,long,R,0.15708696768824937,61,61
eval2_natural_30,marinfold-e8-reference-step35679,medium,AUC,0.8596523911066104,61,61
eval2_natural_30,marinfold-e8-reference-step35679,medium,L,0.09738893034923009,61,61
eval2_natural_30,marinfold-e8-reference-step35679,medium,L/2,0.1477377788896242,61,61
eval2_natural_30,marinfold-e8-reference-step35679,medium,L/5,0.22651783433679307,61,61
eval2_natural_30,marinfold-e8-reference-step35679,medium,R,0.2558536831010871,61,61
