mode,split,stem,n_contacts,n_true,mean_true_log_ratio,mean_false_log_ratio,true_false_log_ratio_delta,log_ratio_auc
full_t11_single,test,7xi5_A,9090,6065,0.0,0.0,0.0,0.5
full_t11_single,test,8b6e_A,8270,5994,0.0,0.0,0.0,0.5
full_t11_single,test,8b2g_A,13274,5850,0.0,0.0,0.0,0.5
full_t11_single,test,7pv5_A,14662,8586,0.0,0.0,0.0,0.5
full_t11_single,test,8eb9_A,11740,847,0.0,0.0,0.0,0.5
full_t11_single,test,7y8i_A,19765,13089,0.0,0.0,0.0,0.5
full_t11_single,test,7y54_A,19842,13625,0.0,0.0,0.0,0.5
full_t11_single,test,7y8h_A,17974,11893,0.0,0.0,0.0,0.5
full_t11_single,test,7y5j_A,19661,12166,0.0,0.0,0.0,0.5
full_t11_single,test,7y5r_A,19392,13619,0.0,0.0,0.0,0.5
full_t11_single,test,7yug_A,17106,2125,0.0,0.0,0.0,0.5
full_t11_single,test,8bgb_A,22320,14507,0.0,0.0,0.0,0.5
full_t11_single,test,7zu3_A,25698,4097,0.0,0.0,0.0,0.5
full_t11_single,test,7tlh_A,25119,6116,0.0,0.0,0.0,0.5
full_t11_single,test,7zv1_A,21358,8063,0.0,0.0,0.0,0.5
full_t11_single,test,8dp9_A,31149,18917,0.0,0.0,0.0,0.5
full_t11_single,test,7zoi_A,29544,12845,0.0,0.0,0.0,0.5
full_t11_single,test,8dx0_A,29174,19708,0.0,0.0,0.0,0.5
full_t11_single,test,7urp_A,29996,8324,0.0,0.0,0.0,0.5
full_t11_single,test,7wz5_A,27562,708,0.0,0.0,0.0,0.5
full_t11_single,test,8axj_A,28278,19896,0.0,0.0,0.0,0.5
full_t11_single,test,7y5m_A,26684,13178,0.0,0.0,0.0,0.5
full_t11_single,test,8dez_A,33760,6191,0.0,0.0,0.0,0.5
full_t11_single,test,8bsb_A,26395,6099,0.0,0.0,0.0,0.5
full_t11_single,test,7xcd_A,34066,2108,0.0,0.0,0.0,0.5
full_t11_single,test,7uvg_A,39389,5881,0.0,0.0,0.0,0.5
full_t11_single,test,8bau_A,45520,21445,0.0,0.0,0.0,0.5
full_t11_single,test,7ur2_A,35791,10062,0.0,0.0,0.0,0.5
full_t11_single,test,8cpn_A,47635,8745,0.0,0.0,0.0,0.5
full_t11_single,test,8baq_A,45036,12829,0.0,0.0,0.0,0.5
full_t11_single,test,7uba_A,43485,5315,0.0,0.0,0.0,0.5
full_t11_single,test,8b6a_A,39695,18357,0.0,0.0,0.0,0.5
full_t11_single,test,8cba_A,48060,3231,0.0,0.0,0.0,0.5
full_t11_single,test,8cih_A,36278,2507,0.0,0.0,0.0,0.5
full_t11_single,test,8adc_A,50577,7150,0.0,0.0,0.0,0.5
full_t11_single,test,7tjb_A,45352,25181,0.0,0.0,0.0,0.5
full_t11_single,test,8ycm_A,43434,7979,0.0,0.0,0.0,0.5
full_t11_single,test,8b61_A,54886,13549,0.0,0.0,0.0,0.5
full_t11_single,test,7qp5_A,56875,16559,0.0,0.0,0.0,0.5
full_t11_single,test,8b2s_A,40810,19197,0.0,0.0,0.0,0.5
full_t11_single,test,8arl_A,62858,1631,0.0,0.0,0.0,0.5
full_t11_single,test,8dhj_A,59594,36959,0.0,0.0,0.0,0.5
full_t11_single,test,8b4u_A,56648,40258,0.0,0.0,0.0,0.5
full_t11_single,test,8q8i_A,75115,28705,0.0,0.0,0.0,0.5
full_t11_single,test,7z65_A,66382,30469,0.0,0.0,0.0,0.5
full_t11_single,test,7xg9_A,60928,12697,0.0,0.0,0.0,0.5
full_t11_single,test,7x3h_A,67517,31623,0.0,0.0,0.0,0.5
full_t11_single,test,8eo5_A,55849,38006,0.0,0.0,0.0,0.5
full_t11_single,test,7w15_A,67694,32998,0.0,0.0,0.0,0.5
full_t11_single,test,8daj_A,66090,33991,0.0,0.0,0.0,0.5
full_t11_single,test,7x4p_A,73792,27099,0.0,0.0,0.0,0.5
full_t11_single,test,8ci9_A,74071,26983,0.0,0.0,0.0,0.5
full_t11_single,test,8c4y_A,76996,44633,0.0,0.0,0.0,0.5
full_t11_single,test,8au6_A,44125,16788,0.0,0.0,0.0,0.5
full_t11_single,test,7xz3_A,84986,13820,0.0,0.0,0.0,0.5
full_t11_single,test,8d2z_A,68642,35446,0.0,0.0,0.0,0.5
full_t11_single,test,7v3o_A,74647,14384,0.0,0.0,0.0,0.5
full_t11_single,test,7ylr_A,75323,45465,0.0,0.0,0.0,0.5
full_t11_single,test,8bux_A,57614,1731,0.0,0.0,0.0,0.5
full_t11_single,test,7xjr_A,75493,34534,0.0,0.0,0.0,0.5
full_t11_single,test,7y4h_A,79085,30314,0.0,0.0,0.0,0.5
full_t11_single,test,7yyg_A,70300,2974,0.0,0.0,0.0,0.5
full_t11_single,test,8e5h_A,76346,33642,0.0,0.0,0.0,0.5
full_t11_single,test,7qsj_A,79179,37113,0.0,0.0,0.0,0.5
full_t11_single,test,8dqd_A,82463,52010,0.0,0.0,0.0,0.5
full_t11_single,test,8cpk_A,78407,44761,0.0,0.0,0.0,0.5
full_t11_single,test,7uk8_A,107836,40076,0.0,0.0,0.0,0.5
full_t11_single,test,7xrx_A,87887,21011,0.0,0.0,0.0,0.5
full_t11_single,test,8amo_A,81763,41607,0.0,0.0,0.0,0.5
full_t11_single,test,8bfy_A,81448,39061,0.0,0.0,0.0,0.5
full_t11_single,test,8b5w_A,108730,4207,0.0,0.0,0.0,0.5
full_t11_single,test,8e0r_A,129095,5005,0.0,0.0,0.0,0.5
full_t11_single,test,8dmu_A,138429,4869,0.0,0.0,0.0,0.5
full_t11_single,test,7wzm_A,95798,58227,0.0,0.0,0.0,0.5
full_t11_single,test,7x8l_A,127723,56096,0.0,0.0,0.0,0.5
full_t11_single,test,8azb_A,131276,81693,0.0,0.0,0.0,0.5
full_t11_single,test,7xyr_A,156385,79800,0.0,0.0,0.0,0.5
full_t11_single,test,7uww_A,164871,35555,0.0,0.0,0.0,0.5
full_t11_single,test,8bke_A,149283,42780,0.0,0.0,0.0,0.5
full_t11_single,test,8dge_A,210031,77832,0.0,0.0,0.0,0.5
