mode,split,pair_id,N,oracle_fold1,oracle_fold2,oracle_dual,blind_fold1,blind_fold2,blind_dual,mean_pairwise_jaccard,unique_maps,mean_contacts,finished,malformed,invalid_rollouts
full_iid_single,test,3zxgb_5ec5p,100,False,True,False,False,False,False,0.136333738619998,100,337.32,100,3,2
full_iid_single,test,5c1va_5c1vb,100,True,False,False,True,False,False,0.37741566860840553,100,369.86,100,0,0
full_iid_single,test,4aana_4aala,100,True,False,False,True,False,False,0.25148298837539235,100,288.73,100,0,0
full_iid_single,test,5hmga_3ztje,100,False,False,False,False,False,False,0.022031820210178073,100,341.21,100,1,1
full_iid_single,test,2c1vb_2c1uc,100,True,True,True,True,False,False,0.275048681846537,100,301.22,100,0,0
full_iid_single,test,3j7wb_3j7vg,100,True,True,True,True,True,True,0.2678098544237073,100,290.38,100,1,1
full_iid_single,test,1kcta_3t1pa,100,True,True,True,True,False,False,0.4868703348664887,100,412.39,100,0,0
full_iid_single,test,1qs8b_1miqb,100,True,False,False,True,False,False,0.23154333799921897,100,482.55,100,4,1
full_iid_single,test,5i2ma_5i2sa,100,False,False,False,False,False,False,0.02359719265940978,100,463.42,100,2,2
full_iid_single,test,3g0ha_3ewsb,100,True,True,True,False,True,False,0.412904184813176,100,444.17,100,0,0
full_iid_single,test,1qomb_1noca,100,False,False,False,False,False,False,0.02256738684395445,100,475.12,100,3,2
full_iid_single,test,5l35d_5l35g,100,True,False,False,True,False,False,0.30205295874090926,100,402.02,100,0,0
full_iid_single,test,5jzha_5jztg,100,True,True,True,False,True,False,0.023812605979985472,100,527.38,100,8,3
full_iid_single,test,4ydqb_4twaa,100,True,False,False,True,False,False,0.17416349596446856,100,546.93,100,1,1
full_iid_single,test,4o0pa_4o01d,100,False,False,False,False,False,False,0.19273745552874869,100,385.17,100,0,0
full_iid_single,test,3meea_4b3ob,100,False,False,False,False,False,False,0.3381769838583279,100,611.38,100,0,0
full_iid_single,test,2a73b_3l5nb,100,False,False,False,False,False,False,0.14163679398992712,100,1195.08,99,14,10
full_t08_single,test,2lela_2k0qa,100,False,True,False,False,True,False,0.2821338854975774,100,57.7,100,0,0
full_t08_single,test,1xnta_3lqca,100,True,False,False,True,False,False,0.33536486858472114,100,134.39,100,0,0
full_t08_single,test,1uxmk_2nama,100,True,False,False,True,False,False,0.41926170105476873,100,111.97,100,0,0
full_t08_single,test,6c6sd_2ougc,100,True,False,False,True,False,False,0.5579605679022211,100,123.75,100,0,0
full_t08_single,test,1nrjb_2gedb,100,True,False,False,True,False,False,0.3947232509462682,100,157.26,100,0,0
full_t08_single,test,2vfxl_3gmhl,100,False,False,False,False,False,False,0.08919350012707984,100,128.41,100,0,0
full_t08_single,test,4pyia_4pyja,100,True,False,False,True,False,False,0.36259269462303445,100,178.74,100,0,0
full_t08_single,test,4y0mj_4xwsd,100,True,True,True,True,True,True,0.5565257099868676,100,180.52,100,0,0
full_t08_single,test,1repc_2z9ob,100,True,False,False,True,False,False,0.5622306963269766,100,242.39,100,0,0
full_t08_single,test,2pbkb_3njqa,100,False,False,False,False,False,False,0.032693125136821564,100,129.71,100,0,0
full_t08_single,test,1k0na_1rk4b,100,True,False,False,True,False,False,0.3921859540332405,100,202.92,100,0,0
full_t08_single,test,3tp2a_5lj3m,100,False,False,False,False,False,False,0.18239258548471984,100,142.98,100,0,0
full_t08_single,test,3zxgb_5ec5p,100,False,True,False,False,False,False,0.1759213698527942,100,269.66,100,2,1
full_t08_single,test,5c1va_5c1vb,100,True,False,False,True,False,False,0.427942254987577,100,333.6,100,1,1
full_t08_single,test,4aana_4aala,100,True,False,False,True,False,False,0.3167676632299575,100,247.62,100,0,0
full_t08_single,test,5hmga_3ztje,100,False,False,False,False,False,False,0.03010437167642539,100,227.48,100,0,0
full_t08_single,test,2c1vb_2c1uc,100,True,True,True,True,False,False,0.3287783273689716,100,263.07,100,0,0
full_t08_single,test,3j7wb_3j7vg,100,True,True,True,True,True,True,0.33080234940365544,100,254.0,100,0,0
full_t08_single,test,1kcta_3t1pa,100,True,True,True,True,False,False,0.5316078545419208,100,377.07,100,0,0
full_t08_single,test,1qs8b_1miqb,100,True,False,False,True,False,False,0.2992480879957247,100,405.8,100,4,1
full_t08_single,test,5i2ma_5i2sa,100,False,False,False,False,False,False,0.04016099118287539,100,274.12,100,0,0
full_t08_single,test,3g0ha_3ewsb,100,True,True,True,True,True,True,0.47787652220274174,100,393.23,100,1,1
full_t08_single,test,1qomb_1noca,100,False,False,False,False,False,False,0.03465143199436921,100,319.33,100,0,0
full_t08_single,test,5l35d_5l35g,100,True,False,False,True,False,False,0.3583433625242287,100,354.55,100,0,0
full_t08_single,test,5jzha_5jztg,100,True,True,True,False,True,False,0.03349432301594545,100,372.22,100,0,0
full_t08_single,test,4ydqb_4twaa,100,True,False,False,True,False,False,0.23338692795186383,100,445.14,100,0,0
full_t08_single,test,4o0pa_4o01d,100,False,False,False,False,False,False,0.25316038483666353,100,309.76,100,0,0
full_t08_single,test,3meea_4b3ob,100,False,False,False,False,False,False,0.4144489020556361,100,517.79,100,0,0
full_t08_single,test,2a73b_3l5nb,100,False,False,False,False,False,False,0.20962040533969395,100,851.08,100,5,3
full_t11_single,test,2lela_2k0qa,100,False,True,False,False,True,False,0.18541428154890127,100,72.13,100,0,0
full_t11_single,test,1xnta_3lqca,100,True,False,False,True,False,False,0.26190478290754005,100,157.25,100,0,0
full_t11_single,test,1uxmk_2nama,100,True,False,False,True,False,False,0.3262863083994785,100,132.58,100,0,0
full_t11_single,test,6c6sd_2ougc,100,True,False,False,True,False,False,0.47101310819163783,100,142.53,100,3,2
full_t11_single,test,1nrjb_2gedb,100,True,False,False,True,False,False,0.3091315661345269,100,186.82,100,0,0
full_t11_single,test,2vfxl_3gmhl,100,False,False,False,False,False,False,0.04562363778382434,100,212.34,100,1,1
full_t11_single,test,4pyia_4pyja,100,True,False,False,True,False,False,0.2890490245435643,100,214.86,100,0,0
full_t11_single,test,4y0mj_4xwsd,100,True,True,True,True,True,True,0.4942579819589418,100,206.67,100,0,0
full_t11_single,test,1repc_2z9ob,100,True,False,False,True,False,False,0.49203821049780905,100,276.87,100,1,1
full_t11_single,test,2pbkb_3njqa,100,False,False,False,False,False,False,0.019857369120424153,100,211.7,100,3,2
full_t11_single,test,1k0na_1rk4b,100,True,False,False,True,False,False,0.31558965282374646,100,238.53,100,0,0
full_t11_single,test,3tp2a_5lj3m,100,False,False,False,False,False,False,0.08550166672935884,100,252.13,100,5,3
full_t11_single,test,3zxgb_5ec5p,100,False,True,False,False,False,False,0.11366196196322781,100,382.78,100,1,1
full_t11_single,test,5c1va_5c1vb,100,True,False,False,True,False,False,0.3474947398580886,100,387.8,100,0,0
full_t11_single,test,4aana_4aala,100,True,False,False,True,False,False,0.22484687286153796,100,311.06,100,1,1
full_t11_single,test,5hmga_3ztje,100,False,False,False,False,False,False,0.019386307856123247,100,402.67,100,8,3
full_t11_single,test,2c1vb_2c1uc,100,True,False,False,True,False,False,0.24539116480878947,100,323.91,100,3,3
full_t11_single,test,3j7wb_3j7vg,100,True,True,True,True,True,True,0.23969069664310366,100,312.42,100,0,0
full_t11_single,test,1kcta_3t1pa,100,True,True,True,False,False,False,0.46278968433287315,100,434.81,100,0,0
full_t11_single,test,1qs8b_1miqb,100,True,False,False,True,False,False,0.1999830973569885,100,538.76,100,6,2
full_t11_single,test,5i2ma_5i2sa,100,False,False,False,False,False,False,0.018755547740936452,100,561.12,100,15,7
full_t11_single,test,3g0ha_3ewsb,100,True,True,True,False,False,False,0.3761787207995118,100,480.36,100,1,1
full_t11_single,test,1qomb_1noca,100,False,False,False,False,False,False,0.019159709700233004,100,577.99,100,3,3
full_t11_single,test,5l35d_5l35g,100,True,False,False,True,False,False,0.27139606820035633,100,431.45,100,0,0
full_t11_single,test,5jzha_5jztg,100,False,True,False,False,True,False,0.018702833939720272,100,614.9,100,2,1
full_t11_single,test,4ydqb_4twaa,100,True,False,False,True,False,False,0.1344690021246876,100,620.33,100,1,1
full_t11_single,test,4o0pa_4o01d,100,False,False,False,False,False,False,0.15729413780012574,100,444.7,100,0,0
full_t11_single,test,3meea_4b3ob,100,False,False,False,False,False,False,0.2923373653863402,100,681.03,100,0,0
full_t11_single,test,2a73b_3l5nb,100,False,False,False,False,False,False,0.10431687596457385,100,1543.95,91,110,30
full_ratio_pa_pos,test,2lela_2k0qa,100,False,True,False,False,True,False,0.17425737427285845,100,85.63,100,0,0
full_ratio_pa_pos,test,1xnta_3lqca,100,True,False,False,True,False,False,0.25446283109873696,100,189.55,100,5,2
full_ratio_pa_pos,test,1uxmk_2nama,100,True,False,False,True,False,False,0.307954614258308,100,158.29,100,0,0
full_ratio_pa_pos,test,6c6sd_2ougc,100,True,False,False,True,False,False,0.4352444284861998,100,164.24,100,1,1
full_ratio_pa_pos,test,1nrjb_2gedb,100,True,False,False,True,False,False,0.3085401324618506,100,225.84,100,0,0
full_ratio_pa_pos,test,2vfxl_3gmhl,100,False,False,False,False,False,False,0.03911844096895657,100,299.34,100,6,4
full_ratio_pa_pos,test,4pyia_4pyja,100,True,False,False,True,False,False,0.28252939671740457,100,257.27,100,2,1
full_ratio_pa_pos,test,4y0mj_4xwsd,100,True,True,True,True,True,True,0.48291239229731114,100,231.09,100,1,1
full_ratio_pa_pos,test,1repc_2z9ob,100,True,False,False,True,False,False,0.4606841398412186,100,319.84,100,0,0
full_ratio_pa_pos,test,2pbkb_3njqa,100,True,False,False,False,False,False,0.024334451736261913,100,299.49,100,15,6
full_ratio_pa_pos,test,1k0na_1rk4b,100,True,False,False,True,False,False,0.30578355768192517,100,280.69,100,0,0
full_ratio_pa_pos,test,3tp2a_5lj3m,100,False,False,False,False,False,False,0.06794773858865141,100,372.3,100,18,10
full_ratio_pa_pos,test,3zxgb_5ec5p,100,False,True,False,False,True,False,0.08646883080825904,100,511.49,97,11,9
full_ratio_pa_pos,test,5c1va_5c1vb,100,True,False,False,True,False,False,0.33366190265433743,100,459.87,100,3,2
full_ratio_pa_pos,test,4aana_4aala,100,True,False,False,True,False,False,0.21740159051290664,100,378.38,100,9,9
full_ratio_pa_pos,test,5hmga_3ztje,100,False,False,False,False,False,False,0.020190492185860425,100,526.23,100,36,18
full_ratio_pa_pos,test,2c1vb_2c1uc,100,True,False,False,True,False,False,0.2397458434539301,100,391.05,100,0,0
full_ratio_pa_pos,test,3j7wb_3j7vg,100,True,True,True,True,True,True,0.2205625526814701,100,377.56,100,3,2
full_ratio_pa_pos,test,1kcta_3t1pa,100,True,True,True,True,True,True,0.44733275132144207,100,507.88,100,0,0
full_ratio_pa_pos,test,1qs8b_1miqb,100,True,True,True,True,True,True,0.14861946703060794,100,694.97,99,8,4
full_ratio_pa_pos,test,5i2ma_5i2sa,100,False,False,False,False,False,False,0.01853780227993221,100,711.5,99,41,16
full_ratio_pa_pos,test,3g0ha_3ewsb,100,True,True,True,False,False,False,0.3566793842664284,100,578.69,99,7,6
full_ratio_pa_pos,test,1qomb_1noca,100,False,False,False,False,False,False,0.018800672193068853,100,754.73,91,45,23
full_ratio_pa_pos,test,5l35d_5l35g,100,True,True,True,True,False,False,0.24244720376027026,100,543.3,100,0,0
full_ratio_pa_pos,test,5jzha_5jztg,100,True,True,True,True,False,False,0.019007633124007245,100,773.44,91,77,29
full_ratio_pa_pos,test,4ydqb_4twaa,100,True,False,False,True,False,False,0.11034892183304347,100,809.77,95,11,10
full_ratio_pa_pos,test,4o0pa_4o01d,100,False,False,False,False,False,False,0.12860659400918376,100,616.59,100,3,3
full_ratio_pa_pos,test,3meea_4b3ob,100,False,False,False,False,False,False,0.22950796259543513,100,890.99,99,8,5
full_ratio_pa_pos,test,2a73b_3l5nb,100,False,False,False,False,False,False,0.05816000488629128,100,1826.66,4,5019,100
