mode,split,stem,L,range,N,consensus_r_precision,true_union_recall,mean_rollout_precision,mean_validity_gated_rollout_r_precision,oracle_r_precision,validity_gated_oracle_r_precision,mean_pairwise_jaccard,unique_maps,mean_contacts,finished,malformed,invalid_rollouts,union_recall_log_n_auc
full_g05_pa_all,test,7yhr_A,60,long,10,0.43478260869565216,0.5652173913043478,0.26956521739130435,0.26956521739130435,0.391304347826087,0.391304347826087,0.29559212533774465,10,19.6,10,0,0,0.6425816296335617
full_g05_pa_all,test,7yhr_A,60,long,25,0.43478260869565216,0.8695652173913043,0.2382608695652174,0.2382608695652174,0.391304347826087,0.391304347826087,0.21707404445010914,25,18.16,25,0,0,0.6425816296335617
full_g05_pa_all,test,7yhr_A,60,long,50,0.391304347826087,0.9130434782608695,0.23478260869565218,0.23478260869565218,0.391304347826087,0.391304347826087,0.2262931263913181,50,18.48,50,0,0,0.6425816296335617
full_g05_pa_all,test,7yhr_A,60,long,100,0.391304347826087,0.9565217391304348,0.22478260869565214,0.2226086956521739,0.43478260869565216,0.43478260869565216,0.19337015503276675,100,18.25,100,1,1,0.6425816296335617
full_g05_pa_all,test,7xi5_A,65,all,1,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,,1,40.0,1,0,0,0.9267795833591428
full_g05_pa_all,test,7xi5_A,65,all,2,0.7619047619047619,0.8333333333333334,0.75,0.75,0.8095238095238095,0.8095238095238095,0.6078431372549019,2,41.0,2,0,0,0.9267795833591428
full_g05_pa_all,test,7xi5_A,65,all,5,0.7857142857142857,0.9523809523809523,0.7333333333333334,0.7333333333333334,0.8095238095238095,0.8095238095238095,0.5702636171852984,5,40.0,5,0,0,0.9267795833591428
full_g05_pa_all,test,7xi5_A,65,all,10,0.8095238095238095,0.9523809523809523,0.7380952380952381,0.7380952380952381,0.8095238095238095,0.8095238095238095,0.6134438927947684,10,40.8,10,0,0,0.9267795833591428
full_g05_pa_all,test,7xi5_A,65,all,25,0.8571428571428571,0.9761904761904762,0.7428571428571429,0.7123809523809524,0.8095238095238095,0.8095238095238095,0.6022878194335982,25,40.72,25,2,1,0.9267795833591428
full_g05_pa_all,test,7xi5_A,65,all,50,0.8571428571428571,1.0,0.7442857142857143,0.7133333333333333,0.8333333333333334,0.8333333333333334,0.6102327760480423,50,42.02,50,6,2,0.9267795833591428
full_g05_pa_all,test,7xi5_A,65,all,100,0.8571428571428571,1.0,0.74,0.7245238095238097,0.8333333333333334,0.8333333333333334,0.6029071977069606,100,41.95,100,6,2,0.9267795833591428
full_g05_pa_all,test,7xi5_A,65,long,1,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,,1,19.0,1,0,0,0.9315105435253916
full_g05_pa_all,test,7xi5_A,65,long,2,0.8260869565217391,0.8695652173913043,0.717391304347826,0.717391304347826,0.7391304347826086,0.7391304347826086,0.6296296296296297,2,22.0,2,0,0,0.9315105435253916
full_g05_pa_all,test,7xi5_A,65,long,5,0.782608695652174,0.9565217391304348,0.7043478260869566,0.7043478260869566,0.782608695652174,0.782608695652174,0.552217306457646,5,21.0,5,0,0,0.9315105435253916
full_g05_pa_all,test,7xi5_A,65,long,10,0.782608695652174,0.9565217391304348,0.7,0.7,0.8260869565217391,0.8260869565217391,0.5572423701102882,10,20.9,10,0,0,0.9315105435253916
full_g05_pa_all,test,7xi5_A,65,long,25,0.8695652173913043,0.9565217391304348,0.6991304347826087,0.6678260869565217,0.8260869565217391,0.8260869565217391,0.552575051200845,25,20.72,25,2,1,0.9315105435253916
full_g05_pa_all,test,7xi5_A,65,long,50,0.782608695652174,1.0,0.6965217391304348,0.665217391304348,0.8695652173913043,0.8695652173913043,0.5532691449944761,50,21.48,50,6,2,0.9315105435253916
full_g05_pa_all,test,7xi5_A,65,long,100,0.782608695652174,1.0,0.6891304347826087,0.6734782608695653,0.8695652173913043,0.8695652173913043,0.5418051480772776,100,21.39,100,6,2,0.9315105435253916
full_g05_pa_all,test,8b6e_A,66,all,1,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6818181818181818,,1,37.0,1,0,0,0.8710285795208181
full_g05_pa_all,test,8b6e_A,66,all,2,0.7954545454545454,0.8181818181818182,0.7045454545454546,0.7045454545454546,0.7272727272727273,0.7272727272727273,0.6,2,40.0,2,0,0,0.8710285795208181
full_g05_pa_all,test,8b6e_A,66,all,5,0.7272727272727273,0.8636363636363636,0.7045454545454545,0.7045454545454545,0.7272727272727273,0.7272727272727273,0.664048855813806,5,39.6,5,0,0,0.8710285795208181
full_g05_pa_all,test,8b6e_A,66,all,10,0.7272727272727273,0.8863636363636364,0.690909090909091,0.690909090909091,0.7272727272727273,0.7272727272727273,0.6819762670188122,10,38.6,10,0,0,0.8710285795208181
full_g05_pa_all,test,8b6e_A,66,all,25,0.7954545454545454,0.9090909090909091,0.6845454545454543,0.6845454545454543,0.7954545454545454,0.7954545454545454,0.6441361653009724,25,38.32,25,0,0,0.8710285795208181
full_g05_pa_all,test,8b6e_A,66,all,50,0.7727272727272727,0.9318181818181818,0.6804545454545454,0.6804545454545454,0.7954545454545454,0.7954545454545454,0.6394697566264075,50,37.8,50,0,0,0.8710285795208181
full_g05_pa_all,test,8b6e_A,66,all,100,0.7954545454545454,0.9545454545454546,0.6870454545454548,0.6870454545454548,0.8181818181818182,0.8181818181818182,0.6318612343891902,100,38.28,100,0,0,0.8710285795208181
full_g05_pa_all,test,8b6e_A,66,long,1,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,,1,19.0,1,0,0,0.8197503946797892
full_g05_pa_all,test,8b6e_A,66,long,2,0.7368421052631579,0.7894736842105263,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.8095238095238095,2,19.0,2,0,0,0.8197503946797892
full_g05_pa_all,test,8b6e_A,66,long,5,0.7894736842105263,0.7894736842105263,0.7473684210526315,0.7473684210526315,0.7894736842105263,0.7894736842105263,0.7479949874686718,5,18.0,5,0,0,0.8197503946797892
full_g05_pa_all,test,8b6e_A,66,long,10,0.7894736842105263,0.8421052631578947,0.7368421052631579,0.7368421052631579,0.7894736842105263,0.7894736842105263,0.7262433862433864,10,17.9,10,0,0,0.8197503946797892
full_g05_pa_all,test,8b6e_A,66,long,25,0.7894736842105263,0.8421052631578947,0.7115789473684211,0.7115789473684211,0.7894736842105263,0.7894736842105263,0.7285783584115292,25,16.8,25,0,0,0.8197503946797892
full_g05_pa_all,test,8b6e_A,66,long,50,0.7894736842105263,0.8421052631578947,0.7178947368421054,0.7178947368421054,0.8421052631578947,0.8421052631578947,0.7437584225417128,44,17.08,50,0,0,0.8197503946797892
full_g05_pa_all,test,8b6e_A,66,long,100,0.7894736842105263,0.8947368421052632,0.7210526315789477,0.7210526315789477,0.8421052631578947,0.8421052631578947,0.737623294231972,85,17.14,100,0,0,0.8197503946797892
full_g05_pa_all,test,8b2g_A,74,all,1,0.576271186440678,0.576271186440678,0.559322033898305,0.559322033898305,0.559322033898305,0.559322033898305,,1,62.0,1,0,0,0.8445395336962025
full_g05_pa_all,test,8b2g_A,74,all,2,0.4745762711864407,0.6779661016949152,0.4915254237288135,0.4915254237288135,0.559322033898305,0.559322033898305,0.26666666666666666,2,66.5,2,0,0,0.8445395336962025
full_g05_pa_all,test,8b2g_A,74,all,5,0.6101694915254238,0.7966101694915254,0.511864406779661,0.511864406779661,0.6101694915254238,0.6101694915254238,0.3486931499858161,5,62.6,5,0,0,0.8445395336962025
full_g05_pa_all,test,8b2g_A,74,all,10,0.6271186440677966,0.9152542372881356,0.5271186440677966,0.5271186440677966,0.6610169491525424,0.6610169491525424,0.3517400092697418,10,62.3,10,0,0,0.8445395336962025
full_g05_pa_all,test,8b2g_A,74,all,25,0.6440677966101694,0.9322033898305084,0.519322033898305,0.4976271186440677,0.6779661016949152,0.6779661016949152,0.35832599801328224,25,62.72,25,1,1,0.8445395336962025
full_g05_pa_all,test,8b2g_A,74,all,50,0.6949152542372882,0.9661016949152542,0.5257627118644068,0.4935593220338983,0.6949152542372882,0.6949152542372882,0.3608558245525511,50,62.38,50,4,3,0.8445395336962025
full_g05_pa_all,test,8b2g_A,74,all,100,0.6779661016949152,1.0,0.5247457627118645,0.5020338983050848,0.6949152542372882,0.6949152542372882,0.36400107832859824,100,61.69,100,5,4,0.8445395336962025
full_g05_pa_all,test,8b2g_A,74,long,1,0.45454545454545453,0.6818181818181818,0.5,0.5,0.5,0.5,,1,30.0,1,0,0,0.8659559088938173
full_g05_pa_all,test,8b2g_A,74,long,2,0.4090909090909091,0.6818181818181818,0.38636363636363635,0.38636363636363635,0.5,0.5,0.25,2,30.0,2,0,0,0.8659559088938173
full_g05_pa_all,test,8b2g_A,74,long,5,0.4090909090909091,0.8636363636363636,0.37272727272727274,0.37272727272727274,0.5,0.5,0.26283609407129854,5,28.2,5,0,0,0.8659559088938173
full_g05_pa_all,test,8b2g_A,74,long,10,0.5454545454545454,0.9090909090909091,0.4,0.4,0.5,0.5,0.2667489031635643,10,27.4,10,0,0,0.8659559088938173
full_g05_pa_all,test,8b2g_A,74,long,25,0.5454545454545454,0.9545454545454546,0.3981818181818182,0.3818181818181818,0.5909090909090909,0.5909090909090909,0.28561284351003063,25,28.0,25,1,1,0.8659559088938173
full_g05_pa_all,test,8b2g_A,74,long,50,0.5909090909090909,0.9545454545454546,0.4,0.37636363636363634,0.5909090909090909,0.5909090909090909,0.2873840555542779,50,28.2,50,4,3,0.8659559088938173
full_g05_pa_all,test,8b2g_A,74,long,100,0.5454545454545454,1.0,0.39545454545454545,0.3790909090909092,0.6818181818181818,0.6818181818181818,0.2933261346006177,100,27.86,100,5,4,0.8659559088938173
full_g05_pa_all,test,7pv5_A,81,all,1,0.703125,0.75,0.71875,0.71875,0.71875,0.71875,,1,68.0,1,0,0,0.8938143747289988
full_g05_pa_all,test,7pv5_A,81,all,2,0.640625,0.78125,0.6171875,0.6171875,0.71875,0.71875,0.4148936170212766,2,66.5,2,0,0,0.8938143747289988
full_g05_pa_all,test,7pv5_A,81,all,5,0.703125,0.84375,0.6375,0.6375,0.71875,0.71875,0.4958109114409299,5,64.4,5,0,0,0.8938143747289988
full_g05_pa_all,test,7pv5_A,81,all,10,0.75,0.921875,0.665625,0.665625,0.78125,0.78125,0.548205809655822,10,65.4,10,0,0,0.8938143747289988
full_g05_pa_all,test,7pv5_A,81,all,25,0.75,0.953125,0.66,0.66,0.78125,0.78125,0.5429059875724228,25,64.52,25,0,0,0.8938143747289988
full_g05_pa_all,test,7pv5_A,81,all,50,0.765625,1.0,0.665,0.665,0.78125,0.78125,0.5352301955904718,50,64.7,50,0,0,0.8938143747289988
full_g05_pa_all,test,7pv5_A,81,all,100,0.765625,1.0,0.67234375,0.67234375,0.796875,0.796875,0.5470318592624308,100,63.84,100,0,0,0.8938143747289988
full_g05_pa_all,test,7pv5_A,81,long,1,0.6829268292682927,0.7317073170731707,0.7073170731707317,0.7073170731707317,0.7073170731707317,0.7073170731707317,,1,44.0,1,0,0,0.8903067070526819
full_g05_pa_all,test,7pv5_A,81,long,2,0.6341463414634146,0.7560975609756098,0.5975609756097561,0.5975609756097561,0.7073170731707317,0.7073170731707317,0.4406779661016949,2,42.5,2,0,0,0.8903067070526819
full_g05_pa_all,test,7pv5_A,81,long,5,0.6829268292682927,0.8536585365853658,0.6341463414634146,0.6341463414634146,0.7317073170731707,0.7317073170731707,0.4959847004963338,5,43.4,5,0,0,0.8903067070526819
full_g05_pa_all,test,7pv5_A,81,long,10,0.7317073170731707,0.926829268292683,0.648780487804878,0.648780487804878,0.7804878048780488,0.7804878048780488,0.5341140337967735,10,42.9,10,0,0,0.8903067070526819
full_g05_pa_all,test,7pv5_A,81,long,25,0.7560975609756098,0.9512195121951219,0.64,0.64,0.7804878048780488,0.7804878048780488,0.537651177901329,25,42.04,25,0,0,0.8903067070526819
full_g05_pa_all,test,7pv5_A,81,long,50,0.7560975609756098,1.0,0.6370731707317073,0.6370731707317073,0.7804878048780488,0.7804878048780488,0.5128131915946641,50,42.2,50,0,0,0.8903067070526819
full_g05_pa_all,test,7pv5_A,81,long,100,0.7560975609756098,1.0,0.6429268292682927,0.6429268292682927,0.7804878048780488,0.7804878048780488,0.5210958395384923,100,41.77,100,0,0,0.8903067070526819
full_g05_pa_all,test,8eb9_A,95,all,1,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.028169014084507043,,1,47.0,1,0,0,0.5740887317836594
full_g05_pa_all,test,8eb9_A,95,all,2,0.028169014084507043,0.04225352112676056,0.02112676056338028,0.02112676056338028,0.028169014084507043,0.028169014084507043,0.028846153846153848,2,53.5,2,0,0,0.5740887317836594
full_g05_pa_all,test,8eb9_A,95,all,5,0.11267605633802817,0.5492957746478874,0.11549295774647886,0.11549295774647886,0.4788732394366197,0.4788732394366197,0.04169461129018424,5,54.0,5,0,0,0.5740887317836594
full_g05_pa_all,test,8eb9_A,95,all,10,0.29577464788732394,0.7464788732394366,0.13661971830985914,0.13661971830985914,0.4788732394366197,0.4788732394366197,0.04280798116731401,10,58.8,10,0,0,0.5740887317836594
full_g05_pa_all,test,8eb9_A,95,all,25,0.3380281690140845,0.7887323943661971,0.09690140845070422,0.09690140845070422,0.4788732394366197,0.4788732394366197,0.035931936485429056,25,52.56,25,0,0,0.5740887317836594
full_g05_pa_all,test,8eb9_A,95,all,50,0.29577464788732394,0.8732394366197183,0.09183098591549296,0.09183098591549296,0.4788732394366197,0.4788732394366197,0.03671399116130692,50,53.74,50,0,0,0.5740887317836594
full_g05_pa_all,test,8eb9_A,95,all,100,0.2676056338028169,0.9154929577464789,0.07915492957746478,0.07915492957746478,0.4788732394366197,0.4788732394366197,0.0353374114800903,100,53.96,100,0,0,0.5740887317836594
full_g05_pa_all,test,8eb9_A,95,long,1,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,,1,12.0,1,0,0,0.5674970133167754
full_g05_pa_all,test,8eb9_A,95,long,2,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.02564102564102564,2,20.0,2,0,0,0.5674970133167754
full_g05_pa_all,test,8eb9_A,95,long,5,0.05555555555555555,0.5555555555555556,0.10555555555555556,0.10555555555555556,0.4444444444444444,0.4444444444444444,0.04295403207523798,5,23.0,5,0,0,0.5674970133167754
full_g05_pa_all,test,8eb9_A,95,long,10,0.16666666666666666,0.7222222222222222,0.10277777777777777,0.10277777777777777,0.4444444444444444,0.4444444444444444,0.034178824558231145,10,28.2,10,0,0,0.5674970133167754
full_g05_pa_all,test,8eb9_A,95,long,25,0.2222222222222222,0.7777777777777778,0.06888888888888889,0.06888888888888889,0.4444444444444444,0.4444444444444444,0.024255300022111705,25,24.36,25,0,0,0.5674970133167754
full_g05_pa_all,test,8eb9_A,95,long,50,0.2222222222222222,0.8611111111111112,0.06166666666666666,0.06166666666666666,0.4444444444444444,0.4444444444444444,0.021132223497206767,50,25.1,50,0,0,0.5674970133167754
full_g05_pa_all,test,8eb9_A,95,long,100,0.2777777777777778,0.8888888888888888,0.05611111111111112,0.05611111111111112,0.4444444444444444,0.4444444444444444,0.021227518794623475,100,27.08,100,0,0,0.5674970133167754
full_g05_pa_all,test,7y8i_A,97,all,1,0.7831325301204819,0.8192771084337349,0.7831325301204819,0.7831325301204819,0.7831325301204819,0.7831325301204819,,1,86.0,1,0,0,0.9144950600842404
full_g05_pa_all,test,7y8i_A,97,all,2,0.7831325301204819,0.8313253012048193,0.7590361445783133,0.7590361445783133,0.7831325301204819,0.7831325301204819,0.7553191489361702,2,82.5,2,0,0,0.9144950600842404
full_g05_pa_all,test,7y8i_A,97,all,5,0.8072289156626506,0.9156626506024096,0.7638554216867469,0.7638554216867469,0.7831325301204819,0.7831325301204819,0.7181077124083194,5,82.0,5,0,0,0.9144950600842404
full_g05_pa_all,test,7y8i_A,97,all,10,0.8072289156626506,0.927710843373494,0.7614457831325301,0.7614457831325301,0.7951807228915663,0.7951807228915663,0.7221799176984144,10,82.8,10,0,0,0.9144950600842404
full_g05_pa_all,test,7y8i_A,97,all,25,0.8072289156626506,0.9397590361445783,0.7624096385542168,0.7624096385542168,0.8192771084337349,0.8192771084337349,0.7464713328857124,25,84.68,25,0,0,0.9144950600842404
full_g05_pa_all,test,7y8i_A,97,all,50,0.8192771084337349,0.9759036144578314,0.7626506024096387,0.7626506024096387,0.8192771084337349,0.8192771084337349,0.7316975932958438,50,85.04,50,0,0,0.9144950600842404
full_g05_pa_all,test,7y8i_A,97,all,100,0.8072289156626506,0.9879518072289156,0.7648192771084337,0.7648192771084337,0.8192771084337349,0.8192771084337349,0.7359230399536625,100,84.6,100,0,0,0.9144950600842404
full_g05_pa_all,test,7y8i_A,97,long,1,0.7872340425531915,0.8085106382978723,0.7659574468085106,0.7659574468085106,0.7659574468085106,0.7659574468085106,,1,49.0,1,0,0,0.9005921805973606
full_g05_pa_all,test,7y8i_A,97,long,2,0.7872340425531915,0.8297872340425532,0.7446808510638299,0.7446808510638299,0.7659574468085106,0.7659574468085106,0.7307692307692307,2,45.0,2,0,0,0.9005921805973606
full_g05_pa_all,test,7y8i_A,97,long,5,0.8085106382978723,0.8936170212765957,0.7404255319148937,0.7404255319148937,0.7659574468085106,0.7659574468085106,0.702428934219935,5,45.0,5,0,0,0.9005921805973606
full_g05_pa_all,test,7y8i_A,97,long,10,0.7872340425531915,0.8936170212765957,0.7468085106382979,0.7468085106382979,0.8085106382978723,0.8085106382978723,0.6970776541010599,10,45.8,10,0,0,0.9005921805973606
full_g05_pa_all,test,7y8i_A,97,long,25,0.8085106382978723,0.9148936170212766,0.7548936170212766,0.7548936170212766,0.8085106382978723,0.8085106382978723,0.7275591615860539,25,47.2,25,0,0,0.9005921805973606
full_g05_pa_all,test,7y8i_A,97,long,50,0.8085106382978723,0.9787234042553191,0.7514893617021277,0.7514893617021277,0.851063829787234,0.851063829787234,0.7111201401921319,50,46.8,50,0,0,0.9005921805973606
full_g05_pa_all,test,7y8i_A,97,long,100,0.8085106382978723,1.0,0.7508510638297874,0.7508510638297874,0.851063829787234,0.851063829787234,0.7121976843468805,100,46.23,100,0,0,0.9005921805973606
full_g05_pa_all,test,7y54_A,100,all,1,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,,1,100.0,1,0,0,0.9126214999896761
full_g05_pa_all,test,7y54_A,100,all,2,0.7333333333333333,0.8285714285714286,0.719047619047619,0.719047619047619,0.7238095238095238,0.7238095238095238,0.5546875,2,99.5,2,0,0,0.9126214999896761
full_g05_pa_all,test,7y54_A,100,all,5,0.7904761904761904,0.9047619047619048,0.6819047619047619,0.6819047619047619,0.7523809523809524,0.7523809523809524,0.5148290004663891,5,94.2,5,0,0,0.9126214999896761
full_g05_pa_all,test,7y54_A,100,all,10,0.780952380952381,0.9428571428571428,0.7,0.7,0.8,0.8,0.5731972296797304,10,94.7,10,0,0,0.9126214999896761
full_g05_pa_all,test,7y54_A,100,all,25,0.819047619047619,0.9714285714285714,0.6769523809523811,0.6769523809523811,0.8,0.8,0.5184609240398529,25,94.56,25,0,0,0.9126214999896761
full_g05_pa_all,test,7y54_A,100,all,50,0.819047619047619,0.9809523809523809,0.6622857142857143,0.6622857142857143,0.8,0.8,0.4993449722038162,50,93.8,50,0,0,0.9126214999896761
full_g05_pa_all,test,7y54_A,100,all,100,0.8095238095238095,0.9809523809523809,0.6598095238095237,0.6598095238095237,0.8,0.8,0.5026845604806934,100,93.17,100,0,0,0.9126214999896761
full_g05_pa_all,test,7y54_A,100,long,1,0.7413793103448276,0.7586206896551724,0.7413793103448276,0.7413793103448276,0.7413793103448276,0.7413793103448276,,1,60.0,1,0,0,0.9228315086767588
full_g05_pa_all,test,7y54_A,100,long,2,0.7931034482758621,0.8793103448275862,0.7758620689655172,0.7758620689655172,0.8103448275862069,0.8103448275862069,0.5972222222222222,2,57.5,2,0,0,0.9228315086767588
full_g05_pa_all,test,7y54_A,100,long,5,0.8448275862068966,0.9310344827586207,0.7206896551724138,0.7206896551724138,0.8103448275862069,0.8103448275862069,0.5186133807088941,5,54.4,5,0,0,0.9228315086767588
full_g05_pa_all,test,7y54_A,100,long,10,0.8448275862068966,0.9482758620689655,0.743103448275862,0.743103448275862,0.8103448275862069,0.8103448275862069,0.593688046840081,10,54.9,10,0,0,0.9228315086767588
full_g05_pa_all,test,7y54_A,100,long,25,0.8620689655172413,0.9482758620689655,0.7075862068965516,0.7075862068965516,0.8103448275862069,0.8103448275862069,0.5386112327200704,25,55.4,25,0,0,0.9228315086767588
full_g05_pa_all,test,7y54_A,100,long,50,0.8448275862068966,0.9655172413793104,0.6913793103448276,0.6913793103448276,0.8275862068965517,0.8275862068965517,0.5231836148281735,50,54.52,50,0,0,0.9228315086767588
full_g05_pa_all,test,7y54_A,100,long,100,0.8448275862068966,0.9655172413793104,0.6910344827586207,0.6910344827586207,0.8275862068965517,0.8275862068965517,0.5254024780192805,100,54.1,100,0,0,0.9228315086767588
full_g05_pa_all,test,7y8h_A,100,all,1,0.6746987951807228,0.6987951807228916,0.6867469879518072,0.6867469879518072,0.6867469879518072,0.6867469879518072,,1,86.0,1,0,0,0.9261893072942171
full_g05_pa_all,test,7y8h_A,100,all,2,0.7228915662650602,0.9156626506024096,0.7409638554216867,0.7409638554216867,0.7951807228915663,0.7951807228915663,0.5431034482758621,2,89.5,2,0,0,0.9261893072942171
full_g05_pa_all,test,7y8h_A,100,all,5,0.7951807228915663,0.927710843373494,0.7156626506024096,0.7156626506024096,0.7951807228915663,0.7951807228915663,0.6054678063187566,5,82.0,5,0,0,0.9261893072942171
full_g05_pa_all,test,7y8h_A,100,all,10,0.7831325301204819,0.927710843373494,0.7168674698795181,0.7168674698795181,0.7951807228915663,0.7951807228915663,0.617941044701358,10,80.7,10,0,0,0.9261893072942171
full_g05_pa_all,test,7y8h_A,100,all,25,0.7831325301204819,0.9518072289156626,0.706987951807229,0.706987951807229,0.7951807228915663,0.7951807228915663,0.6118692840338478,25,77.96,25,0,0,0.9261893072942171
full_g05_pa_all,test,7y8h_A,100,all,50,0.8072289156626506,0.9879518072289156,0.7257831325301204,0.7257831325301204,0.8192771084337349,0.8192771084337349,0.6197799301925714,50,79.26,50,0,0,0.9261893072942171
full_g05_pa_all,test,7y8h_A,100,all,100,0.7951807228915663,0.9879518072289156,0.7267469879518074,0.7267469879518074,0.8192771084337349,0.8192771084337349,0.6227177651472147,100,79.24,100,0,0,0.9261893072942171
full_g05_pa_all,test,7y8h_A,100,long,1,0.7142857142857143,0.7346938775510204,0.7346938775510204,0.7346938775510204,0.7346938775510204,0.7346938775510204,,1,50.0,1,0,0,0.9622028573198375
full_g05_pa_all,test,7y8h_A,100,long,2,0.7551020408163265,0.9591836734693877,0.7857142857142858,0.7857142857142858,0.8367346938775511,0.8367346938775511,0.5692307692307692,2,51.0,2,0,0,0.9622028573198375
full_g05_pa_all,test,7y8h_A,100,long,5,0.8367346938775511,0.9795918367346939,0.7387755102040817,0.7387755102040817,0.8367346938775511,0.8367346938775511,0.6012532628764868,5,47.2,5,0,0,0.9622028573198375
full_g05_pa_all,test,7y8h_A,100,long,10,0.8163265306122449,0.9795918367346939,0.7387755102040816,0.7387755102040816,0.8367346938775511,0.8367346938775511,0.6180156000854152,10,47.0,10,0,0,0.9622028573198375
full_g05_pa_all,test,7y8h_A,100,long,25,0.8163265306122449,0.9795918367346939,0.7232653061224491,0.7232653061224491,0.8367346938775511,0.8367346938775511,0.6166516015871569,25,45.08,25,0,0,0.9622028573198375
full_g05_pa_all,test,7y8h_A,100,long,50,0.8163265306122449,1.0,0.7359183673469387,0.7359183673469387,0.8367346938775511,0.8367346938775511,0.6282945726844332,50,45.54,50,0,0,0.9622028573198375
full_g05_pa_all,test,7y8h_A,100,long,100,0.7959183673469388,1.0,0.7393877551020409,0.7393877551020409,0.8367346938775511,0.8367346938775511,0.6367380610635924,100,45.44,100,0,0,0.9622028573198375
full_g05_pa_all,test,7y5j_A,102,all,1,0.6923076923076923,0.7142857142857143,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,,1,93.0,1,0,0,0.8980854120521756
full_g05_pa_all,test,7y5j_A,102,all,2,0.7252747252747253,0.8131868131868132,0.7142857142857143,0.7142857142857143,0.7362637362637363,0.7362637362637363,0.6017699115044248,2,90.5,2,0,0,0.8980854120521756
full_g05_pa_all,test,7y5j_A,102,all,5,0.7472527472527473,0.9010989010989011,0.7054945054945054,0.7054945054945054,0.7472527472527473,0.7472527472527473,0.6074199644804514,5,90.4,5,0,0,0.8980854120521756
full_g05_pa_all,test,7y5j_A,102,all,10,0.7582417582417582,0.9230769230769231,0.6934065934065934,0.6934065934065934,0.7472527472527473,0.7472527472527473,0.5891798800524476,10,90.8,10,0,0,0.8980854120521756
full_g05_pa_all,test,7y5j_A,102,all,25,0.7692307692307693,0.945054945054945,0.6786813186813186,0.6786813186813186,0.7472527472527473,0.7472527472527473,0.5584276569806595,25,92.48,25,0,0,0.8980854120521756
