n_rollouts,n_candidates,n_true,union,union_over_r,mean_pairs_per_rollout,mean_jaccard,vote_entropy,mean_vote_top_r,consensus_rprec,dataset,stem,L,tie_fraction,consensus_n100,frac_zero_marginal_g8,frac_zero_marginal_g16,frac_zero_marginal_g32,frac_zero_marginal_n100
100.0,2485.0,60.0,1032.0,17.2,56.14,0.08979418887548823,6.237359815634429,32.416666666666664,0.4666666666666667,casp_fm,T1038-D2,76,0.0,0.4666666666666667,0.21,0.29,0.37,0.8
100.0,3741.0,76.0,576.0,7.578947368421052,77.08,0.2758382838122717,5.534265147321353,58.13157894736842,0.5657894736842105,denovo_pdb,1qys_A,92,0.0,0.5657894736842105,0.07,0.3,0.4,0.53
100.0,1891.0,56.0,887.0,15.839285714285714,50.71,0.13583392189373533,6.0425027888634215,37.05357142857143,0.375,denovo_pdb,1uw1_A,67,0.017857142857142856,0.375,0.36,0.42,0.61,1.0
100.0,1953.0,52.0,77.0,1.4807692307692308,48.84,0.8694252475536002,4.00899256253632,91.82692307692308,0.9807692307692307,denovo_pdb,2avp_A,68,0.0,0.9807692307692307,0.73,0.94,0.95,1.0
100.0,1653.0,55.0,815.0,14.818181818181818,48.1,0.13766949501586806,5.958281243165858,36.6,0.3090909090909091,denovo_pdb,2p05_A,63,0.0,0.3090909090909091,0.35,0.53,0.67,0.53
100.0,2016.0,51.0,878.0,17.215686274509803,53.67,0.1317486500575122,6.06265189586372,39.09803921568628,0.3137254901960784,denovo_pdb,2p09_A,69,0.0196078431372549,0.3137254901960784,0.31,0.46,0.69,0.82
100.0,4851.0,87.0,140.0,1.6091954022988506,91.23,0.8644962871499801,4.638408289732601,96.94252873563218,0.9540229885057471,denovo_pdb,2wqh_A,104,0.0,0.9540229885057471,0.62,0.89,0.94,1.0
100.0,3655.0,60.0,122.0,2.033333333333333,65.41,0.7827417884627653,4.399412596038372,95.45,0.9333333333333333,denovo_pdb,2xen_A,91,0.0,0.9333333333333333,0.7,0.86,0.92,1.0
100.0,4100.0,74.0,122.0,1.6486486486486487,60.02,0.7616892087976279,4.336623336320772,78.43243243243244,0.7837837837837838,denovo_pdb,2zgd_A,97,0.0,0.7837837837837838,0.62,0.89,0.89,1.0
100.0,3403.0,63.0,114.0,1.8095238095238095,60.07,0.7707539889480155,4.328033703821575,88.23809523809524,0.873015873015873,denovo_pdb,2zgg_A,88,0.0,0.873015873015873,0.67,0.81,0.91,1.0
100.0,2016.0,53.0,821.0,15.49056603773585,50.63,0.14698380469061978,5.9449543940810345,39.471698113207545,0.2830188679245283,denovo_pdb,3dgl_A,69,0.03773584905660377,0.2830188679245283,0.39,0.61,0.72,0.66
100.0,2016.0,53.0,871.0,16.433962264150942,51.47,0.14333630770373612,6.010034864774449,39.509433962264154,0.2830188679245283,denovo_pdb,3dgm_A,69,0.05660377358490566,0.2830188679245283,0.33,0.6,0.77,0.5
100.0,2016.0,49.0,848.0,17.306122448979593,52.45,0.13442386154574937,6.023541758128645,40.204081632653065,0.2653061224489796,denovo_pdb,3dgn_A,69,0.02040816326530612,0.2653061224489796,0.38,0.46,0.74,0.88
100.0,2016.0,52.0,891.0,17.134615384615383,50.81,0.13759178759004778,6.038209640043423,38.11538461538461,0.28846153846153844,denovo_pdb,3dgo_A,69,0.0,0.28846153846153844,0.36,0.54,0.64,0.51
100.0,2016.0,56.0,867.0,15.482142857142858,53.87,0.1418621723048809,6.027559396070136,38.589285714285715,0.30357142857142855,denovo_pdb,3lt8_A,69,0.0,0.30357142857142855,0.38,0.4,0.72,0.79
100.0,2016.0,56.0,824.0,14.714285714285714,50.64,0.13634292869099446,5.991803355994146,37.05357142857143,0.2857142857142857,denovo_pdb,3lt9_A,69,0.0,0.2857142857142857,0.3,0.42,0.57,0.82
100.0,2016.0,53.0,833.0,15.716981132075471,50.56,0.1467658391136813,5.965756951721843,39.283018867924525,0.2641509433962264,denovo_pdb,3lta_A,69,0.03773584905660377,0.2641509433962264,0.32,0.54,0.54,0.85
100.0,2016.0,50.0,913.0,18.26,52.79,0.12954860007825184,6.0835732186115665,38.68,0.26,denovo_pdb,3ltb_A,69,0.0,0.26,0.43,0.64,0.62,1.0
100.0,2016.0,53.0,786.0,14.830188679245284,49.67,0.14457691244959062,5.922090375106531,38.83018867924528,0.2641509433962264,denovo_pdb,3ltc_A,69,0.1320754716981132,0.2641509433962264,0.31,0.64,0.59,0.77
100.0,2016.0,49.0,885.0,18.06122448979592,51.78,0.1362010183072625,6.051378264934626,39.61224489795919,0.2857142857142857,denovo_pdb,3ltd_A,69,0.04081632653061224,0.2857142857142857,0.33,0.6,0.66,0.76
100.0,4278.0,74.0,202.0,2.72972972972973,68.43,0.6172504856013035,4.6585311088700525,80.5,0.8243243243243243,denovo_pdb,3teu_A,98,0.013513513513513514,0.8243243243243243,0.44,0.72,1.0,0.81
100.0,903.0,24.0,50.0,2.0833333333333335,21.44,0.7767682340388639,3.2986358386150387,85.54166666666667,0.8333333333333334,denovo_pdb,3v1a_A,48,0.0,0.8333333333333334,1.0,1.0,1.0,1.0
100.0,4186.0,70.0,254.0,3.6285714285714286,87.23,0.6215279620736207,4.893120566968905,91.45714285714286,0.7714285714285715,denovo_pdb,4lpx_A,97,0.0,0.7714285714285715,0.38,0.5,0.74,1.0
100.0,2701.0,83.0,328.0,3.9518072289156625,76.97,0.5295247722588842,4.968139562158311,75.44578313253012,0.8433734939759037,denovo_pdb,4n6t_A,79,0.024096385542168676,0.8433734939759037,0.39,0.53,0.7,0.6
100.0,2701.0,83.0,334.0,4.024096385542169,76.68,0.5291319700103038,4.96373147578327,75.34939759036145,0.8554216867469879,denovo_pdb,4n6u_A,79,0.0,0.8554216867469879,0.26,0.54,0.71,1.0
100.0,5050.0,103.0,334.0,3.2427184466019416,108.17,0.6389747110396291,5.104615411673297,87.13592233009709,0.8446601941747572,denovo_pdb,4oxw_A,106,0.0,0.8446601941747572,0.31,0.51,0.67,0.77
100.0,1098.0,43.0,345.0,8.023255813953488,37.1,0.29367406525855383,4.883152008495335,55.86046511627907,0.5581395348837209,denovo_pdb,4oza_A,57,0.0,0.5581395348837209,0.26,0.57,0.81,1.0
100.0,1015.0,36.0,277.0,7.694444444444445,36.73,0.34242900636245577,4.678771580310714,65.69444444444444,0.6111111111111112,denovo_pdb,4ozc_A,57,0.0,0.6111111111111112,0.28,0.65,0.7,1.0
100.0,3160.0,87.0,740.0,8.505747126436782,70.74,0.23376327639915898,5.693962521469022,48.793103448275865,0.7701149425287356,denovo_pdb,4pww_A,85,0.0,0.7701149425287356,0.19,0.25,0.44,0.66
100.0,4465.0,72.0,151.0,2.0972222222222223,73.82,0.7542970727497251,4.545520609573381,91.41666666666667,0.8194444444444444,denovo_pdb,4u3h_A,100,0.027777777777777776,0.8194444444444444,0.53,0.75,0.98,1.0
100.0,3403.0,42.0,1455.0,34.642857142857146,56.75,0.10982081858116989,6.49610051019125,42.26190476190476,0.5952380952380952,denovo_pdb,4wpy_A,88,0.0,0.5952380952380952,0.27,0.4,0.71,1.0
100.0,2701.0,41.0,1007.0,24.5609756097561,47.69,0.14076421835375102,6.016400583076851,44.53658536585366,0.6097560975609756,denovo_pdb,4wsp_A,79,0.04878048780487805,0.6097560975609756,0.29,0.45,0.77,0.6
100.0,3081.0,57.0,162.0,2.8421052631578947,53.61,0.5538398243689288,4.5058391736794565,77.10526315789474,0.8421052631578947,denovo_pdb,5f53_A,84,0.0,0.8421052631578947,0.36,0.49,0.71,1.0
100.0,2278.0,27.0,309.0,11.444444444444445,31.82,0.19108726966935607,5.036378298739217,45.18518518518518,0.6666666666666666,denovo_pdb,5j0i_A,73,0.14814814814814814,0.6666666666666666,0.2,0.37,0.5,0.25
100.0,5050.0,119.0,331.0,2.7815126050420167,120.67,0.6358360541158009,5.201952323714604,85.12605042016807,0.8151260504201681,denovo_pdb,5l33_A,106,0.0,0.8151260504201681,0.31,0.42,0.84,0.77
100.0,3916.0,57.0,508.0,8.912280701754385,64.59,0.34681459849095553,5.290314228699776,68.84210526315789,0.7368421052631579,denovo_pdb,5od1_A,94,0.0,0.7368421052631579,0.38,0.67,0.75,1.0
100.0,3828.0,87.0,512.0,5.885057471264368,75.01,0.2676142351857759,5.501637651196914,51.758620689655174,0.6436781609195402,denovo_pdb,6ds9_A,93,0.022988505747126436,0.6436781609195402,0.06,0.18,0.42,0.76
100.0,4186.0,79.0,369.0,4.670886075949367,78.32,0.43334335560089665,5.127246444194325,71.55696202531645,0.4810126582278481,denovo_pdb,6jcc_A,97,0.0,0.4810126582278481,0.22,0.28,0.51,0.78
100.0,1953.0,54.0,195.0,3.611111111111111,50.76,0.44544030070885365,4.6249646484900095,70.74074074074075,0.7037037037037037,denovo_pdb,6mrr_A,68,0.0,0.7037037037037037,0.35,0.64,0.71,0.7
100.0,2556.0,66.0,248.0,3.757575757575758,65.53,0.5604286144674572,4.71215950719789,80.12121212121212,0.7424242424242424,denovo_pdb,6mrs_A,77,0.0,0.7424242424242424,0.35,0.91,0.74,0.72
100.0,2415.0,39.0,318.0,8.153846153846153,32.82,0.18900807985882198,5.062855767256355,41.41025641025641,0.7435897435897436,denovo_pdb,6n9h_A,75,0.05128205128205128,0.7435897435897436,0.28,0.49,0.61,0.92
100.0,2346.0,35.0,372.0,10.628571428571428,33.2,0.19571949497162558,5.104619409803387,45.34285714285714,0.8285714285714286,denovo_pdb,6naf_A,74,0.02857142857142857,0.8285714285714286,0.23,0.31,0.5,1.0
100.0,3240.0,32.0,179.0,5.59375,61.99,0.5925159769170631,4.591959673540525,96.84375,0.5,denovo_pdb,6nek_A,86,0.03125,0.5,0.71,0.87,0.9,1.0
100.0,1275.0,34.0,252.0,7.411764705882353,40.02,0.4116402127811167,4.582374648692319,75.61764705882354,0.7647058823529411,denovo_pdb,6nla_A,56,0.0,0.7647058823529411,0.48,0.7,0.97,0.77
100.0,4005.0,104.0,1450.0,13.942307692307692,92.26,0.13693113730583892,6.5452328227209655,37.47115384615385,0.5384615384615384,denovo_pdb,6qb2_A,95,0.0,0.5384615384615384,0.18,0.29,0.57,1.0
100.0,3321.0,57.0,269.0,4.719298245614035,70.39,0.47775776289228244,4.910695418270225,81.35087719298245,0.6491228070175439,denovo_pdb,6ypi_A,87,0.0,0.6491228070175439,0.25,0.56,0.64,0.76
100.0,4851.0,66.0,954.0,14.454545454545455,72.51,0.1221311415044617,6.195006751972205,37.77272727272727,0.3484848484848485,denovo_pdb,7ah0_A,104,0.0,0.3484848484848485,0.18,0.23,0.33,0.99
100.0,4186.0,79.0,351.0,4.443037974683544,78.9,0.5046539733108291,5.014442775580786,77.50632911392405,0.7721518987341772,denovo_pdb,7dgu_A,97,0.0,0.7721518987341772,0.32,0.53,0.7,1.0
100.0,3916.0,60.0,782.0,13.033333333333333,60.18,0.1723495068552501,5.822341163053232,44.333333333333336,0.5666666666666667,denovo_pdb,7dgw_A,94,0.13333333333333333,0.5666666666666667,0.11,0.17,0.29,0.4
100.0,4371.0,64.0,781.0,12.203125,57.45,0.1820477795984221,5.822566112341731,42.328125,0.546875,denovo_pdb,7dgy_A,99,0.015625,0.546875,0.21,0.31,0.29,0.71
100.0,1596.0,13.0,281.0,21.615384615384617,19.6,0.20663251875802718,4.7259833211299185,57.0,0.46153846153846156,denovo_pdb,7kuw_A,62,0.07692307692307693,0.46153846153846156,0.64,0.75,0.75,1.0
100.0,903.0,3.0,160.0,53.333333333333336,16.82,0.2552262615199293,4.17999165418392,84.0,1.0,denovo_pdb,7sq4_A,48,0.0,1.0,0.74,0.87,0.96,1.0
100.0,3160.0,58.0,1015.0,17.5,51.11,0.12805891613009027,6.120256375480595,36.01724137931034,0.41379310344827586,denovo_pdb,7tjl_A,85,0.034482758620689655,0.41379310344827586,0.32,0.4,0.62,0.72
100.0,1653.0,60.0,135.0,2.25,60.35,0.7020224473114065,4.410297713628388,88.48333333333333,0.8833333333333333,denovo_pdb,7ur7_A,63,0.0,0.8833333333333333,0.57,0.84,0.88,1.0
100.0,2145.0,44.0,296.0,6.7272727272727275,54.71,0.5110358739823296,4.705041235376682,85.9090909090909,0.7272727272727273,denovo_pdb,7ur8_A,71,0.0,0.7272727272727273,0.62,0.82,0.89,1.0
100.0,3570.0,82.0,267.0,3.2560975609756095,84.67,0.5370655513479483,4.983883008317224,79.98780487804878,0.7804878048780488,denovo_pdb,7vty_A,90,0.0,0.7804878048780488,0.27,0.38,0.99,1.0
100.0,946.0,21.0,86.0,4.095238095238095,21.31,0.45374718128709074,3.830174622247407,68.0952380952381,0.9047619047619048,denovo_pdb,8bcs_A,49,0.0,0.9047619047619048,0.44,0.58,0.69,1.0
100.0,1770.0,44.0,785.0,17.84090909090909,37.92,0.08861941224680464,6.024007516907199,30.136363636363637,0.13636363636363635,denovo_pdb,8d03_A,65,0.09090909090909091,0.13636363636363635,0.27,0.59,0.72,0.62
100.0,1485.0,48.0,291.0,6.0625,37.1,0.2848338776420838,4.8173646640242085,51.854166666666664,0.625,denovo_pdb,8d05_A,60,0.0,0.625,0.26,0.48,0.67,1.0
100.0,4851.0,92.0,510.0,5.543478260869565,81.01,0.3190630695654184,5.396103335089164,59.51086956521739,0.7065217391304348,denovo_pdb,8fjg_A,104,0.010869565217391304,0.7065217391304348,0.17,0.29,0.6,0.75
100.0,3003.0,45.0,875.0,19.444444444444443,55.74,0.14275821605581981,5.93979519989659,44.422222222222224,0.35555555555555557,denovo_pdb,8kc1_A,83,0.1111111111111111,0.35555555555555557,0.29,0.4,0.59,0.72
100.0,1431.0,39.0,153.0,3.923076923076923,5.87,0.02179693816460972,4.691758610615353,8.256410256410257,0.5641025641025641,denovo_pdb,8qaf_A,59,0.28205128205128205,0.5641025641025641,0.8,0.82,0.82,0.86
100.0,4950.0,106.0,248.0,2.339622641509434,104.2,0.6285869020176315,5.038512293201784,83.0,0.8018867924528302,denovo_pdb,8xyw_A,105,0.009433962264150943,0.8018867924528302,0.24,0.47,0.48,0.96
100.0,4656.0,59.0,737.0,12.491525423728813,53.96,0.25746467644702437,5.472028234284094,55.28813559322034,0.576271186440678,denovo_pdb,9bk7_A,102,0.01694915254237288,0.576271186440678,0.26,0.74,0.73,1.0
100.0,5050.0,67.0,1090.0,16.26865671641791,67.67,0.14014386461942052,6.193932498999796,40.582089552238806,0.5373134328358209,denovo_pdb,9dbu_A,106,0.029850746268656716,0.5373134328358209,0.13,0.44,0.51,0.6
100.0,5050.0,65.0,984.0,15.138461538461538,65.0,0.1560304385559329,6.056052765747324,42.44615384615385,0.5692307692307692,denovo_pdb,9de4_A,106,0.046153846153846156,0.5692307692307692,0.18,0.25,0.51,0.96
100.0,2701.0,51.0,1117.0,21.901960784313726,45.6,0.0560409380174894,6.509741794268873,22.352941176470587,0.21568627450980393,denovo_pdb,9dea_A,79,0.17647058823529413,0.21568627450980393,0.29,0.43,0.54,0.62
100.0,1711.0,41.0,178.0,4.341463414634147,39.29,0.4600251185375657,4.37616939334588,72.21951219512195,0.8292682926829268,denovo_pdb,9lns_A,64,0.024390243902439025,0.8292682926829268,0.37,0.68,0.93,1.0
100.0,4465.0,98.0,343.0,3.5,97.17,0.583990038938926,5.073323403352151,81.75510204081633,0.8061224489795918,denovo_pdb,9r0z_A,100,0.0,0.8061224489795918,0.42,0.52,0.87,1.0
100.0,4950.0,86.0,326.0,3.7906976744186047,93.07,0.5753623909756354,5.050228931259702,84.86046511627907,0.7790697674418605,denovo_pdb,9r17_A,105,0.0,0.7790697674418605,0.35,0.5,0.77,1.0
100.0,1953.0,58.0,431.0,7.431034482758621,38.71,0.2995581976830074,5.001761402675046,46.3448275862069,0.6551724137931034,denovo_pdb,9v4l_A,68,0.05172413793103448,0.6551724137931034,0.35,0.46,0.37,1.0
100.0,3403.0,43.0,220.0,5.116279069767442,35.35,0.49365893026762714,4.375980519402689,66.04651162790698,0.7906976744186046,denovo_pdb,9x1w_A,88,0.023255813953488372,0.7906976744186046,0.66,0.66,0.88,0.77
100.0,3570.0,44.0,222.0,5.045454545454546,35.37,0.4700670823473454,4.4270949418078205,64.02272727272727,0.7954545454545454,denovo_pdb,9x1x_A,90,0.022727272727272728,0.7954545454545454,0.51,0.87,0.75,1.0
100.0,219.0,17.0,76.0,4.470588235294118,13.46,0.44522528423902424,3.4224799224146514,63.705882352941174,0.8823529411764706,foldbench100,5sbj_A,30,0.0,0.8823529411764706,0.66,0.81,0.94,1.0
100.0,2420.0,64.0,306.0,4.78125,65.4,0.442335369313346,4.959449838971439,73.078125,0.796875,foldbench100,7pv5_A,81,0.015625,0.796875,0.41,0.66,0.76,1.0
100.0,528.0,24.0,363.0,15.125,31.13,0.1096395507074374,5.418519415961566,38.791666666666664,0.4583333333333333,foldbench100,7t9r_A,38,0.0,0.4583333333333333,0.4,0.42,0.68,1.0
100.0,1653.0,60.0,149.0,2.4833333333333334,59.95,0.6858276778337115,4.433561543447625,87.46666666666667,0.8666666666666667,foldbench100,7ur7_A,70,0.0,0.8666666666666667,0.51,0.85,0.9,1.0
100.0,1326.0,42.0,157.0,3.738095238095238,44.34,0.545771160001199,4.348874084192775,81.21428571428571,0.7619047619047619,foldbench100,7xi5_A,65,0.023809523809523808,0.7619047619047619,0.33,0.71,1.0,0.88
100.0,2485.0,45.0,894.0,19.866666666666667,45.91,0.11277785797934012,6.077178612678401,34.17777777777778,0.24444444444444444,foldbench100,7xp9_A,84,0.1111111111111111,0.24444444444444444,0.42,0.59,0.69,0.81
100.0,4465.0,105.0,403.0,3.8380952380952382,92.22,0.5202219366783468,5.1583903033534835,72.20952380952382,0.8,foldbench100,7y54_A,100,0.0,0.8,0.25,0.47,0.6,0.83
100.0,4005.0,91.0,368.0,4.043956043956044,91.0,0.53143713619577,5.101779436818507,77.94505494505495,0.7582417582417582,foldbench100,7y5j_A,102,0.0,0.7582417582417582,0.23,0.41,0.65,1.0
100.0,4950.0,97.0,349.0,3.597938144329897,90.49,0.5158445927264093,5.117711040447778,73.96907216494846,0.7628865979381443,foldbench100,7y5r_A,105,0.0,0.7628865979381443,0.28,0.43,0.52,0.6
100.0,3767.0,83.0,319.0,3.8433734939759034,82.51,0.5460660006037168,4.983165027367155,78.65060240963855,0.7710843373493976,foldbench100,7y8h_A,100,0.0,0.7710843373493976,0.33,0.45,0.66,1.0
100.0,2941.0,83.0,242.0,2.9156626506024095,86.45,0.6438577994039695,4.851545455404297,86.32530120481928,0.7951807228915663,foldbench100,7y8i_A,97,0.0,0.7951807228915663,0.4,0.56,0.81,1.0
100.0,1431.0,41.0,436.0,10.634146341463415,29.26,0.17249764399687625,5.220959731849112,37.63414634146341,0.4146341463414634,foldbench100,7yhr_A,60,0.0,0.4146341463414634,0.46,0.6,0.66,0.78
100.0,2850.0,55.0,229.0,4.163636363636364,65.89,0.5036786218130783,4.788815592391836,82.10909090909091,0.7454545454545455,foldbench100,7ykm_A,105,0.0,0.7454545454545455,0.36,0.46,0.69,1.0
100.0,2346.0,59.0,431.0,7.305084745762712,59.46,0.3773256293125945,5.084393376432081,68.10169491525424,0.7457627118644068,foldbench100,8b2g_A,74,0.01694915254237288,0.7457627118644068,0.32,0.53,0.87,0.78
100.0,1081.0,44.0,171.0,3.8863636363636362,38.28,0.5098119173514963,4.288065467309297,72.02272727272727,0.8409090909090909,foldbench100,8b6e_A,66,0.0,0.8409090909090909,0.48,0.73,0.63,1.0
100.0,3486.0,71.0,1494.0,21.04225352112676,42.01,0.023207304727940956,6.9710334566485805,12.394366197183098,0.2112676056338028,foldbench100,8eb9_A,95,0.07042253521126761,0.2112676056338028,0.35,0.33,0.54,0.47
