pdb_id,chain_id,method,n_residues,mae_distogram_cb_angstrom,drmsd_distogram_cb_angstrom,n_mae_distogram_pairs,mae_distogram_cb_contact_angstrom,drmsd_distogram_cb_contact_angstrom,n_mae_distogram_contact_pairs,prec_short_L,prec_short_L_2,prec_short_L_5,prec_medium_L,prec_medium_L_2,prec_medium_L_5,prec_long_L,prec_long_L_2,prec_long_L_5,n_short_contacts,n_medium_contacts,n_long_contacts,lddt_distogram_cb,lddt_distogram_cb_soft
7qsj,A,protenix_single_seq,373,1.9922,3.0572,22300,2.4315,4.4299,1828,0.3110,0.5000,0.7568,0.2761,0.4839,0.8243,0.6622,0.9086,1.0000,124,117,552,0.5261,0.4895
7qsj,A,protenix_msa,373,0.2425,0.3383,22300,0.2281,0.3322,1828,0.3324,0.6667,1.0000,0.3137,0.6290,1.0000,1.0000,1.0000,1.0000,124,117,552,0.9764,0.9525
7t9r,A,marinfold_1b,38,3.2457,4.1337,673,3.9640,5.2128,159,0.3421,0.3158,0.5714,0.2895,0.3684,0.2857,0.1579,0.1579,0.1429,18,32,18,0.3467,0.3161
7t9r,A,protenix_single_seq,38,4.2667,5.5208,673,4.0962,5.8857,159,0.3421,0.2105,0.2857,0.1842,0.0526,0.0000,0.0789,0.1053,0.2857,18,32,18,0.3209,0.3085
7t9r,A,protenix_msa,38,0.6614,1.0095,673,0.4676,0.7109,159,0.4737,0.9474,1.0000,0.8421,1.0000,1.0000,0.4737,0.8421,1.0000,18,32,18,0.8532,0.8074
7tjb,A,marinfold_1b,227,3.3742,4.6231,11330,3.5506,5.5004,1094,0.2775,0.4248,0.7556,0.1498,0.2566,0.4000,0.5947,0.7788,0.9333,84,50,333,0.3769,0.3602
7tjb,A,protenix_single_seq,227,1.5004,2.4870,11330,1.5577,3.1161,1094,0.2643,0.4336,0.5778,0.1850,0.3451,0.5778,0.9075,0.9823,1.0000,84,50,333,0.6523,0.5998
7tjb,A,protenix_msa,227,0.3319,0.5420,11330,0.2897,0.4947,1094,0.3700,0.7434,1.0000,0.2203,0.4425,1.0000,0.9956,1.0000,1.0000,84,50,333,0.9439,0.9122
7tlh,A,marinfold_1b,136,5.4785,6.8787,5016,6.7422,9.1299,582,0.1985,0.2647,0.2593,0.2353,0.3824,0.4815,0.2426,0.2500,0.2963,42,67,178,0.1857,0.2337
7tlh,A,protenix_single_seq,136,3.2955,4.4033,5016,4.3582,6.4134,582,0.2279,0.3971,0.6296,0.2868,0.4706,0.5926,0.1691,0.1912,0.1481,42,67,178,0.3364,0.3129
7tlh,A,protenix_msa,136,0.4792,0.7073,5016,0.4114,0.6353,582,0.3088,0.6176,1.0000,0.4926,0.9559,1.0000,0.9926,1.0000,1.0000,42,67,178,0.8926,0.8301
7uba,A,marinfold_1b,213,6.8189,8.4609,9475,6.2143,9.5858,917,0.1455,0.2075,0.3571,0.1784,0.2642,0.4286,0.1268,0.1415,0.2143,48,89,243,0.2400,0.2605
7uba,A,protenix_single_seq,213,3.8484,5.1003,9475,4.7417,7.1719,917,0.1455,0.1887,0.0952,0.0751,0.0755,0.1667,0.0516,0.0943,0.0238,48,89,243,0.2931,0.2808
7uba,A,protenix_msa,213,0.3365,0.4824,9475,0.2844,0.4023,917,0.2254,0.4528,1.0000,0.4178,0.8302,1.0000,0.9765,1.0000,1.0000,48,89,243,0.9497,0.9118
7uk8,A,marinfold_1b,394,8.0947,9.7294,23509,7.7953,11.4628,1926,0.1929,0.3249,0.5128,0.1244,0.1523,0.2051,0.1447,0.2386,0.4359,110,129,657,0.2014,0.2171
7uk8,A,protenix_single_seq,394,3.6125,4.8748,23509,5.2948,7.7468,1926,0.1878,0.3553,0.5000,0.1777,0.2183,0.3077,0.1853,0.2284,0.3077,110,129,657,0.2477,0.2621
7uk8,A,protenix_msa,394,0.6225,1.3376,23509,0.5819,1.5490,1926,0.2741,0.5330,0.9359,0.3198,0.6294,1.0000,0.9975,1.0000,1.0000,110,129,657,0.8751,0.8362
7ur2,A,marinfold_1b,195,5.3089,6.9002,7243,5.1822,8.0792,709,0.1231,0.1959,0.3333,0.1179,0.2165,0.3846,0.3897,0.4948,0.6667,36,28,227,0.2634,0.2832
7ur2,A,protenix_single_seq,195,2.3857,3.3115,7243,2.6869,4.3560,709,0.1385,0.2062,0.3846,0.1282,0.2062,0.3590,0.4462,0.6289,0.8205,36,28,227,0.4127,0.3955
7ur2,A,protenix_msa,195,0.5501,1.1684,7243,0.4112,1.0115,709,0.1846,0.3711,0.8205,0.1436,0.2887,0.7179,0.9641,1.0000,1.0000,36,28,227,0.8835,0.8438
7ur7,A,marinfold_1b,70,2.3967,3.3259,1742,2.3523,3.9729,264,0.4857,0.8571,1.0000,0.3000,0.5429,0.7857,0.2571,0.4571,0.5000,34,23,51,0.4993,0.4679
7ur7,A,protenix_single_seq,70,0.6062,0.9284,1742,0.4095,0.5874,264,0.4857,0.9143,1.0000,0.3286,0.6286,1.0000,0.7000,1.0000,1.0000,34,23,51,0.8764,0.8280
7ur7,A,protenix_msa,70,0.6067,0.9310,1742,0.4065,0.5882,264,0.4857,0.9143,1.0000,0.3286,0.6286,1.0000,0.7000,1.0000,1.0000,34,23,51,0.8761,0.8285
7urp,A,marinfold_1b,160,6.5208,7.9261,6687,8.6596,11.1401,749,0.1250,0.1750,0.3125,0.1812,0.1750,0.2188,0.2250,0.2625,0.1562,43,63,323,0.1609,0.2109
7urp,A,protenix_single_seq,160,3.5074,4.6226,6687,5.6385,7.4361,749,0.1187,0.1375,0.2500,0.0813,0.0500,0.0000,0.1562,0.1625,0.1250,43,63,323,0.2805,0.2770
7urp,A,protenix_msa,160,0.2723,0.4736,6687,0.2718,0.5205,749,0.2687,0.5375,1.0000,0.3937,0.7875,1.0000,1.0000,1.0000,1.0000,43,63,323,0.9647,0.9306
7uvg,A,marinfold_1b,183,7.4180,9.0702,7546,9.1629,11.9915,808,0.1311,0.1319,0.1111,0.0656,0.0769,0.0833,0.1366,0.1099,0.0278,52,70,319,0.1621,0.1973
7uvg,A,protenix_single_seq,183,2.8550,4.0607,7546,3.5879,5.8159,808,0.2077,0.2308,0.3889,0.2131,0.2967,0.4167,0.6667,0.9560,1.0000,52,70,319,0.4306,0.4093
7uvg,A,protenix_msa,183,0.3582,0.6377,7546,0.3041,0.5341,808,0.2842,0.5714,1.0000,0.3825,0.7473,1.0000,1.0000,1.0000,1.0000,52,70,319,0.9380,0.9072
7uww,A,marinfold_1b,635,8.0703,9.6575,38104,8.8117,11.8367,3172,0.1764,0.2650,0.4646,0.2362,0.3281,0.5197,0.2378,0.3281,0.4173,211,331,1228,0.1625,0.1856
7uww,A,protenix_single_seq,635,3.3628,4.6847,38104,5.4450,7.8377,3172,0.2047,0.3060,0.5748,0.2992,0.5047,0.8425,0.4346,0.6814,0.9843,211,331,1228,0.3006,0.2967
7uww,A,protenix_msa,635,0.4830,0.9362,38104,0.3077,0.5743,3172,0.3323,0.6625,0.9764,0.5213,0.9653,0.9921,1.0000,1.0000,1.0000,211,331,1228,0.9246,0.8974
7v3o,A,marinfold_1b,328,7.1981,8.5798,15999,7.9349,10.9392,1387,0.1524,0.1707,0.1385,0.0427,0.0305,0.0154,0.1128,0.1829,0.2462,110,82,466,0.1597,0.1909
7v3o,A,protenix_single_seq,328,3.7365,5.0316,15999,5.7848,8.2447,1387,0.1524,0.2439,0.4154,0.0732,0.1098,0.2154,0.0213,0.0122,0.0000,110,82,466,0.2332,0.2391
7v3o,A,protenix_msa,328,0.3850,0.5941,15999,0.2930,0.4265,1387,0.3354,0.6707,1.0000,0.2500,0.5000,0.9385,0.9909,1.0000,1.0000,110,82,466,0.9324,0.8970
7w15,A,marinfold_1b,302,5.0709,6.5532,15691,4.8940,7.7053,1451,0.2550,0.3907,0.6333,0.2682,0.4040,0.5000,0.2781,0.4305,0.6833,93,102,385,0.2714,0.2968
7w15,A,protenix_single_seq,302,3.2296,4.4372,15691,4.1781,6.5090,1451,0.2219,0.3907,0.6667,0.1887,0.2583,0.2500,0.1788,0.3113,0.6667,93,102,385,0.3071,0.3127
7w15,A,protenix_msa,302,0.3780,0.6632,15691,0.2774,0.4689,1451,0.3079,0.6159,1.0000,0.3377,0.6755,1.0000,0.9967,1.0000,1.0000,93,102,385,0.9408,0.9074
7wz5,A,marinfold_1b,161,5.8843,7.4171,7371,5.8001,9.1113,758,0.1056,0.1625,0.2188,0.0559,0.0625,0.0625,0.0807,0.1375,0.2188,21,11,213,0.2218,0.2554
7wz5,A,protenix_single_seq,161,2.8821,3.9155,7371,3.5714,5.7885,758,0.1118,0.1875,0.2812,0.0497,0.0875,0.1562,0.1304,0.1500,0.1875,21,11,213,0.3422,0.3368
7wz5,A,protenix_msa,161,0.4642,0.8084,7371,0.4077,0.7586,758,0.1304,0.2625,0.6250,0.0683,0.1375,0.3438,0.9938,0.9875,0.9688,21,11,213,0.8952,0.8392
7wzm,A,marinfold_1b,492,7.8888,9.5846,29122,7.1742,11.0109,2354,0.1423,0.2439,0.4082,0.1280,0.2154,0.2959,0.1057,0.1626,0.1939,109,113,703,0.2076,0.2247
7wzm,A,protenix_single_seq,492,2.8812,4.1500,29122,3.7186,6.1942,2354,0.1707,0.2886,0.4796,0.1687,0.2967,0.6327,0.4878,0.6992,0.9898,109,113,703,0.3578,0.3563
7wzm,A,protenix_msa,492,0.4896,0.8382,29122,0.4388,0.8950,2354,0.2215,0.4431,0.9490,0.2297,0.4593,0.9898,0.9939,1.0000,1.0000,109,113,703,0.8781,0.8359
7x3h,A,marinfold_1b,290,5.6146,7.0474,12875,5.7439,8.4446,1258,0.2172,0.3448,0.6724,0.2483,0.3931,0.6724,0.2828,0.3586,0.5000,84,122,353,0.2348,0.2686
7x3h,A,protenix_single_seq,290,3.5011,4.7566,12875,4.7653,7.2438,1258,0.2379,0.3655,0.6724,0.1862,0.2828,0.5862,0.0862,0.0897,0.1207,84,122,353,0.2900,0.2911
7x3h,A,protenix_msa,290,1.0040,1.9193,12875,0.6437,1.5606,1258,0.2724,0.5379,0.9655,0.4103,0.7862,0.9310,0.8207,0.8966,0.9138,84,122,353,0.8408,0.8061
7x4p,A,marinfold_1b,307,6.6671,8.3434,15771,5.8438,8.9959,1453,0.1726,0.2484,0.2951,0.1954,0.2941,0.3115,0.1466,0.2092,0.2951,84,115,354,0.2322,0.2526
7x4p,A,protenix_single_seq,307,3.3527,4.5113,15771,4.2038,6.4413,1453,0.1433,0.2026,0.2131,0.2248,0.2876,0.2295,0.0749,0.0261,0.0164,84,115,354,0.3071,0.3007
7x4p,A,protenix_msa,307,0.4985,0.9550,15771,0.4083,0.9176,1453,0.2736,0.5163,0.9508,0.3583,0.6928,1.0000,0.9511,0.9935,1.0000,84,115,354,0.8941,0.8581
7x8l,A,marinfold_1b,514,6.7341,8.4734,34896,6.7187,10.2034,2677,0.1984,0.3230,0.5098,0.1595,0.2568,0.4216,0.4125,0.5992,0.8627,152,164,959,0.2367,0.2461
7x8l,A,protenix_single_seq,514,3.7122,5.0209,34896,5.9914,8.4285,2677,0.1673,0.2335,0.3529,0.0778,0.0973,0.1569,0.0564,0.0623,0.1176,152,164,959,0.2366,0.2405
7x8l,A,protenix_msa,514,0.2810,0.4116,34896,0.2301,0.3234,2677,0.2957,0.5914,1.0000,0.3191,0.6381,1.0000,1.0000,1.0000,1.0000,152,164,959,0.9709,0.9373
7xcd,A,marinfold_1b,178,6.0298,7.4350,8262,5.3737,8.4873,819,0.1629,0.1461,0.2286,0.1124,0.1348,0.1714,0.1348,0.2022,0.2286,35,42,174,0.2236,0.2567
7xcd,A,protenix_single_seq,178,2.8061,3.8985,8262,3.2480,5.5047,819,0.1573,0.2472,0.3143,0.1854,0.2809,0.4286,0.1742,0.2022,0.2286,35,42,174,0.3646,0.3503
7xcd,A,protenix_msa,178,0.4094,0.8052,8262,0.3671,0.7292,819,0.1966,0.3933,0.9429,0.2360,0.4719,1.0000,0.9101,1.0000,1.0000,35,42,174,0.9064,0.8613
7xg9,A,marinfold_1b,288,4.9737,6.5138,15951,4.7046,7.3766,1432,0.1493,0.2639,0.4035,0.1215,0.2153,0.4211,0.4688,0.5625,0.6667,55,64,485,0.2983,0.3104
7xg9,A,protenix_single_seq,288,1.8498,2.9129,15951,2.4228,4.3851,1432,0.1632,0.2778,0.5439,0.1979,0.3611,0.8421,0.7812,0.9792,1.0000,55,64,485,0.5560,0.5225
7xg9,A,protenix_msa,288,0.4301,0.7317,15951,0.3715,0.6879,1432,0.1910,0.3819,0.9298,0.2222,0.4306,0.9298,0.9965,1.0000,1.0000,55,64,485,0.9075,0.8689
7xi5,A,marinfold_1b,65,1.0374,1.7188,1535,1.1126,2.0566,245,0.2462,0.5000,1.0000,0.0923,0.1875,0.4615,0.4308,0.5938,0.7692,16,6,36,0.7354,0.6561
7xi5,A,protenix_single_seq,65,2.9460,4.2561,1535,2.6712,5.1117,245,0.1077,0.2188,0.3846,0.0308,0.0000,0.0000,0.1538,0.2188,0.2308,16,6,36,0.4535,0.4130
7xi5,A,protenix_msa,65,0.2832,0.4981,1535,0.2557,0.4711,245,0.2462,0.5000,1.0000,0.0923,0.1875,0.4615,0.5538,0.9688,1.0000,16,6,36,0.9567,0.9341
7xjr,A,marinfold_1b,337,4.4572,6.1111,19086,4.3845,7.1131,1606,0.1840,0.2976,0.4179,0.1217,0.1607,0.1940,0.4926,0.6131,0.6866,76,75,570,0.3549,0.3218
7xjr,A,protenix_single_seq,337,2.3384,3.3000,19086,2.9343,4.8555,1606,0.1810,0.3036,0.4925,0.1484,0.1964,0.2388,0.5460,0.7143,0.9254,76,75,570,0.4458,0.4144
7xjr,A,protenix_msa,337,0.2721,0.3821,19086,0.2285,0.3232,1606,0.2255,0.4524,1.0000,0.2226,0.4464,0.9851,0.9970,1.0000,1.0000,76,75,570,0.9720,0.9488
7xlz,A,marinfold_1b,266,6.4474,7.9134,12227,7.3222,10.0793,1129,0.1391,0.1880,0.2830,0.1090,0.1053,0.1509,0.1805,0.2331,0.2642,58,120,380,0.1736,0.2101
7xlz,A,protenix_single_seq,266,3.6201,4.8973,12227,5.2279,7.5877,1129,0.1767,0.2632,0.4151,0.1353,0.2030,0.4717,0.1579,0.2857,0.4717,58,120,380,0.2701,0.2761
7xlz,A,protenix_msa,266,0.3332,0.4984,12227,0.2767,0.3970,1129,0.2180,0.4361,0.9811,0.4511,0.8947,1.0000,1.0000,1.0000,1.0000,58,120,380,0.9463,0.8982
7xp9,A,marinfold_1b,84,4.0983,5.7536,2098,2.8773,5.3640,338,0.0833,0.1429,0.2500,0.1310,0.2143,0.3750,0.1190,0.1667,0.3125,9,12,48,0.4212,0.4292
7xp9,A,protenix_single_seq,84,1.8287,2.6649,2098,1.2661,2.5650,338,0.0952,0.1190,0.2500,0.1310,0.2381,0.5000,0.3214,0.4524,0.5000,9,12,48,0.6002,0.5695
7xp9,A,protenix_msa,84,0.6593,0.9229,2098,0.5518,0.9034,338,0.1071,0.2143,0.5000,0.1429,0.2857,0.7500,0.5595,0.9048,1.0000,9,12,48,0.8265,0.7586
7xq4,A,marinfold_1b,514,5.3588,7.2176,32933,4.9468,8.0598,2686,0.2043,0.2802,0.4314,0.1732,0.2335,0.3824,0.2296,0.2568,0.3137,158,173,789,0.3181,0.2988
7xq4,A,protenix_single_seq,514,0.9806,1.8138,32933,0.9076,2.1842,2686,0.3074,0.5564,0.9804,0.3366,0.6576,1.0000,0.9611,1.0000,1.0000,158,173,789,0.7966,0.7554
7xq4,A,protenix_msa,514,0.3302,0.5454,32933,0.2938,0.5076,2686,0.3074,0.6148,1.0000,0.3366,0.6732,1.0000,0.9922,1.0000,1.0000,158,173,789,0.9454,0.9116
7xrx,A,marinfold_1b,398,8.2818,9.8694,25488,7.0705,10.8415,2173,0.2085,0.2864,0.4684,0.1080,0.1508,0.2405,0.1156,0.1960,0.3291,138,110,604,0.2055,0.2239
7xrx,A,protenix_single_seq,398,2.9170,4.1548,25488,3.7339,6.1914,2173,0.2111,0.3367,0.5949,0.1533,0.2261,0.4051,0.3920,0.5678,0.8861,138,110,604,0.3759,0.3725
7xrx,A,protenix_msa,398,0.2531,0.4408,25488,0.2325,0.3447,2173,0.3467,0.6935,1.0000,0.2764,0.5528,1.0000,1.0000,1.0000,1.0000,138,110,604,0.9777,0.9500
7xyr,A,marinfold_1b,591,7.0052,8.7912,36325,7.0927,10.3119,2796,0.2132,0.3288,0.5000,0.2403,0.3559,0.6525,0.3452,0.4339,0.6017,188,215,1064,0.2193,0.2315
7xyr,A,protenix_single_seq,591,3.3203,4.6209,36325,4.9888,7.5151,2796,0.2081,0.3390,0.6610,0.2217,0.3424,0.6864,0.3892,0.6102,0.8305,188,215,1064,0.3139,0.3161
7xyr,A,protenix_msa,591,0.3452,0.4630,36325,0.2211,0.3043,2796,0.3181,0.6373,1.0000,0.3638,0.7288,1.0000,1.0000,1.0000,1.0000,188,215,1064,0.9610,0.9420
7xz3,A,marinfold_1b,325,7.5812,9.1703,13875,8.0190,11.4416,1315,0.1292,0.1790,0.2462,0.1231,0.1235,0.1385,0.0923,0.1173,0.1077,53,72,466,0.1913,0.2197
7xz3,A,protenix_single_seq,325,3.6105,4.9174,13875,5.3701,7.8543,1315,0.1292,0.1790,0.2308,0.1415,0.1667,0.1846,0.0831,0.1296,0.1846,53,72,466,0.2912,0.2899
7xz3,A,protenix_msa,325,0.3976,0.8553,13875,0.3570,0.8342,1315,0.1631,0.3272,0.7692,0.2215,0.4444,0.9692,0.9908,1.0000,1.0000,53,72,466,0.9202,0.8802
7y3h,A,marinfold_1b,413,4.7174,6.2901,19497,3.9207,6.3346,1908,0.2252,0.3544,0.5854,0.2082,0.3107,0.4634,0.3220,0.3932,0.5244,121,122,451,0.3451,0.3481
7y3h,A,protenix_single_seq,413,3.0478,4.3137,19497,3.4928,5.9928,1908,0.2155,0.3398,0.5732,0.1840,0.3350,0.5732,0.1477,0.2524,0.4390,121,122,451,0.4235,0.4016
7y3h,A,protenix_msa,413,0.4640,0.7397,19497,0.3193,0.5270,1908,0.2930,0.5825,1.0000,0.2954,0.5922,0.9878,0.9370,1.0000,1.0000,121,122,451,0.9209,0.8784
7y4h,A,marinfold_1b,338,4.2565,5.7007,21107,4.2730,6.5659,1735,0.2515,0.3905,0.5672,0.2515,0.3669,0.5075,0.6006,0.7692,0.9104,104,119,588,0.3255,0.3237
7y4h,A,protenix_single_seq,338,2.3274,3.5275,21107,3.1629,5.4324,1735,0.2751,0.4793,0.7910,0.2189,0.3195,0.5522,0.7278,0.9763,1.0000,104,119,588,0.4687,0.4599
7y4h,A,protenix_msa,338,0.2736,0.3920,21107,0.2514,0.3294,1735,0.3077,0.6154,1.0000,0.3521,0.7041,1.0000,1.0000,1.0000,1.0000,104,119,588,0.9676,0.9390
7y54,A,marinfold_1b,100,2.6627,3.9016,3353,3.2670,4.8082,464,0.3500,0.5800,1.0000,0.5300,0.7200,0.9500,0.6600,0.8400,1.0000,37,61,155,0.4208,0.3889
7y54,A,protenix_single_seq,100,1.8172,2.8945,3353,2.0510,3.6348,464,0.3700,0.6000,0.9500,0.5200,0.6400,0.9000,0.7200,0.9600,1.0000,37,61,155,0.6063,0.5681
7y54,A,protenix_msa,100,0.5313,1.0080,3353,0.4862,1.0581,464,0.3700,0.7400,1.0000,0.6100,1.0000,1.0000,1.0000,1.0000,1.0000,37,61,155,0.8727,0.8333
7y5j,A,marinfold_1b,102,2.6117,3.6951,3204,3.2815,4.8291,439,0.3235,0.5490,0.7000,0.4608,0.7059,0.8500,0.6667,0.8039,0.8000,36,54,147,0.4486,0.4064
7y5j,A,protenix_single_seq,102,3.0427,4.0407,3204,3.3564,4.9128,439,0.2353,0.2941,0.2500,0.2353,0.0980,0.0000,0.5098,0.7647,0.8500,36,54,147,0.3998,0.3720
7y5j,A,protenix_msa,102,0.3446,0.4956,3204,0.3200,0.4504,439,0.3529,0.7059,1.0000,0.5294,0.9804,1.0000,1.0000,1.0000,1.0000,36,54,147,0.9368,0.9018
7y5m,A,marinfold_1b,170,5.3288,6.8665,7199,5.8529,8.6380,742,0.2941,0.4706,0.5882,0.1059,0.1529,0.2647,0.1824,0.2824,0.4706,64,41,216,0.2225,0.2476
7y5m,A,protenix_single_seq,170,3.4443,4.5575,7199,4.6449,6.7740,742,0.3118,0.3529,0.3235,0.1059,0.0941,0.1176,0.0294,0.0235,0.0000,64,41,216,0.2927,0.2842
7y5m,A,protenix_msa,170,0.5392,0.9364,7199,0.4375,0.8662,742,0.3765,0.7412,1.0000,0.2412,0.4706,0.9412,0.9471,0.9882,1.0000,64,41,216,0.8832,0.8457
7y5r,A,marinfold_1b,105,2.9630,4.0441,3738,3.7284,5.0536,496,0.3333,0.5385,0.9048,0.5333,0.7692,1.0000,0.5524,0.5962,0.6190,37,65,180,0.3871,0.3494
7y5r,A,protenix_single_seq,105,0.6887,1.1843,3738,0.7194,1.4538,496,0.3524,0.7115,1.0000,0.6190,1.0000,1.0000,0.9905,1.0000,1.0000,37,65,180,0.8297,0.7803
7y5r,A,protenix_msa,105,0.4024,0.5997,3738,0.3222,0.5185,496,0.3524,0.7115,1.0000,0.6190,1.0000,1.0000,1.0000,1.0000,1.0000,37,65,180,0.9207,0.8819
7y8h,A,marinfold_1b,100,3.2601,4.7273,2957,4.0718,6.1000,427,0.3100,0.5800,0.8000,0.5800,0.8200,0.8500,0.5800,0.7600,0.9000,33,60,158,0.3713,0.3521
7y8h,A,protenix_single_seq,100,0.5028,0.9663,2957,0.5124,1.2763,427,0.3300,0.6600,1.0000,0.5900,1.0000,1.0000,1.0000,1.0000,1.0000,33,60,158,0.8872,0.8470
7y8h,A,protenix_msa,100,0.4101,0.5976,2957,0.3957,0.6290,427,0.3300,0.6600,1.0000,0.5900,1.0000,1.0000,1.0000,1.0000,1.0000,33,60,158,0.9059,0.8581
7y8i,A,marinfold_1b,97,2.0286,2.7272,2513,2.5457,3.5078,359,0.3505,0.6667,0.8421,0.4124,0.6875,0.8947,0.7423,0.8333,0.9474,34,40,122,0.4696,0.4320
7y8i,A,protenix_single_seq,97,0.6746,1.0413,2513,0.5574,0.9703,359,0.3505,0.7083,1.0000,0.4124,0.7917,0.9474,0.9691,1.0000,1.0000,34,40,122,0.8338,0.8052
7y8i,A,protenix_msa,97,0.5217,0.8049,2513,0.3618,0.5466,359,0.3505,0.7083,1.0000,0.4124,0.8125,1.0000,0.9897,1.0000,1.0000,34,40,122,0.8919,0.8644
7yd4,A,marinfold_1b,185,5.5107,7.0833,9310,6.6400,9.4767,903,0.2054,0.3152,0.5405,0.1514,0.2065,0.4324,0.3135,0.4457,0.6757,55,59,312,0.2060,0.2364
7yd4,A,protenix_single_seq,185,2.9877,4.0284,9310,4.1188,6.1607,903,0.1838,0.2717,0.4595,0.1784,0.2717,0.5135,0.3297,0.4565,0.6757,55,59,312,0.3356,0.3174
7yd4,A,protenix_msa,185,0.3356,0.5069,9310,0.3412,0.5288,903,0.2973,0.5978,1.0000,0.3189,0.6413,1.0000,1.0000,1.0000,1.0000,55,59,312,0.9359,0.8877
7yhr,A,marinfold_1b,60,4.7498,6.4736,1526,3.3239,6.0777,240,0.3167,0.4667,0.9167,0.1500,0.2333,0.3333,0.2000,0.2333,0.3333,21,11,31,0.3857,0.3915
7yhr,A,protenix_single_seq,60,2.2303,3.0701,1526,1.7497,3.2529,240,0.2833,0.4667,1.0000,0.1500,0.1667,0.1667,0.2500,0.4000,0.5833,21,11,31,0.5278,0.4871
7yhr,A,protenix_msa,60,0.2798,0.3707,1526,0.2436,0.3350,240,0.3500,0.7000,1.0000,0.1833,0.3667,0.9167,0.5167,0.9667,1.0000,21,11,31,0.9631,0.9221
7ykm,A,marinfold_1b,105,3.6404,4.9370,2561,3.4609,5.3367,367,0.2000,0.3846,0.7619,0.1619,0.2500,0.2857,0.4000,0.6154,0.9048,22,28,70,0.3317,0.3572
7ykm,A,protenix_single_seq,105,0.5882,0.9932,2561,0.4526,0.7806,367,0.2095,0.4231,1.0000,0.2667,0.5385,0.9524,0.6476,0.9615,1.0000,22,28,70,0.8652,0.7998
7ykm,A,protenix_msa,105,0.4701,0.8427,2561,0.3531,0.5145,367,0.2095,0.4231,1.0000,0.2667,0.5385,0.9524,0.6571,0.9808,1.0000,22,28,70,0.8940,0.8538
7ylr,A,marinfold_1b,330,5.4147,7.0433,18471,5.6585,8.3392,1616,0.2394,0.4182,0.6364,0.2697,0.4242,0.6515,0.4030,0.5697,0.6667,98,157,534,0.2680,0.2783
7ylr,A,protenix_single_seq,330,2.5290,3.6318,18471,3.5094,5.5231,1616,0.2394,0.4242,0.6515,0.3182,0.4788,0.7727,0.6485,0.8727,0.9091,98,157,534,0.4089,0.4037
7ylr,A,protenix_msa,330,0.5290,0.9442,18471,0.3862,0.8521,1616,0.2970,0.5939,1.0000,0.4758,0.9333,1.0000,0.9970,1.0000,1.0000,98,157,534,0.8942,0.8618
7yug,A,marinfold_1b,118,4.9918,6.5728,4172,4.4894,7.2208,503,0.2627,0.4237,0.5217,0.2203,0.3220,0.4783,0.2203,0.3390,0.5217,38,44,87,0.2948,0.3183
