query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-79396bd46f632d4dd4a9,reference0::denovo_pdb__7bid_A,0.437,0.873,0.731,251,286,8.492E-42,0.873,True,True
proteina-79396bd46f632d4dd4a9,reference0::denovo_pdb__6y7p_A,0.339,0.817,0.608,251,319,5.593E-29,0.817,True,True
proteina-79396bd46f632d4dd4a9,reference0::denovo_pdb__6g6m_A,0.339,0.817,0.606,251,320,5.593E-29,0.817,True,True
proteina-79396bd46f632d4dd4a9,reference0::denovo_pdb__6g6p_A,0.331,0.797,0.569,251,318,2.689E-24,0.797,True,True
proteina-79396bd46f632d4dd4a9,reference1::foldbench_all__8SHJ_A,0.241,0.661,0.485,251,359,3.822E-09,0.661,False,True
proteina-79396bd46f632d4dd4a9,reference1::foldbench_all__7XFR_A,0.302,0.482,0.402,251,321,7.019E-08,0.482,False,True
proteina-79396bd46f632d4dd4a9,reference1::foldbench_all__8H0N_A,0.292,0.323,0.223,251,367,4.003E-06,0.323,False,True
proteina-76ae51481f28d7d16835,reference0::denovo_pdb__7bid_A,0.556,0.952,0.818,251,286,2.380E-83,0.952,True,True
proteina-76ae51481f28d7d16835,reference0::denovo_pdb__6y7p_A,0.473,0.960,0.718,251,319,5.765E-64,0.96,True,True
proteina-76ae51481f28d7d16835,reference0::denovo_pdb__6g6m_A,0.473,0.960,0.716,251,320,5.765E-64,0.96,True,True
proteina-76ae51481f28d7d16835,reference0::denovo_pdb__6g6p_A,0.380,0.952,0.714,251,318,1.468E-43,0.952,True,True
proteina-76ae51481f28d7d16835,reference1::foldbench_all__8SHJ_A,0.274,0.793,0.591,251,359,1.538E-14,0.793,False,True
proteina-76ae51481f28d7d16835,reference1::foldbench_all__8H0N_A,0.271,0.761,0.556,251,367,2.042E-10,0.761,False,True
proteina-76ae51481f28d7d16835,reference1::foldbench_all__7XFR_A,0.208,0.558,0.464,251,321,5.337E-06,0.558,False,True
proteina-913c153c13ead6ab3327,reference0::denovo_pdb__7kuw_A,0.317,0.164,0.661,250,62,7.509E+01,0.661,True,False
