entry_id,mat_R,vote_R,vote_AUC,single_f1,oracle_f1,union_rec
AF-A0A0Q6VGJ6-F1,0.1351351351351351,0.13813813813813813,0.6666942789688061,0.06431006705001123,0.12141181399245915,0.3903903903903904
AF-A0A2W1P719-F1,0.3612903225806451,0.39068100358422936,0.7895169266479466,0.2177390755944227,0.348658705781189,0.6043010752688173
AF-A0A258AIY7-F1,0.4502164502164502,0.6156806156806157,0.9652151923627095,0.42628255506589824,0.55752553233814,0.937950937950938
AF-A0A1H5EQN0-F1,0.1824324324324324,0.20645645645645647,0.6986785577630362,0.11890315751491165,0.17241194213715935,0.4166666666666667
AF-A0A7V8XBE4-F1,0.5526315789473685,0.6608187134502924,0.957831763024681,0.40168495080052163,0.5374634943600461,0.9385964912280702
AF-A0A2D6R5E1-F1,0.1875,0.16666666666666666,0.6999702313180766,0.08098649093741996,0.24967727063162748,0.4895833333333333
AF-G5DSI7-F1,0.1294117647058823,0.06405228758169934,0.6456338939754639,0.036345402971958866,0.09909699039433124,0.3568627450980392
AF-A0A0A8KXJ8-F1,0.2474747474747475,0.32379349046015715,0.7927483454422471,0.1550070036655448,0.2887516216618722,0.6245791245791246
AF-A0A4D4KYT6-F1,0.1534653465346534,0.11551155115511551,0.6378389444538769,0.04889114203271409,0.12162254227007892,0.3151815181518152
AF-R9MGU4-F1,0.3110151187904967,0.3057355411567075,0.7819732734686885,0.17751262259935627,0.25954140116296326,0.5802735781137509
AF-A0A174QVN0-F1,0.1785714285714285,0.17460317460317457,0.7986074429771909,0.09357562294455675,0.3033178183554123,0.6904761904761904
AF-A0A2T0QQK0-F1,0.2586206896551724,0.1877394636015326,0.7639228512746832,0.09507913631478988,0.20792947542986817,0.6264367816091955
AF-A0A7Z7KTI5-F1,0.2592592592592592,0.27983539094650206,0.7408252820765625,0.12770049085273016,0.23700444653426342,0.5414462081128748
AF-A0A7Y3J8T3-F1,0.1416666666666666,0.07592592592592594,0.6123458488758433,0.03494150777974111,0.08848330947564731,0.26944444444444443
AF-A0A068NVR3-F1,0.1016949152542373,0.08192090395480227,0.6281335014322229,0.04262003203964063,0.07273186243904967,0.30790960451977406
AF-A0A3G1KRP4-F1,0.1979434447300771,0.1828049128820337,0.6758749352263171,0.07345366321091103,0.141535471879451,0.3693230505569837
AF-A0A7X6ELU0-F1,0.12,0.17777777777777778,0.6989553555673197,0.08045936577939249,0.17429885057471264,0.5133333333333333
AF-A0A645HR47-F1,0.1641791044776119,0.11774461028192373,0.6456556048347246,0.065422092385389,0.15501038274729625,0.4079601990049751
AF-A0A1S3QTM0-F1,0.1612903225806451,0.20698924731182797,0.7012221931029584,0.10061158941789768,0.2021339926634804,0.467741935483871
AF-A0A839IBP8-F1,0.1052631578947368,0.0967570441254652,0.6208338907099686,0.04632956027780436,0.11327521075212733,0.29505582137161085
AF-A0A2E1ZD16-F1,0.2760180995475113,0.350930115635998,0.7942866511637253,0.19985239179473457,0.3397016975762928,0.6078431372549019
AF-A0A5P8ZZS6-F1,0.1301775147928994,0.14792899408284022,0.6711055279843358,0.07173309547390545,0.11920482836413636,0.3629191321499014
AF-A0A0F7PNC1-F1,0.5925925925925926,0.6419753086419752,0.9967069656544382,0.4700956536559644,0.7257069974051106,1.0
AF-W1UGQ4-F1,0.25,0.25,0.7704459635416666,0.12248936916043084,0.24225476904560517,0.6666666666666666
AF-A0A7X3RPZ1-F1,0.1228070175438596,0.11306042884990253,0.6878581057770393,0.05639379434728211,0.13461570525676803,0.44152046783625726
AF-A0A7C7KEC7-F1,0.5045871559633027,0.5214067278287461,0.8961806369104263,0.40159271279848374,0.49083713058644296,0.8058103975535169
AF-A0A6J6JZN5-F1,0.1386430678466076,0.1592920353982301,0.6607982744197839,0.07824491628684889,0.15008943673276695,0.34906588003933137
AF-A0A6G6K1X9-F1,0.1174934725848564,0.09370467072816942,0.5999969165833374,0.03813943312939536,0.06640629471438547,0.2201914708442124
AF-A0A7T9INP0-F1,0.0,0.0,0.6741511060459952,0.03527559046505069,0.1257142857142857,0.4313725490196078
AF-R6WBE0-F1,0.1801801801801801,0.22522522522522523,0.7495353826824962,0.09748669228796708,0.31288220890739427,0.6006006006006006
AF-K6E4M3-F1,0.1379310344827586,0.1628352490421456,0.6935151058779233,0.06786492466825887,0.22614689722587386,0.41954022988505746
AF-A0A2S1R5F9-F1,0.2039473684210526,0.18494152046783627,0.7726414230269013,0.09158649084662225,0.17448004342418977,0.5833333333333334
AF-A0A660S7Y7-F1,0.1322957198443579,0.13445741461305663,0.6544365372123165,0.058360857556947345,0.11800936426634025,0.3476005188067444
AF-A0A7V3JQB9-F1,0.4444444444444444,0.5449245541838135,0.850823113022563,0.41203550267186967,0.5095487880570891,0.70679012345679
AF-A0A4R0MUF4-F1,0.2608695652173913,0.35265700483091783,0.8379914221481132,0.149182269404719,0.4764764764764764,0.7246376811594203
AF-A0A4Q5TKM0-F1,0.0784313725490196,0.10239651416122003,0.7013163216051558,0.060245533893809045,0.18826715044009945,0.5098039215686274
AF-A0A3R7G1Y5-F1,0.2039473684210526,0.20540935672514618,0.6717082675882274,0.09713575261811913,0.16286378039874158,0.40350877192982454
AF-A0A3L7PN98-F1,0.1217391304347826,0.1072463768115942,0.636175584614581,0.04678003723294616,0.09729616670219195,0.32318840579710145
AF-A0A7Y5R676-F1,0.1365461847389558,0.11244979919678715,0.6384249996589925,0.0537289772077823,0.08919456009800542,0.3186077643908969
AF-A0A7G6Y7C2-F1,0.2010050251256281,0.26465661641541044,0.6886085526194338,0.14691058942565896,0.27915518146889245,0.38358458961474035
AF-A0A7C2VRS1-F1,0.7,0.7111111111111109,0.9704114465667146,0.5817786591345679,0.7028692093347265,0.9555555555555556
AF-A0A7R6WB12-F1,0.1685393258426966,0.17228464419475656,0.7192354257476977,0.08549897495270237,0.23002261549747582,0.5393258426966292
AF-A0A1F8NAE2-F1,0.1382113821138211,0.12466124661246612,0.6421625789661981,0.05589696199917776,0.11206389239176123,0.35501355013550134
AF-A0A7V9QA30-F1,0.2537313432835821,0.2443338861249309,0.7331673852142194,0.10986070603302749,0.20904971091313196,0.5024875621890547
AF-V7J8J2-F1,0.1559633027522936,0.11111111111111112,0.6779780133501453,0.05428210221117228,0.11595528630686297,0.3792048929663609
AF-A0A7G2E1I1-F1,0.1328125,0.12123842592592593,0.6225930324312836,0.05502361183579237,0.08499114297141663,0.2751736111111111
AF-A0A6H9HT88-F1,0.5135135135135135,0.5795795795795796,0.9289872396668514,0.34967513255617466,0.6065144596651446,0.891891891891892
AF-A0A2T0MBW4-F1,0.2517006802721088,0.1655328798185941,0.6809454019671791,0.07486065017337597,0.1639535386603761,0.47392290249433106
AF-A0A6L7E6M5-F1,0.2252252252252252,0.17717717717717718,0.7099434415874466,0.09233229099944605,0.23760834605035017,0.4684684684684685
AF-A0A7C7RUN0-F1,0.145985401459854,0.16139497161394972,0.7397794402634204,0.08877579641959572,0.1708462906619589,0.5279805352798054
AF-A0A1G7LNW0-F1,0.1346153846153846,0.09871794871794871,0.6392589722954978,0.050533926758821145,0.09334899764533781,0.32179487179487176
AF-A0A562P9P6-F1,0.2333333333333333,0.19999999999999998,0.6752227981164157,0.11398381602823482,0.21518350930115634,0.35555555555555557
AF-A0A2S9IPA0-F1,0.4074074074074074,0.6502057613168724,0.9515666695991322,0.42719193942086836,0.5877755285650023,0.9259259259259259
AF-A0A7C1BIX5-F1,0.2093023255813953,0.165374677002584,0.7375162527362202,0.07507798271568979,0.48940105278133456,0.5348837209302326
AF-A0A368L0B7-F1,0.1956521739130435,0.1247987117552335,0.6804291516568893,0.054633407861502774,0.09954954625916429,0.4178743961352657
AF-A0A815HXD5-F1,0.2018348623853211,0.20998980632008157,0.6992563284312855,0.09943881440553064,0.19312364172375543,0.4418960244648318
AF-A0A0F4JJR3-F1,0.2105263157894736,0.10776942355889724,0.6667831759488267,0.05724728666462826,0.11354657581072676,0.3533834586466165
AF-A0A7X7FCW6-F1,0.1541501976284585,0.14053579270970576,0.6988982423372274,0.0695416305516972,0.11468253640920757,0.42819499341238476
AF-A0A3D1JGZ9-F1,0.125,0.05555555555555555,0.8796043656207367,0.06855071504750046,0.386660724896019,0.9166666666666666
AF-A0A0D0K2C7-F1,0.1632653061224489,0.17233560090702946,0.7662273340899249,0.07701971747959206,0.2026646556058321,0.5918367346938775
AF-A0A495M121-F1,0.3387096774193548,0.24910394265232974,0.8099390787045874,0.11424135941535261,0.22349310094408134,0.6559139784946236
AF-A0A1H7BZP4-F1,0.144,0.1928888888888889,0.7469829700873557,0.10458563259803173,0.17723350032755103,0.5333333333333333
AF-A0A077ZA81-F1,0.1017964071856287,0.06087824351297405,0.6012624171645132,0.03115404504679974,0.07010030778810132,0.2405189620758483
AF-A0A522ZN68-F1,0.16,0.12507936507936507,0.6710054923015747,0.05946788419562776,0.10843874651522561,0.3666666666666667
AF-A0A249P6X1-F1,0.3333333333333333,0.05555555555555555,0.9161774982529699,0.05398299491699487,0.18055555555555558,0.9444444444444445
AF-A0A497ENK9-F1,0.34,0.41333333333333333,0.8346268919394579,0.2722717743902978,0.39026108333628806,0.6866666666666666
AF-A0A444H5J9-F1,0.2857142857142857,0.30634920634920637,0.779896250737738,0.13038074006923442,0.300508041329202,0.5904761904761905
AF-A0A1J0AGT5-F1,0.646551724137931,0.7030651340996168,0.9785096803078499,0.4897759499687555,0.641568527052398,0.9597701149425287
AF-A0A0C2RMB1-F1,0.423728813559322,0.28813559322033894,0.8271804757401614,0.14024440153464543,0.28322984824649167,0.768361581920904
AF-A0A7X4CRR5-F1,0.1818181818181818,0.3333333333333333,0.8074302044405363,0.1399331538348659,0.4967793880837359,0.6363636363636364
AF-A0A451CPY0-F1,0.164021164021164,0.1728395061728395,0.6910316421579079,0.0877836812388354,0.14123748098459477,0.4603174603174603
AF-A0A3C1LHA9-F1,0.1583710407239819,0.12217194570135746,0.6708246945734309,0.0606299976867793,0.1239258080986607,0.37104072398190047
AF-A0A268E796-F1,0.2765957446808511,0.34515366430260047,0.8349696349177408,0.1867349101290661,0.3660365895483631,0.7304964539007092
AF-A0A3N1XX21-F1,0.2972972972972973,0.3408408408408408,0.8255170227685332,0.17135076390082304,0.32625905868194544,0.6936936936936937
AF-A8EWB7-F1,0.087719298245614,0.05847953216374269,0.5573759083450539,0.023107311024375254,0.06871540029434768,0.16374269005847952
AF-A0A7X6D5Z5-F1,0.150375939849624,0.11236424394319129,0.6172830669660002,0.04690862133736844,0.09879060790687488,0.2706766917293233
AF-A0A067PRJ7-F1,0.1428571428571428,0.18253968253968253,0.7451703562781044,0.103839034205297,0.23736993672569906,0.6011904761904762
AF-A0A2S9P5T1-F1,0.1639344262295081,0.19763205828779598,0.7117822494686429,0.08842320034347757,0.17368285785066095,0.5109289617486339
AF-A0A433W767-F1,0.1787709497206704,0.21725636250775915,0.6495315579935173,0.15148979570867108,0.21394830206710225,0.3445065176908752
AF-A0A090QN67-F1,0.3763440860215054,0.43488649940262847,0.797392172831615,0.2940411090094644,0.419558207448802,0.6093189964157707
AF-A0A0R2QD14-F1,0.2608695652173913,0.25120772946859904,0.7594758716806451,0.1411541038707401,0.25836229172235586,0.6086956521739131
AF-A0A4Q3T7H6-F1,0.209090909090909,0.21212121212121213,0.7631110482486179,0.09207230069199641,0.21554369133577714,0.6454545454545455
AF-A0A3E2SN93-F1,0.2797619047619047,0.2824074074074074,0.7671358624892658,0.11963055151999404,0.23783697696741177,0.5972222222222222
AF-A0A6L7X515-F1,0.2272727272727272,0.21166207529843892,0.6811711795951486,0.09902426977923423,0.18500724253792222,0.38980716253443526
AF-A0A7Y3A1B4-F1,0.3875,0.4083333333333334,0.8551759150518693,0.20094076105924738,0.4307007245827969,0.7875
AF-A0A317DSL5-F1,0.1267605633802817,0.11580594679186229,0.6772255346116282,0.06069657565341107,0.14709351638163995,0.4694835680751173
AF-A0A542SDG3-F1,0.1982758620689655,0.1982758620689655,0.7574159589115267,0.09966457152049855,0.18207512081187496,0.5603448275862069
AF-A0A6L9QBG2-F1,0.2978723404255319,0.47990543735224583,0.871824241947536,0.1814636807855147,0.45125272331154687,0.8156028368794326
AF-A0A829EEH3-F1,0.1643835616438356,0.2039573820395738,0.7411734069740682,0.0984751290082735,0.2078500053265154,0.5753424657534246
AF-A0A535H6X6-F1,0.112,0.09600000000000002,0.6564021997516409,0.04816527329416584,0.10678890618693421,0.36000000000000004
AF-A0A8B3GH25-F1,0.5909090909090909,0.681818181818182,0.9791488463863324,0.5367045600031809,0.6854563946097127,0.9696969696969697
AF-A0A2T0M0R1-F1,0.4328358208955223,0.5107794361525705,0.9082659445248672,0.31087381720046264,0.5127205046911457,0.8557213930348259
AF-A0A0R2AXN7-F1,0.4126984126984127,0.35802469135802467,0.8114861366872786,0.17473696261172025,0.3576801562413074,0.7037037037037037
AF-A0A317CR35-F1,0.1818181818181818,0.24915824915824916,0.7769981696156193,0.08400198710701735,0.35949477800072027,0.6060606060606061
AF-A0A2N6PDX4-F1,0.2340425531914893,0.2978723404255319,0.8161665662000551,0.15774024818542115,0.36542068452061366,0.7446808510638299
AF-A0A6I1G324-F1,0.025,0.06944444444444445,0.6777238489284957,0.0403710649636739,0.1101341512941324,0.47500000000000003
AF-A0A6P0RH93-F1,0.4509803921568627,0.5010893246187363,0.8377094514409196,0.34415717015020614,0.4800710662271781,0.7320261437908497
AF-A0A4Q3VBH4-F1,0.15,0.19444444444444445,0.7472841046357354,0.10020722984390569,0.2558012558012558,0.5555555555555555
AF-A0A6M5Y3Q7-F1,0.0816326530612244,0.09297052154195012,0.6709007374605621,0.05226195556552186,0.19432143496153156,0.46258503401360546
AF-A0A6L3EMM9-F1,0.2105263157894736,0.12280701754385964,0.7846675603694236,0.0842023242627747,0.2353017353017353,0.6140350877192983
AF-A0A4Q3UKB1-F1,0.3414634146341463,0.4769647696476966,0.8741395258263959,0.22355485392724705,0.5025719378660556,0.8211382113821138
AF-A0A2T0SH52-F1,0.2916666666666667,0.21296296296296294,0.7495810575968224,0.09825781959692188,0.22770072124910834,0.5694444444444445
AF-A0A523FYF3-F1,0.1333333333333333,0.18024691358024691,0.7003075803075803,0.08327678598249437,0.23349911154789205,0.562962962962963
AF-A0A2N5JGB2-F1,0.1978021978021978,0.1697191697191697,0.6914820369727531,0.06935061716812783,0.23000273877993305,0.4615384615384615
AF-A0A6I1ZQT1-F1,0.1428571428571428,0.1471861471861472,0.6464949087457393,0.08159506921026809,0.18079826454701828,0.45454545454545453
AF-A0A0M3KBQ3-F1,0.0579710144927536,0.09178743961352658,0.6830916104180718,0.046671509955085864,0.15163890034030925,0.4444444444444445
AF-A0A7Z9MK76-F1,0.0689655172413793,0.04597701149425287,0.5998539062681169,0.029940972463056634,0.11593915343915344,0.3218390804597701
AF-A0A5C4MTZ4-F1,0.3958333333333333,0.4907407407407407,0.8633943588344923,0.27933753621000507,0.4429173354735152,0.75
AF-A0A495BTJ2-F1,0.25,0.19444444444444445,0.7459073630712365,0.08872779308717027,0.31101778656126483,0.625
AF-A0A7T9GM63-F1,0.1428571428571428,0.15384615384615385,0.6849931746122934,0.07207122757986172,0.2213800169940521,0.4432234432234432
AF-A0A4R4NNM5-F1,0.2758620689655172,0.19731800766283525,0.701537621690474,0.10006294012156802,0.2355047826284056,0.5459770114942529
