entry_id,L,cond,u_R,c_R,u_AUC,c_AUC,nG,nP,cand_prec
AF-A0A7X9C4E0-F1,278,oracle50,0.0989010989010989,0.4835164835164835,0.8228097449955788,0.9956843438046242,90,91,
AF-A0A7X9C4E0-F1,278,noisycand,0.13966480446927373,0.05027932960893855,0.8404558896919401,0.742892906368036,97,179,0.020618556701030927
AF-A0A7X9C4E0-F1,278,noisycand,0.13333333333333333,0.07222222222222222,0.8408164617980236,0.7594557423475536,68,180,0.014705882352941176
AF-A0A3R7PPC7-F1,429,oracle50,0.44642857142857145,0.6741071428571429,0.9860260672498703,0.9986492268602425,224,224,
AF-A0A3R7PPC7-F1,429,oracle50,0.4732142857142857,0.6607142857142857,0.9865844281743719,0.9984038682604436,224,224,
AF-A0A3R7PPC7-F1,429,noisycand,0.3649122807017544,0.2596491228070175,0.9802595353299136,0.9396832606750332,402,285,0.4054726368159204
AF-A0A3R7PPC7-F1,429,noisycand,0.32706766917293234,0.2819548872180451,0.9791851537417023,0.957201934188728,333,266,0.5465465465465466
AF-A0A523E9J2-F1,81,oracle50,0.034482758620689655,0.5172413793103449,0.7874118794523254,0.97429534427201,28,29,
AF-A0A523E9J2-F1,81,oracle50,0.034482758620689655,0.41379310344827586,0.8211662160326926,0.9784436460609652,28,29,
AF-A0A523E9J2-F1,81,noisycand,0.1111111111111111,0.09259259259259259,0.7923955442956528,0.6917467594268173,33,54,0.09090909090909091
AF-A0A523E9J2-F1,81,noisycand,0.09433962264150944,0.09433962264150944,0.7944629557704233,0.7508943355342504,28,53,0.14285714285714285
AF-A0A5D0SK11-F1,145,oracle50,0.0375,0.625,0.8756334900731453,0.9937787356321839,80,80,
AF-A0A5D0SK11-F1,145,oracle50,0.0625,0.5625,0.8675313479623824,0.9933672936259144,80,80,
AF-A0A5D0SK11-F1,145,noisycand,0.1390728476821192,0.0728476821192053,0.8688971194221774,0.756558502161098,113,151,0.07964601769911504
AF-A0A5D0SK11-F1,145,noisycand,0.14965986394557823,0.08163265306122448,0.8680826111512823,0.645857031337125,128,147,0.1015625
AF-A0A399SLZ5-F1,196,oracle50,0.1276595744680851,0.648936170212766,0.8399125145433909,0.9969769888605328,93,94,
AF-A0A399SLZ5-F1,196,oracle50,0.13829787234042554,0.6063829787234043,0.8683008580304398,0.9970788814562584,93,94,
AF-A0A399SLZ5-F1,196,noisycand,0.21965317919075145,0.046242774566473986,0.8493408174557203,0.6293625281959243,139,173,0.10071942446043165
AF-A0A399SLZ5-F1,196,noisycand,0.21468926553672316,0.096045197740113,0.8504649996652861,0.7585112053362233,76,177,0.13157894736842105
AF-A0A7X9FBY4-F1,230,oracle50,0.08490566037735849,0.5566037735849056,0.8219266002398132,0.9937207595494895,106,106,
AF-A0A7X9FBY4-F1,230,oracle50,0.10377358490566038,0.4811320754716981,0.8252787753215883,0.9923080059560665,106,106,
AF-A0A7X9FBY4-F1,230,noisycand,0.11904761904761904,0.02857142857142857,0.817102855611698,0.5626213443576787,110,210,0.01818181818181818
AF-A0A7X9FBY4-F1,230,noisycand,0.07692307692307693,0.035897435897435895,0.8033135714241557,0.6696731969576138,119,195,0.14285714285714285
AF-A0A849AUX9-F1,342,oracle50,0.08943089430894309,0.5365853658536586,0.879898781425281,0.9972784347321919,123,123,
AF-A0A849AUX9-F1,342,oracle50,0.07317073170731707,0.5609756097560976,0.8950426263176948,0.9962907675910181,123,123,
AF-A0A849AUX9-F1,342,noisycand,0.11688311688311688,0.05194805194805195,0.8823941242624517,0.7994333009813437,185,231,0.08108108108108109
AF-A0A849AUX9-F1,342,noisycand,0.11297071129707113,0.06276150627615062,0.884923856033876,0.7850941998783386,99,239,0.0707070707070707
AF-A0A7V5YHU0-F1,494,oracle50,0.14903846153846154,0.5,0.9372774875460956,0.9964145290159798,208,208,
AF-A0A7V5YHU0-F1,494,oracle50,0.19230769230769232,0.4951923076923077,0.9339246781393543,0.9974558856828621,208,208,
AF-A0A7V5YHU0-F1,494,noisycand,0.15691489361702127,0.0797872340425532,0.9281957676897441,0.8594126397669293,207,376,0.1932367149758454
AF-A0A7V5YHU0-F1,494,noisycand,0.18622448979591838,0.08928571428571429,0.9317518104459559,0.8270531026316595,242,392,0.09917355371900827
AF-A0A522QIW9-F1,95,oracle50,0.07692307692307693,0.34615384615384615,0.8803245830819825,0.9613730564906887,26,26,
AF-A0A522QIW9-F1,95,oracle50,0.11538461538461539,0.46153846153846156,0.8918348284652358,0.9811632839712779,26,26,
AF-A0A522QIW9-F1,95,noisycand,0.25,0.0625,0.8809257125789384,0.733086917562724,51,48,0.0784313725490196
AF-A0A522QIW9-F1,95,noisycand,0.26666666666666666,0.06666666666666667,0.874498111707414,0.6643836783371667,47,45,0.14893617021276595
AF-A0A0F8FY96-F1,115,oracle50,0.14754098360655737,0.6885245901639344,0.8300205964600881,0.9952946298497966,60,61,
AF-A0A0F8FY96-F1,115,oracle50,0.14754098360655737,0.639344262295082,0.8370674882923916,0.9937178005883108,60,61,
AF-A0A0F8FY96-F1,115,noisycand,0.25217391304347825,0.06956521739130435,0.8236898091271387,0.6863212776795613,76,115,0.07894736842105263
AF-A0A0F8FY96-F1,115,noisycand,0.21428571428571427,0.05102040816326531,0.8081604396691179,0.6710746603937525,119,98,0.19327731092436976
AF-A0A522VY59-F1,196,oracle50,0.10714285714285714,0.34523809523809523,0.8061875359255345,0.9840815115610688,84,84,
AF-A0A522VY59-F1,196,oracle50,0.05952380952380952,0.4166666666666667,0.8103813867984753,0.9868151632906598,84,84,
AF-A0A522VY59-F1,196,noisycand,0.09433962264150944,0.03773584905660377,0.7878971584247771,0.6489591855669233,90,159,0.1
AF-A0A522VY59-F1,196,noisycand,0.1069182389937107,0.06289308176100629,0.7890909090909091,0.6339323569512249,111,159,0.08108108108108109
AF-A0A7W1KZ24-F1,215,oracle50,0.08,0.51,0.8477260185781293,0.9928327048652625,99,100,
AF-A0A7W1KZ24-F1,215,oracle50,0.08,0.51,0.8602175112664399,0.9880709095925687,99,100,
AF-A0A7W1KZ24-F1,215,noisycand,0.10526315789473684,0.08421052631578947,0.8437931151994313,0.7885148654635386,133,190,0.06766917293233082
AF-A0A7W1KZ24-F1,215,noisycand,0.12755102040816327,0.05102040816326531,0.845396621252379,0.7822768858235815,89,196,0.033707865168539325
AF-A0A5M6I3I5-F1,283,oracle50,0.14285714285714285,0.6349206349206349,0.9278548535395084,0.9987194711117894,63,63,
AF-A0A5M6I3I5-F1,283,oracle50,0.12698412698412698,0.6349206349206349,0.9309296118582931,0.9987087173162166,63,63,
AF-A0A5M6I3I5-F1,283,noisycand,0.19834710743801653,0.04132231404958678,0.9196028736563496,0.7368251498946686,132,121,0.03787878787878788
AF-A0A5M6I3I5-F1,283,noisycand,0.16379310344827586,0.10344827586206896,0.9154518622704088,0.8062345770052591,43,116,0.23255813953488372
AF-A0A7X5Q9E7-F1,356,oracle50,0.08695652173913043,0.5271739130434783,0.7882040552270829,0.9951169114248909,184,184,
AF-A0A7X5Q9E7-F1,356,oracle50,0.11956521739130435,0.5543478260869565,0.7947508600302924,0.9951689832238015,184,184,
AF-A0A7X5Q9E7-F1,356,noisycand,0.09944751381215469,0.052486187845303865,0.788225253774645,0.6659265473114601,155,362,0.03870967741935484
AF-A0A7X5Q9E7-F1,356,noisycand,0.08522727272727272,0.036931818181818184,0.7829066062794723,0.7341905181161583,153,352,0.10457516339869281
AF-A0A1H4P998-F1,80,oracle50,0.30434782608695654,0.6521739130434783,0.8966017174629981,0.9934360412318575,23,23,
AF-A0A1H4P998-F1,80,oracle50,0.5217391304347826,0.6956521739130435,0.9242914270237546,0.9934041773543423,23,23,
AF-A0A1H4P998-F1,80,noisycand,0.2,0.11428571428571428,0.8782265283555368,0.7745247748933706,27,35,0.4074074074074074
AF-A0A1H4P998-F1,80,noisycand,0.2631578947368421,0.13157894736842105,0.8884299930031875,0.7982002643240301,29,38,0.27586206896551724
AF-A0A2A4S4X0-F1,146,oracle50,0.20833333333333334,0.375,0.9423488087965791,0.996114165478857,24,24,
AF-A0A2A4S4X0-F1,146,oracle50,0.20833333333333334,0.4166666666666667,0.9585284734948755,0.9946887938641146,24,24,
AF-A0A2A4S4X0-F1,146,noisycand,0.2391304347826087,0.0,0.9545687621782382,0.7484516638204332,73,46,0.0273972602739726
AF-A0A2A4S4X0-F1,146,noisycand,0.24444444444444444,0.06666666666666667,0.9534641324340896,0.8042259917796398,39,45,0.07692307692307693
AF-A0A094WBF1-F1,153,oracle50,0.07692307692307693,0.5384615384615384,0.881754151732804,0.9931762362382374,52,52,
AF-A0A094WBF1-F1,153,oracle50,0.11538461538461539,0.4807692307692308,0.8891598006597078,0.9854028930045265,52,52,
AF-A0A094WBF1-F1,153,noisycand,0.14583333333333334,0.07291666666666667,0.8783643831996518,0.7586766694646521,60,96,0.13333333333333333
AF-A0A094WBF1-F1,153,noisycand,0.18181818181818182,0.050505050505050504,0.8826490545518961,0.6505986432836287,116,99,0.04310344827586207
AF-A0A1Q5Q548-F1,209,oracle50,0.1724137931034483,0.6206896551724138,0.8792093019871012,0.9961094307957306,86,87,
AF-A0A1Q5Q548-F1,209,oracle50,0.1724137931034483,0.5632183908045977,0.8658766851902544,0.9963736536251429,86,87,
AF-A0A1Q5Q548-F1,209,noisycand,0.17721518987341772,0.05063291139240506,0.8515715201654859,0.7035327579856465,134,158,0.11194029850746269
AF-A0A1Q5Q548-F1,209,noisycand,0.1949685534591195,0.06289308176100629,0.8516309009178624,0.773179441554718,103,159,0.13592233009708737
AF-A0A534IJN8-F1,268,oracle50,0.1566265060240964,0.5542168674698795,0.9435565343006465,0.9963616826216406,83,83,
AF-A0A534IJN8-F1,268,oracle50,0.10843373493975904,0.5662650602409639,0.9397302219640659,0.9911582632920342,83,83,
AF-A0A534IJN8-F1,268,noisycand,0.189873417721519,0.0759493670886076,0.9295543712682636,0.8132858614294979,118,158,0.06779661016949153
AF-A0A534IJN8-F1,268,noisycand,0.17006802721088435,0.1564625850340136,0.9254600285619092,0.8292568586320913,147,147,0.1292517006802721
AF-A0A6V6Y242-F1,384,oracle50,0.1476510067114094,0.5973154362416108,0.9434856313517487,0.997881503835911,148,149,
AF-A0A6V6Y242-F1,384,oracle50,0.15436241610738255,0.5704697986577181,0.9412407799738934,0.9981547246406591,148,149,
AF-A0A6V6Y242-F1,384,noisycand,0.18439716312056736,0.06028368794326241,0.9353818144039534,0.8432132148912962,148,282,0.10135135135135136
AF-A0A6V6Y242-F1,384,noisycand,0.18248175182481752,0.072992700729927,0.9346380139584243,0.826665032182749,202,274,0.11386138613861387
AF-A0A7U0R4M5-F1,60,oracle50,0.0,0.625,0.9596664397549354,0.9960857726344452,8,8,
AF-A0A7U0R4M5-F1,60,oracle50,0.0,0.5,0.9103131381892444,0.9936181075561606,8,8,
AF-A0A7U0R4M5-F1,60,noisycand,0.0625,0.1875,0.9059935020519836,0.8606361149110807,7,16,0.0
AF-A0A7U0R4M5-F1,60,noisycand,0.2,0.0,0.9086916319926028,0.8604253351826168,28,15,0.03571428571428571
AF-A0A522MYQ2-F1,112,oracle50,0.03571428571428571,0.5357142857142857,0.8586118742368742,0.9942511192511192,27,28,
AF-A0A522MYQ2-F1,112,oracle50,0.03571428571428571,0.5,0.8148466117216118,0.992794820919821,27,28,
AF-A0A522MYQ2-F1,112,noisycand,0.03773584905660377,0.0,0.8348427672955975,0.5805439401665817,68,53,0.029411764705882353
AF-A0A522MYQ2-F1,112,noisycand,0.05660377358490566,0.05660377358490566,0.8330984722739745,0.6479489177195894,48,53,0.041666666666666664
AF-A0A836TWP3-F1,164,oracle50,0.10204081632653061,0.4897959183673469,0.903169290822876,0.99585745723193,48,49,
AF-A0A836TWP3-F1,164,oracle50,0.10204081632653061,0.6326530612244898,0.9172572109716801,0.9972574074559221,48,49,
AF-A0A836TWP3-F1,164,noisycand,0.12631578947368421,0.06315789473684211,0.9063026474765246,0.7323127795323993,51,95,0.0392156862745098
AF-A0A836TWP3-F1,164,noisycand,0.13186813186813187,0.03296703296703297,0.9052719769137679,0.759729419430912,75,91,0.08
AF-A0A0S8D8U9-F1,212,oracle50,0.011764705882352941,0.5882352941176471,0.8636824775295897,0.9959197294651597,84,85,
AF-A0A0S8D8U9-F1,212,oracle50,0.023529411764705882,0.5764705882352941,0.8674496084364154,0.9934524339236451,84,85,
AF-A0A0S8D8U9-F1,212,noisycand,0.05555555555555555,0.09259259259259259,0.8589516596461372,0.7670737458033912,136,162,0.051470588235294115
AF-A0A0S8D8U9-F1,212,noisycand,0.0625,0.09375,0.8567299229268757,0.7531394214758076,142,160,0.06338028169014084
AF-A0A4R5GXQ6-F1,349,oracle50,0.10344827586206896,0.5919540229885057,0.8821545594745126,0.9975621577265724,173,174,
AF-A0A4R5GXQ6-F1,349,oracle50,0.12643678160919541,0.5344827586206896,0.869740554708579,0.9968863076518144,173,174,
AF-A0A4R5GXQ6-F1,349,noisycand,0.1710914454277286,0.0471976401179941,0.8781216237490138,0.7337891402996581,176,339,0.045454545454545456
AF-A0A4R5GXQ6-F1,349,noisycand,0.16071428571428573,0.0744047619047619,0.8767007602117849,0.7628700843639737,155,336,0.07096774193548387
AF-A0A660LP82-F1,356,oracle50,0.17777777777777778,0.5611111111111111,0.9326168836485712,0.9966724892418826,180,180,
AF-A0A660LP82-F1,356,oracle50,0.15555555555555556,0.5555555555555556,0.933476168381597,0.9965255601954202,180,180,
AF-A0A660LP82-F1,356,noisycand,0.1597222222222222,0.14583333333333334,0.9210229419204362,0.908927652398629,255,288,0.2823529411764706
AF-A0A660LP82-F1,356,noisycand,0.23615160349854228,0.11078717201166181,0.9315355327550037,0.8345145413386267,169,343,0.10059171597633136
AF-A0A5B8ICN8-F1,73,oracle50,0.16666666666666666,0.4166666666666667,0.8809682187730968,0.9774575018477457,11,12,
AF-A0A5B8ICN8-F1,73,oracle50,0.16666666666666666,0.3333333333333333,0.9365484109386548,0.9604582409460458,11,12,
AF-A0A5B8ICN8-F1,73,noisycand,0.21739130434782608,0.043478260869565216,0.8900841451748306,0.6388395384705492,28,23,0.0
AF-A0A5B8ICN8-F1,73,noisycand,0.18181818181818182,0.045454545454545456,0.8841438579341805,0.7282706093189965,24,22,0.041666666666666664
AF-A0A3A4VZJ0-F1,102,oracle50,0.35714285714285715,0.5714285714285714,0.9700870724492772,0.9949068866391702,42,42,
AF-A0A3A4VZJ0-F1,102,oracle50,0.30952380952380953,0.47619047619047616,0.9527767362413032,0.9905480564929384,42,42,
AF-A0A3A4VZJ0-F1,102,noisycand,0.19230769230769232,0.15384615384615385,0.9433079647223074,0.8998024994040931,86,52,0.37209302325581395
AF-A0A3A4VZJ0-F1,102,noisycand,0.16666666666666666,0.2222222222222222,0.9443007945889151,0.8660567704229052,90,54,0.3333333333333333
AF-A0A0Q6W2Y4-F1,196,oracle50,0.12658227848101267,0.5063291139240507,0.8142073618699386,0.9921656631847392,78,79,
AF-A0A0Q6W2Y4-F1,196,oracle50,0.0759493670886076,0.5443037974683544,0.8103011008745633,0.995456183165711,78,79,
AF-A0A0Q6W2Y4-F1,196,noisycand,0.18,0.04666666666666667,0.7936476898150735,0.6280026817140623,96,150,0.07291666666666667
AF-A0A0Q6W2Y4-F1,196,noisycand,0.2077922077922078,0.05194805194805195,0.7992558126040393,0.6776827194029093,86,154,0.03488372093023256
AF-A0A2U8HIX8-F1,204,oracle50,0.041666666666666664,0.5208333333333334,0.8610829916282249,0.9884396890483512,95,96,
AF-A0A2U8HIX8-F1,204,oracle50,0.07291666666666667,0.5,0.8637114513924483,0.9929320433965487,95,96,
AF-A0A2U8HIX8-F1,204,noisycand,0.1276595744680851,0.05319148936170213,0.8723486455117266,0.712621011802795,100,188,0.03
AF-A0A2U8HIX8-F1,204,noisycand,0.11049723756906077,0.03314917127071823,0.8688785860409163,0.6896436821514124,121,181,0.08264462809917356
AF-A0A0J8V6N4-F1,285,oracle50,0.0703125,0.609375,0.8374736261435382,0.9960038574281664,127,128,
AF-A0A0J8V6N4-F1,285,oracle50,0.0625,0.5,0.8208723908001546,0.9946203372632393,127,128,
AF-A0A0J8V6N4-F1,285,noisycand,0.12195121951219512,0.04065040650406504,0.82201366963883,0.6008852358017955,149,246,0.06040268456375839
AF-A0A0J8V6N4-F1,285,noisycand,0.11065573770491803,0.040983606557377046,0.8204153978385873,0.7047390039377862,174,244,0.06321839080459771
AF-G3AUM9-F1,408,oracle50,0.09345794392523364,0.5233644859813084,0.9221467991559413,0.9983162554632045,107,107,
AF-G3AUM9-F1,408,oracle50,0.102803738317757,0.48598130841121495,0.9127206061063879,0.9972123067091927,107,107,
AF-G3AUM9-F1,408,noisycand,0.14423076923076922,0.04807692307692308,0.9094011345288358,0.7736924450259932,138,208,0.043478260869565216
AF-G3AUM9-F1,408,noisycand,0.135678391959799,0.06532663316582915,0.9058528080425942,0.7979035967614638,172,199,0.0872093023255814
AF-A0A7W3IZW6-F1,71,oracle50,0.25,0.7083333333333334,0.936993323795899,0.9946153234779844,24,24,
AF-A0A7W3IZW6-F1,71,oracle50,0.25,0.7083333333333334,0.9303767286599904,0.9957081545064378,24,24,
AF-A0A7W3IZW6-F1,71,noisycand,0.325,0.2,0.9137530266343825,0.8234503631961259,40,40,0.2
AF-A0A7W3IZW6-F1,71,noisycand,0.3870967741935484,0.2903225806451613,0.9136959422337336,0.9206184757868299,59,31,0.288135593220339
AF-A0A2N1RNT5-F1,134,oracle50,0.05714285714285714,0.7428571428571429,0.881407806801724,0.9987401629761469,34,35,
AF-A0A2N1RNT5-F1,134,oracle50,0.08571428571428572,0.6285714285714286,0.8819871224415013,0.9976548186148773,34,35,
AF-A0A2N1RNT5-F1,134,noisycand,0.06557377049180328,0.06557377049180328,0.876549615040867,0.699669050663824,106,61,0.07547169811320754
AF-A0A2N1RNT5-F1,134,noisycand,0.13432835820895522,0.08955223880597014,0.8868807086030809,0.6375397189807794,30,67,0.06666666666666667
AF-A0A0Q6VGJ6-F1,157,oracle50,0.10714285714285714,0.5,0.8986833008610395,0.9912953302746528,55,56,
AF-A0A0Q6VGJ6-F1,157,oracle50,0.03571428571428571,0.5357142857142857,0.8700427377286154,0.9880790019483376,55,56,
AF-A0A0Q6VGJ6-F1,157,noisycand,0.12244897959183673,0.09183673469387756,0.8816990578481592,0.7795397261662002,99,98,0.13131313131313133
AF-A0A0Q6VGJ6-F1,157,noisycand,0.125,0.057692307692307696,0.8841677425930959,0.741709703723838,52,104,0.1346153846153846
AF-A0A2W1P719-F1,234,oracle50,0.3076923076923077,0.5897435897435898,0.9459592980459228,0.9952667206144914,77,78,
AF-A0A2W1P719-F1,234,oracle50,0.28205128205128205,0.5384615384615384,0.9343738544732726,0.993650756010588,77,78,
AF-A0A2W1P719-F1,234,noisycand,0.31343283582089554,0.1044776119402985,0.9410693853575899,0.8758961599779354,105,134,0.2
AF-A0A2W1P719-F1,234,noisycand,0.3111111111111111,0.0962962962962963,0.941049825565279,0.7653460184502958,184,135,0.10869565217391304
AF-A0A258AIY7-F1,294,oracle50,0.3793103448275862,0.6982758620689655,0.9911110139022551,0.9985302020972117,115,116,
AF-A0A258AIY7-F1,294,oracle50,0.3620689655172414,0.6551724137931034,0.9904554790382989,0.9986633087950407,115,116,
AF-A0A258AIY7-F1,294,noisycand,0.2672413793103448,0.27586206896551724,0.9867487362230334,0.9871237305793057,258,116,0.44573643410852715
AF-A0A258AIY7-F1,294,noisycand,0.21052631578947367,0.3684210526315789,0.9880358203779397,0.9939945790060151,239,95,0.5690376569037657
AF-A0A1H5EQN0-F1,365,oracle50,0.14189189189189189,0.5540540540540541,0.9197971796496452,0.9971302376314503,148,148,
AF-A0A1H5EQN0-F1,365,oracle50,0.12837837837837837,0.581081081081081,0.92212523760624,0.9975457859451392,148,148,
AF-A0A1H5EQN0-F1,365,noisycand,0.13970588235294118,0.11397058823529412,0.9192710670016536,0.8444068273419632,102,272,0.23529411764705882
AF-A0A1H5EQN0-F1,365,noisycand,0.15441176470588236,0.15808823529411764,0.9200868447882135,0.8470943876873359,131,272,0.183206106870229
AF-A0A7V8XBE4-F1,72,oracle50,0.47368421052631576,0.7368421052631579,0.9836752488676823,0.9971903989149127,19,19,
AF-A0A7V8XBE4-F1,72,oracle50,0.5263157894736842,0.631578947368421,0.9791459781529295,0.9946956669169472,19,19,
AF-A0A7V8XBE4-F1,72,noisycand,0.42105263157894735,0.47368421052631576,0.9696271419116025,0.9493540558429142,45,19,0.4222222222222222
AF-A0A7V8XBE4-F1,72,noisycand,0.35,0.3,0.9681649675625579,0.9172150139017609,33,20,0.5454545454545454
AF-A0A2D6R5E1-F1,139,oracle50,0.078125,0.515625,0.8564182938631447,0.9923591739724468,64,64,
AF-A0A2D6R5E1-F1,139,oracle50,0.125,0.546875,0.8640537828760104,0.990921738016623,64,64,
AF-A0A2D6R5E1-F1,139,noisycand,0.1134020618556701,0.16494845360824742,0.859985559908625,0.7525086699728952,104,97,0.2980769230769231
AF-A0A2D6R5E1-F1,139,noisycand,0.15702479338842976,0.05785123966942149,0.8693248161346576,0.7206289332019107,70,121,0.1
AF-G5DSI7-F1,157,oracle50,0.09302325581395349,0.3488372093023256,0.8794356213493721,0.988148538319726,42,43,
AF-G5DSI7-F1,157,oracle50,0.046511627906976744,0.3953488372093023,0.8689642782041309,0.984187843115638,42,43,
AF-G5DSI7-F1,157,noisycand,0.1411764705882353,0.03529411764705882,0.8856796923716483,0.7729172729162336,71,85,0.0
AF-G5DSI7-F1,157,noisycand,0.14285714285714285,0.05952380952380952,0.8851792284242616,0.7565604961631451,67,84,0.014925373134328358
AF-A0A0A8KXJ8-F1,216,oracle50,0.1414141414141414,0.5353535353535354,0.9098200661255723,0.9951489205485653,99,99,
AF-A0A0A8KXJ8-F1,216,oracle50,0.1919191919191919,0.6161616161616161,0.9300036848882319,0.9970047057080805,99,99,
AF-A0A0A8KXJ8-F1,216,noisycand,0.24404761904761904,0.10714285714285714,0.9090476846295604,0.868485527158575,204,168,0.14705882352941177
AF-A0A0A8KXJ8-F1,216,noisycand,0.25668449197860965,0.0427807486631016,0.9154991763010574,0.80997332959874,203,187,0.054187192118226604
AF-A0A4D4KYT6-F1,254,oracle50,0.09900990099009901,0.5544554455445545,0.8873771252720238,0.9964290717394098,101,101,
AF-A0A4D4KYT6-F1,254,oracle50,0.09900990099009901,0.504950495049505,0.8641210636027415,0.9922403402888376,101,101,
AF-A0A4D4KYT6-F1,254,noisycand,0.14948453608247422,0.04639175257731959,0.8735278608433097,0.7215102292698703,144,194,0.05555555555555555
AF-A0A4D4KYT6-F1,254,noisycand,0.1457286432160804,0.010050251256281407,0.8761677680565592,0.7285311156068186,105,199,0.02857142857142857
AF-R9MGU4-F1,445,oracle50,0.25,0.6422413793103449,0.9641132861422842,0.9982828937290149,231,232,
AF-R9MGU4-F1,445,oracle50,0.21982758620689655,0.6379310344827587,0.969765341665133,0.9984369803612192,231,232,
AF-R9MGU4-F1,445,noisycand,0.2871046228710462,0.1411192214111922,0.9657951299029778,0.8847600757295084,261,411,0.19923371647509577
AF-R9MGU4-F1,445,noisycand,0.2716049382716049,0.12345679012345678,0.9652502334461753,0.8678417112640902,269,405,0.21561338289962825
AF-A0A174QVN0-F1,83,oracle50,0.07142857142857142,0.5714285714285714,0.853781512605042,0.9950540216086434,14,14,
AF-A0A174QVN0-F1,83,oracle50,0.0,0.7142857142857143,0.8107322929171669,0.9969267707082833,14,14,
AF-A0A174QVN0-F1,83,noisycand,0.18518518518518517,0.0,0.8502354588265241,0.6026218658521064,66,27,0.015151515151515152
AF-A0A174QVN0-F1,83,noisycand,0.21428571428571427,0.03571428571428571,0.8531368359716422,0.7083495192774595,33,28,0.0
AF-A0A2T0QQK0-F1,106,oracle50,0.2413793103448276,0.6896551724137931,0.9023333885941645,0.9971195291777188,29,29,
AF-A0A2T0QQK0-F1,106,oracle50,0.1724137931034483,0.6551724137931034,0.9218266467727675,0.9932029177718833,29,29,
AF-A0A2T0QQK0-F1,106,noisycand,0.3103448275862069,0.017241379310344827,0.8986411633548821,0.5867082217329724,74,58,0.0
AF-A0A2T0QQK0-F1,106,noisycand,0.21568627450980393,0.09803921568627451,0.8858169134646923,0.7173022615819074,97,51,0.07216494845360824
