query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-af81484fd60475c9929b,reference1::foldbench_all__8T8K_A,0.303,0.333,0.505,300,184,3.785E+02,0.505,True,False
proteina-b143712a25e4182caf07,reference1::foldbench_all__8WRX_A,0.327,0.193,0.625,300,88,6.621E+02,0.625,True,False
proteina-3af5d897cf93a3c2e4e3,reference0::denovo_pdb__8g9j_A,0.339,0.350,0.562,300,201,5.678E+00,0.562,True,False
proteina-7db502739e7cd627175d,reference0::denovo_pdb__8d05_A,0.400,0.100,0.567,300,60,1.635E+02,0.567,True,False
proteina-6084b871666e2c1068b7,reference0::denovo_pdb__8g9j_A,0.362,0.697,0.990,300,201,1.458E-08,0.99,True,True
proteina-6084b871666e2c1068b7,reference0::denovo_pdb__5cwp_A,0.317,0.620,0.921,300,229,5.751E-06,0.921,True,True
proteina-6084b871666e2c1068b7,reference1::foldbench_all__8K83_A,0.321,0.383,0.591,300,181,3.629E-02,0.591,True,False
proteina-6084b871666e2c1068b7,reference0::denovo_pdb__9fwa_A,0.375,0.363,0.505,300,202,6.367E-02,0.505,True,False
proteina-b16093dadff4830f95d7,reference0::denovo_pdb__8g9j_A,0.374,0.550,0.831,300,201,4.175E-05,0.831,True,True
proteina-b16093dadff4830f95d7,reference0::denovo_pdb__9lm8_A,0.308,0.520,0.454,300,381,1.561E-02,0.52,True,False
proteina-b16093dadff4830f95d7,reference1::foldbench_all__8GQP_A,0.531,0.107,0.516,300,62,1.397E+00,0.516,True,False
proteina-451db526f9e2d9cf99d8,reference0::cameo_hard__9had_C,0.357,0.150,0.509,300,108,5.338E+01,0.509,True,False
proteina-3289a4c23df626ea8297,reference1::foldbench_all__8UPB_A,0.511,0.140,0.703,300,64,2.276E-04,0.703,True,True
proteina-3289a4c23df626ea8297,reference0::denovo_pdb__5cwn_A,0.343,0.383,0.594,300,207,2.594E-01,0.594,True,False
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__8ckr_A,0.328,0.467,0.831,300,136,2.456E-06,0.831,True,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__8cmq_A,0.328,0.467,0.831,300,136,2.456E-06,0.831,True,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__2fo7_A,0.328,0.467,0.831,300,136,2.456E-06,0.831,True,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__2hyz_A,0.328,0.467,0.831,300,136,2.456E-06,0.831,True,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__8bu0_A,0.328,0.467,0.831,300,136,2.456E-06,0.831,True,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__8ch0_A,0.328,0.467,0.831,300,136,2.456E-06,0.831,True,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__8cig_A,0.328,0.467,0.831,300,136,2.456E-06,0.831,True,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__8cqq_A,0.328,0.467,0.415,300,272,2.456E-06,0.415,False,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__8chy_A,0.328,0.467,0.415,300,272,2.456E-06,0.415,False,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__2wqh_A,0.340,0.333,0.817,300,104,2.371E-05,0.817,True,True
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__2avp_A,0.385,0.190,0.735,300,68,6.708E-03,0.735,True,False
proteina-03a2eb89a07cdcfe8c30,reference0::denovo_pdb__4yxx_A,0.307,0.337,0.538,300,208,7.515E+00,0.538,True,False
proteina-65283ed395ce3b265fac,reference0::cameo_hard__9had_C,0.322,0.297,0.815,300,108,1.316E+01,0.815,True,False
proteina-65283ed395ce3b265fac,reference0::denovo_pdb__7dgu_A,0.306,0.320,0.969,300,97,4.035E+01,0.969,True,False
proteina-d2dee30eec5c3d101f86,reference0::denovo_pdb__6veh_A,0.415,0.560,0.872,300,180,2.651E-21,0.872,True,True
proteina-d2dee30eec5c3d101f86,reference1::foldbench_all__8GJG_A,0.320,0.410,0.713,300,174,3.629E-02,0.713,True,False
proteina-d2dee30eec5c3d101f86,reference0::denovo_pdb__8r8o_A,0.300,0.660,0.767,300,262,1.959E-01,0.767,True,False
proteina-d2dee30eec5c3d101f86,reference1::foldbench_all__7YHR_A,0.366,0.090,0.500,300,60,8.756E+02,0.5,True,False
proteina-d2dee30eec5c3d101f86,reference0::foldbench100__7yhr_A,0.366,0.090,0.500,300,60,8.756E+02,0.5,True,False
proteina-4d2afdfbc3cd069ac912,reference0::denovo_pdb__9de4_A,0.300,0.233,0.651,300,106,6.621E+02,0.651,True,False
proteina-4d2afdfbc3cd069ac912,reference0::denovo_pdb__9dbu_A,0.300,0.233,0.651,300,106,6.621E+02,0.651,True,False
proteina-4d2afdfbc3cd069ac912,reference0::denovo_pdb__9dbv_A,0.300,0.233,0.645,300,107,6.621E+02,0.645,True,False
proteina-4d2afdfbc3cd069ac912,reference0::denovo_pdb__9dbw_A,0.300,0.233,0.645,300,107,6.621E+02,0.645,True,False
proteina-f26b3e1114b7440c6447,reference0::denovo_pdb__6veh_A,0.582,0.463,0.756,300,180,9.904E-30,0.756,True,True
proteina-f26b3e1114b7440c6447,reference0::denovo_pdb__5cwm_A,0.337,0.487,0.580,300,226,2.594E-01,0.58,True,False
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__2avp_A,0.344,0.203,0.779,300,68,3.018E-04,0.779,True,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__8ckr_A,0.344,0.203,0.390,300,136,3.018E-04,0.39,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__8cmq_A,0.344,0.203,0.390,300,136,3.018E-04,0.39,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__2fo7_A,0.344,0.203,0.390,300,136,3.018E-04,0.39,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__2hyz_A,0.344,0.203,0.390,300,136,3.018E-04,0.39,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__8bu0_A,0.344,0.203,0.390,300,136,3.018E-04,0.39,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__8ch0_A,0.344,0.203,0.390,300,136,3.018E-04,0.39,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__8cig_A,0.344,0.203,0.390,300,136,3.018E-04,0.39,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__8cqq_A,0.344,0.203,0.195,300,272,3.018E-04,0.195,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__8chy_A,0.344,0.203,0.195,300,272,3.018E-04,0.195,False,True
proteina-ab54f70c675bb823321e,reference0::denovo_pdb__2wqh_A,0.333,0.210,0.529,300,104,4.003E-04,0.529,True,True
proteina-260a0da7fdebbe91100b,reference0::cameo_hard__9hac_B,0.309,0.370,0.827,300,127,1.056E+00,0.827,True,False
proteina-260a0da7fdebbe91100b,reference1::foldbench_all__8UPB_A,0.410,0.120,0.562,300,64,3.049E+01,0.562,True,False
proteina-260a0da7fdebbe91100b,reference0::denovo_pdb__9vvn_A,0.303,0.257,0.521,300,167,4.035E+01,0.521,True,False
proteina-d7af83982fa1c67eeb15,reference0::denovo_pdb__4r5c_A,0.546,0.663,0.648,300,304,1.474E-40,0.663,True,True
proteina-d7af83982fa1c67eeb15,reference0::denovo_pdb__4pq8_A,0.592,0.507,0.651,300,241,3.849E-38,0.651,True,True
proteina-d7af83982fa1c67eeb15,reference0::denovo_pdb__4r6f_A,0.453,0.740,0.745,300,329,4.628E-35,0.74,True,True
proteina-d7af83982fa1c67eeb15,reference1::foldbench_all__8H63_A,0.416,0.900,0.552,300,462,4.628E-35,0.9,True,True
proteina-d7af83982fa1c67eeb15,reference1::foldbench_all__8PFI_B,0.318,0.963,0.406,300,807,4.645E-18,0.963,True,True
proteina-e99bb2a1e48a6ad562f4,reference1::foldbench_all__9FCE_A,0.320,0.313,0.445,300,229,2.456E-06,0.445,False,True
proteina-e99bb2a1e48a6ad562f4,reference0::denovo_pdb__9fw7_A,0.315,0.357,0.508,300,199,9.344E+01,0.508,True,False
proteina-e99bb2a1e48a6ad562f4,reference0::denovo_pdb__9xzo_A,0.351,0.240,0.558,300,120,2.163E+02,0.558,True,False
proteina-e99bb2a1e48a6ad562f4,reference0::casp_fm__T1125-D4,0.302,0.313,0.652,300,141,2.861E+02,0.652,True,False
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6rej_A,0.280,0.843,0.928,300,250,4.368E-22,0.928,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6rek_A,0.280,0.843,0.924,300,251,4.368E-22,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6rem_A,0.280,0.843,0.924,300,251,4.368E-22,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6rlh_A,0.280,0.843,0.935,300,248,1.077E-21,0.935,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6rli_A,0.280,0.843,0.928,300,250,1.077E-21,0.928,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6reo_A,0.280,0.843,0.924,300,251,1.077E-21,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__3ww9_A,0.268,0.843,0.924,300,251,3.935E-20,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__3wwa_A,0.268,0.843,0.924,300,251,3.935E-20,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6qsh_A,0.268,0.843,0.931,300,246,1.754E-19,0.931,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6qsd_A,0.268,0.843,0.928,300,250,1.414E-18,0.928,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6qse_A,0.268,0.843,0.924,300,251,1.414E-18,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6qsg_A,0.268,0.843,0.924,300,251,1.414E-18,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6f0s_A,0.261,0.843,0.924,300,251,3.706E-17,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6i37_A,0.250,0.843,0.924,300,251,3.100E-15,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6i38_A,0.250,0.843,0.924,300,251,3.100E-15,0.924,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6i3a_A,0.249,0.827,0.896,300,251,5.580E-15,0.896,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__6tjg_A,0.284,0.907,0.747,300,320,8.038E-13,0.907,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__7ax2_A,0.297,0.897,0.740,300,311,1.956E-11,0.897,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__7ax0_A,0.295,0.897,0.729,300,317,2.611E-11,0.897,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__7awz_A,0.297,0.897,0.744,300,313,4.654E-11,0.897,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__7awy_A,0.286,0.890,0.871,300,311,6.213E-11,0.89,False,True
proteina-1b93e7a88997a83ee1e7,reference0::denovo_pdb__5f53_A,0.275,0.230,0.810,300,84,3.146E-05,0.81,False,True
proteina-1b93e7a88997a83ee1e7,reference1::foldbench_all__8SUC_A,0.250,0.433,0.470,300,283,4.175E-05,0.47,False,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__2wqh_A,0.427,0.343,0.846,300,104,1.721E-15,0.846,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__8ckr_A,0.424,0.330,0.618,300,136,5.819E-14,0.618,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__8cmq_A,0.424,0.330,0.618,300,136,5.819E-14,0.618,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__2fo7_A,0.424,0.330,0.618,300,136,5.819E-14,0.618,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__2hyz_A,0.424,0.330,0.618,300,136,5.819E-14,0.618,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__8bu0_A,0.424,0.330,0.618,300,136,5.819E-14,0.618,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__8ch0_A,0.424,0.330,0.618,300,136,5.819E-14,0.618,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__8cig_A,0.424,0.330,0.618,300,136,5.819E-14,0.618,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__8cqq_A,0.424,0.330,0.309,300,272,5.819E-14,0.309,False,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__8chy_A,0.424,0.330,0.309,300,272,5.819E-14,0.309,False,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__5hrz_A,0.409,0.293,0.598,300,122,1.106E-09,0.598,True,True
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__2avp_A,0.449,0.230,0.897,300,68,1.095E-08,0.897,True,True
proteina-cfc4bf2fdf371c066964,reference1::foldbench_all__8G4K_A,0.367,0.220,0.538,300,104,2.739E-02,0.538,True,False
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__9fw7_A,0.320,0.490,0.764,300,199,6.022E-01,0.764,True,False
proteina-cfc4bf2fdf371c066964,reference0::denovo_pdb__9lni_A,0.326,0.577,0.882,300,212,6.022E-01,0.882,True,False
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__8cqq_A,0.420,0.880,0.849,300,272,9.923E-36,0.849,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__8chy_A,0.420,0.880,0.849,300,272,9.923E-36,0.849,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__8ckr_A,0.468,0.470,0.926,300,136,1.310E-22,0.926,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__8cmq_A,0.468,0.470,0.926,300,136,1.310E-22,0.926,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__2fo7_A,0.468,0.470,0.926,300,136,1.310E-22,0.926,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__2hyz_A,0.468,0.470,0.926,300,136,1.310E-22,0.926,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__8bu0_A,0.468,0.470,0.926,300,136,1.310E-22,0.926,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__8ch0_A,0.468,0.470,0.926,300,136,1.310E-22,0.926,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__8cig_A,0.468,0.470,0.926,300,136,1.310E-22,0.926,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__2wqh_A,0.472,0.360,0.952,300,104,9.006E-17,0.952,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__2avp_A,0.507,0.223,0.941,300,68,1.969E-10,0.941,True,True
proteina-ba7927c6a61b908e1e66,reference0::denovo_pdb__4pjr_A,0.352,0.573,0.886,300,175,7.350E-05,0.886,True,True
proteina-ba7927c6a61b908e1e66,reference1::foldbench_all__8RTE_A,0.265,0.647,0.538,300,370,5.308E-04,0.647,False,True
proteina-ba7927c6a61b908e1e66,reference1::foldbench_all__8G4K_A,0.320,0.313,0.952,300,104,7.974E-01,0.952,True,False
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__8ckr_A,0.331,0.533,0.971,300,136,6.008E-13,0.971,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__8cmq_A,0.331,0.533,0.971,300,136,6.008E-13,0.971,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__2fo7_A,0.331,0.533,0.971,300,136,6.008E-13,0.971,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__2hyz_A,0.331,0.533,0.971,300,136,6.008E-13,0.971,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__8bu0_A,0.331,0.533,0.971,300,136,6.008E-13,0.971,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__8ch0_A,0.331,0.533,0.971,300,136,6.008E-13,0.971,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__8cig_A,0.331,0.533,0.971,300,136,6.008E-13,0.971,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__8cqq_A,0.331,0.533,0.485,300,272,6.008E-13,0.485,False,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__8chy_A,0.331,0.533,0.485,300,272,6.008E-13,0.485,False,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__2wqh_A,0.376,0.390,0.942,300,104,1.438E-12,0.942,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__2avp_A,0.424,0.243,0.941,300,68,1.095E-08,0.941,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__5hrz_A,0.405,0.247,0.525,300,122,6.078E-08,0.525,True,True
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__9lni_A,0.300,0.507,0.769,300,212,8.434E-02,0.769,True,False
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__9fw7_A,0.300,0.430,0.543,300,199,4.290E+00,0.543,True,False
proteina-07ddd926cd5da2dfa442,reference0::denovo_pdb__9x1w_A,0.373,0.210,0.727,300,88,1.236E+02,0.727,True,False
proteina-f47d3dd11b2ffc3e6d7c,reference0::denovo_pdb__8g9j_A,0.313,0.647,0.896,300,201,6.367E-02,0.896,True,False
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8R4O_A,0.386,0.577,0.503,300,328,8.668E-24,0.577,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8R4U_A,0.386,0.577,0.503,300,328,8.668E-24,0.577,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8UOI_A,0.340,0.590,0.515,300,328,8.668E-24,0.59,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8ATL_A,0.292,0.803,0.785,300,298,7.170E-23,0.785,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8BR6_A,0.292,0.803,0.785,300,298,7.170E-23,0.785,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8ATN_A,0.292,0.803,0.785,300,298,7.170E-23,0.785,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8TX0_A,0.284,0.803,0.762,300,307,4.368E-22,0.803,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8V2F_A,0.284,0.803,0.716,300,327,4.368E-22,0.803,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8BX9_A,0.335,0.643,0.592,300,316,3.186E-19,0.643,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8BM2_A,0.335,0.643,0.590,300,317,3.186E-19,0.643,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8BPV_A,0.335,0.643,0.590,300,317,3.186E-19,0.643,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8SV9_A,0.335,0.590,0.622,300,283,7.792E-19,0.622,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8P5I_A,0.335,0.590,0.620,300,284,7.792E-19,0.62,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8C1F_A,0.271,0.760,0.826,300,265,4.645E-18,0.826,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8C1G_A,0.271,0.760,0.826,300,265,4.645E-18,0.826,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8C1K_A,0.271,0.760,0.802,300,273,4.645E-18,0.802,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8C14_A,0.271,0.760,0.805,300,272,8.414E-18,0.805,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8C1E_A,0.271,0.760,0.805,300,272,8.414E-18,0.805,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8OUV_A,0.296,0.763,0.683,300,309,1.523E-17,0.763,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8OV7_A,0.296,0.763,0.683,300,309,1.523E-17,0.763,False,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8UV0_A,0.309,0.673,0.670,300,297,1.282E-15,0.67,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8H6P_A,0.309,0.673,0.668,300,298,1.282E-15,0.668,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8ERD_A,0.309,0.673,0.666,300,299,1.282E-15,0.666,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8ERN_A,0.309,0.673,0.666,300,299,1.282E-15,0.666,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8U8J_A,0.309,0.617,0.517,300,354,2.310E-15,0.617,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8U8K_A,0.309,0.617,0.517,300,354,2.310E-15,0.617,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8PYR_A,0.322,0.580,0.483,300,346,1.804E-14,0.58,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8OUS_A,0.304,0.533,0.507,300,300,2.418E-14,0.533,True,True
proteina-48e5b136b2aefa368a21,reference1::foldbench_all__8OUT_A,0.304,0.533,0.507,300,300,2.418E-14,0.533,True,True
