query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm,reference_split
proteina-2d57b837e49533d757a8,A0A811UH92,7.796E-01,7.677E-01,0.957,0.990,7.572E-01,proteina-2d57b837e49533d757a8,0.7677,train
proteina-aaf18abce866d4cb0e2a,A0A7J2M917,8.213E-01,8.350E-01,0.953,0.881,8.228E-01,proteina-aaf18abce866d4cb0e2a,0.8213,train
proteina-8fe3e2eed4d6cd1ec653,A0A7S1VNM0,4.491E-01,4.854E-01,0.867,0.821,4.491E-01,proteina-8fe3e2eed4d6cd1ec653,0.4491,train
proteina-a1f5d3be9eee87293bc6,A0A1D6I5R5,6.633E-01,6.927E-01,0.990,0.850,6.585E-01,proteina-a1f5d3be9eee87293bc6,0.6633,train
proteina-3289a4c23df626ea8297,E3LHU8,5.858E-01,5.939E-01,0.877,0.983,5.591E-01,proteina-3289a4c23df626ea8297,0.5858,train
proteina-f75e7ba9111d1aad1702,A0A7W9L3R8,8.527E-01,8.031E-01,0.983,0.947,8.094E-01,proteina-f75e7ba9111d1aad1702,0.8031,train
proteina-14cabb52479aeeb1553b,A0A7X3ZFD8,7.964E-01,8.637E-01,0.960,0.996,8.116E-01,proteina-14cabb52479aeeb1553b,0.7964,train
proteina-07ddd926cd5da2dfa442,A0A7H0G6Z7,7.659E-01,7.635E-01,0.903,0.957,7.428E-01,proteina-07ddd926cd5da2dfa442,0.7635,train
proteina-c3b2435ab22d29f34d87,A0A7C5YK04,5.506E-01,5.576E-01,0.997,0.949,5.284E-01,proteina-c3b2435ab22d29f34d87,0.5506,train
proteina-e6287ffdd34838e14a6f,A0A6A4Q3U0,6.950E-01,7.828E-01,0.870,1.000,7.221E-01,proteina-e6287ffdd34838e14a6f,0.695,train
proteina-9b8b8f143e1620188b5b,B7S869,7.612E-01,7.197E-01,0.997,0.900,7.205E-01,proteina-9b8b8f143e1620188b5b,0.7197,train
proteina-3e035282d87bc5f151f4,A0A7C4QAY0,4.395E-01,4.145E-01,0.907,0.882,4.001E-01,proteina-3e035282d87bc5f151f4,0.4145,train
proteina-451db526f9e2d9cf99d8,A0A7C7Q6G5,5.553E-01,5.669E-01,0.953,1.000,5.387E-01,proteina-451db526f9e2d9cf99d8,0.5553,train
proteina-b619cb0499748129636f,A0A2H1BWD8,7.240E-01,7.218E-01,0.957,0.831,7.058E-01,proteina-b619cb0499748129636f,0.7218,train
proteina-f26b3e1114b7440c6447,A0A1F9QQN0,6.936E-01,6.976E-01,0.983,0.966,6.635E-01,proteina-f26b3e1114b7440c6447,0.6936,train
proteina-0b0d402d7f3c5d3e35fd,A0A136PH93,6.027E-01,6.100E-01,0.940,0.801,5.880E-01,proteina-0b0d402d7f3c5d3e35fd,0.6027,train
proteina-2fc529fa95cb60573edd,A0A4V6L1Q4,5.826E-01,6.289E-01,0.803,0.967,5.832E-01,proteina-2fc529fa95cb60573edd,0.5826,train
proteina-36a79a74f81385c15577,A0A6M8BEU8,4.001E-01,4.026E-01,0.983,0.990,3.781E-01,proteina-36a79a74f81385c15577,0.4001,train
proteina-e99bb2a1e48a6ad562f4,A0A4P7S473,6.209E-01,6.641E-01,0.980,0.932,6.237E-01,proteina-e99bb2a1e48a6ad562f4,0.6209,train
proteina-c8375ff17300318b4448,A0A1V5PIU9,7.472E-01,7.641E-01,1.000,0.983,7.435E-01,proteina-c8375ff17300318b4448,0.7472,train
proteina-26449f0a95887e6f5197,A0A5J4W4L5,6.691E-01,6.135E-01,0.977,0.997,6.181E-01,proteina-26449f0a95887e6f5197,0.6135,train
proteina-4e485a909b40db2c701e,A0A0S2G3J2,5.974E-01,5.919E-01,0.893,0.901,5.820E-01,proteina-4e485a909b40db2c701e,0.5919,train
proteina-d74551b4fd2bb1c6d6a3,A0A0L6JHB1,4.514E-01,5.899E-01,1.000,0.927,4.975E-01,proteina-d74551b4fd2bb1c6d6a3,0.4514,train
proteina-b59cda1c974b7c0d0833,A0A1V6D505,8.109E-01,8.373E-01,0.993,0.921,8.098E-01,proteina-b59cda1c974b7c0d0833,0.8109,train
proteina-585b935b7f6b97db5012,A0A793EXP9,8.794E-01,8.421E-01,0.987,0.933,8.462E-01,proteina-585b935b7f6b97db5012,0.8421,train
proteina-3b7af33c4ded39b57fce,A0A7V3HM78,5.776E-01,6.296E-01,0.897,0.930,5.803E-01,proteina-3b7af33c4ded39b57fce,0.5776,train
proteina-c7917b670838d1bac6fd,A0A4V2AP06,5.817E-01,5.922E-01,0.850,0.793,5.661E-01,proteina-c7917b670838d1bac6fd,0.5817,train
proteina-7a44d0c147b97d533c96,A0A6A6L5P7,8.588E-01,8.352E-01,0.970,0.932,8.310E-01,proteina-7a44d0c147b97d533c96,0.8352,train
proteina-6773e232d4da89f1e96a,A0A4P5YF43,4.558E-01,4.656E-01,0.963,0.914,4.319E-01,proteina-6773e232d4da89f1e96a,0.4558,train
proteina-9f8e873f6f9c964de6e9,A0A7K3CUG7,7.392E-01,7.369E-01,0.937,0.930,7.204E-01,proteina-9f8e873f6f9c964de6e9,0.7369,train
proteina-32520c8a2de29ce69750,A0A317A043,6.596E-01,7.013E-01,0.977,0.808,6.665E-01,proteina-32520c8a2de29ce69750,0.6596,train
proteina-7aad6a92ad7b14cf097c,A0A6N7W8J3,5.499E-01,6.496E-01,0.903,0.988,5.687E-01,proteina-7aad6a92ad7b14cf097c,0.5499,train
proteina-af1fdb7363bc134ab37b,A0A367VGF5,3.618E-01,3.494E-01,0.917,0.882,3.312E-01,proteina-af1fdb7363bc134ab37b,0.3494,train
proteina-6b58b0d771fce32e1863,A0A4Q5UCQ6,7.553E-01,8.311E-01,0.840,0.982,7.781E-01,proteina-6b58b0d771fce32e1863,0.7553,train
proteina-37f1c491b48f89d430a6,K2S4K0,6.188E-01,6.043E-01,1.000,0.958,5.929E-01,proteina-37f1c491b48f89d430a6,0.6043,train
proteina-f47d3dd11b2ffc3e6d7c,A0A196S9L0,6.519E-01,5.888E-01,0.983,0.720,6.008E-01,proteina-f47d3dd11b2ffc3e6d7c,0.5888,train
proteina-42d080c4e4ba91fa26c1,A0A441IHX5,5.810E-01,5.504E-01,0.923,0.837,5.450E-01,proteina-42d080c4e4ba91fa26c1,0.5504,train
proteina-0cc2c0501776a11054e2,A0A2U3LTE7,8.736E-01,8.198E-01,0.963,0.938,8.303E-01,proteina-0cc2c0501776a11054e2,0.8198,train
proteina-946bcf56ed7014fc08e0,A0A4V1T3B6,4.272E-01,5.488E-01,0.977,0.982,4.627E-01,proteina-946bcf56ed7014fc08e0,0.4272,train
proteina-1fe3fe17e185a6d9a0f4,A0A820U9A3,5.378E-01,5.698E-01,0.943,0.950,5.349E-01,proteina-1fe3fe17e185a6d9a0f4,0.5378,train
proteina-ca60ebb3021680bf565f,A0A6N6VQ06,7.668E-01,7.785E-01,0.997,0.997,7.484E-01,proteina-ca60ebb3021680bf565f,0.7668,train
proteina-ecae840901c072d20617,A0A7Z6WWW9,7.466E-01,8.510E-01,0.853,0.947,7.900E-01,proteina-ecae840901c072d20617,0.7466,train
proteina-52b79fae7e5dee91fe29,A0A0P4W0K7,7.214E-01,7.061E-01,0.883,0.912,7.002E-01,proteina-52b79fae7e5dee91fe29,0.7061,train
proteina-23b9676d523afd20d1b2,A0A7X8QHD3,5.993E-01,6.119E-01,0.910,0.863,5.842E-01,proteina-23b9676d523afd20d1b2,0.5993,train
proteina-6f208859808e123d9d4c,A0A7C1UIR5,6.923E-01,7.030E-01,0.947,0.908,6.780E-01,proteina-6f208859808e123d9d4c,0.6923,train
proteina-ddbb6cbf4058f4bcba0d,A0A538E2Z0,5.169E-01,5.612E-01,0.990,0.945,5.183E-01,proteina-ddbb6cbf4058f4bcba0d,0.5169,train
proteina-6248bc9cb1b9e9eb9c78,N6VIZ0,8.201E-01,7.879E-01,1.000,0.904,7.915E-01,proteina-6248bc9cb1b9e9eb9c78,0.7879,train
proteina-3a5f255a8f53adda8f72,A0A831JZD4,6.568E-01,7.142E-01,0.950,0.989,6.610E-01,proteina-3a5f255a8f53adda8f72,0.6568,train
proteina-a371af6fc777db77b54a,A0A7V5FEV7,7.246E-01,7.157E-01,0.990,0.868,7.048E-01,proteina-a371af6fc777db77b54a,0.7157,train
proteina-c1bffaae92b3839dfc12,A0A6B1NVN4,7.819E-01,7.867E-01,0.927,0.966,7.619E-01,proteina-c1bffaae92b3839dfc12,0.7819,train
proteina-ab54f70c675bb823321e,A0A0D2AAL8,4.668E-01,4.463E-01,0.883,0.927,4.375E-01,proteina-ab54f70c675bb823321e,0.4463,train
proteina-abd47de872dd9d80719a,A0A4Z1JZ20,7.467E-01,6.938E-01,1.000,0.910,7.098E-01,proteina-abd47de872dd9d80719a,0.6938,train
proteina-fe1c30c020eb244a26c0,A0A3D1AYN2,7.882E-01,8.343E-01,0.943,1.000,7.901E-01,proteina-fe1c30c020eb244a26c0,0.7882,train
proteina-bdf7d86cdd9140d2320e,H7EKP5,6.876E-01,7.581E-01,0.973,0.996,6.922E-01,proteina-bdf7d86cdd9140d2320e,0.6876,train
proteina-be713c6e00f15d685f0d,A0A5S9IQ85,5.334E-01,4.842E-01,1.000,0.918,4.745E-01,proteina-be713c6e00f15d685f0d,0.4842,train
proteina-970312eb9f603cbf36be,A0A3E0PGV3,8.369E-01,8.668E-01,0.970,1.000,8.350E-01,proteina-970312eb9f603cbf36be,0.8369,train
proteina-5377e3e306844240f2a1,A0A7N4PN30,6.645E-01,6.685E-01,0.953,0.963,6.445E-01,proteina-5377e3e306844240f2a1,0.6645,train
proteina-93bef47b66ebb54d51d4,A0A7Z2STA7,4.121E-01,3.972E-01,0.917,0.924,3.756E-01,proteina-93bef47b66ebb54d51d4,0.3972,train
proteina-3c06eb28cedc35cc91d0,A0A199VAB2,5.182E-01,5.683E-01,1.000,0.970,5.176E-01,proteina-3c06eb28cedc35cc91d0,0.5182,train
proteina-6e9178e0c85539cb03e9,A0A7V1AKT8,7.625E-01,7.813E-01,0.967,1.000,7.475E-01,proteina-6e9178e0c85539cb03e9,0.7625,train
proteina-c4241bb47b8667f3403c,A0A3A4R3M3,5.944E-01,6.320E-01,0.997,0.907,5.918E-01,proteina-c4241bb47b8667f3403c,0.5944,train
proteina-e54f8623f080632f9d8e,A0A820XUV2,6.269E-01,6.250E-01,0.950,0.990,6.088E-01,proteina-e54f8623f080632f9d8e,0.625,train
proteina-257d11ea171bd574b558,A0A1Q7C4S7,4.844E-01,4.913E-01,0.980,0.942,4.568E-01,proteina-257d11ea171bd574b558,0.4844,train
proteina-565c60c864a8334f28dc,A0A7W9L3R8,7.829E-01,7.376E-01,0.927,0.919,7.417E-01,proteina-565c60c864a8334f28dc,0.7376,train
proteina-c95d5f1493145f94c64a,A0A3M2BZS0,4.992E-01,5.234E-01,0.913,0.894,4.902E-01,proteina-c95d5f1493145f94c64a,0.4992,train
proteina-829dab43ae2bced79edd,A0A6J4K381,5.310E-01,5.625E-01,0.750,0.872,5.276E-01,proteina-829dab43ae2bced79edd,0.531,train
proteina-d2c7cb683754ff40e612,A0A5J4UY03,7.723E-01,7.821E-01,0.977,0.976,7.616E-01,proteina-d2c7cb683754ff40e612,0.7723,train
proteina-ba7927c6a61b908e1e66,A0A6M0RFB4,8.801E-01,8.202E-01,1.000,0.944,8.287E-01,proteina-ba7927c6a61b908e1e66,0.8202,train
proteina-fc2e87d07b799800b9d2,A0A3C1BVH7,7.951E-01,8.688E-01,0.973,1.000,8.157E-01,proteina-fc2e87d07b799800b9d2,0.7951,train
proteina-b7039883e288a72be7ba,A0A845KGC3,7.618E-01,7.454E-01,0.900,0.863,7.405E-01,proteina-b7039883e288a72be7ba,0.7454,train
proteina-b16093dadff4830f95d7,A0A7C4Z5J5,4.971E-01,6.152E-01,0.970,0.927,5.284E-01,proteina-b16093dadff4830f95d7,0.4971,train
proteina-533d744838fa0a63c8f9,A0A7C6NTY6,4.436E-01,4.106E-01,0.897,0.912,4.063E-01,proteina-533d744838fa0a63c8f9,0.4106,train
proteina-8a424d330e5195b2cddd,A0A370GHQ3,4.044E-01,4.369E-01,0.727,0.882,3.893E-01,proteina-8a424d330e5195b2cddd,0.4044,train
proteina-1ebbbfb6ba268bcf2e28,A0A366MDY3,8.555E-01,8.369E-01,0.973,0.971,8.339E-01,proteina-1ebbbfb6ba268bcf2e28,0.8369,train
proteina-622f87fd3122bf88d633,A0A1B1S8B7,5.517E-01,5.952E-01,0.990,0.971,5.501E-01,proteina-622f87fd3122bf88d633,0.5517,train
proteina-9ff0aefb696b6732940d,A0A7K0A206,8.373E-01,8.684E-01,0.873,1.000,8.464E-01,proteina-9ff0aefb696b6732940d,0.8373,train
proteina-7cbbe861dc47194a54e2,A0A3N5VMC8,8.153E-01,7.456E-01,1.000,0.942,7.657E-01,proteina-7cbbe861dc47194a54e2,0.7456,train
proteina-74eaf5b7c458b87eb951,A0A1V5FN62,8.043E-01,7.705E-01,0.890,0.946,7.722E-01,proteina-74eaf5b7c458b87eb951,0.7705,train
proteina-1e9ca72c23606b4f6722,A0A2V2GW97,5.835E-01,6.292E-01,0.917,0.865,5.808E-01,proteina-1e9ca72c23606b4f6722,0.5835,train
proteina-f61a0f23d64c491d090e,A0A7V0NE54,5.802E-01,5.582E-01,0.923,0.901,5.545E-01,proteina-f61a0f23d64c491d090e,0.5582,train
proteina-cec7caccffa3d6e9207e,A0A1Z8VTI6,5.015E-01,5.295E-01,0.913,0.929,4.958E-01,proteina-cec7caccffa3d6e9207e,0.5015,train
proteina-4cf1c8a658c306a7bea1,A0A4Y8X268,4.754E-01,5.218E-01,0.793,0.763,4.803E-01,proteina-4cf1c8a658c306a7bea1,0.4754,train
proteina-1c9fa8b4faa332edafa6,A0A7J6CVI5,8.404E-01,9.220E-01,0.953,1.000,8.652E-01,proteina-1c9fa8b4faa332edafa6,0.8404,train
proteina-d2dee30eec5c3d101f86,A0A1F9QQN0,7.674E-01,7.721E-01,1.000,0.960,7.467E-01,proteina-d2dee30eec5c3d101f86,0.7674,train
proteina-1e23e7440f3a074ce51a,A0A0Q9LLW5,5.165E-01,5.504E-01,0.950,0.924,5.058E-01,proteina-1e23e7440f3a074ce51a,0.5165,train
proteina-6d9c29b41d683cf8f977,A0A820XUV2,6.235E-01,6.217E-01,0.967,0.973,6.028E-01,proteina-6d9c29b41d683cf8f977,0.6217,train
proteina-0ff4d05c6aaa7c846720,A0A1F4NPF3,8.203E-01,8.693E-01,0.957,1.000,8.274E-01,proteina-0ff4d05c6aaa7c846720,0.8203,train
proteina-65193380317c0e59de00,A0A7K1V4G4,7.919E-01,7.894E-01,0.983,0.924,7.736E-01,proteina-65193380317c0e59de00,0.7894,train
proteina-373f39ddc5bcc1ff32cd,T0V7D1,5.070E-01,4.746E-01,0.950,0.923,4.725E-01,proteina-373f39ddc5bcc1ff32cd,0.4746,train
proteina-8577dcf17b73f36a5620,A0A1F6DVQ4,5.313E-01,6.295E-01,0.937,0.959,5.497E-01,proteina-8577dcf17b73f36a5620,0.5313,train
proteina-7fdb512679144b999898,A0A5C3KM57,8.619E-01,8.729E-01,0.933,0.993,8.541E-01,proteina-7fdb512679144b999898,0.8619,train
proteina-aea78266951fb0f87008,A0A7V1TVG5,4.060E-01,4.406E-01,0.997,0.852,3.970E-01,proteina-aea78266951fb0f87008,0.406,train
proteina-105d23f6fa99991bef8b,W7Q5L0,8.203E-01,8.307E-01,0.947,0.912,8.116E-01,proteina-105d23f6fa99991bef8b,0.8203,train
proteina-397f362d1c07358934ef,A0A358SV17,8.012E-01,7.701E-01,0.960,0.895,7.696E-01,proteina-397f362d1c07358934ef,0.7701,train
proteina-3e300a57f89ce527202b,A0A7J4JQL0,5.261E-01,5.538E-01,0.887,0.859,5.198E-01,proteina-3e300a57f89ce527202b,0.5261,train
proteina-c501ded0a50b491c057d,A0A268UQC7,5.813E-01,5.847E-01,1.000,0.956,5.587E-01,proteina-c501ded0a50b491c057d,0.5813,train
proteina-1eae1ee3e345a355c3e0,A0A7Y2NNL7,6.661E-01,6.910E-01,0.950,0.972,6.571E-01,proteina-1eae1ee3e345a355c3e0,0.6661,train
proteina-76621942071111cd4934,A0A822BDD8,8.484E-01,8.539E-01,0.893,0.980,8.426E-01,proteina-76621942071111cd4934,0.8484,train
proteina-00eeb72d301857153cdf,A0A1B4FMJ0,7.068E-01,7.004E-01,0.887,0.931,6.839E-01,proteina-00eeb72d301857153cdf,0.7004,train
proteina-f6973f0fc687896c6573,A0A1F4NPF3,7.586E-01,8.026E-01,0.953,1.000,7.586E-01,proteina-f6973f0fc687896c6573,0.7586,train
proteina-3af5d897cf93a3c2e4e3,A0A5C8P8D0,7.162E-01,7.033E-01,1.000,1.000,6.914E-01,proteina-3af5d897cf93a3c2e4e3,0.7033,train
proteina-8aca22eec6a9213089a0,A0A819G9V3,8.309E-01,8.728E-01,0.923,0.933,8.404E-01,proteina-8aca22eec6a9213089a0,0.8309,train
proteina-5e15e9ca7a60cd12a8b4,A0A7C1NML0,8.416E-01,8.256E-01,0.950,0.993,8.252E-01,proteina-5e15e9ca7a60cd12a8b4,0.8256,train
proteina-c600c2b9e49667351e6b,A0A378MBW2,3.730E-01,4.394E-01,0.893,0.959,3.800E-01,proteina-c600c2b9e49667351e6b,0.373,train
proteina-550789532c866f7e1e4e,A0A848B681,6.316E-01,7.183E-01,0.763,0.946,6.582E-01,proteina-550789532c866f7e1e4e,0.6316,train
proteina-332067c5e0879af51fb7,A0A7H0G6Z7,7.090E-01,7.069E-01,0.993,0.890,6.802E-01,proteina-332067c5e0879af51fb7,0.7069,train
proteina-e83b41420acd9f92607f,A0A316FJ60,5.093E-01,4.825E-01,0.967,0.910,4.665E-01,proteina-e83b41420acd9f92607f,0.4825,train
proteina-681ccc774723a9228817,A0A813LMD8,8.597E-01,8.410E-01,0.933,0.932,8.379E-01,proteina-681ccc774723a9228817,0.841,train
proteina-a074c585201577c31c50,A0A1E1K4Z4,5.140E-01,5.070E-01,0.997,0.951,4.856E-01,proteina-a074c585201577c31c50,0.507,train
proteina-39fac9763af89ffdaaa3,A0A3N5VMC8,8.056E-01,7.374E-01,1.000,0.979,7.542E-01,proteina-39fac9763af89ffdaaa3,0.7374,train
proteina-5beac6d56290fd6947ce,A0A060Y3S7,9.050E-01,9.109E-01,0.987,0.997,8.987E-01,proteina-5beac6d56290fd6947ce,0.905,train
proteina-d128af9400b087294039,A0A0B0I0L3,7.314E-01,7.201E-01,0.863,0.869,7.129E-01,proteina-d128af9400b087294039,0.7201,train
proteina-2419069abb7d3cb4c370,A0A4Y9SDS0,3.476E-01,3.670E-01,0.943,0.989,3.344E-01,proteina-2419069abb7d3cb4c370,0.3476,train
proteina-101d5821874fb1c472d2,A0A810YKC6,5.681E-01,5.648E-01,0.923,0.848,5.444E-01,proteina-101d5821874fb1c472d2,0.5648,train
proteina-f652c4c2b9ae9b017101,L1LEN6,8.551E-01,8.068E-01,0.970,0.918,8.172E-01,proteina-f652c4c2b9ae9b017101,0.8068,train
proteina-e413bc00f7d18eb9333a,A0A497KUC5,7.306E-01,7.652E-01,0.973,0.975,7.277E-01,proteina-e413bc00f7d18eb9333a,0.7306,train
proteina-bb9f30fee1e1c3ff144b,A0A3A4PLL4,9.245E-01,8.398E-01,1.000,0.961,8.676E-01,proteina-bb9f30fee1e1c3ff144b,0.8398,train
proteina-93da499d188caa4e0493,A0A7K0A206,8.451E-01,8.764E-01,0.890,1.000,8.537E-01,proteina-93da499d188caa4e0493,0.8451,train
proteina-b65e3a787eac6f38b0a1,A0A1F9L569,8.396E-01,8.163E-01,0.963,0.935,8.161E-01,proteina-b65e3a787eac6f38b0a1,0.8163,train
proteina-caeddff7b99e95627bd5,A0A1Q7JDZ5,7.711E-01,8.217E-01,0.967,1.000,7.767E-01,proteina-caeddff7b99e95627bd5,0.7711,train
proteina-29adbc9ab55b041034fd,F2B1B5,6.312E-01,6.060E-01,1.000,0.889,5.974E-01,proteina-29adbc9ab55b041034fd,0.606,train
proteina-0bea6a62f9c67605e60f,A0A7H0G6Z7,5.745E-01,5.728E-01,0.930,0.884,5.546E-01,proteina-0bea6a62f9c67605e60f,0.5728,train
proteina-19bba8f9984cc67c4d3f,A0A3P7EXS0,8.051E-01,8.205E-01,0.973,0.949,7.961E-01,proteina-19bba8f9984cc67c4d3f,0.8051,train
proteina-d7af83982fa1c67eeb15,A0A453MJK8,8.732E-01,8.732E-01,0.923,0.967,8.624E-01,proteina-d7af83982fa1c67eeb15,0.8732,train
proteina-10a1f77c5c35ccba7c05,A0A5J4UY03,7.569E-01,7.664E-01,0.883,0.980,7.444E-01,proteina-10a1f77c5c35ccba7c05,0.7569,train
proteina-d88d3b3d041470bcc3e6,A0A0C2C6D2,7.383E-01,7.108E-01,1.000,0.872,7.009E-01,proteina-d88d3b3d041470bcc3e6,0.7108,train
proteina-5b0226791cc9470ff227,A0A5N8VX54,7.729E-01,7.881E-01,0.913,0.942,7.717E-01,proteina-5b0226791cc9470ff227,0.7729,train
proteina-11dd74b6ca50ae142289,A0A495JGW3,7.415E-01,7.083E-01,0.993,0.829,7.110E-01,proteina-11dd74b6ca50ae142289,0.7083,train
proteina-08b606cc3aee76558ca0,A0A662U3B1,8.114E-01,7.663E-01,0.997,0.893,7.724E-01,proteina-08b606cc3aee76558ca0,0.7663,train
proteina-a525107988f39ac5f3b2,A0A843R3P4,7.267E-01,7.157E-01,0.973,0.980,7.029E-01,proteina-a525107988f39ac5f3b2,0.7157,train
proteina-098f6173a2aec7c00422,A0A366MDY3,8.784E-01,8.588E-01,0.960,0.964,8.627E-01,proteina-098f6173a2aec7c00422,0.8588,train
proteina-195b4d4a3758fccb0ea7,R6PR41,5.913E-01,6.200E-01,0.943,0.926,5.827E-01,proteina-195b4d4a3758fccb0ea7,0.5913,train
proteina-84f1b39f303f6cfa55c8,A0A0N4UFI6,7.321E-01,6.380E-01,0.990,0.854,6.659E-01,proteina-84f1b39f303f6cfa55c8,0.638,train
proteina-872821d5a50969835780,A0A7Z0BGL7,3.918E-01,3.397E-01,0.810,0.897,3.438E-01,proteina-872821d5a50969835780,0.3397,train
proteina-273508d62bf4e7f07a4c,A0A674D2Y4,8.460E-01,8.847E-01,0.930,0.979,8.476E-01,proteina-273508d62bf4e7f07a4c,0.846,train
proteina-44d732f2b4810f61ea8c,A0A336NP99,8.437E-01,8.125E-01,0.940,0.936,8.183E-01,proteina-44d732f2b4810f61ea8c,0.8125,train
proteina-e66952b8d2d533c85f3f,A0A524N652,4.205E-01,4.150E-01,0.927,0.826,3.923E-01,proteina-e66952b8d2d533c85f3f,0.415,train
proteina-25422934cee7864f88f8,A0A349X367,6.734E-01,6.904E-01,0.907,0.925,6.643E-01,proteina-25422934cee7864f88f8,0.6734,train
proteina-f27d7be803a570a0cf15,A0A7S0DYA4,4.493E-01,5.914E-01,0.917,0.825,4.963E-01,proteina-f27d7be803a570a0cf15,0.4493,train
proteina-b200a74a25ab32c31757,A0A329Z2V1,5.495E-01,5.119E-01,1.000,0.766,5.128E-01,proteina-b200a74a25ab32c31757,0.5119,train
proteina-6084b871666e2c1068b7,A0A835Z9C2,7.876E-01,8.428E-01,0.943,0.986,7.973E-01,proteina-6084b871666e2c1068b7,0.7876,train
proteina-32b6844756c0a62ff957,A0A1J5D4E6,7.378E-01,7.641E-01,0.997,0.865,7.362E-01,proteina-32b6844756c0a62ff957,0.7378,train
proteina-db36c17b7b74be746f9f,A0A2Z4VCH3,5.423E-01,5.439E-01,0.913,0.806,5.177E-01,proteina-db36c17b7b74be746f9f,0.5423,train
proteina-fb874a8afd712f0c3567,A0A2G2X6V2,6.471E-01,7.330E-01,1.000,0.981,6.664E-01,proteina-fb874a8afd712f0c3567,0.6471,train
proteina-ad4d63e000ac395d2a2b,A0A5N6Q2Q1,7.143E-01,7.229E-01,1.000,0.949,6.924E-01,proteina-ad4d63e000ac395d2a2b,0.7143,train
proteina-fbc50facd66db144b919,A0A3M2SJQ6,4.126E-01,4.160E-01,0.910,0.838,3.920E-01,proteina-fbc50facd66db144b919,0.4126,train
proteina-d59a6bc4c9fbaefd2ea5,A0A401S0J5,5.791E-01,5.943E-01,0.703,0.699,5.791E-01,proteina-d59a6bc4c9fbaefd2ea5,0.5791,train
proteina-901b77869bf7fe3a46a3,A0A1Q7JDZ5,7.100E-01,7.552E-01,0.997,0.989,7.081E-01,proteina-901b77869bf7fe3a46a3,0.71,train
